ngram,income,icome,inome,inome
1627,8.09565811518301e-06,0.0,0.0,0.0
1628,8.09565811518301e-06,0.0,0.0,0.0
1629,8.28507867416712e-06,8.252934386681382e-08,0.0,0.0
1630,7.918748289219885e-06,8.252934386681382e-08,0.0,0.0
1631,7.434779490722576e-06,8.252934386681382e-08,0.0,0.0
1632,9.08404990695999e-06,8.252934386681382e-08,0.0,0.0
1633,2.4250171009043697e-06,8.252934386681382e-08,0.0,0.0
1634,2.388663923673968e-06,8.252934386681382e-08,1.2341816305446889e-07,1.2341816305446889e-07
1635,2.553303350591055e-06,8.252934386681382e-08,1.2341816305446889e-07,1.2341816305446889e-07
1636,2.2231859751237996e-06,0.0,1.2341816305446889e-07,1.2341816305446889e-07
1637,2.270168360090403e-06,0.0,1.2341816305446889e-07,1.2341816305446889e-07
1638,2.2914784624715267e-06,0.0,1.2341816305446889e-07,1.2341816305446889e-07
1639,1.3430401070633837e-06,0.0,1.2341816305446889e-07,1.2341816305446889e-07
1640,1.4458481619580458e-06,0.0,1.2341816305446889e-07,1.2341816305446889e-07
1641,1.382152086242578e-06,0.0,0.0,0.0
1642,1.4334123282619008e-06,0.0,0.0,0.0
1643,1.4334123282619008e-06,0.0,0.0,0.0
1644,1.3972548791636136e-06,0.0,0.0,0.0
1645,2.294038263731376e-06,0.0,0.0,0.0
1646,1.693944613277511e-06,1.007384103754053e-07,0.0,0.0
1647,2.631592065784259e-06,1.007384103754053e-07,0.0,0.0
1648,4.1307440272118716e-06,1.007384103754053e-07,4.584923577307823e-08,4.584923577307823e-08
1649,4.2277554582272255e-06,1.007384103754053e-07,4.584923577307823e-08,4.584923577307823e-08
1650,4.2277554582272255e-06,1.007384103754053e-07,4.584923577307823e-08,4.584923577307823e-08
1651,4.259432931316301e-06,1.007384103754053e-07,4.584923577307823e-08,4.584923577307823e-08
1652,4.3970787828584434e-06,1.007384103754053e-07,4.584923577307823e-08,4.584923577307823e-08
1653,4.2963403724830385e-06,0.0,4.584923577307823e-08,4.584923577307823e-08
1654,3.421817609705613e-06,4.1483186155996266e-08,4.584923577307823e-08,4.584923577307823e-08
1655,1.979149650261596e-06,4.1483186155996266e-08,0.0,0.0
1656,1.8927751982898502e-06,4.1483186155996266e-08,0.0,0.0
1657,1.9205796308239897e-06,4.1483186155996266e-08,0.0,0.0
1658,8.621995913163768e-06,4.1483186155996266e-08,0.0,0.0
1659,7.903237192051296e-06,4.1483186155996266e-08,0.0,0.0
1660,8.143761592447976e-06,4.1483186155996266e-08,0.0,0.0
1661,7.97782884782399e-06,0.0,0.0,0.0
1662,8.024022197413874e-06,0.0,0.0,0.0
1663,8.25735039963352e-06,0.0,0.0,0.0
1664,8.701181725103066e-06,0.0,3.9302981187055204e-08,3.9302981187055204e-08
1665,1.8288566536739381e-06,8.818323392136205e-08,3.9302981187055204e-08,3.9302981187055204e-08
1666,1.658154859894369e-06,8.818323392136205e-08,3.9302981187055204e-08,3.9302981187055204e-08
1667,1.1380491120657357e-05,8.818323392136205e-08,3.9302981187055204e-08,3.9302981187055204e-08
1668,1.1599257208315197e-05,8.818323392136205e-08,3.9302981187055204e-08,3.9302981187055204e-08
1669,1.1646536413374114e-05,8.818323392136205e-08,3.9302981187055204e-08,3.9302981187055204e-08
1670,1.1379917408151283e-05,8.818323392136205e-08,3.9302981187055204e-08,3.9302981187055204e-08
1671,1.1182053002910055e-05,8.818323392136205e-08,0.0,0.0
1672,1.1285565002643644e-05,0.0,0.0,0.0
1673,1.1228612038394203e-05,0.0,0.0,0.0
1674,1.3958734744587024e-06,0.0,0.0,0.0
1675,1.2114258863350967e-06,3.431849953423287e-08,0.0,0.0
1676,1.345319325147492e-06,3.431849953423287e-08,0.0,0.0
1677,1.2192458760702202e-06,3.431849953423287e-08,0.0,0.0
1678,1.1446602294589475e-06,3.431849953423287e-08,0.0,0.0
1679,1.0432001512786622e-06,3.431849953423287e-08,0.0,0.0
1680,9.834316837701148e-07,3.431849953423287e-08,0.0,0.0
1681,1.054692209631217e-06,3.431849953423287e-08,0.0,0.0
1682,1.4639164435590959e-06,0.0,0.0,0.0
1683,1.252747730567145e-06,0.0,0.0,0.0
1684,1.2440184938051452e-06,0.0,0.0,0.0
1685,1.4085377699757373e-06,0.0,0.0,0.0
1686,1.5557986695772082e-06,0.0,0.0,0.0
1687,1.6400818359280883e-06,0.0,0.0,0.0
1688,1.5784739478671587e-06,0.0,0.0,0.0
1689,1.1980735540159263e-06,0.0,0.0,0.0
1690,1.1902919254680455e-06,0.0,0.0,0.0
1691,1.2052469214397985e-06,2.446605305652026e-08,0.0,0.0
1692,8.888780281982431e-07,2.446605305652026e-08,0.0,0.0
1693,7.581759778726596e-07,2.446605305652026e-08,0.0,0.0
1694,6.572887514266768e-07,2.446605305652026e-08,0.0,0.0
1695,6.105548371644025e-07,2.446605305652026e-08,0.0,0.0
1696,7.048719510294177e-07,2.446605305652026e-08,0.0,0.0
1697,1.5500640943498314e-06,2.446605305652026e-08,0.0,0.0
1698,4.297651632409075e-06,0.0,0.0,0.0
1699,4.315663245181765e-06,0.0,0.0,0.0
1700,4.356943678983173e-06,2.59957053978204e-08,0.0,0.0
1701,4.249297412733151e-06,2.59957053978204e-08,0.0,0.0
1702,4.491841070018511e-06,2.59957053978204e-08,0.0,0.0
1703,6.178263630220369e-06,2.59957053978204e-08,0.0,0.0
1704,5.269082111323899e-06,2.59957053978204e-08,0.0,0.0
1705,2.7045149530684805e-06,3.5153510071138176e-08,0.0,0.0
1706,3.1929364224327273e-06,3.5153510071138176e-08,0.0,0.0
1707,3.1132585068657396e-06,9.157804673317775e-09,0.0,0.0
1708,3.1903418776632212e-06,9.157804673317775e-09,0.0,0.0
1709,2.962982543002519e-06,9.157804673317775e-09,0.0,0.0
1710,1.9454216807649312e-06,9.157804673317775e-09,0.0,0.0
1711,1.9235586299665945e-06,1.8850133390710004e-08,0.0,0.0
1712,1.7105937745652357e-06,9.692328717392229e-09,0.0,0.0
1713,1.2974587946246174e-06,9.692328717392229e-09,0.0,0.0
1714,1.3975848227281468e-06,9.692328717392229e-09,0.0,0.0
1715,1.3610908849516688e-06,9.692328717392229e-09,0.0,0.0
1716,1.3856901180783358e-06,9.692328717392229e-09,0.0,0.0
1717,6.357830224195433e-07,1.7333734194023365e-08,0.0,0.0
1718,7.286235675759858e-07,7.641405476631137e-09,0.0,0.0
1719,8.102824397480748e-07,7.641405476631137e-09,0.0,0.0
1720,7.51198399484565e-07,7.641405476631137e-09,0.0,0.0
1721,7.932085687960872e-07,7.641405476631137e-09,0.0,0.0
1722,3.7663488439777993e-06,1.5368992174152092e-08,0.0,0.0
1723,4.016385389604693e-06,1.5368992174152092e-08,0.0,0.0
1724,4.315710197845744e-06,1.3598506447871322e-08,0.0,0.0
1725,4.4267477911879335e-06,1.3598506447871322e-08,0.0,0.0
1726,4.710435112948679e-06,1.3598506447871322e-08,0.0,0.0
1727,4.669941258076246e-06,1.3598506447871322e-08,0.0,0.0
1728,4.659009586508286e-06,1.3598506447871322e-08,0.0,0.0
1729,1.727680398744269e-06,1.2242896474390363e-08,0.0,0.0
1730,1.393918905380685e-06,1.2242896474390363e-08,0.0,0.0
1731,1.143581349489458e-06,6.371976724039996e-09,0.0,0.0
1732,9.384850402836622e-07,6.371976724039996e-09,0.0,0.0
1733,8.247254754678579e-07,6.371976724039996e-09,0.0,0.0
1734,1.0778878894208383e-06,6.371976724039996e-09,0.0,0.0
1735,1.4397325328120912e-06,6.371976724039996e-09,0.0,0.0
1736,1.4950593773781812e-06,0.0,0.0,0.0
1737,1.7366683339657487e-06,6.921628222958784e-09,0.0,0.0
1738,2.149465030600238e-06,6.921628222958784e-09,0.0,0.0
1739,2.3380780476145446e-06,6.921628222958784e-09,0.0,0.0
1740,2.342528887311346e-06,6.921628222958784e-09,0.0,0.0
1741,2.244374757408098e-06,6.921628222958784e-09,0.0,0.0
1742,2.090530902673241e-06,6.921628222958784e-09,0.0,0.0
1743,2.2223410951482947e-06,6.921628222958784e-09,0.0,0.0
1744,2.123587299658019e-06,0.0,0.0,0.0
1745,1.812606033776579e-06,0.0,0.0,0.0
1746,2.024503861061281e-06,0.0,0.0,0.0
1747,2.1201321292859835e-06,0.0,0.0,0.0
1748,3.711175915149007e-06,0.0,0.0,0.0
1749,4.150421123735473e-06,0.0,0.0,0.0
1750,5.10233196239694e-06,3.298731446729367e-09,0.0,0.0
1751,5.595652006767133e-06,6.867870082162751e-09,0.0,0.0
1752,6.405460226233117e-06,1.0766460231284976e-08,0.0,0.0
1753,7.662289947672565e-06,1.0766460231284976e-08,0.0,0.0
1754,8.250426682414919e-06,1.0766460231284976e-08,0.0,0.0
1755,7.14535378522539e-06,1.0766460231284976e-08,0.0,0.0
1756,7.295736135607253e-06,1.0766460231284976e-08,0.0,0.0
1757,7.616039640976981e-06,7.46772878455561e-09,0.0,0.0
1758,7.928299705132044e-06,3.898590149122226e-09,0.0,0.0
1759,1.1204980312738502e-05,3.4787949029383267e-09,0.0,0.0
1760,1.0244625887675543e-05,3.4787949029383267e-09,0.0,0.0
1761,1.1021079444617499e-05,3.4787949029383267e-09,0.0,0.0
1762,1.1398663900763495e-05,8.843958961993588e-09,0.0,0.0
1763,1.237298615056456e-05,8.843958961993588e-09,0.0,0.0
1764,1.4727518906251394e-05,8.843958961993588e-09,0.0,0.0
1765,1.5038633526793482e-05,1.1791367374566368e-08,0.0,0.0
1766,1.1959509850255148e-05,8.31257247162804e-09,0.0,0.0
1767,1.3012285437850681e-05,8.31257247162804e-09,0.0,0.0
1768,1.4916477994120214e-05,8.31257247162804e-09,0.0,0.0
1769,1.541654299736755e-05,2.9474084125727782e-09,0.0,0.0
1770,1.4708558800131349e-05,2.9474084125727782e-09,0.0,0.0
1771,1.2192602168527498e-05,5.580052229804875e-09,0.0,0.0
1772,1.2165088654520722e-05,2.6326438172320975e-09,2.6360818290121254e-09,2.6360818290121254e-09
1773,1.2474645310638672e-05,2.6326438172320975e-09,2.6360818290121254e-09,2.6360818290121254e-09
