ngram,dot,doot,dot,dott
1605,4.492910160739224e-07,1.0650608471353604e-07,4.492910160739224e-07,0.0
1606,5.716201972713211e-07,1.8658619183042902e-07,5.716201972713211e-07,0.0
1607,4.651141125577851e-07,8.008010711689297e-08,4.651141125577851e-07,0.0
1608,4.651141125577851e-07,8.008010711689297e-08,4.651141125577851e-07,0.0
1609,6.53788090078576e-07,8.008010711689297e-08,6.53788090078576e-07,1.886739775207908e-07
1610,1.163581146101933e-06,8.008010711689297e-08,1.163581146101933e-06,1.886739775207908e-07
1611,1.2659934246325325e-06,1.8249238564749248e-07,1.2659934246325325e-06,1.886739775207908e-07
1612,3.193125467402881e-06,1.8249238564749248e-07,3.193125467402881e-06,1.886739775207908e-07
1613,2.952885137931714e-06,1.0241227853059951e-07,2.952885137931714e-06,1.886739775207908e-07
1614,3.2824948854275656e-06,1.0241227853059951e-07,3.2824948854275656e-06,5.182837250166423e-07
1615,3.2824948854275656e-06,1.0241227853059951e-07,3.2824948854275656e-06,5.182837250166423e-07
1616,3.0938209079067747e-06,1.0241227853059951e-07,3.0938209079067747e-06,3.296097474958515e-07
1617,3.2017345006352116e-06,1.0241227853059951e-07,3.2017345006352116e-06,3.296097474958515e-07
1618,3.1977993606752923e-06,0.0,3.1977993606752923e-06,3.296097474958515e-07
1619,1.2708625344462883e-06,0.0,1.2708625344462883e-06,3.296097474958515e-07
1620,1.371601448291975e-06,0.0,1.371601448291975e-06,3.296097474958515e-07
1621,1.934081662316852e-06,0.0,1.934081662316852e-06,0.0
1622,2.3561721117662922e-06,0.0,2.3561721117662922e-06,0.0
1623,2.8950004938061672e-06,0.0,2.8950004938061672e-06,0.0
1624,4.666608926332369e-06,0.0,4.666608926332369e-06,0.0
1625,4.568131787761688e-06,0.0,4.568131787761688e-06,0.0
1626,5.031928237388326e-06,0.0,5.031928237388326e-06,2.296218164182002e-07
1627,5.250732004112381e-06,0.0,5.250732004112381e-06,2.296218164182002e-07
1628,5.60336297894537e-06,0.0,5.60336297894537e-06,2.296218164182002e-07
1629,6.254153991644021e-06,0.0,6.254153991644021e-06,2.296218164182002e-07
1630,6.405317597974707e-06,0.0,6.405317597974707e-06,2.296218164182002e-07
1631,4.526122373655588e-06,0.0,4.526122373655588e-06,2.296218164182002e-07
1632,5.4423837160097066e-06,0.0,5.4423837160097066e-06,2.296218164182002e-07
1633,4.7535182667551064e-06,0.0,4.7535182667551064e-06,0.0
1634,4.8042300672282834e-06,0.0,4.8042300672282834e-06,0.0
1635,5.0412640056103034e-06,8.231971345854358e-08,5.0412640056103034e-06,0.0
1636,4.402604580328833e-06,8.231971345854358e-08,4.402604580328833e-06,0.0
1637,4.005253101370597e-06,8.231971345854358e-08,4.005253101370597e-06,7.316012735308114e-08
1638,4.774498912801002e-06,8.231971345854358e-08,4.774498912801002e-06,7.316012735308114e-08
1639,4.247588711742927e-06,8.231971345854358e-08,4.247588711742927e-06,7.316012735308114e-08
1640,5.481285402960826e-06,8.231971345854358e-08,5.481285402960826e-06,7.316012735308114e-08
1641,5.8276959862268995e-06,8.231971345854358e-08,5.8276959862268995e-06,7.316012735308114e-08
1642,6.720837583478507e-06,0.0,6.720837583478507e-06,7.316012735308114e-08
1643,6.828550242841759e-06,0.0,6.828550242841759e-06,2.538050206827133e-07
1644,6.81089412475038e-06,0.0,6.81089412475038e-06,1.8064489332963213e-07
1645,6.513865108510279e-06,0.0,6.513865108510279e-06,2.2976172431299346e-07
1646,6.728944396984714e-06,0.0,6.728944396984714e-06,3.305001346883988e-07
1647,5.703338810495292e-06,0.0,5.703338810495292e-06,3.305001346883988e-07
1648,5.674412266541497e-06,0.0,5.674412266541497e-06,4.221986062345552e-07
1649,4.1600213437829685e-06,0.0,4.1600213437829685e-06,5.004263812224963e-07
1650,4.364728982052059e-06,0.0,4.364728982052059e-06,3.197814878928641e-07
1651,4.906746149962211e-06,0.0,4.906746149962211e-06,3.197814878928641e-07
1652,4.202766490379872e-06,0.0,4.202766490379872e-06,3.263360537987735e-07
1653,4.050590746373928e-06,0.0,4.050590746373928e-06,2.2559764342336815e-07
1654,4.42326423970891e-06,0.0,4.42326423970891e-06,2.2559764342336815e-07
1655,4.026040934539716e-06,0.0,4.026040934539716e-06,1.3389917187721168e-07
1656,3.6186086812709358e-06,0.0,3.6186086812709358e-06,5.567139688927065e-08
1657,3.0387929460370548e-06,0.0,3.0387929460370548e-06,5.567139688927065e-08
1658,2.329022655495854e-06,0.0,2.329022655495854e-06,1.0928703123421915e-07
1659,2.5331734556337845e-06,0.0,2.5331734556337845e-06,5.361563434494851e-08
1660,2.6421423545538606e-06,0.0,2.6421423545538606e-06,2.1396523460940182e-07
1661,2.0613777564904012e-06,0.0,2.0613777564904012e-06,2.1396523460940182e-07
1662,1.9332619802168793e-06,0.0,1.9332619802168793e-06,2.1396523460940182e-07
1663,1.5458836628567951e-06,0.0,1.5458836628567951e-06,2.7966021320935397e-07
1664,1.5362689883399331e-06,0.0,1.5362689883399331e-06,2.7966021320935397e-07
1665,1.6494958085136853e-06,0.0,1.6494958085136853e-06,2.701361958250865e-07
1666,1.3667300078980458e-06,0.0,1.3667300078980458e-06,3.1008459343086413e-07
1667,1.3896481050323928e-06,3.245231588217783e-08,1.3896481050323928e-06,1.8218730904858864e-07
1668,1.564660968662273e-06,3.245231588217783e-08,1.564660968662273e-06,2.696937408635287e-07
1669,1.4921238045774641e-06,3.245231588217783e-08,1.4921238045774641e-06,2.696937408635287e-07
1670,1.6583238269569328e-06,3.245231588217783e-08,1.6583238269569328e-06,2.0399876226357655e-07
1671,1.7357730663596676e-06,3.245231588217783e-08,1.7357730663596676e-06,2.0399876226357655e-07
1672,1.908924600359439e-06,5.705291731114162e-08,1.908924600359439e-06,1.5990714530289551e-07
1673,1.9566113077676813e-06,5.705291731114162e-08,1.9566113077676813e-06,1.199587476971179e-07
1674,1.5351222454488119e-06,2.4600601428963794e-08,1.5351222454488119e-06,8.750643181494005e-08
1675,1.7032943771612606e-06,2.4600601428963794e-08,1.7032943771612606e-06,3.431849953423287e-08
1676,1.8281646459529708e-06,2.4600601428963794e-08,1.8281646459529708e-06,3.431849953423287e-08
1677,1.6970282428831394e-06,2.4600601428963794e-08,1.6970282428831394e-06,3.431849953423287e-08
1678,1.6615527848833672e-06,2.4600601428963794e-08,1.6615527848833672e-06,3.431849953423287e-08
1679,1.5448043931038619e-06,0.0,1.5448043931038619e-06,5.7390268791225803e-08
1680,1.5327007726487603e-06,1.8101928844771464e-08,1.5327007726487603e-06,5.7390268791225803e-08
1681,1.4595515429911238e-06,4.047777630538414e-08,1.4595515429911238e-06,7.976611625183847e-08
1682,1.4591041040798051e-06,4.047777630538414e-08,1.4591041040798051e-06,4.54476167176056e-08
1683,1.4209093868495465e-06,4.047777630538414e-08,1.4209093868495465e-06,4.54476167176056e-08
1684,1.6708097518858267e-06,4.047777630538414e-08,1.6708097518858267e-06,4.54476167176056e-08
1685,1.8353290280564188e-06,4.047777630538414e-08,1.8353290280564188e-06,4.54476167176056e-08
1686,1.6689846233930439e-06,4.047777630538414e-08,1.6689846233930439e-06,7.763426067088273e-08
1687,1.5984599031071411e-06,2.237584746061267e-08,1.5984599031071411e-06,7.763426067088273e-08
1688,2.0214638587796278e-06,0.0,2.0214638587796278e-06,5.525841321027006e-08
1689,2.089151507789211e-06,0.0,2.089151507789211e-06,8.68295830157097e-08
1690,2.0995463013865186e-06,0.0,2.0995463013865186e-06,8.68295830157097e-08
1691,2.189276301578502e-06,0.0,2.189276301578502e-06,8.68295830157097e-08
1692,1.920243497417167e-06,0.0,1.920243497417167e-06,1.1049762755581988e-07
1693,2.1545898139915413e-06,0.0,2.1545898139915413e-06,1.1794160213542324e-07
1694,2.1848738599926165e-06,0.0,2.1848738599926165e-06,1.1794160213542324e-07
1695,1.8894617629225e-06,0.0,1.8894617629225e-06,1.1794160213542324e-07
1696,1.683733850248765e-06,0.0,1.683733850248765e-06,8.637043232998362e-08
1697,1.6731310259794036e-06,7.347074821544603e-09,1.6731310259794036e-06,9.371750715152822e-08
1698,1.5023950936665642e-06,7.347074821544603e-09,1.5023950936665642e-06,9.371750715152822e-08
1699,1.5514878636427705e-06,7.347074821544603e-09,1.5514878636427705e-06,7.004946261141803e-08
1700,1.4925774881443691e-06,7.347074821544603e-09,1.4925774881443691e-06,7.347074821544603e-09
1701,1.5101617886362613e-06,7.347074821544603e-09,1.5101617886362613e-06,1.701383415105998e-08
1702,1.4488736204449587e-06,4.330255519237523e-08,1.4488736204449587e-06,1.701383415105998e-08
1703,1.465000520641167e-06,4.330255519237523e-08,1.465000520641167e-06,1.701383415105998e-08
1704,1.5225384199116628e-06,3.595548037083063e-08,1.5225384199116628e-06,9.666759329515377e-09
1705,1.4818305089647765e-06,3.595548037083063e-08,1.4818305089647765e-06,9.666759329515377e-09
1706,1.6592516658420209e-06,3.595548037083063e-08,1.6592516658420209e-06,9.666759329515377e-09
1707,1.6528053298056226e-06,3.595548037083063e-08,1.6528053298056226e-06,2.1819212341662412e-08
1708,1.6041163754770032e-06,4.5601347713792554e-08,1.6041163754770032e-06,1.2152453012147037e-08
1709,1.604634511360408e-06,9.645867342961928e-09,1.604634511360408e-06,2.417746916957445e-08
1710,1.487100462327362e-06,2.686089065459133e-08,1.487100462327362e-06,2.417746916957445e-08
1711,1.4083100268180715e-06,2.686089065459133e-08,1.4083100268180715e-06,3.3869797886966676e-08
1712,1.342316198003703e-06,3.772431053253708e-08,1.342316198003703e-06,3.3869797886966676e-08
1713,1.1942183359029253e-06,9.181438847300732e-08,1.1942183359029253e-06,3.3869797886966676e-08
1714,1.938874204045403e-06,9.181438847300732e-08,1.938874204045403e-06,2.171734487481964e-08
1715,1.8994403408864206e-06,9.349087447065227e-08,1.8994403408864206e-06,2.171734487481964e-08
1716,1.8847944553661883e-06,9.349087447065227e-08,1.8847944553661883e-06,1.8547286880935384e-08
1717,1.972539450889599e-06,7.627585115902288e-08,1.972539450889599e-06,1.8547286880935384e-08
1718,1.9335885375377463e-06,7.627585115902288e-08,1.9335885375377463e-06,1.6596714605806743e-08
1719,1.922089276311973e-06,7.199730234219714e-08,1.922089276311973e-06,1.6596714605806743e-08
1720,1.8758568265704007e-06,1.7907224401726906e-08,1.8758568265704007e-06,2.5657842834497e-08
1721,9.392951077253591e-07,1.7907224401726906e-08,9.392951077253591e-07,2.5657842834497e-08
1722,9.461181938214785e-07,6.584871061120014e-09,9.461181938214785e-07,3.338542953201795e-08
1723,9.341175655208644e-07,6.584871061120014e-09,9.341175655208644e-07,3.070564754839974e-08
1724,8.54629904876804e-07,1.2455790811470382e-08,8.54629904876804e-07,3.657656729875011e-08
1725,8.561508073918438e-07,1.2455790811470382e-08,8.561508073918438e-07,2.8834810856486522e-08
1726,8.19673743990279e-07,1.8645915795494668e-08,8.19673743990279e-07,3.522230887905867e-08
1727,7.886159697331355e-07,1.8645915795494668e-08,7.886159697331355e-07,2.6161180650368417e-08
1728,8.046883489701681e-07,1.8645915795494668e-08,8.046883489701681e-07,3.912030064969128e-08
1729,7.306671656286718e-07,1.8645915795494668e-08,7.306671656286718e-07,3.139271395217033e-08
1730,7.073705562886192e-07,1.8645915795494668e-08,7.073705562886192e-07,3.340077573251879e-08
1731,6.724572147374732e-07,1.2774996045144299e-08,6.724572147374732e-07,2.7529855982168427e-08
1732,6.924974919846656e-07,1.2774996045144299e-08,6.924974919846656e-07,2.7529855982168427e-08
1733,6.54794990038811e-07,7.024769591420668e-09,6.54794990038811e-07,2.1142357959596277e-08
1734,6.312612137142943e-07,7.024769591420668e-09,6.312612137142943e-07,3.146582118672216e-08
1735,6.504598510608568e-07,7.024769591420668e-09,6.504598510608568e-07,2.4973627229688385e-08
1736,6.757969361258022e-07,7.024769591420668e-09,6.757969361258022e-07,3.048595230227745e-08
1737,6.663176382712013e-07,7.024769591420668e-09,6.663176382712013e-07,4.306759901088039e-08
1738,6.665689267850082e-07,7.024769591420668e-09,6.665689267850082e-07,4.306759901088039e-08
1739,6.161161455306033e-07,7.024769591420668e-09,6.161161455306033e-07,4.629851549761302e-08
1740,6.212037452054833e-07,0.0,6.212037452054833e-07,4.629851549761302e-08
1741,6.499424622623857e-07,0.0,6.499424622623857e-07,3.597505227048714e-08
1742,6.035993302638027e-07,0.0,6.035993302638027e-07,2.9508126228198047e-08
1743,5.594400290322353e-07,9.631393587434495e-09,5.594400290322353e-07,2.3995801155608987e-08
1744,6.053871654135687e-07,1.4095453946895629e-08,6.053871654135687e-07,7.69497684619377e-09
1745,6.04240649896123e-07,1.4095453946895629e-08,6.04240649896123e-07,7.69497684619377e-09
1746,5.817196081027629e-07,1.4095453946895629e-08,5.817196081027629e-07,4.464060359461135e-09
1747,5.700651237410577e-07,1.4095453946895629e-08,5.700651237410577e-07,8.623212112622371e-09
1748,5.746143837573722e-07,1.4095453946895629e-08,5.746143837573722e-07,8.623212112622371e-09
1749,5.773704044388848e-07,1.4095453946895629e-08,5.773704044388848e-07,8.623212112622371e-09
1750,6.872877479833863e-07,4.464060359461135e-09,6.872877479833863e-07,1.1921943559351739e-08
1751,7.050490588816112e-07,0.0,7.050490588816112e-07,1.1027021835323986e-08
1752,7.033833599377561e-07,0.0,7.033833599377561e-07,1.492561198444621e-08
1753,7.291979987452837e-07,2.0117409706342315e-08,7.291979987452837e-07,2.498431683761737e-08
1754,7.338056531937452e-07,2.0117409706342315e-08,7.338056531937452e-07,2.5009233795003638e-08
1755,7.168795101668885e-07,2.3970717474445077e-08,7.168795101668885e-07,2.5009233795003638e-08
1756,7.408010235719433e-07,2.3970717474445077e-08,7.408010235719433e-07,2.5009233795003638e-08
1757,7.567947639992261e-07,2.3970717474445077e-08,7.567947639992261e-07,2.7800748877585387e-08
1758,6.800883137917221e-07,2.707830226711394e-08,6.800883137917221e-07,2.7339195034820866e-08
1759,6.721122076669417e-07,2.707830226711394e-08,6.721122076669417e-07,2.3440604885698642e-08
1760,7.199749510229074e-07,1.2283626560360972e-08,7.199749510229074e-07,1.3381900032527483e-08
1761,7.834400841082762e-07,1.2283626560360972e-08,7.834400841082762e-07,1.1973398780388119e-08
1762,7.940695435796183e-07,8.430318792258212e-09,7.940695435796183e-07,1.1973398780388119e-08
1763,7.930558305296082e-07,1.9785017053257955e-08,7.930558305296082e-07,1.1973398780388119e-08
1764,8.085026723035429e-07,1.9785017053257955e-08,8.085026723035429e-07,5.8831522510770034e-09
1765,8.513364377904509e-07,1.667743226058909e-08,8.513364377904509e-07,8.670384283553695e-09
1766,8.872708982770356e-07,1.667743226058909e-08,8.872708982770356e-07,1.2071436421885145e-08
1767,8.607709024285473e-07,1.4299200553783261e-08,8.607709024285473e-07,1.2071436421885145e-08
1768,1.0089892725773097e-06,1.4299200553783261e-08,1.0089892725773097e-06,2.8071355779551206e-08
1769,1.2600535878196491e-06,1.734546017928551e-08,1.2600535878196491e-06,3.721013516358848e-08
1770,1.3654316554883344e-06,8.873683502283062e-09,1.3654316554883344e-06,4.009305674758577e-08
1771,1.4593431225356262e-06,8.873683502283062e-09,1.4593431225356262e-06,4.009305674758577e-08
1772,1.5092220532356545e-06,1.1509765331295187e-08,1.5092220532356545e-06,3.4198239922440214e-08
1773,1.5187836928427195e-06,1.6700147043025027e-08,1.5187836928427195e-06,3.0797187784108767e-08
1774,1.5458606818745985e-06,2.1773034423030628e-08,1.5458606818745985e-06,3.3469650923783386e-08
1775,1.3917436457891848e-06,2.1773034423030628e-08,1.3917436457891848e-06,2.047154242948831e-08
1776,1.1010959245335731e-06,1.8726774797528378e-08,1.1010959245335731e-06,1.9469871556257853e-08
1777,9.723129283299516e-07,1.8761903522853833e-08,9.723129283299516e-07,1.658694997226056e-08
1778,7.90295704941205e-07,2.1543047219146113e-08,7.90295704941205e-07,1.658694997226056e-08
1779,7.340774418805398e-07,1.8906965390133986e-08,7.340774418805398e-07,1.658694997226056e-08
1780,7.117515719658383e-07,1.3716583678404147e-08,7.117515719658383e-07,2.12852305939545e-08
1781,6.473716496202542e-07,5.699194005615027e-09,6.473716496202542e-07,1.861276745427988e-08
1782,6.828263597721421e-07,1.217359444995379e-08,6.828263597721421e-07,1.2835389132500756e-08
1783,8.014713525231595e-07,1.6522792530996152e-08,8.014713525231595e-07,9.047478702736304e-09
1784,8.608351842147905e-07,1.526921433736561e-08,8.608351842147905e-07,9.047478702736304e-09
1785,8.839441290677184e-07,1.248807064107333e-08,8.839441290677184e-07,9.047478702736304e-09
1786,8.332300142553452e-07,1.516826727713091e-08,8.332300142553452e-07,1.0387577020765093e-08
1787,8.625637113774636e-07,1.516826727713091e-08,8.625637113774636e-07,8.267579636773398e-09
1788,9.212438629089905e-07,1.647481935001289e-08,9.212438629089905e-07,8.267579636773398e-09
1789,8.413266933920178e-07,1.1163803722727802e-08,8.413266933920178e-07,1.1757734087934426e-08
1790,8.397853110052113e-07,1.1233999254654594e-08,8.397853110052113e-07,8.513384410134352e-09
1791,8.004570466774956e-07,1.0655493376532377e-08,8.004570466774956e-07,9.599350647704341e-09
1792,8.139852768960867e-07,1.2832017480336942e-08,8.139852768960867e-07,1.1775874751508906e-08
1793,8.783991753651727e-07,1.113784296537444e-08,8.783991753651727e-07,1.1421798554575195e-08
1794,8.765624508149423e-07,1.113784296537444e-08,8.765624508149423e-07,1.2835457585680388e-08
1795,8.702389696476789e-07,1.2571107139385568e-08,8.702389696476789e-07,1.37487297102723e-08
1796,9.050827348541393e-07,1.4252207097038244e-08,9.050827348541393e-07,1.0258575259111273e-08
1797,8.791086867989049e-07,1.493512646888462e-08,8.791086867989049e-07,9.153726855868984e-09
1798,9.515681378096425e-07,1.7321100426974974e-08,9.515681378096425e-07,8.067760618298995e-09
1799,9.877640942639637e-07,1.6346115508777563e-08,9.877640942639637e-07,8.895084351629684e-09
1800,1.0607320340178766e-06,1.70067490249234e-08,1.0607320340178766e-06,8.732390049155064e-09
1801,1.060981527903745e-06,1.932845147426373e-08,1.060981527903745e-06,6.133469224575297e-09
1802,1.0933612364689388e-06,1.832514241937945e-08,1.0933612364689388e-06,7.390831058273761e-09
1803,1.137527208681734e-06,1.7937657327747403e-08,1.137527208681734e-06,8.443830904322373e-09
1804,1.1386541375811378e-06,1.55810423610855e-08,1.1386541375811378e-06,9.969218720381638e-09
1805,1.1265540738999595e-06,1.4186522179215899e-08,1.1265540738999595e-06,1.0488573723829323e-08
1806,1.2579830744081327e-06,1.3760633267777069e-08,1.2579830744081327e-06,1.0845877243933647e-08
1807,1.4028262285137316e-06,1.2532420085824875e-08,1.4028262285137316e-06,1.274242530538824e-08
1808,1.4074951926496787e-06,1.1152170393507227e-08,1.4074951926496787e-06,1.2055493397206923e-08
1809,1.3636006883643859e-06,9.95843766179608e-09,1.3636006883643859e-06,1.0065784253728997e-08
1810,1.3223596105100505e-06,8.591126191400837e-09,1.3223596105100505e-06,9.448659711784404e-09
1811,1.3539536212192615e-06,6.079812114074506e-09,1.3539536212192615e-06,8.860807659034314e-09
1812,1.3174673573043298e-06,4.4798086193001805e-09,1.3174673573043298e-06,8.580160915094837e-09
1813,1.1822364090871166e-06,5.8379318839436274e-09,1.1822364090871166e-06,6.964824225289387e-09
1814,9.903882463342079e-07,5.83740570167127e-09,9.903882463342079e-07,5.707655253190629e-09
1815,1.03403393073417e-06,8.56562652552993e-09,1.03403393073417e-06,5.3878471366936816e-09
1816,1.1814225981002631e-06,1.2016479081619228e-08,1.1814225981002631e-06,6.157785900232479e-09
1817,1.1436520464615439e-06,1.5553175223916227e-08,1.1436520464615439e-06,7.606733814264593e-09
1818,1.1395223558403295e-06,2.1943081225066815e-08,1.1395223558403295e-06,7.027267783550022e-09
1819,1.1206818401530784e-06,2.6275182823149682e-08,1.1206818401530784e-06,7.2394518633802e-09
1820,1.118619414748017e-06,3.932329373235177e-08,1.118619414748017e-06,6.378018779784611e-09
1821,1.09829594358806e-06,4.597586134025278e-08,1.09829594358806e-06,5.300974643367746e-09
1822,1.066095908949397e-06,5.266200707256173e-08,1.066095908949397e-06,6.1623822869957425e-09
1823,9.532914434982689e-07,5.8781699254138534e-08,9.532914434982689e-07,5.773369782247073e-09
1824,9.763298294274136e-07,6.220251589996093e-08,9.763298294274136e-07,5.900346814310556e-09
1825,9.131711148516583e-07,6.482125312702789e-08,9.131711148516583e-07,5.922127486814231e-09
1826,1.02356040900174e-06,6.94915941932907e-08,1.02356040900174e-06,7.60420348910884e-09
1827,9.821421258493501e-07,6.769474733151323e-08,9.821421258493501e-07,8.079239753401777e-09
1828,9.501953936056193e-07,6.790599777722101e-08,9.501953936056193e-07,8.796870057789112e-09
1829,9.661187212779104e-07,6.092334383010569e-08,9.661187212779104e-07,8.111375222290868e-09
1830,9.460998821201169e-07,5.8243779069552404e-08,9.460998821201169e-07,8.216655958800549e-09
1831,1.0273096709819844e-06,5.465552201298708e-08,1.0273096709819844e-06,6.9480129903455784e-09
1832,1.214548100441399e-06,5.384229113352441e-08,1.214548100441399e-06,7.334507731319004e-09
1833,1.1240206682876824e-06,4.856882337581478e-08,1.1240206682876824e-06,6.686148143078949e-09
1834,1.1353526880546788e-06,3.93367954083195e-08,1.1353526880546788e-06,5.991211844096662e-09
1835,1.1828115995220806e-06,3.9344217027194513e-08,1.1828115995220806e-06,5.306835764480005e-09
1836,1.1326904914962403e-06,4.1375456457818216e-08,1.1326904914962403e-06,5.195008613765952e-09
1837,1.1181602417309477e-06,3.789121397598397e-08,1.1181602417309477e-06,5.302290923785742e-09
1838,1.0612038993583286e-06,3.83171178595733e-08,1.0612038993583286e-06,5.5513683808580285e-09
1839,9.086878581651295e-07,3.6556087934513926e-08,9.086878581651295e-07,5.16393042612354e-09
1840,9.271476609943161e-07,3.9001261648812554e-08,9.271476609943161e-07,4.586353265421752e-09
1841,9.24727032725059e-07,4.2055945773508286e-08,9.24727032725059e-07,4.131804549294722e-09
1842,9.176227909587656e-07,3.8963055258380205e-08,9.176227909587656e-07,4.199411072848745e-09
1843,9.323983931608382e-07,3.880461285632464e-08,9.323983931608382e-07,3.945767585682753e-09
1844,9.623195345349295e-07,3.899563795682427e-08,9.623195345349295e-07,3.4384848936395785e-09
1845,9.967294707686442e-07,3.8782503557805674e-08,9.967294707686442e-07,2.846682730809188e-09
