ngram,dot,doot,dot,dott
1846,1.0245422410142574e-06,3.60269670604144e-08,1.0245422410142574e-06,3.0547600322299625e-09
1847,1.100181082490183e-06,3.707229621698259e-08,1.100181082490183e-06,3.3598377096361834e-09
1848,1.1595514430544945e-06,3.478649343183601e-08,1.1595514430544945e-06,4.243658408802682e-09
1849,1.1832103398644125e-06,3.451321412788795e-08,1.1832103398644125e-06,4.778186069032131e-09
1850,1.250316992289819e-06,3.6387738029069235e-08,1.250316992289819e-06,5.008691651907173e-09
1851,1.3425058276490226e-06,4.014006194097419e-08,1.3425058276490226e-06,5.252274773833879e-09
1852,1.4713087271697338e-06,3.9412151003099486e-08,1.4713087271697338e-06,5.660827330698583e-09
1853,1.5660250158232105e-06,3.810492543721011e-08,1.5660250158232105e-06,5.894251658184706e-09
1854,1.5737502800610464e-06,4.424554132599821e-08,1.5737502800610464e-06,5.591175871495173e-09
1855,1.6288083283403206e-06,4.331378329019182e-08,1.6288083283403206e-06,5.547457318907537e-09
1856,1.7244322927061667e-06,4.2869713366501724e-08,1.7244322927061667e-06,5.27188822755217e-09
1857,1.7909330673709128e-06,4.0899589492937594e-08,1.7909330673709128e-06,5.807343590140996e-09
1858,1.8117097105070051e-06,4.124403066693308e-08,1.8117097105070051e-06,5.8726641962079745e-09
1859,1.8840324693363591e-06,4.4307107823929725e-08,1.8840324693363591e-06,5.794831725580707e-09
1860,1.855198580155307e-06,5.2375265267658374e-08,1.855198580155307e-06,6.255322355335531e-09
1861,1.9527610837550517e-06,4.277425601019656e-08,1.9527610837550517e-06,6.419535760114416e-09
1862,2.0323616841519003e-06,4.708614552230626e-08,2.0323616841519003e-06,6.149556546526063e-09
1863,2.013312609960849e-06,5.129302798374218e-08,2.013312609960849e-06,6.263356309789612e-09
1864,2.064111072286323e-06,5.772806588311141e-08,2.064111072286323e-06,5.960003474874449e-09
1865,2.0606811566332387e-06,5.5195988985750384e-08,2.0606811566332387e-06,6.843444541207841e-09
1866,2.0552557933634878e-06,5.451537481755102e-08,2.0552557933634878e-06,6.820125797446508e-09
1867,2.107041463464806e-06,5.036629399260814e-08,2.107041463464806e-06,6.230625666197349e-09
1868,2.062397551786229e-06,5.325485322568316e-08,2.062397551786229e-06,6.053612722212165e-09
1869,2.0078689918331553e-06,5.4334685829969335e-08,2.0078689918331553e-06,6.579891171603387e-09
1870,2.0823443134889075e-06,5.6363273159831806e-08,2.0823443134889075e-06,6.480865621938392e-09
1871,2.130021389997897e-06,5.780278909485657e-08,2.130021389997897e-06,6.389598818300004e-09
1872,2.2168825190809523e-06,5.7953658633940515e-08,2.2168825190809523e-06,6.035818828869261e-09
1873,2.238734103749656e-06,5.521619834374698e-08,2.238734103749656e-06,6.537256196687784e-09
1874,2.253188248297582e-06,5.7473815421157526e-08,2.253188248297582e-06,6.998337655415656e-09
1875,2.3837813257289653e-06,5.893337221404441e-08,2.3837813257289653e-06,7.666589902604365e-09
1876,2.469238909595463e-06,5.5837962824918056e-08,2.469238909595463e-06,7.510215179909859e-09
1877,2.469965985645623e-06,5.199545784405148e-08,2.469965985645623e-06,8.18297740678986e-09
1878,2.4929811713393846e-06,4.611875732101518e-08,2.4929811713393846e-06,9.030041476470224e-09
1879,2.4837871868450227e-06,4.511568261835107e-08,2.4837871868450227e-06,8.622621537414586e-09
1880,2.4727365013989455e-06,4.793978090690741e-08,2.4727365013989455e-06,8.20263063821309e-09
1881,2.5051207493171594e-06,4.234520797500149e-08,2.5051207493171594e-06,7.713027359658651e-09
1882,2.424279598147093e-06,4.01452778321852e-08,2.424279598147093e-06,7.153238128816091e-09
1883,2.4491415453147577e-06,4.27246778908089e-08,2.4491415453147577e-06,7.737900605978406e-09
1884,2.440126406457109e-06,4.200914003961641e-08,2.440126406457109e-06,7.342252900904051e-09
1885,2.4741651226837088e-06,4.2726232456808636e-08,2.4741651226837088e-06,7.000985188402151e-09
1886,2.5051389067292414e-06,4.358405598330657e-08,2.5051389067292414e-06,7.571785167113733e-09
1887,2.5106154615579205e-06,4.4770493851891454e-08,2.5106154615579205e-06,7.943131422446673e-09
1888,2.5337411833399007e-06,4.663190011910956e-08,2.5337411833399007e-06,8.09033919223014e-09
1889,2.5816574569554566e-06,4.610949387386297e-08,2.5816574569554566e-06,7.687572800563203e-09
1890,2.5728406853886554e-06,4.430114586284617e-08,2.5728406853886554e-06,6.863595660076629e-09
1891,2.554446869648278e-06,5.299713582270929e-08,2.554446869648278e-06,7.464948151688792e-09
1892,2.5093738388802322e-06,6.160349741435311e-08,2.5093738388802322e-06,7.60455228946252e-09
1893,2.498470166756306e-06,7.507996713229659e-08,2.498470166756306e-06,7.765299768282472e-09
1894,2.4680984032394397e-06,7.73777400248881e-08,2.4680984032394397e-06,7.7976288283464e-09
1895,2.433851899955438e-06,8.11566027079737e-08,2.433851899955438e-06,9.252862666540653e-09
1896,2.4200408656075264e-06,8.231003637401305e-08,2.4200408656075264e-06,9.697475076921234e-09
1897,2.398084201818814e-06,8.080698827533134e-08,2.398084201818814e-06,9.882858785305513e-09
1898,2.4588317890967507e-06,7.370093005728709e-08,2.4588317890967507e-06,9.20015841288091e-09
1899,2.4494391124920057e-06,6.360412742521606e-08,2.4494391124920057e-06,8.952030037891388e-09
1900,2.4485604756461854e-06,4.983799531795999e-08,2.4485604756461854e-06,8.479948299111584e-09
1901,2.4507956238397e-06,4.4242189594407525e-08,2.4507956238397e-06,8.075280190565439e-09
1902,2.4581163740679457e-06,4.0493191022505926e-08,2.4581163740679457e-06,7.376825563097457e-09
1903,2.445249135364845e-06,3.8307037795805495e-08,2.445249135364845e-06,8.21110163989098e-09
1904,2.449474517821467e-06,3.9205060277579055e-08,2.449474517821467e-06,8.541909655791966e-09
1905,2.4277860575239174e-06,3.628574773983928e-08,2.4277860575239174e-06,8.729401328772773e-09
1906,2.369073464641198e-06,3.3898232030894956e-08,2.369073464641198e-06,8.694963479375214e-09
1907,2.344446037178776e-06,3.435177044406958e-08,2.344446037178776e-06,8.806684207282193e-09
1908,2.3118184344639303e-06,3.474422502084248e-08,2.3118184344639303e-06,9.03400624149445e-09
1909,2.280816715938272e-06,3.386803726357357e-08,2.280816715938272e-06,8.666089496805235e-09
1910,2.233745103045034e-06,3.343234717639072e-08,2.233745103045034e-06,8.23152891880698e-09
1911,2.225183282332312e-06,3.079585044117396e-08,2.225183282332312e-06,8.104640070172309e-09
1912,2.2792611551787038e-06,3.02841327887953e-08,2.2792611551787038e-06,7.523275653247602e-09
1913,2.3090118637420735e-06,3.11866695008283e-08,2.3090118637420735e-06,7.378762045817666e-09
1914,2.3286350239816656e-06,2.9726129621313443e-08,2.3286350239816656e-06,7.083973280990514e-09
1915,2.292113419701179e-06,3.056310328629154e-08,2.292113419701179e-06,6.6421576810122525e-09
1916,2.2640103582359316e-06,3.1176491737434324e-08,2.2640103582359316e-06,6.225906774253482e-09
1917,2.2890448170593506e-06,3.020422566026225e-08,2.2890448170593506e-06,5.841044092846914e-09
1918,2.246384383397526e-06,3.172331882897847e-08,2.246384383397526e-06,5.346389743619641e-09
1919,2.2046315604841638e-06,3.225783145361609e-08,2.2046315604841638e-06,5.451909653889483e-09
1920,2.3261402800147024e-06,3.168345103737076e-08,2.3261402800147024e-06,5.407977050302699e-09
1921,2.3050370470757897e-06,3.173901700189877e-08,2.3050370470757897e-06,5.111200415289627e-09
1922,2.3774981140637204e-06,2.9661915590395438e-08,2.3774981140637204e-06,5.1653400921582355e-09
1923,2.439500316800799e-06,2.8258248312746607e-08,2.439500316800799e-06,5.1683534912123315e-09
1924,2.4895712483287624e-06,2.842660836880181e-08,2.4895712483287624e-06,4.595388292116809e-09
1925,2.593711477467358e-06,2.732449212926115e-08,2.593711477467358e-06,4.98636405182091e-09
1926,2.640314018468156e-06,2.8815785059675492e-08,2.640314018468156e-06,5.166843556178183e-09
1927,2.5722764413720663e-06,2.8729615765753025e-08,2.5722764413720663e-06,4.9928500381720855e-09
1928,2.6052370165936215e-06,2.8274339568058948e-08,2.6052370165936215e-06,6.294092580461097e-09
1929,2.595090336399153e-06,2.7627427710643004e-08,2.595090336399153e-06,6.55116180351253e-09
1930,2.6330021033312993e-06,2.6583282115260383e-08,2.6330021033312993e-06,7.045139043577413e-09
1931,2.6198425595274396e-06,2.6744637742532566e-08,2.6198425595274396e-06,7.133834665852743e-09
1932,2.58161360631805e-06,2.5325231689521388e-08,2.58161360631805e-06,6.71779267134655e-09
1933,2.536165311539662e-06,2.5984475269881713e-08,2.536165311539662e-06,6.842663705494292e-09
1934,2.5598591102087605e-06,2.361997048743498e-08,2.5598591102087605e-06,7.127983536747706e-09
1935,2.618627637015639e-06,2.1183286616885003e-08,2.618627637015639e-06,6.148847653264511e-09
1936,2.6185421445136725e-06,2.0826242698644493e-08,2.6185421445136725e-06,5.89196767565779e-09
1937,2.606088368598388e-06,2.1464743252660616e-08,2.606088368598388e-06,5.981267671627068e-09
1938,2.5832093797362177e-06,1.9192575782613275e-08,2.5832093797362177e-06,6.056708975624556e-09
1939,2.5878635889447262e-06,2.0187815482789314e-08,2.5878635889447262e-06,6.222454805384002e-09
1940,2.6443894642268006e-06,1.565773758268766e-08,2.6443894642268006e-06,6.177991578632762e-09
1941,2.627510769213716e-06,1.7322960970440297e-08,2.627510769213716e-06,6.179147986935212e-09
1942,2.5536404726673415e-06,1.8808865068617057e-08,2.5536404726673415e-06,6.001845116137312e-09
1943,2.5440633310479044e-06,1.983462410188557e-08,2.5440633310479044e-06,5.888601986977651e-09
1944,2.5320961672800228e-06,2.1209715634589495e-08,2.5320961672800228e-06,5.259496076754593e-09
1945,2.5824252004115678e-06,2.098811372316537e-08,2.5824252004115678e-06,5.564168998566694e-09
1946,2.5627188863706707e-06,1.886723437800291e-08,2.5627188863706707e-06,5.710370906289849e-09
1947,2.5153600030794872e-06,1.9301070709941215e-08,2.5153600030794872e-06,5.576548302497843e-09
1948,2.494963447523852e-06,1.7566513703976787e-08,2.494963447523852e-06,6.1238126315897395e-09
1949,2.5202273263857933e-06,1.620344024035246e-08,2.5202273263857933e-06,6.2833949472056764e-09
1950,2.565225648660479e-06,1.5570557541723573e-08,2.565225648660479e-06,6.749873675866118e-09
1951,2.59788475887035e-06,1.3074779354432004e-08,2.59788475887035e-06,7.151879850247107e-09
1952,2.5650848718734257e-06,1.3024892275836919e-08,2.5650848718734257e-06,8.343340431236714e-09
1953,2.596306265851516e-06,1.2952977103606957e-08,2.596306265851516e-06,8.443547511965172e-09
1954,2.597072937403157e-06,1.232632890995384e-08,2.597072937403157e-06,8.95524866960175e-09
1955,2.610516405963738e-06,1.3545633313429204e-08,2.610516405963738e-06,9.451795727041405e-09
1956,2.6109461097283722e-06,1.3164881629279535e-08,2.6109461097283722e-06,1.0191396869276202e-08
1957,2.6122387940371742e-06,1.1583954620927476e-08,2.6122387940371742e-06,1.0599104451257193e-08
1958,2.61405921264668e-06,1.1030359990473114e-08,2.61405921264668e-06,1.1551934900718867e-08
1959,2.6814537769886167e-06,1.1460317139722065e-08,2.6814537769886167e-06,1.0363218664163502e-08
1960,2.687805558057984e-06,1.2512466745257761e-08,2.687805558057984e-06,1.0102568496047785e-08
1961,2.7110275238685844e-06,1.2687031108222463e-08,2.7110275238685844e-06,9.94420057409684e-09
1962,2.7226504114098915e-06,1.0937244506895435e-08,2.7226504114098915e-06,9.024822095986856e-09
1963,2.749004904347073e-06,1.121190086804193e-08,2.749004904347073e-06,9.067746870832544e-09
1964,2.745445272012148e-06,1.2495378699993256e-08,2.745445272012148e-06,8.649958210022696e-09
1965,2.7344675410339344e-06,1.3498372705303804e-08,2.7344675410339344e-06,7.489638687019351e-09
1966,2.6969196044644505e-06,1.3830399555761882e-08,2.6969196044644505e-06,7.558443268099576e-09
1967,2.704184193394862e-06,1.3629923983111375e-08,2.704184193394862e-06,7.626160211263563e-09
1968,2.7031832295116535e-06,1.3373588585758561e-08,2.7031832295116535e-06,7.939421501187586e-09
1969,2.7126635424273057e-06,1.403860126560273e-08,2.7126635424273057e-06,8.028302276942765e-09
1970,2.6895510408004545e-06,1.3557807955675929e-08,2.6895510408004545e-06,7.51583398691683e-09
1971,2.7060806847397804e-06,1.1997300296075406e-08,2.7060806847397804e-06,7.869289854665697e-09
1972,2.7320964883464124e-06,1.1139529425869504e-08,2.7320964883464124e-06,8.221817068435452e-09
1973,2.773569966458516e-06,1.091974992967997e-08,2.773569966458516e-06,8.521937251109485e-09
1974,2.7964914741979944e-06,9.829012524521983e-09,2.7964914741979944e-06,8.459451361630954e-09
1975,2.8487936885669896e-06,1.0660754564842786e-08,2.8487936885669896e-06,8.060466516468523e-09
1976,2.892951410363561e-06,1.0466593179460558e-08,2.892951410363561e-06,7.948552482872628e-09
1977,3.010327905680502e-06,1.0966174127499277e-08,3.010327905680502e-06,1.0251251086097163e-08
1978,3.1182976597067736e-06,1.1760439479400832e-08,3.1182976597067736e-06,1.082778114788344e-08
1979,3.2632182345488606e-06,1.179396618462241e-08,3.2632182345488606e-06,1.0979458294916152e-08
1980,3.454180581944196e-06,1.2160040974151798e-08,3.454180581944196e-06,1.063015218706807e-08
1981,3.7340108260000956e-06,1.2690562632501821e-08,3.7340108260000956e-06,1.0349352042027249e-08
1982,4.006164252652005e-06,1.2101017584801151e-08,4.006164252652005e-06,1.0294970844069797e-08
1983,4.2900100132620925e-06,1.2304604953986394e-08,4.2900100132620925e-06,1.109302935223663e-08
1984,4.520347926830125e-06,1.2786215514941951e-08,4.520347926830125e-06,8.877331631700664e-09
1985,4.71344797655807e-06,1.3336723344739961e-08,4.71344797655807e-06,8.350542479718115e-09
1986,4.87395313289848e-06,1.3165230683398477e-08,4.87395313289848e-06,8.590718358902905e-09
1987,4.941625970137206e-06,1.2828153650445984e-08,4.941625970137206e-06,9.249544495405968e-09
1988,4.927728891094116e-06,1.2438682718750118e-08,4.927728891094116e-06,9.515259310636078e-09
1989,4.909599283564603e-06,1.2703767688598028e-08,4.909599283564603e-06,9.458533702298512e-09
1990,4.871684983040073e-06,1.3081108133202894e-08,4.871684983040073e-06,8.842565854142289e-09
1991,4.823887528410913e-06,1.264164468344526e-08,4.823887528410913e-06,9.003938991217605e-09
1992,4.786889154014976e-06,1.2386397304656579e-08,4.786889154014976e-06,9.996257472571252e-09
1993,4.730697777891432e-06,1.3757949827005892e-08,4.730697777891432e-06,9.058234924046765e-09
1994,4.7737605979948834e-06,1.4456775966818571e-08,4.7737605979948834e-06,8.772456412080892e-09
1995,4.783508302352857e-06,1.558306956488715e-08,4.783508302352857e-06,9.370716202994345e-09
1996,4.855055846876764e-06,1.7037476318648714e-08,4.855055846876764e-06,9.925665939951905e-09
1997,4.988209119411684e-06,1.885099200547659e-08,4.988209119411684e-06,9.655871150268273e-09
1998,5.22198414338553e-06,2.036176395746127e-08,5.22198414338553e-06,9.695602796812506e-09
1999,5.4019564491422245e-06,2.131923260151325e-08,5.4019564491422245e-06,8.814779001958023e-09
2000,5.593249495307516e-06,2.1977307085307984e-08,5.593249495307516e-06,8.832117323212937e-09
2001,5.6906460486061405e-06,2.514333731694153e-08,5.6906460486061405e-06,8.387126929473458e-09
2002,5.801783637642595e-06,2.5500086613711962e-08,5.801783637642595e-06,7.452161998600104e-09
2003,5.84161067048886e-06,2.5313851840077665e-08,5.84161067048886e-06,6.472104566565154e-09
2004,5.805111024009031e-06,2.4519306204443377e-08,5.805111024009031e-06,6.082895235134547e-09
2005,5.668785563882141e-06,2.5551540058391505e-08,5.668785563882141e-06,5.383397061464734e-09
2006,5.604539962535325e-06,2.617401279841098e-08,5.604539962535325e-06,4.7929316705973085e-09
2007,5.5653957003544614e-06,2.630888218391192e-08,5.5653957003544614e-06,4.641326212251329e-09
2008,5.561663913665273e-06,2.2829211029521242e-08,5.561663913665273e-06,4.220444850742768e-09
2009,5.805611960697986e-06,2.225931540676486e-08,5.805611960697986e-06,4.589468709832139e-09
2010,5.825222030710263e-06,2.2313617620284276e-08,5.825222030710263e-06,4.5013855817391655e-09
2011,5.762959387668941e-06,2.2190389462447716e-08,5.762959387668941e-06,4.4815610270429065e-09
2012,5.801660076290968e-06,2.189536374430645e-08,5.801660076290968e-06,4.3906177741145515e-09
2013,5.752574192488932e-06,2.2559572749563424e-08,5.752574192488932e-06,4.0409185204331215e-09
2014,5.673817083464071e-06,2.444280942727671e-08,5.673817083464071e-06,4.156638588881378e-09
2015,5.554076649007454e-06,2.7709429417654974e-08,5.554076649007454e-06,4.131466343640763e-09
2016,5.221227898541006e-06,3.114250444826082e-08,5.221227898541006e-06,3.596588677672636e-09
2017,5.136892241353053e-06,3.280330111247546e-08,5.136892241353053e-06,3.684965443895294e-09
2018,5.158605836186325e-06,3.486640700600674e-08,5.158605836186325e-06,3.77852229505038e-09
2019,5.033321826886095e-06,3.675199611308244e-08,5.033321826886095e-06,3.760643574324263e-09
