ngram,camera,cmera,camra,camra
1613,0.0,0.0,0.0,0.0
1614,0.0,0.0,0.0,0.0
1615,0.0,0.0,0.0,0.0
1616,0.0,0.0,0.0,0.0
1617,0.0,0.0,0.0,0.0
1618,1.9695427714136064e-07,0.0,0.0,0.0
1619,1.9695427714136064e-07,0.0,0.0,0.0
1620,1.9695427714136064e-07,0.0,0.0,0.0
1621,1.9695427714136064e-07,0.0,0.0,0.0
1622,2.67302685382934e-07,0.0,0.0,0.0
1623,5.367168764028715e-07,0.0,0.0,0.0
1624,5.367168764028715e-07,0.0,0.0,0.0
1625,3.3976259926151086e-07,0.0,0.0,0.0
1626,3.3976259926151086e-07,0.0,0.0,0.0
1627,3.3976259926151086e-07,0.0,0.0,0.0
1628,3.3976259926151086e-07,0.0,0.0,0.0
1629,2.6941419101993755e-07,0.0,0.0,0.0
1630,8.624899854632012e-08,0.0,0.0,0.0
1631,8.624899854632012e-08,0.0,0.0,0.0
1632,8.624899854632012e-08,0.0,0.0,0.0
1633,8.624899854632012e-08,0.0,0.0,0.0
1634,8.624899854632012e-08,0.0,0.0,0.0
1635,8.624899854632012e-08,0.0,0.0,0.0
1636,8.624899854632012e-08,0.0,0.0,0.0
1637,7.316012735308114e-08,0.0,0.0,0.0
1638,1.4049516445473792e-07,0.0,0.0,0.0
1639,2.1836539433804448e-07,0.0,0.0,0.0
1640,2.1836539433804448e-07,0.0,0.0,0.0
1641,2.1836539433804448e-07,0.0,0.0,0.0
1642,2.1836539433804448e-07,0.0,0.0,0.0
1643,2.1836539433804448e-07,0.0,0.0,0.0
1644,1.4520526698496334e-07,0.0,0.0,0.0
1645,1.269870608666679e-07,0.0,0.0,0.0
1646,4.9116830983361326e-08,0.0,0.0,0.0
1647,4.9116830983361326e-08,0.0,0.0,0.0
1648,4.9116830983361326e-08,0.0,0.0,0.0
1649,4.9116830983361326e-08,0.0,0.0,0.0
1650,9.303696759031612e-08,0.0,0.0,0.0
1651,1.3603704880032247e-07,0.0,0.0,0.0
1652,8.692021781696115e-08,0.0,0.0,0.0
1653,8.692021781696115e-08,0.0,0.0,0.0
1654,8.692021781696115e-08,0.0,0.0,0.0
1655,2.0312630713955775e-07,0.0,0.0,0.0
1656,2.0312630713955775e-07,0.0,0.0,0.0
1657,1.8701060306674272e-07,0.0,0.0,0.0
1658,2.512417905466334e-07,0.0,0.0,0.0
1659,2.512417905466334e-07,0.0,0.0,0.0
1660,2.512417905466334e-07,0.0,0.0,0.0
1661,3.8561260851111e-07,0.0,0.0,0.0
1662,3.5060623864475407e-07,0.0,0.0,0.0
1663,4.1630121724470624e-07,0.0,0.0,0.0
1664,3.8849678471056646e-07,0.0,0.0,0.0
1665,3.253571329813505e-07,0.0,0.0,0.0
1666,3.653055305871281e-07,0.0,3.9948397605777634e-08,3.9948397605777634e-08
1667,3.653055305871281e-07,0.0,3.9948397605777634e-08,3.9948397605777634e-08
1668,3.184411444375915e-07,0.0,3.9948397605777634e-08,3.9948397605777634e-08
1669,2.671955172672824e-07,0.0,3.9948397605777634e-08,3.9948397605777634e-08
1670,3.1744803915704066e-07,0.0,3.9948397605777634e-08,3.9948397605777634e-08
1671,3.1744803915704066e-07,0.0,3.9948397605777634e-08,3.9948397605777634e-08
1672,3.225576250542872e-07,0.0,3.9948397605777634e-08,3.9948397605777634e-08
1673,2.8260922744850957e-07,0.0,0.0,0.0
1674,2.8260922744850957e-07,0.0,0.0,0.0
1675,1.9510279563356952e-07,0.0,0.0,0.0
1676,2.080952136956122e-07,0.0,0.0,0.0
1677,9.214771320590184e-08,0.0,0.0,0.0
1678,9.214771320590184e-08,0.0,0.0,0.0
1679,4.2946510347974254e-08,0.0,0.0,0.0
1680,6.104843919274572e-08,0.0,0.0,0.0
1681,6.104843919274572e-08,0.0,0.0,0.0
1682,6.104843919274572e-08,0.0,0.0,0.0
1683,1.8101928844771464e-08,0.0,0.0,0.0
1684,5.148687794839393e-07,0.0,0.0,0.0
1685,5.350746111584417e-07,0.0,0.0,0.0
1686,5.350746111584417e-07,0.0,0.0,0.0
1687,5.169726823136703e-07,0.0,0.0,0.0
1688,5.169726823136703e-07,0.0,0.0,0.0
1689,5.169726823136703e-07,0.0,0.0,0.0
1690,8.077567506299082e-07,0.0,0.0,0.0
1691,3.1098989999074025e-07,0.0,0.0,0.0
1692,2.9078406831623785e-07,0.0,0.0,0.0
1693,3.221352622111746e-07,0.0,0.0,0.0
1694,3.221352622111746e-07,0.0,0.0,0.0
1695,3.5314886913186327e-07,0.0,0.0,0.0
1696,3.6889481488547713e-07,0.0,0.0,0.0
1697,3.1321714085866657e-07,0.0,0.0,0.0
1698,3.339596820036864e-07,0.0,0.0,0.0
1699,3.470292223742685e-07,0.0,0.0,0.0
1700,3.4167373387715217e-07,0.0,0.0,0.0
1701,3.4167373387715217e-07,0.0,0.0,0.0
1702,3.346304465269766e-07,0.0,0.0,0.0
1703,3.5200813134192034e-07,0.0,0.0,0.0
1704,1.1690173705249305e-07,0.0,0.0,0.0
1705,9.615919590747321e-08,0.0,0.0,0.0
1706,9.416503843340251e-08,0.0,0.0,0.0
1707,1.896938631570525e-07,0.0,0.0,0.0
1708,2.0898559784297633e-07,0.0,0.0,0.0
1709,1.970402944298907e-07,0.0,0.0,0.0
1710,6.97582396672455e-07,0.0,0.0,0.0
1711,6.97582396672455e-07,0.0,0.0,0.0
1712,6.97582396672455e-07,0.0,0.0,0.0
1713,7.189610593221525e-07,0.0,0.0,0.0
1714,7.122958517616748e-07,0.0,0.0,0.0
1715,6.930041170757509e-07,0.0,0.0,0.0
1716,6.986890172454098e-07,0.0,0.0,0.0
1717,1.8030609538755016e-07,0.0,0.0,0.0
1718,1.8030609538755016e-07,0.0,0.0,0.0
1719,1.8030609538755016e-07,0.0,0.0,0.0
1720,1.5691317807003153e-07,0.0,0.0,0.0
1721,4.205385550903884e-08,0.0,0.0,0.0
1722,4.205385550903884e-08,0.0,0.0,0.0
1723,5.521982058910778e-08,0.0,0.0,0.0
1724,3.99370096358455e-08,0.0,0.0,0.0
1725,4.728996267593695e-08,0.0,0.0,0.0
1726,8.561494878124774e-08,0.0,0.0,0.0
1727,8.339653640681327e-08,0.0,0.0,0.0
1728,1.0283521539073653e-07,0.0,0.0,0.0
1729,1.0283521539073653e-07,0.0,0.0,0.0
1730,9.650904837193203e-08,0.0,0.0,0.0
1731,1.0347578793812318e-07,0.0,0.0,0.0
1732,1.1489840697923423e-07,0.0,0.0,0.0
1733,1.4682111881825222e-07,0.0,0.0,0.0
1734,2.0708091394031465e-07,0.0,5.161731613562941e-09,5.161731613562941e-09
1735,1.9410916099868052e-07,0.0,5.161731613562941e-09,5.161731613562941e-09
1736,2.1615846128903676e-07,0.0,5.161731613562941e-09,5.161731613562941e-09
1737,2.469817726843563e-07,0.0,5.161731613562941e-09,5.161731613562941e-09
1738,3.608349890628558e-07,0.0,5.161731613562941e-09,5.161731613562941e-09
1739,3.840613318167081e-07,0.0,5.161731613562941e-09,5.161731613562941e-09
1740,3.362754691847515e-07,0.0,5.161731613562941e-09,5.161731613562941e-09
1741,2.810556597613153e-07,0.0,0.0,0.0
1742,3.1285296639030745e-07,0.0,0.0,0.0
1743,3.2932924044968915e-07,0.0,0.0,0.0
1744,2.739562146660189e-07,0.0,0.0,0.0
1745,1.7838256281623087e-07,0.0,0.0,0.0
1746,1.5629255654760398e-07,0.0,0.0,0.0
1747,1.5046732824787667e-07,0.0,0.0,0.0
1748,1.4222435851252158e-07,0.0,0.0,0.0
1749,2.427079763833717e-07,0.0,0.0,0.0
1750,2.8005322150193024e-07,0.0,0.0,0.0
1751,3.121754699821265e-07,0.0,0.0,0.0
1752,3.4150942898999605e-07,0.0,0.0,0.0
1753,3.6183233983625283e-07,0.0,0.0,0.0
1754,3.577479392090156e-07,0.0,0.0,0.0
1755,4.042012104069467e-07,0.0,0.0,0.0
1756,3.049144753828971e-07,0.0,0.0,0.0
1757,2.625400128408728e-07,0.0,0.0,0.0
1758,2.6460119581120776e-07,0.0,0.0,0.0
1759,2.69160444028265e-07,0.0,0.0,0.0
1760,2.4489382610681787e-07,0.0,0.0,0.0
1761,5.570830044884392e-07,0.0,0.0,0.0
1762,6.438016839638294e-07,0.0,0.0,0.0
1763,6.554367116353075e-07,0.0,0.0,0.0
1764,6.47236471909959e-07,0.0,2.810679688991513e-09,2.810679688991513e-09
1765,6.8968565918632e-07,0.0,2.810679688991513e-09,2.810679688991513e-09
1766,6.951661402711449e-07,0.0,2.810679688991513e-09,2.810679688991513e-09
1767,7.174764675710321e-07,0.0,2.810679688991513e-09,2.810679688991513e-09
1768,4.383326971232496e-07,0.0,2.810679688991513e-09,2.810679688991513e-09
1769,3.563536868763809e-07,0.0,2.810679688991513e-09,2.810679688991513e-09
1770,3.9462811482085923e-07,0.0,2.810679688991513e-09,2.810679688991513e-09
1771,5.773108609576281e-07,0.0,0.0,0.0
1772,6.456627415575764e-07,2.6360818290121254e-09,0.0,0.0
1773,7.108022909311071e-07,2.6360818290121254e-09,0.0,0.0
1774,6.99248393029198e-07,2.6360818290121254e-09,0.0,0.0
1775,7.836417868897375e-07,2.6360818290121254e-09,0.0,0.0
1776,7.532204396706479e-07,2.6360818290121254e-09,0.0,0.0
1777,7.280469743266491e-07,2.6360818290121254e-09,0.0,0.0
1778,5.645664101296331e-07,2.6360818290121254e-09,0.0,0.0
1779,5.835297969269959e-07,0.0,0.0,0.0
1780,5.07800481029465e-07,0.0,0.0,0.0
1781,5.25063740042242e-07,0.0,0.0,0.0
1782,4.3176100104704217e-07,0.0,0.0,0.0
1783,4.508416558175148e-07,0.0,0.0,0.0
1784,4.4823001741990864e-07,0.0,0.0,0.0
1785,4.328579206815318e-07,0.0,0.0,0.0
1786,4.0023967276933294e-07,0.0,0.0,0.0
1787,3.939076853904615e-07,0.0,0.0,0.0
1788,4.4007189054744753e-07,0.0,0.0,0.0
1789,4.5573593914533763e-07,0.0,0.0,0.0
1790,4.575427437560263e-07,1.1048484032422883e-09,0.0,0.0
1791,4.5677138668257354e-07,1.1048484032422883e-09,0.0,0.0
1792,4.787935016078595e-07,1.1048484032422883e-09,0.0,0.0
1793,4.253596078537417e-07,1.1048484032422883e-09,0.0,0.0
1794,4.7246999607913107e-07,2.102833970444148e-09,1.9959711344037193e-09,1.9959711344037193e-09
1795,4.6177257624029675e-07,2.102833970444148e-09,1.9959711344037193e-09,1.9959711344037193e-09
1796,4.3596878437516094e-07,2.102833970444148e-09,1.9959711344037193e-09,1.9959711344037193e-09
1797,4.303546562921058e-07,9.979855672018596e-10,1.9959711344037193e-09,1.9959711344037193e-09
1798,4.22198303746362e-07,9.979855672018596e-10,1.9959711344037193e-09,1.9959711344037193e-09
1799,6.630239986244695e-07,9.979855672018596e-10,1.9959711344037193e-09,1.9959711344037193e-09
1800,6.361745781597554e-07,9.979855672018596e-10,1.9959711344037193e-09,1.9959711344037193e-09
1801,5.864069752955661e-07,0.0,0.0,0.0
1802,5.408141906368005e-07,0.0,0.0,0.0
1803,5.739356591253195e-07,0.0,0.0,0.0
1804,6.25469188061548e-07,0.0,0.0,0.0
1805,6.094259573176584e-07,0.0,0.0,0.0
1806,4.4853684804430874e-07,0.0,0.0,0.0
1807,5.03356462542927e-07,0.0,0.0,0.0
1808,4.912662855563862e-07,0.0,0.0,0.0
1809,5.190997569570754e-07,0.0,0.0,0.0
1810,5.888847291706562e-07,0.0,0.0,0.0
1811,5.518092344963017e-07,0.0,0.0,0.0
1812,6.056651337920422e-07,0.0,2.3870825950820876e-10,2.3870825950820876e-10
1813,5.479044489220541e-07,0.0,2.3870825950820876e-10,2.3870825950820876e-10
1814,5.007557482323526e-07,0.0,2.3870825950820876e-10,2.3870825950820876e-10
1815,5.218843008541236e-07,0.0,2.3870825950820876e-10,2.3870825950820876e-10
1816,5.623116895289318e-07,0.0,2.3870825950820876e-10,2.3870825950820876e-10
1817,5.034519209142932e-07,0.0,2.3870825950820876e-10,2.3870825950820876e-10
1818,5.098230165653408e-07,0.0,2.3870825950820876e-10,2.3870825950820876e-10
1819,4.6910104499277493e-07,0.0,1.0520821039757981e-09,1.0520821039757981e-09
1820,4.579783348747567e-07,0.0,1.0520821039757981e-09,1.0520821039757981e-09
1821,4.747224409129558e-07,0.0,1.0520821039757981e-09,1.0520821039757981e-09
1822,5.134711053805014e-07,0.0,1.0520821039757981e-09,1.0520821039757981e-09
1823,5.055988684229565e-07,0.0,1.0520821039757981e-09,1.0520821039757981e-09
1824,5.048801970782993e-07,0.0,1.0520821039757981e-09,1.0520821039757981e-09
1825,4.903283102716419e-07,0.0,1.1786989083186127e-09,1.1786989083186127e-09
1826,5.321789972510617e-07,0.0,1.266168043428146e-10,1.266168043428146e-10
1827,5.555162455753557e-07,1.0457060614247179e-10,1.266168043428146e-10,1.266168043428146e-10
1828,5.491210523749552e-07,1.0457060614247179e-10,2.369461135235237e-10,2.369461135235237e-10
1829,6.481417683192246e-07,1.0457060614247179e-10,3.0722039198341887e-10,3.0722039198341887e-10
1830,6.200326083671825e-07,1.0457060614247179e-10,3.0722039198341887e-10,3.0722039198341887e-10
1831,6.085868246178247e-07,1.0457060614247179e-10,3.0722039198341887e-10,3.0722039198341887e-10
1832,6.488813296203131e-07,1.0457060614247179e-10,1.8060358764060425e-10,1.8060358764060425e-10
1833,6.555962751722941e-07,1.0457060614247179e-10,1.8060358764060425e-10,1.8060358764060425e-10
1834,6.356750727068825e-07,0.0,1.8060358764060425e-10,1.8060358764060425e-10
1835,6.392491270292209e-07,0.0,7.027427845989515e-11,7.027427845989515e-11
1836,6.481890052002979e-07,0.0,0.0,0.0
1837,7.923785168324165e-07,7.744141042717193e-11,0.0,0.0
1838,9.050700953139312e-07,7.744141042717193e-11,0.0,0.0
1839,9.626468511214625e-07,7.744141042717193e-11,0.0,0.0
1840,1.0464193524382739e-06,1.5302737648476798e-10,7.558596605759606e-11,7.558596605759606e-11
1841,1.1367119116455017e-06,1.5302737648476798e-10,7.558596605759606e-11,7.558596605759606e-11
1842,1.2302194818403223e-06,1.5302737648476798e-10,7.558596605759606e-11,7.558596605759606e-11
1843,1.1252352091365277e-06,2.186019064178067e-10,7.558596605759606e-11,7.558596605759606e-11
1844,1.0557493916556787e-06,1.4116049599063477e-10,7.558596605759606e-11,7.558596605759606e-11
1845,9.944123381241558e-07,1.4116049599063477e-10,7.558596605759606e-11,7.558596605759606e-11
1846,9.669325485057406e-07,1.4116049599063477e-10,7.558596605759606e-11,7.558596605759606e-11
1847,9.203597772154483e-07,6.557452993303871e-11,0.0,0.0
1848,1.0157942256228125e-06,1.2026220495643868e-10,5.4687675023399966e-11,5.4687675023399966e-11
1849,1.0804577560260701e-06,1.2026220495643868e-10,5.4687675023399966e-11,5.4687675023399966e-11
1850,1.4022461739062107e-06,1.496274929354716e-10,1.0215758397943579e-10,1.0215758397943579e-10
1851,1.562583414787306e-06,1.496274929354716e-10,1.0215758397943579e-10,1.0215758397943579e-10
1852,1.643162469073494e-06,2.5075063454187736e-10,1.0215758397943579e-10,1.0215758397943579e-10
1853,1.801839094436478e-06,2.9900997550973736e-10,1.0215758397943579e-10,1.0215758397943579e-10
1854,1.919289096414494e-06,2.9900997550973736e-10,1.5265944460932498e-10,1.5265944460932498e-10
1855,2.008838383257431e-06,2.443223004863374e-10,9.797176958592502e-11,9.797176958592502e-11
1856,2.204790705815997e-06,2.443223004863374e-10,9.797176958592502e-11,9.797176958592502e-11
1857,2.2311398717127825e-06,1.4938248257426575e-10,5.05018606298892e-11,5.05018606298892e-11
1858,2.2000604563540297e-06,1.4938248257426575e-10,5.05018606298892e-11,5.05018606298892e-11
1859,2.3950136015368377e-06,4.825934096786e-11,1.114312491485541e-10,1.114312491485541e-10
1860,2.4364267606610416e-06,6.099520888369625e-11,1.7242645803225035e-10,1.7242645803225035e-10
1861,2.578361318228417e-06,6.099520888369625e-11,1.2192459740236116e-10,1.2192459740236116e-10
1862,2.5162259719633895e-06,1.1671348015036235e-10,2.333611399356934e-10,2.333611399356934e-10
1863,2.3821432932891184e-06,1.1671348015036235e-10,2.333611399356934e-10,2.333611399356934e-10
1864,2.231556826310615e-06,1.1671348015036235e-10,2.333611399356934e-10,2.333611399356934e-10
1865,2.2054076030794282e-06,1.1671348015036235e-10,2.333611399356934e-10,2.333611399356934e-10
1866,2.0489416913603364e-06,1.1671348015036235e-10,2.1667137132094386e-10,2.1667137132094386e-10
1867,1.9849457138272034e-06,9.893072868852722e-11,1.5567616243724761e-10,1.5567616243724761e-10
1868,1.8202002170905222e-06,9.893072868852722e-11,1.5567616243724761e-10,1.5567616243724761e-10
1869,1.7791945440746661e-06,4.321245742186111e-11,4.4239619903915386e-11,4.4239619903915386e-11
1870,1.70707239379096e-06,8.544891778277425e-11,8.647608026482852e-11,8.647608026482852e-11
1871,1.6819652403553067e-06,1.26024980134127e-10,8.647608026482852e-11,8.647608026482852e-11
1872,1.698996844165127e-06,1.26024980134127e-10,8.647608026482852e-11,8.647608026482852e-11
1873,1.7339224801357237e-06,1.26024980134127e-10,1.2025396551556307e-10,1.2025396551556307e-10
1874,1.7165416303604225e-06,8.28125227122659e-11,1.2025396551556307e-10,1.2025396551556307e-10
1875,1.8228736280434532e-06,1.6304258340252683e-10,1.6036899586069353e-10,1.6036899586069353e-10
1876,1.8737223074692468e-06,1.6304258340252683e-10,1.6036899586069353e-10,1.6036899586069353e-10
1877,1.9290720112102074e-06,1.2080612304161368e-10,1.530842080083821e-10,1.530842080083821e-10
1878,1.9876821884931166e-06,1.1651542032785145e-10,1.530842080083821e-10,1.530842080083821e-10
1879,2.1095967375523676e-06,1.1651542032785145e-10,1.530842080083821e-10,1.530842080083821e-10
1880,2.315441390367466e-06,1.1651542032785145e-10,7.506670285373218e-11,7.506670285373218e-11
1881,2.5874132266575804e-06,1.1651542032785145e-10,7.506670285373218e-11,7.506670285373218e-11
1882,2.653617359880757e-06,6.86949386263791e-11,9.977083048617885e-11,9.977083048617885e-11
1883,2.8459558377237826e-06,6.86949386263791e-11,9.977083048617885e-11,9.977083048617885e-11
1884,3.196375213779642e-06,6.86949386263791e-11,6.481915797757714e-11,6.481915797757714e-11
1885,3.4581087870070145e-06,6.143285681746237e-11,6.481915797757714e-11,6.481915797757714e-11
1886,3.7577789108971567e-06,8.90214727330577e-11,6.481915797757714e-11,6.481915797757714e-11
1887,4.0183017517847475e-06,8.90214727330577e-11,9.245312650372841e-11,9.245312650372841e-11
1888,4.203616494383563e-06,1.1602431515544964e-10,1.4645881134851228e-10,1.4645881134851228e-10
1889,4.467290799376704e-06,8.361473616666108e-11,8.163965337093515e-11,8.163965337093515e-11
1890,4.680565715326728e-06,8.361473616666108e-11,8.163965337093515e-11,8.163965337093515e-11
1891,4.742399206796628e-06,8.361473616666108e-11,8.163965337093515e-11,8.163965337093515e-11
1892,4.925076739579838e-06,5.459145833798727e-11,1.0411123550570421e-10,1.0411123550570421e-10
1893,5.044245881435927e-06,5.006451602491373e-11,1.5023458271074778e-10,1.5023458271074778e-10
1894,5.210143496827056e-06,5.006451602491373e-11,1.6678415989560388e-10,1.6678415989560388e-10
1895,5.422711508020127e-06,8.657529653494883e-11,1.1277847505082e-10,1.1277847505082e-10
1896,5.682344960535245e-06,8.657529653494883e-11,1.1277847505082e-10,1.1277847505082e-10
1897,5.94074604772946e-06,8.657529653494883e-11,2.0566225508325938e-10,2.0566225508325938e-10
1898,6.192301108447802e-06,8.657529653494883e-11,2.597767616098677e-10,2.597767616098677e-10
1899,6.3870242489169215e-06,8.657529653494883e-11,3.8301643206268514e-10,3.8301643206268514e-10
1900,6.3903125270111815e-06,6.351362293242703e-11,3.549636893941864e-10,3.549636893941864e-10
1901,6.245868202573287e-06,6.351362293242703e-11,3.4505351750472156e-10,3.4505351750472156e-10
1902,6.172005279430388e-06,3.443658057124464e-11,3.622718077903439e-10,3.622718077903439e-10
1903,6.030899839970516e-06,3.443658057124464e-11,3.622718077903439e-10,3.622718077903439e-10
1904,5.907085648816844e-06,5.0290320519064124e-11,2.8524176770572396e-10,2.8524176770572396e-10
1905,5.89027701737775e-06,8.07840451279494e-11,2.7686784710117303e-10,2.7686784710117303e-10
1906,5.843748892532728e-06,1.1181401737043422e-10,1.4667158063482892e-10,1.4667158063482892e-10
1907,5.914084080619172e-06,1.1181401737043422e-10,1.432511500294125e-10,1.432511500294125e-10
1908,6.062920095116299e-06,1.1181401737043422e-10,1.3642668443360406e-10,1.3642668443360406e-10
1909,6.214227531537679e-06,9.115844587118512e-11,1.1920839414798172e-10,1.1920839414798172e-10
1910,6.362627443325307e-06,1.0493233563803526e-10,1.1920839414798172e-10,1.1920839414798172e-10
1911,6.45968189668825e-06,1.0305652759739254e-10,1.17332586107339e-10,1.17332586107339e-10
1912,6.5735520625561805e-06,7.256280298850726e-11,8.600610798944634e-11,8.600610798944634e-11
1913,6.679405487375334e-06,7.012866874513333e-11,9.908695986731481e-11,9.908695986731481e-11
1914,6.9236075432854705e-06,8.474515831144051e-11,1.1366976506880074e-10,1.1366976506880074e-10
1915,6.976835136031566e-06,1.3256132600344576e-10,1.1809830197107019e-10,1.1809830197107019e-10
1916,6.984189894865267e-06,1.187803169314502e-10,1.6325388759095916e-10,1.6325388759095916e-10
1917,7.11568814689859e-06,1.1897216148756432e-10,1.6325388759095916e-10,1.6325388759095916e-10
1918,7.167314249402677e-06,1.1937446864340728e-10,1.4927595568378242e-10,1.4927595568378242e-10
1919,7.11809135672021e-06,1.3358021534142546e-10,1.490675945776359e-10,1.490675945776359e-10
1920,7.112184383523916e-06,1.0498437734231457e-10,1.6687506634463896e-10,1.6687506634463896e-10
1921,6.91023888066411e-06,9.03678877760074e-11,1.657536954913219e-10,1.657536954913219e-10
1922,6.888286017263974e-06,6.670301612641895e-11,1.580275464057352e-10,1.580275464057352e-10
1923,6.907000364922819e-06,1.1580990531636002e-10,1.619788499757873e-10,1.619788499757873e-10
1924,6.831771250810041e-06,1.0184417099339577e-10,1.8640038025002122e-10,1.8640038025002122e-10
1925,6.884759711413478e-06,1.1046910707619112e-10,2.3241073054165133e-10,2.3241073054165133e-10
1926,6.912829446394296e-06,9.626336037817294e-11,2.411279469744747e-10,2.411279469744747e-10
1927,7.107875197626916e-06,9.626336037817294e-11,2.8567815176952903e-10,2.8567815176952903e-10
1928,7.36106708895282e-06,9.626336037817294e-11,3.7161397372008157e-10,3.7161397372008157e-10
1929,7.611722269627665e-06,7.211206433575614e-11,3.4746267767766474e-10,3.4746267767766474e-10
