ngram,tour,tor,tourr,tour
1832,8.680969066127936e-06,4.896791519318608e-06,1.405485569197903e-10,8.680969066127936e-06
1833,8.841693410691473e-06,4.7319793858540445e-06,2.2302681923491718e-10,8.841693410691473e-06
1834,9.117953465777515e-06,4.573277887435065e-06,2.2302681923491718e-10,9.117953465777515e-06
1835,9.104254656579411e-06,4.3885465207235285e-06,2.2302681923491718e-10,9.104254656579411e-06
1836,9.35971118971273e-06,4.1406703985558124e-06,8.247826231512688e-11,9.35971118971273e-06
1837,9.2535576966059e-06,3.9727492548990995e-06,1.599196727422988e-10,9.2535576966059e-06
1838,9.064234940784185e-06,3.862966877932195e-06,1.599196727422988e-10,9.064234940784185e-06
1839,8.737015247918731e-06,3.7605562153787886e-06,2.3570110942370906e-10,8.737015247918731e-06
1840,8.626198515620282e-06,3.7268293583890355e-06,1.5322284710858217e-10,8.626198515620282e-06
1841,8.319083333065333e-06,3.745970648846456e-06,2.2320045811596856e-10,8.319083333065333e-06
1842,8.03236772688771e-06,3.7006649498445247e-06,2.2320045811596856e-10,8.03236772688771e-06
1843,7.825662643361803e-06,3.786811540911523e-06,2.2320045811596856e-10,7.825662643361803e-06
1844,7.758786718373553e-06,3.7839630684694773e-06,1.4575904768879663e-10,7.758786718373553e-06
1845,7.672377575675324e-06,3.686176764209189e-06,1.4575904768879663e-10,7.672377575675324e-06
1846,7.6430432532756e-06,3.77307261650068e-06,6.997761100738638e-11,7.6430432532756e-06
1847,7.692762859993049e-06,4.056452780787367e-06,6.997761100738638e-11,7.692762859993049e-06
1848,7.765024942533014e-06,4.329777051939995e-06,0.0,7.765024942533014e-06
1849,7.951598945510341e-06,4.747233950703438e-06,0.0,7.951598945510341e-06
1850,8.128953205804074e-06,4.972914991542764e-06,0.0,8.128953205804074e-06
1851,8.216600950358302e-06,5.374169274676076e-06,4.642859509549981e-11,8.216600950358302e-06
1852,8.378471648029517e-06,5.835518939940292e-06,4.642859509549981e-11,8.378471648029517e-06
1853,8.521917152393144e-06,6.114378135992281e-06,4.642859509549981e-11,8.521917152393144e-06
1854,8.536458673396347e-06,6.147795115144358e-06,4.642859509549981e-11,8.536458673396347e-06
1855,8.617878717944092e-06,6.262582051671675e-06,4.642859509549981e-11,8.617878717944092e-06
1856,8.646554955963179e-06,6.212543082386089e-06,9.612739969101978e-11,8.646554955963179e-06
1857,8.537460416846443e-06,6.3051564731202755e-06,9.612739969101978e-11,8.537460416846443e-06
1858,8.542282038043985e-06,6.286372549116745e-06,1.0730231782472645e-10,8.542282038043985e-06
1859,8.47603171548274e-06,6.242467342027729e-06,1.6823170634339135e-10,8.47603171548274e-06
1860,8.440108883535555e-06,6.4682727887494754e-06,2.292269152270876e-10,8.440108883535555e-06
1861,8.383433071555504e-06,6.475151946818057e-06,2.292269152270876e-10,8.383433071555504e-06
1862,8.206240766282593e-06,6.519914482591308e-06,2.292269152270876e-10,8.206240766282593e-06
1863,8.027085576551534e-06,6.62868004448163e-06,2.2726599174000787e-10,8.027085576551534e-06
1864,8.022876045288285e-06,6.799915094494022e-06,3.214562346468394e-10,8.022876045288285e-06
1865,7.851597144638487e-06,6.956497080474426e-06,2.6385272141763293e-10,7.851597144638487e-06
1866,7.840220145486196e-06,7.08619641695155e-06,2.0292333289896802e-10,7.840220145486196e-06
1867,7.756668635140937e-06,7.1091548566723106e-06,2.2835303885899398e-10,7.756668635140937e-06
1868,7.662001215586705e-06,7.301835856716414e-06,3.6278813683335697e-10,7.662001215586705e-06
1869,7.64435727822794e-06,7.598135263313972e-06,4.0237402298970437e-10,7.64435727822794e-06
1870,7.757941018228718e-06,7.677996433942877e-06,3.9687260224217727e-10,7.757941018228718e-06
1871,7.735674703976006e-06,7.810303291729984e-06,3.838344840380513e-10,7.735674703976006e-06
1872,7.847429645023243e-06,7.865239889984618e-06,3.838344840380513e-10,7.847429645023243e-06
1873,7.834841328856004e-06,7.84518585663006e-06,3.838344840380513e-10,7.834841328856004e-06
1874,7.754272311493488e-06,7.884593482490995e-06,2.9740956919432904e-10,7.754272311493488e-06
1875,7.788023529948468e-06,7.866563074847882e-06,2.43204531910227e-10,7.788023529948468e-06
1876,7.891720088082366e-06,7.747592592620225e-06,2.036186457538796e-10,7.891720088082366e-06
1877,7.851895393936762e-06,7.742098984765886e-06,1.6138218539296645e-10,7.851895393936762e-06
1878,7.939538526053574e-06,7.65411810529518e-06,8.023006069026093e-11,7.939538526053574e-06
1879,7.94406027385516e-06,7.655600191875627e-06,8.023006069026093e-11,7.94406027385516e-06
1880,7.899452157289488e-06,7.779797020443116e-06,1.1311674414609435e-10,7.899452157289488e-06
1881,7.967306958432476e-06,7.730769539193716e-06,1.1311674414609435e-10,7.967306958432476e-06
1882,7.993175391415466e-06,7.87696613510239e-06,3.2886683455833425e-11,7.993175391415466e-06
1883,7.954122988199483e-06,7.996129690062454e-06,3.2886683455833425e-11,7.954122988199483e-06
1884,7.978746128044025e-06,8.140733500892696e-06,3.2886683455833425e-11,7.978746128044025e-06
1885,7.969728747931576e-06,8.111815077427309e-06,3.521427336236219e-10,7.969728747931576e-06
1886,8.039170097617898e-06,8.203841909042759e-06,3.521427336236219e-10,8.039170097617898e-06
1887,8.045728204056754e-06,8.172805142489129e-06,3.74523987220091e-10,8.045728204056754e-06
1888,8.148534886588874e-06,8.243970374418755e-06,4.01526829642483e-10,8.148534886588874e-06
1889,8.15524383922041e-06,8.154365787049755e-06,4.276977244588309e-10,8.15524383922041e-06
1890,8.159225736952586e-06,8.014607634062745e-06,4.78289104750245e-10,8.159225736952586e-06
1891,8.161606794081827e-06,7.79609510053498e-06,5.294992083682004e-10,8.161606794081827e-06
1892,8.177780988002528e-06,7.840809498052945e-06,2.1024315820041195e-10,8.177780988002528e-06
1893,8.188841872782047e-06,7.66894689669633e-06,3.947365470205863e-10,8.188841872782047e-06
1894,8.257884603933365e-06,7.783609232449504e-06,3.3946860996828375e-10,8.257884603933365e-06
1895,8.24303047660838e-06,7.711254511377774e-06,3.336369751900341e-10,8.24303047660838e-06
1896,8.320070654528016e-06,7.717559778289537e-06,3.849877837160319e-10,8.320070654528016e-06
1897,8.361761761729472e-06,7.653901645556158e-06,3.5297315863808924e-10,8.361761761729472e-06
1898,8.332045321627188e-06,7.733158976666995e-06,3.3783939138284525e-10,8.332045321627188e-06
1899,8.382513182628567e-06,7.634156385652854e-06,4.1069501767663855e-10,8.382513182628567e-06
1900,8.400245340973405e-06,7.718936038665042e-06,2.2620162885646422e-10,8.400245340973405e-06
1901,8.500837923617968e-06,7.555835769120936e-06,2.2620162885646422e-10,8.500837923617968e-06
1902,8.522452584916859e-06,7.525381274068163e-06,2.566852920691888e-10,8.522452584916859e-06
1903,8.573720281544541e-06,7.4672568968838145e-06,2.4292016810788045e-10,8.573720281544541e-06
1904,8.693077169092639e-06,7.386088847332368e-06,2.24343412894409e-10,8.693077169092639e-06
1905,8.89501968361271e-06,7.363012693011635e-06,2.492545257494681e-10,8.89501968361271e-06
1906,8.983297188284009e-06,7.328283637824435e-06,2.2294385781940207e-10,8.983297188284009e-06
1907,9.059585733796536e-06,7.195551461336436e-06,2.375940317505305e-10,9.059585733796536e-06
1908,9.023683560371865e-06,7.1935322531706854e-06,2.513184858633975e-10,9.023683560371865e-06
1909,9.096983116510923e-06,7.13063491275534e-06,2.4100664321378776e-10,9.096983116510923e-06
1910,9.040813633224129e-06,7.075607494958344e-06,1.9102395359960056e-10,9.040813633224129e-06
1911,8.991759776628377e-06,7.148900879526211e-06,2.469356812283076e-10,8.991759776628377e-06
1912,8.711728566725338e-06,7.083188523081065e-06,2.2919055443176058e-10,8.711728566725338e-06
1913,8.463731449280334e-06,7.11497913081465e-06,1.9694351506758879e-10,8.463731449280334e-06
1914,8.189694524064959e-06,7.2228967837872915e-06,2.2614280884411134e-10,8.189694524064959e-06
1915,7.928654213174013e-06,7.2777146929833436e-06,2.442957998592478e-10,7.928654213174013e-06
1916,7.800017101544654e-06,7.398238462233816e-06,2.481083572718796e-10,7.800017101544654e-06
1917,7.887639510175046e-06,7.43808147620127e-06,2.7623167146519275e-10,7.887639510175046e-06
1918,7.91617256774251e-06,7.506761838677838e-06,2.3470018289950545e-10,7.91617256774251e-06
1919,8.205610941201615e-06,7.51943740137254e-06,2.3407509958106587e-10,8.205610941201615e-06
1920,8.436152386691123e-06,7.471699453682439e-06,2.661804903476244e-10,8.436152386691123e-06
1921,8.689755694441764e-06,7.3041489615986525e-06,2.2233102263997344e-10,8.689755694441764e-06
1922,9.028862612987204e-06,6.971335681425574e-06,2.1460487355438674e-10,9.028862612987204e-06
1923,9.262922633622242e-06,6.672422062235585e-06,1.940027325294683e-10,9.262922633622242e-06
1924,9.453158652052349e-06,6.321687188964071e-06,1.7652705884353892e-10,9.453158652052349e-06
1925,9.746703913801216e-06,5.8899405693020005e-06,1.8515199492633424e-10,9.746703913801216e-06
1926,9.891648265433364e-06,5.670250564954975e-06,1.4253475582355028e-10,9.891648265433364e-06
1927,1.0053397480597986e-05,5.426539961003332e-06,1.4160820333802045e-10,1.0053397480597986e-05
1928,1.0132739979391253e-05,5.2442090106654045e-06,1.6441768978049864e-10,1.0132739979391253e-05
1929,1.004217353641122e-05,5.133071941340209e-06,1.65552191003623e-10,1.004217353641122e-05
1930,9.922869659411454e-06,4.99217698493989e-06,1.682261393679393e-10,9.922869659411454e-06
1931,9.809193605698446e-06,4.99674336294577e-06,1.7003761890574002e-10,9.809193605698446e-06
1932,9.586035568125745e-06,4.948740752297454e-06,1.7067568985102659e-10,9.586035568125745e-06
1933,9.629463420424145e-06,4.870019438385498e-06,2.1701000718632457e-10,9.629463420424145e-06
1934,9.656264800079433e-06,4.866169937096336e-06,2.614047490372735e-10,9.656264800079433e-06
1935,9.804603256010783e-06,4.8781346647176956e-06,2.8303992879611227e-10,9.804603256010783e-06
1936,9.959236064917474e-06,5.0057352122426635e-06,2.5775413153057107e-10,9.959236064917474e-06
1937,1.008002787524934e-05,5.161146743505794e-06,2.978539934536276e-10,1.008002787524934e-05
1938,1.000810568387221e-05,5.3454471396565036e-06,3.586299868185705e-10,1.000810568387221e-05
1939,9.849647540249862e-06,5.6376819494679305e-06,3.8477479139383975e-10,9.849647540249862e-06
1940,9.553008957092451e-06,5.900801625102758e-06,3.384404740585418e-10,9.553008957092451e-06
1941,9.506641228134477e-06,6.208860148555166e-06,2.485689749270088e-10,9.506641228134477e-06
1942,9.445740943192504e-06,6.5275834068805646e-06,2.53940400453599e-10,9.445740943192504e-06
1943,9.764303805630853e-06,6.7684028571030856e-06,3.183003781183556e-10,9.764303805630853e-06
1944,1.0091439045416856e-05,6.910397067778311e-06,2.5097312323601225e-10,1.0091439045416856e-05
1945,1.0567607465158549e-05,6.9627829231779155e-06,1.639641200590347e-10,1.0567607465158549e-05
1946,1.1098731062832354e-05,6.987181287903306e-06,1.803684860198932e-10,1.1098731062832354e-05
1947,1.1756661089228665e-05,6.865963704123195e-06,2.3003941212224836e-10,1.1756661089228665e-05
1948,1.221456490644154e-05,6.713935493150659e-06,3.326394120468328e-10,1.221456490644154e-05
1949,1.276398701780376e-05,6.569422242007152e-06,3.3384180737299525e-10,1.276398701780376e-05
1950,1.3011227955368148e-05,6.427473830886551e-06,2.8640180504968527e-10,1.3011227955368148e-05
1951,1.3466180852057213e-05,6.327837451993089e-06,3.5259819865439216e-10,1.3466180852057213e-05
1952,1.3814334774256817e-05,6.2128209979813875e-06,3.9965004520034087e-10,1.3814334774256817e-05
1953,1.4200328353451499e-05,6.055607562822323e-06,3.334576285731115e-10,1.4200328353451499e-05
1954,1.4327137120874664e-05,5.999927127829453e-06,3.128186142659877e-10,1.4327137120874664e-05
1955,1.4573531578727333e-05,5.892811584219869e-06,2.537013714189383e-10,1.4573531578727333e-05
1956,1.47071267357595e-05,5.757252048559687e-06,2.1615088984556456e-10,1.47071267357595e-05
1957,1.4841423243134549e-05,5.63538151254761e-06,2.1197464022166505e-10,1.4841423243134549e-05
1958,1.4594165804737713e-05,5.5159627793597925e-06,1.5768005452919199e-10,1.4594165804737713e-05
1959,1.447615756790453e-05,5.422637968877098e-06,1.332160859798418e-10,1.447615756790453e-05
1960,1.4279722953298396e-05,5.332387770197654e-06,1.8615538971422652e-10,1.4279722953298396e-05
1961,1.4196716749990759e-05,5.2596398225952205e-06,1.6837904681654692e-10,1.4196716749990759e-05
1962,1.3990469337191566e-05,5.270233681845379e-06,1.861068263783342e-10,1.3990469337191566e-05
1963,1.3954226752892801e-05,5.319009038170666e-06,2.1225424691660522e-10,1.3954226752892801e-05
1964,1.3784809847753163e-05,5.3506165776135665e-06,2.8045031574830404e-10,1.3784809847753163e-05
1965,1.398998600572148e-05,5.404795306925994e-06,3.038088342407644e-10,1.398998600572148e-05
1966,1.4119906024591597e-05,5.477650899722773e-06,3.4277245823467947e-10,1.4119906024591597e-05
1967,1.4246571351707513e-05,5.722272817365592e-06,3.163671913727509e-10,1.4246571351707513e-05
1968,1.4303318494057748e-05,5.903111741645262e-06,3.228247054596979e-10,1.4303318494057748e-05
1969,1.435215563105885e-05,6.054097216942214e-06,2.705910545234122e-10,1.435215563105885e-05
1970,1.4166064050056906e-05,6.169444077386288e-06,2.6605366421866046e-10,1.4166064050056906e-05
1971,1.4192604924444043e-05,6.419190997673598e-06,1.9406477020605147e-10,1.4192604924444043e-05
1972,1.3845381675179982e-05,6.689093230046897e-06,1.848907792740511e-10,1.3845381675179982e-05
1973,1.3530016206329623e-05,7.131325219233986e-06,1.315933740943441e-10,1.3530016206329623e-05
1974,1.3323641594199995e-05,7.522726329105873e-06,1.2135434324100913e-10,1.3323641594199995e-05
1975,1.317801148356271e-05,8.031427569221705e-06,1.1986026060561983e-10,1.317801148356271e-05
1976,1.2990117543917482e-05,8.570232499291056e-06,1.5106553012479906e-10,1.2990117543917482e-05
1977,1.286341025011747e-05,9.053520183702598e-06,1.4809313795113458e-10,1.286341025011747e-05
1978,1.2755693725401735e-05,9.538617632642854e-06,1.636220226768665e-10,1.2755693725401735e-05
1979,1.2772965939283104e-05,9.992064406105783e-06,1.5379108899070205e-10,1.2772965939283104e-05
1980,1.2805564698023123e-05,1.035405538069816e-05,1.6121064701422683e-10,1.2805564698023123e-05
1981,1.2829043953388464e-05,1.0592434721599733e-05,1.8306463289707864e-10,1.2829043953388464e-05
1982,1.289847568841651e-05,1.0881172784138471e-05,1.8908011664312393e-10,1.289847568841651e-05
1983,1.3027359013254422e-05,1.1178647582710255e-05,1.8591048938405256e-10,1.3027359013254422e-05
1984,1.317485644644226e-05,1.1517037559575069e-05,1.6850603254007065e-10,1.317485644644226e-05
1985,1.3353214723922844e-05,1.1531367298240574e-05,1.512603222239165e-10,1.3353214723922844e-05
1986,1.3605151122776857e-05,1.1933338360644744e-05,1.9718191414981005e-10,1.3605151122776857e-05
1987,1.3814705068528252e-05,1.1833758695242328e-05,2.015706614518934e-10,1.3814705068528252e-05
1988,1.405812249036639e-05,1.1648438885458745e-05,1.9114730879470672e-10,1.405812249036639e-05
1989,1.4299444306483825e-05,1.1522169058610285e-05,2.0217288408873125e-10,1.4299444306483825e-05
1990,1.4514468083299497e-05,1.1405920044385961e-05,2.0510512980480884e-10,1.4514468083299497e-05
1991,1.4763951834798458e-05,1.15300610039932e-05,2.035424799936728e-10,1.4763951834798458e-05
1992,1.4971188128194107e-05,1.1915904646489903e-05,2.153954425535406e-10,1.4971188128194107e-05
1993,1.523817575486776e-05,1.131198704180341e-05,1.9830796429579475e-10,1.523817575486776e-05
1994,1.561043050709746e-05,1.1083738432457072e-05,2.822956402367563e-10,1.561043050709746e-05
1995,1.5996246734825297e-05,1.0867966791140913e-05,2.673442637903177e-10,1.5996246734825297e-05
1996,1.6367341881310233e-05,1.0494852566418039e-05,2.718964418692492e-10,1.6367341881310233e-05
1997,1.678512801715572e-05,9.9709306076485e-06,2.549617659854318e-10,1.678512801715572e-05
1998,1.7144257591488505e-05,9.213717930833809e-06,2.5915659201958263e-10,1.7144257591488505e-05
1999,1.7439193470636383e-05,8.429096201975231e-06,2.726090196834642e-10,1.7439193470636383e-05
2000,1.7705933195039897e-05,8.146150061553012e-06,2.6386650899982e-10,1.7705933195039897e-05
2001,1.8049221710368458e-05,7.82900977875605e-06,1.6995789101478413e-10,1.8049221710368458e-05
2002,1.8199003794247153e-05,7.655544517807097e-06,1.7328928966379006e-10,1.8199003794247153e-05
2003,1.8374018639276202e-05,7.419084210726266e-06,1.4579332681595248e-10,1.8374018639276202e-05
2004,1.859456512777667e-05,7.113561228574586e-06,1.480159596080531e-10,1.859456512777667e-05
2005,1.869642801466398e-05,6.844718492564945e-06,1.4061978367444335e-10,1.869642801466398e-05
2006,1.903358991382577e-05,6.402876156893658e-06,1.8527889936567225e-10,1.903358991382577e-05
2007,1.9404448851543877e-05,5.860590980384066e-06,1.6503337783659233e-10,1.9404448851543877e-05
2008,1.96803253597214e-05,5.211225243328954e-06,1.760562360580182e-10,1.96803253597214e-05
2009,1.9744974062112825e-05,4.35292551108952e-06,1.640992537787251e-10,1.9744974062112825e-05
2010,1.949684441829699e-05,3.5381417384477184e-06,1.6197077136855968e-10,1.949684441829699e-05
2011,1.9435674143356403e-05,2.7942671506155292e-06,1.460228349447241e-10,1.9435674143356403e-05
2012,1.9565404207761666e-05,2.0177915952704746e-06,1.627849355807985e-10,1.9565404207761666e-05
2013,1.941142649489588e-05,1.396365917116782e-06,8.558635471960546e-11,1.941142649489588e-05
2014,1.8978536380538052e-05,9.759231716088834e-07,6.948487147765255e-11,1.8978536380538052e-05
2015,1.828644313458686e-05,7.271225886792568e-07,5.3751224453533835e-11,1.828644313458686e-05
2016,1.8063873410158392e-05,6.296183820657981e-07,9.967043163028322e-11,1.8063873410158392e-05
2017,1.8202869190038957e-05,5.370488527963365e-07,1.0672974599020464e-10,1.8202869190038957e-05
2018,1.8037186237052083e-05,5.150369474904438e-07,1.150769833591081e-10,1.8037186237052083e-05
2019,1.7647011191002093e-05,5.139508800766635e-07,9.712247586030065e-11,1.7647011191002093e-05
