ngram,tour,tor,tourr,tour
1562,1.3407614590375618e-05,2.7364724831256482e-05,0.0,1.3407614590375618e-05
1563,1.5226101433134837e-05,3.282018535953414e-05,0.0,1.5226101433134837e-05
1564,1.5226101433134837e-05,2.347517719109809e-05,0.0,1.5226101433134837e-05
1565,4.290778373875323e-06,1.903058858130992e-05,0.0,4.290778373875323e-06
1566,4.290778373875323e-06,1.903058858130992e-05,0.0,4.290778373875323e-06
1567,4.524485445602165e-06,7.149658488612788e-06,0.0,4.524485445602165e-06
1568,4.524485445602165e-06,7.149658488612788e-06,0.0,4.524485445602165e-06
1569,6.0098960992555865e-06,1.4576711756879896e-05,0.0,6.0098960992555865e-06
1570,4.191409256496367e-06,9.121251228602237e-06,0.0,4.191409256496367e-06
1571,4.191409256496367e-06,1.157310290571851e-05,0.0,4.191409256496367e-06
1572,2.167807971480735e-06,1.0561302263210695e-05,0.0,2.167807971480735e-06
1573,2.167807971480735e-06,1.1819711614537351e-05,0.0,2.167807971480735e-06
1574,1.4854106536534215e-06,1.2226737388638348e-05,0.0,1.4854106536534215e-06
1575,1.4854106536534215e-06,1.2226737388638348e-05,0.0,1.4854106536534215e-06
1576,4.5068044788162555e-07,4.799684120371239e-06,0.0,4.5068044788162555e-07
1577,4.5068044788162555e-07,4.799684120371239e-06,0.0,4.5068044788162555e-07
1578,6.915935598174526e-07,6.44335542736891e-06,0.0,6.915935598174526e-07
1579,6.915935598174526e-07,1.0323884258208896e-05,0.0,6.915935598174526e-07
1580,6.915935598174526e-07,1.0055935750382819e-05,0.0,6.915935598174526e-07
1581,6.915935598174526e-07,1.0153127407517917e-05,0.0,6.915935598174526e-07
1582,6.915935598174526e-07,1.1410071562880017e-05,0.0,6.915935598174526e-07
1583,4.812244144756863e-07,1.1410071562880017e-05,0.0,4.812244144756863e-07
1584,4.812244144756863e-07,1.5905629555033685e-05,0.0,4.812244144756863e-07
1585,6.177474785675128e-07,1.256497892297505e-05,0.0,6.177474785675128e-07
1586,2.0555351706467003e-06,8.684450092135063e-06,0.0,2.0555351706467003e-06
1587,4.132012528706193e-06,7.693989248634483e-06,0.0,4.132012528706193e-06
1588,4.132012528706193e-06,6.507374499571077e-06,0.0,4.132012528706193e-06
1589,4.132012528706193e-06,5.623883290744354e-06,0.0,4.132012528706193e-06
1590,4.931603825752973e-06,7.183737125160405e-06,0.0,4.931603825752973e-06
1591,4.931603825752973e-06,5.886580700981929e-06,0.0,4.931603825752973e-06
1592,4.554167649725319e-06,1.9459031396503894e-05,0.0,4.554167649725319e-06
1593,3.1163799576461315e-06,2.0128861576397738e-05,0.0,3.1163799576461315e-06
1594,1.5427973656707245e-06,2.4152019705070416e-05,0.0,1.5427973656707245e-06
1595,1.9935944562478525e-06,3.812672905821403e-05,0.0,1.9935944562478525e-06
1596,2.4144309073952693e-06,4.111996772085799e-05,0.0,2.4144309073952693e-06
1597,1.6166524931447514e-06,4.125498324875869e-05,0.0,1.6166524931447514e-06
1598,1.4488721652534358e-05,3.8321985178819364e-05,0.0,1.4488721652534358e-05
1599,1.519618854217697e-05,2.4702129020884706e-05,0.0,1.519618854217697e-05
1600,1.551570679631758e-05,2.4884347518699152e-05,0.0,1.551570679631758e-05
1601,1.5794107477112057e-05,2.8478819737236855e-05,0.0,1.5794107477112057e-05
1602,1.58653139611228e-05,1.5234915427494603e-05,0.0,1.58653139611228e-05
1603,1.5444477509975384e-05,1.3516664255673407e-05,0.0,1.5444477509975384e-05
1604,1.5542893964136185e-05,1.539747149438751e-05,0.0,1.5542893964136185e-05
1605,2.670824804746579e-06,1.5469378662861084e-05,0.0,2.670824804746579e-06
1606,8.529926812376029e-06,1.564279292714283e-05,0.0,8.529926812376029e-06
1607,8.210408558235421e-06,1.628373839983916e-05,0.0,8.210408558235421e-06
1608,8.028145884964033e-06,9.065463245860883e-06,0.0,8.028145884964033e-06
1609,7.506142310376163e-06,1.1353441842792173e-05,0.0,7.506142310376163e-06
1610,7.506142310376163e-06,1.0087346189331064e-05,0.0,7.506142310376163e-06
1611,7.575250785001637e-06,7.12614324324282e-06,0.0,7.575250785001637e-06
1612,7.844251513233758e-06,1.270684859784004e-05,0.0,7.844251513233758e-06
1613,1.7571140428377215e-06,1.917724940929994e-05,0.0,1.7571140428377215e-06
1614,2.086723790333573e-06,1.8343474753887028e-05,0.0,2.086723790333573e-06
1615,1.4876910167263953e-06,1.9086949285857762e-05,0.0,1.4876910167263953e-06
1616,1.4876910167263953e-06,1.787028833989877e-05,0.0,1.4876910167263953e-06
1617,1.8583150124738625e-06,2.3294386405073704e-05,0.0,1.8583150124738625e-06
1618,1.4486658983514644e-06,2.474793271695879e-05,0.0,1.4486658983514644e-06
1619,1.742337644827785e-06,1.9280054695108057e-05,0.0,1.742337644827785e-06
1620,1.3636451317974467e-06,1.243246729895223e-05,0.0,1.3636451317974467e-06
1621,2.2829613044450525e-06,2.0515729764675988e-05,0.0,2.2829613044450525e-06
1622,2.3533097126866257e-06,2.0709519828544997e-05,0.0,2.3533097126866257e-06
1623,2.8921380947265007e-06,1.97156397397131e-05,0.0,2.8921380947265007e-06
1624,3.1188428692985326e-06,1.5402518848921837e-05,0.0,3.1188428692985326e-06
1625,4.364813191516857e-06,1.831838017096743e-05,0.0,4.364813191516857e-06
1626,4.031762533226616e-06,1.9245973070220706e-05,0.0,4.031762533226616e-06
1627,4.0907949596658e-06,2.161816259363799e-05,0.0,4.0907949596658e-06
1628,3.038403925919348e-06,1.536512250562997e-05,0.0,3.038403925919348e-06
1629,3.215643557398705e-06,1.6917029824981e-05,0.0,3.215643557398705e-06
1630,2.9355621628773017e-06,1.8092514177884107e-05,0.0,2.9355621628773017e-06
1631,2.734993310176443e-06,1.954655142201643e-05,0.0,2.734993310176443e-06
1632,2.0387797933705898e-06,1.5753809878203485e-05,0.0,2.0387797933705898e-06
1633,2.35752916718671e-06,1.560991417396248e-05,0.0,2.35752916718671e-06
1634,2.444594153010777e-06,1.4338466176663392e-05,0.0,2.444594153010777e-06
1635,2.8242972445826e-06,1.5388771966432353e-05,0.0,2.8242972445826e-06
1636,2.9240868408513573e-06,1.4410821807229826e-05,0.0,2.9240868408513573e-06
1637,3.1774607285634763e-06,1.506085949845978e-05,0.0,3.1774607285634763e-06
1638,3.2520460828371663e-06,1.7500303329143208e-05,0.0,3.2520460828371663e-06
1639,3.3252511164911473e-06,1.8878881097147575e-05,0.0,3.3252511164911473e-06
1640,3.49653631863995e-06,2.206579249884401e-05,0.0,3.49653631863995e-06
1641,3.7274766912430224e-06,2.410440369463426e-05,0.0,3.7274766912430224e-06
1642,3.6909878937357073e-06,2.6285997202129302e-05,0.0,3.6909878937357073e-06
1643,3.6145776058609565e-06,2.5007677387683153e-05,0.0,3.6145776058609565e-06
1644,3.4691025965522774e-06,2.338218889365505e-05,0.0,3.4691025965522774e-06
1645,3.439808811630688e-06,2.148268088473872e-05,0.0,3.439808811630688e-06
1646,3.1190621874494743e-06,2.1330685090755912e-05,0.0,3.1190621874494743e-06
1647,2.9196335487670566e-06,2.1487942961227547e-05,0.0,2.9196335487670566e-06
1648,2.6711030289204374e-06,2.2200573117256033e-05,0.0,2.6711030289204374e-06
1649,2.6007204821455943e-06,2.2972137490536886e-05,0.0,2.6007204821455943e-06
1650,2.9446350221665592e-06,2.660013361881803e-05,0.0,2.9446350221665592e-06
1651,2.8789897409556682e-06,2.9891865519208034e-05,0.0,2.8789897409556682e-06
1652,2.7152952465517695e-06,3.197171021643693e-05,0.0,2.7152952465517695e-06
1653,3.2422136005802064e-06,3.483029312129864e-05,0.0,3.2422136005802064e-06
1654,2.9294017817197267e-06,3.825854348958403e-05,0.0,2.9294017817197267e-06
1655,3.339289102249105e-06,4.2850734774089817e-05,0.0,3.339289102249105e-06
1656,3.1870737952236335e-06,3.8713810551728655e-05,0.0,3.1870737952236335e-06
1657,2.961453950384956e-06,3.826276458442278e-05,0.0,2.961453950384956e-06
1658,3.250225339408124e-06,3.862731682602316e-05,0.0,3.250225339408124e-06
1659,3.6473792306424002e-06,3.573005337135068e-05,0.0,3.6473792306424002e-06
1660,3.0587700621254044e-06,3.5504761139496365e-05,0.0,3.0587700621254044e-06
1661,3.120095763214132e-06,2.9379697740036397e-05,0.0,3.120095763214132e-06
1662,3.171159862956431e-06,2.2055823397490064e-05,0.0,3.171159862956431e-06
1663,3.3795683650948505e-06,2.6729205014167485e-05,0.0,3.3795683650948505e-06
1664,3.579851051784187e-06,2.6496569002379795e-05,0.0,3.579851051784187e-06
1665,3.2987203927145207e-06,2.5623887787722716e-05,0.0,3.2987203927145207e-06
1666,3.7417646905981073e-06,2.866663245575702e-05,0.0,3.7417646905981073e-06
1667,3.7933111311109054e-06,2.7250279474953588e-05,0.0,3.7933111311109054e-06
1668,3.7870887906267725e-06,2.729422950713862e-05,0.0,3.7870887906267725e-06
1669,3.36647802409321e-06,2.764720518046358e-05,0.0,3.36647802409321e-06
1670,3.2660590574908255e-06,2.4830601692623793e-05,0.0,3.2660590574908255e-06
1671,3.0285060574897216e-06,2.539971072630059e-05,0.0,3.0285060574897216e-06
1672,3.2364773850141707e-06,2.4117092964713394e-05,0.0,3.2364773850141707e-06
1673,2.5385509973472964e-06,2.3649960374833817e-05,0.0,2.5385509973472964e-06
1674,2.5067243508861533e-06,2.1999663009150288e-05,0.0,2.5067243508861533e-06
1675,2.6903455331453837e-06,2.3300460530403404e-05,0.0,2.6903455331453837e-06
1676,2.6354912441612603e-06,2.424385326906174e-05,0.0,2.6354912441612603e-06
1677,2.5126261756927955e-06,2.3691989294353073e-05,0.0,2.5126261756927955e-06
1678,2.3996573028333453e-06,2.1856863375952734e-05,0.0,2.3996573028333453e-06
1679,2.0906905839573094e-06,2.2370003924671827e-05,0.0,2.0906905839573094e-06
1680,1.9234887856457916e-06,2.0781105247026843e-05,0.0,1.9234887856457916e-06
1681,2.066009837367996e-06,2.36746777123439e-05,0.0,2.066009837367996e-06
1682,2.1440562087653755e-06,2.4037402649160606e-05,0.0,2.1440562087653755e-06
1683,2.5472060412669506e-06,2.3676838411899682e-05,0.0,2.5472060412669506e-06
1684,2.6540323655613714e-06,2.726289442632281e-05,0.0,2.6540323655613714e-06
1685,2.9605669819180288e-06,2.8144861322029362e-05,0.0,2.9605669819180288e-06
1686,3.001583926171796e-06,2.7470942118920254e-05,0.0,3.001583926171796e-06
1687,2.8717571954725178e-06,2.7687160971774055e-05,0.0,2.8717571954725178e-06
1688,2.6553582626677652e-06,2.5930862258454518e-05,0.0,2.6553582626677652e-06
1689,2.352169596114046e-06,2.502574768316533e-05,0.0,2.352169596114046e-06
1690,2.0873821670517956e-06,2.6869250567480257e-05,0.0,2.0873821670517956e-06
1691,1.7516782041379235e-06,2.299861444043927e-05,0.0,1.7516782041379235e-06
1692,1.3481290060164092e-06,2.4090009121989298e-05,0.0,1.3481290060164092e-06
1693,1.1621685262395789e-06,2.5033401730719822e-05,0.0,1.1621685262395789e-06
1694,1.160496014205949e-06,2.372107597433829e-05,0.0,1.160496014205949e-06
1695,1.1447045389039495e-06,2.3158062634008403e-05,0.0,1.1447045389039495e-06
1696,1.1126577135200932e-06,2.445823754117425e-05,0.0,1.1126577135200932e-06
1697,1.3914112132949543e-06,2.5300747698305974e-05,0.0,1.3914112132949543e-06
1698,4.2427112906092845e-06,2.5709945995393874e-05,0.0,4.2427112906092845e-06
1699,4.349024286349439e-06,2.694137583603151e-05,0.0,4.349024286349439e-06
1700,4.650261790370028e-06,2.8549691186136833e-05,0.0,4.650261790370028e-06
1701,4.80867005795257e-06,3.1702263316089686e-05,0.0,4.80867005795257e-06
1702,5.021620333016992e-06,3.504033936353933e-05,0.0,5.021620333016992e-06
1703,5.517224004896499e-06,3.5285398553241976e-05,0.0,5.517224004896499e-06
1704,5.041287360134967e-06,3.385076420922165e-05,0.0,5.041287360134967e-06
1705,2.6385839971356162e-06,3.5211936587334746e-05,0.0,2.6385839971356162e-06
1706,2.656071907430097e-06,3.3395768696209416e-05,0.0,2.656071907430097e-06
1707,2.5716384470797493e-06,3.344162645849532e-05,0.0,2.5716384470797493e-06
1708,2.50351151212921e-06,3.21560245148638e-05,0.0,2.50351151212921e-06
1709,2.240236556515031e-06,3.0095306231357555e-05,0.0,2.240236556515031e-06
1710,1.8483369136187581e-06,3.044571894861292e-05,0.0,1.8483369136187581e-06
1711,1.915348678137109e-06,3.0424242140725255e-05,0.0,1.915348678137109e-06
1712,1.6214856291948569e-06,3.074185640018966e-05,0.0,1.6214856291948569e-06
1713,1.6477628475643411e-06,3.087225585269542e-05,0.0,1.6477628475643411e-06
1714,1.5692602346462081e-06,2.9802709832438268e-05,0.0,1.5692602346462081e-06
1715,1.6061429245642752e-06,3.0436349074339626e-05,0.0,1.6061429245642752e-06
1716,1.7692514282836264e-06,3.2214412515583846e-05,0.0,1.7692514282836264e-06
1717,1.690555401572575e-06,3.379418922122568e-05,0.0,1.690555401572575e-06
1718,2.0637470795138924e-06,3.355021310978502e-05,0.0,2.0637470795138924e-06
1719,2.0660857476936404e-06,3.34723374960179e-05,0.0,2.0660857476936404e-06
1720,2.027710934271454e-06,3.216175381177371e-05,0.0,2.027710934271454e-06
1721,2.185869496835429e-06,3.1736714195825956e-05,0.0,2.185869496835429e-06
1722,2.0990570419598953e-06,2.927209113425176e-05,0.0,2.0990570419598953e-06
1723,2.04417990192139e-06,2.8425283484726345e-05,0.0,2.04417990192139e-06
1724,1.9652516942057574e-06,2.5002159288435776e-05,0.0,1.9652516942057574e-06
1725,1.6926663874983205e-06,2.4066733333581525e-05,0.0,1.6926663874983205e-06
1726,1.84544579237159e-06,2.188044527429156e-05,0.0,1.84544579237159e-06
1727,1.7764875305406998e-06,2.1297940163224537e-05,0.0,1.7764875305406998e-06
1728,1.8514556846379752e-06,2.067156544528968e-05,0.0,1.8514556846379752e-06
1729,1.8357318205224665e-06,2.1120901302700596e-05,0.0,1.8357318205224665e-06
1730,1.8036480144343971e-06,2.0805346658952268e-05,0.0,1.8036480144343971e-06
1731,1.8358186123025786e-06,2.0911927744496745e-05,0.0,1.8358186123025786e-06
1732,1.812697827777551e-06,2.2901644635047497e-05,0.0,1.812697827777551e-06
1733,1.5980423963160969e-06,2.3361412916399005e-05,0.0,1.5980423963160969e-06
1734,1.702346042163429e-06,2.4749079394886004e-05,0.0,1.702346042163429e-06
1735,1.4686902107184454e-06,2.5021648980327882e-05,0.0,1.4686902107184454e-06
1736,1.5316031099895814e-06,2.5602953818244195e-05,0.0,1.5316031099895814e-06
1737,1.6051488955781679e-06,2.333158538801529e-05,0.0,1.6051488955781679e-06
1738,1.7949152087177417e-06,2.327899840435878e-05,0.0,1.7949152087177417e-06
1739,1.6948228806411083e-06,2.188728311531512e-05,0.0,1.6948228806411083e-06
1740,1.6909485468983933e-06,2.099767126700109e-05,0.0,1.6909485468983933e-06
1741,1.5979561567291967e-06,2.0180766244136195e-05,0.0,1.5979561567291967e-06
1742,1.8311427538719727e-06,1.9589415907310987e-05,0.0,1.8311427538719727e-06
1743,1.8720906252513357e-06,1.9458501940659646e-05,0.0,1.8720906252513357e-06
1744,1.7717814151702832e-06,1.96218206838239e-05,0.0,1.7717814151702832e-06
1745,1.6420300913263678e-06,1.933767349068408e-05,0.0,1.6420300913263678e-06
1746,1.770259749329333e-06,1.8523780454415828e-05,0.0,1.770259749329333e-06
1747,1.996499885795596e-06,1.802854343882895e-05,0.0,1.996499885795596e-06
1748,2.0697754540118955e-06,1.838940209251762e-05,0.0,2.0697754540118955e-06
1749,1.819459531101789e-06,1.7652129957111485e-05,0.0,1.819459531101789e-06
1750,2.1694124500624767e-06,1.6923569871453636e-05,0.0,2.1694124500624767e-06
1751,2.5779786320916694e-06,1.769579609702175e-05,0.0,2.5779786320916694e-06
1752,2.7679110254601776e-06,1.7946403724116472e-05,0.0,2.7679110254601776e-06
1753,3.128385839902746e-06,1.8650077955888783e-05,0.0,3.128385839902746e-06
1754,3.2980907950072184e-06,2.0571642770456882e-05,0.0,3.2980907950072184e-06
1755,3.5296806442732176e-06,2.0894072934294983e-05,0.0,3.5296806442732176e-06
1756,4.080919130241714e-06,2.2448877903765867e-05,0.0,4.080919130241714e-06
1757,4.930028710857316e-06,2.3183133764957476e-05,0.0,4.930028710857316e-06
1758,5.215736791797099e-06,2.291071593520298e-05,0.0,5.215736791797099e-06
1759,5.730904701652305e-06,2.3340988783664735e-05,0.0,5.730904701652305e-06
1760,5.587463614834373e-06,2.375058933726645e-05,0.0,5.587463614834373e-06
1761,5.7179147136464185e-06,2.3936589579014772e-05,0.0,5.7179147136464185e-06
1762,5.7830095231890614e-06,2.4984530422703495e-05,0.0,5.7830095231890614e-06
1763,5.9028666977870415e-06,2.509832510051118e-05,0.0,5.9028666977870415e-06
1764,5.3471841446090755e-06,2.553419575893453e-05,0.0,5.3471841446090755e-06
1765,5.954032336116402e-06,2.5585110831473556e-05,0.0,5.954032336116402e-06
1766,6.150864659762842e-06,2.499693852899197e-05,0.0,6.150864659762842e-06
1767,6.688861308897945e-06,2.472232024177044e-05,0.0,6.688861308897945e-06
1768,7.336169086816621e-06,2.3518120932359515e-05,0.0,7.336169086816621e-06
1769,7.821103866133075e-06,2.1606983604475056e-05,0.0,7.821103866133075e-06
1770,7.978568321829829e-06,2.1311733300015995e-05,0.0,7.978568321829829e-06
1771,7.995666887187067e-06,1.975651373088892e-05,2.6326438172320975e-09,7.995666887187067e-06
1772,8.135556137338945e-06,2.0173077375927407e-05,2.6326438172320975e-09,8.135556137338945e-06
1773,8.306597400015952e-06,2.0086818299854974e-05,2.6326438172320975e-09,8.306597400015952e-06
1774,8.556579619575391e-06,1.99270873833614e-05,2.6326438172320975e-09,8.556579619575391e-06
1775,8.33030084582528e-06,2.0105322359345985e-05,2.6326438172320975e-09,8.33030084582528e-06
1776,8.4022622754024e-06,2.0333032028117615e-05,2.6326438172320975e-09,8.4022622754024e-06
1777,9.19954793841628e-06,1.9991975932498462e-05,2.6326438172320975e-09,9.19954793841628e-06
1778,9.773783988618692e-06,2.069650275058978e-05,0.0,9.773783988618692e-06
1779,9.56950342307599e-06,2.1248606052332824e-05,0.0,9.56950342307599e-06
1780,9.270046575693414e-06,2.1773899788968265e-05,0.0,9.270046575693414e-06
1781,9.856654417360136e-06,2.1861957585705178e-05,0.0,9.856654417360136e-06
1782,9.760989996721037e-06,2.1269869778604645e-05,2.1581334814462546e-09,9.760989996721037e-06
1783,1.0147240703060692e-05,2.1082956144320114e-05,2.1581334814462546e-09,1.0147240703060692e-05
1784,9.360035424573912e-06,2.149072991284941e-05,2.1581334814462546e-09,9.360035424573912e-06
1785,8.696910819188425e-06,2.1228901979546727e-05,2.1581334814462546e-09,8.696910819188425e-06
1786,8.599821480207279e-06,1.9779396877441157e-05,2.1581334814462546e-09,8.599821480207279e-06
1787,9.2182495531493e-06,2.0312880743793877e-05,2.1581334814462546e-09,9.2182495531493e-06
1788,8.379907740163617e-06,2.0224500985932536e-05,2.1581334814462546e-09,8.379907740163617e-06
1789,8.566366757025077e-06,2.0470771882433576e-05,0.0,8.566366757025077e-06
1790,8.085808920960907e-06,2.2294428293077673e-05,0.0,8.085808920960907e-06
1791,8.414765034103766e-06,2.2854714968291644e-05,0.0,8.414765034103766e-06
1792,8.869290273391276e-06,2.3456410677421706e-05,0.0,8.869290273391276e-06
1793,8.958193510417395e-06,2.398419772881815e-05,0.0,8.958193510417395e-06
1794,8.790102648552939e-06,2.392718254538652e-05,9.979855672018596e-10,8.790102648552939e-06
1795,9.027955781805628e-06,2.4144691321583067e-05,9.979855672018596e-10,9.027955781805628e-06
1796,9.174249823575207e-06,2.433768947542246e-05,9.979855672018596e-10,9.174249823575207e-06
1797,9.403639523952734e-06,2.2880734312431222e-05,9.979855672018596e-10,9.403639523952734e-06
1798,9.571092700103431e-06,2.1526658331692617e-05,9.979855672018596e-10,9.571092700103431e-06
1799,9.604238974653917e-06,2.0892098161441807e-05,9.979855672018596e-10,9.604238974653917e-06
1800,9.310965521893064e-06,2.0213298869618613e-05,9.979855672018596e-10,9.310965521893064e-06
1801,9.313280185909076e-06,1.8986268644636895e-05,4.643404708356716e-10,9.313280185909076e-06
1802,9.367179180636803e-06,1.7828180066966786e-05,4.643404708356716e-10,9.367179180636803e-06
1803,9.331036121043976e-06,1.6675585876717897e-05,8.153404300920946e-10,9.331036121043976e-06
1804,9.598420287407602e-06,1.6155304235456113e-05,8.153404300920946e-10,9.598420287407602e-06
1805,9.15664804779226e-06,1.5489438737859018e-05,1.0750179318159375e-09,9.15664804779226e-06
1806,9.037852058619527e-06,1.469798085703847e-05,1.3335680337789313e-09,9.037852058619527e-06
1807,9.12153193764555e-06,1.3850648429070134e-05,1.5427892614232925e-09,9.12153193764555e-06
1808,8.812482129932115e-06,1.3195544592495675e-05,1.3138119798432918e-09,8.812482129932115e-06
1809,8.534404644576301e-06,1.2445560319715046e-05,1.3138119798432918e-09,8.534404644576301e-06
1810,8.467045388117964e-06,1.1648547635039514e-05,9.62812020586869e-10,8.467045388117964e-06
1811,8.311631713045894e-06,1.0520124825624017e-05,9.62812020586869e-10,8.311631713045894e-06
1812,8.602329736666953e-06,9.93843825978859e-06,9.418427783712347e-10,8.602329736666953e-06
1813,8.582113748291573e-06,9.868002052826341e-06,6.832926764082409e-10,8.582113748291573e-06
1814,8.748203591884313e-06,9.441828556841106e-06,6.830295852720627e-10,8.748203591884313e-06
1815,9.029439362555941e-06,8.769771674061693e-06,4.4766639601639165e-10,9.029439362555941e-06
1816,9.350916505874401e-06,8.522085733732507e-06,4.4766639601639165e-10,9.350916505874401e-06
1817,9.529425889403293e-06,8.169314177004189e-06,4.4766639601639165e-10,9.529425889403293e-06
1818,9.494156724291056e-06,8.062141595084021e-06,4.4766639601639165e-10,9.494156724291056e-06
1819,9.261431192239148e-06,7.698321821538099e-06,2.0895813650818289e-10,9.261431192239148e-06
1820,9.26463469243442e-06,6.587513131047931e-06,2.0895813650818289e-10,9.26463469243442e-06
1821,9.115669464725734e-06,6.315204245765926e-06,1.2855425454308796e-10,9.115669464725734e-06
1822,8.801040166872554e-06,6.069415771240269e-06,1.2855425454308796e-10,8.801040166872554e-06
1823,8.482903467665892e-06,5.734028815952895e-06,2.690170229437326e-10,8.482903467665892e-06
1824,8.242808040189889e-06,5.585250749261052e-06,2.690170229437326e-10,8.242808040189889e-06
1825,8.1062779437551e-06,5.402707821693704e-06,2.690170229437326e-10,8.1062779437551e-06
1826,8.064710267977457e-06,5.368886896966225e-06,2.690170229437326e-10,8.064710267977457e-06
1827,8.038398846110795e-06,5.235927671622319e-06,2.690170229437326e-10,8.038398846110795e-06
1828,8.16270832209349e-06,5.296066384679372e-06,1.4046276840064464e-10,8.16270832209349e-06
1829,8.041649510102746e-06,5.326694658184092e-06,2.8101132532043493e-10,8.041649510102746e-06
1830,8.235520129216769e-06,5.188543972118558e-06,1.405485569197903e-10,8.235520129216769e-06
1831,8.426494137633459e-06,5.116408764089491e-06,1.405485569197903e-10,8.426494137633459e-06
