ngram,bath,bat,bath,bat
1791,1.2854545665114919e-05,1.0396001796055185e-05,1.2854545665114919e-05,1.0396001796055185e-05
1792,1.236544124237428e-05,1.0585861153750947e-05,1.236544124237428e-05,1.0585861153750947e-05
1793,1.2777208732066875e-05,1.0764968335154532e-05,1.2777208732066875e-05,1.0764968335154532e-05
1794,1.2642333396278055e-05,1.0651902292530785e-05,1.2642333396278055e-05,1.0651902292530785e-05
1795,1.1711720487385588e-05,1.0276725333824288e-05,1.1711720487385588e-05,1.0276725333824288e-05
1796,1.20297503859287e-05,9.858189254633284e-06,1.20297503859287e-05,9.858189254633284e-06
1797,1.2259341799238297e-05,9.038225211302883e-06,1.2259341799238297e-05,9.038225211302883e-06
1798,1.2776375375064422e-05,8.297942388578252e-06,1.2776375375064422e-05,8.297942388578252e-06
1799,1.3724807493937468e-05,7.59740156094527e-06,1.3724807493937468e-05,7.59740156094527e-06
1800,1.3507151899310494e-05,7.114476959811457e-06,1.3507151899310494e-05,7.114476959811457e-06
1801,1.3612591698932062e-05,6.661717244631811e-06,1.3612591698932062e-05,6.661717244631811e-06
1802,1.3512743602664809e-05,6.493754491592492e-06,1.3512743602664809e-05,6.493754491592492e-06
1803,1.3024192542486293e-05,6.275207267338244e-06,1.3024192542486293e-05,6.275207267338244e-06
1804,1.3117480843253101e-05,6.248154802181359e-06,1.3117480843253101e-05,6.248154802181359e-06
1805,1.3006881480188376e-05,6.072724642893133e-06,1.3006881480188376e-05,6.072724642893133e-06
1806,1.3105350132848668e-05,6.05237430915752e-06,1.3105350132848668e-05,6.05237430915752e-06
1807,1.3562871962286799e-05,6.539604588137341e-06,1.3562871962286799e-05,6.539604588137341e-06
1808,1.3277577376616786e-05,6.438381205953192e-06,1.3277577376616786e-05,6.438381205953192e-06
1809,1.2839141683278804e-05,6.127722891895766e-06,1.2839141683278804e-05,6.127722891895766e-06
1810,1.2916263715721601e-05,6.138735053744833e-06,1.2916263715721601e-05,6.138735053744833e-06
1811,1.235825727365279e-05,5.927141111377361e-06,1.235825727365279e-05,5.927141111377361e-06
1812,1.207522642029549e-05,5.903199183064446e-06,1.207522642029549e-05,5.903199183064446e-06
1813,1.1193948012078181e-05,5.857013158155107e-06,1.1193948012078181e-05,5.857013158155107e-06
1814,1.0753578343220787e-05,5.184046845637827e-06,1.0753578343220787e-05,5.184046845637827e-06
1815,1.0952886051589822e-05,5.094330975095675e-06,1.0952886051589822e-05,5.094330975095675e-06
1816,1.1435071688278445e-05,5.230014331963113e-06,1.1435071688278445e-05,5.230014331963113e-06
1817,1.1295162689098756e-05,5.149723360123712e-06,1.1295162689098756e-05,5.149723360123712e-06
1818,1.1729871533004501e-05,5.627624432236189e-06,1.1729871533004501e-05,5.627624432236189e-06
1819,1.1690914366876573e-05,5.853970508594232e-06,1.1690914366876573e-05,5.853970508594232e-06
1820,1.155436465134179e-05,5.98313629650095e-06,1.155436465134179e-05,5.98313629650095e-06
1821,1.1631271653251523e-05,6.0840989785252276e-06,1.1631271653251523e-05,6.0840989785252276e-06
1822,1.1333481519873853e-05,6.11764835412032e-06,1.1333481519873853e-05,6.11764835412032e-06
1823,1.0943770186193952e-05,5.980928563076304e-06,1.0943770186193952e-05,5.980928563076304e-06
1824,1.0732513666360838e-05,5.820636358423924e-06,1.0732513666360838e-05,5.820636358423924e-06
1825,1.0347966703453235e-05,5.171758467830452e-06,1.0347966703453235e-05,5.171758467830452e-06
1826,1.034200314669371e-05,4.732363842257266e-06,1.034200314669371e-05,4.732363842257266e-06
1827,1.0348657269787509e-05,4.286833992799595e-06,1.0348657269787509e-05,4.286833992799595e-06
1828,1.0336454059662564e-05,4.147441846466141e-06,1.0336454059662564e-05,4.147441846466141e-06
1829,1.0105912614173057e-05,3.866927207647157e-06,1.0105912614173057e-05,3.866927207647157e-06
1830,1.0115626927082693e-05,3.7183123302903757e-06,1.0115626927082693e-05,3.7183123302903757e-06
1831,1.0121050893628438e-05,3.6868428391504234e-06,1.0121050893628438e-05,3.6868428391504234e-06
1832,1.0252114407194313e-05,3.710011372147294e-06,1.0252114407194313e-05,3.710011372147294e-06
1833,1.0074269734364602e-05,3.589067936055861e-06,1.0074269734364602e-05,3.589067936055861e-06
1834,1.0076496047466727e-05,3.5536485419080625e-06,1.0076496047466727e-05,3.5536485419080625e-06
1835,9.893264827301859e-06,3.4748033743068973e-06,9.893264827301859e-06,3.4748033743068973e-06
1836,1.020742521567237e-05,3.52843799841399e-06,1.020742521567237e-05,3.52843799841399e-06
1837,1.0046217149855302e-05,3.5045152019717662e-06,1.0046217149855302e-05,3.5045152019717662e-06
1838,1.0243271650064603e-05,3.477060902566466e-06,1.0243271650064603e-05,3.477060902566466e-06
1839,1.0509390969153693e-05,3.4002481957681345e-06,1.0509390969153693e-05,3.4002481957681345e-06
1840,1.059015124025921e-05,3.5177347074620357e-06,1.059015124025921e-05,3.5177347074620357e-06
1841,1.0666698342122669e-05,3.5433336376757197e-06,1.0666698342122669e-05,3.5433336376757197e-06
1842,1.0983726886999129e-05,3.6690202510466667e-06,1.0983726886999129e-05,3.6690202510466667e-06
1843,1.1056899503663381e-05,3.678777992328313e-06,1.1056899503663381e-05,3.678777992328313e-06
1844,1.1411316336307209e-05,3.694176387268401e-06,1.1411316336307209e-05,3.694176387268401e-06
1845,1.1377100495987438e-05,3.6111851581413897e-06,1.1377100495987438e-05,3.6111851581413897e-06
1846,1.1166077976148309e-05,3.5717210136811317e-06,1.1166077976148309e-05,3.5717210136811317e-06
1847,1.1788507695850317e-05,3.666407077876751e-06,1.1788507695850317e-05,3.666407077876751e-06
1848,1.1898542522560871e-05,3.8088694509497145e-06,1.1898542522560871e-05,3.8088694509497145e-06
1849,1.2014775685591822e-05,3.903443972116552e-06,1.2014775685591822e-05,3.903443972116552e-06
1850,1.2364574104140047e-05,4.030191121273674e-06,1.2364574104140047e-05,4.030191121273674e-06
1851,1.2618689912155137e-05,4.31053750357283e-06,1.2618689912155137e-05,4.31053750357283e-06
1852,1.2822174409978158e-05,4.550843219216663e-06,1.2822174409978158e-05,4.550843219216663e-06
1853,1.2984708129286965e-05,4.8257960380786765e-06,1.2984708129286965e-05,4.8257960380786765e-06
1854,1.2890161217780718e-05,4.949147296429146e-06,1.2890161217780718e-05,4.949147296429146e-06
1855,1.3173162317668488e-05,5.016277360222635e-06,1.3173162317668488e-05,5.016277360222635e-06
1856,1.378642225193159e-05,5.125802739972382e-06,1.378642225193159e-05,5.125802739972382e-06
1857,1.4229762720268419e-05,5.2490920227553166e-06,1.4229762720268419e-05,5.2490920227553166e-06
1858,1.4566744019768002e-05,5.190849930970996e-06,1.4566744019768002e-05,5.190849930970996e-06
1859,1.4886395417436557e-05,5.3805424613528885e-06,1.4886395417436557e-05,5.3805424613528885e-06
1860,1.504169917357753e-05,5.473056002561602e-06,1.504169917357753e-05,5.473056002561602e-06
1861,1.5213377602257034e-05,5.500130880266495e-06,1.5213377602257034e-05,5.500130880266495e-06
1862,1.5351770473768867e-05,5.5764731509303345e-06,1.5351770473768867e-05,5.5764731509303345e-06
1863,1.4930095728362045e-05,5.55864621024479e-06,1.4930095728362045e-05,5.55864621024479e-06
1864,1.4625694477997189e-05,5.741212524818755e-06,1.4625694477997189e-05,5.741212524818755e-06
1865,1.4334986579862224e-05,5.8245695332256475e-06,1.4334986579862224e-05,5.8245695332256475e-06
1866,1.4055602800259034e-05,5.810038536375421e-06,1.4055602800259034e-05,5.810038536375421e-06
1867,1.403677898841644e-05,5.766040171043382e-06,1.403677898841644e-05,5.766040171043382e-06
1868,1.407686665645867e-05,5.837968274136074e-06,1.407686665645867e-05,5.837968274136074e-06
1869,1.4069581733825284e-05,5.879190601782673e-06,1.4069581733825284e-05,5.879190601782673e-06
1870,1.4409329196496401e-05,5.916080421489564e-06,1.4409329196496401e-05,5.916080421489564e-06
1871,1.4717562537823272e-05,5.780780286711108e-06,1.4717562537823272e-05,5.780780286711108e-06
1872,1.5044159876457083e-05,5.8009488514341816e-06,1.5044159876457083e-05,5.8009488514341816e-06
1873,1.5404953826094114e-05,5.786408434817401e-06,1.5404953826094114e-05,5.786408434817401e-06
1874,1.5693090322851537e-05,5.835749496847191e-06,1.5693090322851537e-05,5.835749496847191e-06
1875,1.581401829753304e-05,5.741369152799182e-06,1.581401829753304e-05,5.741369152799182e-06
1876,1.6106086799741854e-05,5.633331511489814e-06,1.6106086799741854e-05,5.633331511489814e-06
1877,1.6013249738274942e-05,5.619693898292358e-06,1.6013249738274942e-05,5.619693898292358e-06
1878,1.603694337453427e-05,5.507428535825706e-06,1.603694337453427e-05,5.507428535825706e-06
1879,1.6197941087219598e-05,5.425561149812503e-06,1.6197941087219598e-05,5.425561149812503e-06
1880,1.6391747132209794e-05,5.272022398068137e-06,1.6391747132209794e-05,5.272022398068137e-06
1881,1.6621469122973004e-05,5.167091200876582e-06,1.6621469122973004e-05,5.167091200876582e-06
1882,1.6771714009727085e-05,5.2073689533114835e-06,1.6771714009727085e-05,5.2073689533114835e-06
1883,1.6657073241991123e-05,5.21205746346303e-06,1.6657073241991123e-05,5.21205746346303e-06
1884,1.696506426794388e-05,5.13315470535807e-06,1.696506426794388e-05,5.13315470535807e-06
1885,1.6850621250341646e-05,5.271347423071607e-06,1.6850621250341646e-05,5.271347423071607e-06
1886,1.6768266764951738e-05,5.287430017883058e-06,1.6768266764951738e-05,5.287430017883058e-06
1887,1.6900661129121935e-05,5.385228502875959e-06,1.6900661129121935e-05,5.385228502875959e-06
1888,1.718678530388778e-05,5.401428812287382e-06,1.718678530388778e-05,5.401428812287382e-06
1889,1.7365983564689357e-05,5.2652219112912594e-06,1.7365983564689357e-05,5.2652219112912594e-06
1890,1.7578138795215636e-05,5.190314303555559e-06,1.7578138795215636e-05,5.190314303555559e-06
1891,1.7796226269898136e-05,5.083480508411802e-06,1.7796226269898136e-05,5.083480508411802e-06
1892,1.8115571687563454e-05,4.852085891928125e-06,1.8115571687563454e-05,4.852085891928125e-06
1893,1.8534843807823824e-05,4.656337621002292e-06,1.8534843807823824e-05,4.656337621002292e-06
1894,1.880726423613461e-05,4.453418049316886e-06,1.880726423613461e-05,4.453418049316886e-06
1895,1.8831968970646684e-05,4.244836061064104e-06,1.8831968970646684e-05,4.244836061064104e-06
1896,1.896227487512598e-05,4.12725515681294e-06,1.896227487512598e-05,4.12725515681294e-06
1897,1.9183122796156177e-05,3.990416806638157e-06,1.9183122796156177e-05,3.990416806638157e-06
1898,1.9195777765292276e-05,3.976725013542039e-06,1.9195777765292276e-05,3.976725013542039e-06
1899,1.955788684426807e-05,3.92000866408385e-06,1.955788684426807e-05,3.92000866408385e-06
1900,1.9609917217167094e-05,3.954238926391034e-06,1.9609917217167094e-05,3.954238926391034e-06
1901,1.972995726516404e-05,3.820215364872378e-06,1.972995726516404e-05,3.820215364872378e-06
1902,1.968161060566282e-05,3.731291047058351e-06,1.968161060566282e-05,3.731291047058351e-06
1903,1.9704779853262672e-05,3.577229498270234e-06,1.9704779853262672e-05,3.577229498270234e-06
1904,1.980329839820375e-05,3.4916722597699845e-06,1.980329839820375e-05,3.4916722597699845e-06
1905,1.996666859278256e-05,3.2815879486796414e-06,1.996666859278256e-05,3.2815879486796414e-06
1906,2.0171085062819266e-05,3.1284916661076878e-06,2.0171085062819266e-05,3.1284916661076878e-06
1907,2.0444058463908732e-05,2.9776421927506036e-06,2.0444058463908732e-05,2.9776421927506036e-06
1908,2.028648356956962e-05,2.941271954374055e-06,2.028648356956962e-05,2.941271954374055e-06
1909,2.039758770219383e-05,2.8750313763989003e-06,2.039758770219383e-05,2.8750313763989003e-06
1910,2.0571772048632348e-05,2.832775700361318e-06,2.0571772048632348e-05,2.832775700361318e-06
1911,2.0686241571508746e-05,2.7818124246031014e-06,2.0686241571508746e-05,2.7818124246031014e-06
1912,2.070625045494775e-05,2.705581632004136e-06,2.070625045494775e-05,2.705581632004136e-06
1913,2.0659222302908476e-05,2.6425165872621747e-06,2.0659222302908476e-05,2.6425165872621747e-06
1914,2.0619977606526974e-05,2.508174377778362e-06,2.0619977606526974e-05,2.508174377778362e-06
1915,2.066131881812388e-05,2.492375382904096e-06,2.066131881812388e-05,2.492375382904096e-06
1916,2.0616437853147674e-05,2.506688880592784e-06,2.0616437853147674e-05,2.506688880592784e-06
1917,2.0825036959390024e-05,2.5002145451123525e-06,2.0825036959390024e-05,2.5002145451123525e-06
1918,2.0838189811911434e-05,2.5133627202324405e-06,2.0838189811911434e-05,2.5133627202324405e-06
1919,2.0859428851898493e-05,2.5398515910118088e-06,2.0859428851898493e-05,2.5398515910118088e-06
1920,2.065877093368077e-05,2.6149956998519234e-06,2.065877093368077e-05,2.6149956998519234e-06
1921,2.0397706716071946e-05,2.6772599020270197e-06,2.0397706716071946e-05,2.6772599020270197e-06
1922,2.028227598722359e-05,2.6793454383420922e-06,2.028227598722359e-05,2.6793454383420922e-06
1923,2.010741575629384e-05,2.7354878966434626e-06,2.010741575629384e-05,2.7354878966434626e-06
1924,1.960324984143621e-05,2.779927399387816e-06,1.960324984143621e-05,2.779927399387816e-06
1925,1.940418639735851e-05,2.7628392607376943e-06,1.940418639735851e-05,2.7628392607376943e-06
1926,1.9149828014113674e-05,2.805467764639096e-06,1.9149828014113674e-05,2.805467764639096e-06
1927,1.8991728990970713e-05,2.8076395080591155e-06,1.8991728990970713e-05,2.8076395080591155e-06
1928,1.882447057661401e-05,2.777190664866274e-06,1.882447057661401e-05,2.777190664866274e-06
1929,1.8687106473537695e-05,2.7437295752211606e-06,1.8687106473537695e-05,2.7437295752211606e-06
1930,1.8708685924398844e-05,2.6492505185160553e-06,1.8708685924398844e-05,2.6492505185160553e-06
1931,1.8554989635179352e-05,2.614951979142331e-06,1.8554989635179352e-05,2.614951979142331e-06
1932,1.8431373713870664e-05,2.632273955376669e-06,1.8431373713870664e-05,2.632273955376669e-06
1933,1.8297117484118125e-05,2.677944459199872e-06,1.8297117484118125e-05,2.677944459199872e-06
1934,1.818637559024085e-05,2.6557179028584088e-06,1.818637559024085e-05,2.6557179028584088e-06
1935,1.824878719552154e-05,2.7572133538862024e-06,1.824878719552154e-05,2.7572133538862024e-06
1936,1.8197994774839443e-05,2.741958236843597e-06,1.8197994774839443e-05,2.741958236843597e-06
1937,1.8055279204937896e-05,2.7872556529473513e-06,1.8055279204937896e-05,2.7872556529473513e-06
1938,1.7888295977692386e-05,2.7797455978933224e-06,1.7888295977692386e-05,2.7797455978933224e-06
1939,1.797580391991817e-05,2.814137392955932e-06,1.797580391991817e-05,2.814137392955932e-06
1940,1.787137625797186e-05,2.763098629137468e-06,1.787137625797186e-05,2.763098629137468e-06
1941,1.7902190977890443e-05,2.7955539475702347e-06,1.7902190977890443e-05,2.7955539475702347e-06
1942,1.7686701539787464e-05,2.7648035419198484e-06,1.7686701539787464e-05,2.7648035419198484e-06
1943,1.772618738219275e-05,2.8272725428126122e-06,1.772618738219275e-05,2.8272725428126122e-06
1944,1.7604588979988227e-05,2.8240950931441537e-06,1.7604588979988227e-05,2.8240950931441537e-06
1945,1.794506949538897e-05,2.8631462945278533e-06,1.794506949538897e-05,2.8631462945278533e-06
1946,1.7858335403226583e-05,2.8116197492116564e-06,1.7858335403226583e-05,2.8116197492116564e-06
1947,1.795081074565782e-05,2.836996015633174e-06,1.795081074565782e-05,2.836996015633174e-06
1948,1.7686354632522644e-05,2.869283597257371e-06,1.7686354632522644e-05,2.869283597257371e-06
1949,1.758843531466222e-05,2.8862085465724315e-06,1.758843531466222e-05,2.8862085465724315e-06
1950,1.733407069488229e-05,2.9114253915655093e-06,1.733407069488229e-05,2.9114253915655093e-06
1951,1.732103321826019e-05,2.9526648372016747e-06,1.732103321826019e-05,2.9526648372016747e-06
1952,1.7072037475632635e-05,2.937217491957459e-06,1.7072037475632635e-05,2.937217491957459e-06
1953,1.6639288722737028e-05,2.9790488237527564e-06,1.6639288722737028e-05,2.9790488237527564e-06
1954,1.6124974276213573e-05,2.942473396875097e-06,1.6124974276213573e-05,2.942473396875097e-06
1955,1.6016119453914663e-05,2.9119168760059566e-06,1.6016119453914663e-05,2.9119168760059566e-06
1956,1.5784260410457917e-05,2.8594543631957744e-06,1.5784260410457917e-05,2.8594543631957744e-06
1957,1.568699047181456e-05,2.8341620951063566e-06,1.568699047181456e-05,2.8341620951063566e-06
1958,1.54987307853714e-05,2.789703915238663e-06,1.54987307853714e-05,2.789703915238663e-06
1959,1.5243149521536128e-05,2.7975115049879866e-06,1.5243149521536128e-05,2.7975115049879866e-06
1960,1.5241741363882153e-05,2.7875590668762536e-06,1.5241741363882153e-05,2.7875590668762536e-06
1961,1.5245740282158035e-05,2.8057126136055947e-06,1.5245740282158035e-05,2.8057126136055947e-06
1962,1.4952137592315142e-05,2.795681179382622e-06,1.4952137592315142e-05,2.795681179382622e-06
1963,1.465477648058108e-05,2.8437707117388655e-06,1.465477648058108e-05,2.8437707117388655e-06
1964,1.422408669376247e-05,2.830754250940767e-06,1.422408669376247e-05,2.830754250940767e-06
1965,1.3756817939533253e-05,2.8370562371752124e-06,1.3756817939533253e-05,2.8370562371752124e-06
1966,1.3213546221127867e-05,2.837553308511685e-06,1.3213546221127867e-05,2.837553308511685e-06
1967,1.2915232738513233e-05,2.8365201874943783e-06,1.2915232738513233e-05,2.8365201874943783e-06
1968,1.251754812463852e-05,2.8474994776063667e-06,1.251754812463852e-05,2.8474994776063667e-06
1969,1.2180617886770051e-05,2.8633301423854263e-06,1.2180617886770051e-05,2.8633301423854263e-06
1970,1.1901031549703995e-05,2.8130780265200883e-06,1.1901031549703995e-05,2.8130780265200883e-06
1971,1.1675904196246328e-05,2.8071083306713263e-06,1.1675904196246328e-05,2.8071083306713263e-06
1972,1.1430891390773468e-05,2.789022216477731e-06,1.1430891390773468e-05,2.789022216477731e-06
1973,1.1254650416958611e-05,2.783182058660064e-06,1.1254650416958611e-05,2.783182058660064e-06
1974,1.075470598672317e-05,2.764498276519589e-06,1.075470598672317e-05,2.764498276519589e-06
1975,1.0462254847100536e-05,2.751783410660989e-06,1.0462254847100536e-05,2.751783410660989e-06
1976,1.0325238430855929e-05,2.7499029329192126e-06,1.0325238430855929e-05,2.7499029329192126e-06
1977,1.0206545084656682e-05,2.7691928283145117e-06,1.0206545084656682e-05,2.7691928283145117e-06
1978,1.0132258986621829e-05,2.8085523808840662e-06,1.0132258986621829e-05,2.8085523808840662e-06
1979,1.007710008187652e-05,2.8287320544352823e-06,1.007710008187652e-05,2.8287320544352823e-06
1980,1.0296344044036232e-05,2.8546779243957384e-06,1.0296344044036232e-05,2.8546779243957384e-06
1981,1.0313619246257336e-05,2.886022554905919e-06,1.0313619246257336e-05,2.886022554905919e-06
1982,1.0410053619125392e-05,2.9063034422246607e-06,1.0410053619125392e-05,2.9063034422246607e-06
1983,1.0378520918103667e-05,2.929217674006525e-06,1.0378520918103667e-05,2.929217674006525e-06
1984,1.0464983201278041e-05,2.986092990145802e-06,1.0464983201278041e-05,2.986092990145802e-06
1985,1.0443332030263264e-05,2.9903496202418215e-06,1.0443332030263264e-05,2.9903496202418215e-06
1986,1.0407027990108223e-05,3.055686810122487e-06,1.0407027990108223e-05,3.055686810122487e-06
1987,1.0274671434932056e-05,3.128059915979975e-06,1.0274671434932056e-05,3.128059915979975e-06
1988,1.032437713937335e-05,3.228285420066511e-06,1.032437713937335e-05,3.228285420066511e-06
1989,1.03915238339271e-05,3.31039772001012e-06,1.03915238339271e-05,3.31039772001012e-06
1990,1.0610273810535936e-05,3.3822663161637526e-06,1.0610273810535936e-05,3.3822663161637526e-06
1991,1.064632319217448e-05,3.4878694350481965e-06,1.064632319217448e-05,3.4878694350481965e-06
1992,1.0696215472957452e-05,3.6077357695571014e-06,1.0696215472957452e-05,3.6077357695571014e-06
1993,1.0880197935745986e-05,3.712285336275402e-06,1.0880197935745986e-05,3.712285336275402e-06
1994,1.0952344772314454e-05,3.8011945499809892e-06,1.0952344772314454e-05,3.8011945499809892e-06
1995,1.1061915496871474e-05,3.895742955657104e-06,1.1061915496871474e-05,3.895742955657104e-06
1996,1.1062635946603092e-05,4.035506273274743e-06,1.1062635946603092e-05,4.035506273274743e-06
1997,1.0981757311258531e-05,4.23669540136221e-06,1.0981757311258531e-05,4.23669540136221e-06
1998,1.0934603908806042e-05,4.3671218788534e-06,1.0934603908806042e-05,4.3671218788534e-06
1999,1.0872240116961101e-05,4.491988420340931e-06,1.0872240116961101e-05,4.491988420340931e-06
2000,1.0858578207262326e-05,4.601682381430042e-06,1.0858578207262326e-05,4.601682381430042e-06
2001,1.0831274656603845e-05,4.788651624819197e-06,1.0831274656603845e-05,4.788651624819197e-06
2002,1.0735842027185885e-05,4.972819559562984e-06,1.0735842027185885e-05,4.972819559562984e-06
2003,1.0738972507949387e-05,5.0783567400815495e-06,1.0738972507949387e-05,5.0783567400815495e-06
2004,1.0702036239048798e-05,5.202915677468159e-06,1.0702036239048798e-05,5.202915677468159e-06
2005,1.0807457329065073e-05,5.426911294697285e-06,1.0807457329065073e-05,5.426911294697285e-06
2006,1.1045689331824957e-05,5.84022122244018e-06,1.1045689331824957e-05,5.84022122244018e-06
2007,1.1232530336461163e-05,6.131060412631736e-06,1.1232530336461163e-05,6.131060412631736e-06
2008,1.1607602703276956e-05,6.358085621676375e-06,1.1607602703276956e-05,6.358085621676375e-06
2009,1.2010737399188137e-05,6.455104864601578e-06,1.2010737399188137e-05,6.455104864601578e-06
2010,1.2372476703603752e-05,6.552775110841529e-06,1.2372476703603752e-05,6.552775110841529e-06
2011,1.2757600805863539e-05,6.690967698627251e-06,1.2757600805863539e-05,6.690967698627251e-06
2012,1.3001095534751325e-05,6.787149686715566e-06,1.3001095534751325e-05,6.787149686715566e-06
2013,1.302477215046695e-05,6.550840485683043e-06,1.302477215046695e-05,6.550840485683043e-06
2014,1.3015677593232664e-05,6.4600035329931416e-06,1.3015677593232664e-05,6.4600035329931416e-06
2015,1.2746542389712496e-05,6.372982885035786e-06,1.2746542389712496e-05,6.372982885035786e-06
2016,1.2737352725317968e-05,6.298061439987837e-06,1.2737352725317968e-05,6.298061439987837e-06
2017,1.2657986038296562e-05,6.375822143430317e-06,1.2657986038296562e-05,6.375822143430317e-06
2018,1.2478909957280848e-05,6.295883849816164e-06,1.2478909957280848e-05,6.295883849816164e-06
2019,1.2341730098341941e-05,6.104509907345346e-06,1.2341730098341941e-05,6.104509907345346e-06
