ngram,proposal,proposl,propoal,propsal
1734,2.5520149457796445e-06,0.0,0.0,0.0
1735,2.687289760875241e-06,0.0,0.0,0.0
1736,2.97469226292638e-06,0.0,0.0,0.0
1737,3.4603989271480325e-06,0.0,0.0,0.0
1738,4.232392452000308e-06,0.0,0.0,0.0
1739,4.584628446277098e-06,0.0,0.0,0.0
1740,4.16981850191535e-06,0.0,0.0,0.0
1741,4.3421436138097695e-06,0.0,0.0,0.0
1742,4.451294444152154e-06,0.0,0.0,0.0
1743,4.75035039926297e-06,0.0,0.0,0.0
1744,5.222203006789121e-06,0.0,0.0,0.0
1745,5.111724671483639e-06,0.0,0.0,0.0
1746,5.997274521567826e-06,0.0,0.0,0.0
1747,6.741714384718632e-06,0.0,0.0,0.0
1748,7.601224394550497e-06,0.0,0.0,0.0
1749,8.625749485093235e-06,0.0,0.0,0.0
1750,9.579823784276544e-06,0.0,0.0,0.0
1751,1.0827462769416993e-05,0.0,0.0,0.0
1752,1.1603164888843562e-05,0.0,0.0,0.0
1753,1.1583834358524265e-05,0.0,0.0,0.0
1754,1.3335742161351455e-05,0.0,0.0,0.0
1755,1.5927122019223005e-05,0.0,0.0,0.0
1756,1.805287826885303e-05,0.0,0.0,0.0
1757,1.9112665021176717e-05,0.0,0.0,0.0
1758,2.105205411291016e-05,0.0,0.0,0.0
1759,2.2129548077438293e-05,0.0,0.0,0.0
1760,2.284889316277778e-05,0.0,0.0,0.0
1761,2.2137640501439038e-05,0.0,0.0,0.0
1762,2.019808354296921e-05,0.0,0.0,0.0
1763,1.8785142726431203e-05,0.0,0.0,0.0
1764,1.8875344591963638e-05,0.0,0.0,0.0
1765,1.7229261305016864e-05,0.0,0.0,0.0
1766,1.6743548517946954e-05,0.0,0.0,0.0
1767,1.767656794982031e-05,0.0,0.0,0.0
1768,1.742170908463387e-05,0.0,0.0,0.0
1769,1.715650718584324e-05,0.0,0.0,0.0
1770,1.7232000183347346e-05,0.0,0.0,0.0
1771,1.6972734946258633e-05,0.0,0.0,0.0
1772,1.7436684304682005e-05,0.0,0.0,0.0
1773,1.7283427431331283e-05,0.0,0.0,0.0
1774,1.6552157311317777e-05,0.0,0.0,0.0
1775,1.7233167194977534e-05,2.8886891608895635e-09,0.0,0.0
1776,1.7723988483859493e-05,2.8886891608895635e-09,0.0,0.0
1777,1.7588961522311104e-05,2.8886891608895635e-09,0.0,0.0
1778,1.7135627006479937e-05,5.669832857181843e-09,0.0,0.0
1779,1.6399063367446486e-05,5.669832857181843e-09,0.0,0.0
1780,1.6820116798044182e-05,5.669832857181843e-09,0.0,0.0
1781,1.6967793271760456e-05,5.669832857181843e-09,0.0,0.0
1782,1.6946707806450183e-05,2.7811436962922797e-09,0.0,0.0
1783,1.7638702047406696e-05,2.7811436962922797e-09,0.0,0.0
1784,1.852693068420714e-05,2.7811436962922797e-09,0.0,0.0
1785,1.8915890385479933e-05,0.0,0.0,0.0
1786,1.9376582193737185e-05,0.0,0.0,0.0
1787,1.9048037626946878e-05,1.2891416188511228e-09,0.0,0.0
1788,1.8532593847859452e-05,1.2891416188511228e-09,0.0,0.0
1789,1.8414251436687274e-05,1.2891416188511228e-09,0.0,0.0
1790,1.7826029761636164e-05,2.393990022093411e-09,0.0,0.0
1791,1.6934907372550307e-05,2.393990022093411e-09,0.0,0.0
1792,1.6754749205054914e-05,2.393990022093411e-09,0.0,1.0882620519022827e-09
1793,1.595710585076761e-05,2.393990022093411e-09,0.0,1.0882620519022827e-09
1794,1.5862034290746253e-05,2.102833970444148e-09,1.9959711344037193e-09,1.0882620519022827e-09
1795,1.6100421297388884e-05,2.102833970444148e-09,2.909243258995632e-09,1.0882620519022827e-09
1796,1.614983258540243e-05,2.102833970444148e-09,2.909243258995632e-09,1.0882620519022827e-09
1797,1.693149312943985e-05,9.979855672018596e-10,2.909243258995632e-09,1.0882620519022827e-09
1798,1.752277304538958e-05,1.5766422453314784e-09,2.909243258995632e-09,1.0882620519022827e-09
1799,1.799945403035963e-05,1.5766422453314784e-09,2.909243258995632e-09,0.0
1800,1.8477810694353787e-05,1.5766422453314784e-09,3.320907168305861e-09,4.116639093102289e-10
1801,1.917560335381755e-05,5.786566781296187e-10,1.3249360339021417e-09,4.116639093102289e-10
1802,1.9841398170683533e-05,5.786566781296187e-10,8.457907073124358e-10,4.116639093102289e-10
1803,2.011824368050189e-05,9.296566373860417e-10,8.457907073124358e-10,4.116639093102289e-10
1804,1.950938816922384e-05,9.296566373860417e-10,8.457907073124358e-10,4.116639093102289e-10
1805,1.9552179115375372e-05,3.5099995925642295e-10,1.1054682090362787e-09,4.116639093102289e-10
1806,1.927457664610951e-05,3.5099995925642295e-10,1.3640183109992726e-09,4.116639093102289e-10
1807,1.9619757689984647e-05,3.5099995925642295e-10,9.523544016890435e-10,0.0
1808,1.957729338235887e-05,5.86363148512094e-10,9.523544016890435e-10,2.35363189255671e-10
1809,2.0494964701356366e-05,9.482127781369952e-10,8.800772333117379e-10,2.5873857659572e-09
1810,2.0533583405527418e-05,5.972128188805722e-10,8.800772333117379e-10,2.5873857659572e-09
1811,2.1030164654283518e-05,8.31596759707866e-10,1.1144611741390316e-09,2.5873857659572e-09
1812,2.1129506162001883e-05,8.31596759707866e-10,8.547836724151889e-10,2.5873857659572e-09
1813,2.1422105419333093e-05,8.31596759707866e-10,7.902129744203584e-10,2.5873857659572e-09
1814,2.1672153577258412e-05,8.31596759707866e-10,9.991711109285412e-10,2.7963439024653827e-09
1815,2.191066908250962e-05,5.96233570452195e-10,9.991711109285412e-10,2.560980713209712e-09
1816,2.08545718903354e-05,2.343839408272938e-10,6.373214813036401e-10,2.0895813650818289e-10
1817,2.161029156663322e-05,2.343839408272938e-10,6.373214813036401e-10,2.0895813650818289e-10
1818,2.1175694720503608e-05,1.790348662973023e-10,5.819724067736485e-10,2.0895813650818289e-10
1819,2.0931357149882907e-05,3.29332307456655e-10,5.819724067736485e-10,2.0895813650818289e-10
1820,2.0743209461215883e-05,3.29332307456655e-10,3.879930028054852e-10,2.0895813650818289e-10
1821,2.035501321578132e-05,8.435493256290069e-10,3.0758912084039025e-10,0.0
1822,2.0104347381025684e-05,9.683182271886486e-10,4.32358022400032e-10,0.0
1823,1.9927467032435482e-05,9.683182271886486e-10,4.32358022400032e-10,0.0
1824,1.925778243665783e-05,1.2365582605485974e-09,5.664780390800064e-10,0.0
1825,1.938935643660703e-05,1.1841401985941096e-09,3.8744317278270405e-10,0.0
1826,1.938401796256325e-05,1.1523410003988488e-09,7.429379175353087e-10,1.1849824296409191e-10
1827,1.914902583978671e-05,1.1523410003988488e-09,7.429379175353087e-10,1.1849824296409191e-10
1828,1.9000112193420398e-05,7.48453291407206e-10,6.143836629922208e-10,2.28827552144801e-10
1829,1.899860321178234e-05,6.939586683074594e-10,6.301633183523694e-10,3.693761090645913e-10
1830,1.885471959082809e-05,7.892632103434494e-10,8.207724024243492e-10,4.646806511005812e-10
1831,1.8368336636090783e-05,5.210231769835007e-10,6.866523857443748e-10,4.646806511005812e-10
1832,1.8059179118219098e-05,3.944063726406861e-10,6.866523857443748e-10,5.498301100129563e-10
1833,1.7848908100859262e-05,2.7590812967659417e-10,3.3115764099177017e-10,5.962883916791181e-10
1834,1.7651009069855457e-05,4.420285169638914e-10,3.3115764099177017e-10,5.962883916791181e-10
1835,1.7517984295929117e-05,3.316992077831823e-10,4.1494104184382405e-10,5.697424833504629e-10
1836,1.7136922386790892e-05,3.3648610881747183e-10,2.743924849240338e-10,4.2919392643067257e-10
1837,1.723090826999396e-05,2.411815667814819e-10,8.37834008520539e-11,3.3388938439468264e-10
1838,1.7257511509732077e-05,3.9383306140093413e-10,2.364348954715061e-10,4.102151317044088e-10
1839,1.7378254727061305e-05,1.000084554852216e-09,3.1221633215291634e-10,4.766285461548542e-10
1840,1.736879520259598e-05,1.1512564869674081e-09,3.878022982105124e-10,3.116720215246005e-10
1841,1.756033686563439e-05,1.0551137106874974e-09,4.577799092178988e-10,3.816496325319869e-10
1842,1.77911356981245e-05,1.1767445906585294e-09,3.739965083658449e-10,2.97866231679933e-10
1843,1.7848320827137547e-05,1.1016834111643448e-09,4.395710382988836e-10,3.634407616129717e-10
1844,1.778792258327095e-05,1.3020319743008356e-09,4.395710382988836e-10,3.634407616129717e-10
1845,1.7903108528116718e-05,1.1493804796813833e-09,3.536583089872433e-10,3.5385377961105746e-10
1846,1.7859448105030295e-05,6.083494858659983e-10,2.7787687230583305e-10,2.675114058841339e-10
1847,1.783799910169494e-05,6.995994141144126e-10,3.2350183643004016e-10,2.675114058841339e-10
1848,1.7794009701382102e-05,6.843094781304262e-10,2.5352422542265375e-10,1.975337948767475e-10
1849,1.7611834274638178e-05,6.701576714198052e-10,3.072637620528594e-10,1.975337948767475e-10
1850,1.818830839640993e-05,9.075072082698199e-10,4.790387689698353e-10,1.319592649437088e-10
1851,1.8139156444314203e-05,8.000158353243287e-10,5.718959591608349e-10,1.783878600392086e-10
1852,1.8315980144377265e-05,8.000158353243287e-10,7.074034770658346e-10,1.5273730137797615e-09
1853,1.829680851577515e-05,8.313140176241518e-10,7.556628180336946e-10,1.4621525141438647e-09
1854,1.8338069951693926e-05,7.403977431152953e-10,8.364593303714482e-10,1.4621525141438647e-09
1855,1.8559043902704226e-05,7.382118170719463e-10,1.2564733222118564e-09,1.4621525141438647e-09
1856,1.874105094300051e-05,6.80431548407055e-10,1.351830203333293e-09,1.6609477325259446e-09
1857,1.849435726139096e-05,6.356189186096373e-10,1.4032860270621735e-09,1.6609477325259446e-09
1858,1.879946908697353e-05,6.003652416478441e-10,1.5408428897879999e-09,2.3633648213053758e-09
1859,1.8704255126067437e-05,9.050121842411687e-10,1.3385966065751882e-09,9.476409022570108e-10
1860,1.907749330192538e-05,8.694887111891449e-10,1.4123276833747207e-09,1.008636111140707e-09
1861,1.965479168575257e-05,1.0004165353270723e-09,1.3232936016801693e-09,1.0651227915532096e-09
1862,1.9817526013607028e-05,1.0036330576136875e-09,1.1818709820334205e-09,1.0651227915532096e-09
1863,1.9942057406296954e-05,9.539342530181676e-10,1.1282503264986588e-09,8.663275731711297e-10
1864,2.0629969055465024e-05,8.555875888724021e-10,9.33635208826595e-10,8.663275731711297e-10
1865,2.112576735921071e-05,1.0191168385377735e-09,7.474477069026517e-10,1.6170844028908149e-10
1866,2.149887170941968e-05,8.029491357522797e-10,9.244061865183134e-10,5.156253995204046e-10
1867,2.169096582552551e-05,1.0444411367517758e-09,8.456282261727819e-10,4.546301906367083e-10
1868,2.1967878378096168e-05,9.412545187714727e-10,9.567133513981624e-10,4.877669062303929e-10
1869,2.222383825158301e-05,1.0042939020087666e-09,8.364655238298927e-10,4.877669062303929e-10
1870,2.2292019171540494e-05,1.088766822730593e-09,1.0788814445003174e-09,5.30003366591306e-10
1871,2.1625860556793797e-05,1.075728704526467e-09,1.1064193846824617e-09,5.30003366591306e-10
1872,2.135826252924744e-05,8.955476519087061e-10,1.144096254243213e-09,4.857768155984234e-10
1873,2.13340728285922e-05,9.631034224101752e-10,1.0451552797822013e-09,1.318598563671003e-10
1874,2.128492061664084e-05,8.195790712761664e-10,1.0416835370476362e-09,1.7160057105439615e-10
1875,2.078729188984393e-05,7.606773702991834e-10,9.37970142032642e-10,1.2209220539333947e-10
1876,2.0847768610110506e-05,6.802517002072303e-10,8.562905662312659e-10,1.2209220539333947e-10
1877,2.0800116544705816e-05,7.355854695198108e-10,5.533505558525625e-10,1.8471075859314923e-10
1878,2.0937796112515832e-05,7.270040640922864e-10,5.404784556414402e-10,4.3870828002136516e-10
1879,2.11233499222934e-05,7.558799816223935e-10,7.378855463155024e-10,4.3870828002136516e-10
1880,2.090837603775851e-05,6.327316547689271e-10,8.243014604225607e-10,4.3870828002136516e-10
1881,2.0873810301834184e-05,7.578591662956871e-10,8.161263411108979e-10,5.56795538247152e-10
1882,2.1163977050621596e-05,7.671523912154501e-10,8.254195660306607e-10,6.787284068110466e-10
1883,2.060913720924873e-05,8.573109186845887e-10,7.808782251769334e-10,6.787284068110466e-10
1884,2.097819378832355e-05,8.090369465632971e-10,8.374592705814468e-10,5.738733932503237e-10
1885,2.1262911884280455e-05,8.235360627566785e-10,9.317661344868507e-10,3.1987587182210776e-10
1886,2.0761505636203636e-05,8.088856667809452e-10,7.903987087847548e-10,3.1987587182210776e-10
1887,2.0779472833964974e-05,9.694367570605473e-10,7.088671970840415e-10,3.4750984034825905e-10
1888,2.077437316724432e-05,9.013691261637393e-10,7.313072865531924e-10,2.1668470985756827e-10
1889,2.020992906182073e-05,9.54927077888103e-10,6.27839865414386e-10,8.080770576489118e-11
1890,2.0791870026317027e-05,9.276193265897856e-10,7.727870724291311e-10,1.819904663477193e-10
1891,2.062591764635207e-05,9.385068159125813e-10,8.348846693349645e-10,2.5880562375719355e-10
1892,1.9993965127339053e-05,9.413233089830948e-10,6.541933046864758e-10,3.037487880267317e-10
1893,1.989729831361079e-05,1.0937011455222238e-09,6.315585851909436e-10,3.2681046162925346e-10
1894,1.977976535272319e-05,1.0328140089198102e-09,7.253908604739781e-10,4.096353573806206e-10
1895,1.9514028930903544e-05,1.070845761270383e-09,8.195836291381906e-10,3.8263251495822866e-10
1896,1.9848024229369393e-05,1.0620733340413073e-09,8.709344376641884e-10,4.533637493198128e-10
1897,1.9261822931834365e-05,1.1838116360201362e-09,8.796321627440357e-10,4.07911254377399e-10
1898,1.866445953575229e-05,1.2256967742350712e-09,8.342308609783039e-10,3.4913426514928045e-10
1899,1.9330998059428695e-05,1.3908051377242714e-09,8.481870919904314e-10,4.134745403204322e-10
1900,1.9546411879543613e-05,1.4723797419386691e-09,8.59372953751095e-10,4.6269528486408973e-10
1901,1.9566671783520307e-05,1.614016095377987e-09,7.511855185501507e-10,4.03646479336344e-10
1902,1.941991286003031e-05,1.6526725385038584e-09,6.718602261836435e-10,4.5530135019321097e-10
1903,1.9431024026874055e-05,1.7651532933728375e-09,7.696691141566094e-10,3.583992210152788e-10
1904,1.9797424361708442e-05,1.7800383230895785e-09,8.692688711699401e-10,3.6608391516614244e-10
1905,2.0574012004155e-05,1.9559170790931344e-09,9.592490690657485e-10,5.615018251946071e-10
1906,2.020624326957789e-05,1.9646771511259787e-09,1.0314261587675487e-09,5.142783302388868e-10
1907,2.004869591993546e-05,1.8366993957487564e-09,9.928329745635877e-10,4.859464338860927e-10
1908,2.027628319670579e-05,1.768379220834504e-09,1.1301530425785904e-09,5.306075578914715e-10
1909,2.080875674437266e-05,1.765069487394807e-09,1.1715279540120654e-09,8.648209450155622e-10
1910,2.0903672650872197e-05,1.7674165623101805e-09,1.2028057121733176e-09,1.0025598446666046e-09
1911,2.097120471132387e-05,1.7951911703205171e-09,1.0432397802771577e-09,1.120858005616248e-09
1912,2.0640043398348746e-05,1.6912186889023977e-09,1.0035857541826739e-09,9.794724674185217e-10
1913,2.0540974479185286e-05,1.8564015087057279e-09,1.0522579633028987e-09,1.0032000349483435e-09
1914,2.1340940553013104e-05,1.9729629041620456e-09,1.1251383079193188e-09,1.2223463273310286e-09
1915,2.1838484307019307e-05,1.942422032742895e-09,1.046781272773245e-09,1.301601088814814e-09
1916,2.2572912192637367e-05,1.8486950383232526e-09,1.1322074071935211e-09,1.0662514601403723e-09
1917,2.3566051303142948e-05,1.7689293839241925e-09,1.1350850735526917e-09,1.2078272588438616e-09
1918,2.4717635564489422e-05,1.704672022587569e-09,1.3112686967988095e-09,1.5006620311476736e-09
