ngram,control,contol,contrl,cotrol
1919,0.00017700473420388465,8.488683914517229e-09,2.5448776260919968e-09,1.8287835293736725e-09
1920,0.0001816528383642435,9.185319679464295e-09,2.583742410498603e-09,2.074838309099444e-09
1921,0.00018509694408359273,9.520493599828633e-09,2.2846843940525575e-09,2.252517593083679e-09
1922,0.00018523736175016632,9.63217797586172e-09,2.127242873914018e-09,2.400830351983225e-09
1923,0.00018232807217698012,9.379970831803673e-09,2.0170828816747287e-09,2.5489043812118186e-09
1924,0.0001837116973807237,9.21851369842638e-09,1.8075228377537452e-09,2.4090989917243834e-09
1925,0.00018664343848026225,1.0437611536977848e-08,1.58314619350516e-09,2.230732685872182e-09
1926,0.00018890988680401018,1.0659095193789523e-08,1.4649805257782589e-09,2.4150852270413534e-09
1927,0.00019253952736367604,1.0377933433249252e-08,1.2993260197927521e-09,2.2703159511091744e-09
1928,0.000195456319488585,1.1078227985754957e-08,1.3359417461167311e-09,2.097945182656856e-09
1929,0.00019985538217172558,1.1355391420815003e-08,1.1933029723084791e-09,1.8172056240725202e-09
1930,0.0002064745723535972,1.1976020048669917e-08,1.1084589357501784e-09,1.6640491365801528e-09
1931,0.0002128364722011611,1.2426610217021659e-08,1.2731029088085067e-09,1.9146380671384934e-09
1932,0.0002182548029980223,1.1242429844214387e-08,1.2111061518739673e-09,1.830274217898672e-09
1933,0.00022440521986157234,1.213694516317381e-08,1.189404170392245e-09,1.7871144564196584e-09
1934,0.00023129113209766468,1.266102600538943e-08,1.1425748997722402e-09,1.8288041874520949e-09
1935,0.00023802415359698768,1.2836277057155193e-08,1.3817361937158118e-09,2.00305992427628e-09
1936,0.00024377872302596058,1.2828559547983787e-08,1.687100958935872e-09,1.9682730048994503e-09
1937,0.00024957752611953765,1.282397997316918e-08,1.9549274976604636e-09,1.9796630049536847e-09
1938,0.0002553399099269882,1.255513445589226e-08,1.9101199114476432e-09,2.2515261084115376e-09
1939,0.0002622986399468833,1.2872867597276842e-08,1.8740904304616534e-09,2.341217537298641e-09
1940,0.0002697012511946793,1.224800261212522e-08,2.0161872647607636e-09,2.6280373115789804e-09
1941,0.0002782730901214693,1.1774343912561238e-08,2.2347907175606404e-09,2.892637050523815e-09
1942,0.0002865491301885673,1.1667345438987858e-08,2.064332562033501e-09,3.0298692126657603e-09
1943,0.00029343320472565083,1.1691806633962187e-08,2.008742743570784e-09,3.184169642242044e-09
1944,0.00029942760426950244,1.2150290297695067e-08,1.8514064408543212e-09,3.3995569851238574e-09
1945,0.00030366402435382564,1.3097485635731637e-08,1.8591169714810007e-09,3.075890526409759e-09
1946,0.0003064995481898742,1.4226359392109446e-08,1.8832923157471473e-09,2.9672498109383535e-09
1947,0.0003086635427150343,1.4978267642058133e-08,1.9068282825734126e-09,2.8064017459123694e-09
1948,0.0003076080133074096,1.6800896293237396e-08,1.8152854457704442e-09,2.6205517438577478e-09
1949,0.00030574733058788946,1.8479178948942783e-08,1.7283647211842533e-09,2.6483794839699773e-09
1950,0.0003047515430288123,1.973840164331315e-08,1.597217929345212e-09,2.8510988173532527e-09
1951,0.0003029780387545803,1.9879620489453894e-08,1.6981217860439252e-09,2.9798499540894294e-09
1952,0.00030334894212761095,2.062292432063779e-08,1.629728241248074e-09,3.165998225489781e-09
1953,0.0003042747183436794,2.0731380041232635e-08,1.585466742020409e-09,3.356216415895119e-09
1954,0.0003053747641388327,2.1414124315047696e-08,1.7975406560058867e-09,3.4689484618155575e-09
1955,0.00030560651794075966,2.084770121614708e-08,1.9204969678047033e-09,3.510476036845083e-09
1956,0.0003092778123183442,2.013162436753646e-08,2.164405353356967e-09,3.4652796505290392e-09
1957,0.0003129403090237507,1.927837978143998e-08,2.288311302350061e-09,3.4632531763025197e-09
1958,0.0003151712756204818,1.9041943894697918e-08,2.2621290713636152e-09,3.3336962396950706e-09
1959,0.0003171960956283978,1.9140848905863095e-08,2.590928947578318e-09,3.2616174205912785e-09
1960,0.000317014566722459,1.8371216421136135e-08,2.9163619138675554e-09,3.3571983605794132e-09
1961,0.0003181548423266837,1.8207551783737993e-08,2.659186347310692e-09,3.460201014604536e-09
1962,0.00031885392049194446,1.8902338741863138e-08,2.6232862390277288e-09,3.5966717540755357e-09
1963,0.0003190716005130006,1.907770145034452e-08,2.4795219052567828e-09,3.918388661158392e-09
1964,0.0003187400663071977,1.9652696739821555e-08,2.6810482564191116e-09,3.8815346492526714e-09
1965,0.0003193124554984804,2.1173884233251427e-08,2.7475630183713763e-09,4.152547702521556e-09
1966,0.0003182531675390367,2.118329917826551e-08,2.9653693310395722e-09,4.312593869317181e-09
1967,0.0003211412154736796,2.2016234676617127e-08,2.8782102257096653e-09,4.381152615299097e-09
1968,0.0003246037979676787,2.269753756373965e-08,2.960678781503491e-09,4.422278448196997e-09
1969,0.00032985268626362085,2.2474914881546023e-08,2.993298022145398e-09,4.6229923064292475e-09
1970,0.0003340932889841497,2.2548741033087286e-08,3.36379936603594e-09,4.563090445180202e-09
1971,0.00033844241157307157,2.403001251950952e-08,3.35251594739207e-09,5.035198036296151e-09
1972,0.0003434171584168715,2.4350319601954392e-08,3.3994246148186644e-09,4.964998317242524e-09
1973,0.0003496774214519454,2.5612782498082457e-08,3.348052565347156e-09,4.948798513839035e-09
1974,0.0003540993493515998,2.767216271999067e-08,3.7531589265021074e-09,5.111831275732876e-09
1975,0.00035699669803891865,2.8978280092977523e-08,3.823579421334346e-09,5.131029823246536e-09
1976,0.00035891726812613863,3.0723888449253016e-08,3.79399765572584e-09,4.825130675964065e-09
1977,0.0003593742647873504,3.351086773152799e-08,3.938925534947251e-09,4.654056156334312e-09
1978,0.00036016773914785257,3.590083100643174e-08,4.083891383796104e-09,4.35726404164021e-09
1979,0.0003610038007276931,3.72801198165819e-08,4.413123041605413e-09,4.463252783233023e-09
1980,0.0003607650329026261,4.006872598795651e-08,4.732816012114378e-09,4.5556777715307e-09
1981,0.0003597773777853165,4.2567804265607785e-08,4.808681357865956e-09,4.483088725645448e-09
1982,0.00035895287874154747,4.438055916417787e-08,5.41997719721061e-09,4.834182482887124e-09
1983,0.00035784824285656214,4.691129009058516e-08,5.904759157816995e-09,5.1897476157794895e-09
1984,0.0003578650440821158,4.7054742071038295e-08,5.844528036139504e-09,5.3957396645947546e-09
1985,0.0003566731091788305,4.6456370686850535e-08,5.751535121183744e-09,5.5088314862164876e-09
1986,0.00035380664797100635,4.6438090959912056e-08,5.547124156838176e-09,5.503955830781544e-09
1987,0.00035174571010949355,4.4893853206368865e-08,4.96991812783319e-09,5.4750162498911385e-09
1988,0.00035036293723221334,4.127744596920431e-08,4.469528493343335e-09,5.493243003331015e-09
1989,0.00034732865918028565,3.827901119888923e-08,3.808229255751274e-09,5.017440653430429e-09
1990,0.0003429355440727834,3.5184676759415975e-08,3.280224504718733e-09,4.708387108769736e-09
1991,0.00033876634136374505,3.2027178877212596e-08,2.9976633556369083e-09,4.453665690208806e-09
1992,0.0003356570253215198,2.9607422037867892e-08,2.793183779508419e-09,4.137708588457047e-09
1993,0.0003318103304731527,2.772582062350791e-08,2.5298933741575117e-09,3.8636726833780295e-09
1994,0.0003271350370986121,2.610795693921578e-08,2.4409798944040925e-09,3.4927795259217677e-09
1995,0.0003217553478732173,2.5466275691396082e-08,2.158680773816408e-09,3.065176683898179e-09
1996,0.00031583962429847034,2.4485335917542476e-08,2.014791397212231e-09,2.747285066106997e-09
1997,0.0003105792441471879,2.3213740009607265e-08,1.9183538249986245e-09,2.4705139521431973e-09
1998,0.00030399966219972285,2.2381737225478967e-08,1.6376164392793514e-09,2.2517492632394872e-09
1999,0.00029888453926624995,2.0997182786126293e-08,1.4152393384187739e-09,1.967204145612657e-09
2000,0.0002947821464788701,1.9127971080073232e-08,1.27470968701106e-09,1.7044853623764717e-09
2001,0.0002893614541140518,1.6712046349961644e-08,1.0704771910167006e-09,1.567719414603224e-09
2002,0.00028457883412816694,1.505518135555154e-08,1.0641741535596542e-09,1.4017380906799254e-09
2003,0.00028020513127557933,1.357121475515604e-08,9.719736840782138e-10,1.3164221934758302e-09
2004,0.0002761521401615547,1.1956092496997632e-08,9.234436628067857e-10,1.2571978061767401e-09
2005,0.0002716538729146123,1.1038626520790525e-08,8.486727194017313e-10,1.0476925041810352e-09
2006,0.00026561972169604687,9.761402226209676e-09,8.946049932591547e-10,9.976664256632667e-10
2007,0.00026074486751375455,8.751222857483754e-09,8.569096543453725e-10,8.964388200004083e-10
2008,0.0002570935051023428,8.14778441541161e-09,8.560255678905346e-10,7.943604742242729e-10
2009,0.0002565645305107215,7.801098307019011e-09,8.296773823524006e-10,7.846070063496516e-10
2010,0.00025590849691070616,7.756760694072845e-09,8.411437260999069e-10,7.45719287907422e-10
2011,0.00025230920333082655,7.101050033700826e-09,8.205427607218699e-10,6.48010930629336e-10
2012,0.0002488060625702409,6.5338643067442655e-09,7.642610116193843e-10,6.460124498833661e-10
2013,0.00024737905187066644,6.003421727994253e-09,6.419699851077456e-10,6.081110773667067e-10
2014,0.00024320210546388159,5.622342115683767e-09,5.862414363479371e-10,5.951484067472685e-10
2015,0.00023785714750244682,5.148405257671129e-09,7.51813809620115e-10,4.947574884506256e-10
2016,0.0002304731834945934,4.439779591588636e-09,6.627236061516686e-10,3.76555595732464e-10
2017,0.0002253490286724021,3.823298566629774e-09,6.394435999220368e-10,3.3423819210028533e-10
2018,0.0002231568767456338,3.6195542563177694e-09,5.983490702909932e-10,2.9059677927878447e-10
2019,0.0002222485672973562,3.5432440315119607e-09,6.638335853237365e-10,2.8848796875674543e-10
