ngram,brother,brothr,brothr,brothr
1551,7.445722927254142e-05,0.0,0.0,0.0
1552,6.606629663760291e-05,0.0,0.0,0.0
1553,5.431863629772644e-05,0.0,0.0,0.0
1554,7.28318406280388e-05,0.0,0.0,0.0
1555,7.734897963018739e-05,0.0,0.0,0.0
1556,4.3222782876130494e-05,0.0,0.0,0.0
1557,4.2142091453050466e-05,0.0,0.0,0.0
1558,3.5740548420497884e-05,0.0,0.0,0.0
1559,6.690635096414812e-05,0.0,0.0,0.0
1560,9.966073931926596e-05,0.0,0.0,0.0
1561,0.00010412230871484749,0.0,0.0,0.0
1562,9.871344393884231e-05,0.0,0.0,0.0
1563,0.00014631709239308423,0.0,0.0,0.0
1564,0.0001526787391412654,0.0,0.0,0.0
1565,0.00026734196425033066,0.0,0.0,0.0
1566,0.00023559895998914726,0.0,0.0,0.0
1567,0.0002130805312065474,0.0,0.0,0.0
1568,0.00019010575748065354,0.0,0.0,0.0
1569,0.0002123869183248774,0.0,0.0,0.0
1570,0.0001697864427114837,0.0,0.0,0.0
1571,0.0001658766476404188,0.0,0.0,0.0
1572,7.496952977297562e-05,0.0,0.0,0.0
1573,6.545117711149422e-05,0.0,0.0,0.0
1574,6.284117937736613e-05,0.0,0.0,0.0
1575,7.038485689138594e-05,0.0,0.0,0.0
1576,5.4413222512396586e-05,0.0,0.0,0.0
1577,5.092064930067863e-05,0.0,0.0,0.0
1578,5.2564320607676306e-05,0.0,0.0,0.0
1579,3.459371250106155e-05,0.0,0.0,0.0
1580,4.25173992490662e-05,0.0,0.0,0.0
1581,0.00020576396751234176,0.0,0.0,0.0
1582,0.0002153985265717243,0.0,0.0,0.0
1583,0.00022014331989339553,0.0,0.0,0.0
1584,0.00022298651336833636,0.0,0.0,0.0
1585,0.00024134844352374785,0.0,0.0,0.0
1586,0.00023775647111636187,0.0,0.0,0.0
1587,0.0002789760822322153,0.0,0.0,0.0
1588,0.00012551070280356465,0.0,0.0,0.0
1589,0.00015949552003543692,0.0,0.0,0.0
1590,0.0001567604210452243,0.0,0.0,0.0
1591,0.00018361630074131035,0.0,0.0,0.0
1592,0.00018921652216314605,0.0,0.0,0.0
1593,0.00020241687161615118,0.0,0.0,0.0
1594,0.0001715454158589377,0.0,0.0,0.0
1595,0.00016270340971199663,0.0,0.0,0.0
1596,0.0001271113043393208,0.0,0.0,0.0
1597,0.00013864626764968437,0.0,0.0,0.0
1598,0.00011413665405208511,0.0,0.0,0.0
1599,9.409693770326808e-05,0.0,0.0,0.0
1600,8.73935480610401e-05,0.0,0.0,0.0
1601,8.416164356666351e-05,0.0,0.0,0.0
1602,8.728937973501161e-05,0.0,0.0,0.0
1603,8.779072543672685e-05,0.0,0.0,0.0
1604,9.194465695015554e-05,0.0,0.0,0.0
1605,0.00012704217754487348,0.0,0.0,0.0
1606,0.00013311831779511913,0.0,0.0,0.0
1607,0.00016853560893131153,0.0,0.0,0.0
1608,0.00018624279618961737,0.0,0.0,0.0
1609,0.00021907697581419988,0.0,0.0,0.0
1610,0.00022301405988400802,0.0,0.0,0.0
1611,0.00021436778583197987,0.0,0.0,0.0
1612,0.00017637134286425344,0.0,0.0,0.0
1613,0.00017362378847402788,0.0,0.0,0.0
1614,0.0001542139117581038,0.0,0.0,0.0
1615,0.000128704708913574,0.0,0.0,0.0
1616,0.00010472184710254493,0.0,0.0,0.0
1617,9.743722590168804e-05,0.0,0.0,0.0
1618,9.192309776803345e-05,0.0,0.0,0.0
1619,9.720918959439067e-05,0.0,0.0,0.0
1620,0.00010137643818909834,0.0,0.0,0.0
1621,8.81289119466341e-05,0.0,0.0,0.0
1622,9.22170833551458e-05,0.0,0.0,0.0
1623,9.080129218221243e-05,0.0,0.0,0.0
1624,8.225783650621972e-05,0.0,0.0,0.0
1625,8.943838448820835e-05,0.0,0.0,0.0
1626,9.400607580443778e-05,0.0,0.0,0.0
1627,8.871764891539766e-05,0.0,0.0,0.0
1628,8.61499229358742e-05,0.0,0.0,0.0
1629,9.421822505828459e-05,0.0,0.0,0.0
1630,9.026964185717848e-05,0.0,0.0,0.0
1631,0.0001011085363903216,1.7003995773328435e-07,1.7003995773328435e-07,1.7003995773328435e-07
1632,9.635817696107551e-05,1.7003995773328435e-07,1.7003995773328435e-07,1.7003995773328435e-07
1633,8.961376287126248e-05,1.7003995773328435e-07,1.7003995773328435e-07,1.7003995773328435e-07
1634,8.802766855556651e-05,1.7003995773328435e-07,1.7003995773328435e-07,1.7003995773328435e-07
1635,9.542083249211178e-05,1.7003995773328435e-07,1.7003995773328435e-07,1.7003995773328435e-07
1636,8.775043170317076e-05,1.7003995773328435e-07,1.7003995773328435e-07,1.7003995773328435e-07
1637,8.778791431853148e-05,1.7003995773328435e-07,1.7003995773328435e-07,1.7003995773328435e-07
1638,9.141952354444324e-05,0.0,0.0,0.0
1639,9.097789682398018e-05,0.0,0.0,0.0
1640,9.217643154053283e-05,0.0,0.0,0.0
1641,9.440658011174361e-05,0.0,0.0,0.0
1642,8.619265489479793e-05,0.0,0.0,0.0
1643,8.982347623844231e-05,0.0,0.0,0.0
1644,8.560554540183927e-05,0.0,0.0,0.0
1645,7.864354639813038e-05,0.0,0.0,0.0
1646,8.393280066749347e-05,0.0,0.0,0.0
1647,9.122208056006846e-05,0.0,0.0,0.0
1648,9.259440620163722e-05,0.0,0.0,0.0
1649,9.409830818185583e-05,0.0,0.0,0.0
1650,9.139249180277278e-05,0.0,0.0,0.0
1651,9.140113667984094e-05,0.0,0.0,0.0
1652,9.012188196980528e-05,0.0,0.0,0.0
1653,8.189069402370868e-05,0.0,0.0,0.0
1654,7.810386887285858e-05,0.0,0.0,0.0
1655,7.533291916063587e-05,0.0,0.0,0.0
1656,7.949281280161813e-05,0.0,0.0,0.0
1657,7.535196917680358e-05,0.0,0.0,0.0
1658,7.404837846739351e-05,0.0,0.0,0.0
1659,7.959275067800522e-05,0.0,0.0,0.0
1660,8.8016166306001e-05,0.0,0.0,0.0
1661,9.538504725372019e-05,0.0,0.0,0.0
1662,9.870320718619041e-05,0.0,0.0,0.0
1663,0.000102164510151072,0.0,0.0,0.0
1664,0.00010442537105908351,0.0,0.0,0.0
1665,0.00010495019627601973,0.0,0.0,0.0
1666,9.350944154513334e-05,0.0,0.0,0.0
1667,7.833353720343439e-05,0.0,0.0,0.0
1668,6.338765745437871e-05,0.0,0.0,0.0
1669,5.709873961937514e-05,0.0,0.0,0.0
1670,4.1007566713752954e-05,0.0,0.0,0.0
1671,3.2780712120126865e-05,0.0,0.0,0.0
1672,2.4962315754757064e-05,0.0,0.0,0.0
1673,2.371420578128891e-05,2.4742870355761885e-08,2.4742870355761885e-08,2.4742870355761885e-08
1674,2.5606137829267288e-05,2.4742870355761885e-08,2.4742870355761885e-08,2.4742870355761885e-08
1675,2.3791022353439723e-05,2.4742870355761885e-08,2.4742870355761885e-08,2.4742870355761885e-08
1676,2.3217602574732155e-05,2.4742870355761885e-08,2.4742870355761885e-08,2.4742870355761885e-08
1677,2.4260981392996784e-05,2.4742870355761885e-08,2.4742870355761885e-08,2.4742870355761885e-08
1678,2.4168803325405213e-05,2.4742870355761885e-08,2.4742870355761885e-08,2.4742870355761885e-08
1679,2.62569392361911e-05,2.4742870355761885e-08,2.4742870355761885e-08,2.4742870355761885e-08
1680,2.7606872078779687e-05,0.0,0.0,0.0
1681,2.807063252216072e-05,0.0,0.0,0.0
1682,2.8520005279070964e-05,0.0,0.0,0.0
1683,2.48442442430782e-05,0.0,0.0,0.0
1684,2.4389951639542623e-05,0.0,0.0,0.0
1685,2.3657462926556555e-05,0.0,0.0,0.0
1686,2.614865726562649e-05,0.0,0.0,0.0
1687,2.466387234432789e-05,0.0,0.0,0.0
1688,2.1983398515398483e-05,4.659157834144675e-08,4.659157834144675e-08,4.659157834144675e-08
1689,2.0894175447340657e-05,4.659157834144675e-08,4.659157834144675e-08,4.659157834144675e-08
1690,2.0720347233041787e-05,4.659157834144675e-08,4.659157834144675e-08,4.659157834144675e-08
1691,2.075107230276834e-05,4.659157834144675e-08,4.659157834144675e-08,4.659157834144675e-08
1692,2.2228762775609668e-05,4.659157834144675e-08,4.659157834144675e-08,4.659157834144675e-08
1693,2.0254764811917475e-05,4.659157834144675e-08,4.659157834144675e-08,4.659157834144675e-08
1694,2.0757004936708006e-05,4.659157834144675e-08,4.659157834144675e-08,4.659157834144675e-08
1695,2.0382066135685557e-05,0.0,0.0,0.0
1696,2.0501453686197886e-05,0.0,0.0,0.0
1697,2.528659232276758e-05,0.0,0.0,0.0
1698,2.4517208787853762e-05,0.0,0.0,0.0
1699,2.256362898021637e-05,0.0,0.0,0.0
1700,1.965308989123774e-05,0.0,0.0,0.0
1701,1.707331973323432e-05,0.0,0.0,0.0
1702,1.7237198465279236e-05,0.0,0.0,0.0
1703,1.5954843547660857e-05,0.0,0.0,0.0
1704,9.603720107926555e-06,0.0,0.0,0.0
1705,1.2801593519335646e-05,0.0,0.0,0.0
1706,1.3564631509715192e-05,0.0,0.0,0.0
1707,1.3075255667769983e-05,0.0,0.0,0.0
1708,1.2716081333305088e-05,0.0,0.0,0.0
1709,1.2468896654484394e-05,2.4050032314854823e-08,2.4050032314854823e-08,2.4050032314854823e-08
1710,1.424788141386151e-05,2.4050032314854823e-08,2.4050032314854823e-08,2.4050032314854823e-08
1711,1.5471764072572114e-05,2.4050032314854823e-08,2.4050032314854823e-08,2.4050032314854823e-08
1712,1.3654768541268173e-05,2.4050032314854823e-08,2.4050032314854823e-08,2.4050032314854823e-08
1713,1.404090569069792e-05,2.4050032314854823e-08,2.4050032314854823e-08,2.4050032314854823e-08
1714,1.3630652379755962e-05,2.4050032314854823e-08,2.4050032314854823e-08,2.4050032314854823e-08
1715,1.437408887535899e-05,2.4050032314854823e-08,2.4050032314854823e-08,2.4050032314854823e-08
1716,1.472426902182633e-05,0.0,0.0,0.0
1717,1.627900603905021e-05,0.0,0.0,0.0
1718,1.6851122641777954e-05,0.0,0.0,0.0
1719,1.4711158200952923e-05,0.0,0.0,0.0
1720,2.084689841857263e-05,0.0,0.0,0.0
1721,2.7235845859000358e-05,0.0,0.0,0.0
1722,2.8572110555355073e-05,0.0,0.0,0.0
1723,3.255044111938332e-05,0.0,0.0,0.0
1724,3.067712681773368e-05,0.0,0.0,0.0
1725,4.156128118536019e-05,0.0,0.0,0.0
1726,4.4262689698371105e-05,0.0,0.0,0.0
1727,3.936965003958903e-05,0.0,0.0,0.0
1728,3.8221841740388686e-05,0.0,0.0,0.0
1729,3.869097417918965e-05,0.0,0.0,0.0
1730,4.2749873370796975e-05,0.0,0.0,0.0
1731,4.290435832185072e-05,0.0,0.0,0.0
1732,3.223534570549548e-05,0.0,0.0,0.0
1733,3.52188440696669e-05,0.0,0.0,0.0
1734,3.8553699986160996e-05,0.0,0.0,0.0
1735,3.681446027517917e-05,0.0,0.0,0.0
1736,3.793137329921592e-05,0.0,0.0,0.0
1737,3.610347916297282e-05,0.0,0.0,0.0
1738,4.2136578745807386e-05,0.0,0.0,0.0
1739,4.7853230561096484e-05,0.0,0.0,0.0
1740,4.8262289575567206e-05,0.0,0.0,0.0
1741,4.7579900897939554e-05,0.0,0.0,0.0
1742,5.1978866395074874e-05,0.0,0.0,0.0
1743,5.580530185917658e-05,0.0,0.0,0.0
1744,6.740383209294773e-05,0.0,0.0,0.0
1745,6.977915680701179e-05,0.0,0.0,0.0
1746,6.975895978809734e-05,0.0,0.0,0.0
1747,7.066074665220055e-05,0.0,0.0,0.0
1748,7.006369820114092e-05,0.0,0.0,0.0
1749,6.902400699410853e-05,0.0,0.0,0.0
1750,7.023870680963487e-05,0.0,0.0,0.0
1751,7.041277266190653e-05,0.0,0.0,0.0
1752,6.857712859138181e-05,0.0,0.0,0.0
1753,7.601989169156045e-05,0.0,0.0,0.0
1754,8.194562594456199e-05,0.0,0.0,0.0
1755,9.323439891366953e-05,0.0,0.0,0.0
1756,0.00010739291818546397,0.0,0.0,0.0
1757,0.00012466072283651947,0.0,0.0,0.0
1758,0.00012933635714164536,0.0,0.0,0.0
1759,0.00013927686086390167,0.0,0.0,0.0
1760,0.00013649381227358908,0.0,0.0,0.0
1761,0.00013614797145627172,0.0,0.0,0.0
1762,0.00013504850046176995,0.0,0.0,0.0
1763,0.00012702183448709548,0.0,0.0,0.0
1764,0.00011964233999606222,0.0,0.0,0.0
1765,0.00011629373641751175,0.0,0.0,0.0
1766,0.00011431876919232309,3.4010521383314493e-09,3.4010521383314493e-09,3.4010521383314493e-09
1767,0.00012167503362953929,3.4010521383314493e-09,3.4010521383314493e-09,3.4010521383314493e-09
1768,0.00012954840972919816,3.4010521383314493e-09,3.4010521383314493e-09,3.4010521383314493e-09
1769,0.00012677521590376273,3.4010521383314493e-09,3.4010521383314493e-09,3.4010521383314493e-09
1770,0.00013145930279279128,3.4010521383314493e-09,3.4010521383314493e-09,3.4010521383314493e-09
1771,0.00012726255538707067,3.4010521383314493e-09,3.4010521383314493e-09,3.4010521383314493e-09
1772,0.00012259883806109428,3.4010521383314493e-09,3.4010521383314493e-09,3.4010521383314493e-09
1773,0.00012015188985969871,0.0,0.0,0.0
1774,0.0001179911383327895,0.0,0.0,0.0
1775,0.00011601268696332616,0.0,0.0,0.0
1776,0.00012422419032580883,0.0,0.0,0.0
1777,0.00012709220027318224,0.0,0.0,0.0
1778,0.00013097777783903957,0.0,0.0,0.0
1779,0.00013846257310693285,0.0,0.0,0.0
1780,0.0001425547753959628,0.0,0.0,0.0
1781,0.00014325226116592864,0.0,0.0,0.0
1782,0.00013928703057380126,0.0,0.0,0.0
1783,0.0001352324855231148,0.0,0.0,0.0
1784,0.0001279955353571235,0.0,0.0,0.0
1785,0.00012848302243842876,0.0,0.0,0.0
1786,0.00012249944536181699,1.3400983180287896e-09,1.3400983180287896e-09,1.3400983180287896e-09
1787,0.00012109170763454,2.6292399368799124e-09,2.6292399368799124e-09,2.6292399368799124e-09
1788,0.00012040303408866748,7.855448228407828e-09,7.855448228407828e-09,7.855448228407828e-09
1789,0.0001238974291482009,7.855448228407828e-09,7.855448228407828e-09,7.855448228407828e-09
1790,0.00012313858210940713,7.855448228407828e-09,7.855448228407828e-09,7.855448228407828e-09
1791,0.00012254973054431112,7.855448228407828e-09,7.855448228407828e-09,7.855448228407828e-09
1792,0.00011862845401213105,8.94371028031011e-09,8.94371028031011e-09,8.94371028031011e-09
1793,0.00011475477783408548,7.60361196228132e-09,7.60361196228132e-09,7.60361196228132e-09
1794,0.00011534140295615154,6.314470343430198e-09,6.314470343430198e-09,6.314470343430198e-09
1795,0.00011316061759966292,1.0882620519022827e-09,1.0882620519022827e-09,1.0882620519022827e-09
1796,0.00011046826486043366,1.0882620519022827e-09,1.0882620519022827e-09,1.0882620519022827e-09
1797,0.00011094564147892274,1.0882620519022827e-09,1.0882620519022827e-09,1.0882620519022827e-09
1798,0.00011245769876820435,1.0882620519022827e-09,1.0882620519022827e-09,1.0882620519022827e-09
1799,0.00011350021148765726,0.0,0.0,0.0
1800,0.00011424692846568567,0.0,0.0,0.0
1801,0.00011669260025623121,0.0,0.0,0.0
1802,0.00011868671572301537,4.341267980022069e-10,4.341267980022069e-10,4.341267980022069e-10
1803,0.00012144552498024755,4.341267980022069e-10,4.341267980022069e-10,4.341267980022069e-10
1804,0.00012277486738249927,4.341267980022069e-10,4.341267980022069e-10,4.341267980022069e-10
1805,0.00012756296616446759,4.341267980022069e-10,4.341267980022069e-10,4.341267980022069e-10
1806,0.00012749706989520097,6.926768999652008e-10,6.926768999652008e-10,6.926768999652008e-10
1807,0.00013269876425121247,6.926768999652008e-10,6.926768999652008e-10,6.926768999652008e-10
1808,0.00013251049157198786,6.926768999652008e-10,6.926768999652008e-10,6.926768999652008e-10
1809,0.00013330600527946705,4.3947491677544445e-10,4.3947491677544445e-10,4.3947491677544445e-10
1810,0.0001304951635704908,4.3947491677544445e-10,4.3947491677544445e-10,4.3947491677544445e-10
1811,0.0001276450545576933,4.3947491677544445e-10,4.3947491677544445e-10,4.3947491677544445e-10
1812,0.00012355503817421516,6.781831762836532e-10,6.781831762836532e-10,6.781831762836532e-10
1813,0.0001240243426374426,8.075918822569861e-10,8.075918822569861e-10,8.075918822569861e-10
1814,0.00011931611100278263,8.075918822569861e-10,8.075918822569861e-10,8.075918822569861e-10
1815,0.00011411979357944801,1.3870139798604392e-09,1.3870139798604392e-09,1.3870139798604392e-09
1816,0.00010971366386261902,1.396261883890304e-09,1.396261883890304e-09,1.396261883890304e-09
1817,0.00011486054115396525,1.396261883890304e-09,1.396261883890304e-09,1.396261883890304e-09
1818,0.00011854823138232209,1.396261883890304e-09,1.396261883890304e-09,1.396261883890304e-09
1819,0.00011909005115740001,1.1575536243820954e-09,1.1575536243820954e-09,1.1575536243820954e-09
1820,0.00011951316368400253,1.8013733520711688e-09,1.8013733520711688e-09,1.8013733520711688e-09
1821,0.00012317863833491823,4.501012721266509e-09,4.501012721266509e-09,4.501012721266509e-09
1822,0.00012603527388169562,7.914195473571591e-09,7.914195473571591e-09,7.914195473571591e-09
1823,0.00012935056708686586,7.724022754729276e-09,7.724022754729276e-09,7.724022754729276e-09
1824,0.00012650655532654907,7.992262788089225e-09,7.992262788089225e-09,7.992262788089225e-09
1825,0.00012433895504467988,7.992262788089225e-09,7.992262788089225e-09,7.992262788089225e-09
1826,0.00012478322501660192,7.992262788089225e-09,7.992262788089225e-09,7.992262788089225e-09
1827,0.0001243874856819665,7.169625464748768e-09,7.169625464748768e-09,7.169625464748768e-09
1828,0.00012199261358806066,6.897230786506725e-09,6.897230786506725e-09,6.897230786506725e-09
1829,0.00011717092690690021,3.466820164277351e-09,3.466820164277351e-09,3.466820164277351e-09
1830,0.00011680034783369462,3.466820164277351e-09,3.466820164277351e-09,3.466820164277351e-09
1831,0.00011408754757472448,3.2914747911354833e-09,3.2914747911354833e-09,3.2914747911354833e-09
1832,0.00011354855502889092,3.717222101557687e-09,3.717222101557687e-09,3.717222101557687e-09
1833,0.00011252121164164106,3.799700363872814e-09,3.799700363872814e-09,3.799700363872814e-09
1834,0.00011178896030677217,3.7566795388751675e-09,3.7566795388751675e-09,3.7566795388751675e-09
1835,0.00011130169462246289,1.4132182487739238e-09,1.4132182487739238e-09,1.4132182487739238e-09
1836,0.00011477335647214204,1.001146380083132e-09,1.001146380083132e-09,1.001146380083132e-09
1837,0.00011492567032941483,1.388353440149156e-09,1.388353440149156e-09,1.388353440149156e-09
1838,0.00011589074607140251,1.4481102745505276e-09,1.4481102745505276e-09,1.4481102745505276e-09
1839,0.00011608182207315363,1.1739258374911442e-09,1.1739258374911442e-09,1.1739258374911442e-09
1840,0.00011718097916205547,1.1670335412336134e-09,1.1670335412336134e-09,1.1670335412336134e-09
1841,0.00011893682780542545,1.2808235979758616e-09,1.2808235979758616e-09,1.2808235979758616e-09
1842,0.00011983182360251834,1.5011174049815524e-09,1.5011174049815524e-09,1.5011174049815524e-09
1843,0.00011981452137531181,1.7444422255914154e-09,1.7444422255914154e-09,1.7444422255914154e-09
1844,0.00011954153368216274,1.5575837286618821e-09,1.5575837286618821e-09,1.5575837286618821e-09
1845,0.00011989991305329437,2.3392749324914674e-09,2.3392749324914674e-09,2.3392749324914674e-09
1846,0.00012026603716159505,2.709476056215822e-09,2.709476056215822e-09,2.709476056215822e-09
1847,0.00011960339595264356,3.118733810885439e-09,3.118733810885439e-09,3.118733810885439e-09
1848,0.00011761987531956817,3.1122617499030572e-09,3.1122617499030572e-09,3.1122617499030572e-09
1849,0.00011645531152940489,3.023142688566135e-09,3.023142688566135e-09,3.023142688566135e-09
1850,0.000116307802922425,3.7215034228868913e-09,3.7215034228868913e-09,3.7215034228868913e-09
1851,0.00011625126665291776,3.753297831262817e-09,3.753297831262817e-09,3.753297831262817e-09
1852,0.0001156319007610104,2.8189551328137797e-09,2.8189551328137797e-09,2.8189551328137797e-09
1853,0.00011517080461739429,2.6832658634694847e-09,2.6832658634694847e-09,2.6832658634694847e-09
1854,0.00011616253634981279,3.2589612278651916e-09,3.2589612278651916e-09,3.2589612278651916e-09
1855,0.00011632663102188547,3.1430280917581807e-09,3.1430280917581807e-09,3.1430280917581807e-09
1856,0.00011697628568591816,3.027467554428398e-09,3.027467554428398e-09,3.027467554428398e-09
1857,0.00011593169412143263,2.1281965475620066e-09,2.1281965475620066e-09,2.1281965475620066e-09
1858,0.00011418416501588322,1.9536570892787962e-09,1.9536570892787962e-09,1.9536570892787962e-09
1859,0.00011286540497427009,2.3192334203907858e-09,2.3192334203907858e-09,2.3192334203907858e-09
1860,0.00011166553615891774,2.2991299459500833e-09,2.2991299459500833e-09,2.2991299459500833e-09
1861,0.00010941818514506199,1.5210242708198406e-09,1.5210242708198406e-09,1.5210242708198406e-09
1862,0.00010805443162098527,1.4749555664130197e-09,1.4749555664130197e-09,1.4749555664130197e-09
1863,0.00010591936422445412,1.5665094816557407e-09,1.5665094816557407e-09,1.5665094816557407e-09
1864,0.00010491942625126935,1.4681628175099754e-09,1.4681628175099754e-09,1.4681628175099754e-09
1865,0.00010395181847603194,2.29509035585908e-09,2.29509035585908e-09,2.29509035585908e-09
1866,0.00010378464503446594,2.548868687541577e-09,2.548868687541577e-09,2.548868687541577e-09
1867,0.00010306402275870954,2.4421721787705663e-09,2.4421721787705663e-09,2.4421721787705663e-09
1868,0.00010189234620026712,3.324842972369473e-09,3.324842972369473e-09,3.324842972369473e-09
1869,0.0001009092666208744,3.450921738844061e-09,3.450921738844061e-09,3.450921738844061e-09
1870,0.0001000770800081747,3.9357535801849104e-09,3.9357535801849104e-09,3.9357535801849104e-09
1871,9.832979100922654e-05,4.00386758668349e-09,4.00386758668349e-09,4.00386758668349e-09
1872,9.756133866695953e-05,3.1602882453819957e-09,3.1602882453819957e-09,3.1602882453819957e-09
1873,9.611006784585438e-05,2.7749861059816236e-09,2.7749861059816236e-09,2.7749861059816236e-09
1874,9.483136610859739e-05,2.5951927908250484e-09,2.5951927908250484e-09,2.5951927908250484e-09
1875,9.338516974821687e-05,1.4702036175785948e-09,1.4702036175785948e-09,1.4702036175785948e-09
1876,9.246003277699597e-05,1.386016246218702e-09,1.386016246218702e-09,1.386016246218702e-09
1877,9.28028519930584e-05,1.0247979211262604e-09,1.0247979211262604e-09,1.0247979211262604e-09
1878,9.302499425497704e-05,9.713497545987033e-10,9.713497545987033e-10,9.713497545987033e-10
1879,9.228752501907625e-05,1.5937604886622531e-09,1.5937604886622531e-09,1.5937604886622531e-09
1880,9.249730750785343e-05,1.8201215455450536e-09,1.8201215455450536e-09,1.8201215455450536e-09
1881,9.091115602391906e-05,2.8454359900033565e-09,2.8454359900033565e-09,2.8454359900033565e-09
1882,9.07227409438097e-05,3.550741256574952e-09,3.550741256574952e-09,3.550741256574952e-09
1883,8.943671855377033e-05,4.0077432642401536e-09,4.0077432642401536e-09,4.0077432642401536e-09
1884,8.801476360531524e-05,4.425439966862907e-09,4.425439966862907e-09,4.425439966862907e-09
1885,8.687309933260881e-05,4.461700279076045e-09,4.461700279076045e-09,4.461700279076045e-09
1886,8.630859312168988e-05,4.294932917251312e-09,4.294932917251312e-09,4.294932917251312e-09
1887,8.475715834980033e-05,4.304296792006263e-09,4.304296792006263e-09,4.304296792006263e-09
1888,8.477076335111633e-05,3.442526501957437e-09,3.442526501957437e-09,3.442526501957437e-09
1889,8.421501947200991e-05,3.351378587344657e-09,3.351378587344657e-09,3.351378587344657e-09
1890,8.45877397555991e-05,2.8928227908358347e-09,2.8928227908358347e-09,2.8928227908358347e-09
1891,8.39451199031568e-05,2.8006873487029793e-09,2.8006873487029793e-09,2.8006873487029793e-09
1892,8.286330142124956e-05,2.8802867709945954e-09,2.8802867709945954e-09,2.8802867709945954e-09
1893,8.197953346617786e-05,2.5681850772991358e-09,2.5681850772991358e-09,2.5681850772991358e-09
1894,8.035010874404438e-05,2.2530500322557957e-09,2.2530500322557957e-09,2.2530500322557957e-09
1895,7.96277547903758e-05,2.242907732557293e-09,2.242907732557293e-09,2.242907732557293e-09
1896,8.005452504481323e-05,2.111906839884016e-09,2.111906839884016e-09,2.111906839884016e-09
1897,7.952390816561612e-05,2.053016471112049e-09,2.053016471112049e-09,2.053016471112049e-09
1898,7.960539785147245e-05,1.8638443645611703e-09,1.8638443645611703e-09,1.8638443645611703e-09
1899,7.960067991267092e-05,1.748411986619252e-09,1.748411986619252e-09,1.748411986619252e-09
1900,7.815173635857977e-05,2.069895508962004e-09,2.069895508962004e-09,2.069895508962004e-09
1901,7.83280047471635e-05,2.3779436515119254e-09,2.3779436515119254e-09,2.3779436515119254e-09
1902,7.667853580122548e-05,2.1967152382832265e-09,2.1967152382832265e-09,2.1967152382832265e-09
1903,7.384244859817304e-05,1.800956907414632e-09,1.800956907414632e-09,1.800956907414632e-09
1904,7.178044740742604e-05,2.0092941754867866e-09,2.0092941754867866e-09,2.0092941754867866e-09
1905,6.927763232462374e-05,1.8785240823200003e-09,1.8785240823200003e-09,1.8785240823200003e-09
1906,6.723936842588176e-05,2.048510393061674e-09,2.048510393061674e-09,2.048510393061674e-09
