ngram,chain,chan,chin,chain
1801,2.663913073774893e-05,6.430272898277118e-07,4.7622196299406435e-06,2.663913073774893e-05
1802,2.675799312003489e-05,5.92890793476337e-07,4.684795320437323e-06,2.675799312003489e-05
1803,2.6430284508803326e-05,6.581033582213942e-07,4.73026648251107e-06,2.6430284508803326e-05
1804,2.6748544769361615e-05,7.268288056496073e-07,4.475595233088825e-06,2.6748544769361615e-05
1805,2.612081438460986e-05,7.463875866570951e-07,4.4626340890577665e-06,2.612081438460986e-05
1806,2.6256337930265416e-05,7.208260025696031e-07,4.369669828260417e-06,2.6256337930265416e-05
1807,2.635593357678902e-05,7.39620718702229e-07,4.5185874374250745e-06,2.635593357678902e-05
1808,2.595289489753278e-05,7.478055376200896e-07,4.30417078080479e-06,2.595289489753278e-05
1809,2.4998159590593006e-05,7.793791415419296e-07,4.156545271273769e-06,2.4998159590593006e-05
1810,2.464936499433991e-05,7.586039357322858e-07,4.111467465658539e-06,2.464936499433991e-05
1811,2.3774036370533785e-05,7.37000358900072e-07,3.905782965115837e-06,2.3774036370533785e-05
1812,2.4331216731557754e-05,7.121949465727084e-07,3.789332887598513e-06,2.4331216731557754e-05
1813,2.3225403180861447e-05,7.669195919593871e-07,3.7110978934963768e-06,2.3225403180861447e-05
1814,2.2889491966842407e-05,7.835194375210059e-07,3.644180456571381e-06,2.2889491966842407e-05
1815,2.2833484503540342e-05,8.388525186221938e-07,3.7375596093625063e-06,2.2833484503540342e-05
1816,2.4285467329069172e-05,8.546445055149629e-07,4.1744612774761795e-06,2.4285467329069172e-05
1817,2.4367058618476483e-05,8.240374183645014e-07,4.201355815374492e-06,2.4367058618476483e-05
1818,2.493730270154109e-05,7.802005857878871e-07,4.4311779804827116e-06,2.493730270154109e-05
1819,2.5475888573315126e-05,7.969806412282716e-07,4.757428281923889e-06,2.5475888573315126e-05
1820,2.6508700362423303e-05,7.782156704446866e-07,5.077342848380795e-06,2.6508700362423303e-05
1821,2.7066954446906622e-05,8.04989115619849e-07,5.225165425924518e-06,2.7066954446906622e-05
1822,2.7589590120312225e-05,7.437167661399664e-07,5.363128561189764e-06,2.7589590120312225e-05
1823,2.7250897671495166e-05,7.143499374251405e-07,5.287343875742019e-06,2.7250897671495166e-05
1824,2.7893400848760003e-05,7.564787470723136e-07,5.402620575166241e-06,2.7893400848760003e-05
1825,2.789098367169832e-05,7.499096860945948e-07,5.380306512441686e-06,2.789098367169832e-05
1826,2.788011858813531e-05,7.174333031148958e-07,5.274633167573484e-06,2.788011858813531e-05
1827,2.800971222833531e-05,6.911915550387806e-07,5.063637542791964e-06,2.800971222833531e-05
1828,2.8152179116399827e-05,6.321545567646223e-07,5.048527717527966e-06,2.8152179116399827e-05
1829,2.8344400561763905e-05,6.423526152892529e-07,4.904756938880642e-06,2.8344400561763905e-05
1830,2.84098774240452e-05,6.367836087000407e-07,4.836653520864534e-06,2.84098774240452e-05
1831,2.8222166292835027e-05,5.809946758615427e-07,4.775275361420686e-06,2.8222166292835027e-05
1832,2.841816032222206e-05,5.76573890092342e-07,4.761702452274871e-06,2.841816032222206e-05
1833,2.821192876061624e-05,6.067034113194885e-07,4.720118340628687e-06,2.821192876061624e-05
1834,2.8125270026586285e-05,5.963686321917651e-07,4.785131295648171e-06,2.8125270026586285e-05
1835,2.8217790064185726e-05,5.86835105715571e-07,4.753648941654579e-06,2.8217790064185726e-05
1836,2.8173774158598724e-05,5.581959864490013e-07,4.88880427188373e-06,2.8173774158598724e-05
1837,2.809855920661773e-05,5.184536949595245e-07,4.901717732406853e-06,2.809855920661773e-05
1838,2.8154735576078694e-05,5.140800567460246e-07,5.0385311364412444e-06,2.8154735576078694e-05
1839,2.882021726691164e-05,5.034896446431958e-07,5.209324107064666e-06,2.882021726691164e-05
1840,2.8604526180840496e-05,4.75317721436243e-07,5.335210646860235e-06,2.8604526180840496e-05
1841,2.8556787583511323e-05,4.846763041704045e-07,5.408098071971576e-06,2.8556787583511323e-05
1842,2.8836209042180728e-05,4.942757446510118e-07,5.480595648675392e-06,2.8836209042180728e-05
1843,2.8944061861173915e-05,5.044203378799596e-07,5.471068561746506e-06,2.8944061861173915e-05
1844,2.9138379042186508e-05,5.114559087360249e-07,5.465083631861489e-06,2.9138379042186508e-05
1845,2.9203883709020113e-05,5.269258370585053e-07,5.319683883239382e-06,2.9203883709020113e-05
1846,2.836204501883393e-05,5.316442062459308e-07,5.189110067606505e-06,2.836204501883393e-05
1847,2.8543596012501178e-05,5.323625771325169e-07,5.149190850975824e-06,2.8543596012501178e-05
1848,2.873946089364056e-05,5.396774156452011e-07,5.075873299834452e-06,2.873946089364056e-05
1849,2.8396105335559696e-05,5.611542560148206e-07,5.0166093907526895e-06,2.8396105335559696e-05
1850,2.823472953293406e-05,5.753892610625501e-07,5.023794333932788e-06,2.823472953293406e-05
1851,2.8454160721074523e-05,7.176461451763316e-07,5.0793533513829714e-06,2.8454160721074523e-05
1852,2.880955642987309e-05,7.316874440935603e-07,5.032201183244719e-06,2.880955642987309e-05
1853,2.93331582465076e-05,7.669978085037396e-07,5.050791839624123e-06,2.93331582465076e-05
1854,2.929496440629009e-05,7.715994537907786e-07,5.059001913260934e-06,2.929496440629009e-05
1855,2.9453204271184014e-05,7.738660445154113e-07,5.195215960286857e-06,2.9453204271184014e-05
1856,2.9432694645947777e-05,7.709617680770212e-07,5.130375549405082e-06,2.9432694645947777e-05
1857,2.9534189317408683e-05,7.616785881379786e-07,5.111878635943867e-06,2.9534189317408683e-05
1858,2.9011433590702446e-05,6.191638460352676e-07,5.079073162050918e-06,2.9011433590702446e-05
1859,2.849397580056185e-05,5.904674204819977e-07,5.329090202264654e-06,2.849397580056185e-05
1860,2.800153015414253e-05,5.66107441305316e-07,5.402387549630865e-06,2.800153015414253e-05
1861,2.770147304025678e-05,5.51908986575914e-07,5.478664401640085e-06,2.770147304025678e-05
1862,2.7271660396114123e-05,5.435394346672442e-07,5.541861420559664e-06,2.7271660396114123e-05
1863,2.729737570916768e-05,5.443873923078562e-07,5.680756528038598e-06,2.729737570916768e-05
1864,2.729905281739775e-05,5.519246266365891e-07,5.8912308824281875e-06,2.729905281739775e-05
1865,2.7340718328819742e-05,5.620795247653274e-07,5.975307366108089e-06,2.7340718328819742e-05
1866,2.739394039963372e-05,5.793200849828801e-07,5.979295175555828e-06,2.739394039963372e-05
1867,2.7285652062606198e-05,5.924797993169964e-07,6.0162456065882e-06,2.7285652062606198e-05
1868,2.6853471613971385e-05,6.096041634659091e-07,5.950397540540767e-06,2.6853471613971385e-05
1869,2.653904032610756e-05,6.109362808664238e-07,5.87011741767388e-06,2.653904032610756e-05
1870,2.626464811328333e-05,6.084066350402801e-07,5.849227688616208e-06,2.626464811328333e-05
1871,2.5792341278117548e-05,6.084975033055733e-07,5.879788854404719e-06,2.5792341278117548e-05
1872,2.5371509244515827e-05,6.015709540666389e-07,5.892086587014741e-06,2.5371509244515827e-05
1873,2.5159709496490124e-05,6.002631412879314e-07,5.816277605065677e-06,2.5159709496490124e-05
1874,2.484879587427713e-05,5.966401447819538e-07,5.768877339765563e-06,2.484879587427713e-05
1875,2.4933513746613505e-05,6.280743523997703e-07,5.778798043008594e-06,2.4933513746613505e-05
1876,2.478607711964287e-05,6.464673317298418e-07,5.738725576520665e-06,2.478607711964287e-05
1877,2.4560801518548813e-05,6.477330478966386e-07,5.7097742813182e-06,2.4560801518548813e-05
1878,2.4335864249483814e-05,6.550194646998924e-07,5.537759209671224e-06,2.4335864249483814e-05
1879,2.420621993743615e-05,6.783276619769043e-07,5.518809692668063e-06,2.420621993743615e-05
1880,2.3869354793402765e-05,6.684807252505769e-07,5.567354167266915e-06,2.3869354793402765e-05
1881,2.3872162533474954e-05,6.696328357845362e-07,5.6577105169708375e-06,2.3872162533474954e-05
1882,2.3639127383441e-05,6.485818257065798e-07,5.702698672394035e-06,2.3639127383441e-05
1883,2.3537451592606624e-05,6.571191144238193e-07,5.651268306142551e-06,2.3537451592606624e-05
1884,2.3206557411218194e-05,6.653421564806195e-07,5.657281300435508e-06,2.3206557411218194e-05
1885,2.295813387068587e-05,6.61284177892542e-07,5.689330009772675e-06,2.295813387068587e-05
1886,2.2687051179153578e-05,6.651281897315389e-07,5.7295053790897195e-06,2.2687051179153578e-05
1887,2.2501060292207903e-05,6.756442303412769e-07,5.8071886996913236e-06,2.2501060292207903e-05
1888,2.2000293548834244e-05,6.776724278876957e-07,5.691191420607668e-06,2.2000293548834244e-05
1889,2.1880165929490302e-05,6.595189136403081e-07,5.608093683154688e-06,2.1880165929490302e-05
1890,2.2059726169183186e-05,6.363103385150939e-07,5.6677890175446266e-06,2.2059726169183186e-05
1891,2.2062373318476602e-05,6.187184616075163e-07,5.705223624577879e-06,2.2062373318476602e-05
1892,2.2174259096833078e-05,6.11303278219566e-07,5.737232640967704e-06,2.2174259096833078e-05
1893,2.2334336141024585e-05,5.808037956610081e-07,5.789624602974592e-06,2.2334336141024585e-05
1894,2.2399079430864992e-05,5.669655414359503e-07,5.664573499026508e-06,2.2399079430864992e-05
1895,2.272190223655863e-05,5.538937638708116e-07,5.805697713055581e-06,2.272190223655863e-05
1896,2.2775242281828207e-05,5.762304583965618e-07,5.999204209469358e-06,2.2775242281828207e-05
1897,2.257594938523003e-05,5.698552903205772e-07,6.221174317033729e-06,2.257594938523003e-05
1898,2.2390136499390273e-05,5.642574153950721e-07,6.29798309351567e-06,2.2390136499390273e-05
1899,2.2388840079656802e-05,5.462712806547643e-07,6.358625211890155e-06,2.2388840079656802e-05
1900,2.245109525184879e-05,5.469165509046954e-07,6.317215008623732e-06,2.245109525184879e-05
1901,2.2600676207470576e-05,5.380935752847498e-07,6.404225197392017e-06,2.2600676207470576e-05
1902,2.2717385685869624e-05,5.477057243297168e-07,6.233358297842122e-06,2.2717385685869624e-05
1903,2.2731788184111273e-05,5.159823989028414e-07,5.978133231110405e-06,2.2731788184111273e-05
1904,2.265114172977129e-05,5.111751428492945e-07,5.854988817840681e-06,2.265114172977129e-05
1905,2.2896113088271314e-05,5.04056730830728e-07,5.643700465693005e-06,2.2896113088271314e-05
1906,2.2802600402168798e-05,5.00564133127617e-07,5.496875019161962e-06,2.2802600402168798e-05
1907,2.2803574081210953e-05,4.897545043799514e-07,5.371176939661382e-06,2.2803574081210953e-05
1908,2.260220285929141e-05,4.923938498840081e-07,5.234426485653135e-06,2.260220285929141e-05
1909,2.2314809549633147e-05,4.669274094989565e-07,5.198172467706692e-06,2.2314809549633147e-05
1910,2.2212566493960496e-05,4.6446838756050314e-07,5.131667356701135e-06,2.2212566493960496e-05
1911,2.227221479448157e-05,4.588227763438876e-07,4.967947006662143e-06,2.227221479448157e-05
1912,2.2129222998046316e-05,4.4468244807051504e-07,4.919837660314183e-06,2.2129222998046316e-05
1913,2.1979727275070866e-05,4.4041620331622e-07,4.804297142462539e-06,2.1979727275070866e-05
1914,2.169491822964379e-05,4.362343141955145e-07,4.703287621461121e-06,2.169491822964379e-05
1915,2.1427994527454886e-05,4.2784549236785097e-07,4.521252126973455e-06,2.1427994527454886e-05
1916,2.109086562995799e-05,4.3466363714677367e-07,4.4407506720745005e-06,2.109086562995799e-05
1917,2.0937670342391357e-05,4.316183768488762e-07,4.42889397943093e-06,2.0937670342391357e-05
1918,2.0726624175689983e-05,4.2403655697853537e-07,4.359276122808556e-06,2.0726624175689983e-05
1919,2.082391620206181e-05,4.237486288210286e-07,4.397064848100334e-06,2.082391620206181e-05
1920,2.084534103882366e-05,4.1433650770678856e-07,4.494155356431813e-06,2.084534103882366e-05
1921,2.0925766615878922e-05,4.007031090428167e-07,4.667260002731512e-06,2.0925766615878922e-05
1922,2.103666052529921e-05,3.8053066272628454e-07,4.830428809197786e-06,2.103666052529921e-05
1923,2.1528294642588923e-05,3.594461840553517e-07,4.948374940535619e-06,2.1528294642588923e-05
1924,2.1765670421050993e-05,3.337321499787192e-07,5.0493641927979686e-06,2.1765670421050993e-05
1925,2.2458224391032543e-05,3.2343818848598206e-07,5.244729566454355e-06,2.2458224391032543e-05
1926,2.337300923370224e-05,2.9950191203300035e-07,5.308626441546949e-06,2.337300923370224e-05
1927,2.471662420638105e-05,2.8952092634426663e-07,5.348348232863438e-06,2.471662420638105e-05
1928,2.533426127878816e-05,2.8119520477178283e-07,5.230992623442684e-06,2.533426127878816e-05
1929,2.6113785809554558e-05,2.835086425940452e-07,5.190016249149007e-06,2.6113785809554558e-05
1930,2.6768805972616455e-05,2.806494592277886e-07,5.116862926765212e-06,2.6768805972616455e-05
1931,2.721430610108655e-05,2.9205611440374923e-07,5.113097163952521e-06,2.721430610108655e-05
1932,2.7220252897158e-05,2.8527823912684524e-07,5.034587567414357e-06,2.7220252897158e-05
1933,2.6572760231959235e-05,2.999915977852652e-07,5.101494025439024e-06,2.6572760231959235e-05
1934,2.5969176151972662e-05,3.006294215473255e-07,5.060715856026425e-06,2.5969176151972662e-05
1935,2.609204472849212e-05,3.1075945474055645e-07,5.0894746631716515e-06,2.609204472849212e-05
1936,2.5629910981349114e-05,3.962706663125053e-07,5.011155151026157e-06,2.5629910981349114e-05
1937,2.575495792760713e-05,4.066803082228684e-07,5.006762551472223e-06,2.575495792760713e-05
1938,2.5282777642132714e-05,4.0087008658572033e-07,4.96063369480128e-06,2.5282777642132714e-05
1939,2.5141020939502467e-05,4.1304822876294824e-07,4.906278068769357e-06,2.5141020939502467e-05
1940,2.532597474263249e-05,4.074895717362129e-07,4.811782348822037e-06,2.532597474263249e-05
1941,2.5078327131008598e-05,4.233565716406572e-07,4.8074657570396084e-06,2.5078327131008598e-05
1942,2.4858264233833844e-05,4.30333021280863e-07,4.770239229401341e-06,2.4858264233833844e-05
1943,2.5225137765768784e-05,3.468073259682569e-07,4.834944515355996e-06,2.5225137765768784e-05
1944,2.4852769326701362e-05,3.4198345945567e-07,4.7975038666793675e-06,2.4852769326701362e-05
1945,2.54552664305915e-05,3.4983741313356275e-07,4.756446287501603e-06,2.54552664305915e-05
1946,2.5809152897896377e-05,3.4777927940662525e-07,4.631397132470738e-06,2.5809152897896377e-05
1947,2.6277309318954523e-05,3.577128536237849e-07,4.523190779894191e-06,2.6277309318954523e-05
1948,2.6952152828536263e-05,3.553754278787632e-07,4.411974649493848e-06,2.6952152828536263e-05
1949,2.7603645451433423e-05,3.4960821234822757e-07,4.346291916590417e-06,2.7603645451433423e-05
1950,2.812479241194004e-05,3.641796614114615e-07,4.276993032752736e-06,2.812479241194004e-05
1951,2.863923899505088e-05,3.7704659965649104e-07,4.197356247459538e-06,2.863923899505088e-05
1952,2.904344936333863e-05,3.784877021319387e-07,4.109795619504959e-06,2.904344936333863e-05
1953,2.9572458515758626e-05,3.855410243756653e-07,4.091711779048117e-06,2.9572458515758626e-05
1954,2.9840667983600205e-05,3.9154543937261875e-07,4.018438663219318e-06,2.9840667983600205e-05
1955,3.0214570090590443e-05,3.9720963432695757e-07,3.95515764596764e-06,3.0214570090590443e-05
1956,3.0500425054924563e-05,4.123617348536105e-07,3.8556199472493195e-06,3.0500425054924563e-05
1957,3.087534657554768e-05,4.0938400047707546e-07,3.7698073356295936e-06,3.087534657554768e-05
1958,3.1099356939583754e-05,4.1214426817402584e-07,3.741492914092045e-06,3.1099356939583754e-05
1959,3.138225890454903e-05,4.259647994331317e-07,3.7137939281300144e-06,3.138225890454903e-05
1960,3.159759970523217e-05,4.2928667198793846e-07,3.682936689334123e-06,3.159759970523217e-05
1961,3.209287803786408e-05,4.289576866410373e-07,3.6529578275284232e-06,3.209287803786408e-05
1962,3.218226629542187e-05,4.302659298056304e-07,3.6471825036902113e-06,3.218226629542187e-05
1963,3.2282558614887034e-05,4.2930208873518237e-07,3.634493460984751e-06,3.2282558614887034e-05
1964,3.21996007447264e-05,4.363896672592611e-07,3.571127016195013e-06,3.21996007447264e-05
1965,3.2296702037066484e-05,4.435430095587175e-07,3.5549586690259664e-06,3.2296702037066484e-05
1966,3.210293886825509e-05,4.3535850327966076e-07,3.5177522801989525e-06,3.210293886825509e-05
1967,3.199369140410064e-05,4.39148217472913e-07,3.516487985117627e-06,3.199369140410064e-05
1968,3.15767197857245e-05,4.555739760040264e-07,3.5084108601170428e-06,3.15767197857245e-05
1969,3.171297872281035e-05,4.553998199493695e-07,3.452682839062098e-06,3.171297872281035e-05
1970,3.177032314332402e-05,4.5607321957114824e-07,3.4061861567481955e-06,3.177032314332402e-05
1971,3.1917902431035016e-05,4.492800818362801e-07,3.4206097032957975e-06,3.1917902431035016e-05
1972,3.211926143973999e-05,4.418934257241095e-07,3.3829904038741787e-06,3.211926143973999e-05
1973,3.2362351963196746e-05,4.553931895705838e-07,3.3522272003340603e-06,3.2362351963196746e-05
1974,3.247570878426943e-05,4.538193577120962e-07,3.332992231922357e-06,3.247570878426943e-05
1975,3.2532655625670615e-05,4.398669416007449e-07,3.3285556842851553e-06,3.2532655625670615e-05
1976,3.2368697117947575e-05,4.371764776221555e-07,3.299156008194716e-06,3.2368697117947575e-05
1977,3.233158921440398e-05,4.3209580878413233e-07,3.368428614131907e-06,3.233158921440398e-05
1978,3.228708945763563e-05,4.254984113621114e-07,3.380759380888776e-06,3.228708945763563e-05
1979,3.220101851703865e-05,4.250836574166377e-07,3.4224978792605853e-06,3.220101851703865e-05
1980,3.244714805207748e-05,4.095661876947686e-07,3.515236650335802e-06,3.244714805207748e-05
1981,3.265428417112811e-05,4.065045605524834e-07,3.5806273379941037e-06,3.265428417112811e-05
1982,3.309847878491772e-05,4.048605311319469e-07,3.6615295227550504e-06,3.309847878491772e-05
1983,3.3384974813088775e-05,4.042863801194991e-07,3.806006394110487e-06,3.3384974813088775e-05
1984,3.385981056323674e-05,4.034445818693452e-07,3.882353602031279e-06,3.385981056323674e-05
1985,3.4095054745973486e-05,4.210669106084554e-07,3.99290573633542e-06,3.4095054745973486e-05
1986,3.46081552769257e-05,4.1626026765178334e-07,4.115854283424726e-06,3.46081552769257e-05
1987,3.4837506973417476e-05,4.2640235977030117e-07,4.200567998071035e-06,3.4837506973417476e-05
1988,3.51282001897094e-05,4.224148020577039e-07,4.330239465031939e-06,3.51282001897094e-05
1989,3.5286421604853657e-05,4.219925163592312e-07,4.472518672368356e-06,3.5286421604853657e-05
1990,3.538660322582083e-05,4.219451211286339e-07,4.6050664812875245e-06,3.538660322582083e-05
1991,3.5430965259105763e-05,4.2065209169907446e-07,4.768817429326841e-06,3.5430965259105763e-05
1992,3.563560364584971e-05,4.119355432002132e-07,4.896665749194133e-06,3.563560364584971e-05
1993,3.5721942757455895e-05,4.230832035188671e-07,5.045404122938635e-06,3.5721942757455895e-05
1994,3.598592697276867e-05,4.1262240253152935e-07,5.212751083100946e-06,3.598592697276867e-05
1995,3.6178217539730084e-05,4.122386363698232e-07,5.373316396019488e-06,3.6178217539730084e-05
1996,3.6436281724101196e-05,3.9955670721220873e-07,5.530352674603429e-06,3.6436281724101196e-05
1997,3.703184743894131e-05,3.9011687087102995e-07,5.86670518844455e-06,3.703184743894131e-05
1998,3.756860470665353e-05,3.865479892998077e-07,6.156888438064405e-06,3.756860470665353e-05
1999,3.8047035819285414e-05,3.7023151224145424e-07,6.469890325076579e-06,3.8047035819285414e-05
2000,3.855057522222134e-05,3.546752590669452e-07,6.7843177800698736e-06,3.855057522222134e-05
2001,3.903736017361682e-05,3.4503703107345375e-07,7.111504666162156e-06,3.903736017361682e-05
2002,3.980422375856766e-05,3.3574491453691735e-07,7.501325464025805e-06,3.980422375856766e-05
2003,4.063190655350419e-05,3.408347960690402e-07,7.885596979966586e-06,4.063190655350419e-05
2004,4.125572429204892e-05,3.406862966975106e-07,8.243437020740072e-06,4.125572429204892e-05
2005,4.165251812082715e-05,3.307992203969791e-07,8.825503495505213e-06,4.165251812082715e-05
2006,4.203975134130035e-05,3.2431408872720826e-07,9.738115035621117e-06,4.203975134130035e-05
2007,4.2223823714136544e-05,3.195969213720673e-07,1.0815489336632059e-05,4.2223823714136544e-05
2008,4.265999398610022e-05,3.166703988556817e-07,1.2357291130423878e-05,4.265999398610022e-05
2009,4.4119110368358504e-05,3.1747770127107546e-07,1.372714216683692e-05,4.4119110368358504e-05
2010,4.4567503729402756e-05,3.0952321188643897e-07,1.4950085512412312e-05,4.4567503729402756e-05
2011,4.4220084548994366e-05,3.037635443498792e-07,1.692670191135091e-05,4.4220084548994366e-05
2012,4.394704540443074e-05,3.100310672315183e-07,1.8430373269698714e-05,4.394704540443074e-05
2013,4.416370523228709e-05,3.203889938114506e-07,1.9239360491545604e-05,4.416370523228709e-05
2014,4.391119832039944e-05,3.3090701176011604e-07,2.0247222762139116e-05,4.391119832039944e-05
2015,4.329997942217493e-05,3.364408119718324e-07,2.0445216380591902e-05,4.329997942217493e-05
2016,4.179425429486271e-05,3.4397025875218136e-07,2.076604973158932e-05,4.179425429486271e-05
2017,4.1029611262880884e-05,3.4923314728985133e-07,2.1339264700751908e-05,4.1029611262880884e-05
2018,4.103361934539862e-05,3.613524995671469e-07,2.0854684771620667e-05,4.103361934539862e-05
2019,4.1166547816828825e-05,3.6434524020023673e-07,2.0580323962349212e-05,4.1166547816828825e-05
