ngram,way,ay,wya,wy
1530,0.00016724402329210925,1.2712989700958133e-06,0.0,7.289485178521968e-06
1531,0.00019758375544500138,1.2712989700958133e-06,0.0,7.289485178521968e-06
1532,0.0001813931864619787,1.7222155617803634e-06,0.0,7.289485178521968e-06
1533,0.00016776284194617932,4.509165916845502e-07,0.0,7.289485178521968e-06
1534,0.0001560619628954945,1.8553872840649483e-06,0.0,7.289485178521968e-06
1535,0.00018811024866798625,2.2318968474012635e-06,0.0,7.289485178521968e-06
1536,0.00020421176616634642,2.2318968474012635e-06,0.0,7.289485178521968e-06
1537,0.00017869856882108643,2.2318968474012635e-06,0.0,0.0
1538,0.0001537587959319353,2.2318968474012635e-06,0.0,0.0
1539,0.00012636577594093978,2.6110914015069805e-06,0.0,0.0
1540,0.00011838403796511037,2.6110914015069805e-06,0.0,0.0
1541,7.203650394720691e-05,1.2066207091265824e-06,0.0,0.0
1542,7.388285926676222e-05,8.301111457902672e-07,0.0,0.0
1543,8.059832699862974e-05,8.301111457902672e-07,0.0,0.0
1544,0.00011690471105144493,1.3865308444240197e-06,0.0,0.0
1545,0.00011943179976827065,1.3865308444240197e-06,0.0,0.0
1546,0.00013099883446037502,1.1158320895836887e-06,0.0,2.7970619547496814e-07
1547,0.00013099883446037502,1.1158320895836887e-06,0.0,2.7970619547496814e-07
1548,0.00015537267297206978,1.1158320895836887e-06,0.0,2.7970619547496814e-07
1549,0.0001417176816695636,1.1158320895836887e-06,0.0,2.7970619547496814e-07
1550,0.00016591077499989687,1.1158320895836887e-06,0.0,2.7970619547496814e-07
1551,0.0001296043909470817,5.594123909499363e-07,0.0,2.7970619547496814e-07
1552,0.00021057130444595323,2.001634389411525e-06,0.0,2.7970619547496814e-07
1553,0.0001898730468903003,1.4422219984615886e-06,0.0,0.0
1554,0.00020838625122061267,1.9955426328773944e-05,0.0,0.0
1555,0.0002056478718129386,1.9955426328773944e-05,0.0,0.0
1556,0.00019683608011941293,1.9955426328773944e-05,0.0,0.0
1557,0.00020589605264831334,1.9955426328773944e-05,0.0,0.0
1558,0.00024681897359966697,1.9955426328773944e-05,0.0,0.0
1559,0.0002775797350165833,1.8513204330312355e-05,0.0,0.0
1560,0.00031975661944930574,1.9859275068613768e-05,0.0,0.0
1561,0.00034719296257078113,1.346070738301413e-06,0.0,0.0
1562,0.0003451123629929498,1.346070738301413e-06,0.0,0.0
1563,0.0003330045593819315,3.619179161822623e-06,0.0,0.0
1564,0.00031510438982097967,3.619179161822623e-06,0.0,0.0
1565,0.00033893670999012623,7.666381731853886e-06,0.0,0.0
1566,0.00022086364229575599,7.666381731853886e-06,0.0,0.0
1567,0.00021007703513272906,9.049900264861727e-06,0.0,6.823973178273133e-07
1568,0.00016412748768094128,9.049900264861727e-06,0.0,6.823973178273133e-07
1569,0.00018616412645704777,9.049900264861727e-06,0.0,6.823973178273133e-07
1570,0.00019068398354907652,6.776791841340517e-06,0.0,6.823973178273133e-07
1571,0.0002064548378777025,6.776791841340517e-06,0.0,6.823973178273133e-07
1572,0.0001682175976124459,4.289471689844504e-06,0.0,6.823973178273133e-07
1573,0.00021410137040740146,4.289471689844504e-06,0.0,6.823973178273133e-07
1574,0.00021103609261834727,2.104593964499405e-06,0.0,0.0
1575,0.00023366712516040674,3.3618735934786466e-06,0.0,0.0
1576,0.00023939707482765828,4.71391490464157e-06,0.0,0.0
1577,0.00026350018742959946,4.71391490464157e-06,0.0,0.0
1578,0.0002695468158760507,7.123046056481794e-06,0.0,0.0
1579,0.00035233037903838394,5.563163637946543e-06,0.0,0.0
1580,0.0003383731049585289,1.5467771943024544e-05,0.0,0.0
1581,0.0003242874829863597,1.4923060397060389e-05,0.0,0.0
1582,0.0003343369982238593,1.8274576047718127e-05,0.0,0.0
1583,0.00031897695277751027,1.8124091314218405e-05,0.0,0.0
1584,0.00033256156893912703,1.8124091314218405e-05,0.0,0.0
1585,0.00032182962708507797,1.646983251443349e-05,0.0,0.0
1586,0.00023050041012798568,1.7188726360473083e-05,0.0,0.0
1587,0.00027453767792654356,7.976277174748247e-06,0.0,3.46079559676582e-07
1588,0.00032055382325779647,7.976277174748247e-06,0.0,1.0155853747814296e-06
1589,0.00032652565693881897,4.861293681252781e-06,0.0,1.0155853747814296e-06
1590,0.00036345780245028436,7.819347501936136e-06,0.0,1.0155853747814296e-06
1591,0.00036841149059390385,3.20738935702788e-05,0.0,1.2821188387793621e-06
1592,0.00037945022008248737,3.788571120821871e-05,0.0,1.2821188387793621e-06
1593,0.0004690972522699407,3.85064777219668e-05,0.0,1.2821188387793621e-06
1594,0.00042648063390515745,4.0161160801030095e-05,0.0,1.2713024456648521e-06
1595,0.00042573032884060273,4.4669131576873565e-05,0.0,6.017966305600047e-07
1596,0.00041927193524315953,5.369623080956184e-05,0.0,6.017966305600047e-07
1597,0.00041550979117995927,5.304742119603491e-05,0.0,6.017966305600047e-07
1598,0.0003959603574393051,2.8969810793049483e-05,0.0,3.35263166562072e-07
1599,0.0003680917704644214,2.723747804468855e-05,0.0,3.35263166562072e-07
1600,0.00031159531083955826,2.685637247980464e-05,0.0,4.4176925127560806e-07
1601,0.00032918107172008604,2.8611331377500653e-05,0.0,1.0650608471353604e-07
1602,0.0003063205076614395,2.4625364176245057e-05,0.0,1.0650608471353604e-07
1603,0.0003400641372926267,1.5752893594773404e-05,0.0,1.0650608471353604e-07
1604,0.0003333354522640418,1.530695846798023e-05,0.0,1.0650608471353604e-07
1605,0.00036931415213205455,1.7266323733825368e-05,0.0,1.0650608471353604e-07
1606,0.00042177350094009725,1.4193728800039804e-05,0.0,2.9093099393711393e-06
1607,0.00043186334161353964,1.6967659446111482e-05,0.0,2.8028038546576032e-06
1608,0.00047525790120874135,1.3864246349320248e-05,0.0,2.8028038546576032e-06
1609,0.00048729113353017183,1.4474286672339076e-05,0.0,2.8028038546576032e-06
1610,0.0004918324079231492,1.5247363145525533e-05,0.0,2.8028038546576032e-06
1611,0.0004908829786082995,1.2592146601621477e-05,0.0,2.8028038546576032e-06
1612,0.00048515438850569936,1.556685976668502e-05,0.0,2.8028038546576032e-06
1613,0.0004637142368924937,2.0037706138152445e-05,0.0,0.0
1614,0.00048127820316169945,1.8612488962129907e-05,0.0,0.0
1615,0.0004566664907283017,1.9518817258098613e-05,0.0,3.809432525615973e-07
1616,0.0004526812450162002,2.0188896054865575e-05,0.0,3.809432525615973e-07
1617,0.0004625042201951146,2.357382199339294e-05,0.0,3.809432525615973e-07
1618,0.0004685686851319458,2.483828419436967e-05,0.0,3.809432525615973e-07
1619,0.0004903363213608307,2.231556365066873e-05,0.0,3.809432525615973e-07
1620,0.0004796787481089788,1.7694777592883577e-05,0.0,3.809432525615973e-07
1621,0.0004685224433030401,2.3773154940239954e-05,0.0,3.809432525615973e-07
1622,0.0004544394864102027,2.2571922727365745e-05,0.0,0.0
1623,0.0005048500565213285,2.26556994026136e-05,0.0,0.0
1624,0.0004620305678275015,2.0582561319315573e-05,0.0,1.493321925798747e-07
1625,0.000524771142019225,2.6799595551502925e-05,0.0,1.493321925798747e-07
1626,0.0005055783133554671,2.6966763795956338e-05,0.0,1.493321925798747e-07
1627,0.0005604770101074662,3.110670935971679e-05,0.0,4.688748731496162e-07
1628,0.0005488690304835993,2.4162319472712363e-05,0.0,4.688748731496162e-07
1629,0.0005793803762311914,2.750277313420416e-05,0.0,6.339335608832439e-07
1630,0.0005428402343698378,2.949807873976949e-05,0.0,6.339335608832439e-07
1631,0.000583689593310867,2.9278933132965384e-05,0.0,5.412813542144639e-07
1632,0.0005340307169327778,2.431982388121209e-05,0.0,9.077858911561114e-07
1633,0.0005384166974441282,2.362075403133141e-05,0.0,1.0448786887146916e-06
1634,0.0005035475312199976,2.1571530721433063e-05,0.0,8.487541711994189e-07
1635,0.0005707677004725806,2.5316416992739376e-05,0.0,8.487541711994189e-07
1636,0.0005590699313740645,2.3269900598929132e-05,0.0,7.705398924632131e-07
1637,0.0006032968438895685,2.3485662625587012e-05,0.0,8.437000198162943e-07
1638,0.0006151267194322177,2.3809600471785025e-05,0.0,1.0563601823118266e-06
1639,0.0006022251161214497,2.4070243723274742e-05,0.0,9.234663431405872e-07
1640,0.0005934101063758135,2.6948638541008612e-05,0.0,8.891816004766692e-07
1641,0.0005865265723384384,2.6291920221410692e-05,0.0,9.449297034994483e-07
1642,0.0005402621921218399,2.5099922173207494e-05,0.0,1.052879537967653e-06
1643,0.0005455498425622604,2.5631529362207012e-05,0.0,1.0563575756350474e-06
1644,0.0005349712986831687,2.2909484349448966e-05,0.0,9.831974482819663e-07
1645,0.0005347426007834397,2.2362215141973657e-05,0.0,7.629741308587004e-07
1646,0.0005627167036956442,1.9874704451337622e-05,0.0,8.315786479735314e-07
1647,0.0006032950352943901,1.6812737612781348e-05,0.0,1.0409072582920738e-06
1648,0.000626767860792045,1.7251452910776216e-05,0.0,8.617409922148259e-07
1649,0.0006260717137982803,2.1236541929933344e-05,0.0,1.1449300408068147e-06
1650,0.0006404132249632052,2.248464514715514e-05,0.0,1.1424478673559082e-06
1651,0.0006624099998069661,2.4076728745317917e-05,0.0,1.3144481921959335e-06
1652,0.0006608832627534866,2.3179771038225488e-05,0.0,1.3766741549911136e-06
1653,0.0006525015425203102,2.5489633247031763e-05,0.0,1.3005862829881413e-06
1654,0.0006571513866739613,2.6230254141929826e-05,0.0,1.029932803930933e-06
1655,0.0006519366870634258,2.512793720857839e-05,0.0,1.1461388932535295e-06
1656,0.0006626093693609748,1.891569016671773e-05,0.0,8.9092200385364e-07
1657,0.0006556062144227326,1.705706420450172e-05,0.0,9.421038912803072e-07
1658,0.0006271830144604402,1.7575074967420994e-05,0.0,1.0381817422252685e-06
1659,0.0006192269668515239,1.698256723362387e-05,0.0,9.59006133679655e-07
1660,0.0006203608021938375,1.6212430507169173e-05,0.0,7.328787907973882e-07
1661,0.0006068914330431394,1.5883293469544568e-05,0.0,6.913956046413919e-07
1662,0.0006279755616560578,1.544986181605574e-05,0.0,8.99988393143758e-07
1663,0.0006044264508610857,1.5456640280068052e-05,0.0,7.64066399483454e-07
1664,0.0006108044804672577,1.5188859703942268e-05,0.0,7.036502012169876e-07
1665,0.0006262979129262801,1.3687966072341493e-05,0.0,5.678468722537997e-07
1666,0.0006516710896643677,1.3644333193951752e-05,0.0,6.555248757779606e-07
1667,0.0006467227483101721,1.3638648592210042e-05,0.0,7.528818254546163e-07
1668,0.0006536860393160688,1.236066879885454e-05,0.0,7.966350413620862e-07
1669,0.0006383627395345164,1.2448753750504693e-05,0.0,5.616984383647962e-07
1670,0.0006716286547348968,1.2684746057597554e-05,0.0,7.93593439344217e-07
1671,0.0006694605108350515,1.3537073170612399e-05,0.0,9.887588297325628e-07
1672,0.0006579250579566828,1.3717803410275207e-05,0.0,9.056851857686914e-07
1673,0.0006500092900491186,1.4508589564294588e-05,0.0,8.105828673673646e-07
1674,0.0006709552918826896,1.3733253386557667e-05,0.0,7.457564419967509e-07
1675,0.0006759045312979392,1.5197861232861345e-05,0.0,7.363217256235137e-07
1676,0.0006864472275732883,1.5179469041218649e-05,0.0,7.752989818397639e-07
1677,0.0006787554926372,1.4681091280570918e-05,0.0,5.769901788101249e-07
1678,0.0006730291061103344,1.4349163263562201e-05,0.0,3.629745403291703e-07
1679,0.000651417050643691,1.472220485863675e-05,0.0,3.599168759852286e-07
1680,0.000638697188281055,1.4146799523067394e-05,0.0,4.437855786980955e-07
1681,0.0006212003479179527,1.447299369569269e-05,0.0,5.231342876348728e-07
1682,0.0005982441860916359,1.4280258515749925e-05,0.0,5.69459919980935e-07
1683,0.0005827081788863454,1.3629940700151824e-05,0.0,5.288893021315744e-07
1684,0.0005841206875629723,1.4134850711603317e-05,0.0,5.537462633193562e-07
1685,0.0005628467936600957,1.3863074595324828e-05,0.0,5.748138757358642e-07
1686,0.0005837647892933871,1.3203966123650649e-05,0.0,5.562995438270133e-07
1687,0.0005784640837061618,1.395006178686994e-05,0.0,5.712882357654183e-07
1688,0.0005950122140347958,1.556117916022361e-05,0.0,5.060005808640458e-07
1689,0.0005913765967956611,1.5335108530832387e-05,0.0,5.832122959808268e-07
1690,0.0005783868255093694,1.6480145469748614e-05,0.0,5.157136736702991e-07
1691,0.0005881684981951756,1.705725805680101e-05,0.0,5.551347267588166e-07
1692,0.0006018183693023664,1.870811645078772e-05,0.0,6.873237968615545e-07
1693,0.0005971668537573091,1.8710402010973276e-05,0.0,7.537481739713517e-07
1694,0.0006015807323689971,1.7625027924493353e-05,0.0,6.545334595589988e-07
1695,0.000582463972802673,1.5448880341344712e-05,0.0,6.854758985192737e-07
1696,0.0005934171578181642,1.4609192086416961e-05,0.0,5.591119430294254e-07
1697,0.0006024789846768337,1.4109085376341162e-05,0.0,6.485477724384379e-07
1698,0.0005835531296075455,1.3154344612433175e-05,0.0,6.129111836474164e-07
1699,0.0005748640729247459,1.1564569051967868e-05,0.0,5.305941905524898e-07
1700,0.0005700135121255048,1.1711162447422144e-05,0.0,5.535212770675051e-07
1701,0.0005762611981481314,1.1914014846427432e-05,0.0,5.968030417794321e-07
1702,0.0005719507794960269,1.3109979720736322e-05,0.0,6.511057790703489e-07
1703,0.0005572297876434666,1.3763506363570091e-05,0.0,7.741908275095608e-07
1704,0.0005593951708371085,1.376859953390002e-05,0.0,7.159553052003633e-07
1705,0.0005558426658223782,1.4804017674967846e-05,0.0,7.178323154935892e-07
1706,0.0005565780198334583,1.7229438266700265e-05,0.0,6.314384433738139e-07
1707,0.0005462150812880802,1.8349258685442953e-05,0.0,6.967445642658276e-07
1708,0.0005114293058535882,1.8499623105786407e-05,0.0,7.737652530132826e-07
1709,0.0004980217740272305,1.7906423116593423e-05,0.0,7.381286276800633e-07
1710,0.00048654332307965627,1.8588282078521195e-05,0.0,6.868418316636442e-07
1711,0.0004946487897541374,1.8431017581731014e-05,0.0,7.317945249139614e-07
1712,0.00047651640072997125,1.7560266314831097e-05,0.0,7.763240879350113e-07
1713,0.0004580437172470348,1.5413743962458932e-05,0.0,8.293846950177144e-07
1714,0.00044858665205538273,1.4037006492019697e-05,0.0,7.236707883099111e-07
1715,0.00044316307425365916,1.4031369573785923e-05,0.0,6.808839673664937e-07
1716,0.000441561993544123,1.3956848826118013e-05,0.0,6.289586289247901e-07
1717,0.0004444705596792379,1.4274552475918817e-05,7.641405476631137e-09,6.402895686668282e-07
1718,0.0004175183047274394,1.540194326870343e-05,7.641405476631137e-09,6.207838388101144e-07
1719,0.0004170510843063572,1.5830886955622452e-05,7.641405476631137e-09,5.977529643327475e-07
1720,0.00041040475480258465,1.6264590418099294e-05,7.641405476631137e-09,5.638187222497695e-07
1721,0.0004063130306479122,1.6815257757636054e-05,7.641405476631137e-09,5.836064766689171e-07
1722,0.00040978875975789767,1.7561684087143347e-05,7.641405476631137e-09,6.2852944081117e-07
1723,0.00040644620561839214,1.7574502765325762e-05,7.641405476631137e-09,6.398312361203093e-07
1724,0.0003990141807922295,1.6640508355132105e-05,0.0,6.250157866816153e-07
1725,0.0003806941884769393,1.538748737013001e-05,0.0,5.623041313843455e-07
1726,0.0003806797238732023,1.5001203012486388e-05,0.0,5.150257952176876e-07
1727,0.00038691779731639793,1.451783932030334e-05,0.0,5.337104909131085e-07
1728,0.00038182971599910943,1.3304428778480673e-05,0.0,5.151045680154962e-07
1729,0.00038940879832287986,1.2437207910157408e-05,0.0,4.0014030438279793e-07
1730,0.00038754017441533506,1.306879624150627e-05,0.0,3.8547990754977945e-07
1731,0.0003918893718426781,1.2969516189644179e-05,0.0,3.274747107135616e-07
1732,0.0003943008611843522,1.3111776362555766e-05,0.0,3.5657847011602175e-07
1733,0.0003884629820406969,1.2979833107757649e-05,0.0,3.8850118195503977e-07
1734,0.0003868749606356557,1.2586446635915699e-05,0.0,3.1671205290097403e-07
1735,0.0003849009974926178,1.3825936028817004e-05,0.0,3.1009352190786945e-07
1736,0.0003714862811778273,1.3233153497692132e-05,0.0,3.3886921560874074e-07
1737,0.0003667695356333362,1.2115966066111078e-05,0.0,3.7409093676745086e-07
1738,0.0003589365182311407,1.1739044826494397e-05,0.0,3.9270047734264934e-07
1739,0.00035929530609532127,1.1105390642894366e-05,0.0,3.876618076706758e-07
1740,0.0003489637082176549,1.0791468022424461e-05,0.0,3.7731233857942114e-07
1741,0.00034062669978344014,1.0640939633179056e-05,0.0,4.323437354157379e-07
1742,0.000351879745721817,1.0193902458662965e-05,0.0,4.058491559330183e-07
1743,0.00034049013213786693,1.0226305935897731e-05,0.0,3.7410775835918943e-07
1744,0.00034129785074453266,1.1329612919195955e-05,0.0,4.051073005939543e-07
1745,0.00033497422451286444,1.1483733422729919e-05,0.0,4.4568253900121947e-07
1746,0.0003325244054264788,1.1673487928679346e-05,0.0,4.915371505376243e-07
1747,0.00034020174228187116,1.1666682699537237e-05,0.0,4.6075298395667884e-07
1748,0.00034486442538244385,1.1462262331666092e-05,0.0,4.354351728709714e-07
1749,0.000326910413735147,1.0993881395344423e-05,0.0,4.3539109079964486e-07
1750,0.0003454953299037048,1.0881186556486813e-05,0.0,4.790690013578569e-07
1751,0.0003503061972358929,9.668055749248847e-06,0.0,4.147612133108071e-07
1752,0.0003572667607971068,9.543966760767425e-06,0.0,3.644576703923771e-07
1753,0.00036473591379555207,9.176532070601492e-06,0.0,3.452136435758543e-07
1754,0.000369273209279137,8.661870651849313e-06,0.0,3.6212433737351344e-07
1755,0.0003789178569734629,8.191570421851274e-06,0.0,3.5291375054060025e-07
1756,0.0003918481233995408,7.85833468138922e-06,3.035470541590257e-09,3.5081281371926056e-07
1757,0.00039561494902175454,7.696997857107948e-06,3.035470541590257e-09,3.239175733987005e-07
1758,0.0003884468210994133,7.753816459756178e-06,3.035470541590257e-09,3.028410020533556e-07
1759,0.00038322191020207744,7.388625622947334e-06,3.035470541590257e-09,2.799896878156817e-07
1760,0.0003793087671510875,7.33106097478802e-06,3.035470541590257e-09,2.7049681250446156e-07
1761,0.000376059058388429,7.384997193834611e-06,3.035470541590257e-09,2.7165670246631635e-07
1762,0.00037139589715349885,8.184467722977778e-06,3.035470541590257e-09,2.7033864163123713e-07
1763,0.0003741930579833154,8.26367730561677e-06,2.8386745652499356e-09,2.704221730352531e-07
1764,0.0003770641217540417,8.378606772956637e-06,2.8386745652499356e-09,2.6128415900724835e-07
1765,0.00038906098676047156,8.436180775918598e-06,2.8386745652499356e-09,3.5153258539009714e-07
1766,0.00039591351690303,8.407746463490184e-06,2.8386745652499356e-09,3.611137994344712e-07
1767,0.0004075005459266582,8.953785644345252e-06,2.8386745652499356e-09,3.552816321773987e-07
1768,0.00041687647379668694,9.139677656224063e-06,2.8386745652499356e-09,3.456479597779045e-07
1769,0.0004259411694615015,8.703435274323315e-06,2.8386745652499356e-09,3.3746337635420787e-07
1770,0.0004259078039987279,8.669905193008682e-06,0.0,3.381270841730709e-07
1771,0.00042802909073153775,8.71345894535937e-06,0.0,3.3844526114990003e-07
1772,0.0004248168635448175,8.559268020949925e-06,0.0,2.6862105073632847e-07
1773,0.00043060225185139904,8.643151756716958e-06,0.0,2.4937581396703277e-07
1774,0.0004217006706832243,8.977885954664089e-06,0.0,2.5009607692741807e-07
1775,0.0004168622586543539,9.283526976235277e-06,0.0,2.472093732259444e-07
1776,0.00041304983564519456,8.811798774591548e-06,0.0,2.7199583639360624e-07
1777,0.00041201796349404115,8.936630820244318e-06,0.0,2.696047139189821e-07
1778,0.00039476292191206345,8.494506476251575e-06,0.0,2.7446485465329064e-07
1779,0.0003865558371346976,8.629100128538475e-06,0.0,2.6302777403738477e-07
1780,0.00037187924941203425,8.226345861268264e-06,0.0,2.8244768251235133e-07
1781,0.0003768373904417136,8.10790509474048e-06,1.9125168750276445e-09,2.5270856797630715e-07
1782,0.00037166045928773073,8.013191615775992e-06,1.9125168750276445e-09,2.4825816678587997e-07
1783,0.0003635303499842329,8.883813539536537e-06,1.9125168750276445e-09,2.2606847543167013e-07
1784,0.0003575111082422414,1.012448566533359e-05,1.9125168750276445e-09,2.16840742187482e-07
1785,0.00036130325003926245,1.0449881041755102e-05,1.9125168750276445e-09,2.0910415798880422e-07
1786,0.00034962541706460925,9.735188671454256e-06,1.9125168750276445e-09,2.2392727113843387e-07
1787,0.00035727940017490515,1.0012971935274046e-05,1.9125168750276445e-09,2.391958316496e-07
1788,0.0003533520586123424,9.566825026143175e-06,0.0,2.5212849915793155e-07
1789,0.0003563765702503068,9.74981510028426e-06,0.0,2.591429445634016e-07
1790,0.00035157017659262886,9.27066262842605e-06,0.0,2.849405323753932e-07
1791,0.0003514591496371265,7.848776801568289e-06,0.0,2.967542107918624e-07
1792,0.0003557093732524663,7.919138170109363e-06,0.0,2.9324497826824623e-07
1793,0.0003673753110758428,8.415513288387696e-06,0.0,2.7134616686907975e-07
1794,0.00036261377473627884,9.212134175738487e-06,9.979855672018596e-10,2.5342085458695305e-07
1795,0.00036137229264048595,8.850792515399267e-06,9.979855672018596e-10,2.6420083543143846e-07
1796,0.000360934974326353,8.190789490721987e-06,9.979855672018596e-10,2.7153611727369154e-07
1797,0.0003728229660607342,7.977658307416796e-06,9.979855672018596e-10,2.586679771963775e-07
1798,0.0003802979065637503,7.82289336192272e-06,2.1552989234610973e-09,2.4821275904482067e-07
1799,0.0003756611840799451,7.607353316935976e-06,2.1552989234610973e-09,2.7241145314097335e-07
1800,0.0003723279556392559,7.5070248125744655e-06,2.1552989234610973e-09,2.7838672370502794e-07
1801,0.0003744823417426752,6.9715153715930815e-06,1.6216538270949092e-09,2.903556171369408e-07
1802,0.00037549096824867386,6.832854134180317e-06,1.6216538270949092e-09,2.7686241261497866e-07
1803,0.00037491302438346405,7.195969763935344e-06,1.972653786351332e-09,2.6248481382091473e-07
1804,0.00036700210850020606,7.013586192832528e-06,1.972653786351332e-09,2.7170148695989026e-07
1805,0.00037027354535114555,7.434171493514441e-06,1.0750179318159375e-09,2.646858072401821e-07
1806,0.00037745053746870587,7.345213491914494e-06,1.0750179318159375e-09,2.449200390434011e-07
1807,0.0003884057057023581,7.2735588868714074e-06,2.1211240541774146e-09,2.5586915545058477e-07
1808,0.0003952698815347893,7.042820145995522e-06,1.6567835833417428e-09,2.5063005182346387e-07
1809,0.00039721548507389216,6.899161170232608e-06,1.8377083981541936e-09,2.4705441806612984e-07
1810,0.00039600055814454597,6.5460275696490755e-06,1.4867084388977707e-09,2.5239225668168987e-07
1811,0.0003962762753612229,6.401238416791395e-06,1.4867084388977707e-09,2.3890491312223663e-07
1812,0.0003906725573220423,5.780591696488305e-06,1.4657391966821365e-09,2.3633057212789156e-07
1813,0.0003866754289317344,5.8697215925868865e-06,1.4657391966821365e-09,2.3634260263146904e-07
1814,0.0003819125413428992,5.606587559928552e-06,6.285912108288422e-10,2.29604903470967e-07
1815,0.00037542486929201653,5.175676051294431e-06,8.217319206035459e-10,2.1459903872969983e-07
1816,0.0003715905934638743,5.104187883781768e-06,1.2113252781783705e-09,2.1297120562329447e-07
1817,0.00037596342735923827,5.0284653038293726e-06,1.3826728492308656e-09,2.0126468314174417e-07
1818,0.0003770405809128923,5.609725446577483e-06,1.3826728492308656e-09,1.8748397678791662e-07
1819,0.0003782824205700308,5.844780064632817e-06,1.2942620308820096e-09,1.9159499840627957e-07
1820,0.00038459294592030346,7.897327902485682e-06,1.4416589668085423e-09,1.8114659740474182e-07
1821,0.0003893794699771596,8.21486537461169e-06,1.3612550848434474e-09,1.6503586713107715e-07
1822,0.00039318563982046077,8.519111101382545e-06,1.5424210876778334e-09,1.635857671544727e-07
1823,0.0003983092984916376,8.763150097885436e-06,1.1123656836912028e-09,1.5719689169405422e-07
1824,0.0003976027697457799,8.782688772563623e-06,9.410181126387078e-10,1.5336346085145385e-07
1825,0.0003992452859945063,8.229324196560941e-06,9.410181126387078e-10,1.5368393795662477e-07
1826,0.00039833352950933786,8.001808769872046e-06,1.1462154162319597e-09,1.4229526763236728e-07
1827,0.0003980646433774382,5.9077325594054334e-06,9.988184803054268e-10,1.3445410169359612e-07
1828,0.00039714248019403646,5.93493249263182e-06,8.702642257623389e-10,1.300634601924295e-07
1829,0.00039546782500110567,5.7544354733961105e-06,6.365060700730396e-10,1.1940691787718345e-07
1830,0.00039675367796527486,5.8515561249805614e-06,4.96043301672395e-10,1.1194111136449334e-07
1831,0.0003970886256346213,6.017782002995123e-06,4.96043301672395e-10,1.0784221566544667e-07
1832,0.00039890481691275326,6.107756949599466e-06,4.96043301672395e-10,9.885586393920676e-08
1833,0.0004011724875973804,6.472279567658136e-06,1.405485569197903e-10,1.0509171285580773e-07
1834,0.0003990318925519075,6.4145618645332954e-06,1.405485569197903e-10,1.0740271047130331e-07
1835,0.00040065574908762107,6.318157829809934e-06,3.081153586238981e-10,1.0762577521258468e-07
1836,0.00040474611367764216,6.465898682758312e-06,2.4262798119829247e-10,1.0719050079290224e-07
1837,0.000404545189147549,6.4262209369709514e-06,3.9751080205263634e-10,1.0962794557859265e-07
1838,0.00040668946790641973,6.373982874460385e-06,3.9751080205263634e-10,1.1145053235850355e-07
1839,0.0004066583143347608,6.5496243613389586e-06,4.732922387340466e-10,1.1844435172341556e-07
1840,0.0004082081057796521,6.414245425340985e-06,5.488782047916427e-10,1.0743063683094078e-07
1841,0.00041159628640993366,6.5582578697233525e-06,6.888334268064154e-10,1.0255841280988015e-07
1842,0.00041152131910036715,6.880868113512406e-06,7.645283850443718e-10,1.0820318152582331e-07
1843,0.0004095669844121273,6.933376555805028e-06,8.206162654162646e-10,1.0878037467624121e-07
1844,0.0004110775563666331,6.87735538511853e-06,6.657334445619207e-10,1.1364454215773939e-07
1845,0.00041214101033152213,6.751897412219218e-06,7.324722098697326e-10,1.1308883074434561e-07
