ngram,revolution,revoluton,revoluton,revoltin
1917,1.8186116124395214e-05,2.0359026290225503e-09,2.0359026290225503e-09,8.069026161524765e-10
1918,1.8907918664418893e-05,2.0559151603372072e-09,2.0559151603372072e-09,8.245013164273221e-10
1919,1.951666334727114e-05,2.024586601542414e-09,2.024586601542414e-09,7.931727576325289e-10
1920,2.0055066020826678e-05,1.9369144542226634e-09,1.9369144542226634e-09,8.66287276040418e-10
1921,2.0220064470777288e-05,2.016763795647287e-09,2.016763795647287e-09,8.471853020695721e-10
1922,1.9833709042619114e-05,1.8583494187929261e-09,1.8583494187929261e-09,7.921294057197262e-10
1923,1.9233230237400028e-05,1.2451743326900656e-09,1.2451743326900656e-09,6.566626409298948e-10
1924,1.8537815776653588e-05,8.226923646294435e-10,8.226923646294435e-10,6.496427641865057e-10
1925,1.8356678733003457e-05,8.140353530139421e-10,8.140353530139421e-10,5.892361321091499e-10
1926,1.850743059808987e-05,8.727960318763042e-10,8.727960318763042e-10,4.646131019596973e-10
1927,1.9060605024735976e-05,8.941445817883015e-10,8.941445817883015e-10,5.305118566667488e-10
1928,1.9465237138709718e-05,8.57029730913109e-10,8.57029730913109e-10,4.864938848595354e-10
1929,2.01577199082489e-05,1.0132825193988536e-09,1.0132825193988536e-09,5.657547842906143e-10
1930,2.0465187065253432e-05,1.1275399839995514e-09,1.1275399839995514e-09,6.746643561277616e-10
1931,2.1340607677952255e-05,1.2605165165626074e-09,1.2605165165626074e-09,6.78287315203363e-10
1932,2.2141607457472545e-05,1.4317618836555214e-09,1.4317618836555214e-09,6.329150378395606e-10
1933,2.2508907932206057e-05,1.364702366985731e-09,1.364702366985731e-09,6.797377462484735e-10
1934,2.2750802859913426e-05,1.4534918506876287e-09,1.4534918506876287e-09,5.427664666919035e-10
1935,2.2600814710520873e-05,1.4049371110935738e-09,1.4049371110935738e-09,6.29894335103996e-10
1936,2.2266190301577027e-05,1.1730165707815994e-09,1.1730165707815994e-09,4.991169838541865e-10
1937,2.2043165569942046e-05,1.1218642978879804e-09,1.1218642978879804e-09,4.3509224596187986e-10
1938,2.117510224966931e-05,1.116731990610401e-09,1.116731990610401e-09,4.696352295147881e-10
1939,2.0722004462316234e-05,9.624862791689027e-10,9.624862791689027e-10,6.451441860891702e-10
1940,2.1145158305963768e-05,8.776959456843361e-10,8.776959456843361e-10,5.782688137858014e-10
1941,2.0590366018171024e-05,9.461600848042246e-10,9.461600848042246e-10,6.160687713942434e-10
1942,2.034436407224608e-05,9.09772556892793e-10,9.09772556892793e-10,5.850526690094021e-10
1943,2.0165347190673595e-05,1.0390083951935684e-09,1.0390083951935684e-09,9.717284179692039e-10
1944,2.0255381709180904e-05,1.0026816044117481e-09,1.0026816044117481e-09,1.116556813277444e-09
1945,2.0301012357646998e-05,1.1694960079720674e-09,1.1694960079720674e-09,1.217242019481622e-09
1946,2.0075590977545028e-05,1.1771232401512422e-09,1.1771232401512422e-09,1.2497632750114412e-09
1947,1.9647329931363595e-05,1.2818701972910113e-09,1.2818701972910113e-09,1.290197916757409e-09
1948,2.007510296867362e-05,1.2559630637097386e-09,1.2559630637097386e-09,1.3442622094826463e-09
1949,2.06552171480975e-05,1.4023190307378896e-09,1.4023190307378896e-09,1.3727774393425462e-09
1950,2.099208567025406e-05,1.3198256614594633e-09,1.3198256614594633e-09,1.0497641327639989e-09
1951,2.1293099832421702e-05,1.4921768503357263e-09,1.4921768503357263e-09,1.0917382870750154e-09
1952,2.145537681436898e-05,1.2515164381023324e-09,1.2515164381023324e-09,1.0451996252618707e-09
1953,2.2009498154927443e-05,1.1924245797117245e-09,1.1924245797117245e-09,8.91972353121519e-10
1954,2.2284535849134306e-05,1.1409414444964382e-09,1.1409414444964382e-09,1.01445187964241e-09
1955,2.248427777625953e-05,1.0635839589997635e-09,1.0635839589997635e-09,1.0660771551255062e-09
1956,2.3015641220678974e-05,1.0445239355989194e-09,1.0445239355989194e-09,1.141977790108939e-09
1957,2.4146661287107107e-05,1.2444622792579757e-09,1.2444622792579757e-09,1.2485338001561835e-09
1958,2.5191784516209736e-05,1.3056728079671335e-09,1.3056728079671335e-09,1.1477663026353874e-09
1959,2.6840678921351874e-05,1.4983076049698445e-09,1.4983076049698445e-09,1.1534319610539967e-09
1960,2.8223943705337922e-05,1.5798346757784592e-09,1.5798346757784592e-09,1.2549794140400854e-09
1961,2.9601930561641764e-05,1.6968135785333516e-09,1.6968135785333516e-09,1.1788276703989758e-09
1962,3.112497896446647e-05,1.7559061823594187e-09,1.7559061823594187e-09,1.0618146837972274e-09
1963,3.298502165957221e-05,1.7717709363144048e-09,1.7717709363144048e-09,9.318971546815443e-10
1964,3.524525345710572e-05,1.8189185554565564e-09,1.8189185554565564e-09,9.38594083407399e-10
1965,3.73341551624305e-05,1.959040723293575e-09,1.959040723293575e-09,9.399004193991596e-10
1966,3.891756205121055e-05,1.960571403637955e-09,1.960571403637955e-09,9.073891400162332e-10
1967,4.068837474083661e-05,2.157541367786564e-09,2.157541367786564e-09,8.777550353222807e-10
1968,4.2008310889026946e-05,2.1313323962855536e-09,2.1313323962855536e-09,8.714778422712146e-10
1969,4.239291748880143e-05,2.27739582747688e-09,2.27739582747688e-09,9.706263887870087e-10
1970,4.168278662421342e-05,2.2699792046054768e-09,2.2699792046054768e-09,9.50513406079117e-10
1971,4.012254014794182e-05,2.2058385594293993e-09,2.2058385594293993e-09,8.600714029860512e-10
1972,3.843431789261688e-05,2.0780008507565687e-09,2.0780008507565687e-09,8.061041834039884e-10
1973,3.673853747646457e-05,2.1438335868444777e-09,2.1438335868444777e-09,8.898925881898176e-10
1974,3.470535167642603e-05,1.994212572853371e-09,1.994212572853371e-09,8.373030919399988e-10
1975,3.258828967643369e-05,2.105288530808634e-09,2.105288530808634e-09,9.74309609182354e-10
1976,3.1237740716148566e-05,1.9078821697097024e-09,1.9078821697097024e-09,1.0126959826273207e-09
1977,3.0509091240154313e-05,2.0264968116277616e-09,2.0264968116277616e-09,1.0621929764325395e-09
1978,2.9653966651364628e-05,2.1104286730887013e-09,2.1104286730887013e-09,1.1098208146138283e-09
1979,2.892319311545829e-05,2.1138052419544806e-09,2.1138052419544806e-09,1.2347543384575284e-09
1980,2.8293501340418254e-05,2.112370865527323e-09,2.112370865527323e-09,1.240413525861937e-09
1981,2.783403319231833e-05,2.215292568433621e-09,2.215292568433621e-09,1.3486480503794545e-09
1982,2.765799295697694e-05,2.208908849483342e-09,2.208908849483342e-09,1.2684159278464335e-09
1983,2.7559742063333814e-05,2.374524386640685e-09,2.374524386640685e-09,1.2741413797050833e-09
1984,2.7050534689416444e-05,2.221855778726324e-09,2.221855778726324e-09,1.351535423259926e-09
1985,2.670617478932919e-05,2.0392142736318827e-09,2.0392142736318827e-09,1.3556464205168238e-09
1986,2.6240589639720774e-05,1.9489971065616326e-09,1.9489971065616326e-09,1.325167769168039e-09
1987,2.5938023619736278e-05,1.8326999441851756e-09,1.8326999441851756e-09,1.322034275703337e-09
1988,2.535508610890247e-05,1.5530859931445207e-09,1.5530859931445207e-09,1.2615893250713027e-09
1989,2.480806584311982e-05,1.3999325191146487e-09,1.3999325191146487e-09,1.2714887396926754e-09
1990,2.4082099376495796e-05,1.2280889638560666e-09,1.2280889638560666e-09,1.3097996496926255e-09
1991,2.3509981214634274e-05,1.2290449610422423e-09,1.2290449610422423e-09,1.209091327059042e-09
1992,2.28876035959859e-05,1.204376312965597e-09,1.204376312965597e-09,1.1962756420378996e-09
1993,2.2483989856222513e-05,1.0274576784612727e-09,1.0274576784612727e-09,1.2168025555401941e-09
1994,2.1977478484456826e-05,8.848088174838255e-10,8.848088174838255e-10,1.19826616089875e-09
1995,2.1750525255421443e-05,8.1114049604076e-10,8.1114049604076e-10,1.2570947536895615e-09
1996,2.1681794480952832e-05,7.012085832615509e-10,7.012085832615509e-10,1.292109744596307e-09
1997,2.1891091559414883e-05,6.352797494406965e-10,6.352797494406965e-10,1.344009974741616e-09
1998,2.1949858949353385e-05,5.099095907417401e-10,5.099095907417401e-10,1.6317912418121035e-09
1999,2.2222216752457564e-05,4.3689510739345193e-10,4.3689510739345193e-10,1.6318848811940662e-09
2000,2.22136979053695e-05,4.620017424183942e-10,4.620017424183942e-10,1.6671109889391085e-09
2001,2.2252209549021374e-05,4.245300222471826e-10,4.245300222471826e-10,1.8703988358126367e-09
2002,2.225995038835598e-05,4.0027574112398515e-10,4.0027574112398515e-10,2.0042295125120647e-09
2003,2.2223898797944586e-05,4.146274117695319e-10,4.146274117695319e-10,1.981955155549997e-09
2004,2.213979288561469e-05,3.9465062170610365e-10,3.9465062170610365e-10,1.8637935639276293e-09
2005,2.210990455101377e-05,3.674935018991933e-10,3.674935018991933e-10,1.7193336754317556e-09
2006,2.1948280846117996e-05,3.4928706157558563e-10,3.4928706157558563e-10,1.778768957524538e-09
2007,2.191393832617905e-05,2.8767683671723377e-10,2.8767683671723377e-10,1.8508630977060697e-09
2008,2.171480679992653e-05,2.6827531466163835e-10,2.6827531466163835e-10,1.714168362809687e-09
2009,2.1318154072754885e-05,2.8291933478514457e-10,2.8291933478514457e-10,1.5460453235099131e-09
2010,2.146592539377577e-05,2.3829844248662065e-10,2.3829844248662065e-10,1.5691410869069144e-09
2011,2.1443316135056583e-05,2.0559427374841225e-10,2.0559427374841225e-10,1.665605114149165e-09
2012,2.1703548294941095e-05,1.9677087935234183e-10,1.9677087935234183e-10,1.7589263220533065e-09
2013,2.2111840735306032e-05,1.6074487574346819e-10,1.6074487574346819e-10,1.9115819562186077e-09
2014,2.2293536988269936e-05,1.4447198150104234e-10,1.4447198150104234e-10,1.907178684820313e-09
2015,2.247728869925985e-05,1.5046102013114926e-10,1.5046102013114926e-10,1.95175418684e-09
2016,2.3071484455223462e-05,1.214912015236523e-10,1.214912015236523e-10,2.000705347425326e-09
2017,2.3106489607016556e-05,1.0353003813042457e-10,1.0353003813042457e-10,2.0905694212795347e-09
2018,2.324022934772074e-05,8.523991165687584e-11,8.523991165687584e-11,2.1122225746239566e-09
2019,2.3151534151111264e-05,7.851563756794411e-11,7.851563756794411e-11,2.0422141755460643e-09
