ngram,revolution,revoluton,revoluton,revoltin
1799,4.982497921446338e-05,9.860221210950775e-10,9.860221210950775e-10,1.734616894566443e-09
1800,4.876406611791546e-05,0.0,0.0,1.734616894566443e-09
1801,4.7253559127316945e-05,0.0,0.0,2.6632978362377865e-09
1802,4.539511740274195e-05,0.0,0.0,2.6632978362377865e-09
1803,4.267926072186258e-05,0.0,0.0,2.6632978362377865e-09
1804,4.370846727397293e-05,6.101551010471797e-10,6.101551010471797e-10,1.5294505344749204e-09
1805,4.142894145583601e-05,1.1295101044948653e-09,1.1295101044948653e-09,1.5294505344749204e-09
1806,3.988517918125061e-05,1.1295101044948653e-09,1.1295101044948653e-09,9.286809416713432e-10
1807,3.81226376962981e-05,1.1295101044948653e-09,1.1295101044948653e-09,1.3471233969600656e-09
1808,3.719930204429797e-05,1.1295101044948653e-09,1.1295101044948653e-09,6.538056445443934e-10
1809,3.581876418528347e-05,1.1295101044948653e-09,1.1295101044948653e-09,1.0156552741692947e-09
1810,3.434153924380163e-05,1.1295101044948653e-09,1.1295101044948653e-09,1.2335929262213036e-09
1811,3.3382027010832515e-05,5.193550034476857e-10,5.193550034476857e-10,1.2335929262213036e-09
1812,3.422870889023345e-05,0.0,0.0,1.2335929262213036e-09
1813,3.347864341256874e-05,0.0,0.0,1.815531106405136e-09
1814,3.606294506295983e-05,2.0895813650818289e-10,2.0895813650818289e-10,2.023963076501291e-09
1815,3.677063328463451e-05,4.0209884628288657e-10,4.0209884628288657e-10,2.9474440824525263e-09
1816,3.809477883416028e-05,4.0209884628288657e-10,4.0209884628288657e-10,3.3462853281968866e-09
1817,3.945754880468095e-05,5.734464173353818e-10,5.734464173353818e-10,3.813737960354859e-09
1818,3.924114051707355e-05,5.734464173353818e-10,5.734464173353818e-10,4.708912307701699e-09
1819,3.897363421856426e-05,1.1746361819727928e-09,1.1746361819727928e-09,6.813076515653295e-09
1820,3.968859787814186e-05,1.4694300538258582e-09,1.4694300538258582e-09,7.705107726455448e-09
1821,3.685969516352218e-05,1.2604719173176753e-09,1.2604719173176753e-09,7.592450319242922e-09
1822,3.6268780864442564e-05,1.0673312075429715e-09,1.0673312075429715e-09,6.558375025595658e-09
1823,3.5494933919315895e-05,1.0673312075429715e-09,1.0673312075429715e-09,6.7809235448912375e-09
1824,3.518928549185928e-05,8.959836364904764e-10,8.959836364904764e-10,6.3637732940412056e-09
1825,3.485739684297836e-05,8.959836364904764e-10,8.959836364904764e-10,6.228299756890923e-09
1826,3.486099792228613e-05,5.317903577812493e-10,5.317903577812493e-10,4.361132034867512e-09
1827,3.4961947676492855e-05,2.3699648592818383e-10,2.3699648592818383e-10,3.2008744623089414e-09
1828,3.6876373737218925e-05,2.3699648592818383e-10,2.3699648592818383e-10,3.789950520083352e-09
1829,3.686381907235565e-05,3.07270764388079e-10,3.07270764388079e-10,4.086827289283081e-09
1830,3.79220764443744e-05,3.07270764388079e-10,3.07270764388079e-10,3.1988924366542294e-09
1831,3.7879201824710306e-05,3.07270764388079e-10,3.07270764388079e-10,3.3951256885243554e-09
1832,3.856945529280763e-05,3.07270764388079e-10,3.07270764388079e-10,3.742367860049001e-09
1833,3.921221598700088e-05,5.651438523506564e-10,5.651438523506564e-10,4.082719194466376e-09
1834,3.8632321645439204e-05,6.48204045994305e-10,6.48204045994305e-10,4.350428763265159e-09
1835,3.689383447635919e-05,7.319874468463589e-10,7.319874468463589e-10,4.001186287056717e-09
1836,3.60563192641296e-05,6.617131683864638e-10,6.617131683864638e-10,4.1049688886169684e-09
1837,3.429487462978743e-05,7.391545788136358e-10,7.391545788136358e-10,4.938961239986384e-09
1838,3.376137751079763e-05,8.154803261233618e-10,8.154803261233618e-10,5.2377454119932415e-09
1839,3.309522149460723e-05,8.154803261233618e-10,8.154803261233618e-10,4.7370539237233194e-09
1840,3.1925256345337925e-05,3.2061075223260056e-10,3.2061075223260056e-10,4.915565732233063e-09
1841,3.1515457262035594e-05,4.474833916111111e-10,4.474833916111111e-10,5.103898066088115e-09
1842,3.122451614347353e-05,4.853308707300893e-10,4.853308707300893e-10,5.62697165053448e-09
1843,3.137587373203132e-05,6.820544605292054e-10,6.820544605292054e-10,5.626139617679168e-09
1844,3.173732589597681e-05,6.71395907124252e-10,6.71395907124252e-10,5.898934103092708e-09
1845,3.2912608211128304e-05,7.285476904301496e-10,7.285476904301496e-10,6.003280602787495e-09
1846,3.3390192194409405e-05,8.589886897019434e-10,8.589886897019434e-10,5.723131619410944e-09
1847,3.387287974224559e-05,9.801996198837465e-10,9.801996198837465e-10,5.573326625604327e-09
1848,3.397104228497483e-05,8.249544618849874e-10,8.249544618849874e-10,5.6238880219439125e-09
1849,3.4617006479363355e-05,7.570631185441609e-10,7.570631185441609e-10,5.045377829812228e-09
1850,3.415090161849678e-05,6.078094377010806e-10,6.078094377010806e-10,5.754999270785837e-09
1851,3.426994252159992e-05,5.410265806788622e-10,5.410265806788622e-10,5.48147977801656e-09
1852,3.248047271751732e-05,4.075490500632384e-10,4.075490500632384e-10,5.220614670723275e-09
1853,3.190280897667565e-05,3.736267327271646e-10,3.736267327271646e-10,5.9079583130434395e-09
1854,3.0808867709960654e-05,2.524158025453614e-10,2.524158025453614e-10,6.362442763117672e-09
1855,3.0022205984486e-05,1.9772812752196145e-10,1.9772812752196145e-10,6.539660876317807e-09
1856,2.894835623530006e-05,1.4398859089175582e-10,1.4398859089175582e-10,6.636227757793125e-09
1857,2.889093541723144e-05,1.446529086988692e-10,1.446529086988692e-10,5.931486571749847e-09
1858,2.8618615553049104e-05,2.0225642192807569e-10,2.0225642192807569e-10,5.290932263741459e-09
1859,2.8686768928309903e-05,2.631858104467406e-10,2.631858104467406e-10,5.293487299289674e-09
1860,2.799891704593652e-05,1.6666712851102058e-10,1.6666712851102058e-10,4.768002817964348e-09
1861,2.7710183920654735e-05,1.6666712851102058e-10,1.6666712851102058e-10,4.215843864484116e-09
1862,2.7329455925999874e-05,2.2238539977768668e-10,2.2238539977768668e-10,4.722703942202802e-09
1863,2.6911812840678196e-05,2.2238539977768668e-10,2.2238539977768668e-10,5.8370382812914354e-09
1864,2.6342546854201438e-05,1.7425117301453748e-10,1.7425117301453748e-10,6.5320350081269194e-09
1865,2.528948659476425e-05,1.6087421077821366e-10,1.6087421077821366e-10,7.040095363817857e-09
1866,2.4563731390766668e-05,1.4418444216346415e-10,1.4418444216346415e-10,7.138635397093854e-09
1867,2.379594739717764e-05,1.8739689958532527e-10,1.8739689958532527e-10,7.385285525986416e-09
1868,2.342660835503401e-05,1.8739689958532527e-10,1.8739689958532527e-10,7.459457496139521e-09
1869,2.3032672158608746e-05,1.3167862831865917e-10,1.3167862831865917e-10,6.311337167172074e-09
1870,2.2844757820296634e-05,1.3167862831865917e-10,1.3167862831865917e-10,4.781950105733504e-09
1871,2.2381302707279766e-05,1.722546906700119e-10,1.722546906700119e-10,4.24726993258113e-09
1872,2.2043403077987023e-05,1.6897984995394617e-10,1.6897984995394617e-10,4.5978398548791284e-09
1873,2.1774226687349646e-05,3.58792753444145e-10,3.58792753444145e-10,4.3581109832047105e-09
1874,2.169672968323409e-05,3.5532101070957975e-10,3.5532101070957975e-10,3.981165619393323e-09
1875,2.1352849216782488e-05,3.954360410547102e-10,3.954360410547102e-10,4.040454003119618e-09
1876,2.1122773822363733e-05,5.104319903256485e-10,5.104319903256485e-10,4.259160770102101e-09
1877,2.0742964417357662e-05,7.900453703944623e-10,7.900453703944623e-10,4.333404365500623e-09
1878,2.0730264233342105e-05,7.857546676807e-10,7.857546676807e-10,4.115321004606796e-09
1879,2.0589483028743416e-05,7.448029574038831e-10,7.448029574038831e-10,3.3876388995577956e-09
1880,2.023684620715877e-05,5.107504340097688e-10,5.107504340097688e-10,3.0181939011545265e-09
1881,1.9772145346256105e-05,5.34140910073739e-10,5.34140910073739e-10,2.9130522280088454e-09
1882,1.9629403011224766e-05,4.940258797286085e-10,4.940258797286085e-10,2.400850058441912e-09
1883,1.9530248339703705e-05,4.753978123859883e-10,4.753978123859883e-10,2.1470965957551667e-09
1884,1.921068542287685e-05,2.2629533960990703e-10,2.2629533960990703e-10,2.0893666479488663e-09
1885,1.8673147029143627e-05,2.480565356296641e-10,2.480565356296641e-10,2.0820294060237235e-09
1886,1.827715927252679e-05,3.0323376746085474e-10,3.0323376746085474e-10,1.7734181187048899e-09
1887,1.8371388380598675e-05,3.3086773598700603e-10,3.3086773598700603e-10,2.0892676081249053e-09
1888,1.839183693976208e-05,2.94739387658132e-10,2.94739387658132e-10,2.484811047396919e-09
1889,1.8212387658422813e-05,2.94739387658132e-10,2.94739387658132e-10,2.564539889972549e-09
1890,1.821868188147034e-05,2.48962886021228e-10,2.48962886021228e-10,2.4456791274702586e-09
1891,1.8150363757740706e-05,2.4405703053747326e-10,2.4405703053747326e-10,2.228272685414875e-09
1892,1.8264432843092697e-05,2.3095363914966375e-10,2.3095363914966375e-10,2.168388714616855e-09
1893,1.8282387827639468e-05,1.757764073184731e-10,1.757764073184731e-10,2.2886509830146095e-09
1894,1.8030619425449652e-05,1.4814243879232184e-10,1.4814243879232184e-10,1.9183249909206422e-09
1895,1.802929572087513e-05,2.0582442694649927e-10,2.0582442694649927e-10,1.6513385262381268e-09
1896,1.8073384905749534e-05,2.6396570445325855e-10,2.6396570445325855e-10,1.6745364777343801e-09
1897,1.7945359234415393e-05,2.5052783458878736e-10,2.5052783458878736e-10,1.6579385166336026e-09
1898,1.7783868835457334e-05,2.4296095096116536e-10,2.4296095096116536e-10,1.7673138508200736e-09
1899,1.759556029615591e-05,3.619429458526621e-10,3.619429458526621e-10,1.4538949092265545e-09
1900,1.7409643468064523e-05,4.522959725004684e-10,4.522959725004684e-10,1.4762666327478818e-09
1901,1.7305786708935296e-05,6.750728963928714e-10,6.750728963928714e-10,1.6205866490029815e-09
1902,1.7032287879763836e-05,7.109160978156583e-10,7.109160978156583e-10,1.4461243948358872e-09
1903,1.6821126856874408e-05,7.005922528621359e-10,7.005922528621359e-10,1.3251332967431244e-09
1904,1.6643062346182497e-05,8.53683625774109e-10,8.53683625774109e-10,1.3296106200171615e-09
1905,1.6417122554100517e-05,9.423734966976634e-10,9.423734966976634e-10,1.315443444647814e-09
1906,1.6269894591200034e-05,9.025682265065679e-10,9.025682265065679e-10,1.4105537452354815e-09
1907,1.6343588348328402e-05,9.147664213417426e-10,9.147664213417426e-10,1.3919680725520728e-09
1908,1.6263468361492933e-05,9.115807632552122e-10,9.115807632552122e-10,1.3407090437844715e-09
1909,1.6250198833794066e-05,9.150818119125453e-10,9.150818119125453e-10,1.2856806651053076e-09
1910,1.622928851117779e-05,9.085860476685883e-10,9.085860476685883e-10,1.3118455528220758e-09
1911,1.592328330194245e-05,9.140322149952291e-10,9.140322149952291e-10,1.2334241247405738e-09
1912,1.5713338533324922e-05,1.009101691096248e-09,1.009101691096248e-09,1.1607781244141587e-09
1913,1.5418151893494985e-05,1.0422589140952304e-09,1.0422589140952304e-09,1.0174920469666456e-09
1914,1.5507540930619662e-05,1.0566396091427066e-09,1.0566396091427066e-09,9.146376711566262e-10
1915,1.6060584130173083e-05,1.0920679043608622e-09,1.0920679043608622e-09,9.049029184701343e-10
1916,1.706792305152963e-05,1.6303207989969743e-09,1.6303207989969743e-09,8.88778578511662e-10
