ngram,medicine,medicne,medine,medciine
1924,2.5295451320874107e-05,7.022308508495913e-10,1.0962789009916207e-09,5.669759404033517e-11
1925,2.498944455250499e-05,5.843032625201567e-10,1.1911692307123696e-09,4.231735497731545e-11
1926,2.4463342145151857e-05,6.191721282514503e-10,1.2173208790195694e-09,2.8111608279297277e-11
1927,2.474506722397304e-05,5.955071971256284e-10,1.261407811536941e-09,2.8111608279297277e-11
1928,2.5080965705066255e-05,5.180754932197575e-10,1.4279773316186857e-09,0.0
1929,2.5675563197832423e-05,3.9731900904259124e-10,1.4313808392531412e-09,0.0
1930,2.560452256667694e-05,3.263326236219959e-10,9.947667253421395e-10,0.0
1931,2.5520794224576093e-05,3.5437711297183125e-10,7.279413639332028e-10,2.6233009812034627e-11
1932,2.550531150648437e-05,3.0900483560802883e-10,6.844833013878013e-10,2.6233009812034627e-11
1933,2.5398787849033916e-05,2.4048014175231154e-10,6.620487313131157e-10,2.6233009812034627e-11
1934,2.54733235384005e-05,2.1774176311201947e-10,6.157604565126817e-10,4.8700884594917884e-11
1935,2.5464379567503264e-05,1.487261504427652e-10,4.3152310891247936e-10,4.8700884594917884e-11
1936,2.5250803706252816e-05,1.9060101512964016e-10,3.975405818027308e-10,6.963831693835537e-11
1937,2.536162407653007e-05,2.307008770526967e-10,5.226251316635202e-10,6.963831693835537e-11
1938,2.5502293803063886e-05,1.999871082228718e-10,5.83401125028463e-10,6.515755792056512e-11
1939,2.5564266252331436e-05,2.0123788746495563e-10,6.879803433295401e-10,9.005158325375057e-11
1940,2.6068606790171805e-05,1.7807072879730664e-10,7.190258111133829e-10,1.1584484562097787e-10
1941,2.6240877819613422e-05,2.332278695568338e-10,7.067793295068014e-10,9.337697083809462e-11
1942,2.6716184428161277e-05,2.359135823201289e-10,7.646525595245939e-10,9.337697083809462e-11
1943,2.7369631425244734e-05,5.372919212717367e-10,7.871376725024756e-10,7.243953849465714e-11
1944,2.799157872297136e-05,5.268786319932519e-10,6.455409817807123e-10,7.243953849465714e-11
1945,2.8452267153105432e-05,5.989734858895851e-10,6.899179204124448e-10,5.068728770041275e-11
1946,2.8914525371094767e-05,6.237237730268217e-10,6.396986472280628e-10,2.5793262367227296e-11
1947,2.8963210622480672e-05,6.899516771400168e-10,1.1418130290470024e-09,0.0
1948,2.8654622188436667e-05,6.347945363804897e-10,1.445755876128274e-09,1.709999998743074e-11
1949,2.819509765166523e-05,6.438988152192491e-10,1.4062464565827477e-09,1.709999998743074e-11
1950,2.753638701895917e-05,3.17565586922213e-10,1.5618461643044208e-09,1.709999998743074e-11
1951,2.7138568319579853e-05,2.7720071971953127e-10,1.7886890936656486e-09,1.709999998743074e-11
1952,2.6803751097759232e-05,2.304054615749023e-10,2.159189525587278e-09,1.709999998743074e-11
1953,2.646820160277587e-05,2.5920733515943136e-10,2.1043920177860845e-09,3.278923660365862e-11
1954,2.604296371698313e-05,2.9459111836446384e-10,1.7716691050725534e-09,3.278923660365862e-11
1955,2.6226500007656534e-05,4.97510640819408e-10,1.7749254209244368e-09,1.5689236616227883e-11
1956,2.6366489172297796e-05,4.904343270780867e-10,1.9188507053132955e-09,1.5689236616227883e-11
1957,2.657010112930688e-05,6.51926509799759e-10,1.788097098958425e-09,1.5689236616227883e-11
1958,2.671485292791788e-05,8.020027281174791e-10,2.55876883173808e-09,1.5689236616227883e-11
1959,2.6646041598204257e-05,8.453023935579245e-10,2.361818819883256e-09,1.5689236616227883e-11
1960,2.6510638365704964e-05,8.939105428096283e-10,5.708738331262302e-09,0.0
1961,2.649516760097218e-05,8.82343406671815e-10,6.193579054387348e-09,0.0
1962,2.6296118968665333e-05,9.242660307741599e-10,8.106214374351391e-09,0.0
1963,2.6187741761012668e-05,1.0458878683751648e-09,8.560624407762317e-09,0.0
1964,2.6244396784542395e-05,1.038348597580198e-09,8.714237696518166e-09,0.0
1965,2.5940437158819156e-05,9.422439336706896e-10,8.851186180816991e-09,1.76301632023471e-11
1966,2.5701158457585344e-05,8.782716359734266e-10,8.889179598752556e-09,2.6423234632057456e-11
1967,2.5830610736323122e-05,8.927321639865379e-10,5.669241631700572e-09,2.6423234632057456e-11
1968,2.6189656637143344e-05,9.886749811695493e-10,5.132473573128087e-09,2.6423234632057456e-11
1969,2.611174750200007e-05,8.874630058608446e-10,3.566655938845388e-09,2.6423234632057456e-11
1970,2.6071942556882277e-05,7.827527019412171e-10,3.111297045396303e-09,2.6423234632057456e-11
1971,2.6017431082436815e-05,7.729960302801534e-10,3.2265136911442075e-09,6.222683677860528e-11
1972,2.6255515227343755e-05,7.546480484161527e-10,2.236712243990675e-09,4.4596673576258183e-11
1973,2.713152103491926e-05,9.758917404337604e-10,2.1909299454035492e-09,3.580360214654783e-11
1974,2.739967255495555e-05,9.402944137601059e-10,2.165353055591116e-09,3.580360214654783e-11
1975,2.740582021942828e-05,8.75949550988813e-10,2.2705606442638018e-09,3.580360214654783e-11
1976,2.7597732696449384e-05,9.814487476690813e-10,1.7221152757786383e-09,3.580360214654783e-11
1977,2.784542812150903e-05,1.0499709514531575e-09,1.7750324384938461e-09,4.3830013031685515e-11
1978,2.7816457596990013e-05,9.7861395177899e-10,1.6046747898710935e-09,8.026410885137685e-12
1979,2.8000283106978585e-05,1.0158459866944319e-09,1.934115613698241e-09,8.026410885137685e-12
1980,2.762423719104845e-05,9.171227983400293e-10,1.9112571049616024e-09,8.026410885137685e-12
1981,2.7551463842558276e-05,9.866906339591912e-10,2.7381100561488634e-09,1.5656209463786398e-11
1982,2.7412971706196133e-05,9.317515806525227e-10,2.6529919055257825e-09,1.5656209463786398e-11
1983,2.7406734651387004e-05,8.010623037917647e-10,2.921608605837329e-09,1.5656209463786398e-11
1984,2.7594937429447392e-05,7.548478945082085e-10,2.861202005480631e-09,7.629798578648713e-12
1985,2.9151448221195358e-05,7.735997992990612e-10,3.367994851265012e-09,7.629798578648713e-12
1986,2.941248645324127e-05,9.190859620985695e-10,3.090840551754427e-09,7.629798578648713e-12
1987,2.9631852157763205e-05,9.03935589078943e-10,3.224487105895386e-09,7.629798578648713e-12
1988,2.9970738718735186e-05,7.977643109605534e-10,2.5348017494510243e-09,0.0
1989,3.0087477560820325e-05,8.108849980370536e-10,2.645816962346511e-09,0.0
1990,3.0403316226771233e-05,7.789919146247318e-10,2.436167902329446e-09,0.0
1991,3.1021290851640515e-05,8.639297452032021e-10,2.4521437737488684e-09,0.0
1992,2.983893552612114e-05,8.572161631319781e-10,2.005804062526246e-09,0.0
1993,2.9595093500185093e-05,7.511524814850037e-10,2.073657087312394e-09,0.0
1994,2.952695857467396e-05,7.799813890001823e-10,1.971368655619342e-09,0.0
1995,2.9961534372497617e-05,8.064742683190827e-10,1.938856154991088e-09,0.0
1996,3.0702008838748694e-05,8.148786804059885e-10,1.858687108986195e-09,0.0
1997,3.10855817328307e-05,8.203720639318338e-10,2.0991928195712717e-09,0.0
1998,3.103911798721778e-05,8.195013635946071e-10,2.3711444395248448e-09,0.0
1999,3.1539957230311953e-05,7.665130236882739e-10,2.3779054122588914e-09,0.0
2000,3.1822314278023054e-05,7.103798462169766e-10,2.3088208329318557e-09,0.0
2001,3.2171348201310525e-05,6.187918154067416e-10,2.2871346245472476e-09,0.0
2002,3.208628186257556e-05,5.927760385723449e-10,2.2553671470098332e-09,0.0
2003,3.212849540951928e-05,6.025520994855173e-10,2.2107549759096757e-09,0.0
2004,3.1877451744678963e-05,5.811633515698641e-10,2.07353194931719e-09,0.0
2005,3.1493924325332046e-05,4.557838491546308e-10,2.1364749334752885e-09,0.0
2006,3.10017751741855e-05,4.3785408433892417e-10,2.1183247854241115e-09,0.0
2007,3.0736065777351283e-05,4.0809736344206623e-10,2.013477337240285e-09,0.0
2008,3.0344960448149194e-05,3.476893009612958e-10,1.935868560692151e-09,0.0
2009,2.9715347929076025e-05,3.0279017884263636e-10,1.899766899349231e-09,0.0
2010,2.9009426725679077e-05,3.3988413373447253e-10,1.8910126639174305e-09,0.0
2011,2.8590490858602736e-05,2.8780207879584655e-10,1.7630144011349103e-09,0.0
2012,2.850008110856704e-05,2.8431854192418575e-10,1.3464820052584108e-09,0.0
2013,2.8389572824900305e-05,2.8019422199099253e-10,1.329131614293187e-09,0.0
2014,2.8158083815859364e-05,2.6843143283558236e-10,1.3458007565501718e-09,0.0
2015,2.8025963339522214e-05,3.175866593517286e-10,1.4001208605206118e-09,0.0
2016,2.8667126961019157e-05,3.1147004221830446e-10,1.3054815165399906e-09,0.0
2017,2.8756666021460358e-05,2.0576672079182975e-10,1.2985797992470793e-09,0.0
2018,2.9023413662798703e-05,2.2092264129192074e-10,1.2853228037457142e-09,0.0
2019,2.9073212317598518e-05,2.3877429894403335e-10,1.335655724910012e-09,0.0
