ngram,truth,truh,trth,turth
1868,0.0001665358805829393,1.569955522727286e-09,2.3461638663592664e-09,1.5259014448812787e-09
1869,0.00016384407146168605,1.6799019080566374e-09,2.360806090300522e-09,1.731151991598726e-09
1870,0.00016277529773235853,1.6156597647056158e-09,2.3222961331725855e-09,1.464955498179218e-09
1871,0.00016006204532459378,1.5765454021630733e-09,2.3107197108121878e-09,1.6417595616324832e-09
1872,0.00015946328182638223,1.5912983946415287e-09,2.404101267267882e-09,1.6253853580521544e-09
1873,0.00015595550316252878,1.6093836739474098e-09,2.552067192494535e-09,1.698171999845296e-09
1874,0.00015119076540161456,1.63870916043101e-09,2.686727856066844e-09,1.4786379700014253e-09
1875,0.00014555848195284073,1.6907592072433276e-09,2.573621125735924e-09,1.5754997267120834e-09
1876,0.00014214589568187615,1.7203138834100328e-09,2.796089613811757e-09,1.4121405751093314e-09
1877,0.00013830953685101122,2.013024556570185e-09,2.9198544534584212e-09,1.2708616103918047e-09
1878,0.00013637341284525713,1.9509949846151032e-09,3.062664947047925e-09,1.0145331440027304e-09
1879,0.00013388385455722788,1.8617400954212826e-09,2.850554934953818e-09,9.843436581708736e-10
1880,0.0001329476758006162,1.8640164332696584e-09,2.6004125836769684e-09,9.988641302971502e-10
1881,0.00013156984433797852,1.8944471547044373e-09,2.6998798435024743e-09,1.1800825872043674e-09
1882,0.00012951659924250895,1.8003939608998314e-09,2.6613525986160116e-09,1.0536198104458906e-09
1883,0.00012743868969014978,1.6543512274377496e-09,2.6832082270341775e-09,1.1251502745374913e-09
1884,0.00012503131957990781,1.4790184315367177e-09,2.90451722990375e-09,1.268823276604333e-09
1885,0.0001229614208568819,1.5588011357893704e-09,2.773824788907372e-09,1.2470370291950417e-09
1886,0.00012020094956304612,1.4174337100872743e-09,2.7704004487308762e-09,1.3207654969704663e-09
1887,0.00011841239860846795,1.3582834539655713e-09,2.8612958351865406e-09,1.2721206707081274e-09
1888,0.00011589719256984868,1.4389182861102817e-09,2.8377347138786035e-09,1.0781643415360064e-09
1889,0.00011652279707569895,1.4214183956846276e-09,3.068250225319551e-09,1.0407322523616917e-09
1890,0.00011622432274244992,1.4884664611969356e-09,2.940550469787695e-09,9.423522973855165e-10
1891,0.00011565143047066937,1.4748246750834986e-09,2.6326870842094e-09,9.08011307016692e-10
1892,0.00011255628071791892,1.5282173304598246e-09,2.7497592774190186e-09,1.000714128626282e-09
1893,0.00011096923948831059,1.5286442905144376e-09,2.9581682500382354e-09,7.524165873684652e-10
1894,0.00010817264826203297,1.5451168598547481e-09,3.057311705388445e-09,8.020653169404923e-10
1895,0.00010661235033434682,1.6773414086251088e-09,3.0100242615865066e-09,9.656033433153815e-10
1896,0.00010491146323537188,1.5454959534366708e-09,2.9856889341825112e-09,8.667192439938885e-10
1897,0.0001031894186910774,2.0423282271713514e-09,2.947354106806545e-09,9.260083572953143e-10
1898,0.00010059742115637553,2.0103026069203824e-09,2.9752517909693258e-09,8.369638395043313e-10
1899,9.989525382739625e-05,1.968909051670258e-09,2.73587168792793e-09,8.393302481606619e-10
1900,9.846888860920444e-05,2.047386260528583e-09,2.7394828627791412e-09,1.0381068940975728e-09
1901,9.745984217650922e-05,2.064110723612852e-09,2.5105141616370882e-09,9.741030046076356e-10
1902,9.539917248600562e-05,1.8684772459412866e-09,2.285803657464669e-09,9.557450386665778e-10
1903,9.185123573323446e-05,1.9344078402586516e-09,2.1566627531452045e-09,1.088873491372766e-09
1904,9.041005250765011e-05,1.5428429010557109e-09,2.126225227629318e-09,1.2518882042122925e-09
1905,8.88922919070215e-05,1.5731259786885436e-09,2.1618802938304172e-09,1.2379316778015387e-09
1906,8.74082709612724e-05,1.4395522551780005e-09,2.2482152964694737e-09,1.1954274871582372e-09
1907,8.545212767785415e-05,1.3399063921884898e-09,2.3170155952608897e-09,1.2017532841872886e-09
1908,8.266131668018975e-05,1.3195085183223147e-09,2.7736368915906186e-09,1.2704510697427095e-09
1909,8.115820362166102e-05,1.2644801396431505e-09,2.8082010209270638e-09,1.2222972475431755e-09
1910,7.896968600107357e-05,1.2587667416344824e-09,2.7481744023307085e-09,1.210088077360386e-09
1911,7.575886307417281e-05,1.2752865113136685e-09,2.7144098556165984e-09,9.871071896380305e-10
1912,7.350173005501606e-05,1.1618964441366992e-09,2.678344133779019e-09,1.0982562716397938e-09
1913,7.034885805166726e-05,1.122347001051135e-09,2.6086749110072152e-09,1.015813072546834e-09
1914,6.79478668774079e-05,1.268242423778178e-09,2.212749681897362e-09,1.015341481526631e-09
1915,6.649201740011839e-05,1.2925993688104954e-09,1.6903427546566263e-09,1.0056067288401393e-09
1916,6.474240113415622e-05,1.3667862000918011e-09,1.610396768317709e-09,1.0320962774899657e-09
1917,6.430917398704748e-05,1.5362934654586775e-09,1.6827194241183667e-09,9.926930666370737e-10
1918,6.337495038418897e-05,1.4025487358816845e-09,1.6468202357344808e-09,9.531731158331424e-10
1919,6.278724426270596e-05,1.4577048298595026e-09,1.6274054484962823e-09,9.646701731076084e-10
1920,6.311380898945831e-05,1.5664342997315624e-09,1.4717532510160375e-09,9.770834617585577e-10
1921,6.390280447833772e-05,1.5563419600691679e-09,1.5358647290472253e-09,9.130106512092847e-10
1922,6.427100847109355e-05,1.7432854683617295e-09,1.4412052424488714e-09,8.821060548669379e-10
1923,6.478735719740923e-05,1.6893816504445373e-09,1.3191913672550015e-09,8.78908089165163e-10
1924,6.482650808590864e-05,1.7484584256623391e-09,1.2387588653263647e-09,8.369368610848329e-10
1925,6.534102327090554e-05,1.7167962448486458e-09,1.1380811610577674e-09,9.116916586750432e-10
1926,6.555410696559452e-05,1.7067880283708599e-09,8.888351007588621e-10,7.815800942953136e-10
1927,6.488548751804046e-05,1.5661882584489766e-09,9.319954728605394e-10,8.256670268126851e-10
1928,6.339569258021324e-05,1.586897629175204e-09,8.439595292461125e-10,8.447753924960872e-10
1929,6.213568433720087e-05,1.3510571629714109e-09,1.0002123177318571e-09,8.240276001230435e-10
1930,6.047445120722321e-05,1.4242295834751166e-09,1.1443711296037812e-09,7.311617224368763e-10
1931,5.92007464937134e-05,1.2415377059760146e-09,1.025886435325672e-09,8.695726955958755e-10
1932,5.786109561865617e-05,1.2466422735383072e-09,9.817902958873604e-10,8.740391862652583e-10
1933,5.6483247005547e-05,1.2483516522086647e-09,1.1217700300404842e-09,9.211060921935196e-10
1934,5.578859729991693e-05,1.3823473873511967e-09,1.142344381786588e-09,1.0320929468208918e-09
1935,5.529840875949178e-05,1.197522874513928e-09,1.0721544564860709e-09,1.0946498747126704e-09
1936,5.452323239296675e-05,1.2176559205379078e-09,8.821087788784305e-10,1.1444170730115895e-09
1937,5.436398194953134e-05,1.12970630469381e-09,8.213865579761606e-10,1.1348471210378567e-09
1938,5.296498212763774e-05,1.33761575625359e-09,9.429385447060464e-10,1.0075112807531435e-09
1939,5.211717091567282e-05,1.2978339434889718e-09,9.715849077654833e-10,9.664786827988182e-10
1940,5.0929797518100326e-05,1.4967695099216932e-09,9.46259420026812e-10,1.1085755170979284e-09
1941,4.990588318573178e-05,1.5427657802063217e-09,9.04409277627646e-10,1.1321039026869683e-09
1942,4.889761268194499e-05,1.6531408147153164e-09,1.0120986033384278e-09,1.0095127511711155e-09
1943,4.905229798168875e-05,1.8498319860021135e-09,1.0565529324451412e-09,1.0340614317197856e-09
1944,4.917123650167403e-05,1.9962762236908863e-09,1.0891692389261971e-09,1.1219758534940029e-09
1945,4.9985914042086475e-05,1.886277007605892e-09,1.1028454419533977e-09,1.1070617042133586e-09
1946,5.0021844799630344e-05,2.0678749347778437e-09,1.1356541738751146e-09,1.263909342265533e-09
1947,5.144853535706976e-05,2.617402913454977e-09,9.458650509655948e-10,1.2046604190375986e-09
1948,5.24303613929078e-05,2.5572957719686785e-09,1.0302721989033766e-09,1.0419532855568799e-09
1949,5.475962981498534e-05,3.140314849428957e-09,1.008971333070287e-09,1.0443580762092048e-09
1950,5.497934554503965e-05,3.5246206112457148e-09,1.121664394302232e-09,9.280247562478852e-10
1951,5.496524941658468e-05,3.783748790477302e-09,1.1305403418981896e-09,9.276182877382411e-10
1952,5.509151950328877e-05,4.302088923197849e-09,1.0212658794036704e-09,1.0376625154367198e-09
1953,5.593389973260595e-05,4.708520985806177e-09,1.0300841747039919e-09,8.818586456309824e-10
1954,5.576151462654317e-05,4.2333659910909205e-09,1.2022346293097792e-09,9.299461954461106e-10
1955,5.534756616855573e-05,4.523576307186821e-09,1.095888641738136e-09,1.1053427340090849e-09
1956,5.332928049028851e-05,4.401225162098399e-09,1.023641219407726e-09,1.151453825144953e-09
1957,5.313130740043042e-05,4.629445652223499e-09,1.0203248722108681e-09,1.2960260325251787e-09
1958,5.3083983012974e-05,4.471437791459769e-09,9.526555814051311e-10,1.4968838787535584e-09
1959,5.33693320383983e-05,4.281429084278849e-09,1.145290378407842e-09,1.5301652722676806e-09
1960,5.3304273543679824e-05,4.009900824085224e-09,1.0782022734951673e-09,1.6164085942753965e-09
1961,5.327130202203989e-05,4.058411606777668e-09,1.092095081034472e-09,1.5722375782242386e-09
1962,5.416348877978245e-05,4.06978558789969e-09,1.088360378011442e-09,1.6377972311687472e-09
1963,5.5139457150029815e-05,4.172450258315459e-09,1.146206336193651e-09,1.8362841406168888e-09
1964,5.577548550458492e-05,3.864189159129085e-09,1.0914425871025708e-09,1.882704738141529e-09
1965,5.682482463141371e-05,3.8738365214032095e-09,1.1191941738454757e-09,1.8139065487738598e-09
1966,5.758207459751118e-05,3.6156866389802644e-09,1.0679664216465108e-09,1.8493190471044078e-09
1967,5.7903007733070157e-05,3.5478312985860937e-09,1.1442109323514922e-09,2.0001936614936054e-09
1968,5.736780700057612e-05,3.4535296844495633e-09,1.145311147508567e-09,2.2404204999152253e-09
1969,5.5966383765085735e-05,3.5024585454124235e-09,1.1228606933144647e-09,2.2281552951903497e-09
1970,5.4706536632563386e-05,4.037748833697817e-09,1.177135896693723e-09,2.5216944564222997e-09
1971,5.309331442861419e-05,3.739315587328715e-09,1.1495198126709738e-09,2.6907013284116488e-09
1972,5.059668702805149e-05,3.898906150315692e-09,1.095193681775543e-09,2.678416789945816e-09
1973,4.776747664436698e-05,4.331322475284846e-09,9.909242474189943e-10,2.7855200051314047e-09
1974,4.550716299231031e-05,4.544374686078965e-09,9.546297561970262e-10,2.8465583223891144e-09
1975,4.420896220835857e-05,4.933198833561343e-09,8.644623033277859e-10,2.8010967513734742e-09
1976,4.319161754600438e-05,6.71711438851982e-09,9.193492078729548e-10,3.1458931015748703e-09
1977,4.2241588484362834e-05,6.510818963332911e-09,8.387897598716165e-10,2.826775416916608e-09
1978,4.1776308145407324e-05,6.602369984065604e-09,8.350851121718961e-10,2.906211652283933e-09
1979,4.166867022701938e-05,7.82469241781111e-09,8.282721810002971e-10,2.971024093412211e-09
1980,4.175441998605882e-05,7.894767411238085e-09,8.537777151929049e-10,2.991013849294534e-09
1981,4.195931718900933e-05,8.885962410332127e-09,8.541596477737049e-10,2.849646264989149e-09
1982,4.198774591454172e-05,9.485988470915783e-09,8.814450518685695e-10,2.8599129731077255e-09
1983,4.247102957119101e-05,8.629155897768977e-09,8.182168514154447e-10,2.5266358846412882e-09
1984,4.333728845397543e-05,8.80186612484124e-09,7.867036308109984e-10,2.5657584945548706e-09
1985,4.408326744201726e-05,9.77910863397824e-09,7.067832985541145e-10,2.4758886052467233e-09
1986,4.478692738172997e-05,9.758385401324534e-09,7.336048752597841e-10,2.435250445742554e-09
1987,4.579863733462324e-05,1.000760338091108e-08,7.196038685565651e-10,2.4033829529709496e-09
1988,4.6725798061483405e-05,9.417331486056518e-09,7.368536812459223e-10,2.530033579465193e-09
1989,4.78434407601266e-05,9.315979670227697e-09,7.024674651491734e-10,2.4749579845868244e-09
1990,4.89251220382617e-05,9.481361790924275e-09,6.543272114610334e-10,2.3289992157060624e-09
1991,4.96863982074761e-05,9.708283637317144e-09,6.785789787220966e-10,2.1921752825702713e-09
1992,5.037511592880557e-05,9.448352005542965e-09,7.042886036272883e-10,1.9296538890577e-09
1993,5.166543685066115e-05,8.909594395589693e-09,6.121414129557832e-10,1.8658765564362666e-09
1994,5.28173685389837e-05,1.0830117691540408e-08,5.95632737576679e-10,1.6931597473275011e-09
1995,5.433711183806216e-05,1.1395753293389329e-08,5.341943911028681e-10,1.4694333765647676e-09
1996,5.61827452786799e-05,1.2110011406361667e-08,5.285948306050464e-10,1.3437501666935248e-09
1997,5.833280790414262e-05,1.2590109653233737e-08,5.585852891343279e-10,1.4688824838999486e-09
1998,6.0357558790461295e-05,1.3363778528230341e-08,5.921438974075346e-10,1.4535277029611597e-09
1999,6.292576342405352e-05,1.4402245491445293e-08,6.079908957242911e-10,1.495340454634889e-09
2000,6.566763061398108e-05,1.4411687589342494e-08,6.329008230197632e-10,1.4852803431608663e-09
2001,6.85840319160239e-05,1.3167558345271248e-08,6.491158681993475e-10,1.4727327294191843e-09
2002,7.102989807857998e-05,1.3071657787934652e-08,6.701228421374899e-10,1.4056140933733324e-09
2003,7.420745428784617e-05,1.3896556413531665e-08,6.621366827846182e-10,1.2922197042567314e-09
2004,7.677276049175166e-05,1.4268280652223503e-08,6.543709225275457e-10,1.0933133684102155e-09
2005,8.074795394869787e-05,1.371755268106004e-08,5.90232918096234e-10,9.74747703187871e-10
2006,8.500953013676085e-05,1.3343025224392996e-08,5.906760715466777e-10,9.046886731819573e-10
2007,8.839997566870547e-05,1.4501330422181776e-08,5.979652804656763e-10,7.826913482413187e-10
2008,9.138668039148408e-05,1.621361673492012e-08,5.082345814041592e-10,6.266004659583047e-10
2009,9.378126352593037e-05,1.798031171570561e-08,5.040914273303696e-10,5.831685095143107e-10
2010,9.58105010795407e-05,1.7784062349741296e-08,4.726534005453484e-10,5.638490983640918e-10
2011,9.926164680759289e-05,1.867618428162489e-08,4.914197461656857e-10,5.042956052747627e-10
2012,0.00010126252995438076,1.904990374969527e-08,4.329104198135576e-10,4.575797835875457e-10
2013,0.00010155991289398767,2.010686740914837e-08,3.9378234601666103e-10,4.505578450013965e-10
2014,0.00010317543014285288,2.1661540751592512e-08,3.501594133695615e-10,4.0642067885724286e-10
2015,0.0001055871938920713,2.021679128867098e-08,3.2941387118068377e-10,4.3427199534841673e-10
2016,0.00010829902021214366,2.151829470165012e-08,2.485500951879668e-10,3.908881987931981e-10
2017,0.00010981227751472034,2.204790128246259e-08,2.1833192892506403e-10,3.4618335513029547e-10
2018,0.00010993575269822032,2.173244979530864e-08,1.5800862007697702e-10,3.5042646562288837e-10
2019,0.00011033395821868908,2.3511764757344622e-08,1.694765230930706e-10,3.632750766868753e-10
