ngram,border,bordr,border,border
1526,1.4532676816868064e-05,0.0,1.4532676816868064e-05,1.4532676816868064e-05
1527,1.0659828798712365e-05,0.0,1.0659828798712365e-05,1.0659828798712365e-05
1528,1.902168826615837e-05,0.0,1.902168826615837e-05,1.902168826615837e-05
1529,1.2674174545931497e-05,0.0,1.2674174545931497e-05,1.2674174545931497e-05
1530,8.361859467446006e-06,0.0,8.361859467446006e-06,8.361859467446006e-06
1531,1.41067076973351e-05,0.0,1.41067076973351e-05,1.41067076973351e-05
1532,1.4557624289019649e-05,0.0,1.4557624289019649e-05,1.4557624289019649e-05
1533,1.4557624289019649e-05,0.0,1.4557624289019649e-05,1.4557624289019649e-05
1534,1.4557624289019649e-05,0.0,1.4557624289019649e-05,1.4557624289019649e-05
1535,6.948783948246273e-06,0.0,6.948783948246273e-06,6.948783948246273e-06
1536,7.3960483340280395e-06,0.0,7.3960483340280395e-06,7.3960483340280395e-06
1537,7.3960483340280395e-06,0.0,7.3960483340280395e-06,7.3960483340280395e-06
1538,1.651200104138947e-06,0.0,1.651200104138947e-06,1.651200104138947e-06
1539,1.2002835124543968e-06,0.0,1.2002835124543968e-06,1.2002835124543968e-06
1540,1.2002835124543968e-06,0.0,1.2002835124543968e-06,1.2002835124543968e-06
1541,1.2002835124543968e-06,0.0,1.2002835124543968e-06,1.2002835124543968e-06
1542,7.970495939194474e-06,0.0,7.970495939194474e-06,7.970495939194474e-06
1543,7.523231553412708e-06,0.0,7.523231553412708e-06,7.523231553412708e-06
1544,1.1974589142482728e-05,0.0,1.1974589142482728e-05,1.1974589142482728e-05
1545,1.1974589142482728e-05,0.0,1.1974589142482728e-05,1.1974589142482728e-05
1546,1.30934139243826e-05,0.0,1.30934139243826e-05,1.30934139243826e-05
1547,1.30934139243826e-05,0.0,1.30934139243826e-05,1.30934139243826e-05
1548,1.3390655859828776e-05,0.0,1.3390655859828776e-05,1.3390655859828776e-05
1549,1.0718055266676987e-05,0.0,1.0718055266676987e-05,1.0718055266676987e-05
1550,1.6121512447041043e-05,0.0,1.6121512447041043e-05,1.6121512447041043e-05
1551,1.1670154857971024e-05,0.0,1.1670154857971024e-05,1.1670154857971024e-05
1552,1.2391265857201819e-05,0.0,1.2391265857201819e-05,1.2391265857201819e-05
1553,1.1272441075301945e-05,0.0,1.1272441075301945e-05,1.1272441075301945e-05
1554,1.1272441075301945e-05,0.0,1.1272441075301945e-05,1.1272441075301945e-05
1555,1.5783079171732034e-05,0.0,1.5783079171732034e-05,1.5783079171732034e-05
1556,1.0932448211471118e-05,0.0,1.0932448211471118e-05,1.0932448211471118e-05
1557,5.52899103110706e-06,0.0,5.52899103110706e-06,5.52899103110706e-06
1558,6.893088344181056e-06,0.0,6.893088344181056e-06,6.893088344181056e-06
1559,6.171977344950262e-06,0.0,6.171977344950262e-06,6.171977344950262e-06
1560,7.966738329352146e-06,0.0,7.966738329352146e-06,7.966738329352146e-06
1561,7.966738329352146e-06,0.0,7.966738329352146e-06,7.966738329352146e-06
1562,3.15885829747588e-06,0.0,3.15885829747588e-06,3.15885829747588e-06
1563,3.15885829747588e-06,0.0,3.15885829747588e-06,3.15885829747588e-06
1564,1.5882151793838212e-05,0.0,1.5882151793838212e-05,1.5882151793838212e-05
1565,1.5529855123272034e-05,0.0,1.5529855123272034e-05,1.5529855123272034e-05
1566,5.169959669209285e-05,0.0,5.169959669209285e-05,5.169959669209285e-05
1567,8.60718955664197e-05,0.0,8.60718955664197e-05,8.60718955664197e-05
1568,8.60718955664197e-05,0.0,8.60718955664197e-05,8.60718955664197e-05
1569,8.60718955664197e-05,0.0,8.60718955664197e-05,8.60718955664197e-05
1570,8.60718955664197e-05,0.0,8.60718955664197e-05,8.60718955664197e-05
1571,8.315600877852245e-05,0.0,8.315600877852245e-05,8.315600877852245e-05
1572,8.266416892053843e-05,0.0,8.266416892053843e-05,8.266416892053843e-05
1573,4.6494427351717604e-05,0.0,4.6494427351717604e-05,4.6494427351717604e-05
1574,1.0327367492988873e-05,0.0,1.0327367492988873e-05,1.0327367492988873e-05
1575,1.0327367492988873e-05,0.0,1.0327367492988873e-05,1.0327367492988873e-05
1576,1.2130089284515374e-05,0.0,1.2130089284515374e-05,1.2130089284515374e-05
1577,1.9784517267648232e-05,0.0,1.9784517267648232e-05,1.9784517267648232e-05
1578,1.0458936783054793e-05,0.0,1.0458936783054793e-05,1.0458936783054793e-05
1579,1.058573080367101e-05,0.0,1.058573080367101e-05,1.058573080367101e-05
1580,1.058573080367101e-05,0.0,1.058573080367101e-05,1.058573080367101e-05
1581,2.363849317329628e-05,0.0,2.363849317329628e-05,2.363849317329628e-05
1582,2.4057474547589663e-05,0.0,2.4057474547589663e-05,2.4057474547589663e-05
1583,2.249506405860302e-05,0.0,2.249506405860302e-05,2.249506405860302e-05
1584,1.6638859246346067e-05,0.0,1.6638859246346067e-05,1.6638859246346067e-05
1585,1.672318730275687e-05,0.0,1.672318730275687e-05,1.672318730275687e-05
1586,0.00025331140039140464,0.0,0.00025331140039140464,0.00025331140039140464
1587,0.0002768448096698454,0.0,0.0002768448096698454,0.0002768448096698454
1588,0.00026580056474553463,0.0,0.00026580056474553463,0.00026580056474553463
1589,0.0002655683098445089,0.0,0.0002655683098445089,0.0002655683098445089
1590,0.00026558797419186576,0.0,0.00026558797419186576,0.00026558797419186576
1591,0.0002675212196468887,0.0,0.0002675212196468887,0.0002675212196468887
1592,0.0002675520371602553,0.0,0.0002675520371602553,0.0002675520371602553
1593,3.277311319444769e-05,0.0,3.277311319444769e-05,3.277311319444769e-05
1594,9.239703916007005e-06,0.0,9.239703916007005e-06,9.239703916007005e-06
1595,7.68198356126959e-06,0.0,7.68198356126959e-06,7.68198356126959e-06
1596,7.705675313575608e-06,0.0,7.705675313575608e-06,7.705675313575608e-06
1597,9.745879326926246e-06,0.0,9.745879326926246e-06,9.745879326926246e-06
1598,6.85485513583574e-06,0.0,6.85485513583574e-06,6.85485513583574e-06
1599,7.201172528376836e-06,0.0,7.201172528376836e-06,7.201172528376836e-06
1600,4.851634685110184e-06,0.0,4.851634685110184e-06,4.851634685110184e-06
1601,4.851634685110184e-06,0.0,4.851634685110184e-06,4.851634685110184e-06
1602,1.1708887898618872e-05,0.0,1.1708887898618872e-05,1.1708887898618872e-05
1603,1.2322689891724231e-05,0.0,1.2322689891724231e-05,1.2322689891724231e-05
1604,1.0192780548225397e-05,0.0,1.0192780548225397e-05,1.0192780548225397e-05
1605,9.68964677992647e-06,0.0,9.68964677992647e-06,9.68964677992647e-06
1606,9.627238747660677e-06,0.0,9.627238747660677e-06,9.627238747660677e-06
1607,9.520732662947142e-06,0.0,9.520732662947142e-06,9.520732662947142e-06
1608,2.3897519749230662e-05,0.0,2.3897519749230662e-05,2.3897519749230662e-05
1609,1.677814342266564e-05,0.0,1.677814342266564e-05,1.677814342266564e-05
1610,1.6208819731998248e-05,0.0,1.6208819731998248e-05,1.6208819731998248e-05
1611,1.7267496722135028e-05,0.0,1.7267496722135028e-05,1.7267496722135028e-05
1612,1.719918678385771e-05,0.0,1.719918678385771e-05,1.719918678385771e-05
1613,1.6797737056809376e-05,0.0,1.6797737056809376e-05,1.6797737056809376e-05
1614,1.8116176046792782e-05,0.0,1.8116176046792782e-05,1.8116176046792782e-05
1615,3.7393889605092615e-06,0.0,3.7393889605092615e-06,3.7393889605092615e-06
1616,3.550714982988471e-06,0.0,3.550714982988471e-06,3.550714982988471e-06
1617,3.913525103728586e-06,0.0,3.913525103728586e-06,3.913525103728586e-06
1618,3.2754406415084044e-06,0.0,3.2754406415084044e-06,3.2754406415084044e-06
1619,3.9067159117881345e-06,0.0,3.9067159117881345e-06,3.9067159117881345e-06
1620,4.6361514510603485e-06,0.0,4.6361514510603485e-06,4.6361514510603485e-06
1621,3.674548452181625e-06,0.0,3.674548452181625e-06,3.674548452181625e-06
1622,3.7448968604231984e-06,0.0,3.7448968604231984e-06,3.7448968604231984e-06
1623,6.439038705658666e-06,0.0,6.439038705658666e-06,6.439038705658666e-06
1624,5.821332056906872e-06,0.0,5.821332056906872e-06,5.821332056906872e-06
1625,5.645792660808573e-06,0.0,5.645792660808573e-06,5.645792660808573e-06
1626,5.204760295133123e-06,0.0,5.204760295133123e-06,5.204760295133123e-06
1627,4.155664669269754e-06,0.0,4.155664669269754e-06,4.155664669269754e-06
1628,4.126386800505445e-06,0.0,4.126386800505445e-06,4.126386800505445e-06
1629,5.459037262361173e-06,0.0,5.459037262361173e-06,5.459037262361173e-06
1630,3.1098914113109847e-06,0.0,3.1098914113109847e-06,3.1098914113109847e-06
1631,4.130131125228738e-06,0.0,4.130131125228738e-06,4.130131125228738e-06
1632,5.089199687193156e-06,0.0,5.089199687193156e-06,5.089199687193156e-06
1633,5.041234430791519e-06,0.0,5.041234430791519e-06,5.041234430791519e-06
1634,4.881463090506648e-06,0.0,4.881463090506648e-06,4.881463090506648e-06
1635,4.800864108541905e-06,0.0,4.800864108541905e-06,4.800864108541905e-06
1636,5.742664192049622e-06,0.0,5.742664192049622e-06,5.742664192049622e-06
1637,6.056109360283049e-06,0.0,6.056109360283049e-06,6.056109360283049e-06
1638,5.305209794771924e-06,0.0,5.305209794771924e-06,5.305209794771924e-06
1639,4.164428479011154e-06,0.0,4.164428479011154e-06,4.164428479011154e-06
1640,4.678422588507861e-06,0.0,4.678422588507861e-06,4.678422588507861e-06
1641,4.917310937863866e-06,0.0,4.917310937863866e-06,4.917310937863866e-06
1642,4.886251466424645e-06,0.0,4.886251466424645e-06,4.886251466424645e-06
1643,2.5414525128196275e-06,0.0,2.5414525128196275e-06,2.5414525128196275e-06
1644,2.1579957417218665e-06,0.0,2.1579957417218665e-06,2.1579957417218665e-06
1645,3.558627798026594e-06,0.0,3.558627798026594e-06,3.558627798026594e-06
1646,3.627232315141425e-06,0.0,3.627232315141425e-06,3.627232315141425e-06
1647,3.4302787038801138e-06,0.0,3.4302787038801138e-06,3.4302787038801138e-06
1648,3.879128874879305e-06,0.0,3.879128874879305e-06,3.879128874879305e-06
1649,4.054368089003089e-06,0.0,4.054368089003089e-06,4.054368089003089e-06
1650,4.669249977138991e-06,0.0,4.669249977138991e-06,4.669249977138991e-06
1651,4.566265910658071e-06,0.0,4.566265910658071e-06,4.566265910658071e-06
1652,1.6424443239364856e-05,0.0,1.6424443239364856e-05,1.6424443239364856e-05
1653,1.6348355367361883e-05,0.0,1.6348355367361883e-05,1.6348355367361883e-05
1654,1.5910418791723453e-05,0.0,1.5910418791723453e-05,1.5910418791723453e-05
1655,1.551319548655426e-05,0.0,1.551319548655426e-05,1.551319548655426e-05
1656,1.5665744578135283e-05,0.0,1.5665744578135283e-05,1.5665744578135283e-05
1657,1.5189884850639959e-05,0.0,1.5189884850639959e-05,1.5189884850639959e-05
1658,1.5339578323749136e-05,0.0,1.5339578323749136e-05,1.5339578323749136e-05
1659,3.1624505579332307e-06,0.0,3.1624505579332307e-06,3.1624505579332307e-06
1660,3.81824600026448e-06,0.0,3.81824600026448e-06,3.81824600026448e-06
1661,3.7966053371617037e-06,0.0,3.7966053371617037e-06,3.7966053371617037e-06
1662,3.7090894206163024e-06,0.0,3.7090894206163024e-06,3.7090894206163024e-06
1663,3.428181360374895e-06,0.0,3.428181360374895e-06,3.428181360374895e-06
1664,3.721491988731681e-06,0.0,3.721491988731681e-06,3.721491988731681e-06
1665,3.4438898077431598e-06,0.0,3.4438898077431598e-06,3.4438898077431598e-06
1666,2.6121972130762775e-06,0.0,2.6121972130762775e-06,2.6121972130762775e-06
1667,2.217059151884574e-06,0.0,2.217059151884574e-06,2.217059151884574e-06
1668,2.2545900191874224e-06,0.0,2.2545900191874224e-06,2.2545900191874224e-06
1669,2.5608102751968024e-06,0.0,2.5608102751968024e-06,2.5608102751968024e-06
1670,2.8777678794865224e-06,0.0,2.8777678794865224e-06,2.8777678794865224e-06
1671,3.696961255984986e-06,0.0,3.696961255984986e-06,3.696961255984986e-06
1672,3.874275047824735e-06,0.0,3.874275047824735e-06,3.874275047824735e-06
1673,3.6271174427123957e-06,0.0,3.6271174427123957e-06,3.6271174427123957e-06
1674,3.3029853381906704e-06,0.0,3.3029853381906704e-06,3.3029853381906704e-06
1675,3.442853312662919e-06,0.0,3.442853312662919e-06,3.442853312662919e-06
1676,3.06247328905686e-06,0.0,3.06247328905686e-06,3.06247328905686e-06
1677,2.7850115640960993e-06,0.0,2.7850115640960993e-06,2.7850115640960993e-06
1678,2.150961100661724e-06,0.0,2.150961100661724e-06,2.150961100661724e-06
1679,2.783211186851986e-06,0.0,2.783211186851986e-06,2.783211186851986e-06
1680,2.981689777113518e-06,0.0,2.981689777113518e-06,2.981689777113518e-06
1681,3.915453679123207e-06,0.0,3.915453679123207e-06,3.915453679123207e-06
1682,3.993500050520586e-06,0.0,3.993500050520586e-06,3.993500050520586e-06
1683,4.482542895597622e-06,0.0,4.482542895597622e-06,4.482542895597622e-06
1684,4.793920262662661e-06,0.0,4.793920262662661e-06,4.793920262662661e-06
1685,4.5603553644468775e-06,0.0,4.5603553644468775e-06,4.5603553644468775e-06
1686,3.900104307571642e-06,0.0,3.900104307571642e-06,3.900104307571642e-06
1687,3.5530544144941293e-06,0.0,3.5530544144941293e-06,3.5530544144941293e-06
1688,2.8759621142983505e-06,0.0,2.8759621142983505e-06,2.8759621142983505e-06
1689,2.541202288089802e-06,0.0,2.541202288089802e-06,2.541202288089802e-06
1690,2.2141039802850822e-06,0.0,2.2141039802850822e-06,2.2141039802850822e-06
1691,2.236568174599337e-06,0.0,2.236568174599337e-06,2.236568174599337e-06
1692,2.349686318276716e-06,0.0,2.349686318276716e-06,2.349686318276716e-06
1693,2.407091431320753e-06,0.0,2.407091431320753e-06,2.407091431320753e-06
1694,2.771202178207334e-06,0.0,2.771202178207334e-06,2.771202178207334e-06
1695,3.0186704894471665e-06,0.0,3.0186704894471665e-06,3.0186704894471665e-06
1696,3.4905731841458224e-06,0.0,3.4905731841458224e-06,3.4905731841458224e-06
1697,4.977781226703623e-06,0.0,4.977781226703623e-06,4.977781226703623e-06
1698,4.559460551588147e-06,0.0,4.559460551588147e-06,4.559460551588147e-06
1699,4.363031036648733e-06,0.0,4.363031036648733e-06,4.363031036648733e-06
1700,4.268195717876162e-06,0.0,4.268195717876162e-06,4.268195717876162e-06
1701,4.089821004527039e-06,0.0,4.089821004527039e-06,4.089821004527039e-06
1702,4.010301284194741e-06,0.0,4.010301284194741e-06,4.010301284194741e-06
1703,3.6691666472116983e-06,0.0,3.6691666472116983e-06,3.6691666472116983e-06
1704,2.0990569282730576e-06,0.0,2.0990569282730576e-06,2.0990569282730576e-06
1705,2.2017833966206775e-06,0.0,2.2017833966206775e-06,2.2017833966206775e-06
1706,2.067314702409411e-06,0.0,2.067314702409411e-06,2.067314702409411e-06
1707,2.0814748040720588e-06,0.0,2.0814748040720588e-06,2.0814748040720588e-06
1708,2.293015346107755e-06,0.0,2.293015346107755e-06,2.293015346107755e-06
1709,1.8500427358958405e-06,0.0,1.8500427358958405e-06,1.8500427358958405e-06
1710,2.3045237347624995e-06,0.0,2.3045237347624995e-06,2.3045237347624995e-06
1711,3.0271048996967565e-06,0.0,3.0271048996967565e-06,3.0271048996967565e-06
1712,4.922719426758704e-06,0.0,4.922719426758704e-06,4.922719426758704e-06
1713,5.016221052756009e-06,0.0,5.016221052756009e-06,5.016221052756009e-06
1714,5.123663429783067e-06,0.0,5.123663429783067e-06,5.123663429783067e-06
1715,4.9424571995716955e-06,0.0,4.9424571995716955e-06,4.9424571995716955e-06
1716,5.010675993487114e-06,0.0,5.010675993487114e-06,5.010675993487114e-06
1717,4.786181128630622e-06,0.0,4.786181128630622e-06,4.786181128630622e-06
1718,4.2582889006683085e-06,0.0,4.2582889006683085e-06,4.2582889006683085e-06
1719,2.1936032551041407e-06,0.0,2.1936032551041407e-06,2.1936032551041407e-06
1720,2.2329881273565533e-06,0.0,2.2329881273565533e-06,2.2329881273565533e-06
1721,2.165652810098046e-06,0.0,2.165652810098046e-06,2.165652810098046e-06
1722,2.0268994538647737e-06,0.0,2.0268994538647737e-06,2.0268994538647737e-06
1723,2.0613875091969802e-06,0.0,2.0613875091969802e-06,2.0613875091969802e-06
1724,1.8047522709301639e-06,0.0,1.8047522709301639e-06,1.8047522709301639e-06
1725,3.1227719838560527e-06,0.0,3.1227719838560527e-06,3.1227719838560527e-06
1726,3.7058822499602684e-06,0.0,3.7058822499602684e-06,3.7058822499602684e-06
1727,3.742158095779554e-06,0.0,3.742158095779554e-06,3.742158095779554e-06
1728,4.179872689746844e-06,0.0,4.179872689746844e-06,4.179872689746844e-06
1729,4.087279039919979e-06,0.0,4.087279039919979e-06,4.087279039919979e-06
1730,4.093952359848377e-06,0.0,4.093952359848377e-06,4.093952359848377e-06
1731,4.545847535350081e-06,0.0,4.545847535350081e-06,4.545847535350081e-06
1732,3.47614300315919e-06,0.0,3.47614300315919e-06,3.47614300315919e-06
1733,2.9663733341424503e-06,0.0,2.9663733341424503e-06,2.9663733341424503e-06
1734,3.60148576256896e-06,0.0,3.60148576256896e-06,3.60148576256896e-06
1735,3.4062145865781142e-06,0.0,3.4062145865781142e-06,3.4062145865781142e-06
1736,3.650679786915134e-06,0.0,3.650679786915134e-06,3.650679786915134e-06
1737,3.916121516210426e-06,0.0,3.916121516210426e-06,3.916121516210426e-06
1738,3.703386547775673e-06,0.0,3.703386547775673e-06,3.703386547775673e-06
1739,3.3109733651924344e-06,0.0,3.3109733651924344e-06,3.3109733651924344e-06
1740,3.932243251776006e-06,0.0,3.932243251776006e-06,3.932243251776006e-06
1741,3.3955563399753634e-06,0.0,3.3955563399753634e-06,3.3955563399753634e-06
1742,3.3765328290818227e-06,0.0,3.3765328290818227e-06,3.3765328290818227e-06
1743,4.372139171339638e-06,0.0,4.372139171339638e-06,4.372139171339638e-06
1744,4.571730771983441e-06,0.0,4.571730771983441e-06,4.571730771983441e-06
1745,4.354603398886476e-06,0.0,4.354603398886476e-06,4.354603398886476e-06
1746,4.773134930603971e-06,0.0,4.773134930603971e-06,4.773134930603971e-06
1747,4.501035359031188e-06,0.0,4.501035359031188e-06,4.501035359031188e-06
1748,4.405811815948775e-06,0.0,4.405811815948775e-06,4.405811815948775e-06
1749,4.269467321397055e-06,0.0,4.269467321397055e-06,4.269467321397055e-06
1750,3.3202186711735393e-06,0.0,3.3202186711735393e-06,3.3202186711735393e-06
1751,2.965557119491028e-06,0.0,2.965557119491028e-06,2.965557119491028e-06
1752,3.3673188681859756e-06,0.0,3.3673188681859756e-06,3.3673188681859756e-06
1753,4.048239101653703e-06,0.0,4.048239101653703e-06,4.048239101653703e-06
1754,4.583054403285912e-06,0.0,4.583054403285912e-06,4.583054403285912e-06
1755,5.300365696062467e-06,0.0,5.300365696062467e-06,5.300365696062467e-06
1756,5.737632753672577e-06,0.0,5.737632753672577e-06,5.737632753672577e-06
1757,6.6022123844179855e-06,0.0,6.6022123844179855e-06,6.6022123844179855e-06
1758,6.6638993497950394e-06,0.0,6.6638993497950394e-06,6.6638993497950394e-06
1759,6.44402647204905e-06,0.0,6.44402647204905e-06,6.44402647204905e-06
1760,5.7620885789739466e-06,0.0,5.7620885789739466e-06,5.7620885789739466e-06
1761,5.677494722736551e-06,0.0,5.677494722736551e-06,5.677494722736551e-06
1762,5.209173813065198e-06,0.0,5.209173813065198e-06,5.209173813065198e-06
1763,4.9486486009949914e-06,0.0,4.9486486009949914e-06,4.9486486009949914e-06
1764,4.904757426109947e-06,0.0,4.904757426109947e-06,4.904757426109947e-06
1765,5.713982448339396e-06,0.0,5.713982448339396e-06,5.713982448339396e-06
1766,6.1518041028258656e-06,0.0,6.1518041028258656e-06,6.1518041028258656e-06
1767,6.429835658699241e-06,0.0,6.429835658699241e-06,6.429835658699241e-06
1768,6.419527640641068e-06,0.0,6.419527640641068e-06,6.419527640641068e-06
1769,6.5052655762493875e-06,0.0,6.5052655762493875e-06,6.5052655762493875e-06
1770,7.3112240508115586e-06,0.0,7.3112240508115586e-06,7.3112240508115586e-06
1771,7.060202018952363e-06,0.0,7.060202018952363e-06,7.060202018952363e-06
1772,6.6608758321048555e-06,0.0,6.6608758321048555e-06,6.6608758321048555e-06
1773,6.742901340268352e-06,0.0,6.742901340268352e-06,6.742901340268352e-06
1774,7.753142978929515e-06,0.0,7.753142978929515e-06,7.753142978929515e-06
1775,7.99584644742676e-06,0.0,7.99584644742676e-06,7.99584644742676e-06
1776,8.16074524274362e-06,0.0,8.16074524274362e-06,8.16074524274362e-06
1777,8.001259370108268e-06,0.0,8.001259370108268e-06,8.001259370108268e-06
1778,7.56086374816992e-06,0.0,7.56086374816992e-06,7.56086374816992e-06
1779,7.2452480058668045e-06,0.0,7.2452480058668045e-06,7.2452480058668045e-06
1780,7.233365197732512e-06,2.349140310846971e-09,7.233365197732512e-06,7.233365197732512e-06
1781,6.1316498951262995e-06,2.349140310846971e-09,6.1316498951262995e-06,6.1316498951262995e-06
1782,7.026729105876127e-06,2.349140310846971e-09,7.026729105876127e-06,7.026729105876127e-06
1783,6.993208574255862e-06,2.349140310846971e-09,6.993208574255862e-06,6.993208574255862e-06
1784,7.202590495580807e-06,2.349140310846971e-09,7.202590495580807e-06,7.202590495580807e-06
1785,7.431454475538755e-06,2.349140310846971e-09,7.431454475538755e-06,7.431454475538755e-06
1786,9.098472608976798e-06,2.349140310846971e-09,9.098472608976798e-06,9.098472608976798e-06
1787,9.374447277618206e-06,0.0,9.374447277618206e-06,9.374447277618206e-06
1788,1.0196047826736634e-05,0.0,1.0196047826736634e-05,1.0196047826736634e-05
1789,9.327602258833525e-06,0.0,9.327602258833525e-06,9.327602258833525e-06
1790,9.727285422351478e-06,0.0,9.727285422351478e-06,9.727285422351478e-06
1791,9.333475125978502e-06,0.0,9.333475125978502e-06,9.333475125978502e-06
1792,9.814636021993855e-06,0.0,9.814636021993855e-06,9.814636021993855e-06
1793,1.4211265157168132e-05,0.0,1.4211265157168132e-05,1.4211265157168132e-05
1794,1.402065663569374e-05,0.0,1.402065663569374e-05,1.402065663569374e-05
1795,1.383793031501617e-05,0.0,1.383793031501617e-05,1.383793031501617e-05
1796,1.3715266634660242e-05,0.0,1.3715266634660242e-05,1.3715266634660242e-05
1797,1.4331373677123338e-05,0.0,1.4331373677123338e-05,1.4331373677123338e-05
1798,1.5072217788006778e-05,0.0,1.5072217788006778e-05,1.5072217788006778e-05
1799,1.5323684237955604e-05,0.0,1.5323684237955604e-05,1.5323684237955604e-05
1800,9.816927558858879e-06,0.0,9.816927558858879e-06,9.816927558858879e-06
1801,9.969633148492513e-06,0.0,9.969633148492513e-06,9.969633148492513e-06
1802,1.0319764572029402e-05,0.0,1.0319764572029402e-05,1.0319764572029402e-05
1803,1.0533730606506911e-05,0.0,1.0533730606506911e-05,1.0533730606506911e-05
1804,1.016245706913261e-05,0.0,1.016245706913261e-05,1.016245706913261e-05
1805,9.493578155732913e-06,0.0,9.493578155732913e-06,9.493578155732913e-06
1806,9.650633728597313e-06,0.0,9.650633728597313e-06,9.650633728597313e-06
1807,1.0468428367208357e-05,0.0,1.0468428367208357e-05,1.0468428367208357e-05
1808,1.036714209996197e-05,0.0,1.036714209996197e-05,1.036714209996197e-05
1809,1.0012563247333414e-05,0.0,1.0012563247333414e-05,1.0012563247333414e-05
1810,1.0234222827421036e-05,0.0,1.0234222827421036e-05,1.0234222827421036e-05
1811,1.0340007585390204e-05,0.0,1.0340007585390204e-05,1.0340007585390204e-05
1812,1.0685415353301713e-05,0.0,1.0685415353301713e-05,1.0685415353301713e-05
1813,1.034179877024144e-05,0.0,1.034179877024144e-05,1.034179877024144e-05
1814,9.689556463854387e-06,0.0,9.689556463854387e-06,9.689556463854387e-06
1815,1.0439152252469544e-05,0.0,1.0439152252469544e-05,1.0439152252469544e-05
1816,1.0733417184383143e-05,0.0,1.0733417184383143e-05,1.0733417184383143e-05
1817,1.0756476253196265e-05,0.0,1.0756476253196265e-05,1.0756476253196265e-05
1818,1.0731784251610016e-05,1.790348662973023e-10,1.0731784251610016e-05,1.0731784251610016e-05
1819,1.1232377671279079e-05,3.29332307456655e-10,1.1232377671279079e-05,1.1232377671279079e-05
1820,1.1449134685140702e-05,3.29332307456655e-10,1.1449134685140702e-05,1.1449134685140702e-05
1821,1.205527977227965e-05,3.29332307456655e-10,1.205527977227965e-05,1.205527977227965e-05
1822,1.1568364373358366e-05,3.29332307456655e-10,1.1568364373358366e-05,1.1568364373358366e-05
1823,1.0924567894627607e-05,3.29332307456655e-10,1.0924567894627607e-05,1.0924567894627607e-05
1824,1.0779446451384242e-05,3.29332307456655e-10,1.0779446451384242e-05,1.0779446451384242e-05
1825,1.0958055749402515e-05,1.5029744115935273e-10,1.0958055749402515e-05,1.0958055749402515e-05
1826,1.1071412830330831e-05,0.0,1.1071412830330831e-05,1.1071412830330831e-05
1827,1.1032864547035257e-05,0.0,1.1032864547035257e-05,1.1032864547035257e-05
1828,1.0724341206826335e-05,0.0,1.0724341206826335e-05,1.0724341206826335e-05
1829,1.101558323820687e-05,0.0,1.101558323820687e-05,1.101558323820687e-05
1830,1.144019136388254e-05,0.0,1.144019136388254e-05,1.144019136388254e-05
1831,1.1650072727726573e-05,0.0,1.1650072727726573e-05,1.1650072727726573e-05
1832,1.1638621669719993e-05,0.0,1.1638621669719993e-05,1.1638621669719993e-05
1833,1.167236535236173e-05,8.247826231512688e-11,1.167236535236173e-05,1.167236535236173e-05
1834,1.2375624464766588e-05,8.247826231512688e-11,1.2375624464766588e-05,1.2375624464766588e-05
1835,1.3039124756427814e-05,8.247826231512688e-11,1.3039124756427814e-05,1.3039124756427814e-05
1836,1.3469543124041852e-05,8.247826231512688e-11,1.3469543124041852e-05,1.3469543124041852e-05
