ngram,border,bordr,border,border
1837,1.4112164145834477e-05,1.599196727422988e-10,1.4112164145834477e-05,1.4112164145834477e-05
1838,1.4607269804400858e-05,1.599196727422988e-10,1.4607269804400858e-05,1.4607269804400858e-05
1839,1.529406030645727e-05,1.599196727422988e-10,1.529406030645727e-05,1.529406030645727e-05
1840,1.5256311339076742e-05,7.744141042717193e-11,1.5256311339076742e-05,1.5256311339076742e-05
1841,1.5158158281077963e-05,7.744141042717193e-11,1.5158158281077963e-05,1.5158158281077963e-05
1842,1.509515290568483e-05,7.744141042717193e-11,1.509515290568483e-05,1.509515290568483e-05
1843,1.4947240483057353e-05,7.744141042717193e-11,1.4947240483057353e-05,1.4947240483057353e-05
1844,1.4977877461725647e-05,6.678285702221842e-11,1.4977877461725647e-05,1.4977877461725647e-05
1845,1.4895108766462986e-05,6.678285702221842e-11,1.4895108766462986e-05,1.4895108766462986e-05
1846,1.4995980563980993e-05,6.678285702221842e-11,1.4995980563980993e-05,1.4995980563980993e-05
1847,1.52813251718596e-05,1.2738832211312e-10,1.52813251718596e-05,1.52813251718596e-05
1848,1.54272324185253e-05,1.2738832211312e-10,1.54272324185253e-05,1.54272324185253e-05
1849,1.538947864381563e-05,1.2738832211312e-10,1.538947864381563e-05,1.538947864381563e-05
1850,1.5573514377008125e-05,2.2232814002519164e-10,1.5573514377008125e-05,1.5573514377008125e-05
1851,1.602830928147471e-05,1.5554528300297322e-10,1.602830928147471e-05,1.602830928147471e-05
1852,1.674613382160065e-05,1.5554528300297322e-10,1.674613382160065e-05,1.674613382160065e-05
1853,1.7238655345863663e-05,1.5554528300297322e-10,1.7238655345863663e-05,1.7238655345863663e-05
1854,1.7517962208200644e-05,9.493981791207164e-11,1.7517962208200644e-05,1.7517962208200644e-05
1855,1.784186029648741e-05,9.493981791207164e-11,1.784186029648741e-05,1.784186029648741e-05
1856,1.8446871633516692e-05,9.493981791207164e-11,1.8446871633516692e-05,1.8446871633516692e-05
1857,1.8958575830246055e-05,0.0,1.8958575830246055e-05,1.8958575830246055e-05
1858,1.9428165355098565e-05,0.0,1.9428165355098565e-05,1.9428165355098565e-05
1859,2.04189278260206e-05,0.0,2.04189278260206e-05,2.04189278260206e-05
1860,2.0572807833169854e-05,0.0,2.0572807833169854e-05,2.0572807833169854e-05
1861,2.0974077935014585e-05,0.0,2.0974077935014585e-05,2.0974077935014585e-05
1862,2.1449909971644437e-05,0.0,2.1449909971644437e-05,2.1449909971644437e-05
1863,2.1757958945402477e-05,0.0,2.1757958945402477e-05,2.1757958945402477e-05
1864,2.2084144542792012e-05,0.0,2.2084144542792012e-05,2.2084144542792012e-05
1865,2.1817484334210997e-05,0.0,2.1817484334210997e-05,2.1817484334210997e-05
1866,2.076378379050376e-05,0.0,2.076378379050376e-05,2.076378379050376e-05
1867,2.0600311992373982e-05,0.0,2.0600311992373982e-05,2.0600311992373982e-05
1868,2.0078298673200023e-05,0.0,2.0078298673200023e-05,2.0078298673200023e-05
1869,1.9560810999662082e-05,7.917177231269485e-11,1.9560810999662082e-05,1.9560810999662082e-05
1870,1.9809294306989094e-05,7.917177231269485e-11,1.9809294306989094e-05,1.9809294306989094e-05
1871,1.986125997583648e-05,1.197478346640476e-10,1.986125997583648e-05,1.986125997583648e-05
1872,2.009197695380343e-05,1.197478346640476e-10,2.009197695380343e-05,2.009197695380343e-05
1873,2.0766507857063387e-05,1.9776533981869752e-10,2.0766507857063387e-05,2.0766507857063387e-05
1874,2.0921491211213705e-05,1.9776533981869752e-10,2.0921491211213705e-05,2.0921491211213705e-05
1875,2.2405239568407914e-05,2.37880370163828e-10,2.2405239568407914e-05,2.2405239568407914e-05
1876,2.317555507553542e-05,1.5870859785113315e-10,2.317555507553542e-05,2.317555507553542e-05
1877,2.3264761434152854e-05,1.5870859785113315e-10,2.3264761434152854e-05,2.3264761434152854e-05
1878,2.3484909823829575e-05,1.1813253549978039e-10,2.3484909823829575e-05,2.3484909823829575e-05
1879,2.3874210455687717e-05,1.530463494032424e-10,2.3874210455687717e-05,2.3874210455687717e-05
1880,2.392257816349489e-05,3.7100900526379886e-10,2.392257816349489e-05,2.392257816349489e-05
1881,2.3963011179668164e-05,4.025746006394318e-10,2.3963011179668164e-05,2.3963011179668164e-05
1882,2.3636468540644273e-05,3.9486914928308995e-10,2.3636468540644273e-05,2.3636468540644273e-05
1883,2.343983526640971e-05,3.9486914928308995e-10,2.343983526640971e-05,2.343983526640971e-05
1884,2.3090605411977905e-05,3.9486914928308995e-10,2.3090605411977905e-05,2.3090605411977905e-05
1885,2.3178583433036692e-05,4.5291570494043754e-10,2.3178583433036692e-05,2.3178583433036692e-05
1886,2.302998161342527e-05,4.455905069525709e-10,2.302998161342527e-05,2.302998161342527e-05
1887,2.28008944499639e-05,1.7724431446351574e-10,2.28008944499639e-05,2.28008944499639e-05
1888,2.2793932917660902e-05,1.726815615102747e-10,2.2793932917660902e-05,2.2793932917660902e-05
1889,2.2616984746751507e-05,1.4027198252148613e-10,2.2616984746751507e-05,2.2616984746751507e-05
1890,2.2863474181836603e-05,1.6556767266719318e-10,2.2863474181836603e-05,2.2863474181836603e-05
1891,2.308592593180947e-05,1.6556767266719318e-10,2.308592593180947e-05,2.308592593180947e-05
1892,2.3179481753946414e-05,1.2999269914461464e-10,2.3179481753946414e-05,2.3179481753946414e-05
1893,2.3207854350662922e-05,1.4852743043406288e-10,2.3207854350662922e-05,2.3207854350662922e-05
1894,2.3112117820086757e-05,1.429852347634153e-10,2.3112117820086757e-05,2.3112117820086757e-05
1895,2.3332953787758015e-05,1.1598239234102335e-10,2.3332953787758015e-05,2.3332953787758015e-05
1896,2.3102709747035988e-05,1.547432440121962e-10,2.3102709747035988e-05,2.3102709747035988e-05
1897,2.3213621066783423e-05,3.7094537560670004e-10,2.3213621066783423e-05,2.3213621066783423e-05
1898,2.32924417754735e-05,6.956324147663498e-10,2.32924417754735e-05,2.32924417754735e-05
1899,2.3071099868892425e-05,7.095886457784774e-10,2.3071099868892425e-05,2.3071099868892425e-05
1900,2.319878902718691e-05,6.815359031099786e-10,2.319878902718691e-05,2.319878902718691e-05
1901,2.325782692683528e-05,7.2799087789756e-10,2.325782692683528e-05,2.325782692683528e-05
1902,2.3105870371052462e-05,7.452091681831823e-10,2.3105870371052462e-05,2.3105870371052462e-05
1903,2.3266483757262385e-05,7.064483165120095e-10,2.3266483757262385e-05,2.3266483757262385e-05
1904,2.3308284653467126e-05,4.649504947717986e-10,2.3308284653467126e-05,2.3308284653467126e-05
1905,2.3200967916636728e-05,1.402634556121488e-10,2.3200967916636728e-05,2.3200967916636728e-05
1906,2.3024434215455714e-05,1.0383564246525217e-10,2.3024434215455714e-05,2.3024434215455714e-05
1907,2.273907141768307e-05,1.0041521185983576e-10,2.273907141768307e-05,2.273907141768307e-05
1908,2.2855723208132467e-05,7.304182655535182e-11,2.2855723208132467e-05,2.2855723208132467e-05
1909,2.2729983226911698e-05,1.385095926842439e-10,2.2729983226911698e-05,2.2729983226911698e-05
1910,2.245199331290288e-05,1.7983126099352376e-10,2.245199331290288e-05,2.245199331290288e-05
1911,2.2302506944730078e-05,1.9380919290070053e-10,2.2302506944730078e-05,2.2302506944730078e-05
1912,2.219052294094581e-05,2.082233007048652e-10,2.219052294094581e-05,2.219052294094581e-05
1913,2.2809487875617507e-05,2.940108127196568e-10,2.2809487875617507e-05,2.2809487875617507e-05
1914,2.2978754454275725e-05,3.0859361792114267e-10,2.2978754454275725e-05,2.2978754454275725e-05
1915,2.2883738243503364e-05,3.1523642327454683e-10,2.2883738243503364e-05,2.2883738243503364e-05
1916,2.2791725444091882e-05,2.476022293941758e-10,2.2791725444091882e-05,2.2791725444091882e-05
1917,2.299580384195516e-05,2.2024629540786022e-10,2.299580384195516e-05,2.299580384195516e-05
1918,2.307018309823304e-05,3.0693003297673927e-10,2.307018309823304e-05,2.307018309823304e-05
1919,2.3058938625451576e-05,3.0672167187059275e-10,2.3058938625451576e-05,2.3058938625451576e-05
1920,2.2549403053874683e-05,2.2093415985580123e-10,2.2549403053874683e-05,2.2549403053874683e-05
1921,2.26282518269727e-05,1.9170118072318688e-10,2.26282518269727e-05,2.26282518269727e-05
1922,2.280719283070149e-05,2.646414972083479e-10,2.280719283070149e-05,2.280719283070149e-05
1923,2.312295873707626e-05,2.495896346742045e-10,2.312295873707626e-05,2.312295873707626e-05
1924,2.3106805331605885e-05,2.600454306254742e-10,2.3106805331605885e-05,2.3106805331605885e-05
1925,2.3143382350099273e-05,2.514044617326786e-10,2.3143382350099273e-05,2.3143382350099273e-05
1926,2.354152560915931e-05,2.60121678165502e-10,2.354152560915931e-05,2.354152560915931e-05
1927,2.3807610497377546e-05,2.8286005680579404e-10,2.3807610497377546e-05,2.3807610497377546e-05
1928,2.3560801180013057e-05,2.8286005680579404e-10,2.3560801180013057e-05,2.3560801180013057e-05
1929,2.3381446486122775e-05,1.621035726286278e-10,2.3381446486122775e-05,2.3381446486122775e-05
1930,2.3223594585683065e-05,1.8933096558791463e-10,2.3223594585683065e-05,2.3223594585683065e-05
1931,2.333912665822676e-05,2.436084667323257e-10,2.333912665822676e-05,2.333912665822676e-05
1932,2.3157315549074804e-05,1.5158776614906547e-10,2.3157315549074804e-05,2.3157315549074804e-05
1933,2.277770025622366e-05,1.286648030182239e-10,2.277770025622366e-05,2.277770025622366e-05
1934,2.2784797693020664e-05,1.0592642437793184e-10,2.2784797693020664e-05,2.2784797693020664e-05
1935,2.285005159917221e-05,1.503710905792488e-10,2.285005159917221e-05,2.285005159917221e-05
1936,2.2767813788959756e-05,1.503710905792488e-10,2.2767813788959756e-05,2.2767813788959756e-05
1937,2.2983486685136866e-05,1.4558611459238235e-10,2.2983486685136866e-05,2.2983486685136866e-05
1938,2.2978968575314085e-05,6.688708317373734e-11,2.2978968575314085e-05,2.2978968575314085e-05
1939,2.2943928602866697e-05,6.688708317373734e-11,2.2943928602866697e-05,2.2943928602866697e-05
1940,2.2853099445845665e-05,6.688708317373734e-11,2.2853099445845665e-05,2.2853099445845665e-05
1941,2.250594999558026e-05,9.446565355350093e-11,2.250594999558026e-05,2.250594999558026e-05
1942,2.2153444920799563e-05,1.2474512692658583e-10,2.2153444920799563e-05,2.2153444920799563e-05
1943,2.2029118294345347e-05,1.46198452153991e-10,2.2029118294345347e-05,2.2029118294345347e-05
1944,2.176712067531688e-05,1.4272735771037048e-10,2.176712067531688e-05,2.176712067531688e-05
1945,2.1583392611189212e-05,1.4272735771037048e-10,2.1583392611189212e-05,2.1583392611189212e-05
1946,2.1556809640190166e-05,1.9237167018079252e-10,2.1556809640190166e-05,2.1556809640190166e-05
1947,2.183243252927371e-05,2.2548562223739006e-10,2.183243252927371e-05,2.183243252927371e-05
1948,2.1902262752908947e-05,1.9790705185762647e-10,2.1902262752908947e-05,2.1902262752908947e-05
1949,2.2136105534238076e-05,1.4018907463458115e-10,2.2136105534238076e-05,2.2136105534238076e-05
1950,2.246850090159569e-05,1.1873574940717598e-10,2.246850090159569e-05,2.246850090159569e-05
1951,2.259946268168278e-05,1.1631352527955282e-10,2.259946268168278e-05,2.259946268168278e-05
1952,2.2559274709367726e-05,2.1041721837145033e-10,2.2559274709367726e-05,2.2559274709367726e-05
1953,2.256186624955652e-05,1.9215137913348405e-10,2.256186624955652e-05,2.256186624955652e-05
1954,2.231759416255435e-05,2.025852947697336e-10,2.231759416255435e-05,2.231759416255435e-05
1955,2.2227188570208716e-05,2.025852947697336e-10,2.2227188570208716e-05,2.2227188570208716e-05
1956,2.224949717596506e-05,1.9904713789907292e-10,2.224949717596506e-05,2.224949717596506e-05
1957,2.198239001570203e-05,2.500220407692615e-10,2.198239001570203e-05,2.198239001570203e-05
1958,2.1898772112243542e-05,5.072145114629453e-10,2.1898772112243542e-05,2.1898772112243542e-05
1959,2.2100123844990905e-05,4.4699263635721616e-10,2.2100123844990905e-05,2.2100123844990905e-05
1960,2.2389775559921482e-05,4.156141631247604e-10,2.2389775559921482e-05,2.2389775559921482e-05
1961,2.284256957604417e-05,4.1708857102212045e-10,2.284256957604417e-05,2.284256957604417e-05
1962,2.3123095421137157e-05,4.2729032712867417e-10,2.3123095421137157e-05,2.3123095421137157e-05
1963,2.3236013865763588e-05,4.534377476669452e-10,2.3236013865763588e-05,2.3236013865763588e-05
1964,2.3391840451430263e-05,4.0246284479675664e-10,2.3391840451430263e-05,2.3391840451430263e-05
1965,2.3558540695895707e-05,1.3753635730306968e-10,2.3558540695895707e-05,2.3558540695895707e-05
1966,2.3662599102993098e-05,1.4761989448291198e-10,2.3662599102993098e-05,2.3662599102993098e-05
1967,2.348274080889366e-05,1.4761989448291198e-10,2.348274080889366e-05,2.348274080889366e-05
1968,2.3257464688088347e-05,1.3802378486170242e-10,2.3257464688088347e-05,2.3257464688088347e-05
1969,2.3103068607659744e-05,1.6372957156729484e-10,2.3103068607659744e-05,2.3103068607659744e-05
1970,2.290301381435711e-05,1.3288365447688173e-10,2.290301381435711e-05,2.290301381435711e-05
1971,2.2777816411689855e-05,1.5973635707806315e-10,2.2777816411689855e-05,2.2777816411689855e-05
1972,2.2463324837320086e-05,1.7700761094958343e-10,2.2463324837320086e-05,2.2463324837320086e-05
1973,2.2051552150514908e-05,1.7431273884633518e-10,2.2051552150514908e-05,2.2051552150514908e-05
1974,2.1758252842118964e-05,2.231977578949694e-10,2.1758252842118964e-05,2.1758252842118964e-05
1975,2.188003132427444e-05,2.1210009145836547e-10,2.188003132427444e-05,2.188003132427444e-05
1976,2.2222839366544838e-05,4.574676470969763e-10,2.2222839366544838e-05,2.2222839366544838e-05
1977,2.259790354790831e-05,4.808037817089733e-10,2.259790354790831e-05,2.259790354790831e-05
1978,2.2971871918083968e-05,4.621110076937932e-10,2.2971871918083968e-05,2.2971871918083968e-05
1979,2.340408718737308e-05,4.766631766874228e-10,2.340408718737308e-05,2.340408718737308e-05
1980,2.398876339222105e-05,4.745768297192183e-10,2.398876339222105e-05,2.398876339222105e-05
1981,2.453165507176891e-05,4.638408025725571e-10,2.453165507176891e-05,2.453165507176891e-05
1982,2.470546964364725e-05,4.765697791754762e-10,2.470546964364725e-05,2.470546964364725e-05
1983,2.484889176100426e-05,2.24904703491743e-10,2.484889176100426e-05,2.484889176100426e-05
1984,2.5071833858549197e-05,2.0750024664776109e-10,2.5071833858549197e-05,2.5071833858549197e-05
1985,2.553565900598187e-05,2.427447687303186e-10,2.553565900598187e-05,2.553565900598187e-05
1986,2.588907929228818e-05,2.0210626426399513e-10,2.588907929228818e-05,2.588907929228818e-05
1987,2.6324962163926102e-05,1.8967199834550386e-10,2.6324962163926102e-05,2.6324962163926102e-05
1988,2.699793107499967e-05,1.7924864568831722e-10,2.699793107499967e-05,2.699793107499967e-05
1989,2.8021962342401302e-05,2.419713457380013e-10,2.8021962342401302e-05,2.8021962342401302e-05
1990,2.8818371252522672e-05,2.3899117209045887e-10,2.8818371252522672e-05,2.8818371252522672e-05
1991,2.960243831954098e-05,2.439977902264039e-10,2.960243831954098e-05,2.960243831954098e-05
1992,3.0047789290879985e-05,2.3240507137803742e-10,3.0047789290879985e-05,3.0047789290879985e-05
1993,3.067747560895181e-05,2.5817050878071003e-10,3.067747560895181e-05,3.067747560895181e-05
1994,3.1371109798783436e-05,2.3142063860464342e-10,3.1371109798783436e-05,3.1371109798783436e-05
1995,3.1705942611941805e-05,2.1008213075903092e-10,3.1705942611941805e-05,3.1705942611941805e-05
1996,3.1826803543871005e-05,1.2290603306922395e-10,3.1826803543871005e-05,3.1826803543871005e-05
1997,3.20032423977474e-05,1.2503880718526895e-10,3.20032423977474e-05,3.20032423977474e-05
1998,3.220852366731768e-05,1.1110878982740452e-10,3.220852366731768e-05,3.220852366731768e-05
1999,3.2673547788622924e-05,1.281062567534289e-10,3.2673547788622924e-05,3.2673547788622924e-05
2000,3.319704410387203e-05,1.0234081935075626e-10,3.319704410387203e-05,3.319704410387203e-05
2001,3.347343174807195e-05,1.0234081935075626e-10,3.347343174807195e-05,3.347343174807195e-05
2002,3.387475797873256e-05,1.0132224176736696e-10,3.387475797873256e-05,3.387475797873256e-05
2003,3.413226659176871e-05,9.903443789245031e-11,3.413226659176871e-05,3.413226659176871e-05
2004,3.448463134450971e-05,8.541145221641067e-11,3.448463134450971e-05,3.448463134450971e-05
2005,3.460938075607244e-05,9.453944571635731e-11,3.460938075607244e-05,3.460938075607244e-05
2006,3.4329822353486505e-05,5.6023391283220396e-11,3.4329822353486505e-05,3.4329822353486505e-05
2007,3.427662211054537e-05,7.749203560582428e-11,3.427662211054537e-05,3.427662211054537e-05
2008,3.386285451207576e-05,9.86563539195906e-11,3.386285451207576e-05,3.386285451207576e-05
2009,3.320808640897407e-05,9.328780010380605e-11,3.320808640897407e-05,3.320808640897407e-05
2010,3.255635835687697e-05,9.934710990374843e-11,3.255635835687697e-05,3.255635835687697e-05
2011,3.168894025813123e-05,9.349226650793137e-11,3.168894025813123e-05,3.168894025813123e-05
2012,3.131656506281745e-05,8.392634305774495e-11,3.131656506281745e-05,3.131656506281745e-05
2013,3.148692745266349e-05,8.433524414533774e-11,3.148692745266349e-05,3.148692745266349e-05
2014,3.099248143761153e-05,6.806234990291188e-11,3.099248143761153e-05,3.099248143761153e-05
2015,3.0406041072897745e-05,4.6898031589145563e-11,3.0406041072897745e-05,3.0406041072897745e-05
2016,3.0515718338262688e-05,4.6898031589145563e-11,3.0515718338262688e-05,3.0515718338262688e-05
2017,3.0575777903626054e-05,3.5609521697084943e-11,3.0575777903626054e-05,3.0575777903626054e-05
2018,3.089299461862538e-05,2.9732714207364454e-11,3.089299461862538e-05,3.089299461862538e-05
2019,3.079734096900211e-05,2.782114209148867e-11,3.079734096900211e-05,3.079734096900211e-05
