ngram,trade,trde,trae,tradd
1862,0.00010415371694502287,1.3357595267977323e-09,4.667364298224389e-08,8.701237032480793e-10
1863,0.0001028405427600124,1.3795755648970953e-09,4.819482920684745e-08,9.139397413474423e-10
1864,9.982338503635089e-05,1.469609386564993e-09,4.861865272281258e-08,7.214028342948455e-10
1865,9.802744378768174e-05,1.6506112508553527e-09,4.887720805868412e-08,6.504223588293151e-10
1866,9.69969852511505e-05,1.5838521763963546e-09,4.902708588312115e-08,5.285635817919854e-10
1867,9.687857839578231e-05,1.5914991308945454e-09,4.924689989138642e-08,5.539932877520113e-10
1868,9.644608196270253e-05,1.443500818876231e-09,5.0727413634734016e-08,4.858316249300998e-10
1869,9.566475533314847e-05,1.3393853883135266e-09,5.082641000139379e-08,3.186768111301015e-10
1870,9.504445500039895e-05,1.28064466174495e-09,5.1751347841997945e-08,2.1769962420061161e-10
1871,9.646037402230181e-05,1.2009542487463015e-09,5.1719776398126016e-08,2.5827568655196435e-10
1872,9.611542295065842e-05,1.0519004001174892e-09,5.35136430406575e-08,2.140491355590817e-10
1873,9.808512654022447e-05,1.0309769308111276e-09,5.480693892374282e-08,2.9206664071373163e-10
1874,9.945236109030833e-05,1.1000431359471057e-09,5.4866480882407945e-08,2.056417258700094e-10
1875,0.00010261651810391672,1.0859531290081342e-09,5.3870013719655874e-08,2.811751189023072e-10
1876,0.00010562870738795027,1.1205234121522016e-09,5.211425500663479e-08,3.1950710331431406e-10
1877,0.00010862911273891638,1.280712195025505e-09,5.145971318906309e-08,3.471739879706044e-10
1878,0.00011000866756408609,1.1866879621815129e-09,5.2104846913282795e-08,3.791686448944327e-10
1879,0.00011239181705085295,1.156498476349656e-09,5.152099191718662e-08,3.791686448944327e-10
1880,0.00011264031179182763,1.13201019986369e-09,5.2066337019596176e-08,5.3135792987824e-10
1881,0.00011538065674748006,1.2805281755591734e-09,5.035750610155836e-08,5.62923525253873e-10
1882,0.00011490133329061791,1.4194597164340905e-09,4.972976849363217e-08,6.046263331275067e-10
1883,0.00011665826085455982,1.5231128025483542e-09,4.9644065874027936e-08,6.626622306438179e-10
1884,0.00011845696696712236,1.6750928977238289e-09,4.7376183484207756e-08,7.148025147975443e-10
1885,0.00012119405125434111,1.6823299261606702e-09,4.553915187800937e-08,7.873481906133556e-10
1886,0.00012310852097081288,1.7008811660699864e-09,4.4537981937407626e-08,9.252912761389556e-10
1887,0.00012594045879918018,1.7351382473686427e-09,4.413809457608815e-08,8.608883011224882e-10
1888,0.00012502328692270176,1.603939433650733e-09,4.3987681306946665e-08,9.643369119111916e-10
1889,0.0001272782912045451,1.5278590694199424e-09,4.3785564380576554e-08,8.284599078185145e-10
1890,0.00012808714486059865,1.3467651200598547e-09,4.275584787803512e-08,7.320920258901964e-10
1891,0.0001297921740583011,1.1037536361081989e-09,4.193596733362678e-08,6.100483967192665e-10
1892,0.00013043327323560203,1.1000184334848078e-09,4.1155578246941463e-08,5.997614984019708e-10
1893,0.00013139157713989595,1.0913915089132737e-09,3.8906120737790065e-08,5.310034356664772e-10
1894,0.00013291008196704621,1.0139547852132986e-09,3.513943218942066e-08,4.3147493911099843e-10
1895,0.00013668678210316493,9.673017069873018e-10,3.423299129881993e-08,3.599743558790891e-10
1896,0.00013860152934544852,9.003879943213024e-10,3.182325285828418e-08,4.500860160762597e-10
1897,0.00013931845855300447,8.988079407729848e-10,3.071464352696499e-08,5.243930369301455e-10
1898,0.00014114501079477902,9.075211455338611e-10,2.906338179643951e-08,5.424312051115012e-10
1899,0.00014353403197934052,9.044466762832468e-10,2.8067793676557684e-08,4.440295214847012e-10
1900,0.00014736109213637455,8.283769146823414e-10,2.7079048083221225e-08,4.290563123042292e-10
1901,0.00015086943624607687,8.428299407598721e-10,2.537861248137168e-08,3.9705436755926067e-10
1902,0.00015255856851581484,7.423334407492226e-10,2.4372363936566088e-08,3.335407446268336e-10
1903,0.0001547749187531216,8.970163580178183e-10,2.3166265858013243e-08,2.8101476899435237e-10
1904,0.00015743266184082522,8.544168170595715e-10,2.247928040536148e-08,2.701227079317446e-10
1905,0.0001598568300583533,8.597887897675096e-10,2.1943560365603583e-08,2.9782512567244623e-10
1906,0.00016257583047263324,8.901402254180013e-10,2.0113996817323302e-08,4.475771459804585e-10
1907,0.00016231761713113104,8.842678196817135e-10,1.9676573513395723e-08,4.226656802330808e-10
1908,0.00016312727114252214,9.049677852328892e-10,1.942201548794336e-08,4.570145730107912e-10
1909,0.00016487646124525263,8.912186603783821e-10,1.7669984332867117e-08,5.397006294253056e-10
1910,0.00016645617350669845,7.166704194380305e-10,1.720174377542857e-08,5.999090549721079e-10
1911,0.0001690248879770349,7.688305349505344e-10,1.5941011050862082e-08,6.063837527341726e-10
1912,0.00017157390123299723,7.16427905096089e-10,1.5532494148016796e-08,6.471278116545623e-10
1913,0.0001739794180528926,6.339847060031292e-10,1.5593305694291563e-08,4.895438161987644e-10
1914,0.00017743542723889862,6.337489104930277e-10,1.5060846791925542e-08,5.479424037518094e-10
1915,0.00018078544235322624,6.058611628263171e-10,1.4868345792657628e-08,5.1119758228056e-10
1916,0.00018707136665138284,7.012557558448509e-10,1.5492539314923955e-08,5.489264261391926e-10
1917,0.000194067761185579,7.44495873680354e-10,1.5884425203742987e-08,4.668586251715163e-10
1918,0.00020206762461124787,9.482330753929347e-10,1.5289314830064475e-08,4.544899238702525e-10
1919,0.00020669177008260573,1.0318006647493304e-09,1.6960458307632313e-08,4.248282658198781e-10
1920,0.00020625342274018164,1.0674156082833365e-09,1.7078744133211136e-08,4.4263573758688123e-10
1921,0.00020785223750863224,1.1056582237069433e-09,1.736009215745428e-08,4.1116001873017384e-10
1922,0.00020630573271773756,1.1307823725000991e-09,1.7896398141203917e-08,4.27585165687004e-10
1923,0.0002025469210431246,1.0293706323835243e-09,1.8043257427840283e-08,3.808305972162275e-10
1924,0.0001978391353207241,9.629778760115011e-10,1.80762842154942e-08,3.633549235302981e-10
1925,0.00019026276381087622,8.594144800572983e-10,1.8665553420354238e-08,4.2085984498983567e-10
1926,0.00018539138961516853,6.834569913984265e-10,1.6966034926164346e-08,4.5572871072112926e-10
1927,0.00018635886954143643,6.588655038219926e-10,1.737447493813501e-08,4.775405329108093e-10
1928,0.00018535009959513054,5.411169488679844e-10,1.6999126170195008e-08,5.353647465820645e-10
1929,0.0001860798178573272,6.479326480108532e-10,1.6312506773934795e-08,5.123479517627721e-10
1930,0.00018755826541954384,6.532805447394858e-10,1.7018213758847522e-08,4.931424058789752e-10
1931,0.00018995091003099724,6.324819715583122e-10,1.7386615702719155e-08,5.211868952288106e-10
1932,0.00019083095789288303,4.720838164828933e-10,1.728492003495928e-08,5.243772479727024e-10
1933,0.00019171710300724953,5.186623293549988e-10,1.6915497827848673e-08,6.411898155280125e-10
1934,0.00019188494687633856,4.72915072182088e-10,1.6860569575426e-08,6.628461827037516e-10
1935,0.00019213845787037696,4.723279188402683e-10,1.7539888525724175e-08,6.599104199597353e-10
1936,0.00019198810540339245,3.0756803056800463e-10,1.8884407307747812e-08,7.18374352067944e-10
1937,0.0001908711378096736,3.428829125391124e-10,1.8324565103406646e-08,6.863619831217907e-10
1938,0.00018519493252305047,4.4268264847475384e-10,1.787966688989887e-08,7.644094682631878e-10
1939,0.0001803023083734193,5.684035583478472e-10,1.8419187825762558e-08,6.710872631408651e-10
1940,0.00017451813619118184,4.989020823449002e-10,1.8688740967474715e-08,5.141693677966432e-10
1941,0.00016933063826789812,5.040127779417805e-10,1.8359242253447e-08,4.794550094246373e-10
1942,0.0001684304900533919,6.063306721783488e-10,1.7723542506636088e-08,5.92515752731845e-10
1943,0.00016468943795189261,6.078783547953342e-10,1.718187547794514e-08,6.803926251773364e-10
1944,0.00016233970485960266,6.698792671360516e-10,1.7553581699303322e-08,7.90749463923974e-10
1945,0.00016381060829319592,5.926911937427701e-10,1.8029572501632174e-08,6.977748002417223e-10
1946,0.00016685771074012985,4.598751419353826e-10,1.8220244107120768e-08,7.225250873789588e-10
1947,0.00016861438468497778,6.088879281726126e-10,1.8395464453289734e-08,7.371664667576994e-10
1948,0.00016992865961843302,6.155093577677104e-10,1.827428595748058e-08,8.359093298501311e-10
1949,0.0001672348381751882,6.100122708550617e-10,1.8734136781566642e-08,7.307800594816679e-10
1950,0.00016814768397515372,6.810120959218782e-10,1.8158401258818102e-08,6.268333590282132e-10
1951,0.00016737725153299316,5.457906140926561e-10,1.7030980435452292e-08,5.436813975214148e-10
1952,0.0001675732055446133,5.02080830284373e-10,1.6932232758750032e-08,6.002462495300977e-10
1953,0.0001679040225488799,5.796681478074741e-10,1.645073905669798e-08,5.819804102921314e-10
1954,0.00016715220824283148,5.177510969559382e-10,1.752337284800985e-08,5.447844179741677e-10
1955,0.00016845530730539134,5.270338540586117e-10,1.7126648670690818e-08,5.213326853548139e-10
1956,0.00016781018764179732,4.887987485007501e-10,1.6450630698930776e-08,4.5616156685301945e-10
1957,0.00016719962669802562,4.171575753481831e-10,1.7156388436896057e-08,5.031751979364277e-10
1958,0.00016697667680481182,5.077247451832991e-10,1.736915665264048e-08,5.487423670220387e-10
1959,0.00016642357929543193,5.102386648113213e-10,1.673455596318263e-08,5.449901859165353e-10
1960,0.00016477182673822557,5.008061306924613e-10,1.6785770360984642e-08,5.453752965107433e-10
1961,0.00016609943122603,5.150105143934627e-10,1.5855480864753905e-08,5.388545225106154e-10
1962,0.00016361115350654081,5.531418061683573e-10,1.6681661639341072e-08,5.410290846282909e-10
1963,0.00016328335914295167,5.61468478853046e-10,1.7479297374580127e-08,5.5648405922997e-10
1964,0.00016351780297035084,5.517097096634821e-10,1.714282975890618e-08,4.957503871702177e-10
1965,0.0001645633061083832,5.503744206412722e-10,1.763401716711347e-08,4.798716602654502e-10
1966,0.00016403487825300545,6.659748229078031e-10,1.7912555756132472e-08,4.598647197167389e-10
1967,0.00016358202888763377,6.874080828365794e-10,1.816451573282458e-08,5.165479254649291e-10
1968,0.00016194025478658399,7.543822471462696e-10,1.824949055365518e-08,5.294629536388231e-10
1969,0.00016128771780391356,8.253752522716492e-10,1.8694059633617144e-08,4.776320886420596e-10
1970,0.0001620038424984419,7.888575982915671e-10,1.9206447987585307e-08,4.96000181403135e-10
1971,0.00016065240613118346,8.512594438871344e-10,1.9767430866782628e-08,4.867948227056068e-10
1972,0.00015713369066361338,8.411283653713448e-10,2.00368377128208e-08,4.509363121003267e-10
1973,0.0001543325197417289,7.906953108134068e-10,2.030850053204501e-08,4.961490979964773e-10
1974,0.00015334017475002578,7.415916848861417e-10,2.0425726380121238e-08,4.5658732747025764e-10
1975,0.00015358990640379488,7.35507408945933e-10,2.0320376238812188e-08,5.022561652293486e-10
1976,0.00015426583870846246,7.516654045223805e-10,1.968249842475091e-08,5.580835317685131e-10
1977,0.00015442471444008073,8.916822121943621e-10,1.8838419839945734e-08,5.345997295640765e-10
1978,0.0001547056474789445,1.3465155339937545e-09,1.8313367584304226e-08,5.469647274785367e-10
1979,0.0001561405515531078,1.4784412583068729e-09,1.781886257593409e-08,6.0101991240989e-10
1980,0.00015817696112208068,1.5753127849801478e-09,1.750958819205347e-08,5.638308272651723e-10
1981,0.00016064490981599583,1.6785060325779406e-09,1.6701712774696327e-08,5.378352049437548e-10
1982,0.00016288372197388007,1.7238378819633177e-09,1.6939526353049976e-08,5.605011296364434e-10
1983,0.00016522177819362177,1.8363680417568924e-09,1.6789960406120892e-08,4.905043434913889e-10
1984,0.0001670661981084517,1.8201484288025783e-09,1.6867889434430642e-08,4.997989879105904e-10
1985,0.00017022453331654624,1.3864008195442678e-09,1.6614267802797907e-08,4.933180134233542e-10
1986,0.00017152191971295645,1.3522647446251312e-09,1.652445976877256e-08,4.1651126793583263e-10
1987,0.0001724684428024505,1.3502806174768368e-09,1.6105880819493124e-08,3.9833020413850203e-10
1988,0.00017231789700287794,1.5227625192539206e-09,1.6437171623806535e-08,3.962350368448751e-10
1989,0.00017281578662472645,1.6278852075858806e-09,1.6204245818179127e-08,3.323861781050803e-10
1990,0.00017319978880030767,1.8791869489070176e-09,1.7656130272111374e-08,2.8573601619706427e-10
1991,0.0001735597657638469,1.8604351392781382e-09,1.7669514359600465e-08,2.9106130402681684e-10
1992,0.00017142372962553054,1.8502346480328162e-09,1.8346656511474587e-08,2.9768389539100836e-10
1993,0.00016978321114688048,1.8435945151448356e-09,1.8200324802819523e-08,3.0916502691269443e-10
1994,0.00016899375519382635,1.7927268082727566e-09,1.845791100915254e-08,2.879965987911959e-10
1995,0.00016714317774000977,1.6005360211782511e-09,1.834678060268808e-08,3.3746081127907143e-10
1996,0.00016361442560862218,1.4391404258771802e-09,1.8165124515689968e-08,3.1645486033214457e-10
1997,0.00015927614211770042,1.0388515365405177e-09,1.665289518980119e-08,3.3675014364322106e-10
1998,0.0001546698123482721,9.794114884188941e-10,1.6694604809686098e-08,2.810300742117633e-10
1999,0.00015186708021376814,8.901272695118121e-10,1.5962249934529738e-08,2.563084228983976e-10
2000,0.0001491210756025144,7.967915811273635e-10,1.659108685357426e-08,2.3448648479267627e-10
2001,0.00014504703410368945,7.500665921700289e-10,1.7056709314796796e-08,2.309628153412164e-10
2002,0.00014235753457926746,7.115522338008162e-10,1.739635762427432e-08,1.768100348671047e-10
2003,0.0001387482022567253,6.531497525370205e-10,1.7523308264750474e-08,1.940108787909115e-10
2004,0.00013625140127260238,5.612140593517065e-10,1.844330225050531e-08,1.7392939271371992e-10
2005,0.00013208166222154562,5.524263506957133e-10,2.0623667345327183e-08,1.7566120978442156e-10
2006,0.00012653180082062527,5.504896459308992e-10,2.2753030443871987e-08,1.5856146157971247e-10
2007,0.00012092491358219246,4.784945614336575e-10,2.3376637768381314e-08,1.5354376401274398e-10
2008,0.00011510413397835302,4.138971705052492e-10,2.3679271876630992e-08,1.8154161011775726e-10
2009,0.00010784993875339361,3.2019200336765227e-10,2.4693660449770505e-08,1.778819859267676e-10
2010,0.00010311443890844072,2.60096703599436e-10,2.5549447763799956e-08,1.6224450453762784e-10
2011,9.684045653557405e-05,2.2900912961611374e-10,2.4622494519478877e-08,1.745550995413403e-10
2012,9.30278464303618e-05,1.3957444773361948e-10,2.2229394705927267e-08,1.9243099276731813e-10
2013,9.210071064964203e-05,1.0354844412474584e-10,2.0492862518040056e-08,1.9839536660340836e-10
2014,8.951243424754856e-05,1.0286280012285407e-10,2.2354576856287167e-08,1.9822395560293542e-10
2015,8.73176520274553e-05,9.82696786048073e-11,2.8342434938671042e-08,1.3473099867909533e-10
2016,8.720865402470476e-05,1.0874777764798996e-10,2.793131237410762e-08,1.3480193300893387e-10
2017,8.62337983562611e-05,8.866271027548518e-11,2.8741680443052548e-08,1.3338786036358e-10
2018,8.659864397486672e-05,9.339654050144475e-11,3.135082771166253e-08,1.1456994172820422e-10
2019,8.597486703365576e-05,1.1674567562680593e-10,3.5142257548415046e-08,6.845442181852013e-11
