ngram,understanding,understadning,understading,uderstanding
1599,1.9072094151592216e-05,0.0,0.0,0.0
1600,2.6095091925526503e-05,0.0,0.0,0.0
1601,2.570148834430646e-05,0.0,0.0,0.0
1602,2.740991216601937e-05,0.0,0.0,0.0
1603,2.676120480568248e-05,0.0,0.0,0.0
1604,3.199821055334594e-05,0.0,0.0,0.0
1605,2.4644484645770198e-05,0.0,0.0,0.0
1606,3.3150647920722675e-05,0.0,0.0,0.0
1607,2.36716062188082e-05,0.0,0.0,0.0
1608,4.328354719161455e-05,0.0,0.0,0.0
1609,4.350363893276413e-05,0.0,0.0,0.0
1610,5.185569326775814e-05,0.0,0.0,0.0
1611,5.098479232401587e-05,0.0,0.0,0.0
1612,5.057493269435197e-05,0.0,0.0,0.0
1613,4.384225836214942e-05,0.0,0.0,0.0
1614,4.779757546202745e-05,0.0,0.0,0.0
1615,2.6613339124586283e-05,0.0,0.0,0.0
1616,2.594577650987568e-05,0.0,0.0,0.0
1617,1.911678720846664e-05,0.0,0.0,0.0
1618,1.90855037089932e-05,0.0,0.0,0.0
1619,2.1972879137268008e-05,0.0,0.0,0.0
1620,2.2882701776844832e-05,0.0,0.0,0.0
1621,2.0354728641385528e-05,0.0,0.0,0.0
1622,3.495799644172491e-05,0.0,0.0,0.0
1623,3.629783389312381e-05,0.0,0.0,0.0
1624,4.0969161870764636e-05,0.0,0.0,0.0
1625,3.589118029724757e-05,0.0,0.0,0.0
1626,3.4145262296598435e-05,0.0,0.0,0.0
1627,3.786814321366754e-05,0.0,0.0,0.0
1628,4.312298519185528e-05,0.0,0.0,0.0
1629,4.1178410681043586e-05,0.0,0.0,0.0
1630,4.3282211208861554e-05,0.0,0.0,0.0
1631,5.083035408201145e-05,0.0,0.0,0.0
1632,6.181947849524607e-05,0.0,0.0,0.0
1633,6.701539885917944e-05,0.0,0.0,0.0
1634,6.990962460154801e-05,0.0,0.0,0.0
1635,7.862122479959257e-05,0.0,0.0,0.0
1636,7.48739403206855e-05,0.0,0.0,0.0
1637,8.389978081270653e-05,0.0,0.0,0.0
1638,8.482008342980407e-05,0.0,0.0,0.0
1639,8.304557195515372e-05,0.0,0.0,0.0
1640,8.23935614399878e-05,0.0,0.0,0.0
1641,7.77637303274657e-05,0.0,0.0,0.0
1642,8.309631188499875e-05,0.0,0.0,0.0
1643,8.491362054233573e-05,0.0,0.0,0.0
1644,8.063934053227837e-05,0.0,0.0,0.0
1645,8.106613469343367e-05,0.0,4.9116830983361326e-08,0.0
1646,9.509735536994413e-05,0.0,4.9116830983361326e-08,0.0
1647,0.00010330077098582738,0.0,4.9116830983361326e-08,0.0
1648,0.0001126337457597921,0.0,4.9116830983361326e-08,0.0
1649,0.00010168585036548652,0.0,4.9116830983361326e-08,0.0
1650,0.00010252246699695076,0.0,4.9116830983361326e-08,0.0
1651,0.00010540874687389337,0.0,4.9116830983361326e-08,0.0
1652,0.00010101887268579699,0.0,0.0,0.0
1653,8.73442498102252e-05,0.0,0.0,0.0
1654,8.474273324411894e-05,0.0,0.0,0.0
1655,8.751731054092358e-05,0.0,0.0,0.0
1656,9.250902803614736e-05,0.0,0.0,0.0
1657,9.61332324160529e-05,0.0,0.0,0.0
1658,9.382679646867993e-05,0.0,0.0,0.0
1659,9.124529502254777e-05,0.0,0.0,0.0
1660,9.912329135529165e-05,0.0,0.0,0.0
1661,9.952473192242905e-05,0.0,0.0,0.0
1662,9.41862609969186e-05,0.0,0.0,0.0
1663,8.631404385336541e-05,0.0,0.0,0.0
1664,7.887927910944979e-05,0.0,0.0,0.0
1665,7.689228784459244e-05,0.0,0.0,0.0
1666,7.78170651756227e-05,0.0,0.0,0.0
1667,7.083061687548511e-05,0.0,3.245231588217783e-08,0.0
1668,6.995381928780782e-05,0.0,3.245231588217783e-08,0.0
1669,6.817461066280625e-05,0.0,3.245231588217783e-08,0.0
1670,7.499709317926317e-05,0.0,3.245231588217783e-08,0.0
1671,8.086282468866557e-05,0.0,3.245231588217783e-08,0.0
1672,8.428632905374147e-05,0.0,3.245231588217783e-08,0.0
1673,8.711216651136056e-05,0.0,3.245231588217783e-08,0.0
1674,8.726950493707721e-05,0.0,0.0,0.0
1675,8.383503778272175e-05,0.0,0.0,0.0
1676,8.598640228488616e-05,0.0,0.0,0.0
1677,8.29127716964909e-05,0.0,0.0,0.0
1678,7.994621202150094e-05,0.0,0.0,0.0
1679,7.44244249030349e-05,0.0,0.0,0.0
1680,7.232096114811222e-05,0.0,0.0,0.0
1681,7.098410060280003e-05,0.0,0.0,0.0
1682,7.118608534385982e-05,0.0,0.0,0.0
1683,6.633103995617213e-05,0.0,0.0,0.0
1684,6.155775294506125e-05,0.0,0.0,0.0
1685,5.743325839700576e-05,0.0,0.0,0.0
1686,6.0527457597865055e-05,0.0,0.0,0.0
1687,5.821904726742234e-05,0.0,0.0,0.0
1688,5.6445056023741404e-05,0.0,0.0,0.0
1689,5.419728196492153e-05,0.0,0.0,0.0
1690,5.1925962907262146e-05,0.0,0.0,0.0
1691,5.4224087112483434e-05,0.0,0.0,0.0
1692,5.495847134235581e-05,0.0,0.0,0.0
1693,5.237948737755817e-05,0.0,0.0,0.0
1694,4.9438704861261484e-05,0.0,0.0,0.0
1695,4.796832633603897e-05,0.0,0.0,0.0
1696,4.724231777280303e-05,0.0,0.0,0.0
1697,4.966596264109414e-05,0.0,0.0,0.0
1698,4.840156699564042e-05,0.0,0.0,0.0
1699,4.5004389124057654e-05,0.0,0.0,0.0
1700,4.322593511980293e-05,0.0,0.0,0.0
1701,4.585090937325731e-05,0.0,0.0,0.0
1702,4.366759302294148e-05,0.0,0.0,0.0
1703,4.459160689813351e-05,0.0,0.0,0.0
1704,4.388439109399249e-05,0.0,0.0,0.0
1705,4.302127594460866e-05,0.0,0.0,0.0
1706,4.289371775355123e-05,0.0,1.1075382896511395e-08,0.0
1707,4.167952413679034e-05,0.0,1.1075382896511395e-08,0.0
1708,3.71383973418103e-05,0.0,1.1075382896511395e-08,0.0
1709,3.764700704778079e-05,0.0,1.1075382896511395e-08,0.0
1710,3.5822786750421596e-05,0.0,1.1075382896511395e-08,0.0
1711,3.3866543682441784e-05,0.0,1.1075382896511395e-08,0.0
1712,3.326496594776732e-05,0.0,1.1075382896511395e-08,0.0
1713,3.342885741273806e-05,0.0,0.0,1.0818015182069627e-08
1714,3.675912090069947e-05,0.0,0.0,1.0818015182069627e-08
1715,3.793171371009001e-05,0.0,0.0,1.0818015182069627e-08
1716,3.760713376063255e-05,0.0,0.0,1.0818015182069627e-08
1717,3.805695268965792e-05,0.0,0.0,1.0818015182069627e-08
1718,3.955043913655183e-05,0.0,0.0,1.0818015182069627e-08
1719,3.820365574418767e-05,0.0,0.0,1.0818015182069627e-08
1720,3.7843190252065794e-05,0.0,0.0,0.0
1721,3.445675221363282e-05,0.0,0.0,0.0
1722,3.4372787143053885e-05,0.0,0.0,0.0
1723,3.4084540727365364e-05,0.0,0.0,0.0
1724,3.239556878855053e-05,0.0,0.0,0.0
1725,3.060874379506069e-05,0.0,0.0,0.0
1726,3.152714011126331e-05,0.0,0.0,0.0
1727,3.4596927175048874e-05,0.0,0.0,0.0
1728,3.5805283394958156e-05,0.0,0.0,0.0
1729,3.63644662034598e-05,0.0,0.0,0.0
1730,3.611141827215241e-05,0.0,0.0,0.0
1731,3.6350507538632625e-05,0.0,0.0,0.0
1732,3.571097996817636e-05,0.0,0.0,0.0
1733,3.5459587836937446e-05,0.0,0.0,0.0
1734,3.462427827928748e-05,0.0,0.0,0.0
1735,3.480104247241148e-05,0.0,0.0,0.0
1736,3.4309691337901836e-05,0.0,0.0,0.0
1737,3.4341384369846697e-05,0.0,0.0,0.0
1738,3.343242367139153e-05,0.0,0.0,0.0
1739,3.250128481470581e-05,0.0,0.0,0.0
1740,3.3548618895500635e-05,0.0,7.48727860663426e-09,0.0
1741,3.250617581735631e-05,0.0,7.48727860663426e-09,0.0
1742,3.2376170046128596e-05,0.0,7.48727860663426e-09,0.0
1743,3.3699471844426754e-05,0.0,7.48727860663426e-09,0.0
1744,3.435198595980182e-05,0.0,7.48727860663426e-09,0.0
1745,3.912768209244989e-05,0.0,7.48727860663426e-09,0.0
1746,4.190984899261301e-05,0.0,7.48727860663426e-09,0.0
1747,4.117804512913738e-05,0.0,0.0,0.0
1748,4.3920723068627664e-05,0.0,0.0,0.0
1749,4.686502662869836e-05,0.0,0.0,0.0
1750,4.924409742151121e-05,0.0,0.0,0.0
1751,5.200811054757131e-05,0.0,3.569138635433384e-09,0.0
1752,5.2769261466372495e-05,0.0,3.569138635433384e-09,0.0
1753,5.515288544951805e-05,0.0,3.569138635433384e-09,0.0
1754,5.880671233171597e-05,0.0,3.569138635433384e-09,4.184068710547503e-09
1755,6.036986867132198e-05,0.0,3.569138635433384e-09,4.184068710547503e-09
1756,5.8918317206137415e-05,0.0,3.569138635433384e-09,4.184068710547503e-09
1757,5.749891040198106e-05,0.0,3.569138635433384e-09,4.184068710547503e-09
1758,5.7369523606861807e-05,0.0,0.0,4.184068710547503e-09
1759,5.582513456049908e-05,0.0,0.0,4.184068710547503e-09
1760,5.6103220621090646e-05,0.0,2.661366999794674e-09,4.184068710547503e-09
1761,5.557842242913986e-05,0.0,2.661366999794674e-09,2.7755674584081393e-09
1762,5.366563241945447e-05,0.0,2.661366999794674e-09,2.7755674584081393e-09
1763,5.4797149329845395e-05,0.0,2.661366999794674e-09,2.7755674584081393e-09
