ngram,month,monh,mnth,monht
1748,3.594580396436088e-05,8.623212112622371e-09,9.442037501068107e-09,4.159151753161236e-09
1749,3.5385065660063576e-05,8.623212112622371e-09,9.442037501068107e-09,4.159151753161236e-09
1750,3.609394973734327e-05,8.623212112622371e-09,9.442037501068107e-09,4.159151753161236e-09
1751,3.9418581634111304e-05,4.159151753161236e-09,4.977977141606971e-09,4.159151753161236e-09
1752,4.1772671725734e-05,4.159151753161236e-09,4.977977141606971e-09,4.159151753161236e-09
1753,4.5613009985702645e-05,4.159151753161236e-09,0.0,4.159151753161236e-09
1754,4.884232943628116e-05,4.184068710547503e-09,0.0,0.0
1755,5.509692086239478e-05,4.184068710547503e-09,0.0,0.0
1756,6.291706605614828e-05,7.2195392521377604e-09,0.0,0.0
1757,7.064330462266557e-05,7.2195392521377604e-09,0.0,0.0
1758,7.42593256291002e-05,7.2195392521377604e-09,0.0,0.0
1759,8.170626201068185e-05,1.0698334155076087e-08,0.0,0.0
1760,8.077904203673825e-05,1.0698334155076087e-08,2.661366999794674e-09,0.0
1761,8.561548020225018e-05,6.514265444528584e-09,2.661366999794674e-09,0.0
1762,8.589869997064983e-05,6.514265444528584e-09,1.0709113088377568e-08,0.0
1763,8.400788751064933e-05,6.317469468188262e-09,1.0709113088377568e-08,0.0
1764,8.300117666034826e-05,6.317469468188262e-09,1.0709113088377568e-08,0.0
1765,8.118192220406075e-05,9.264877880761041e-09,1.0709113088377568e-08,0.0
1766,7.839098231800432e-05,5.786082977822713e-09,1.0709113088377568e-08,0.0
1767,7.970081060193479e-05,5.786082977822713e-09,8.047746088582893e-09,0.0
1768,7.8446686010076e-05,5.786082977822713e-09,1.072995863588793e-08,0.0
1769,7.839853891969792e-05,5.786082977822713e-09,2.682212547305036e-09,0.0
1770,7.6263359265535e-05,2.9474084125727782e-09,2.682212547305036e-09,0.0
1771,7.27306043180371e-05,2.9474084125727782e-09,2.682212547305036e-09,0.0
1772,7.530816115571984e-05,0.0,2.682212547305036e-09,0.0
1773,7.620291788563398e-05,0.0,2.682212547305036e-09,0.0
1774,7.802017353242263e-05,0.0,2.682212547305036e-09,0.0
1775,7.668831053056888e-05,0.0,0.0,0.0
1776,7.86055315984413e-05,0.0,0.0,0.0
1777,8.565203461330384e-05,0.0,0.0,0.0
1778,8.910370524972677e-05,0.0,2.7811436962922797e-09,0.0
1779,8.989492822105863e-05,7.685057162072034e-09,2.7811436962922797e-09,0.0
1780,8.865921803849883e-05,7.685057162072034e-09,2.7811436962922797e-09,0.0
1781,8.697630359425343e-05,7.685057162072034e-09,2.7811436962922797e-09,0.0
1782,8.854179343740855e-05,7.685057162072034e-09,2.7811436962922797e-09,0.0
1783,8.630922405115728e-05,7.685057162072034e-09,2.7811436962922797e-09,0.0
1784,8.186784959564517e-05,1.1014001393456446e-08,2.7811436962922797e-09,0.0
1785,8.040523659604202e-05,1.2632123791433969e-08,1.6181223979775235e-09,0.0
1786,7.91532511357218e-05,4.947066629361936e-09,1.6181223979775235e-09,0.0
1787,8.007942856888153e-05,6.236208248213058e-09,1.6181223979775235e-09,0.0
1788,8.461592889424148e-05,7.542760321095038e-09,2.924674470859502e-09,0.0
1789,8.316950801859743e-05,7.542760321095038e-09,2.924674470859502e-09,0.0
1790,8.358448394574225e-05,9.752457127579613e-09,4.02952287410179e-09,0.0
1791,8.384000726177224e-05,7.50947913376519e-09,4.02952287410179e-09,0.0
1792,8.626463594347504e-05,9.156142764611884e-09,3.4996625280265495e-09,0.0
1793,8.628704485350422e-05,9.156142764611884e-09,4.485684649121627e-09,0.0
1794,8.762573270360008e-05,8.864986712962621e-09,9.475612612013557e-09,0.0
1795,8.625340810145385e-05,7.558434640080641e-09,9.082332663723491e-09,0.0
1796,8.75807527336292e-05,8.506596252796531e-09,9.082332663723491e-09,0.0
1797,8.81722423530716e-05,6.863823097193387e-09,7.977484260481203e-09,0.0
1798,8.77336652982714e-05,6.356513537753017e-09,9.13479761674044e-09,0.0
1799,8.711490331084601e-05,3.6924971017323773e-09,8.647305157641734e-09,0.0
1800,8.583727945473843e-05,4.104161011042606e-09,8.072946945856887e-09,4.116639093102289e-10
1801,8.372328219203544e-05,3.1061754438407465e-09,3.547359453800628e-09,8.760043801459005e-10
1802,8.348781037576762e-05,3.1061754438407465e-09,3.068214127210922e-09,8.760043801459005e-10
1803,8.309883976055841e-05,2.1580138311248577e-09,3.068214127210922e-09,8.760043801459005e-10
1804,8.309606554186238e-05,2.506322831814194e-09,4.288524329305281e-09,8.760043801459005e-10
1805,8.20984662693393e-05,2.447021157132261e-09,3.6505659764937295e-09,8.760043801459005e-10
1806,8.203122914502663e-05,2.363351768254672e-09,3.825446657858476e-09,8.760043801459005e-10
1807,8.22974179754965e-05,1.951687858944443e-09,3.83222520383697e-09,4.643404708356716e-10
1808,8.355086382445214e-05,2.4224142374557847e-09,3.3678847330012982e-09,0.0
1809,8.254706543604178e-05,2.6033390522682355e-09,2.9337579349990914e-09,0.0
1810,8.291098181091781e-05,2.6033390522682355e-09,4.023446147678149e-09,0.0
1811,8.317218453157693e-05,1.9224903415247597e-09,4.4438235313748464e-09,0.0
1812,8.43349366082943e-05,1.403135338077074e-09,4.4018850469435785e-09,0.0
1813,8.455537109901863e-05,1.273993942087413e-09,4.014193580711581e-09,0.0
1814,8.688983299569892e-05,1.273993942087413e-09,3.804709261931041e-09,0.0
1815,8.76251662183287e-05,9.964082733507747e-10,4.384131359534495e-09,0.0
1816,8.74547560150469e-05,1.3860016309255992e-09,5.1448222349037565e-09,0.0
1817,8.741516752966813e-05,1.5573492019780944e-09,4.2264815932771935e-09,0.0
1818,8.808058399673817e-05,1.3229652611508008e-09,3.660003173549293e-09,0.0
1819,8.762518908562405e-05,1.3229652611508008e-09,4.685561034405745e-09,0.0
1820,8.737093906217654e-05,9.35006453214474e-10,5.034586921962411e-09,0.0
1821,8.602275712681668e-05,1.063560707757562e-09,5.211291557013656e-09,0.0
1822,8.488895712486868e-05,1.1199578011021417e-09,5.13094506564877e-09,0.0
1823,8.403176304584901e-05,9.708279497771294e-10,4.510716958680153e-09,0.0
1824,8.295159932458773e-05,1.067720412084583e-09,4.741729437667581e-09,0.0
1825,8.268573999105553e-05,1.067720412084583e-09,3.920753880290054e-09,0.0
1826,8.271871047327295e-05,1.3047168980127667e-09,3.247267217026157e-09,0.0
1827,8.125369432881209e-05,1.4092875041552384e-09,3.0331355522455236e-09,0.0
1828,8.126833459495433e-05,1.5013918679735688e-09,3.530107254131768e-09,0.0
1829,8.278690906341321e-05,1.3221283433141805e-09,3.3824030243323477e-09,0.0
1830,8.322293329651334e-05,1.0913491063238974e-09,3.527853897900002e-09,0.0
1831,8.43907380060825e-05,1.1946877138362716e-09,3.4041778443746497e-09,0.0
1832,8.459615803855871e-05,1.4501360905733967e-09,4.087588267864817e-09,0.0
1833,8.461825408241046e-05,1.3780961292754667e-09,4.000404927952315e-09,6.59826098521015e-10
1834,8.678177670974816e-05,1.938007072282184e-09,4.1420334463891456e-09,6.59826098521015e-10
1835,8.780828128302736e-05,2.3876156607371968e-09,3.6783159692735776e-09,6.59826098521015e-10
1836,8.683511155790516e-05,2.467463741265671e-09,3.6271893108111695e-09,1.0351319801316095e-09
1837,8.759888026231368e-05,2.431737478048035e-09,3.728482728908895e-09,1.0351319801316095e-09
1838,8.726525889609807e-05,2.1364845844854383e-09,3.6787759822536667e-09,1.0351319801316095e-09
1839,8.670039096614346e-05,1.8810362077483133e-09,3.1968205543060027e-09,1.0351319801316095e-09
1840,8.745614988064128e-05,1.8672516152332517e-09,3.2859618201034178e-09,4.5089184766819047e-10
1841,8.6466375380821e-05,1.4127028991062218e-09,2.9713683259911606e-09,4.5089184766819047e-10
1842,8.589098433731124e-05,8.032511322753066e-10,2.8565285375188e-09,4.5089184766819047e-10
1843,8.589467740551169e-05,8.498523630860535e-10,3.212029118872449e-09,7.558596605759606e-11
1844,8.69636538222299e-05,9.621009703205834e-10,3.158736351847681e-09,7.558596605759606e-11
1845,8.808600770342829e-05,8.857752230108571e-10,3.196714163219586e-09,7.558596605759606e-11
1846,8.910550241125748e-05,1.472759715768847e-09,3.002907557535041e-09,7.558596605759606e-11
1847,8.883989461797423e-05,1.3821932487445565e-09,2.7775165500898424e-09,0.0
1848,8.952418491909546e-05,1.2816357657691973e-09,2.591691512192946e-09,1.0937535004679993e-10
1849,9.038417504468401e-05,1.4895180247950383e-09,2.8250097023579154e-09,1.0937535004679993e-10
1850,9.131094702752307e-05,1.9573731762407523e-09,2.5015537736499435e-09,1.0937535004679993e-10
1851,9.076467020869521e-05,1.8295275374034604e-09,2.771211212885102e-09,4.3437550382005187e-10
1852,9.099500623830994e-05,1.880089108206663e-09,3.363802871168632e-09,4.3437550382005187e-10
1853,9.09982856163489e-05,1.437882646282418e-09,3.8268109633524514e-09,4.826348447879119e-10
1854,9.236478737355875e-05,1.5287827670462661e-09,5.038823295119446e-09,4.826348447879119e-10
1855,9.355711933624531e-05,1.6819161618997214e-09,5.347276018799871e-09,3.7325949474111194e-10
1856,9.36489284088436e-05,1.8605077161432909e-09,6.201447101870729e-09,3.7325949474111194e-10
1857,9.361630509374663e-05,1.340331655187908e-09,6.639305359458701e-09,4.2139372150426114e-10
1858,9.418880342439349e-05,1.3162528923947393e-09,6.669372292528968e-09,9.639356773100921e-11
1859,9.54509575551908e-05,1.2656913215915365e-09,6.723766369073506e-09,9.639356773100921e-11
1860,9.632565343054011e-05,1.364894126292577e-09,6.975799620485239e-09,4.8134226763149204e-11
1861,9.606535084978012e-05,1.3263619012628324e-09,5.666112785312245e-09,2.1759426007049243e-10
1862,9.56656045413443e-05,1.3424445285562366e-09,6.029371097631448e-09,2.1759426007049243e-10
1863,9.598213884081426e-05,9.906310375181908e-10,6.022203117136574e-09,2.1759426007049243e-10
1864,9.664146533136122e-05,8.46228357228743e-10,5.864292099541249e-09,2.16555154760759e-10
1865,9.66732726997829e-05,8.194744327560954e-10,5.938278250080689e-09,2.6078170575364167e-10
1866,9.50946580685143e-05,8.637140526600109e-10,6.174567587383503e-09,3.4926094556147243e-10
1867,9.456348613769348e-05,1.2247076368916104e-09,5.8468310827817865e-09,3.4926094556147243e-10
1868,9.418891152433519e-05,1.8735331540144428e-09,6.189873185442301e-09,1.798009122541292e-10
1869,9.414325696915122e-05,1.7136994363247432e-09,6.343746290176406e-09,1.798009122541292e-10
1870,9.357594847512831e-05,1.7871695155515154e-09,5.719604091934473e-09,1.798009122541292e-10
1871,9.288470963448552e-05,1.9088976986404914e-09,5.634856295852078e-09,1.3270579080071343e-10
1872,9.253496370677437e-05,1.943299727485177e-09,5.62341053088135e-09,1.2943095008464767e-10
1873,9.310673652050485e-05,2.1721213637272895e-09,5.487407956599506e-09,4.0951710276816906e-11
1874,9.375497860933788e-05,1.7658505213624665e-09,5.514813272711194e-09,4.0951710276816906e-11
1875,9.433938872202166e-05,1.2447418254854119e-09,5.425576591174977e-09,4.0951710276816906e-11
1876,9.499466874071263e-05,1.24098012025239e-09,5.432561035943552e-09,4.0951710276816906e-11
1877,9.558943981703903e-05,1.141937623825941e-09,5.825709977916713e-09,7.590338278541862e-11
1878,9.67607120401226e-05,1.092780160012146e-09,6.132784439013708e-09,1.8475946566327243e-10
1879,9.73023405614575e-05,1.1095802847955432e-09,6.1348816820278836e-09,1.7872156928991752e-10
1880,9.74799258983694e-05,9.02292395561182e-10,5.5810677032245135e-09,1.7872156928991752e-10
1881,9.791052538535691e-05,7.667200089108864e-10,5.5999186557694915e-09,1.7872156928991752e-10
1882,9.888673853960686e-05,6.880777257491286e-10,5.712791731734715e-09,1.7872156928991752e-10
1883,9.972379692564053e-05,6.373270324187632e-10,5.551348428564243e-09,1.7872156928991752e-10
1884,0.00010052817171007129,6.894673165724896e-10,5.313270426806785e-09,1.437698967813158e-10
1885,0.00010126139490499295,7.620129923883009e-10,5.030149408113971e-09,3.4913813903461997e-11
1886,0.00010330649820389226,7.878894362331071e-10,5.104354367751236e-09,0.0
1887,0.00010488730913493782,8.602859099696555e-10,5.113718242506187e-09,0.0
1888,0.00010602978831489704,8.781632445030243e-10,4.905326303880234e-09,0.0
1889,0.00010724472667789087,9.778242858273144e-10,4.606027369037844e-09,5.234178963269593e-11
1890,0.00010780734633694269,1.1412402372330227e-09,4.25145718629949e-09,5.234178963269593e-11
1891,0.00010905650560744107,1.2496420802905156e-09,3.925046161106544e-09,1.803670466950434e-10
1892,0.00011039519345753693,1.3292415025821315e-09,4.13763769278676e-09,2.477817950818917e-10
1893,0.00011060301351660331,1.2790181691535452e-09,3.780266575960565e-09,2.477817950818917e-10
1894,0.00011097223614342511,1.1850318742163373e-09,4.392986006708708e-09,2.477817950818917e-10
1895,0.00011134106794738077,1.379249032445224e-09,4.499728653176557e-09,2.6895300272603405e-10
1896,0.0001110586298247134,1.2725834988966005e-09,4.137153635548023e-09,2.166112130933381e-10
1897,0.00011174645104412255,1.304996856608755e-09,4.2881452040027006e-09,2.351879683068095e-10
1898,0.00011311549522880731,1.3090475687554154e-09,4.384679349759121e-09,1.973535501686996e-10
1899,0.00011347156708195274,1.3939681631214285e-09,3.9120680663172285e-09,1.4815270835529962e-10
1900,0.00011513451318023726,1.5858600623173759e-09,4.508911751902442e-09,1.4815270835529962e-10
1901,0.00011661804143971364,1.7815901293920839e-09,4.146155704479579e-09,1.652893952660709e-10
1902,0.00011835883300851233,1.9368217030191204e-09,4.207656921297241e-09,2.3020963905004014e-10
1903,0.00012015032968650172,2.132439478965052e-09,4.807368661882297e-09,2.4614878389529945e-10
1904,0.00012189255254010536,2.1101710061850146e-09,4.730639879824139e-09,2.2757202868182803e-10
1905,0.0001223866202053614,2.3178338296300385e-09,4.7922857428415816e-09,2.1361550227107428e-10
