ngram,month,monh,mnth,monht
1906,0.00012492153369488994,2.2874671680637805e-09,5.0749176924317194e-09,1.9540159569762595e-10
1907,0.00012527337405897145,2.2732703656000044e-09,4.795472590452781e-09,2.2470194355988278e-10
1908,0.00012718652682711503,2.4039170019664523e-09,4.830576700547746e-09,2.350141648748456e-10
1909,0.00012855229267318334,2.428233043210477e-09,5.0444852105004296e-09,1.6270372251872952e-10
1910,0.00013129138096701354,2.3392757730889002e-09,4.892735486602565e-09,1.6053846744032033e-10
1911,0.00013310244373445,2.4229621007977796e-09,4.757192544652915e-09,1.6053846744032033e-10
1912,0.0001367276521965063,2.8744777510628492e-09,4.5001759778935076e-09,1.1313237053516595e-10
1913,0.00013947506626469215,2.938358048939652e-09,4.5123362189615685e-09,1.4172820853427685e-10
1914,0.0001429181595865105,3.0107668263263624e-09,4.466802483449328e-09,2.293597772024774e-10
1915,0.0001461189822293818,3.1183682461640873e-09,4.269812820772196e-09,3.1348192295967333e-10
1916,0.00014960593086600835,2.9194766128424833e-09,3.808009558475029e-09,3.448564995075668e-10
1917,0.00015140649338718504,3.314162182783369e-09,3.579800614669385e-09,3.7297981370087996e-10
1918,0.00015462060192865984,3.366555986364769e-09,3.692531486925483e-09,3.873600527638997e-10
1919,0.00015500270196103623,2.7712019980339976e-09,3.614418478800222e-09,4.0114907625835427e-10
1920,0.0001541301150739725,2.7064718085715154e-09,3.538640174533774e-09,4.4215820290841433e-10
1921,0.0001534531745294641,2.7627336926120248e-09,3.1327812724920736e-09,6.063423691709297e-10
1922,0.00015087005158420652,2.7434466444629736e-09,3.0096493234107615e-09,6.155277993651659e-10
1923,0.0001478803585216935,2.6103322043573893e-09,2.9224438107584253e-09,6.194791029352181e-10
1924,0.00014625090157746205,2.271422605559792e-09,2.7581428886845417e-09,6.020034292492887e-10
1925,0.0001432656551644738,2.1966036608692517e-09,2.847213766342195e-09,7.486594221545977e-10
1926,0.00014133359737960354,2.0816666961615785e-09,2.733245629826797e-09,7.289651461826554e-10
1927,0.00014054523905672665,1.9624154840818572e-09,2.472931399338003e-09,7.730520787000269e-10
1928,0.0001401630641859291,1.8600741740521747e-09,2.5111481307048068e-09,5.147454823495323e-10
1929,0.0001398104297030451,1.831058114655702e-09,2.303996977331175e-09,3.939889981723661e-10
1930,0.0001403743143392993,2.062246992221414e-09,2.2026213551486406e-09,3.993368949009987e-10
1931,0.00013992940200426216,2.0595632342436586e-09,2.0913825909169806e-09,3.7491536462676475e-10
1932,0.00014050779697884406,2.0442149084587413e-09,1.7539618329160638e-09,3.5573860920504584e-10
1933,0.00014162028674036264,2.0461684727532006e-09,1.9193064915157265e-09,4.0231712207715123e-10
1934,0.00014104051764921417,2.1341464468654134e-09,2.2533490470369853e-09,2.886252249106087e-10
1935,0.00014031661391657378,2.014814632594104e-09,2.2006842221549458e-09,2.658157384681305e-10
1936,0.00014238812686276754,2.31776620118751e-09,2.1406114975824106e-09,3.0769060315500544e-10
1937,0.0001434944403756942,2.8615067458405618e-09,2.371640677496194e-09,2.7567823420885217e-10
1938,0.00014575159002561122,2.851242131285403e-09,2.4970218749840812e-09,2.7567823420885217e-10
1939,0.00014664711696760996,2.841357466769929e-09,2.7360774439750504e-09,1.5871278299542776e-10
1940,0.00014847338232877,3.2750584783818634e-09,2.530666898259426e-09,1.4079783172693539e-10
1941,0.0001491246366640553,3.469168983828906e-09,2.442916456425946e-09,1.4079783172693539e-10
1942,0.00014972206346491084,3.6676967177636956e-09,2.3755128340598374e-09,1.6570587759088896e-10
1943,0.00014796764714576836,3.213779813699651e-09,2.4439999547963355e-09,1.23831012904014e-10
1944,0.00014623629561226283,2.58168167796161e-09,2.5263486540844885e-09,1.0138859593159363e-10
1945,0.00014302217875540788,2.5962303259622186e-09,3.0694238896598692e-09,1.0138859593159363e-10
1946,0.00014021479208687588,2.636810024293977e-09,3.0761887005935152e-09,7.649457059840818e-11
1947,0.00013560229230539074,2.315797315815311e-09,3.579876998013479e-09,2.490804586395358e-11
1948,0.000134211201969135,2.0626401856357492e-09,3.647762695077209e-09,2.490804586395358e-11
1949,0.00013186415474462722,1.9872285404533484e-09,3.924670889863892e-09,0.0
1950,0.0001301535251384069,1.8775350639290066e-09,3.9255639691252296e-09,5.075992800688109e-11
1951,0.00012886817525473556,1.9429185244795074e-09,4.602451118630922e-09,5.075992800688109e-11
1952,0.00012766142858059278,1.9688852453165443e-09,4.654897800548952e-09,5.075992800688109e-11
1953,0.0001266734512423032,1.8113636305169427e-09,5.7256605805784085e-09,1.1351687447179261e-10
1954,0.00012637066746330156,2.137524157674875e-09,6.12531619077166e-09,1.4254878626702398e-10
1955,0.00012427430920070037,2.210320704243429e-09,6.024832283862176e-09,1.4254878626702398e-10
1956,0.00012340327728972106,2.1430957167619826e-09,5.9257638795884304e-09,1.6948479722841573e-10
1957,0.000121635220628897,2.1777955787933526e-09,6.326070524563323e-09,1.5695604538290553e-10
1958,0.00011992251945360164,2.0015371106550462e-09,5.927309310038709e-09,1.8075966120737315e-10
1959,0.00011780482600443065,1.9614265925734944e-09,5.941229286321459e-09,1.8075966120737315e-10
1960,0.00011578992520558781,2.1327579226491723e-09,4.891495970176558e-09,1.1800271474246164e-10
1961,0.00011420492332295648,1.8124721882070309e-09,4.191697750804175e-09,1.3399307853743736e-10
1962,0.00011329391937968987,1.8576283210082677e-09,4.237969499141871e-09,1.6459834685709851e-10
1963,0.00011183411074203573,1.8790442059467084e-09,4.3560581808321786e-09,1.8718161742814488e-10
1964,0.00011065953835246287,1.8999773500537133e-09,4.150550760227491e-09,1.7593037146149523e-10
1965,0.00010946340833990169,1.992076123106098e-09,3.764351719226511e-09,1.6094183723820114e-10
1966,0.00010920673230430111,1.9157596144379697e-09,3.1974742219022444e-09,1.9611412295704256e-10
1967,0.00010846266481426678,1.7378954465994768e-09,4.990745340803317e-09,2.1380348087201336e-10
1968,0.00010787475288712553,1.6199824497726517e-09,4.883528692545269e-09,2.3077699473628144e-10
1969,0.00010721798649423622,1.4755137112132388e-09,4.8043313771728435e-09,2.6300992534660546e-10
1970,0.00010713609455186608,1.5402165891893154e-09,4.659918895200121e-09,2.3102966167127496e-10
1971,0.00010759744327515364,1.548107245571576e-09,4.639981446682587e-09,2.0404973147655373e-10
1972,0.00010775125390084992,1.4491075323823971e-09,4.5211981143061e-09,2.3001643050563862e-10
1973,0.00010755898879974016,1.451602393842677e-09,4.608559311947147e-09,2.1960643621048755e-10
1974,0.00010790270191916664,1.6189954773640887e-09,2.851339608866965e-09,2.4265459483022566e-10
1975,0.0001072039719604488,1.6033076136575834e-09,3.689174521426253e-09,2.212063072397947e-10
1976,0.00010679678130795114,1.682816616214008e-09,4.286947209917815e-09,1.8247740223615542e-10
1977,0.0001060588235434677,1.5414660183208996e-09,5.605660348604959e-09,1.8901761703446089e-10
1978,0.00010528531856834888,1.4556213218901754e-09,6.238389773015131e-09,1.8901761703446089e-10
1979,0.0001044781758017572,1.4134588737541825e-09,6.746819293722086e-09,1.6236353729746711e-10
1980,0.0001039811281121469,1.3077333977611666e-09,6.835671394002572e-09,1.611117291165444e-10
1981,0.00010355563634740455,1.1273171602559679e-09,7.080699201570237e-09,1.5852320448380856e-10
1982,0.00010267660088304962,1.2386544647112275e-09,6.659398112317052e-09,1.4762168273499806e-10
1983,0.00010156311015764783,1.153014144479008e-09,6.519035597055531e-09,1.901349375562792e-10
1984,0.00010070738478264372,1.0185092174414783e-09,5.6948603293400475e-09,3.05716971579376e-10
1985,9.97378395238359e-05,9.873757010416183e-10,5.308690312740996e-09,3.05716971579376e-10
1986,9.86447828056823e-05,1.0958807948404014e-09,4.951884838685519e-09,3.044978257633295e-10
1987,9.695741339653199e-05,1.10424090109846e-09,5.279573889183098e-09,2.9436227760859524e-10
1988,9.547868415081342e-05,1.0639442620569944e-09,5.2381066151241384e-09,2.700761053290154e-10
1989,9.478770204753215e-05,9.6856378076612e-10,5.385288754616064e-09,2.6703817232861683e-10
1990,9.401226062826546e-05,9.795477246792623e-10,5.016270129435238e-09,2.0041562358098985e-10
1991,9.286243896765103e-05,9.987928738043804e-10,5.011818261989122e-09,8.046216173499384e-11
1992,9.212365590168961e-05,9.912075604745496e-10,4.8561427577555244e-09,9.318685406656257e-11
1993,9.129763826162421e-05,8.929868194102702e-10,5.0636381437081064e-09,9.916101769068066e-11
1994,9.154660905811138e-05,9.868470247325384e-10,5.118817814064869e-09,1.0529547273779067e-10
1995,9.055754656271477e-05,9.345172017180152e-10,5.082318565996502e-09,9.781978451457135e-11
1996,8.985564636532217e-05,9.436240915634236e-10,4.636993868243979e-09,7.751377664733106e-11
1997,8.898567050761943e-05,1.0072885145032524e-09,5.141661192047715e-09,7.751377664733106e-11
1998,8.827487701117727e-05,1.00855483488514e-09,4.6705732297575815e-09,6.358375928946661e-11
1999,8.672083744646184e-05,1.0251295685342094e-09,4.525882018364362e-09,5.6282311152891904e-11
2000,8.579352288506925e-05,1.3193870044122695e-09,4.251854202053096e-09,5.378445109917505e-11
2001,8.39717551051373e-05,1.2033335121992244e-09,3.757874741542164e-09,3.427506096403172e-11
2002,8.308909621389051e-05,1.2284147905233007e-09,3.342412124851535e-09,2.7887929564857875e-11
2003,8.181826498392703e-05,1.110423633995542e-09,3.452628690884093e-09,3.190216493753617e-11
2004,8.065700032083052e-05,9.762070199822607e-10,2.963613196119549e-09,3.190216493753617e-11
2005,7.936056395660021e-05,1.0286608311181412e-09,2.976416510084131e-09,3.60615644488606e-11
2006,7.839442696422338e-05,1.037737094668399e-09,3.5551585167833568e-09,3.57848924104065e-11
2007,7.693979257185544e-05,7.295112529932218e-10,3.4823888217516696e-09,3.076719484343801e-11
2008,7.563873077742755e-05,8.825091768471793e-10,3.4411538697907774e-09,3.076719484343801e-11
2009,7.333342364290729e-05,9.53773068460403e-10,3.3435583825434735e-09,3.076719484343801e-11
2010,7.101071137835138e-05,9.419033450023102e-10,3.0349799181753465e-09,2.8638712433272572e-11
2011,6.926235177421145e-05,8.692309590361904e-10,2.7460930830867726e-09,3.7923506596942196e-11
2012,6.747205978691844e-05,9.383647846845327e-10,2.614484676374421e-09,2.7986319610968328e-11
2013,6.562809721799567e-05,8.259579924769461e-10,2.0737842078487135e-09,2.8190770154764724e-11
2014,6.427540418891502e-05,7.447649302827486e-10,2.053279467086254e-09,2.2823609074113752e-11
2015,6.238004321598314e-05,4.856416196765055e-10,2.0462004947572966e-09,2.2823609074113752e-11
2016,6.17454799274648e-05,3.7587896039740064e-10,2.1185013901866714e-09,2.2823609074113752e-11
2017,6.172073456885603e-05,3.6210605983596117e-10,2.151578748499361e-09,1.7075119674673605e-11
2018,6.11339055467397e-05,4.0203049153642033e-10,2.2374286423598734e-09,7.491431780470848e-12
2019,6.043893336027395e-05,1.380928349101196e-10,2.3575825180977006e-09,9.36428972558856e-12
