ngram,factor,facor,fator,fctr
1549,3.621086420935171e-06,0.0,0.0,0.0
1550,6.863160625211354e-06,0.0,0.0,0.0
1551,6.167635985678187e-06,0.0,0.0,0.0
1552,8.06304881604904e-06,0.0,0.0,0.0
1553,7.783342620574071e-06,0.0,0.0,0.0
1554,7.783342620574071e-06,0.0,0.0,0.0
1555,6.607377144973725e-06,0.0,0.0,0.0
1556,3.9915418061095155e-05,0.0,0.0,0.0
1557,3.6673343856818974e-05,0.0,0.0,0.0
1558,4.0083587269431776e-05,0.0,0.0,0.0
1559,3.7920254336703306e-05,0.0,0.0,0.0
1560,4.0612395813306125e-05,0.0,0.0,0.0
1561,4.0612395813306125e-05,0.0,0.0,0.0
1562,3.941042580533706e-05,0.0,0.0,0.0
1563,7.01162831059524e-06,0.0,0.0,0.0
1564,7.01162831059524e-06,0.0,0.0,0.0
1565,4.6131855404902514e-06,0.0,0.0,0.0
1566,6.516856046800967e-06,0.0,0.0,0.0
1567,4.5071118880254545e-06,0.0,0.0,0.0
1568,4.5071118880254545e-06,0.0,0.0,0.0
1569,6.735227868505587e-06,0.0,0.0,0.0
1570,5.825984447125977e-06,0.0,0.0,0.0
1571,8.27783612424225e-06,0.0,0.0,0.0
1572,7.266035481734434e-06,0.0,0.0,0.0
1573,5.362364975423718e-06,0.0,0.0,0.0
1574,4.679967657596405e-06,0.0,0.0,0.0
1575,4.679967657596405e-06,0.0,0.0,0.0
1576,2.4518516771162728e-06,0.0,0.0,0.0
1577,2.4518516771162728e-06,0.0,0.0,0.0
1578,4.81826223871654e-07,0.0,0.0,0.0
1579,2.422090639291647e-06,0.0,0.0,0.0
1580,2.422090639291647e-06,0.0,0.0,0.0
1581,2.422090639291647e-06,0.0,0.0,0.0
1582,2.422090639291647e-06,0.0,0.0,0.0
1583,5.305826269769958e-06,0.0,0.0,0.0
1584,6.2049378552079105e-06,0.0,0.0,0.0
1585,7.04413826367402e-06,0.0,0.0,0.0
1586,5.103873848254027e-06,0.0,0.0,0.0
1587,5.103873848254027e-06,0.0,0.0,0.0
1588,5.103873848254027e-06,0.0,0.0,0.0
1589,5.664053268057094e-06,0.0,0.0,0.0
1590,2.7803176375787838e-06,0.0,0.0,0.0
1591,1.8812060521408317e-06,0.0,0.0,0.0
1592,5.601794198030672e-07,0.0,0.0,0.0
1593,7.834561464343486e-07,0.0,0.0,0.0
1594,2.459771946762755e-06,0.0,0.0,0.0
1595,2.459771946762755e-06,0.0,0.0,0.0
1596,6.94962994072869e-06,0.0,0.0,0.0
1597,7.191754126064812e-06,0.0,0.0,0.0
1598,1.4667286060492707e-05,0.0,0.0,0.0
1599,2.0091199075977784e-05,0.0,0.0,0.0
1600,2.0293946688200647e-05,0.0,0.0,0.0
1601,1.881295474959188e-05,0.0,0.0,0.0
1602,2.079656841098248e-05,0.0,1.0440071816576944e-07,0.0
1603,1.5746530997213476e-05,0.0,1.0440071816576944e-07,0.0
1604,1.5844947451374276e-05,0.0,1.0440071816576944e-07,0.0
1605,8.48185240848969e-06,0.0,1.0440071816576944e-07,0.0
1606,6.501384039633454e-06,0.0,1.0440071816576944e-07,0.0
1607,6.07535970077931e-06,0.0,1.0440071816576944e-07,0.0
1608,6.07971343567572e-06,0.0,1.0440071816576944e-07,0.0
1609,5.7941656206951715e-06,0.0,0.0,0.0
1610,5.7941656206951715e-06,0.0,0.0,0.0
1611,6.98980921600066e-06,0.0,0.0,0.0
1612,6.877372324457351e-06,0.0,0.0,0.0
1613,3.5937381588675114e-06,0.0,0.0,0.0
1614,3.923347906363363e-06,0.0,0.0,0.0
1615,4.485556814870506e-06,0.0,0.0,0.0
1616,2.7874909684604584e-06,0.0,0.0,0.0
1617,3.1581149642079254e-06,0.0,0.0,0.0
1618,2.311270675038811e-06,0.0,0.0,0.0
1619,2.311270675038811e-06,0.0,0.0,0.0
1620,7.89357838064981e-06,0.0,0.0,0.0
1621,7.7423866287063e-06,0.0,0.0,0.0
1622,8.106074655448278e-06,0.0,0.0,0.0
1623,9.991974025069794e-06,0.0,0.0,0.0
1624,4.32210924015765e-05,0.0,0.0,0.0
1625,4.336239935907672e-05,0.0,0.0,0.0
1626,4.4280886624749526e-05,0.0,0.0,0.0
1627,3.8538768438099525e-05,0.0,0.0,0.0
1628,3.934302484205026e-05,0.0,0.0,0.0
1629,3.8217450310185086e-05,0.0,0.0,0.0
1630,3.8056530943971924e-05,0.0,0.0,0.0
1631,4.5701485435399396e-06,0.0,0.0,0.0
1632,3.7395016404064208e-06,0.0,0.0,0.0
1633,2.82101437473362e-06,0.0,0.0,0.0
1634,6.02988656542688e-06,0.0,0.0,0.0
1635,5.047212165923806e-06,0.0,0.0,0.0
1636,5.3077454010365595e-06,0.0,0.0,0.0
1637,3.5827653976282037e-06,0.0,0.0,0.0
1638,3.536740462907671e-06,0.0,0.0,0.0
1639,4.0039618584484875e-06,0.0,0.0,0.0
1640,4.0039618584484875e-06,0.0,0.0,0.0
1641,1.5117547320642188e-06,0.0,0.0,0.0
1642,1.5117547320642188e-06,0.0,0.0,0.0
1643,1.5221888450664016e-06,0.0,0.0,0.0
1644,1.5221888450664016e-06,0.0,0.0,0.0
1645,1.6022042927943403e-06,0.0,0.0,0.0
1646,4.761565735732022e-06,0.0,1.007384103754053e-07,0.0
1647,4.761565735732022e-06,0.0,1.007384103754053e-07,0.0
1648,4.090749907196109e-06,0.0,1.007384103754053e-07,0.0
1649,4.325433224039443e-06,0.0,1.007384103754053e-07,0.0
1650,4.098386012531462e-06,0.0,1.007384103754053e-07,0.0
1651,4.270386337371487e-06,0.0,1.007384103754053e-07,0.0
1652,4.345721440098974e-06,0.0,1.007384103754053e-07,0.0
1653,7.945143798744019e-07,0.0,0.0,0.0
1654,7.945143798744019e-07,0.0,0.0,0.0
1655,8.067681887626219e-07,0.0,0.0,0.0
1656,9.79850844779711e-07,0.0,0.0,0.0
1657,1.074952868813333e-06,0.0,0.0,0.0
1658,1.0101838126632044e-06,0.0,0.0,5.361563434494851e-08
1659,1.1091700652546673e-06,0.0,0.0,5.361563434494851e-08
1660,1.113969087132968e-06,0.0,0.0,5.361563434494851e-08
1661,1.2483399050974446e-06,0.0,0.0,5.361563434494851e-08
1662,1.2308367201642665e-06,0.0,0.0,5.361563434494851e-08
1663,1.545715479421363e-06,0.0,0.0,5.361563434494851e-08
1664,2.4678738067710323e-06,0.0,0.0,5.361563434494851e-08
1665,2.492917384902934e-06,0.0,0.0,0.0
1666,2.171245544754389e-06,0.0,0.0,0.0
1667,2.7076647565341512e-06,0.0,0.0,0.0
1668,2.6170471544771445e-06,0.0,0.0,0.0
1669,2.5764472947490243e-06,0.0,0.0,0.0
1670,1.9311008989981408e-06,0.0,0.0,0.0
1671,9.481407963513837e-07,0.0,0.0,0.0
1672,8.404665509585487e-07,0.0,0.0,0.0
1673,8.404665509585487e-07,0.0,0.0,0.0
1674,2.564030633526012e-07,0.0,0.0,0.0
1675,2.469683469793641e-07,0.0,0.0,0.0
1676,3.328613676753126e-07,0.0,0.0,0.0
1677,2.555630313086762e-07,0.0,0.0,0.0
1678,3.1677265001560174e-07,0.0,0.0,1.991857142716721e-08
1679,8.458945107544682e-07,0.0,0.0,1.991857142716721e-08
1680,9.183022261335541e-07,0.0,1.8101928844771464e-08,1.991857142716721e-08
1681,1.467543760164907e-06,0.0,1.8101928844771464e-08,4.229441888777988e-08
1682,1.4937083595408955e-06,0.0,1.8101928844771464e-08,4.229441888777988e-08
1683,1.407815338844947e-06,0.0,1.8101928844771464e-08,4.229441888777988e-08
1684,8.625545543087096e-06,0.0,1.8101928844771464e-08,4.229441888777988e-08
1685,8.688173851721461e-06,0.0,1.8101928844771464e-08,2.237584746061267e-08
1686,8.162080596158766e-06,0.0,1.8101928844771464e-08,2.237584746061267e-08
1687,8.08967288077968e-06,0.0,0.0,2.237584746061267e-08
1688,7.601083979125178e-06,0.0,0.0,0.0
1689,7.572172050020397e-06,0.0,0.0,0.0
1690,8.216051097877295e-06,0.0,0.0,0.0
1691,1.0227869466916673e-06,0.0,0.0,0.0
1692,8.443966785469976e-07,0.0,0.0,0.0
1693,8.481186658367992e-07,0.0,0.0,0.0
1694,1.1407452729729682e-06,0.0,0.0,0.0
1695,1.2336437578142068e-06,0.0,0.0,0.0
1696,1.3437861058816582e-06,0.0,0.0,0.0
1697,1.3170613186730407e-06,0.0,0.0,0.0
1698,2.7342019259484525e-06,0.0,0.0,0.0
1699,2.7105338814083424e-06,0.0,0.0,0.0
1700,2.705178392911226e-06,0.0,0.0,0.0
1701,2.4995526197406955e-06,0.0,0.0,0.0
1702,2.373396776127785e-06,0.0,1.1985159785256525e-08,1.1985159785256525e-08
1703,2.3089717282281138e-06,0.0,1.1985159785256525e-08,1.1985159785256525e-08
1704,1.6918174675798322e-06,0.0,1.1985159785256525e-08,2.0646926454251765e-08
1705,4.2420909705599895e-07,0.0,2.11429644585743e-08,2.0646926454251765e-08
1706,4.906613924049452e-07,0.0,2.11429644585743e-08,2.0646926454251765e-08
1707,4.6466568700712483e-07,0.0,2.11429644585743e-08,2.0646926454251765e-08
1708,3.8731072038444836e-07,0.0,2.11429644585743e-08,3.0292793797213694e-08
1709,3.875100012302417e-07,0.0,9.157804673317775e-09,1.8307634011957167e-08
1710,4.995867897150674e-07,0.0,9.157804673317775e-09,1.8307634011957167e-08
1711,5.286637758672441e-07,0.0,9.157804673317775e-09,9.645867342961928e-09
1712,3.763923258150369e-07,0.0,0.0,9.645867342961928e-09
1713,8.508407936298161e-07,0.0,0.0,9.645867342961928e-09
1714,2.2674392080749125e-06,0.0,0.0,9.645867342961928e-09
1715,2.303082754094378e-06,0.0,0.0,0.0
1716,2.2518126335009062e-06,0.0,0.0,0.0
1717,2.077730185996123e-06,0.0,0.0,0.0
1718,2.064136712728474e-06,0.0,7.741756442263587e-09,0.0
1719,2.0687493572170623e-06,0.0,7.741756442263587e-09,0.0
1720,1.582215361395356e-06,0.0,7.741756442263587e-09,0.0
1721,2.1817729540478987e-07,0.0,7.741756442263587e-09,0.0
1722,2.888016825051766e-07,0.0,7.741756442263587e-09,0.0
