ngram,competition,competiton,competion,competiton
1718,1.833617156015472e-06,0.0,0.0,0.0
1719,1.8369257678127075e-06,0.0,0.0,0.0
1720,1.5904216914870112e-06,0.0,0.0,0.0
1721,1.334088827726581e-06,0.0,0.0,0.0
1722,1.418725836239381e-06,0.0,0.0,0.0
1723,1.439232310726116e-06,0.0,0.0,0.0
1724,1.384163056172838e-06,0.0,0.0,0.0
1725,1.5272997546032587e-06,0.0,0.0,0.0
1726,1.913581781666705e-06,0.0,0.0,0.0
1727,2.347641205752942e-06,0.0,0.0,0.0
1728,2.5070966752796916e-06,0.0,6.479559999661433e-09,0.0
1729,2.7850272122772627e-06,0.0,6.479559999661433e-09,0.0
1730,2.7674528025402523e-06,0.0,6.479559999661433e-09,0.0
1731,2.606978861357285e-06,0.0,6.479559999661433e-09,0.0
1732,2.42708693219486e-06,0.0,6.479559999661433e-09,0.0
1733,2.237951954547108e-06,0.0,6.479559999661433e-09,0.0
1734,3.892794390074934e-06,0.0,6.479559999661433e-09,0.0
1735,3.853323229512691e-06,0.0,0.0,0.0
1736,3.5144471764527097e-06,0.0,0.0,0.0
1737,3.722027128917814e-06,0.0,0.0,0.0
1738,4.975730884585314e-06,0.0,1.0983632543164795e-08,0.0
1739,4.985061082152242e-06,0.0,1.0983632543164795e-08,0.0
1740,5.072796982728635e-06,0.0,1.8470911149799056e-08,0.0
1741,3.3119999735780377e-06,0.0,1.8470911149799056e-08,0.0
1742,3.212130358016501e-06,0.0,1.8470911149799056e-08,0.0
1743,3.253138938167207e-06,0.0,1.8470911149799056e-08,0.0
1744,3.1021229623157912e-06,0.0,1.8470911149799056e-08,0.0
1745,2.254915719796762e-06,0.0,1.3798854630359919e-08,0.0
1746,2.4510899915445146e-06,0.0,1.3798854630359919e-08,0.0
1747,2.499293470594109e-06,0.0,1.0470727776886894e-08,0.0
1748,2.6101965074433664e-06,0.0,1.0470727776886894e-08,0.0
1749,3.1840996338619983e-06,0.0,1.0470727776886894e-08,0.0
1750,3.780398174058064e-06,0.0,1.0470727776886894e-08,0.0
1751,4.353997415559466e-06,0.0,1.0470727776886894e-08,0.0
1752,4.159292822285872e-06,0.0,4.159151753161236e-09,0.0
1753,4.414819126655597e-06,5.029352426585579e-09,4.159151753161236e-09,5.029352426585579e-09
1754,5.19153789874898e-06,5.029352426585579e-09,0.0,5.029352426585579e-09
1755,5.5198518761504345e-06,5.029352426585579e-09,7.70661553620552e-09,5.029352426585579e-09
1756,5.321647709674185e-06,5.029352426585579e-09,1.0742086077795778e-08,5.029352426585579e-09
1757,5.116392880414164e-06,5.029352426585579e-09,1.6832332607106893e-08,5.029352426585579e-09
1758,5.477757927759999e-06,5.029352426585579e-09,1.6832332607106893e-08,5.029352426585579e-09
1759,5.613616752140972e-06,5.029352426585579e-09,1.6832332607106893e-08,5.029352426585579e-09
1760,5.5769446914512495e-06,7.984100745618759e-09,1.6832332607106893e-08,7.984100745618759e-09
1761,5.0823953837867264e-06,7.984100745618759e-09,1.6832332607106893e-08,7.984100745618759e-09
1762,4.7465523493883666e-06,7.984100745618759e-09,9.125717070901374e-09,7.984100745618759e-09
1763,4.901994218796192e-06,7.984100745618759e-09,6.090246529311116e-09,7.984100745618759e-09
1764,9.535356054714481e-06,7.984100745618759e-09,5.621359377983026e-09,7.984100745618759e-09
1765,9.309914665729074e-06,7.984100745618759e-09,5.621359377983026e-09,7.984100745618759e-09
1766,9.54312901870123e-06,7.984100745618759e-09,1.2423463654645924e-08,7.984100745618759e-09
1767,1.1766570391305972e-05,0.0,3.5979481996914076e-08,0.0
1768,1.245021547090021e-05,0.0,3.5979481996914076e-08,0.0
1769,1.3533581815344015e-05,0.0,5.12107796168948e-08,0.0
1770,1.3634412360780906e-05,0.0,5.12107796168948e-08,0.0
1771,9.34586790078486e-06,0.0,4.558942023891177e-08,0.0
1772,9.193210449406511e-06,2.6360818290121254e-09,4.8225502067923894e-08,2.6360818290121254e-09
1773,1.0895822535011185e-05,2.6360818290121254e-09,4.1423397791261e-08,2.6360818290121254e-09
1774,9.302962098445278e-06,2.6360818290121254e-09,1.7867379448992845e-08,2.6360818290121254e-09
1775,9.46934259055914e-06,2.6360818290121254e-09,2.0756068609882406e-08,2.6360818290121254e-09
1776,8.654974018489675e-06,2.6360818290121254e-09,5.5247709899016886e-09,2.6360818290121254e-09
1777,8.778965301254565e-06,2.6360818290121254e-09,5.5247709899016886e-09,2.6360818290121254e-09
1778,8.740647509901983e-06,2.6360818290121254e-09,5.5247709899016886e-09,2.6360818290121254e-09
1779,8.81815997542747e-06,2.5616857206906776e-09,2.8886891608895635e-09,2.5616857206906776e-09
1780,7.96262793301139e-06,2.5616857206906776e-09,9.936109839665214e-09,2.5616857206906776e-09
1781,8.161970332106908e-06,2.5616857206906776e-09,1.3761143589720502e-08,2.5616857206906776e-09
1782,8.600442795016403e-06,6.8779526835831865e-09,1.7346854873169703e-08,6.8779526835831865e-09
1783,9.259449793067428e-06,6.8779526835831865e-09,2.3870652248498507e-08,6.8779526835831865e-09
1784,1.0306764644545702e-05,6.8779526835831865e-09,2.8864068468692494e-08,6.8779526835831865e-09
1785,1.0923220088443486e-05,6.8779526835831865e-09,3.210031326464754e-08,6.8779526835831865e-09
1786,1.271904264805406e-05,4.316266962892509e-09,3.612060821873391e-08,4.316266962892509e-09
1787,1.2149531422827359e-05,4.316266962892509e-09,2.907318753995826e-08,4.316266962892509e-09
1788,1.275355426904363e-05,4.316266962892509e-09,2.655470586278495e-08,4.316266962892509e-09
1789,1.2115305188282427e-05,0.0,2.1243690235499864e-08,0.0
1790,1.2191888410078328e-05,0.0,1.8034438196780555e-08,0.0
1791,1.1368238184721641e-05,0.0,1.3041021976586568e-08,0.0
1792,1.1371356971981836e-05,0.0,9.80477718063152e-09,0.0
1793,1.0860991681381296e-05,9.860221210950775e-10,7.756526468735307e-09,9.860221210950775e-10
1794,1.0977070685060295e-05,9.860221210950775e-10,1.1748468737542744e-08,9.860221210950775e-10
1795,1.0209591112340735e-05,9.860221210950775e-10,2.0487909908289178e-08,9.860221210950775e-10
1796,1.019180724272571e-05,2.8823453465268554e-09,2.1220848316667277e-08,2.8823453465268554e-09
1797,1.035116968393725e-05,3.449268997408288e-09,2.0173997583583514e-08,3.449268997408288e-09
1798,1.1132584534477377e-05,3.449268997408288e-09,2.248862429610199e-08,3.449268997408288e-09
1799,1.1408889024875992e-05,4.050038590211866e-09,2.248862429610199e-08,4.050038590211866e-09
1800,1.0748856896368255e-05,3.064016469116788e-09,2.3809891328393666e-08,3.064016469116788e-09
1801,1.133355843714006e-05,4.457037913344461e-09,2.1210970503813898e-08,4.457037913344461e-09
1802,1.1933878210714153e-05,4.457037913344461e-09,1.4637991644203145e-08,4.457037913344461e-09
1803,1.2002082257822622e-05,3.2627146064255287e-09,1.3443668337284213e-08,3.2627146064255287e-09
1804,1.1659389331595906e-05,3.0008685060676855e-09,1.178612883480566e-08,3.0008685060676855e-09
1805,1.1130028204726322e-05,3.2605460077915284e-09,1.1808599748824072e-08,3.2605460077915284e-09
1806,1.0611777984844853e-05,2.6597764149879512e-09,1.3618450430844372e-08,2.6597764149879512e-09
1807,1.0402299527153705e-05,2.6597764149879512e-09,1.199890897751743e-08,2.6597764149879512e-09
1808,1.0507103070267476e-05,1.7374813492716206e-09,1.507778822430948e-08,1.7374813492716206e-09
1809,1.0322382227708918e-05,1.7374813492716206e-09,1.4680495612801841e-08,1.7374813492716206e-09
1810,1.0664604035680116e-05,1.2534190828107837e-09,1.7029622791296462e-08,1.2534190828107837e-09
1811,1.1201564250638643e-05,9.48341532287194e-10,1.8294539216867634e-08,9.48341532287194e-10
1812,1.1504558252844227e-05,6.88664030563351e-10,1.8821940831311882e-08,6.88664030563351e-10
1813,1.18075449790922e-05,8.826434345315143e-10,1.7788007765164237e-08,8.826434345315143e-10
1814,1.2458084971253161e-05,1.0916015710396972e-09,2.008444242664252e-08,1.0916015710396972e-09
1815,1.2423446475752695e-05,8.140159023030589e-10,1.908907457500878e-08,8.140159023030589e-10
1816,1.2381677281934702e-05,1.0041886211453743e-09,2.0767670884578948e-08,1.0041886211453743e-09
1817,1.2443807203713472e-05,1.9856839030195162e-09,2.474179401039984e-08,1.9856839030195162e-09
1818,1.2283377925216752e-05,3.238928014681619e-09,2.8058733368498323e-08,3.238928014681619e-09
1819,1.2138230756266108e-05,3.238928014681619e-09,2.714810091016976e-08,3.238928014681619e-09
1820,1.2206986736730738e-05,3.044948610713456e-09,2.7403961829922504e-08,3.044948610713456e-09
1821,1.2179843127211956e-05,3.478761770711206e-09,3.088990403148679e-08,3.478761770711206e-09
1822,1.2535046672772815e-05,3.909465592525205e-09,3.103166923423828e-08,3.909465592525205e-09
1823,1.3088884510839957e-05,4.000218410484178e-09,3.133401075113998e-08,4.000218410484178e-09
1824,1.321682897729001e-05,2.8007854765580274e-09,2.5515840678431393e-08,2.8007854765580274e-09
1825,1.391741261613788e-05,3.066942985289042e-09,2.146338097728874e-08,3.066942985289042e-09
1826,1.4526454313974163e-05,3.6594341842491727e-09,2.4604938467628505e-08,3.6594341842491727e-09
1827,1.5301007156917228e-05,4.286857821104004e-09,2.7860555005889054e-08,4.286857821104004e-09
1828,1.5499635732599666e-05,4.085403761320907e-09,2.3493628883589475e-08,4.085403761320907e-09
1829,1.8218481402852505e-05,5.007593387570555e-09,2.5426998665320103e-08,5.007593387570555e-09
1830,1.923505117572079e-05,5.489104187057186e-09,2.5802698136853256e-08,5.489104187057186e-09
1831,1.9553500351321418e-05,5.581998847275267e-09,2.840429910325578e-08,5.581998847275267e-09
1832,1.9257226475539418e-05,4.6586434234084456e-09,2.9989530604877605e-08,4.6586434234084456e-09
1833,1.9112496115017814e-05,5.055891372229837e-09,2.9512888894649743e-08,5.055891372229837e-09
1834,1.8533539982204923e-05,4.511527929018655e-09,2.9212383115658928e-08,4.511527929018655e-09
1835,1.8188068289808662e-05,4.1539940931478725e-09,2.905558155979244e-08,4.1539940931478725e-09
1836,1.5243446536520164e-05,3.35857169853071e-09,2.7482156233255798e-08,3.35857169853071e-09
1837,1.3929094296015268e-05,3.13822522730283e-09,2.468280513312493e-08,3.13822522730283e-09
1838,1.389468707202468e-05,3.884913763701243e-09,2.423245680306861e-08,3.884913763701243e-09
1839,1.3906658490928489e-05,3.819337616014654e-09,2.6736593129937447e-08,3.819337616014654e-09
1840,1.4128113824491656e-05,2.9051844342907275e-09,2.6350624793280986e-08,2.9051844342907275e-09
1841,1.4735314445195919e-05,3.3119675176987837e-09,2.782198928384462e-08,3.3119675176987837e-09
1842,1.5003016285066093e-05,4.2012311566149864e-09,2.95723590377455e-08,4.2012311566149864e-09
1843,1.5817154495120383e-05,4.827684458546295e-09,3.280731495993093e-08,4.827684458546295e-09
1844,1.617095767869614e-05,4.552726021575129e-09,3.204422695444821e-08,4.552726021575129e-09
1845,1.6482979845022783e-05,3.9800978861898835e-09,3.255674244481302e-08,3.9800978861898835e-09
1846,1.6745308390194884e-05,4.036612330108166e-09,3.443685780979422e-08,4.036612330108166e-09
1847,1.6771854721550232e-05,4.8701083166236e-09,3.662822286746145e-08,4.8701083166236e-09
1848,1.6910760548073866e-05,4.544328056711931e-09,3.729498855774084e-08,4.544328056711931e-09
1849,1.7212257651928148e-05,4.269895008996676e-09,3.6105269758073584e-08,4.269895008996676e-09
1850,1.6981476489620816e-05,4.032107822230355e-09,3.183520558280861e-08,4.032107822230355e-09
1851,1.663610458178612e-05,4.554262490939566e-09,3.744028959878116e-08,4.554262490939566e-09
1852,1.608216514016801e-05,4.2873074297083184e-09,3.76649284459875e-08,4.2873074297083184e-09
1853,1.5761397922428193e-05,3.893360300821769e-09,3.2968861164915456e-08,3.893360300821769e-09
1854,1.5438891231107326e-05,3.135783934103488e-09,2.9675797311564826e-08,3.135783934103488e-09
1855,1.5324078179089285e-05,3.234229661863708e-09,2.7015893268510027e-08,3.234229661863708e-09
1856,1.5255932079786102e-05,2.7841096888232234e-09,2.794601680225891e-08,2.7841096888232234e-09
1857,1.4964459816318204e-05,2.463113633689927e-09,2.8468546884953738e-08,2.463113633689927e-09
1858,1.5144618243669226e-05,2.3650697115026478e-09,2.5832237936031432e-08,2.3650697115026478e-09
1859,1.5217157981948861e-05,2.5478578770586425e-09,2.447857332705488e-08,2.5478578770586425e-09
1860,1.5304001083547648e-05,2.5988013487219875e-09,2.438342404177872e-08,2.5988013487219875e-09
1861,1.5579832246917897e-05,2.786215829481924e-09,2.2664475629596836e-08,2.786215829481924e-09
1862,1.538393514368051e-05,2.7465801696483336e-09,2.2152428589907103e-08,2.7465801696483336e-09
1863,1.53448538964897e-05,3.5483195112310082e-09,1.9734226062796878e-08,3.5483195112310082e-09
1864,1.559437142922044e-05,3.436464478058708e-09,2.0695503342795163e-08,3.436464478058708e-09
1865,1.6007128059365122e-05,3.497073646536413e-09,1.846617474805206e-08,3.497073646536413e-09
1866,1.625810909899883e-05,4.287557103006228e-09,2.0856148173566324e-08,4.287557103006228e-09
1867,1.6645945444387117e-05,4.994250346612716e-09,2.1995326829734755e-08,4.994250346612716e-09
1868,1.659798233179442e-05,5.327505738149187e-09,2.3809602162876738e-08,5.327505738149187e-09
1869,1.6826242374788437e-05,5.579663271098363e-09,2.449843528040674e-08,5.579663271098363e-09
1870,1.692257813244526e-05,5.71205076888808e-09,2.7181691564237553e-08,5.71205076888808e-09
1871,1.7091609022047904e-05,5.61426492597304e-09,2.6284867362034803e-08,5.61426492597304e-09
1872,1.7126126424825217e-05,5.476689260827275e-09,2.797543048010149e-08,5.476689260827275e-09
1873,1.743091109217078e-05,5.2445839417357226e-09,2.709558850304867e-08,5.2445839417357226e-09
1874,1.7511809606470967e-05,5.207946328157829e-09,2.7612663393889695e-08,5.207946328157829e-09
1875,1.8144767247057253e-05,5.17761135552876e-09,2.87988741425644e-08,5.17761135552876e-09
1876,1.873964954159289e-05,5.430888437375967e-09,2.8913507017185632e-08,5.430888437375967e-09
1877,1.9199148352657047e-05,4.982252705636776e-09,2.967772059849137e-08,4.982252705636776e-09
1878,1.9449388284036623e-05,5.534743266874134e-09,3.0465560740822184e-08,5.534743266874134e-09
1879,2.0106829781850267e-05,5.79331294048302e-09,3.0041064493145445e-08,5.79331294048302e-09
1880,2.0337015355055754e-05,6.104520508135433e-09,2.983417271959102e-08,6.104520508135433e-09
1881,2.1193575126484836e-05,6.232148701863187e-09,3.046867850084059e-08,6.232148701863187e-09
1882,2.1680557828014052e-05,7.048739306522325e-09,3.0398908787024736e-08,7.048739306522325e-09
1883,2.2629138194523485e-05,6.930761551972507e-09,3.2617183113156245e-08,6.930761551972507e-09
1884,2.3880760116818628e-05,7.508745498390518e-09,3.476193808994919e-08,7.508745498390518e-09
1885,2.5202481473180732e-05,7.0731959337219254e-09,3.7380543866610035e-08,7.0731959337219254e-09
1886,2.584159717246491e-05,6.86247738000491e-09,4.026432140083866e-08,6.86247738000491e-09
1887,2.6948778863048313e-05,7.247069864847942e-09,4.235400043382599e-08,7.247069864847942e-09
1888,2.6874980384101426e-05,7.447535921301096e-09,4.3605040340415665e-08,7.447535921301096e-09
1889,2.722666119682669e-05,7.742554787780267e-09,4.3868234505290664e-08,7.742554787780267e-09
1890,2.7172837820087026e-05,8.093461075934068e-09,4.381261728017957e-08,8.093461075934068e-09
1891,2.7819413714626406e-05,8.16416477279956e-09,4.225819389651926e-08,8.16416477279956e-09
1892,2.7794948826859972e-05,8.966650406299387e-09,4.062492412312427e-08,8.966650406299387e-09
1893,2.7906832526371416e-05,9.619038962175149e-09,3.893928125973746e-08,9.619038962175149e-09
1894,2.8467596036664743e-05,9.264569492525458e-09,3.7267078312197555e-08,9.264569492525458e-09
