ngram,occasion,ocasion,ocasion
1615,0.0001012039756460581,0.0,0.0
1616,0.00010539871488747719,0.0,0.0
1617,0.00010649537008638228,0.0,0.0
1618,0.00011073008499806747,0.0,0.0
1619,0.0001024150852962131,1.1253449981398132e-07,1.1253449981398132e-07
1620,9.548579380082498e-05,2.1327341365966796e-07,2.1327341365966796e-07
1621,0.00011057601971385469,3.916914092120091e-07,3.916914092120091e-07
1622,0.00011641228359491964,3.916914092120091e-07,3.916914092120091e-07
1623,0.00011339809134369716,3.916914092120091e-07,3.916914092120091e-07
1624,9.777743720665708e-05,5.410236017918837e-07,5.410236017918837e-07
1625,9.963584151202147e-05,5.410236017918837e-07,5.410236017918837e-07
1626,0.00011031810312748089,4.2848910197790246e-07,4.2848910197790246e-07
1627,0.00010605760793883487,3.277501881322158e-07,3.277501881322158e-07
1628,9.110236870973105e-05,1.493321925798747e-07,1.493321925798747e-07
1629,8.79186216999577e-05,1.493321925798747e-07,1.493321925798747e-07
1630,8.372989136010542e-05,1.493321925798747e-07,1.493321925798747e-07
1631,8.934002835303545e-05,0.0,0.0
1632,9.324460760191349e-05,0.0,0.0
1633,8.289836530041481e-05,0.0,0.0
1634,7.796470890752971e-05,0.0,0.0
1635,8.736888308443927e-05,0.0,0.0
1636,8.530616261331099e-05,0.0,0.0
1637,8.395566640371856e-05,0.0,0.0
1638,8.999935848156124e-05,0.0,0.0
1639,8.656158076649132e-05,1.557404597666131e-07,1.557404597666131e-07
1640,8.296196028823033e-05,1.557404597666131e-07,1.557404597666131e-07
1641,8.779592462815344e-05,1.557404597666131e-07,1.557404597666131e-07
1642,8.801534048481179e-05,1.557404597666131e-07,1.557404597666131e-07
1643,9.23652623896487e-05,1.557404597666131e-07,1.557404597666131e-07
1644,9.778850289876573e-05,1.557404597666131e-07,1.557404597666131e-07
1645,0.00010471781934029423,2.0485729074997445e-07,2.0485729074997445e-07
1646,0.00010462220182359618,4.9116830983361326e-08,4.9116830983361326e-08
1647,0.00011627149589393022,4.9116830983361326e-08,4.9116830983361326e-08
1648,0.00011963531142100692,4.9116830983361326e-08,4.9116830983361326e-08
1649,0.00011586868017080374,4.9116830983361326e-08,4.9116830983361326e-08
1650,0.00011358468951324799,9.303696759031612e-08,9.303696759031612e-08
1651,0.00011464906232764147,9.303696759031612e-08,9.303696759031612e-08
1652,0.00010408383137213864,9.959153349622543e-08,9.959153349622543e-08
1653,0.00010644343378122098,9.959153349622543e-08,9.959153349622543e-08
1654,0.00010936540638795123,9.959153349622543e-08,9.959153349622543e-08
1655,0.00010729333423244367,9.959153349622543e-08,9.959153349622543e-08
1656,0.00010844865235932437,1.4489886471632678e-07,1.4489886471632678e-07
1657,0.00010494979713777346,1.0097872810937198e-07,1.0097872810937198e-07
1658,9.847249540533605e-05,1.0097872810937198e-07,1.0097872810937198e-07
1659,9.838902042247355e-05,4.530733122010133e-08,4.530733122010133e-08
1660,9.703194518806413e-05,4.530733122010133e-08,4.530733122010133e-08
1661,9.025772409846209e-05,4.530733122010133e-08,4.530733122010133e-08
1662,9.661923935969494e-05,4.530733122010133e-08,4.530733122010133e-08
1663,9.673007298260927e-05,0.0,0.0
1664,0.00010857481850377684,0.0,0.0
1665,0.00012486364513668896,0.0,0.0
1666,0.0001299418675314103,3.9948397605777634e-08,3.9948397605777634e-08
1667,0.0001362092194280454,3.9948397605777634e-08,3.9948397605777634e-08
1668,0.00013119803770678118,3.9948397605777634e-08,3.9948397605777634e-08
1669,0.00013101191663216532,3.9948397605777634e-08,3.9948397605777634e-08
1670,0.00013392444608533488,3.9948397605777634e-08,3.9948397605777634e-08
1671,0.0001309221365123189,3.9948397605777634e-08,3.9948397605777634e-08
1672,0.00011977307336305134,3.9948397605777634e-08,3.9948397605777634e-08
1673,0.00011835368578821155,7.422861309740775e-08,7.422861309740775e-08
1674,0.00011830153380287811,7.422861309740775e-08,7.422861309740775e-08
1675,0.00012149903133311974,7.422861309740775e-08,7.422861309740775e-08
1676,0.00011687248583517171,7.422861309740775e-08,7.422861309740775e-08
1677,0.0001101137012093594,7.422861309740775e-08,7.422861309740775e-08
1678,0.00010973074053513951,7.422861309740775e-08,7.422861309740775e-08
1679,0.00011400806189547958,7.422861309740775e-08,7.422861309740775e-08
1680,0.00011696457035473682,0.0,0.0
1681,0.00011324324753201966,0.0,0.0
1682,0.00011608947222287367,2.016103297007378e-08,2.016103297007378e-08
1683,0.00011999662716074713,2.016103297007378e-08,2.016103297007378e-08
1684,0.00011835590287643884,2.016103297007378e-08,2.016103297007378e-08
1685,0.00011244208040547424,2.016103297007378e-08,2.016103297007378e-08
1686,0.0001159917509150026,4.779023957520881e-08,4.779023957520881e-08
1687,0.00011105778269536261,4.779023957520881e-08,4.779023957520881e-08
1688,0.00011284261251733239,4.779023957520881e-08,4.779023957520881e-08
1689,0.00010847189800447918,2.762920660513503e-08,2.762920660513503e-08
1690,0.00010228079918306321,2.762920660513503e-08,2.762920660513503e-08
1691,0.00010796782070039106,2.762920660513503e-08,2.762920660513503e-08
1692,0.00011296897407321791,5.129725114524522e-08,5.129725114524522e-08
1693,0.00010833066335180774,2.3668044540110193e-08,2.3668044540110193e-08
1694,0.00010771127043491495,2.3668044540110193e-08,2.3668044540110193e-08
1695,0.0001101355831321728,2.3668044540110193e-08,2.3668044540110193e-08
1696,0.00011517366926584925,2.3668044540110193e-08,2.3668044540110193e-08
1697,0.00012265002858060013,3.10151193616548e-08,3.10151193616548e-08
1698,0.00012083975993196614,4.1386389934164724e-08,4.1386389934164724e-08
1699,0.00012197421269125439,3.078788576463662e-08,3.078788576463662e-08
1700,0.00012756165545267452,3.078788576463662e-08,3.078788576463662e-08
1701,0.00013305214400004064,3.078788576463662e-08,3.078788576463662e-08
1702,0.00012979782435909977,4.277304554989314e-08,4.277304554989314e-08
1703,0.00013051160619527633,4.277304554989314e-08,4.277304554989314e-08
1704,0.00012939721844824298,3.5425970728348536e-08,3.5425970728348536e-08
1705,0.00013331223245976226,2.5054700155838613e-08,2.5054700155838613e-08
1706,0.0001277061310247518,3.4135925578279314e-08,3.4135925578279314e-08
1707,0.00012053891363653488,3.4135925578279314e-08,3.4135925578279314e-08
1708,0.00011248830248535211,3.4135925578279314e-08,3.4135925578279314e-08
1709,0.0001119283541421672,2.215076579302279e-08,2.215076579302279e-08
1710,0.00010488979751244187,2.215076579302279e-08,2.215076579302279e-08
1711,0.00010193058655464224,2.215076579302279e-08,2.215076579302279e-08
1712,9.24194381306214e-05,2.215076579302279e-08,2.215076579302279e-08
1713,8.979579849567796e-05,1.0818015182069627e-08,1.0818015182069627e-08
1714,8.988137519086845e-05,1.0818015182069627e-08,1.0818015182069627e-08
1715,9.020729443623818e-05,1.0818015182069627e-08,1.0818015182069627e-08
1716,8.715460509327906e-05,1.0818015182069627e-08,1.0818015182069627e-08
1717,8.895101512150307e-05,1.0818015182069627e-08,1.0818015182069627e-08
1718,8.897972293198109e-05,1.0818015182069627e-08,1.0818015182069627e-08
1719,9.251892541734768e-05,1.0818015182069627e-08,1.0818015182069627e-08
1720,9.299930700633143e-05,9.061128228690255e-09,9.061128228690255e-09
1721,9.264034347974562e-05,2.6581244380200327e-08,2.6581244380200327e-08
1722,9.410563299232828e-05,3.4308831077721284e-08,3.4308831077721284e-08
1723,9.623084146629221e-05,3.4308831077721284e-08,3.4308831077721284e-08
1724,9.811112353677995e-05,3.4308831077721284e-08,3.4308831077721284e-08
1725,9.661349966855986e-05,3.4308831077721284e-08,3.4308831077721284e-08
1726,9.900720137271232e-05,3.4308831077721284e-08,3.4308831077721284e-08
1727,0.00010007163759187929,2.5247702849031028e-08,2.5247702849031028e-08
1728,9.993483295797237e-05,7.727586697520955e-09,7.727586697520955e-09
1729,0.00010007458019702296,0.0,0.0
1730,9.476474120414682e-05,0.0,0.0
1731,9.173144124880699e-05,0.0,0.0
1732,8.71111624292098e-05,0.0,0.0
1733,8.68753663131169e-05,1.4049539182841336e-08,1.4049539182841336e-08
1734,8.984513260656968e-05,1.4049539182841336e-08,1.4049539182841336e-08
1735,8.69356663315557e-05,1.4049539182841336e-08,1.4049539182841336e-08
1736,8.639197351710339e-05,1.9561864255430398e-08,1.9561864255430398e-08
1737,9.359888645121828e-05,1.9561864255430398e-08,1.9561864255430398e-08
1738,0.00010569673655222036,1.9561864255430398e-08,1.9561864255430398e-08
1739,0.00011041027028113604,3.57164471966241e-08,3.57164471966241e-08
1740,0.00010415469400218822,2.166690801378276e-08,2.166690801378276e-08
1741,9.926884272967332e-05,2.166690801378276e-08,2.166690801378276e-08
1742,0.00010101773659698665,2.8044280294839804e-08,2.8044280294839804e-08
1743,9.80513432295993e-05,4.179474239711973e-08,4.179474239711973e-08
1744,9.741725599659341e-05,4.179474239711973e-08,4.179474239711973e-08
1745,9.072887145781092e-05,4.179474239711973e-08,4.179474239711973e-08
1746,9.030341087574405e-05,2.564015945592603e-08,2.564015945592603e-08
1747,9.545392614589738e-05,2.9799311209087265e-08,2.9799311209087265e-08
1748,9.928432804632134e-05,3.707877484414114e-08,3.707877484414114e-08
1749,0.00010531602103063571,3.07014025630841e-08,3.07014025630841e-08
1750,0.00011496649884585557,1.1438615388215112e-08,1.1438615388215112e-08
1751,0.00012328574354926656,1.857689265908188e-08,1.857689265908188e-08
1752,0.00012774079160798074,2.2475482808204106e-08,2.2475482808204106e-08
1753,0.0001335637633539071,2.2475482808204106e-08,2.2475482808204106e-08
1754,0.000145173748023808,2.2500399765590373e-08,2.2500399765590373e-08
1755,0.00015659859179452593,1.5220936130536496e-08,1.5220936130536496e-08
1756,0.00016709699619761004,1.8256406672126753e-08,1.8256406672126753e-08
1757,0.00017137279168569615,2.130152993678231e-08,2.130152993678231e-08
1758,0.00017090299557561854,2.6593591836590998e-08,2.6593591836590998e-08
1759,0.00017458635556977242,2.61737965904071e-08,2.61737965904071e-08
1760,0.0001766406889406166,3.149653058999645e-08,3.149653058999645e-08
1761,0.00017102394901615168,2.7312461879448946e-08,2.7312461879448946e-08
1762,0.0001663547133960362,2.9995043908976575e-08,2.9995043908976575e-08
1763,0.0001610878306174917,2.9798247932636253e-08,2.9798247932636253e-08
1764,0.0001618994865566492,2.6753124667980695e-08,2.6753124667980695e-08
1765,0.00016365678623385196,4.67442780356058e-08,4.67442780356058e-08
1766,0.0001614059354843838,5.006758740933037e-08,5.006758740933037e-08
1767,0.00016521099730328257,4.768935570252454e-08,4.768935570252454e-08
1768,0.00016503294214739332,4.768935570252454e-08,4.768935570252454e-08
1769,0.0001669180138768362,4.500677367299691e-08,4.500677367299691e-08
1770,0.00016621904589036212,4.216809910774698e-08,4.216809910774698e-08
1771,0.00016517709757733558,4.7433386742211173e-08,4.7433386742211173e-08
1772,0.00016403432528022677,1.5011894203910614e-08,1.5011894203910614e-08
1773,0.0001658454815956897,1.3400171638977554e-08,1.3400171638977554e-08
1774,0.0001642744485122551,1.0455669346194035e-08,1.0455669346194035e-08
1775,0.00017049156927636692,1.3344358507083598e-08,1.3344358507083598e-08
1776,0.00016928036140078411,1.605672801068587e-08,1.605672801068587e-08
1777,0.00017423309119684354,2.772892924797686e-08,2.772892924797686e-08
1778,0.0001739785449379789,2.2463641613512664e-08,2.2463641613512664e-08
1779,0.00017113905258676304,2.2463641613512664e-08,2.2463641613512664e-08
1780,0.0001685993338469416,1.7273259901782823e-08,1.7273259901782823e-08
1781,0.00017013620942764516,2.3010810273100494e-08,2.3010810273100494e-08
1782,0.00016809469421527216,2.2280254593657186e-08,2.2280254593657186e-08
1783,0.0001736240997810715,2.1742484130576097e-08,2.1742484130576097e-08
1784,0.000172408449413654,1.1734755008977312e-08,1.1734755008977312e-08
1785,0.00017219433669067387,1.3352877406954836e-08,1.3352877406954836e-08
1786,0.0001692716094631968,1.4692975724983626e-08,1.4692975724983626e-08
1787,0.00016975306789390743,1.7271258962685872e-08,1.7271258962685872e-08
1788,0.0001666055468376726,1.9373021028660072e-08,1.9373021028660072e-08
1789,0.00016593788209969977,2.0705041998374847e-08,2.0705041998374847e-08
1790,0.00016279845606602197,2.1844988294463163e-08,2.1844988294463163e-08
1791,0.00016096978340231414,2.995421219001823e-08,2.995421219001823e-08
1792,0.00016188955591392836,2.9424351843942986e-08,2.9424351843942986e-08
1793,0.00016636027430649847,3.3014363941065635e-08,3.3014363941065635e-08
1794,0.00016801916353870183,4.241190700225518e-08,4.241190700225518e-08
1795,0.00016754457776966904,3.731241081185642e-08,3.731241081185642e-08
1796,0.00016812349661319916,3.666674113540174e-08,3.666674113540174e-08
1797,0.00016753281358562942,3.5619890402317974e-08,3.5619890402317974e-08
1798,0.00016970089304127863,2.6424851069200324e-08,2.6424851069200324e-08
1799,0.00017064260360452214,2.773966738851235e-08,2.773966738851235e-08
1800,0.0001716646074783057,2.610286824784274e-08,2.610286824784274e-08
1801,0.00017493323165191605,1.9234787032981363e-08,1.9234787032981363e-08
1802,0.00018080561130773276,1.8231477978097084e-08,1.8231477978097084e-08
1803,0.00018452378987733806,2.0300992569539337e-08,2.0300992569539337e-08
1804,0.00018674411486634717,2.199930618626159e-08,2.199930618626159e-08
1805,0.00018710142467170954,2.2459359515027344e-08,2.2459359515027344e-08
1806,0.00018804433472853686,2.445163303578722e-08,2.445163303578722e-08
1807,0.00019034751416516623,2.576118867431936e-08,2.576118867431936e-08
1808,0.0001912746374728158,2.9597244972328392e-08,2.9597244972328392e-08
1809,0.0001960565464936995,3.383125684359405e-08,3.383125684359405e-08
1810,0.0001960081759274804,3.371188566398635e-08,3.371188566398635e-08
1811,0.00019919115792228176,3.419917257322222e-08,3.419917257322222e-08
1812,0.00019911236553785523,3.793462762960839e-08,3.793462762960839e-08
1813,0.00020102881535422057,3.703090507250246e-08,3.703090507250246e-08
1814,0.00020371177067447986,4.162219622928985e-08,4.162219622928985e-08
1815,0.00020175429693024074,3.287153555702511e-08,3.287153555702511e-08
1816,0.00019265354369833534,2.766170736911988e-08,2.766170736911988e-08
1817,0.00019219071587680707,2.732211615682648e-08,2.732211615682648e-08
1818,0.00019037006755492518,2.573337888809947e-08,2.573337888809947e-08
1819,0.0001887351765097784,2.561843438973556e-08,2.561843438973556e-08
1820,0.00018533696129452437,2.699090401974453e-08,2.699090401974453e-08
1821,0.00018240645087124513,1.9467951219352486e-08,1.9467951219352486e-08
1822,0.0001801140356941947,2.7883865058190135e-08,2.7883865058190135e-08
1823,0.00018050261964422783,3.1898908530487395e-08,3.1898908530487395e-08
1824,0.00017822588935294853,3.146747205663912e-08,3.146747205663912e-08
1825,0.0001754907363127651,3.506037124115632e-08,3.506037124115632e-08
1826,0.00017426504720268504,3.383759976977834e-08,3.383759976977834e-08
1827,0.0001733875147432887,3.273804249914747e-08,3.273804249914747e-08
1828,0.000171982215501235,3.503869245540565e-08,3.503869245540565e-08
1829,0.0001670629364005955,2.8818963469591707e-08,2.8818963469591707e-08
1830,0.0001669600044676502,2.50915791001814e-08,2.50915791001814e-08
1831,0.00016453838075644204,2.3854818311162618e-08,2.3854818311162618e-08
1832,0.00016276869739937996,2.1484535293682583e-08,2.1484535293682583e-08
1833,0.00016248156108693884,2.0769868872402445e-08,2.0769868872402445e-08
1834,0.000160588845444311,1.991243386052182e-08,1.991243386052182e-08
1835,0.0001590462530397677,1.8705430855041934e-08,1.8705430855041934e-08
1836,0.00016143608705273697,1.9843980680889217e-08,1.9843980680889217e-08
1837,0.00015971311118586788,2.251281827625462e-08,2.251281827625462e-08
1838,0.00015851289416397258,2.27790083938219e-08,2.27790083938219e-08
1839,0.00015632931068207005,2.1571529070943792e-08,2.1571529070943792e-08
1840,0.0001557468037520136,2.3687248226370424e-08,2.3687248226370424e-08
1841,0.00015400550910271704,2.4698887760418335e-08,2.4698887760418335e-08
1842,0.00015117792437584803,2.509643845119821e-08,2.509643845119821e-08
1843,0.00014939194495257522,2.5371885671786132e-08,2.5371885671786132e-08
1844,0.00014694337317320918,2.5194189591713567e-08,2.5194189591713567e-08
1845,0.00014527439114837243,2.4410277735650458e-08,2.4410277735650458e-08
1846,0.0001446165468743337,2.655256154631453e-08,2.655256154631453e-08
1847,0.0001407534915155598,2.6624102541664537e-08,2.6624102541664537e-08
1848,0.00013948607790682997,2.5330364599491465e-08,2.5330364599491465e-08
1849,0.00013886788344409849,2.4693719830841994e-08,2.4693719830841994e-08
1850,0.00013855918535097902,2.4498110207105128e-08,2.4498110207105128e-08
1851,0.00013752410346309522,2.4951477836257903e-08,2.4951477836257903e-08
1852,0.00013675318872888705,2.8041886273350817e-08,2.8041886273350817e-08
1853,0.00013635271170642227,2.6060246278396855e-08,2.6060246278396855e-08
1854,0.00013581980601884425,2.4433824360617758e-08,2.4433824360617758e-08
1855,0.00013460791628209075,2.4591408782319897e-08,2.4591408782319897e-08
1856,0.0001330996268994308,2.504757899503472e-08,2.504757899503472e-08
1857,0.00013077701857712652,2.6349556949055242e-08,2.6349556949055242e-08
1858,0.00012874201638624072,2.6792168483780188e-08,2.6792168483780188e-08
1859,0.0001258437634013327,2.3747958774070606e-08,2.3747958774070606e-08
1860,0.00012324970988889357,2.3635390279862023e-08,2.3635390279862023e-08
1861,0.00012111858814023435,2.4984677184290505e-08,2.4984677184290505e-08
1862,0.0001191800630684676,2.4263660541074776e-08,2.4263660541074776e-08
1863,0.00011730656946643389,2.3477674661519033e-08,2.3477674661519033e-08
1864,0.00011525898610541065,2.11111202170449e-08,2.11111202170449e-08
1865,0.00011347798759483599,1.8975430242968675e-08,1.8975430242968675e-08
1866,0.00011222195670208228,1.980112657966921e-08,1.980112657966921e-08
1867,0.00011038403525682432,1.9466103903401485e-08,1.9466103903401485e-08
1868,0.00010875040711003489,2.3438042364075174e-08,2.3438042364075174e-08
1869,0.0001066903309297881,2.2564042951549775e-08,2.2564042951549775e-08
1870,0.00010426632486217256,2.4422800670720335e-08,2.4422800670720335e-08
1871,0.00010208611430633547,2.484171662026873e-08,2.484171662026873e-08
1872,0.00010146469659438091,2.7251382737704588e-08,2.7251382737704588e-08
1873,0.00010000158882965999,2.6333868546097553e-08,2.6333868546097553e-08
1874,9.897869209193491e-05,2.6721674904552273e-08,2.6721674904552273e-08
1875,9.742866365870993e-05,2.6541985244575373e-08,2.6541985244575373e-08
1876,9.6393573455446e-05,2.9992578833214015e-08,2.9992578833214015e-08
1877,9.586067816209314e-05,2.985246589608843e-08,2.985246589608843e-08
1878,9.51568384022851e-05,3.262350009184242e-08,3.262350009184242e-08
1879,9.365272334045065e-05,3.060241685456536e-08,3.060241685456536e-08
1880,9.267883849263723e-05,3.229243336225604e-08,3.229243336225604e-08
1881,9.130797116085887e-05,3.2720963970080316e-08,3.2720963970080316e-08
1882,9.033312172895032e-05,2.7764632244091965e-08,2.7764632244091965e-08
1883,8.85785068801072e-05,2.7398771759326986e-08,2.7398771759326986e-08
1884,8.713992117139111e-05,2.5406371609700988e-08,2.5406371609700988e-08
1885,8.591392543166876e-05,2.2314403277537816e-08,2.2314403277537816e-08
1886,8.428507966787688e-05,2.3405680187644455e-08,2.3405680187644455e-08
1887,8.302891053192849e-05,2.3968867779444736e-08,2.3968867779444736e-08
1888,8.165006563233743e-05,2.2774016577337923e-08,2.2774016577337923e-08
1889,8.049893118108489e-05,2.5456352200795403e-08,2.5456352200795403e-08
1890,7.98066342083205e-05,2.3941272583475178e-08,2.3941272583475178e-08
1891,7.8890889458957e-05,2.4758826100423903e-08,2.4758826100423903e-08
1892,7.777677196177788e-05,2.4005320651911333e-08,2.4005320651911333e-08
1893,7.67870556696185e-05,2.2923895924366533e-08,2.2923895924366533e-08
1894,7.577046926598996e-05,2.0590094962358307e-08,2.0590094962358307e-08
1895,7.519984501414001e-05,2.121280370407216e-08,2.121280370407216e-08
1896,7.471201388398185e-05,1.719449014915751e-08,1.719449014915751e-08
1897,7.406876414149468e-05,1.7112312836583702e-08,1.7112312836583702e-08
1898,7.31530983882424e-05,1.648303791869564e-08,1.648303791869564e-08
1899,7.291395325280194e-05,1.6926805100427244e-08,1.6926805100427244e-08
1900,7.2169942931006e-05,1.7463227562432493e-08,1.7463227562432493e-08
1901,7.148238676433851e-05,1.8182152418587194e-08,1.8182152418587194e-08
1902,7.025369060491877e-05,1.7704116268240407e-08,1.7704116268240407e-08
1903,6.871320199154849e-05,1.7915323573853518e-08,1.7915323573853518e-08
1904,6.714383614183004e-05,1.8157358791118635e-08,1.8157358791118635e-08
1905,6.599204165727965e-05,1.9142006075461334e-08,1.9142006075461334e-08
1906,6.454242975451052e-05,1.924647895025698e-08,1.924647895025698e-08
1907,6.314336912639971e-05,1.7857762633712226e-08,1.7857762633712226e-08
1908,6.162795294325665e-05,1.805648900240645e-08,1.805648900240645e-08
1909,6.0573867293507124e-05,1.7792296651870336e-08,1.7792296651870336e-08
1910,5.92867327213753e-05,1.728116976502341e-08,1.728116976502341e-08
1911,5.817468523413741e-05,1.7047844786637663e-08,1.7047844786637663e-08
1912,5.649635048549888e-05,1.6504028873701567e-08,1.6504028873701567e-08
1913,5.46864778568436e-05,1.6127076309300848e-08,1.6127076309300848e-08
1914,5.3207839560595206e-05,1.6342079435714496e-08,1.6342079435714496e-08
1915,5.1943612301589125e-05,1.557670234067895e-08,1.557670234067895e-08
1916,5.0535904717565116e-05,1.4761397310841012e-08,1.4761397310841012e-08
1917,4.983526430026229e-05,1.4689152497534711e-08,1.4689152497534711e-08
1918,4.905570572840848e-05,1.3889200773624971e-08,1.3889200773624971e-08
1919,4.893597464875451e-05,1.3255679474712321e-08,1.3255679474712321e-08
1920,4.9125974328489974e-05,1.5442682053747247e-08,1.5442682053747247e-08
1921,4.948286160859945e-05,1.5180899965676938e-08,1.5180899965676938e-08
1922,4.9791380921046115e-05,1.501103787303139e-08,1.501103787303139e-08
1923,5.054288963687473e-05,1.5720458585682147e-08,1.5720458585682147e-08
1924,5.068092078935089e-05,1.596334150580755e-08,1.596334150580755e-08
1925,5.08871219478481e-05,1.58279234798085e-08,1.58279234798085e-08
1926,5.084018578470152e-05,1.6110752097477288e-08,1.6110752097477288e-08
1927,5.06758655579428e-05,1.3592965990889233e-08,1.3592965990889233e-08
1928,5.012347121789519e-05,1.3823867384132882e-08,1.3823867384132882e-08
1929,4.9881695823777204e-05,1.3670845534972744e-08,1.3670845534972744e-08
