ngram,chip,chip,chp,chip
1836,5.592381821121048e-07,5.592381821121048e-07,1.6500947433836392e-09,5.592381821121048e-07
1837,5.555032527939017e-07,5.555032527939017e-07,1.5965053247666917e-09,5.555032527939017e-07
1838,5.753129244112642e-07,5.753129244112642e-07,1.3775781785138212e-09,5.753129244112642e-07
1839,5.860177744969925e-07,5.860177744969925e-07,1.4346235628031373e-09,5.860177744969925e-07
1840,5.923265981826782e-07,5.923265981826782e-07,1.2627747419153528e-09,5.923265981826782e-07
1841,5.956455554821462e-07,5.956455554821462e-07,1.1404668003629175e-09,5.956455554821462e-07
1842,5.95028219712341e-07,5.95028219712341e-07,1.2161617586008739e-09,5.95028219712341e-07
1843,6.09485758624422e-07,6.09485758624422e-07,1.206675109039728e-09,6.09485758624422e-07
1844,6.252222500994062e-07,6.252222500994062e-07,1.1746994488248674e-09,6.252222500994062e-07
1845,5.937544642620196e-07,5.937544642620196e-07,1.0220479542054152e-09,5.937544642620196e-07
1846,5.795490177920978e-07,5.795490177920978e-07,8.599241517272458e-10,5.795490177920978e-07
1847,5.803008207294624e-07,5.803008207294624e-07,1.0873655031939933e-09,5.803008207294624e-07
1848,6.023529327389301e-07,6.023529327389301e-07,1.3696217533125982e-09,6.023529327389301e-07
1849,6.254878793957427e-07,6.254878793957427e-07,1.663755391393248e-09,6.254878793957427e-07
1850,6.278984951027919e-07,6.278984951027919e-07,1.9304702320826247e-09,6.278984951027919e-07
1851,6.521450310564043e-07,6.521450310564043e-07,2.240836218961714e-09,6.521450310564043e-07
1852,6.882386043928688e-07,6.882386043928688e-07,2.4936440729777284e-09,6.882386043928688e-07
1853,7.238728991459149e-07,7.238728991459149e-07,3.0075356966768093e-09,7.238728991459149e-07
1854,7.453518346015439e-07,7.453518346015439e-07,2.9570176783368295e-09,7.453518346015439e-07
1855,7.371386102152298e-07,7.371386102152298e-07,2.8323408380564227e-09,7.371386102152298e-07
1856,7.543332247093661e-07,7.543332247093661e-07,3.090126313562028e-09,7.543332247093661e-07
1857,7.702996234521769e-07,7.702996234521769e-07,3.0947765302816575e-09,7.702996234521769e-07
1858,7.606049215220472e-07,7.606049215220472e-07,3.505718191933381e-09,7.606049215220472e-07
1859,7.62381984843939e-07,7.62381984843939e-07,3.6794160575480207e-09,7.62381984843939e-07
1860,7.410350316864164e-07,7.410350316864164e-07,3.4052799786315244e-09,7.410350316864164e-07
1861,7.432993811562483e-07,7.432993811562483e-07,3.604664122747181e-09,7.432993811562483e-07
1862,7.475046248016172e-07,7.475046248016172e-07,3.850052847959822e-09,7.475046248016172e-07
1863,7.192003457540912e-07,7.192003457540912e-07,3.4367750232990245e-09,7.192003457540912e-07
1864,7.219119230025431e-07,7.219119230025431e-07,3.7120720465720426e-09,7.219119230025431e-07
1865,7.38463646549852e-07,7.38463646549852e-07,4.205665466676984e-09,7.38463646549852e-07
1866,7.548394884387173e-07,7.548394884387173e-07,4.3985144098408165e-09,7.548394884387173e-07
1867,7.911075954325497e-07,7.911075954325497e-07,4.9577874821389e-09,7.911075954325497e-07
1868,8.125682922712128e-07,8.125682922712128e-07,4.95401101093965e-09,8.125682922712128e-07
1869,8.217416507250164e-07,8.217416507250164e-07,4.6577971321174314e-09,8.217416507250164e-07
1870,8.516829715128032e-07,8.516829715128032e-07,4.4026034643326486e-09,8.516829715128032e-07
1871,8.707506659837756e-07,8.707506659837756e-07,4.196127485161278e-09,8.707506659837756e-07
1872,8.783432333205253e-07,8.783432333205253e-07,3.1084915356035683e-09,8.783432333205253e-07
1873,8.785806682811068e-07,8.785806682811068e-07,2.8012068934276815e-09,8.785806682811068e-07
1874,8.66494701767806e-07,8.66494701767806e-07,2.0164392060857087e-09,8.66494701767806e-07
1875,8.616386172174575e-07,8.616386172174575e-07,1.8491274543310153e-09,8.616386172174575e-07
1876,8.697714812504793e-07,8.697714812504793e-07,1.8390962403762907e-09,8.697714812504793e-07
1877,8.779695934078648e-07,8.779695934078648e-07,2.6211303524473604e-09,8.779695934078648e-07
1878,8.78924376073493e-07,8.78924376073493e-07,2.578223309449409e-09,8.78924376073493e-07
1879,8.874231493142101e-07,8.874231493142101e-07,2.7394030139531775e-09,8.874231493142101e-07
1880,9.074653835991089e-07,9.074653835991089e-07,3.0521799611525425e-09,9.074653835991089e-07
1881,9.388740116784382e-07,9.388740116784382e-07,3.3514856921458757e-09,9.388740116784382e-07
1882,9.52295538679339e-07,9.52295538679339e-07,3.4595954038049317e-09,9.52295538679339e-07
1883,9.491563527522626e-07,9.491563527522626e-07,3.8275147178674325e-09,9.491563527522626e-07
1884,9.549374096552908e-07,9.549374096552908e-07,3.3154130234842275e-09,9.549374096552908e-07
1885,9.606469818988574e-07,9.606469818988574e-07,3.3298620368985408e-09,9.606469818988574e-07
1886,9.797407025351795e-07,9.797407025351795e-07,3.475606786500813e-09,9.797407025351795e-07
1887,9.68237080607131e-07,9.68237080607131e-07,3.4310731398891546e-09,9.68237080607131e-07
1888,9.697215870931229e-07,9.697215870931229e-07,3.4573286138745677e-09,9.697215870931229e-07
1889,9.847400731034992e-07,9.847400731034992e-07,3.330122622102749e-09,9.847400731034992e-07
1890,1.0201000821195651e-06,1.0201000821195651e-06,2.9590957303530072e-09,1.0201000821195651e-06
1891,1.0216583551222617e-06,1.0216583551222617e-06,2.9465297186297742e-09,1.0216583551222617e-06
1892,1.0205156805958332e-06,1.0205156805958332e-06,3.063601911839393e-09,1.0205156805958332e-06
1893,1.0387316413990838e-06,1.0387316413990838e-06,2.8211122327093108e-09,1.0387316413990838e-06
1894,1.069206770612904e-06,1.069206770612904e-06,2.7489096713192598e-09,1.069206770612904e-06
1895,1.0742157314780343e-06,1.0742157314780343e-06,3.0001744897946635e-09,1.0742157314780343e-06
1896,1.0784140239853253e-06,1.0784140239853253e-06,3.3004978750028613e-09,1.0784140239853253e-06
1897,1.0821506829675594e-06,1.0821506829675594e-06,3.3870614249817012e-09,1.0821506829675594e-06
1898,1.0804567978084378e-06,1.0804567978084378e-06,3.4178635160182172e-09,1.0804567978084378e-06
1899,1.1082949933032587e-06,1.1082949933032587e-06,3.870611862767857e-09,1.1082949933032587e-06
1900,1.108008616159038e-06,1.108008616159038e-06,3.930328507095737e-09,1.108008616159038e-06
1901,1.1226515458214896e-06,1.1226515458214896e-06,4.09054853481702e-09,1.1226515458214896e-06
1902,1.133425208925993e-06,1.133425208925993e-06,4.587866594566289e-09,1.133425208925993e-06
1903,1.1775017745614086e-06,1.1775017745614086e-06,4.408373729550671e-09,1.1775017745614086e-06
1904,1.2724227644866914e-06,1.2724227644866914e-06,4.462166604467046e-09,1.2724227644866914e-06
1905,1.32139004043503e-06,1.32139004043503e-06,4.550435171525789e-09,1.32139004043503e-06
1906,1.3631349539926824e-06,1.3631349539926824e-06,4.301486373441727e-09,1.3631349539926824e-06
1907,1.376995295946212e-06,1.376995295946212e-06,4.347827177651555e-09,1.376995295946212e-06
1908,1.384303475658401e-06,1.384303475658401e-06,4.1873012041853434e-09,1.384303475658401e-06
1909,1.4138832804227214e-06,1.4138832804227214e-06,3.98456534433933e-09,1.4138832804227214e-06
1910,1.411512438867898e-06,1.411512438867898e-06,4.070338130038717e-09,1.411512438867898e-06
1911,1.3472124952126511e-06,1.3472124952126511e-06,4.213506527810702e-09,1.3472124952126511e-06
1912,1.3333436105053157e-06,1.3333436105053157e-06,4.128369202049953e-09,1.3333436105053157e-06
1913,1.3235624010121683e-06,1.3235624010121683e-06,4.016409554148075e-09,1.3235624010121683e-06
1914,1.3520094463664073e-06,1.3520094463664073e-06,4.409909485200306e-09,1.3520094463664073e-06
1915,1.3682604113845237e-06,1.3682604113845237e-06,4.954060336562602e-09,1.3682604113845237e-06
1916,1.3643538880257568e-06,1.3643538880257568e-06,4.54503774298993e-09,1.3643538880257568e-06
1917,1.3560650294104043e-06,1.3560650294104043e-06,4.5375947443915265e-09,1.3560650294104043e-06
1918,1.4172561090422927e-06,1.4172561090422927e-06,4.655153342168563e-09,1.4172561090422927e-06
1919,1.4934325918147806e-06,1.4934325918147806e-06,4.9048143324625926e-09,1.4934325918147806e-06
1920,1.515444539888579e-06,1.515444539888579e-06,4.78263273429036e-09,1.515444539888579e-06
1921,1.5188211851377024e-06,1.5188211851377024e-06,4.593817104492359e-09,1.5188211851377024e-06
1922,1.5450408130033923e-06,1.5450408130033923e-06,3.7109205073905726e-09,1.5450408130033923e-06
1923,1.5732529651099218e-06,1.5732529651099218e-06,3.365481004991011e-09,1.5732529651099218e-06
1924,1.5877572293123064e-06,1.5877572293123064e-06,3.075562471366311e-09,1.5877572293123064e-06
1925,1.5570477509234998e-06,1.5570477509234998e-06,2.600982508736495e-09,1.5570477509234998e-06
1926,1.5501960076237862e-06,1.5501960076237862e-06,3.0106917276689113e-09,1.5501960076237862e-06
1927,1.5749695064317036e-06,1.5749695064317036e-06,3.2060715986809943e-09,1.5749695064317036e-06
1928,1.6011668354362233e-06,1.6011668354362233e-06,2.9138521436980878e-09,1.6011668354362233e-06
1929,1.571074156864987e-06,1.571074156864987e-06,4.186083463990948e-09,1.571074156864987e-06
1930,1.5624347854879619e-06,1.5624347854879619e-06,4.207475050905478e-09,1.5624347854879619e-06
1931,1.552837602503132e-06,1.552837602503132e-06,4.561184525313828e-09,1.552837602503132e-06
1932,1.5536894092552496e-06,1.5536894092552496e-06,4.54392198471051e-09,1.5536894092552496e-06
1933,1.5277306277182236e-06,1.5277306277182236e-06,4.485897669199395e-09,1.5277306277182236e-06
1934,1.5011740320655268e-06,1.5011740320655268e-06,4.702731838866571e-09,1.5011740320655268e-06
1935,1.4927947274502782e-06,1.4927947274502782e-06,5.314388405532254e-09,1.4927947274502782e-06
1936,1.5346350892286864e-06,1.5346350892286864e-06,4.208096934402558e-09,1.5346350892286864e-06
1937,1.5813507486330179e-06,1.5813507486330179e-06,4.371798891154656e-09,1.5813507486330179e-06
1938,1.6644855642360717e-06,1.6644855642360717e-06,4.934751242556347e-09,1.6644855642360717e-06
1939,1.7400446462748472e-06,1.7400446462748472e-06,4.9460082537525605e-09,1.7400446462748472e-06
1940,1.8345947734945054e-06,1.8345947734945054e-06,4.210379140572635e-09,1.8345947734945054e-06
1941,1.977743197910188e-06,1.977743197910188e-06,3.85812485134299e-09,1.977743197910188e-06
1942,2.0729238810547812e-06,2.0729238810547812e-06,3.13479409097539e-09,2.0729238810547812e-06
1943,2.1576866921740086e-06,2.1576866921740086e-06,3.6150215360868695e-09,2.1576866921740086e-06
1944,2.2131064270070055e-06,2.2131064270070055e-06,3.726754825374355e-09,2.2131064270070055e-06
1945,2.2894411943395554e-06,2.2894411943395554e-06,3.2022248820849443e-09,2.2894411943395554e-06
1946,2.453197859202711e-06,2.453197859202711e-06,3.4084293482854785e-09,2.453197859202711e-06
1947,2.5212316034282722e-06,2.5212316034282722e-06,3.73731157132795e-09,2.5212316034282722e-06
1948,2.573279516582261e-06,2.573279516582261e-06,3.6921187060049274e-09,2.573279516582261e-06
1949,2.6322334503804868e-06,2.6322334503804868e-06,4.549641235180551e-09,2.6322334503804868e-06
1950,2.7178841069793895e-06,2.7178841069793895e-06,4.123574307409886e-09,2.7178841069793895e-06
1951,2.8673965906429137e-06,2.8673965906429137e-06,4.672913104083623e-09,2.8673965906429137e-06
1952,2.934358885145879e-06,2.934358885145879e-06,4.517613172438928e-09,2.934358885145879e-06
1953,2.9082345268502e-06,2.9082345268502e-06,4.526661109441729e-09,2.9082345268502e-06
1954,2.916038023873365e-06,2.916038023873365e-06,4.335015711477906e-09,2.916038023873365e-06
1955,2.9277619302904767e-06,2.9277619302904767e-06,4.798342104602885e-09,2.9277619302904767e-06
1956,2.9408097686557866e-06,2.9408097686557866e-06,4.274919275713631e-09,2.9408097686557866e-06
1957,2.9799425971889704e-06,2.9799425971889704e-06,4.867026718155135e-09,2.9799425971889704e-06
1958,2.8982970954010464e-06,2.8982970954010464e-06,4.526640205528208e-09,2.8982970954010464e-06
1959,2.911541319658032e-06,2.911541319658032e-06,4.9094332726135855e-09,2.911541319658032e-06
1960,2.9055175738384217e-06,2.9055175738384217e-06,5.4865693258473615e-09,2.9055175738384217e-06
1961,2.9353478631881965e-06,2.9353478631881965e-06,6.089863343764332e-09,2.9353478631881965e-06
1962,2.940565601810314e-06,2.940565601810314e-06,6.178114337578628e-09,2.940565601810314e-06
1963,3.0086276053355377e-06,3.0086276053355377e-06,6.2086764935591936e-09,3.0086276053355377e-06
1964,3.0305724456931264e-06,3.0305724456931264e-06,6.702312482786965e-09,3.0305724456931264e-06
1965,3.152542376483325e-06,3.152542376483325e-06,6.996210024011264e-09,3.152542376483325e-06
1966,3.211317529608745e-06,3.211317529608745e-06,7.999420871738851e-09,3.211317529608745e-06
1967,3.3146454825327964e-06,3.3146454825327964e-06,9.928264242477423e-09,3.3146454825327964e-06
1968,3.380272216548162e-06,3.380272216548162e-06,1.1003007838183976e-08,3.380272216548162e-06
1969,3.5479519218435077e-06,3.5479519218435077e-06,1.2486158392935716e-08,3.5479519218435077e-06
1970,3.6597673767703654e-06,3.6597673767703654e-06,1.4251753999161565e-08,3.6597673767703654e-06
1971,3.7625729549160625e-06,3.7625729549160625e-06,1.4423816871048497e-08,3.7625729549160625e-06
1972,3.8714652613894685e-06,3.8714652613894685e-06,1.5262451619995384e-08,3.8714652613894685e-06
1973,4.070672990305216e-06,4.070672990305216e-06,1.5598222015609864e-08,4.070672990305216e-06
1974,4.364527772590268e-06,4.364527772590268e-06,1.6979268150204722e-08,4.364527772590268e-06
1975,4.739223121370222e-06,4.739223121370222e-06,1.692386180402699e-08,4.739223121370222e-06
1976,5.039848994264113e-06,5.039848994264113e-06,2.3322736377094444e-08,5.039848994264113e-06
1977,5.479103102905876e-06,5.479103102905876e-06,2.3903486555200615e-08,5.479103102905876e-06
1978,5.986088841122442e-06,5.986088841122442e-06,2.809902951586959e-08,5.986088841122442e-06
1979,6.687578466621094e-06,6.687578466621094e-06,3.107588954419173e-08,6.687578466621094e-06
1980,7.429218775152029e-06,7.429218775152029e-06,3.7935173224923346e-08,7.429218775152029e-06
1981,8.208191112706637e-06,8.208191112706637e-06,3.737033971162873e-08,8.208191112706637e-06
1982,9.05480659899435e-06,9.05480659899435e-06,4.579177646592468e-08,9.05480659899435e-06
1983,9.879553025322302e-06,9.879553025322302e-06,3.9507263492412544e-08,9.879553025322302e-06
1984,1.0481598565093009e-05,1.0481598565093009e-05,4.8794902087122086e-08,1.0481598565093009e-05
1985,1.0844184414184252e-05,1.0844184414184252e-05,4.544814937089216e-08,1.0844184414184252e-05
1986,1.0972614940588496e-05,1.0972614940588496e-05,4.9672940554452387e-08,1.0972614940588496e-05
1987,1.0959585519490897e-05,1.0959585519490897e-05,4.2783964688502303e-08,1.0959585519490897e-05
1988,1.0736521159872478e-05,1.0736521159872478e-05,4.605785505365897e-08,1.0736521159872478e-05
1989,1.039801307862425e-05,1.039801307862425e-05,3.7501951639334104e-08,1.039801307862425e-05
1990,1.0015414513223472e-05,1.0015414513223472e-05,4.1351772672726383e-08,1.0015414513223472e-05
1991,9.897286612873099e-06,9.897286612873099e-06,3.323228460670537e-08,9.897286612873099e-06
1992,9.984245220299012e-06,9.984245220299012e-06,3.846041694645562e-08,9.984245220299012e-06
1993,9.989951909769193e-06,9.989951909769193e-06,3.334681470639518e-08,9.989951909769193e-06
1994,1.0114010495142014e-05,1.0114010495142014e-05,3.758750136536751e-08,1.0114010495142014e-05
1995,1.0274648047925439e-05,1.0274648047925439e-05,3.663266946927836e-08,1.0274648047925439e-05
1996,1.0387308066128753e-05,1.0387308066128753e-05,4.116422631333145e-08,1.0387308066128753e-05
1997,1.0453036468658996e-05,1.0453036468658996e-05,3.770083851455703e-08,1.0453036468658996e-05
1998,1.0395745578404916e-05,1.0395745578404916e-05,3.826634729721588e-08,1.0395745578404916e-05
1999,1.0282455540228902e-05,1.0282455540228902e-05,3.562946179361656e-08,1.0282455540228902e-05
2000,1.020416402752744e-05,1.020416402752744e-05,3.873722320690831e-08,1.020416402752744e-05
2001,1.0123495875242433e-05,1.0123495875242433e-05,3.755867490034299e-08,1.0123495875242433e-05
2002,9.979203371455827e-06,9.979203371455827e-06,3.7796913789277046e-08,9.979203371455827e-06
2003,9.712829523778055e-06,9.712829523778055e-06,3.478639091066985e-08,9.712829523778055e-06
2004,9.440227716238172e-06,9.440227716238172e-06,3.6616752550701544e-08,9.440227716238172e-06
2005,9.040676169596346e-06,9.040676169596346e-06,3.42630825299141e-08,9.040676169596346e-06
2006,8.652577889733948e-06,8.652577889733948e-06,3.215079834108435e-08,8.652577889733948e-06
2007,8.401173415352656e-06,8.401173415352656e-06,2.846935741120303e-08,8.401173415352656e-06
2008,8.136839694218776e-06,8.136839694218776e-06,2.627035884066637e-08,8.136839694218776e-06
2009,8.001995411177631e-06,8.001995411177631e-06,2.2038356409633967e-08,8.001995411177631e-06
2010,7.890408466794594e-06,7.890408466794594e-06,2.2595649795675854e-08,7.890408466794594e-06
2011,7.802582591206633e-06,7.802582591206633e-06,2.2760112017294887e-08,7.802582591206633e-06
2012,7.704216581519826e-06,7.704216581519826e-06,2.4230935480318294e-08,7.704216581519826e-06
2013,7.697639635547862e-06,7.697639635547862e-06,2.3765846433678106e-08,7.697639635547862e-06
2014,7.609507000389775e-06,7.609507000389775e-06,2.4240809994223256e-08,7.609507000389775e-06
2015,7.455646482412703e-06,7.455646482412703e-06,2.4862048420004612e-08,7.455646482412703e-06
2016,7.2104562605090905e-06,7.2104562605090905e-06,2.5447636379080255e-08,7.2104562605090905e-06
2017,7.123939894881914e-06,7.123939894881914e-06,2.5036878644376277e-08,7.123939894881914e-06
2018,7.088465554261347e-06,7.088465554261347e-06,2.3031449103427802e-08,7.088465554261347e-06
2019,7.202355959634588e-06,7.202355959634588e-06,2.2033056712444932e-08,7.202355959634588e-06
