ngram,chip,chip,chp,chip
1588,6.695058151048475e-07,6.695058151048475e-07,0.0,6.695058151048475e-07
1589,6.695058151048475e-07,6.695058151048475e-07,0.0,6.695058151048475e-07
1590,6.695058151048475e-07,6.695058151048475e-07,0.0,6.695058151048475e-07
1591,6.695058151048475e-07,6.695058151048475e-07,0.0,6.695058151048475e-07
1592,6.695058151048475e-07,6.695058151048475e-07,0.0,6.695058151048475e-07
1593,8.927825417361288e-07,8.927825417361288e-07,0.0,8.927825417361288e-07
1594,8.927825417361288e-07,8.927825417361288e-07,0.0,8.927825417361288e-07
1595,2.2327672663128135e-07,2.2327672663128135e-07,0.0,2.2327672663128135e-07
1596,2.2327672663128135e-07,2.2327672663128135e-07,0.0,2.2327672663128135e-07
1597,2.2327672663128135e-07,2.2327672663128135e-07,0.0,2.2327672663128135e-07
1598,3.5597847564921334e-07,3.5597847564921334e-07,0.0,3.5597847564921334e-07
1599,3.5597847564921334e-07,3.5597847564921334e-07,0.0,3.5597847564921334e-07
1600,1.3270174901793196e-07,1.3270174901793196e-07,0.0,1.3270174901793196e-07
1601,1.3270174901793196e-07,1.3270174901793196e-07,0.0,1.3270174901793196e-07
1602,1.3270174901793196e-07,1.3270174901793196e-07,0.0,1.3270174901793196e-07
1603,1.3270174901793196e-07,1.3270174901793196e-07,0.0,1.3270174901793196e-07
1604,1.3270174901793196e-07,1.3270174901793196e-07,0.0,1.3270174901793196e-07
1605,0.0,0.0,0.0,0.0
1606,0.0,0.0,0.0,0.0
1607,0.0,0.0,0.0,0.0
1608,0.0,0.0,0.0,0.0
1609,0.0,0.0,0.0,0.0
1610,2.548965280116785e-07,2.548965280116785e-07,0.0,2.548965280116785e-07
1611,2.548965280116785e-07,2.548965280116785e-07,0.0,2.548965280116785e-07
1612,2.548965280116785e-07,2.548965280116785e-07,0.0,2.548965280116785e-07
1613,2.548965280116785e-07,2.548965280116785e-07,0.0,2.548965280116785e-07
1614,2.548965280116785e-07,2.548965280116785e-07,0.0,2.548965280116785e-07
1615,2.548965280116785e-07,2.548965280116785e-07,0.0,2.548965280116785e-07
1616,2.548965280116785e-07,2.548965280116785e-07,0.0,2.548965280116785e-07
1617,0.0,0.0,0.0,0.0
1618,0.0,0.0,0.0,0.0
1619,4.5013799925592526e-07,4.5013799925592526e-07,0.0,4.5013799925592526e-07
1620,5.50876913101612e-07,5.50876913101612e-07,0.0,5.50876913101612e-07
1621,5.50876913101612e-07,5.50876913101612e-07,0.0,5.50876913101612e-07
1622,5.50876913101612e-07,5.50876913101612e-07,0.0,5.50876913101612e-07
1623,5.50876913101612e-07,5.50876913101612e-07,0.0,5.50876913101612e-07
1624,5.50876913101612e-07,5.50876913101612e-07,0.0,5.50876913101612e-07
1625,5.50876913101612e-07,5.50876913101612e-07,0.0,5.50876913101612e-07
1626,1.0073891384568664e-07,1.0073891384568664e-07,0.0,1.0073891384568664e-07
1627,0.0,0.0,0.0,0.0
1628,6.55116260921724e-08,6.55116260921724e-08,0.0,6.55116260921724e-08
1629,1.4804096995898623e-07,1.4804096995898623e-07,0.0,1.4804096995898623e-07
1630,1.4804096995898623e-07,1.4804096995898623e-07,0.0,1.4804096995898623e-07
1631,1.4804096995898623e-07,1.4804096995898623e-07,0.0,1.4804096995898623e-07
1632,1.4804096995898623e-07,1.4804096995898623e-07,0.0,1.4804096995898623e-07
1633,1.4804096995898623e-07,1.4804096995898623e-07,0.0,1.4804096995898623e-07
1634,1.4804096995898623e-07,1.4804096995898623e-07,0.0,1.4804096995898623e-07
1635,8.252934386681382e-08,8.252934386681382e-08,0.0,8.252934386681382e-08
1636,8.684440899742185e-08,8.684440899742185e-08,0.0,8.684440899742185e-08
1637,1.60004536350503e-07,1.60004536350503e-07,0.0,1.60004536350503e-07
1638,2.946746105538166e-07,2.946746105538166e-07,0.0,2.946746105538166e-07
1639,2.946746105538166e-07,2.946746105538166e-07,0.0,2.946746105538166e-07
1640,3.9748266544847866e-07,3.9748266544847866e-07,0.0,3.9748266544847866e-07
1641,3.9748266544847866e-07,3.9748266544847866e-07,0.0,3.9748266544847866e-07
1642,3.9748266544847866e-07,3.9748266544847866e-07,0.0,3.9748266544847866e-07
1643,4.0096070311587286e-07,4.0096070311587286e-07,0.0,4.0096070311587286e-07
1644,3.2780057576279174e-07,3.2780057576279174e-07,0.0,3.2780057576279174e-07
1645,2.422473325428395e-07,2.422473325428395e-07,0.0,2.422473325428395e-07
1646,2.422473325428395e-07,2.422473325428395e-07,0.0,2.422473325428395e-07
1647,1.3943927764817739e-07,1.3943927764817739e-07,0.0,1.3943927764817739e-07
1648,2.769869849674121e-07,2.769869849674121e-07,4.584923577307823e-08,2.769869849674121e-07
1649,5.898980849191762e-07,5.898980849191762e-07,4.584923577307823e-08,5.898980849191762e-07
1650,8.07016582322311e-07,8.07016582322311e-07,4.584923577307823e-08,8.07016582322311e-07
1651,1.0220169883723429e-06,1.0220169883723429e-06,4.584923577307823e-08,1.0220169883723429e-06
1652,1.2512571499558232e-06,1.2512571499558232e-06,4.584923577307823e-08,1.2512571499558232e-06
1653,1.2512571499558232e-06,1.2512571499558232e-06,4.584923577307823e-08,1.2512571499558232e-06
1654,1.3342235222678158e-06,1.3342235222678158e-06,4.584923577307823e-08,1.3342235222678158e-06
1655,1.196675814948581e-06,1.196675814948581e-06,0.0,1.196675814948581e-06
1656,9.290720462169182e-07,9.290720462169182e-07,0.0,9.290720462169182e-07
1657,7.328488322855264e-07,7.328488322855264e-07,0.0,7.328488322855264e-07
1658,6.250796949253916e-07,6.250796949253916e-07,5.361563434494851e-08,6.250796949253916e-07
1659,4.110570728244056e-07,4.110570728244056e-07,5.361563434494851e-08,4.110570728244056e-07
1660,5.71406673088859e-07,5.71406673088859e-07,5.361563434494851e-08,5.71406673088859e-07
1661,4.884403007768665e-07,4.884403007768665e-07,5.361563434494851e-08,4.884403007768665e-07
1662,5.290401605049868e-07,5.290401605049868e-07,5.361563434494851e-08,5.290401605049868e-07
1663,4.837328292848854e-07,4.837328292848854e-07,5.361563434494851e-08,4.837328292848854e-07
1664,4.904240386492477e-07,4.904240386492477e-07,5.361563434494851e-08,4.904240386492477e-07
1665,5.154676167811496e-07,5.154676167811496e-07,0.0,5.154676167811496e-07
1666,4.910816439210716e-07,4.910816439210716e-07,0.0,4.910816439210716e-07
1667,3.956366754209739e-07,3.956366754209739e-07,0.0,3.956366754209739e-07
1668,4.83143107235914e-07,4.83143107235914e-07,0.0,4.83143107235914e-07
1669,5.024514320796567e-07,5.024514320796567e-07,0.0,5.024514320796567e-07
1670,6.183989325693671e-07,6.183989325693671e-07,0.0,6.183989325693671e-07
1671,6.56930763755424e-07,6.56930763755424e-07,1.1733058207547791e-07,6.56930763755424e-07
1672,6.722595336278963e-07,6.722595336278963e-07,1.4193118350444171e-07,6.722595336278963e-07
1673,6.817968767336424e-07,6.817968767336424e-07,1.4193118350444171e-07,6.817968767336424e-07
1674,6.494227692753287e-07,6.494227692753287e-07,1.4193118350444171e-07,6.494227692753287e-07
1675,6.991903355973201e-07,6.991903355973201e-07,1.7624968303867457e-07,6.991903355973201e-07
1676,6.822286613734312e-07,6.822286613734312e-07,1.7624968303867457e-07,6.822286613734312e-07
1677,5.998673588335026e-07,5.998673588335026e-07,1.7624968303867457e-07,5.998673588335026e-07
1678,4.4342658814652426e-07,4.4342658814652426e-07,5.8919100963196665e-08,4.4342658814652426e-07
1679,4.342535869942107e-07,4.342535869942107e-07,3.431849953423287e-08,4.342535869942107e-07
1680,4.2097170397222984e-07,4.2097170397222984e-07,3.431849953423287e-08,4.2097170397222984e-07
1681,4.55568722048026e-07,4.55568722048026e-07,3.431849953423287e-08,4.55568722048026e-07
1682,3.3845575688116825e-07,3.3845575688116825e-07,0.0,3.3845575688116825e-07
1683,2.95509246533194e-07,2.95509246533194e-07,0.0,2.95509246533194e-07
1684,3.788093668585394e-07,3.788093668585394e-07,0.0,3.788093668585394e-07
1685,3.990151985330418e-07,3.990151985330418e-07,0.0,3.990151985330418e-07
1686,3.987306241372478e-07,3.987306241372478e-07,0.0,3.987306241372478e-07
1687,3.6252676644770485e-07,3.6252676644770485e-07,0.0,3.6252676644770485e-07
1688,3.419908024073136e-07,3.419908024073136e-07,0.0,3.419908024073136e-07
1689,3.5340093924267943e-07,3.5340093924267943e-07,0.0,3.5340093924267943e-07
1690,3.5340093924267943e-07,3.5340093924267943e-07,0.0,3.5340093924267943e-07
1691,2.3651462096755234e-07,2.3651462096755234e-07,0.0,2.3651462096755234e-07
1692,2.3997683383316014e-07,2.3997683383316014e-07,0.0,2.3997683383316014e-07
1693,2.585867682520464e-07,2.585867682520464e-07,0.0,2.585867682520464e-07
1694,2.585867682520464e-07,2.585867682520464e-07,0.0,2.585867682520464e-07
1695,2.2750199337094402e-07,2.2750199337094402e-07,0.0,2.2750199337094402e-07
1696,2.431686628564681e-07,2.431686628564681e-07,0.0,2.431686628564681e-07
1697,6.692989903253224e-07,6.692989903253224e-07,0.0,6.692989903253224e-07
1698,7.31526613760382e-07,7.31526613760382e-07,0.0,7.31526613760382e-07
1699,7.470671903320181e-07,7.470671903320181e-07,0.0,7.470671903320181e-07
1700,5.903112147669682e-07,5.903112147669682e-07,1.29978526989102e-08,5.903112147669682e-07
1701,6.483117707440605e-07,6.483117707440605e-07,1.29978526989102e-08,6.483117707440605e-07
1702,6.927307651949377e-07,6.927307651949377e-07,1.29978526989102e-08,6.927307651949377e-07
1703,6.454929259039741e-07,6.454929259039741e-07,1.29978526989102e-08,6.454929259039741e-07
1704,2.1936259843511964e-07,2.1936259843511964e-07,1.29978526989102e-08,2.1936259843511964e-07
1705,1.6629277967337786e-07,1.6629277967337786e-07,1.29978526989102e-08,1.6629277967337786e-07
1706,1.6031030623610475e-07,1.6031030623610475e-07,3.514861849193299e-08,1.6031030623610475e-07
1707,2.3322502430898696e-07,2.3322502430898696e-07,2.215076579302279e-08,2.3322502430898696e-07
1708,1.8487033567485662e-07,1.8487033567485662e-07,2.215076579302279e-08,1.8487033567485662e-07
1709,1.3696955392106247e-07,1.3696955392106247e-07,2.215076579302279e-08,1.3696955392106247e-07
1710,1.5418457723269186e-07,1.5418457723269186e-07,2.215076579302279e-08,1.5418457723269186e-07
1711,3.3833882083302213e-07,3.3833882083302213e-07,3.184309451041502e-08,3.3833882083302213e-07
1712,1.339479043492377e-06,1.339479043492377e-06,4.270651438836077e-08,1.339479043492377e-06
1713,1.3387069413641126e-06,1.3387069413641126e-06,2.055574859533798e-08,1.3387069413641126e-06
1714,1.7060863066425164e-06,1.7060863066425164e-06,2.055574859533798e-08,1.7060863066425164e-06
1715,1.6964404392995545e-06,1.6964404392995545e-06,2.055574859533798e-08,1.6964404392995545e-06
1716,1.7021253394692134e-06,1.7021253394692134e-06,2.055574859533798e-08,1.7021253394692134e-06
1717,1.7307587480023097e-06,1.7307587480023097e-06,2.055574859533798e-08,1.7307587480023097e-06
1718,1.5620880172865067e-06,1.5620880172865067e-06,1.086341987794575e-08,1.5620880172865067e-06
1719,5.781294741983142e-07,5.781294741983142e-07,0.0,5.781294741983142e-07
1720,5.547365568807956e-07,5.547365568807956e-07,0.0,5.547365568807956e-07
1721,1.3196258968101964e-07,1.3196258968101964e-07,8.760058075755036e-09,1.3196258968101964e-07
1722,2.710591502363968e-07,2.710591502363968e-07,8.760058075755036e-09,2.710591502363968e-07
1723,2.718747619415548e-07,2.718747619415548e-07,8.760058075755036e-09,2.718747619415548e-07
1724,2.612518475838702e-07,2.612518475838702e-07,6.746925659431976e-08,2.612518475838702e-07
1725,3.2665081915540994e-07,3.2665081915540994e-07,6.746925659431976e-08,3.2665081915540994e-07
1726,3.0031133491092987e-07,3.0031133491092987e-07,6.746925659431976e-08,3.0031133491092987e-07
1727,3.3230650282283545e-07,3.3230650282283545e-07,6.746925659431976e-08,3.3230650282283545e-07
1728,3.2126594667098676e-07,3.2126594667098676e-07,5.8709198518564724e-08,3.2126594667098676e-07
1729,2.076572930117696e-07,2.076572930117696e-07,5.8709198518564724e-08,2.076572930117696e-07
1730,2.464144291788476e-07,2.464144291788476e-07,5.8709198518564724e-08,2.464144291788476e-07
1731,2.1118891169180642e-07,2.1118891169180642e-07,0.0,2.1118891169180642e-07
1732,2.3670133434247225e-07,2.3670133434247225e-07,6.258523857890655e-09,2.3670133434247225e-07
1733,2.5777564210167317e-07,2.5777564210167317e-07,6.258523857890655e-09,2.5777564210167317e-07
1734,2.6317493048314387e-07,2.6317493048314387e-07,6.258523857890655e-09,2.6317493048314387e-07
1735,2.8256307465263877e-07,2.8256307465263877e-07,6.258523857890655e-09,2.8256307465263877e-07
1736,2.625874928290679e-07,2.625874928290679e-07,6.258523857890655e-09,2.625874928290679e-07
1737,2.0530482862974558e-07,2.0530482862974558e-07,6.258523857890655e-09,2.0530482862974558e-07
1738,2.1628846117291038e-07,2.1628846117291038e-07,1.1750340129473053e-08,2.1628846117291038e-07
1739,1.2604813700737134e-07,1.2604813700737134e-07,5.491816271582398e-09,1.2604813700737134e-07
1740,2.2477028695431856e-07,2.2477028695431856e-07,5.491816271582398e-09,2.2477028695431856e-07
1741,3.2090711700659214e-07,3.2090711700659214e-07,5.491816271582398e-09,3.2090711700659214e-07
1742,3.5881313666306725e-07,3.5881313666306725e-07,5.491816271582398e-09,3.5881313666306725e-07
1743,3.821949913377206e-07,3.821949913377206e-07,5.491816271582398e-09,3.821949913377206e-07
1744,4.2237153406534033e-07,4.2237153406534033e-07,9.955876631043533e-09,4.2237153406534033e-07
1745,4.4294578214833435e-07,4.4294578214833435e-07,4.464060359461135e-09,4.4294578214833435e-07
1746,4.4172513063196153e-07,4.4172513063196153e-07,4.464060359461135e-09,4.4172513063196153e-07
1747,4.0095255623587687e-07,4.0095255623587687e-07,4.464060359461135e-09,4.0095255623587687e-07
1748,2.9839719063927207e-07,2.9839719063927207e-07,4.464060359461135e-09,2.9839719063927207e-07
1749,2.693104294491734e-07,2.693104294491734e-07,9.419340735965826e-09,2.693104294491734e-07
1750,3.030921484586153e-07,3.030921484586153e-07,1.2718072182695193e-08,3.030921484586153e-07
1751,3.0217612894440596e-07,3.0217612894440596e-07,1.1823150458667442e-08,3.0217612894440596e-07
1752,3.057055591528167e-07,3.057055591528167e-07,1.572174060778967e-08,3.057055591528167e-07
1753,3.360357985522049e-07,3.360357985522049e-07,1.572174060778967e-08,3.360357985522049e-07
1754,2.863003954546782e-07,2.863003954546782e-07,1.990580931833717e-08,2.863003954546782e-07
1755,2.963563494924009e-07,2.963563494924009e-07,1.990580931833717e-08,2.963563494924009e-07
1756,2.8291768014046935e-07,2.8291768014046935e-07,1.495052894183248e-08,2.8291768014046935e-07
1757,2.6591863136867945e-07,2.6591863136867945e-07,1.1651797495103113e-08,2.6591863136867945e-07
1758,2.5151878649662e-07,2.5151878649662e-07,1.4297828445007456e-08,2.5151878649662e-07
1759,2.4078303998261876e-07,2.4078303998261876e-07,1.039923829588523e-08,2.4078303998261876e-07
1760,2.460848419007432e-07,2.460848419007432e-07,1.5721972295474577e-08,2.460848419007432e-07
1761,2.6675657441696134e-07,2.6675657441696134e-07,1.1537903584927075e-08,2.6675657441696134e-07
1762,2.408068106823131e-07,2.408068106823131e-07,1.1537903584927075e-08,2.408068106823131e-07
1763,2.3659056377515038e-07,2.3659056377515038e-07,1.1537903584927075e-08,2.3659056377515038e-07
1764,3.426904169957977e-07,3.426904169957977e-07,1.1537903584927075e-08,3.426904169957977e-07
1765,5.153060982365787e-07,5.153060982365787e-07,5.322733999589348e-09,5.153060982365787e-07
1766,5.317671585609267e-07,5.317671585609267e-07,5.322733999589348e-09,5.317671585609267e-07
1767,5.901477696365223e-07,5.901477696365223e-07,0.0,5.901477696365223e-07
1768,6.421116316752367e-07,6.421116316752367e-07,2.682212547305036e-09,6.421116316752367e-07
1769,7.15448700410499e-07,7.15448700410499e-07,2.682212547305036e-09,7.15448700410499e-07
1770,8.022018310579629e-07,8.022018310579629e-07,2.682212547305036e-09,8.022018310579629e-07
1771,7.452003062878378e-07,7.452003062878378e-07,2.682212547305036e-09,7.452003062878378e-07
1772,5.925373370376162e-07,5.925373370376162e-07,5.318294376317161e-09,5.925373370376162e-07
1773,6.114141025851236e-07,6.114141025851236e-07,7.91348523218208e-09,6.114141025851236e-07
1774,5.532443196898384e-07,5.532443196898384e-07,1.05859483718567e-08,5.532443196898384e-07
1775,4.830958256921544e-07,4.830958256921544e-07,7.903735824551665e-09,4.830958256921544e-07
1776,4.4528764777039343e-07,4.4528764777039343e-07,7.903735824551665e-09,4.4528764777039343e-07
1777,3.9986347896306794e-07,3.9986347896306794e-07,1.0821786133874411e-08,3.9986347896306794e-07
1778,3.3846202589821975e-07,3.3846202589821975e-07,1.0821786133874411e-08,3.3846202589821975e-07
1779,3.5769077807604586e-07,3.5769077807604586e-07,8.185704304862286e-09,3.5769077807604586e-07
1780,3.3323849330762254e-07,3.3323849330762254e-07,5.590513448997367e-09,3.3323849330762254e-07
1781,3.570498482271692e-07,3.570498482271692e-07,2.9180503093227473e-09,3.570498482271692e-07
1782,4.029670727894492e-07,4.029670727894492e-07,2.9180503093227473e-09,4.029670727894492e-07
1783,4.3245350411780237e-07,4.3245350411780237e-07,5.092649349843928e-09,4.3245350411780237e-07
1784,4.4400032704418534e-07,4.4400032704418534e-07,2.174599040521181e-09,4.4400032704418534e-07
1785,4.5593403033957915e-07,4.5593403033957915e-07,3.792721438498705e-09,4.5593403033957915e-07
1786,5.433229992896875e-07,5.433229992896875e-07,3.792721438498705e-09,5.433229992896875e-07
1787,5.686755498248073e-07,5.686755498248073e-07,5.081863057349827e-09,5.686755498248073e-07
1788,5.110725709300823e-07,5.110725709300823e-07,5.081863057349827e-09,5.110725709300823e-07
1789,4.752616190119495e-07,4.752616190119495e-07,5.081863057349827e-09,4.752616190119495e-07
1790,4.6123275256247454e-07,4.6123275256247454e-07,4.012112420070935e-09,4.6123275256247454e-07
1791,4.4453726794862245e-07,4.4453726794862245e-07,5.0980786576409236e-09,4.4453726794862245e-07
1792,4.3623074727098097e-07,4.3623074727098097e-07,5.656480363467966e-09,4.3623074727098097e-07
1793,3.281846078704932e-07,3.281846078704932e-07,6.642502484563043e-09,3.281846078704932e-07
1794,4.4024645871689116e-07,4.4024645871689116e-07,6.35134643291378e-09,4.4024645871689116e-07
1795,4.899301464839872e-07,4.899301464839872e-07,6.35134643291378e-09,4.899301464839872e-07
1796,5.049379905943039e-07,5.049379905943039e-07,6.35134643291378e-09,5.049379905943039e-07
1797,5.273191610350685e-07,5.273191610350685e-07,6.380345331434358e-09,5.273191610350685e-07
1798,5.551187476677504e-07,5.551187476677504e-07,6.451692450123606e-09,5.551187476677504e-07
1799,5.848032661301009e-07,5.848032661301009e-07,5.476707531926195e-09,5.848032661301009e-07
1800,6.307493590286737e-07,6.307493590286737e-07,4.490685410831117e-09,6.307493590286737e-07
1801,5.21712495680861e-07,5.21712495680861e-07,4.421380785300601e-09,5.21712495680861e-07
1802,5.136507468250784e-07,5.136507468250784e-07,4.421380785300601e-09,5.136507468250784e-07
1803,5.227490435442763e-07,5.227490435442763e-07,4.772380744557024e-09,5.227490435442763e-07
1804,5.146258997358797e-07,5.146258997358797e-07,3.943610993317748e-09,5.146258997358797e-07
1805,5.099591524932683e-07,5.099591524932683e-07,3.045975138782353e-09,5.099591524932683e-07
1806,5.048086515151746e-07,5.048086515151746e-07,3.3957365015118465e-09,5.048086515151746e-07
1807,4.89960346580379e-07,4.89960346580379e-07,4.023400200305259e-09,4.89960346580379e-07
1808,4.800085093847883e-07,4.800085093847883e-07,3.5654456371452578e-09,4.800085093847883e-07
1809,4.610239281126789e-07,4.610239281126789e-07,3.746370451957708e-09,4.610239281126789e-07
1810,4.6325041580530524e-07,4.6325041580530524e-07,3.6133081447532943e-09,4.6325041580530524e-07
1811,4.148798820681675e-07,4.148798820681675e-07,3.542614535056998e-09,4.148798820681675e-07
1812,4.005988419716492e-07,4.005988419716492e-07,3.2829370333331553e-09,4.005988419716492e-07
1813,3.9357213056843777e-07,3.9357213056843777e-07,1.9256158889646713e-09,3.9357213056843777e-07
1814,3.53985378913941e-07,3.53985378913941e-07,1.5069103266794416e-09,3.53985378913941e-07
1815,3.455175000713747e-07,3.455175000713747e-07,1.8087467872669144e-09,3.455175000713747e-07
1816,3.79491804583917e-07,3.79491804583917e-07,2.0081674101390945e-09,3.79491804583917e-07
1817,3.8170117834722207e-07,3.8170117834722207e-07,1.961577329139581e-09,3.8170117834722207e-07
1818,4.1140276607620763e-07,4.1140276607620763e-07,1.727193388312287e-09,4.1140276607620763e-07
1819,4.147180082522287e-07,4.147180082522287e-07,2.0277882706309924e-09,4.147180082522287e-07
1820,4.3346606811870257e-07,4.3346606811870257e-07,1.981205802589362e-09,4.3346606811870257e-07
1821,4.730029762153468e-07,4.730029762153468e-07,1.9008019206242668e-09,4.730029762153468e-07
1822,5.122765977765604e-07,5.122765977765604e-07,1.3777768846447357e-09,5.122765977765604e-07
1823,5.355990708721947e-07,5.355990708721947e-07,1.1378942153607495e-09,5.355990708721947e-07
1824,5.398800624334399e-07,5.398800624334399e-07,1.1006666609882286e-09,5.398800624334399e-07
1825,5.325963050901399e-07,5.325963050901399e-07,1.2272834653310432e-09,5.325963050901399e-07
1826,5.501656841845813e-07,5.501656841845813e-07,1.2821833277649424e-09,5.501656841845813e-07
1827,5.443574520670933e-07,5.443574520670933e-07,1.3439276041233533e-09,5.443574520670933e-07
1828,5.566433693664814e-07,5.566433693664814e-07,1.546361285052557e-09,5.566433693664814e-07
1829,5.742833439269037e-07,5.742833439269037e-07,1.4373720388530638e-09,5.742833439269037e-07
1830,5.501766996271076e-07,5.501766996271076e-07,1.5828229124207179e-09,5.501766996271076e-07
1831,5.595415229566112e-07,5.595415229566112e-07,1.8202815366130665e-09,5.595415229566112e-07
1832,5.737628084391742e-07,5.737628084391742e-07,1.863963650095002e-09,5.737628084391742e-07
1833,5.690859105860519e-07,5.690859105860519e-07,1.7559036922877779e-09,5.690859105860519e-07
1834,5.858609029019135e-07,5.858609029019135e-07,1.8790032545774285e-09,5.858609029019135e-07
1835,5.863605890356536e-07,5.863605890356536e-07,1.7155821208092448e-09,5.863605890356536e-07
