ngram,fae,fae,fce
1687,1.541226359742203e-06,1.541226359742203e-06,7.228701487552566e-07
1688,1.4348667686395596e-06,1.4348667686395596e-06,6.333667589128059e-07
1689,1.3367208444898487e-06,1.3367208444898487e-06,7.219886210155632e-07
1690,1.4665496377931828e-06,1.4665496377931828e-06,6.7526028958907e-07
1691,1.4577270032337504e-06,1.4577270032337504e-06,6.120616019091228e-07
1692,1.789647062163827e-06,1.789647062163827e-06,7.915867692125695e-07
1693,1.972456958908099e-06,1.972456958908099e-06,7.549383066621626e-07
1694,1.8379406461528042e-06,1.8379406461528042e-06,7.456947790680195e-07
1695,2.1478632277194265e-06,2.1478632277194265e-06,8.077219929093969e-07
1696,2.2894181808754055e-06,2.2894181808754055e-06,6.655328093074786e-07
1697,2.298871761143216e-06,2.298871761143216e-06,7.048100485462783e-07
1698,2.2794549425140886e-06,2.2794549425140886e-06,7.425716189248175e-07
1699,2.250458432432164e-06,2.250458432432164e-06,5.867794478880179e-07
1700,2.589125967590787e-06,2.589125967590787e-06,5.989955533485565e-07
1701,2.8483792513205638e-06,2.8483792513205638e-06,6.611735321777295e-07
1702,3.177717352238168e-06,3.177717352238168e-06,7.789237161302611e-07
1703,3.4367508793106287e-06,3.4367508793106287e-06,9.193864514145389e-07
1704,3.4137795117723206e-06,3.4137795117723206e-06,9.251862991277449e-07
1705,3.731989344097591e-06,3.731989344097591e-06,1.0094835504657697e-06
1706,3.630961860575813e-06,3.630961860575813e-06,1.0599825941426388e-06
1707,3.3900256702119284e-06,3.3900256702119284e-06,1.1340595733599912e-06
1708,3.514439997940956e-06,3.514439997940956e-06,1.162704693667495e-06
1709,3.0360299985789297e-06,3.0360299985789297e-06,1.1392525120105087e-06
1710,2.8649545648867e-06,2.8649545648867e-06,1.0892721239283025e-06
1711,2.8424529838438114e-06,2.8424529838438114e-06,1.1577317146865035e-06
1712,2.760741511208055e-06,2.760741511208055e-06,1.1089776177998698e-06
1713,2.806853184925525e-06,2.806853184925525e-06,1.0512843898270927e-06
1714,2.6583422498203746e-06,2.6583422498203746e-06,1.028382371259795e-06
1715,2.4305831759972662e-06,2.4305831759972662e-06,9.43659090678141e-07
1716,2.448736235497303e-06,2.448736235497303e-06,8.935933725037362e-07
1717,2.9431456109055683e-06,2.9431456109055683e-06,9.851153533548183e-07
1718,3.490314968855403e-06,3.490314968855403e-06,9.384226830531719e-07
1719,3.307975492004646e-06,3.307975492004646e-06,9.591795852819423e-07
1720,3.0725661222926907e-06,3.0725661222926907e-06,9.524287309302184e-07
1721,4.087420198369987e-06,4.087420198369987e-06,8.286423280878807e-07
1722,3.991437616995037e-06,3.991437616995037e-06,8.652996582116299e-07
1723,4.030819354738924e-06,4.030819354738924e-06,1.006047211506354e-06
1724,3.4903332237133455e-06,3.4903332237133455e-06,8.942234411993663e-07
1725,2.7977833464579556e-06,2.7977833464579556e-06,8.814272405288648e-07
1726,2.7844877844732504e-06,2.7844877844732504e-06,8.39549532624265e-07
1727,2.7741456278818077e-06,2.7741456278818077e-06,9.268488595028299e-07
1728,1.7059983292710967e-06,1.7059983292710967e-06,9.795181037069206e-07
1729,1.6102873944743936e-06,1.6102873944743936e-06,9.528119773806663e-07
1730,1.5549069952872481e-06,1.5549069952872481e-06,8.612864397556612e-07
1731,1.4546298936173635e-06,1.4546298936173635e-06,8.344356550488945e-07
1732,1.4917351986046664e-06,1.4917351986046664e-06,8.827933178119045e-07
1733,1.4080308931495113e-06,1.4080308931495113e-06,9.255644256102511e-07
1734,1.4295092764119284e-06,1.4295092764119284e-06,8.250797886181058e-07
1735,1.3190409130662114e-06,1.3190409130662114e-06,7.665868711878179e-07
1736,1.3802344938085298e-06,1.3802344938085298e-06,7.380147743723293e-07
1737,1.2089656138414284e-06,1.2089656138414284e-06,6.93279312307433e-07
1738,1.205451310072801e-06,1.205451310072801e-06,6.576298647230163e-07
1739,1.1328107640500612e-06,1.1328107640500612e-06,6.009185580881291e-07
1740,1.2539076124085113e-06,1.2539076124085113e-06,5.638575422446073e-07
1741,1.2847967809648253e-06,1.2847967809648253e-06,5.874345276879467e-07
1742,1.2761805529797648e-06,1.2761805529797648e-06,5.415391675407071e-07
1743,1.171264265004928e-06,1.171264265004928e-06,5.579547389191118e-07
1744,1.2584922939952646e-06,1.2584922939952646e-06,5.85594559002597e-07
1745,1.361856529261526e-06,1.361856529261526e-06,5.748574259152e-07
1746,1.2986496033460883e-06,1.2986496033460883e-06,5.921601971944515e-07
1747,1.3269044529806706e-06,1.3269044529806706e-06,6.054606233517137e-07
1748,1.2727894207793206e-06,1.2727894207793206e-06,5.990906929907526e-07
1749,1.3080331362808856e-06,1.3080331362808856e-06,6.981522225097641e-07
1750,1.3540942518375232e-06,1.3540942518375232e-06,6.771795101810442e-07
1751,1.3280887774921472e-06,1.3280887774921472e-06,6.208838263838905e-07
1752,1.2885625925004466e-06,1.2885625925004466e-06,6.507760060360721e-07
1753,1.304832275244345e-06,1.304832275244345e-06,6.015613678300724e-07
1754,1.1726364245337858e-06,1.1726364245337858e-06,6.146866675343128e-07
1755,1.3158316554446564e-06,1.3158316554446564e-06,5.739999470019289e-07
1756,1.3703686607056755e-06,1.3703686607056755e-06,5.335028114521785e-07
1757,1.4401601983341346e-06,1.4401601983341346e-06,6.144549209758614e-07
1758,1.583045876226866e-06,1.583045876226866e-06,6.411301975666512e-07
1759,1.5886270879101566e-06,1.5886270879101566e-06,6.853360088955794e-07
1760,1.6095618450760542e-06,1.6095618450760542e-06,7.417905416267396e-07
1761,1.6060404440005577e-06,1.6060404440005577e-06,7.27374043663076e-07
1762,1.6079319331246161e-06,1.6079319331246161e-06,8.290174946523621e-07
1763,1.5638014961690975e-06,1.5638014961690975e-06,8.166490813112302e-07
1764,1.5909546553822501e-06,1.5909546553822501e-06,7.948564026654432e-07
1765,1.4086007240621257e-06,1.4086007240621257e-06,7.980924578987469e-07
1766,1.3256342218223186e-06,1.3256342218223186e-06,8.124544673851883e-07
1767,1.3329394294357501e-06,1.3329394294357501e-06,7.919566249776315e-07
1768,1.3574959650343641e-06,1.3574959650343641e-06,7.887825615528397e-07
1769,1.2501890215129867e-06,1.2501890215129867e-06,7.154418101760842e-07
1770,1.2561692415147263e-06,1.2561692415147263e-06,7.543356933378423e-07
1771,1.118688325212653e-06,1.118688325212653e-06,7.075465678748774e-07
1772,1.1525849004101474e-06,1.1525849004101474e-06,6.957161612522864e-07
1773,1.4593369915668778e-06,1.4593369915668778e-06,6.616923786038699e-07
1774,1.5809425073192479e-06,1.5809425073192479e-06,6.666214825859893e-07
1775,1.5363832273708664e-06,1.5363832273708664e-06,7.516362887015151e-07
1776,1.5193960751145954e-06,1.5193960751145954e-06,7.561831044508185e-07
1777,1.4868736164836655e-06,1.4868736164836655e-06,7.285833995800723e-07
1778,1.5604520545561433e-06,1.5604520545561433e-06,7.630369753184953e-07
1779,1.5961569001124839e-06,1.5961569001124839e-06,7.243463195598971e-07
1780,1.3410486222450605e-06,1.3410486222450605e-06,7.26742107255112e-07
1781,1.2191788820408483e-06,1.2191788820408483e-06,7.242467623720066e-07
1782,1.247462169625838e-06,1.247462169625838e-06,6.602596686531927e-07
1783,1.2956560989810636e-06,1.2956560989810636e-06,6.517494130418657e-07
1784,1.2666357309041944e-06,1.2666357309041944e-06,6.411636174366972e-07
1785,1.240240408151294e-06,1.240240408151294e-06,6.046043178490176e-07
1786,1.1098405333801305e-06,1.1098405333801305e-06,6.074485798178233e-07
1787,1.1339302545820829e-06,1.1339302545820829e-06,5.824948954926055e-07
1788,1.1280579396303177e-06,1.1280579396303177e-06,5.632550385468806e-07
1789,1.1297292823136168e-06,1.1297292823136168e-06,5.371225760037695e-07
1790,1.1364483205917558e-06,1.1364483205917558e-06,5.571685132313828e-07
1791,1.1974653619160693e-06,1.1974653619160693e-06,5.894226952867549e-07
1792,1.1793607979728092e-06,1.1793607979728092e-06,6.362589277029786e-07
1793,1.2209930235128143e-06,1.2209930235128143e-06,6.6166221910992e-07
1794,1.1397697140377465e-06,1.1397697140377465e-06,6.6544171366851e-07
1795,1.1083683213135892e-06,1.1083683213135892e-06,6.612901951744529e-07
1796,1.0470756868536618e-06,1.0470756868536618e-06,6.349338994888447e-07
1797,9.29766031276813e-07,9.29766031276813e-07,5.791216689691023e-07
1798,8.158748252234156e-07,8.158748252234156e-07,5.004567396684121e-07
1799,7.900539620615226e-07,7.900539620615226e-07,4.551644516530879e-07
1800,7.13999562711771e-07,7.13999562711771e-07,3.971345624417414e-07
1801,6.348260391015563e-07,6.348260391015563e-07,3.56764654644134e-07
1802,5.624171746733606e-07,5.624171746733606e-07,3.2247522645840423e-07
1803,5.094748506248184e-07,5.094748506248184e-07,3.013510385991529e-07
1804,4.5916208283155615e-07,4.5916208283155615e-07,2.951359903136108e-07
1805,4.112190725079147e-07,4.112190725079147e-07,2.806427131320431e-07
1806,3.121976785028632e-07,3.121976785028632e-07,2.39903511913196e-07
1807,2.750751925922097e-07,2.750751925922097e-07,2.305920625238806e-07
1808,2.5591773018212347e-07,2.5591773018212347e-07,2.1583625807254846e-07
1809,2.245920325906679e-07,2.245920325906679e-07,2.0621875762572017e-07
1810,1.9876917483380957e-07,1.9876917483380957e-07,1.8678727542464912e-07
1811,1.7381553923152232e-07,1.7381553923152232e-07,1.7931227245883618e-07
1812,1.4843639308180302e-07,1.4843639308180302e-07,1.6776698836500665e-07
1813,1.4152652738630422e-07,1.4152652738630422e-07,1.6001716777022272e-07
1814,1.4024646840685557e-07,1.4024646840685557e-07,1.5915318434573627e-07
1815,1.277676722517234e-07,1.277676722517234e-07,1.4486964719903232e-07
1816,1.2429999429741656e-07,1.2429999429741656e-07,1.311961962561067e-07
1817,1.2820525999554126e-07,1.2820525999554126e-07,1.2504009865616744e-07
1818,1.3159272376534708e-07,1.3159272376534708e-07,1.1268208258538185e-07
1819,1.280209096827483e-07,1.280209096827483e-07,1.0350505367081756e-07
1820,1.2669090969958624e-07,1.2669090969958624e-07,9.309832600073215e-08
1821,1.231181272487447e-07,1.231181272487447e-07,7.83890128681313e-08
1822,1.2589858146481804e-07,1.2589858146481804e-07,7.606939332406779e-08
1823,1.32143192388412e-07,1.32143192388412e-07,7.301975202267386e-08
1824,1.231754710927037e-07,1.231754710927037e-07,6.871513796064782e-08
1825,1.0281240189361337e-07,1.0281240189361337e-07,6.161357392540725e-08
1826,1.04011213356411e-07,1.04011213356411e-07,6.16477946786225e-08
1827,1.0134391307100746e-07,1.0134391307100746e-07,6.259078944026442e-08
1828,9.410097539281586e-08,9.410097539281586e-08,6.339013631467034e-08
1829,8.554806996130537e-08,8.554806996130537e-08,6.076155147281628e-08
1830,7.390382756560549e-08,7.390382756560549e-08,5.8408070507149594e-08
1831,7.042056030367608e-08,7.042056030367608e-08,5.6100000835255873e-08
1832,6.981023708314232e-08,6.981023708314232e-08,5.473440621374591e-08
1833,6.356525769238683e-08,6.356525769238683e-08,5.2863423860571856e-08
1834,5.727441327556855e-08,5.727441327556855e-08,4.8743429610047835e-08
1835,5.6658842189400664e-08,5.6658842189400664e-08,4.766581237650566e-08
1836,5.744735074943362e-08,5.744735074943362e-08,4.721351792064914e-08
1837,5.919350140207566e-08,5.919350140207566e-08,4.6767353418480136e-08
1838,6.119671423578308e-08,6.119671423578308e-08,4.585307574903449e-08
1839,6.272155315757897e-08,6.272155315757897e-08,4.38357601646138e-08
1840,6.26301189957498e-08,6.26301189957498e-08,4.361383076911807e-08
1841,6.204780232467653e-08,6.204780232467653e-08,4.2768027595587096e-08
1842,6.350668410196444e-08,6.350668410196444e-08,4.42605606768406e-08
1843,6.604212389658772e-08,6.604212389658772e-08,5.254309089407018e-08
1844,6.518294780123921e-08,6.518294780123921e-08,5.1794828489651734e-08
1845,6.173389114191455e-08,6.173389114191455e-08,5.2305863513473535e-08
1846,6.002059598537407e-08,6.002059598537407e-08,5.394992846114681e-08
1847,6.372100256969913e-08,6.372100256969913e-08,6.360396806063104e-08
1848,6.748376892216714e-08,6.748376892216714e-08,7.602623952607246e-08
1849,7.20013509131994e-08,7.20013509131994e-08,9.379357836434923e-08
1850,7.546557969005465e-08,7.546557969005465e-08,1.0284027648513724e-07
1851,7.8529574969772e-08,7.8529574969772e-08,1.1336411936164431e-07
1852,8.411183521112825e-08,8.411183521112825e-08,1.252058652312371e-07
1853,8.752071270886777e-08,8.752071270886777e-08,1.3287327809458865e-07
1854,8.830790473471747e-08,8.830790473471747e-08,1.355085410230978e-07
1855,8.87479479112179e-08,8.87479479112179e-08,1.338683840604712e-07
1856,8.817818297757185e-08,8.817818297757185e-08,1.26909253391919e-07
1857,8.745894218366499e-08,8.745894218366499e-08,1.195688048889159e-07
1858,8.662618102204891e-08,8.662618102204891e-08,1.1758983475829154e-07
1859,8.616129828656735e-08,8.616129828656735e-08,1.1576602889005829e-07
1860,9.161145543755214e-08,9.161145543755214e-08,1.1443572032833669e-07
1861,9.148151645734157e-08,9.148151645734157e-08,1.0750336087994583e-07
1862,9.136624307919711e-08,9.136624307919711e-08,1.0568240428808298e-07
1863,9.340679594872978e-08,9.340679594872978e-08,9.973578585231735e-08
1864,9.166109293801128e-08,9.166109293801128e-08,9.715101916591656e-08
1865,9.20187700005824e-08,9.20187700005824e-08,9.378412053300573e-08
1866,1.0042100586003602e-07,1.0042100586003602e-07,9.204908885911728e-08
1867,1.1040081204782837e-07,1.1040081204782837e-07,9.113134780136534e-08
1868,1.1590820849148389e-07,1.1590820849148389e-07,9.2387643186547e-08
1869,1.169701592727636e-07,1.169701592727636e-07,9.504456142752003e-08
1870,1.1508121998206531e-07,1.1508121998206531e-07,9.5079690660376e-08
1871,1.1389633008158334e-07,1.1389633008158334e-07,9.323693055713583e-08
1872,1.1605402708677762e-07,1.1605402708677762e-07,9.288999182542414e-08
1873,1.1429005399220062e-07,1.1429005399220062e-07,8.866485298345392e-08
1874,9.919443552267434e-08,9.919443552267434e-08,8.48345373632193e-08
1875,9.296455821023691e-08,9.296455821023691e-08,8.155245215643195e-08
1876,9.018547331152149e-08,9.018547331152149e-08,7.508560985667958e-08
1877,8.843976319537563e-08,8.843976319537563e-08,7.509337101347618e-08
1878,9.206702194270682e-08,9.206702194270682e-08,7.455406298666795e-08
1879,8.881236470058087e-08,8.881236470058087e-08,7.426263185347384e-08
1880,8.123062603512413e-08,8.123062603512413e-08,7.386705850162148e-08
1881,8.082031298174894e-08,8.082031298174894e-08,7.446411233656494e-08
1882,7.824781330815053e-08,7.824781330815053e-08,7.331898846782029e-08
1883,7.943425828216277e-08,7.943425828216277e-08,7.155122767293115e-08
1884,7.735743829633585e-08,7.735743829633585e-08,6.804698011413685e-08
1885,7.72389400692321e-08,7.72389400692321e-08,6.644170978477502e-08
1886,7.598377140181713e-08,7.598377140181713e-08,6.337254073888029e-08
1887,7.452945587666753e-08,7.452945587666753e-08,6.243618955181773e-08
1888,7.318082850815699e-08,7.318082850815699e-08,5.961302562695892e-08
1889,7.345782648826571e-08,7.345782648826571e-08,5.9458654127248726e-08
1890,7.187987246684965e-08,7.187987246684965e-08,5.755717172714217e-08
1891,7.08438747665241e-08,7.08438747665241e-08,5.67069931329505e-08
1892,6.52533935457151e-08,6.52533935457151e-08,5.4306074811652904e-08
1893,6.405281181644438e-08,6.405281181644438e-08,5.23186649559193e-08
1894,6.126247192079453e-08,6.126247192079453e-08,4.8888356474208194e-08
1895,5.866359537825312e-08,5.866359537825312e-08,4.782255861154486e-08
1896,5.619766442675557e-08,5.619766442675557e-08,4.3240196946823876e-08
1897,5.51879202654553e-08,5.51879202654553e-08,4.293870199083878e-08
1898,5.271698810815906e-08,5.271698810815906e-08,4.173862068666624e-08
1899,5.1632240070733e-08,5.1632240070733e-08,4.2196130018672713e-08
1900,5.041732618695148e-08,5.041732618695148e-08,4.249623992385361e-08
1901,5.1037788344794014e-08,5.1037788344794014e-08,4.2712227659486805e-08
1902,5.218200880920319e-08,5.218200880920319e-08,4.2328578737332075e-08
1903,5.1827589585075525e-08,5.1827589585075525e-08,4.312303454006334e-08
1904,5.1528949488296605e-08,5.1528949488296605e-08,4.318879476272741e-08
1905,5.249929862267371e-08,5.249929862267371e-08,4.14677699162829e-08
1906,5.3970265209305323e-08,5.3970265209305323e-08,3.966644562020909e-08
1907,5.2712906547672644e-08,5.2712906547672644e-08,3.9892360652921914e-08
1908,5.063168474959769e-08,5.063168474959769e-08,4.000137364203381e-08
1909,4.890235010585846e-08,4.890235010585846e-08,3.970764897839477e-08
1910,4.903109791192557e-08,4.903109791192557e-08,3.889213015132295e-08
1911,4.696727476779675e-08,4.696727476779675e-08,3.748587269163701e-08
1912,4.502024657832797e-08,4.502024657832797e-08,3.5807580392851635e-08
1913,4.20428091071504e-08,4.20428091071504e-08,3.548170316288893e-08
1914,4.1048986685966934e-08,4.1048986685966934e-08,3.602298193072784e-08
