ngram,pie,pe,pi,piee
1686,5.586047466619805e-06,6.0697500105431705e-06,4.297789960868873e-06,0.0
1687,5.7109532463073265e-06,5.578537509011637e-06,3.781596238435928e-06,0.0
1688,4.8232788815637055e-06,5.386057052549274e-06,3.6488838109757386e-06,0.0
1689,4.473676491605667e-06,5.446106700089461e-06,3.6123338824316827e-06,0.0
1690,3.902541688408487e-06,5.331918276039817e-06,3.5214904008691e-06,0.0
1691,3.4662832604226423e-06,5.09614379292803e-06,3.4760003992622453e-06,0.0
1692,3.810859685212823e-06,5.440152887916026e-06,3.6739715402031185e-06,0.0
1693,3.960743112786856e-06,5.513017380768101e-06,3.8828353743675895e-06,0.0
1694,3.17459638868708e-06,5.862866990875253e-06,3.9022033888613805e-06,0.0
1695,3.748063461119143e-06,5.9857115307490205e-06,4.009825780875482e-06,0.0
1696,4.014951790460535e-06,5.432225049974347e-06,4.213096027732328e-06,0.0
1697,4.893623521898657e-06,5.3249610638366514e-06,4.7148036433749696e-06,0.0
1698,5.220708609548248e-06,5.304472162086833e-06,5.149851339021032e-06,0.0
1699,5.023178378646012e-06,4.948350676516254e-06,5.219040368891521e-06,0.0
1700,5.576672232824162e-06,4.829748214823277e-06,5.429234533949057e-06,1.29978526989102e-08
1701,6.531494883737261e-06,4.7247718677161695e-06,5.8510735081134565e-06,1.29978526989102e-08
1702,6.634592994357393e-06,4.325232339397189e-06,6.120543665539506e-06,1.29978526989102e-08
1703,7.277567224913842e-06,4.605097534035199e-06,6.33166005822464e-06,1.29978526989102e-08
1704,7.992929762882081e-06,4.593493291135278e-06,6.180228865559911e-06,1.29978526989102e-08
1705,8.104604993215097e-06,4.6708506228502045e-06,5.87517628706077e-06,1.29978526989102e-08
1706,8.618461639084021e-06,4.920462093390857e-06,6.0071618333625206e-06,1.29978526989102e-08
1707,8.679434163890879e-06,4.9946441842101715e-06,5.893984767421248e-06,0.0
1708,8.802239855348099e-06,4.954284902071647e-06,5.988688501799645e-06,0.0
1709,9.382310314062384e-06,5.1123239635281995e-06,5.679306338736621e-06,0.0
1710,9.706088219120699e-06,5.247916240997645e-06,5.626249860922274e-06,0.0
1711,8.711578500099546e-06,5.1022848310822155e-06,5.540416233478547e-06,0.0
1712,9.418488584092951e-06,5.009526375943096e-06,5.540128118549806e-06,0.0
1713,8.855205383692269e-06,4.892089561638256e-06,5.606597564370272e-06,0.0
1714,8.997299768712505e-06,4.827041721000569e-06,5.411631491369917e-06,0.0
1715,8.977886604303162e-06,4.815646466990334e-06,5.727734170639971e-06,0.0
1716,8.818853530101478e-06,4.894916985774346e-06,6.037233593555616e-06,0.0
1717,8.346939531682957e-06,4.842309993234396e-06,5.726576188992892e-06,0.0
1718,8.333904393761518e-06,4.996358191939569e-06,5.717805411872437e-06,7.741756442263587e-09
1719,8.045064597743995e-06,5.032989910042878e-06,5.732742692998727e-06,7.741756442263587e-09
1720,8.067613894776774e-06,4.893642458877626e-06,5.30075544702413e-06,7.741756442263587e-09
1721,7.49133654868014e-06,1.8058840136550964e-05,5.985639615703674e-06,7.741756442263587e-09
1722,6.869293494154201e-06,5.5888216203519346e-05,6.53244277210823e-06,7.741756442263587e-09
1723,6.536301758127852e-06,5.5827164487709524e-05,6.241162152166778e-06,7.741756442263587e-09
1724,6.421694446804135e-06,5.568124100006701e-05,6.303235035634966e-06,7.741756442263587e-09
1725,6.692770252162258e-06,5.55893691073704e-05,6.2779284754859484e-06,0.0
1726,6.768862736602646e-06,5.550713844318774e-05,6.003947029447383e-06,0.0
1727,6.640413630520925e-06,5.536534753706032e-05,5.977732371320599e-06,0.0
1728,6.757590199413244e-06,4.2052775792659046e-05,5.3847644332043795e-06,0.0
1729,7.1799145838927614e-06,4.05881749949393e-06,4.188625000876657e-06,0.0
1730,7.4891560351326395e-06,4.079139508965974e-06,4.02891574984616e-06,0.0
1731,7.299633255440442e-06,4.353339818408131e-06,3.807693864083766e-06,0.0
1732,7.97051968350258e-06,4.206483514021134e-06,3.927457230799648e-06,0.0
1733,7.812492770296689e-06,4.37879813424453e-06,3.863478793521478e-06,0.0
1734,8.632441157325438e-06,4.6825914848471124e-06,4.026224392613845e-06,0.0
1735,9.122247255228494e-06,4.6555741002001535e-06,4.070343201029962e-06,0.0
1736,9.761790027239061e-06,4.706203006727654e-06,4.053610122615023e-06,0.0
1737,9.442912869417341e-06,4.499540149741474e-06,4.075429907451118e-06,0.0
1738,1.0465428723754095e-05,4.564848430683404e-06,4.274643060853123e-06,0.0
1739,9.7013179194099e-06,4.688321301468282e-06,3.9531287581797055e-06,3.2309164867326346e-09
1740,1.0073335813233695e-05,4.569852080749115e-06,3.933093434430443e-06,3.2309164867326346e-09
1741,9.188984027527372e-06,4.359241042298631e-06,3.702212292669823e-06,3.2309164867326346e-09
1742,8.84502125180526e-06,4.40246880576264e-06,3.974040380074127e-06,3.2309164867326346e-09
1743,8.673043599368871e-06,4.285860151347671e-06,4.072230272608327e-06,3.2309164867326346e-09
1744,8.82986101454922e-06,4.329660701582075e-06,4.4470245939010056e-06,3.2309164867326346e-09
1745,8.163809200466079e-06,3.916060450137593e-06,4.5453957357364875e-06,3.2309164867326346e-09
1746,7.949104071615562e-06,3.985557668784168e-06,4.943511904847193e-06,0.0
1747,7.068856835498341e-06,4.0087860985035406e-06,5.074890330953556e-06,4.159151753161236e-09
1748,7.272732545970939e-06,3.956221852214574e-06,5.173161493335751e-06,4.159151753161236e-09
1749,7.077773716446245e-06,3.870675949916144e-06,4.8770741289315215e-06,4.159151753161236e-09
1750,6.329240737354017e-06,3.958076896586655e-06,4.94786029646223e-06,4.159151753161236e-09
1751,5.980601015055852e-06,4.005043592769653e-06,4.704610351577035e-06,4.159151753161236e-09
1752,5.7007215608401955e-06,4.16250869810548e-06,4.6099815855476275e-06,4.159151753161236e-09
1753,6.142133705517543e-06,4.4253247974016375e-06,4.703957529272884e-06,4.159151753161236e-09
1754,6.384861535480013e-06,4.4415149074796186e-06,5.377021547506697e-06,0.0
1755,6.460734636805553e-06,4.636894183412161e-06,5.510534330304446e-06,0.0
1756,6.695305988354708e-06,5.084904842078686e-06,8.279513492327948e-06,0.0
1757,7.079790585911334e-06,5.383863351328598e-06,8.683533256511769e-06,3.045123264655558e-09
1758,7.265654468418299e-06,5.626865134088023e-06,8.747186581916009e-06,3.045123264655558e-09
1759,7.3202485119899004e-06,5.6182386418056145e-06,9.423762289121182e-06,6.523918167593885e-09
1760,6.74153813763821e-06,5.576139236446969e-06,9.594257854977123e-06,9.185285167388559e-09
1761,6.5134020457792626e-06,5.699340623063368e-06,9.447772819320172e-06,9.185285167388559e-09
1762,6.203795562344437e-06,5.7598919218954895e-06,1.0298127498182502e-05,9.185285167388559e-09
1763,5.940032419208105e-06,5.4671813813911285e-06,8.310599371595475e-06,9.185285167388559e-09
1764,5.633581167785451e-06,5.21883768150084e-06,8.007198565402568e-06,6.140161902733001e-09
1765,5.5028406547665194e-06,5.157905629208212e-06,8.505024392694135e-06,6.140161902733001e-09
1766,5.244553839085191e-06,5.08817350107295e-06,8.145191324209528e-06,9.463471276457573e-09
1767,5.330400134490836e-06,4.870566564412522e-06,7.86909172997444e-06,6.802104276662899e-09
1768,5.206886011624842e-06,4.802538699420568e-06,8.075177642500161e-06,6.802104276662899e-09
1769,5.159996362635866e-06,4.689538660126605e-06,7.378008441654467e-06,6.802104276662899e-09
1770,5.131847631543808e-06,4.795205833423617e-06,7.63897196520702e-06,6.802104276662899e-09
1771,4.851101428877362e-06,4.691748407432377e-06,7.678771908103954e-06,6.802104276662899e-09
1772,4.784561822037046e-06,4.596377753581951e-06,7.396824068044745e-06,6.802104276662899e-09
1773,4.740446196852385e-06,4.5880619836680125e-06,7.081689935668172e-06,0.0
1774,4.585461543423922e-06,4.5632753946327805e-06,1.229568384327909e-05,2.672463139674619e-09
1775,4.654615297892763e-06,4.517298553504848e-06,1.1843880851561803e-05,2.672463139674619e-09
1776,4.635658245076359e-06,4.446179965660642e-06,1.1903871252018558e-05,2.672463139674619e-09
1777,4.533976022815166e-06,4.3302236788024724e-06,1.2043640059086361e-05,2.672463139674619e-09
1778,4.677338113521858e-06,4.529465253913908e-06,1.2459607530347836e-05,2.672463139674619e-09
1779,4.715425997606612e-06,4.60497903986834e-06,1.2911413770260488e-05,2.672463139674619e-09
1780,4.742911317277633e-06,4.606131694475023e-06,1.7657114897571902e-05,2.672463139674619e-09
1781,4.975565648887173e-06,4.61413511792281e-06,1.2618329037650255e-05,0.0
1782,5.052834499760398e-06,4.648375384671713e-06,1.2640806224745965e-05,0.0
1783,5.049240956265878e-06,4.712147399134535e-06,1.2696467755241819e-05,0.0
1784,5.212853531182711e-06,4.844114105903177e-06,1.2031632455286204e-05,0.0
1785,5.200010816354604e-06,4.782929993650344e-06,1.148900712775815e-05,1.6181223979775235e-09
1786,4.962539573430799e-06,4.596892982330506e-06,1.0857692554314521e-05,1.6181223979775235e-09
1787,4.88214433452023e-06,4.657530163448038e-06,8.35463684519969e-06,4.196405635679769e-09
1788,4.719872939468976e-06,4.627262504592571e-06,3.381691723396736e-05,4.196405635679769e-09
1789,4.703595842719162e-06,4.586300292430678e-06,4.962834113289968e-05,4.196405635679769e-09
1790,4.807124729008397e-06,4.606597810509681e-06,6.867837510071695e-05,5.301254038922057e-09
1791,4.714208411574613e-06,4.504334031350611e-06,7.55442392151703e-05,7.473186514062036e-09
1792,4.599474485595627e-06,4.51387794393148e-06,7.658406567705762e-05,6.9433261679867945e-09
1793,4.723361793626932e-06,4.6979349203216514e-06,7.696917626682469e-05,7.929348289081872e-09
1794,4.9047128933515135e-06,4.838236691284692e-06,7.519587364056081e-05,6.3490506185814866e-09
1795,4.700141581841828e-06,5.155760520990173e-06,5.058615053193145e-05,8.175594867765312e-09
1796,4.567308126622395e-06,5.2267582759668585e-06,3.538062836534144e-05,8.175594867765312e-09
1797,4.437697400914788e-06,5.122806929388649e-06,1.6775239471046787e-05,8.20459376628589e-09
1798,4.355088127080567e-06,5.0174396944515006e-06,9.851306653477618e-06,6.61131796927553e-09
1799,4.225878618464256e-06,5.069112441041008e-06,8.884839514524043e-06,5.523055917373248e-09
1800,3.9074228165450875e-06,5.11310814285285e-06,8.395323415503039e-06,5.360361614898628e-09
1801,3.6700269642356683e-06,5.100550099866398e-06,7.950693023823468e-06,4.362376047696768e-09
1802,3.6864767025690526e-06,5.167150318032197e-06,6.85033683112124e-06,2.9699585965151496e-09
1803,3.609458190112491e-06,5.444978471911911e-06,6.150232950728553e-06,3.3209585557715725e-09
1804,3.5845684059105613e-06,5.921033399707605e-06,5.765914985594074e-06,2.1871112540087066e-09
1805,3.376499600043254e-06,6.319455159038105e-06,5.2424588830035646e-06,2.1278095793267735e-09
1806,3.2580433071416337e-06,6.48997255276689e-06,5.4777797231508885e-06,2.386359681289767e-09
1807,3.3660193301849565e-06,7.217849737831525e-06,5.27746877716189e-06,1.7722530903136707e-09
1808,3.2937191138314248e-06,7.2704672545244516e-06,5.209040279753806e-06,1.7722530903136707e-09
1809,3.0450984078405393e-06,7.42018710297998e-06,5.0488622166864976e-06,1.3381262923114638e-09
1810,2.8766793158346057e-06,7.345324775087647e-06,4.735071700322026e-06,1.2050639851070498e-09
1811,2.6533855686596197e-06,8.530564043342434e-06,4.178408224626244e-06,1.6738318667616374e-09
1812,2.5529608527514417e-06,8.334763866254694e-06,4.584815282474405e-06,1.1544768633139517e-09
1813,2.5085435676633746e-06,8.24146166321173e-06,4.570369388342702e-06,1.47786494153479e-09
1814,2.3510474745437804e-06,7.4969028511467125e-06,4.623258356722155e-06,1.4776018503986116e-09
1815,2.2288136278802995e-06,7.6041030427274696e-06,4.4201758230753645e-06,1.863883269948019e-09
1816,2.2083728481447906e-06,7.433565185367895e-06,4.435404467325757e-06,1.863883269948019e-09
1817,2.1224115991052324e-06,7.243593570040373e-06,4.307777219634902e-06,1.64594561789601e-09
1818,2.1734083962396004e-06,5.7865979345349065e-06,4.318780059163276e-06,1.1771777362414225e-09
1819,2.212157840274033e-06,5.689300581122682e-06,4.16287519198834e-06,1.477772618560128e-09
1820,2.2897180542713613e-06,5.7754550653044134e-06,4.087681223349396e-06,1.1906283102293612e-09
1821,2.411602882343037e-06,5.69145426457648e-06,4.11753580920049e-06,1.1102244282642663e-09
1822,2.4920552894920026e-06,5.35754991558081e-06,4.197169638635907e-06,9.734808118341424e-10
1823,2.565988292449869e-06,5.094637020062821e-06,4.541717999018147e-06,9.734808118341424e-10
1824,2.6958521825041056e-06,5.010011591366492e-06,5.50233127276962e-06,1.241720845194091e-09
1825,2.6876837832138075e-06,4.846884296836963e-06,6.312480828845375e-06,1.4949544538797203e-09
1826,2.6710738438850967e-06,4.912193682165318e-06,5.921682876370531e-06,1.1943595715610149e-09
1827,2.550630175132288e-06,4.598456078903317e-06,5.430382088889019e-06,1.004136305850421e-09
1828,2.4619027629211942e-06,4.674147930927575e-06,5.516676375399194e-06,1.0962406696687514e-09
1829,2.3119489794355885e-06,4.8230379304316425e-06,5.57969883629994e-06,9.872514234692581e-10
