ngram,joint,jont,join,jont
1844,4.2518008870372016e-05,1.5470069431826922e-09,3.949885129778912e-05,1.5470069431826922e-09
1845,4.2962287157674185e-05,1.5182459813166206e-09,3.9335281534087176e-05,1.5182459813166206e-09
1846,4.411480404087342e-05,1.497124107225594e-09,3.923994518117979e-05,1.497124107225594e-09
1847,4.3972071060644726e-05,1.6639600015316042e-09,3.8644811866106465e-05,1.6639600015316042e-09
1848,4.4545609333519156e-05,1.3469976086913756e-09,3.8042155210860074e-05,1.3469976086913756e-09
1849,4.5209100790088996e-05,1.7698380142380392e-09,3.727518664423509e-05,1.7698380142380392e-09
1850,4.5308422808635184e-05,1.573114424438923e-09,3.6962613583974803e-05,1.573114424438923e-09
1851,4.549994056495572e-05,1.5324059005854857e-09,3.643734453362413e-05,1.5324059005854857e-09
1852,4.549583328688251e-05,1.4333127541986202e-09,3.5938701330451295e-05,1.4333127541986202e-09
1853,4.527855500262896e-05,1.3993904368625465e-09,3.577973984647542e-05,1.3993904368625465e-09
1854,4.647304948386071e-05,1.30847416235369e-09,3.5726923150442804e-05,1.30847416235369e-09
1855,4.752571216418541e-05,1.1356674410402589e-09,3.53081824349439e-05,1.1356674410402589e-09
1856,4.780266473452295e-05,6.520115955080793e-10,3.495784247726468e-05,6.520115955080793e-10
1857,4.7491802563724506e-05,1.470293418760958e-09,3.4638913348317146e-05,1.470293418760958e-09
1858,4.915986573905684e-05,1.9534713846525165e-09,3.443076431202436e-05,1.9534713846525165e-09
1859,5.109709672979079e-05,1.8523482430461107e-09,3.4180294668268676e-05,1.8523482430461107e-09
1860,5.236420318916706e-05,2.121800814412568e-09,3.384248598844611e-05,2.121800814412568e-09
1861,5.371423737545099e-05,1.9702952285578182e-09,3.397841334974926e-05,1.9702952285578182e-09
1862,5.5577203706239485e-05,1.9274430464376125e-09,3.392985828603352e-05,1.9274430464376125e-09
1863,5.78274812141899e-05,2.2138703410184188e-09,3.4080208154461745e-05,2.2138703410184188e-09
1864,6.169869240173804e-05,1.6310641250326186e-09,3.370893734557155e-05,1.6310641250326186e-09
1865,6.272537523597878e-05,1.3203882749073565e-09,3.3153537255462394e-05,1.3203882749073565e-09
1866,6.407822209959184e-05,1.4531071346191027e-09,3.285709499323275e-05,1.4531071346191027e-09
1867,6.624467589842555e-05,1.5192604396752074e-09,3.258595331447266e-05,1.5192604396752074e-09
1868,6.631897018191271e-05,1.7881306356239334e-09,3.181935868009792e-05,1.7881306356239334e-09
1869,6.483609364035406e-05,2.0564205814390034e-09,3.1572070188953406e-05,2.0564205814390034e-09
1870,6.340808613458648e-05,1.9811755965929277e-09,3.0630918575168054e-05,1.9811755965929277e-09
1871,6.1001450896063556e-05,2.151460620769541e-09,3.023159427227386e-05,2.151460620769541e-09
1872,6.019393965418983e-05,1.968004735365879e-09,3.032002184357095e-05,1.968004735365879e-09
1873,5.8923765858967923e-05,2.030329634575675e-09,3.0253783604296457e-05,2.030329634575675e-09
1874,5.828115016421569e-05,2.313537948518883e-09,3.042129589760277e-05,2.313537948518883e-09
1875,5.8802343638879915e-05,2.2051278739506788e-09,3.0338312041879233e-05,2.2051278739506788e-09
1876,6.0991119036251416e-05,2.2296669114193637e-09,3.0074935369027245e-05,2.2296669114193637e-09
1877,6.084645376956489e-05,2.3330496423668023e-09,3.022685398588822e-05,2.3330496423668023e-09
1878,6.172566905401513e-05,2.253857243696343e-09,3.0285651259224062e-05,2.253857243696343e-09
1879,6.186365707045687e-05,2.4163505165018607e-09,2.9901206289650872e-05,2.4163505165018607e-09
1880,6.173277298720288e-05,2.4186268543502365e-09,2.961302769628154e-05,2.4186268543502365e-09
1881,6.050106302219709e-05,1.9558187450538102e-09,2.8963964723516256e-05,1.9558187450538102e-09
1882,6.023047067823687e-05,1.9249969396284428e-09,2.8871440008515492e-05,1.9249969396284428e-09
1883,5.8179570519964076e-05,1.593503654425835e-09,2.8816848238680643e-05,1.593503654425835e-09
1884,5.854299420856738e-05,1.553536767483012e-09,2.872911734032511e-05,1.553536767483012e-09
1885,5.8341475648506146e-05,1.430131481493037e-09,2.8730609951058534e-05,1.430131481493037e-09
1886,5.857905125594698e-05,1.406443715458648e-09,2.8805555692607803e-05,1.406443715458648e-09
1887,5.7932987796708145e-05,1.3749274338107194e-09,2.8853824395420296e-05,1.3749274338107194e-09
1888,5.78546044250418e-05,1.365428254589724e-09,2.904013412522285e-05,1.365428254589724e-09
1889,5.703105021634006e-05,1.4189862063140879e-09,2.9036230314107214e-05,1.4189862063140879e-09
1890,5.818913736480421e-05,1.4675655294179739e-09,2.907877907481244e-05,1.4675655294179739e-09
1891,5.7452907640254125e-05,1.295387582914539e-09,2.887603399618196e-05,1.295387582914539e-09
1892,5.761833641112649e-05,1.3618836296786746e-09,2.8521359906465348e-05,1.3618836296786746e-09
1893,5.711715285932379e-05,1.233421396763999e-09,2.8405098419170827e-05,1.233421396763999e-09
1894,5.746246305144658e-05,1.2443517644860386e-09,2.8351169541045757e-05,1.2443517644860386e-09
1895,5.691368642146699e-05,1.255380672431678e-09,2.819998163821375e-05,1.255380672431678e-09
1896,5.6817467079132e-05,1.2078473776711007e-09,2.8315642599149476e-05,1.2078473776711007e-09
1897,5.513339108022462e-05,1.105084563539955e-09,2.8157223433871487e-05,1.105084563539955e-09
1898,5.5761408605446506e-05,1.2010842082814982e-09,2.8132630697135547e-05,1.2010842082814982e-09
1899,5.452624671826405e-05,1.1682060001889332e-09,2.8178899551026655e-05,1.1682060001889332e-09
1900,5.5076592356532016e-05,1.4012301953668172e-09,2.8041289104813976e-05,1.4012301953668172e-09
1901,5.479328319779597e-05,1.3958628855955828e-09,2.7735195544664748e-05,1.3958628855955828e-09
1902,5.555380162799598e-05,1.486174199578321e-09,2.7243239985961865e-05,1.486174199578321e-09
1903,5.593242946945663e-05,1.5895984052858937e-09,2.651465521401925e-05,1.5895984052858937e-09
1904,5.70021355607813e-05,1.7530974767104063e-09,2.6121824963151346e-05,1.7530974767104063e-09
1905,5.7003889066566315e-05,1.7223931170207152e-09,2.5751743253619808e-05,1.7223931170207152e-09
1906,5.857303611784508e-05,1.8114270401119776e-09,2.5323852501709814e-05,1.8114270401119776e-09
1907,5.930059394034158e-05,1.7059087634560148e-09,2.5113589799730107e-05,1.7059087634560148e-09
1908,6.0287198201487104e-05,1.891377689387598e-09,2.480694664492538e-05,1.891377689387598e-09
1909,6.112190333494385e-05,1.7537270207463556e-09,2.470460692295871e-05,1.7537270207463556e-09
1910,6.223855494421773e-05,1.8314393176613715e-09,2.462853288826799e-05,1.8314393176613715e-09
1911,6.313759461461035e-05,1.9291036070155444e-09,2.4487394642034944e-05,1.9291036070155444e-09
1912,6.502819451270625e-05,2.237053685151734e-09,2.4418901115755682e-05,2.237053685151734e-09
1913,6.629052222706378e-05,2.5117515686393486e-09,2.449106874077448e-05,2.5117515686393486e-09
1914,6.714468846829342e-05,2.7012606595988586e-09,2.4384951237672275e-05,2.7012606595988586e-09
1915,6.774415669497102e-05,2.6313218746766763e-09,2.4396746864243012e-05,2.6313218746766763e-09
1916,6.862598404820477e-05,2.8611107451480068e-09,2.4405012352092725e-05,2.8611107451480068e-09
1917,6.887384058375443e-05,2.9493175520859236e-09,2.4499840427389635e-05,2.9493175520859236e-09
1918,6.994774802089003e-05,2.743269325985612e-09,2.4368294751704006e-05,2.743269325985612e-09
1919,6.912989504469027e-05,2.7221876498982412e-09,2.4231519481483182e-05,2.7221876498982412e-09
1920,6.839591826844429e-05,2.4696998731802265e-09,2.4058954295469448e-05,2.4696998731802265e-09
1921,6.729392875318549e-05,2.3134426438023834e-09,2.389663729575529e-05,2.3134426438023834e-09
1922,6.738305819453672e-05,2.31636116636886e-09,2.3661170156888795e-05,2.31636116636886e-09
1923,6.609451936258535e-05,2.22360539505116e-09,2.3570398427961792e-05,2.22360539505116e-09
1924,6.540872709592804e-05,1.9895498264738923e-09,2.342910166979501e-05,1.9895498264738923e-09
1925,6.423632190230169e-05,2.205205288216153e-09,2.3575183669371264e-05,2.205205288216153e-09
1926,6.416991735542459e-05,2.0027739942664523e-09,2.3675084906114663e-05,2.0027739942664523e-09
1927,6.383142525529755e-05,2.154993501107023e-09,2.3757442509772124e-05,2.154993501107023e-09
1928,6.388542741271002e-05,2.2213218407531242e-09,2.3860804243927953e-05,2.2213218407531242e-09
1929,6.292772481434181e-05,2.108506877033075e-09,2.411199264835367e-05,2.108506877033075e-09
1930,6.37308273456126e-05,2.0642599534476905e-09,2.4225941420549395e-05,2.0642599534476905e-09
1931,6.357801560495448e-05,2.103173318041789e-09,2.4591855565501775e-05,2.103173318041789e-09
1932,6.344742048116001e-05,1.9472416694960818e-09,2.4739440829892245e-05,1.9472416694960818e-09
1933,6.297527839446307e-05,1.9499278223835047e-09,2.5311938380972216e-05,1.9499278223835047e-09
1934,6.296011945648518e-05,1.988912479156113e-09,2.5603072312411052e-05,1.988912479156113e-09
1935,6.322791939185533e-05,2.002914675384001e-09,2.616206074890215e-05,2.002914675384001e-09
1936,6.413218735750499e-05,1.993413561202877e-09,2.691984965557432e-05,1.993413561202877e-09
1937,6.385053399883742e-05,1.940778839225134e-09,2.7772105698074612e-05,1.940778839225134e-09
1938,6.444934427106221e-05,2.078950773436767e-09,2.7973269295346525e-05,2.078950773436767e-09
1939,6.526191386261157e-05,2.3130032333895656e-09,2.8743170852456907e-05,2.3130032333895656e-09
1940,6.659030727210588e-05,2.2645105790530806e-09,2.9100789106450975e-05,2.2645105790530806e-09
1941,6.729831719504935e-05,1.8631744559881115e-09,2.9669155992451124e-05,1.8631744559881115e-09
1942,6.858312450016715e-05,1.7789199002749e-09,2.977939324669673e-05,1.7789199002749e-09
1943,6.896429217054642e-05,1.718687065681885e-09,2.9837212683300356e-05,1.718687065681885e-09
1944,6.99942372323546e-05,1.7374189864582945e-09,2.967668245089174e-05,1.7374189864582945e-09
1945,7.050802274274506e-05,1.8023102217006632e-09,2.987819555398476e-05,1.8023102217006632e-09
1946,7.078076825044783e-05,1.7100738761551985e-09,2.9481217747421135e-05,1.7100738761551985e-09
1947,7.004856784728222e-05,1.8017533496918402e-09,2.924616559799428e-05,1.8017533496918402e-09
1948,6.986010079604707e-05,2.005860509436884e-09,2.8979511106237104e-05,2.005860509436884e-09
1949,6.873472011648118e-05,2.1479217769483837e-09,2.9107582772017588e-05,2.1479217769483837e-09
1950,6.828175953290026e-05,2.3790546516926678e-09,2.8880841065464275e-05,2.3790546516926678e-09
1951,6.72524537159396e-05,2.3947908101007442e-09,2.8697716645962957e-05,2.3947908101007442e-09
1952,6.685642022473206e-05,2.185754894539522e-09,2.8628478893162018e-05,2.185754894539522e-09
1953,6.621444793251743e-05,2.184266783317972e-09,2.8694151686587638e-05,2.184266783317972e-09
1954,6.677648447553761e-05,2.2491400963886576e-09,2.8606679604438667e-05,2.2491400963886576e-09
1955,6.631685079940195e-05,2.3129791256896024e-09,2.8718953347249355e-05,2.3129791256896024e-09
1956,6.657520862063393e-05,2.4066855968436177e-09,2.8621966651241693e-05,2.4066855968436177e-09
1957,6.646906071442313e-05,2.3231606162608743e-09,2.86205761637705e-05,2.3231606162608743e-09
1958,6.62635253060476e-05,2.5655054905878873e-09,2.885265426552256e-05,2.5655054905878873e-09
1959,6.583689121595983e-05,2.7004323380605146e-09,2.9010573988281457e-05,2.7004323380605146e-09
1960,6.542564473680354e-05,2.762709220124496e-09,2.8983203654726302e-05,2.762709220124496e-09
1961,6.461529639117154e-05,2.7599885393010074e-09,2.9076295114854084e-05,2.7599885393010074e-09
1962,6.440339451988361e-05,2.6500004254462593e-09,2.9266022465890273e-05,2.6500004254462593e-09
1963,6.320448405209131e-05,2.4919794957714967e-09,2.9488790200308097e-05,2.4919794957714967e-09
1964,6.266269338084385e-05,2.5158975855025088e-09,2.9665619357339373e-05,2.5158975855025088e-09
1965,6.216836326140245e-05,2.3624514725436742e-09,2.9796969881447565e-05,2.3624514725436742e-09
1966,6.232174564502202e-05,2.4808729990967647e-09,2.9891535242703477e-05,2.4808729990967647e-09
1967,6.195343095376822e-05,2.3809965427850396e-09,3.0144477932481095e-05,2.3809965427850396e-09
1968,6.1440839739849e-05,2.4105061756176026e-09,3.0200360145369943e-05,2.4105061756176026e-09
1969,6.125025954263817e-05,2.4198693525180813e-09,2.994598175324167e-05,2.4198693525180813e-09
1970,6.186111672182701e-05,2.6279821176343278e-09,2.9480053594202866e-05,2.6279821176343278e-09
1971,6.238874941897978e-05,2.859390851079573e-09,2.906622960706175e-05,2.859390851079573e-09
1972,6.311899518810346e-05,2.8630615656055625e-09,2.8456628569983877e-05,2.8630615656055625e-09
1973,6.32922700398402e-05,3.008370917458235e-09,2.7889563040974152e-05,3.008370917458235e-09
1974,6.381096006537388e-05,3.1727566922918574e-09,2.7294934885243754e-05,3.1727566922918574e-09
1975,6.50526666764303e-05,3.431828884562346e-09,2.6798332068470438e-05,3.431828884562346e-09
1976,6.59119084178071e-05,3.4319991610536657e-09,2.6455489725257003e-05,3.4319991610536657e-09
1977,6.638858134725265e-05,3.723779475249346e-09,2.6293376192500417e-05,3.723779475249346e-09
1978,6.663177815166168e-05,3.695013913887887e-09,2.6188630467264113e-05,3.695013913887887e-09
1979,6.676212693231978e-05,3.743750230457619e-09,2.6195029931841418e-05,3.743750230457619e-09
1980,6.709809635399974e-05,3.7211264228683862e-09,2.6299841140696246e-05,3.7211264228683862e-09
1981,6.74626644467935e-05,3.768432962506349e-09,2.644168593438475e-05,3.768432962506349e-09
1982,6.739023436758933e-05,3.653300550965355e-09,2.6752900989127477e-05,3.653300550965355e-09
1983,6.759772077202797e-05,3.940116613928726e-09,2.6982158358025898e-05,3.940116613928726e-09
1984,6.806281141637425e-05,3.7087943509967705e-09,2.721912746242846e-05,3.7087943509967705e-09
1985,6.881304891846542e-05,3.827786785949781e-09,2.7539113164363827e-05,3.827786785949781e-09
1986,6.91446039127186e-05,5.125376504163828e-09,2.7763792136933523e-05,5.125376504163828e-09
1987,6.963947401215722e-05,5.073761188967296e-09,2.8081305052702582e-05,5.073761188967296e-09
1988,6.988440561274598e-05,5.090050222581308e-09,2.8472814977119144e-05,5.090050222581308e-09
1989,7.020641662945439e-05,5.088583554524462e-09,2.8708764927744467e-05,5.088583554524462e-09
1990,7.04495406742873e-05,4.942433065987675e-09,2.8849355918022672e-05,4.942433065987675e-09
1991,7.023620336050434e-05,4.747760375321621e-09,2.91504012628658e-05,4.747760375321621e-09
1992,6.978841910105465e-05,4.630870480732645e-09,2.9288669663531308e-05,4.630870480732645e-09
1993,6.939398008398712e-05,3.3357700094224387e-09,2.9571195877256935e-05,3.3357700094224387e-09
1994,6.833854734265645e-05,3.1001009061424968e-09,2.9871299505300287e-05,3.1001009061424968e-09
1995,6.750993842225788e-05,2.912375991164546e-09,3.0156447402467685e-05,2.912375991164546e-09
1996,6.602972332205224e-05,2.707921093707861e-09,3.059292638291871e-05,2.707921093707861e-09
1997,6.40034605956836e-05,2.440199391757452e-09,3.124010592208444e-05,2.440199391757452e-09
1998,6.213156510576872e-05,2.4208079826440863e-09,3.1796835433591954e-05,2.4208079826440863e-09
1999,6.002349774852129e-05,2.1704691694728648e-09,3.244019067746454e-05,2.1704691694728648e-09
2000,5.834062851915535e-05,2.368431006871674e-09,3.3162890758831054e-05,2.368431006871674e-09
2001,5.679827674092459e-05,2.3343974055377105e-09,3.38376583905691e-05,2.3343974055377105e-09
2002,5.543662077148578e-05,2.227745829078539e-09,3.441241954403397e-05,2.227745829078539e-09
2003,5.393138053477742e-05,2.080574585632584e-09,3.485872678408798e-05,2.080574585632584e-09
2004,5.2839997286875064e-05,2.0738288863952903e-09,3.517903418729215e-05,2.0738288863952903e-09
2005,5.183567295067145e-05,1.8266469289532746e-09,3.562366639796112e-05,1.8266469289532746e-09
2006,5.0311055279702745e-05,2.185303192371789e-09,3.626555085897313e-05,2.185303192371789e-09
2007,4.8715577057529504e-05,1.6856563525965588e-09,3.7030824127474003e-05,1.6856563525965588e-09
2008,4.7337758067962045e-05,1.5593261126767288e-09,3.778153352738757e-05,1.5593261126767288e-09
2009,4.586793771263079e-05,1.4209691201472197e-09,3.801336164802446e-05,1.4209691201472197e-09
2010,4.47699026803353e-05,1.3223122358978807e-09,3.8297069945006766e-05,1.3223122358978807e-09
2011,4.314885050657072e-05,1.2296504290988862e-09,3.92893650444291e-05,1.2296504290988862e-09
2012,4.167191218584776e-05,1.1328774109285534e-09,4.007807729067281e-05,1.1328774109285534e-09
2013,4.125364856528384e-05,5.7312777539715e-10,4.034894300275482e-05,5.7312777539715e-10
2014,4.002165483793111e-05,5.172278161325039e-10,4.027582482584486e-05,5.172278161325039e-10
2015,3.8872317028498014e-05,4.4468821085758796e-10,3.997275312680618e-05,4.4468821085758796e-10
2016,3.7789693513851876e-05,3.825998922441747e-10,4.038694896735251e-05,3.825998922441747e-10
2017,3.700322001047122e-05,3.5084229503083247e-10,4.083063928798462e-05,3.5084229503083247e-10
2018,3.687407443067059e-05,3.10521702795441e-10,4.0471412648912517e-05,3.10521702795441e-10
2019,3.639016267698025e-05,3.2273887035083604e-10,3.99563414248405e-05,3.2273887035083604e-10
