ngram,culture,cultre,culure,clture
1930,3.921468825345593e-05,3.5556455597290133e-10,1.7692816021787549e-09,5.2513190224828015e-11
1931,3.9825637421537454e-05,5.165855739207106e-10,1.9357370627050484e-09,5.2513190224828015e-11
1932,4.056443607883661e-05,4.4757005046580645e-10,2.1076204908305432e-09,7.615643631592966e-11
1933,4.082307714270428e-05,3.5587819794244014e-10,2.388068362105652e-09,7.615643631592966e-11
1934,4.195770504468653e-05,3.101309407695295e-10,2.6544368132113458e-09,9.862431109881292e-11
1935,4.22488285819002e-05,3.101309407695295e-10,2.6912485097594997e-09,1.208466441994714e-10
1936,4.288502324405792e-05,2.804967785818846e-10,2.696727650709972e-09,9.556084693393022e-11
1937,4.335995825905619e-05,3.430390535122793e-10,2.892441968478059e-09,6.833345397464337e-11
1938,4.35709126967205e-05,1.5492722581024664e-10,3.0824283760365135e-09,6.833345397464337e-11
1939,4.359482928910958e-05,2.793973504936328e-10,2.8298573484519807e-09,6.958423321672719e-11
1940,4.373779821824948e-05,4.857434494314511e-10,2.65549225465987e-09,6.958423321672719e-11
1941,4.3185786385687864e-05,5.460112818227764e-10,2.5023632531175265e-09,4.711635843384394e-11
1942,4.288345111750199e-05,5.7091932768673e-10,2.467924801027469e-09,2.4894025333185457e-11
1943,4.2665967547301466e-05,6.143418730080491e-10,2.758167646657991e-09,2.4894025333185457e-11
1944,4.244008492345789e-05,6.004574952335671e-10,2.683658803118557e-09,2.4894025333185457e-11
1945,4.32284978160169e-05,6.162440855225374e-10,2.7118836541463664e-09,2.4894025333185457e-11
1946,4.387385706650093e-05,5.414182733095732e-10,3.224443664454465e-09,0.0
1947,4.4244534365134314e-05,4.1785705649578983e-10,3.43551146261437e-09,0.0
1948,4.458228119931716e-05,3.5222134930901206e-10,3.4598114849261817e-09,5.129999996229222e-11
1949,4.526940444650661e-05,4.2935027755319766e-10,3.637087488326886e-09,6.830616231364876e-11
1950,4.6367439478802097e-05,6.52629894570822e-10,3.4615003244705835e-09,6.830616231364876e-11
1951,4.7245430323528126e-05,6.263918986678821e-10,3.789247106565443e-09,8.485526071482547e-11
1952,4.704085845982523e-05,6.359049041306162e-10,3.721623326973551e-09,8.485526071482547e-11
1953,4.733787396357262e-05,6.333283025001484e-10,3.4205515880054396e-09,8.485526071482547e-11
1954,4.8037763398107404e-05,6.231232038292741e-10,3.338681965812741e-09,8.485526071482547e-11
1955,4.8979922472166694e-05,6.640002119568627e-10,3.652994573499768e-09,3.355526075253325e-11
1956,5.0319339477157753e-05,6.697072816942904e-10,3.729010211728223e-09,1.654909840117672e-11
1957,5.114683361690757e-05,5.859672984926639e-10,3.8418922329189596e-09,1.654909840117672e-11
1958,5.2132114693189836e-05,6.910435081307144e-10,3.777058760994529e-09,1.1901807912233814e-11
1959,5.347685094290812e-05,8.021068016133321e-10,3.970368732199501e-09,2.3195746910533087e-11
1960,5.48129750573675e-05,8.291541144154837e-10,4.29772725344232e-09,3.3783607855664144e-11
1961,5.624103401454964e-05,8.241077463301747e-10,4.598595345787057e-09,4.503917675321592e-11
1962,5.710143159376457e-05,9.701658603462298e-10,4.434979304436735e-09,5.524093285976964e-11
1963,5.7586420423051876e-05,9.416526685385967e-10,4.645388074209222e-09,6.514478936451137e-11
1964,5.7901827988514144e-05,8.906393321263448e-10,4.460852227288521e-09,6.514478936451137e-11
1965,5.877552341969151e-05,7.535459914783818e-10,4.3981985672506394e-09,7.087314465462465e-11
1966,5.914193284947292e-05,6.657754228874982e-10,4.2669430845774875e-09,1.738891322600189e-10
1967,6.0147460836950426e-05,6.801071888202464e-10,4.1359469182822295e-09,1.9867998714482938e-10
1968,6.0777878388762474e-05,7.36565352361345e-10,3.795682212981433e-09,2.228505842162752e-10
1969,6.23194531986623e-05,6.222990892431771e-10,3.934782753591191e-09,2.21625713812758e-10
1970,6.360455258150719e-05,6.746108711335503e-10,3.821129412884261e-09,2.2049136623657007e-10
1971,6.470091206470638e-05,7.096935063431533e-10,3.908263490615127e-09,2.473440688377515e-10
1972,6.567323154221023e-05,7.964086850315815e-10,4.1190696250684564e-09,2.5580024110809825e-10
1973,6.691711834199461e-05,8.003509838998874e-10,4.435020160644041e-09,2.5704767183823817e-10
1974,6.736620187958968e-05,8.585592475058539e-10,4.505163099720124e-09,3.3573399913341563e-10
1975,6.832040838032429e-05,9.129766704545667e-10,4.631495123926957e-09,3.2463633269681173e-10
1976,6.831372801181195e-05,8.955356932206979e-10,4.525993928845245e-09,4.281694800299464e-10
1977,6.879165968192475e-05,9.245212849253091e-10,4.4067934063767615e-09,4.675584364122187e-10
1978,6.945280828014282e-05,8.507913738599524e-10,4.501467960287593e-09,4.815053752541384e-10
1979,7.018697734955432e-05,8.521061475467004e-10,4.382899122999464e-09,4.716744415679739e-10
1980,7.08045918145217e-05,9.032085159153626e-10,4.2162002143543626e-09,3.874643939028033e-10
1981,7.13121407898143e-05,9.167792318948947e-10,4.245005172772867e-09,2.886589479349817e-10
1982,7.196023839891755e-05,9.236576027836309e-10,4.234598322787926e-09,2.791534384602049e-10
1983,7.343713410331734e-05,9.697698120726882e-10,4.417165490520704e-09,2.332659541716607e-10
1984,7.489145978719794e-05,9.268510800123206e-10,4.651884084288278e-09,2.2186045461098606e-10
1985,7.705436499756095e-05,9.934639539593044e-10,4.6536872133629e-09,1.8829488811409967e-10
1986,7.935987793773945e-05,1.0190663868314687e-09,4.6776647317463875e-09,2.0658225973112033e-10
1987,8.211341420454639e-05,9.873016927817802e-10,4.615705151422844e-09,2.0867228629563505e-10
1988,8.479663977465992e-05,9.518412962578842e-10,4.659614852694663e-09,2.072755087607308e-10
1989,8.740006575992863e-05,8.330740422898434e-10,4.91016509991076e-09,2.1906056581794912e-10
1990,8.99892028038656e-05,8.344682682943321e-10,4.951769851300826e-09,1.7241040390993311e-10
1991,9.298999170174025e-05,7.694129222635127e-10,4.837665696604583e-09,1.6850378086899883e-10
1992,9.532460015699533e-05,7.030832820704396e-10,4.621242182573886e-09,1.7399439825435285e-10
1993,9.792532676198919e-05,6.169102490754292e-10,4.709423327499605e-09,1.7165842160414358e-10
1994,0.0001004983382050081,5.94820133624298e-10,4.6086609449348865e-09,1.642336048903102e-10
1995,0.00010357384702989034,5.530874686814663e-10,4.310977828682537e-09,1.6953217996107384e-10
1996,0.00010664352885214612,5.937020161209513e-10,3.941625058091956e-09,1.555282113414285e-10
1997,0.0001092947755491228,5.946707095004302e-10,3.5081763525925324e-09,1.4706087339951982e-10
1998,0.00011101530149712094,6.345611615530902e-10,3.268041710262943e-09,1.3732568058890037e-10
1999,0.00011392813134339772,6.393502988937578e-10,3.1768551916095636e-09,1.6256369663101922e-10
2000,0.00011553187921111072,6.617623671267836e-10,2.773213373227382e-09,1.4593418735347237e-10
2001,0.0001175641456419336,6.510767004895359e-10,2.4730956489043318e-09,1.4020458801880916e-10
2002,0.00011910171035976549,6.056238685151324e-10,2.387451046383303e-09,1.3178030095722145e-10
2003,0.00012018936312025679,5.65544983859618e-10,2.3881816682954795e-09,1.3465063389680613e-10
2004,0.00012140636161867795,5.557659887855948e-10,2.3206949536661423e-09,1.382852225585905e-10
2005,0.00012231776573961333,5.328816990842914e-10,2.178776096048044e-09,1.2014266615297967e-10
2006,0.0001214730301788742,4.444497627074741e-10,1.984425607964064e-09,1.079128180663564e-10
2007,0.00012103991528939722,4.735570745064064e-10,1.908161263917764e-09,1.0306985275186444e-10
2008,0.00011872199164437396,4.4974586753200793e-10,1.979807143622939e-09,1.0395125088094988e-10
2009,0.00011690924917015113,4.5780146340490546e-10,1.8373070049498048e-09,1.1395753834623053e-10
2010,0.00011682446347549558,4.6443581520299356e-10,1.582189490534347e-09,1.0667091912156375e-10
2011,0.00011497677353742932,3.9055097647963267e-10,1.4174561841733586e-09,9.617367864391189e-11
2012,0.00011472325734627833,3.53029811733003e-10,1.2399297144582988e-09,1.0188480019974427e-10
2013,0.00011681621046071606,3.703095806186139e-10,1.1135143600833025e-09,8.150296261301624e-11
2014,0.00011628504892412041,3.5163693782155493e-10,1.0081100874716397e-09,9.155164077242643e-11
2015,0.00011556285400209683,3.580447525765505e-10,9.171980000896188e-10,3.962275978549748e-10
2016,0.00011496499168320693,3.6247716732924166e-10,8.493477350007034e-10,4.1303511751673254e-10
2017,0.0001137669035718621,3.3691820629696184e-10,7.950810010370901e-10,4.723218795243955e-10
2018,0.00011429892765590921,3.5230700023980433e-10,7.396184553698504e-10,5.602868995147059e-10
2019,0.00011342200559738558,3.8431524629345404e-10,7.656623113305727e-10,6.816691230579486e-10
