ngram,computer,comuter,computr,comptuer
1674,3.936096228634207e-07,0.0,0.0,0.0
1675,3.936096228634207e-07,0.0,0.0,0.0
1676,5.653956642553177e-07,0.0,0.0,0.0
1677,6.325680601548811e-07,0.0,0.0,0.0
1678,6.325680601548811e-07,0.0,0.0,0.0
1679,2.389584372914604e-07,0.0,0.0,0.0
1680,2.389584372914604e-07,0.0,0.0,0.0
1681,2.389584372914604e-07,0.0,0.0,0.0
1682,2.79280503231608e-07,0.0,0.0,0.0
1683,1.51628918436992e-07,0.0,0.0,0.0
1684,3.912483342511612e-06,0.0,0.0,0.0
1685,3.932689174186115e-06,0.0,0.0,0.0
1686,3.932689174186115e-06,0.0,0.0,0.0
1687,3.932689174186115e-06,0.0,0.0,0.0
1688,3.932689174186115e-06,0.0,0.0,0.0
1689,3.892367108245967e-06,0.0,0.0,0.0
1690,3.931313815184824e-06,0.0,0.0,0.0
1691,1.0328699521064014e-07,0.0,0.0,0.0
1692,8.308116353613773e-08,0.0,0.0,0.0
1693,1.1443235743107444e-07,0.0,0.0,0.0
1694,1.1443235743107444e-07,0.0,0.0,0.0
1695,1.292949355453337e-06,0.0,0.0,0.0
1696,1.292949355453337e-06,0.0,0.0,0.0
1697,1.2759918673412228e-06,0.0,0.0,0.0
1698,1.3278482181736502e-06,0.0,0.0,0.0
1699,1.3278482181736502e-06,0.0,0.0,0.0
1700,1.2964970242787137e-06,0.0,0.0,0.0
1701,1.306163783608229e-06,0.0,0.0,0.0
1702,1.2764678558596643e-07,0.0,0.0,0.0
1703,1.3868799543713196e-07,0.0,0.0,0.0
1704,7.256432001310844e-08,0.0,0.0,0.0
1705,2.0707969180680915e-08,0.0,0.0,0.0
1706,4.285873497370371e-08,0.0,0.0,0.0
1707,9.146854702229185e-08,0.0,0.0,0.0
1708,8.180178769277648e-08,0.0,0.0,0.0
1709,8.180178769277648e-08,0.0,0.0,0.0
1710,8.797560115324035e-08,0.0,0.0,0.0
1711,8.797560115324035e-08,0.0,0.0,0.0
1712,8.797560115324035e-08,0.0,0.0,0.0
1713,6.582483536021755e-08,0.0,0.0,0.0
1714,1.96025196836607e-06,0.0,0.0,0.0
1715,1.96025196836607e-06,0.0,0.0,0.0
1716,1.96025196836607e-06,0.0,0.0,0.0
1717,1.9430369450544404e-06,0.0,0.0,0.0
1718,1.9430369450544404e-06,0.0,0.0,0.0
1719,1.9430369450544404e-06,0.0,0.0,0.0
1720,1.9430369450544404e-06,0.0,0.0,0.0
1721,6.132040653028525e-08,0.0,0.0,0.0
1722,6.904799322780621e-08,0.0,0.0,0.0
1723,6.904799322780621e-08,0.0,0.0,0.0
1724,6.904799322780621e-08,0.0,0.0,0.0
1725,6.904799322780621e-08,0.0,0.0,0.0
1726,6.904799322780621e-08,0.0,0.0,0.0
1727,6.904799322780621e-08,0.0,0.0,0.0
1728,7.727586697520955e-09,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,6.966739566191141e-09,0.0,0.0,0.0
1732,8.20690278910011e-08,0.0,0.0,0.0
1733,9.611856707384245e-08,0.0,0.0,0.0
1734,9.611856707384245e-08,0.0,0.0,0.0
1735,1.0258549311613154e-07,0.0,0.0,0.0
1736,1.080978181887206e-07,0.0,0.0,0.0
1737,1.080978181887206e-07,0.0,0.0,0.0
1738,1.0113107862252946e-07,0.0,0.0,0.0
1739,2.602879029771949e-08,0.0,0.0,0.0
1740,1.1979251114878155e-08,0.0,0.0,0.0
1741,1.6051302103343395e-07,0.0,0.0,0.0
1742,1.6680083955325893e-07,0.0,0.0,0.0
1743,1.6128851448066988e-07,0.0,0.0,0.0
1744,1.6128851448066988e-07,0.0,0.0,0.0
1745,1.6760009050439555e-07,0.0,0.0,0.0
1746,1.6760009050439555e-07,0.0,0.0,0.0
1747,1.7175924225755678e-07,0.0,0.0,0.0
1748,3.050493597405486e-08,0.0,0.0,0.0
1749,2.7660752164950153e-08,0.0,0.0,0.0
1750,3.443389791714578e-07,0.0,0.0,0.0
1751,3.693229488581957e-07,0.0,0.0,0.0
1752,3.8640291474426445e-07,0.0,0.0,0.0
1753,4.517844952748159e-07,0.0,0.0,0.0
1754,5.940677466144604e-07,0.0,0.0,0.0
1755,5.867882829794066e-07,0.0,0.0,0.0
1756,6.0419695760824e-07,0.0,0.0,0.0
1757,3.1187971671897685e-07,0.0,0.0,0.0
1758,3.024336712493485e-07,0.0,0.0,0.0
1759,2.790421293395541e-07,0.0,0.0,0.0
1760,2.2696738406174128e-07,0.0,0.0,0.0
1761,3.8028628170293034e-07,0.0,0.0,0.0
1762,6.056231762434956e-07,0.0,2.6825820295276313e-09,0.0
1763,5.924973141954329e-07,0.0,2.6825820295276313e-09,0.0
1764,6.355926406139847e-07,0.0,2.6825820295276313e-09,0.0
1765,6.406865752848847e-07,0.0,2.6825820295276313e-09,0.0
1766,7.393170855201398e-07,0.0,2.6825820295276313e-09,0.0
1767,8.025673078496506e-07,0.0,2.6825820295276313e-09,0.0
1768,6.127767225702232e-07,0.0,2.6825820295276313e-09,0.0
1769,6.250480798338945e-07,0.0,0.0,0.0
1770,6.396839223400872e-07,0.0,0.0,0.0
1771,6.117172688391292e-07,0.0,0.0,0.0
1772,7.044369283448759e-07,0.0,0.0,0.0
1773,6.058064181096208e-07,0.0,0.0,0.0
1774,5.506290656447683e-07,0.0,0.0,0.0
1775,4.608791743164277e-07,0.0,0.0,0.0
1776,2.449698785410094e-07,0.0,0.0,0.0
1777,2.1905871301035923e-07,0.0,0.0,0.0
1778,2.1016163387344022e-07,0.0,0.0,0.0
1779,1.4804382786337555e-07,0.0,0.0,0.0
1780,1.5744038910676344e-07,0.0,0.0,0.0
1781,1.6092340260343008e-07,0.0,0.0,0.0
1782,1.4501884544009564e-07,0.0,0.0,0.0
1783,1.4071668173544693e-07,0.0,0.0,0.0
1784,1.5943676905700549e-07,0.0,0.0,0.0
1785,1.5797039156138582e-07,0.0,0.0,0.0
1786,1.0662470931574068e-06,0.0,0.0,0.0
1787,1.0774767978156369e-06,0.0,0.0,0.0
1788,1.061759943711747e-06,0.0,0.0,0.0
1789,1.073731064187606e-06,0.0,0.0,0.0
1790,1.0618585137527653e-06,0.0,0.0,0.0
1791,1.0532519714802544e-06,0.0,0.0,0.0
1792,1.033920127671958e-06,0.0,0.0,0.0
1793,7.736777999208958e-08,0.0,0.0,0.0
1794,6.97153260834479e-08,0.0,0.0,0.0
1795,6.42225500716417e-08,0.0,0.0,0.0
1796,5.1727809083753784e-08,0.0,0.0,0.0
1797,6.774666668921522e-08,0.0,0.0,0.0
1798,8.827715955054113e-08,0.0,0.0,0.0
1799,8.088587932775226e-08,0.0,0.0,0.0
1800,9.521769709205533e-08,0.0,0.0,0.0
1801,8.642294930487943e-08,0.0,0.0,0.0
1802,2.8290231846028746e-07,0.0,0.0,0.0
1803,2.8683167130338916e-07,0.0,0.0,0.0
1804,2.692545800288469e-07,0.0,0.0,0.0
1805,2.4192475197740547e-07,0.0,0.0,0.0
1806,2.519320779928843e-07,0.0,0.0,0.0
1807,2.425926007378264e-07,0.0,0.0,0.0
1808,2.480634275769944e-07,0.0,0.0,0.0
1809,5.372056399721714e-08,0.0,0.0,0.0
1810,5.689544708380774e-08,0.0,0.0,0.0
1811,5.925780551966195e-08,0.0,0.0,0.0
1812,7.068995649157322e-08,0.0,0.0,0.0
1813,6.506883108516246e-08,0.0,0.0,0.0
1814,6.652154078372924e-08,0.0,0.0,0.0
1815,6.826695145686504e-08,1.9314070977470366e-10,0.0,0.0
1816,7.635996571561268e-08,1.9314070977470366e-10,0.0,0.0
1817,8.259783967901058e-08,1.9314070977470366e-10,0.0,0.0
1818,1.0849574901986411e-07,1.9314070977470366e-10,0.0,0.0
1819,1.03907215276422e-07,1.9314070977470366e-10,0.0,0.0
1820,1.0935188246971198e-07,1.9314070977470366e-10,0.0,0.0
1821,1.1691792727625788e-07,1.9314070977470366e-10,0.0,0.0
1822,1.2398842333790787e-07,0.0,0.0,0.0
1823,2.650362560530084e-07,0.0,0.0,0.0
1824,2.6681242206093104e-07,0.0,0.0,0.0
1825,2.4674135902712025e-07,0.0,0.0,0.0
1826,2.4314534081375836e-07,1.1849824296409191e-10,0.0,0.0
1827,2.4659698587876324e-07,1.1849824296409191e-10,0.0,0.0
1828,2.600787141204819e-07,1.1849824296409191e-10,0.0,0.0
1829,5.224289227255343e-07,2.590467998838822e-10,0.0,0.0
1830,3.77219544743314e-07,2.590467998838822e-10,0.0,0.0
1831,3.7400781950834373e-07,3.5194146010196295e-10,0.0,0.0
1832,3.8756774297813277e-07,4.3709091901433794e-10,0.0,0.0
1833,3.857583621424965e-07,3.18592676050246e-10,0.0,0.0
1834,3.797077537472303e-07,3.18592676050246e-10,0.0,0.0
1835,3.5939465549615436e-07,3.18592676050246e-10,0.0,0.0
1836,9.111386641994354e-08,1.780441191304557e-10,0.0,0.0
1837,9.277669071090194e-08,1.780441191304557e-10,0.0,0.0
1838,8.791575010848516e-08,8.5149458912375e-11,0.0,0.0
1839,7.758424556771257e-08,0.0,0.0,0.0
1840,8.435068719693715e-08,0.0,0.0,0.0
1841,8.486245763249047e-08,0.0,0.0,0.0
1842,9.400316055721955e-08,0.0,0.0,0.0
1843,9.045165378600878e-08,0.0,0.0,0.0
1844,1.1112353856138465e-07,0.0,0.0,0.0
1845,1.202401723584704e-07,0.0,0.0,0.0
1846,1.1777019892633689e-07,0.0,0.0,0.0
1847,1.1981796583475963e-07,0.0,0.0,0.0
1848,1.2979627785268478e-07,0.0,5.4687675023399966e-11,0.0
1849,1.3110002632694367e-07,0.0,1.0842721165360558e-10,0.0
1850,1.3630981905115342e-07,0.0,1.0842721165360558e-10,0.0
1851,1.1860048232392728e-07,0.0,1.0842721165360558e-10,0.0
1852,1.177578659345662e-07,0.0,1.0842721165360558e-10,0.0
1853,1.20287196076723e-07,0.0,1.0842721165360558e-10,0.0
1854,1.2178117105219955e-07,0.0,1.0842721165360558e-10,0.0
1855,1.218692783514338e-07,1.0500349796010206e-10,5.3739536630205616e-11,0.0
1856,1.2116655767613338e-07,1.5470230255562204e-10,0.0,0.0
1857,1.2526406071141798e-07,2.9910498284506966e-10,0.0,0.0
1858,1.3378621994369106e-07,2.9910498284506966e-10,0.0,0.0
1859,1.3185603263212086e-07,2.9910498284506966e-10,0.0,0.0
1860,1.389202769327572e-07,2.9910498284506966e-10,0.0,0.0
1861,1.3608004577138543e-07,2.9910498284506966e-10,5.648668041250257e-11,0.0
1862,1.3720697061054515e-07,1.941014848849676e-10,5.648668041250257e-11,0.0
1863,1.35945221302336e-07,1.4440268028944762e-10,5.648668041250257e-11,0.0
1864,1.2928671009961234e-07,0.0,5.648668041250257e-11,0.0
1865,1.2596625050978867e-07,0.0,5.648668041250257e-11,0.0
1866,2.2562100403839785e-07,0.0,1.0072630031641796e-10,0.0
1867,2.1240444933060383e-07,4.321245742186111e-11,1.0072630031641796e-10,0.0
1868,2.1236756099694632e-07,4.321245742186111e-11,4.4239619903915386e-11,0.0
1869,2.0694098980454457e-07,4.321245742186111e-11,4.4239619903915386e-11,0.0
1870,2.0720291412804466e-07,4.321245742186111e-11,4.4239619903915386e-11,0.0
1871,2.2770666114573552e-07,8.378851977321387e-11,8.481568225526814e-11,0.0
1872,2.2601347231849494e-07,8.378851977321387e-11,8.481568225526814e-11,0.0
1873,1.2513121155117396e-07,1.6180602492786378e-10,4.057606235135276e-11,0.0
1874,1.9432844819026025e-07,1.185935675060027e-10,4.057606235135276e-11,0.0
1875,2.0060821676841962e-07,1.185935675060027e-10,8.069109269648322e-11,0.0
1876,2.2287334542982406e-07,1.185935675060027e-10,8.069109269648322e-11,0.0
1877,2.2381124763017267e-07,1.185935675060027e-10,1.1564276520508493e-10,0.0
1878,2.392088284912981e-07,7.801750515464993e-11,7.506670285373218e-11,0.0
1879,2.438383778066314e-07,7.801750515464993e-11,7.506670285373218e-11,0.0
1880,2.5876439378537596e-07,0.0,7.506670285373218e-11,0.0
1881,2.2137488388450167e-07,0.0,7.506670285373218e-11,0.0
1882,2.3062062431173607e-07,3.240957898878857e-11,3.4951672508601714e-11,0.0
1883,2.2090261860999556e-07,3.240957898878857e-11,3.4951672508601714e-11,0.0
1884,2.2576834421020715e-07,3.240957898878857e-11,0.0,0.0
1885,2.0865091698851757e-07,3.240957898878857e-11,0.0,0.0
1886,2.289011860057144e-07,3.240957898878857e-11,0.0,0.0
1887,2.3026943145915929e-07,3.240957898878857e-11,0.0,0.0
1888,2.4895532086637626e-07,5.941242141118051e-11,0.0,0.0
1889,2.4557217110603755e-07,5.3173737238739907e-11,0.0,0.0
1890,2.5566215202031473e-07,5.3173737238739907e-11,0.0,0.0
1891,2.604502416910951e-07,5.3173737238739907e-11,0.0,0.0
1892,2.7104448463433073e-07,5.3173737238739907e-11,0.0,0.0
1893,2.5252447650408225e-07,5.3173737238739907e-11,0.0,0.0
1894,2.4777989234995144e-07,7.526551009424359e-11,0.0,0.0
1895,2.1638618769819524e-07,4.826266767185164e-11,0.0,0.0
1896,2.5524891660617346e-07,2.2091772855503677e-11,0.0,0.0
1897,3.9037237391832083e-07,2.2091772855503677e-11,0.0,0.0
1898,3.9735609748601875e-07,2.2091772855503677e-11,0.0,0.0
1899,3.971446115461471e-07,5.851958600240031e-11,0.0,0.0
1900,4.054027320827507e-07,7.659019053894513e-11,1.8070604536544822e-11,0.0
1901,4.09789850307009e-07,5.4498417683441453e-11,1.8070604536544822e-11,0.0
1902,4.068478927722806e-07,8.893499825468609e-11,5.2507185107789465e-11,0.0
1903,3.924797279556255e-07,8.893499825468609e-11,5.2507185107789465e-11,0.0
1904,2.534460605829736e-07,1.364962190894151e-10,5.2507185107789465e-11,0.0
1905,2.4637162709950644e-07,1.5174308139385773e-10,5.2507185107789465e-11,0.0
1906,2.4130348817509783e-07,1.7737521273193073e-10,6.802217122903187e-11,0.0
1907,2.3921507111676223e-07,1.7395478212651431e-10,4.9951566692487044e-11,0.0
1908,2.361450494195846e-07,1.7395478212651431e-10,4.9951566692487044e-11,0.0
1909,2.36687400599424e-07,1.395182015552697e-10,2.9295995193237954e-11,0.0
1910,3.5865146027650295e-07,1.8083986986454954e-10,4.3069884960088094e-11,0.0
1911,3.55712990491546e-07,1.3327864902982053e-10,4.3069884960088094e-11,0.0
1912,3.6921425459825385e-07,1.7568821794203667e-10,5.7483992764252785e-11,0.0
1913,3.7228779449703454e-07,1.279261924566225e-10,5.626692564256583e-11,0.0
1914,3.7818146227307027e-07,1.5712548623314504e-10,5.626692564256583e-11,0.0
1915,4.1733875986795154e-07,2.049416539251503e-10,5.626692564256583e-11,0.0
1916,4.3976961957728887e-07,2.8020096857840823e-10,5.7537779104713647e-11,0.0
1917,3.035650897637814e-07,2.5284503459209265e-10,7.169535798379201e-11,0.0
1918,3.1511889834031794e-07,2.5284503459209265e-10,7.169535798379201e-11,0.0
1919,3.0991057136426594e-07,2.5201159016750655e-10,7.148699687764548e-11,0.0
1920,3.144467086713121e-07,2.6091532605100806e-10,5.718907787809004e-11,0.0
1921,3.0077031405133834e-07,2.451774666226544e-10,5.718907787809004e-11,0.0
1922,4.217272504547509e-07,2.2151259497306596e-10,8.134037392050684e-11,0.0
1923,4.241555931879962e-07,1.46253280319808e-10,9.084195598133401e-11,0.0
1924,4.6370752824844074e-07,1.5670907627107766e-10,1.1175354788387334e-10,0.0
1925,4.896973503524091e-07,1.5670907627107766e-10,1.347587230296884e-10,0.0
1926,4.842992414718797e-07,1.2280905260984654e-10,1.2055297633167024e-10,0.0
1927,5.003057188852316e-07,1.2234577636708162e-10,1.2055297633167024e-10,0.0
1928,5.343855592952553e-07,9.423416808778434e-11,1.2055297633167024e-10,0.0
1929,4.1073789905762427e-07,1.206544665764499e-10,1.216874775547946e-10,0.0
1930,4.7337149006969934e-07,1.206544665764499e-10,9.713403295982407e-11,0.0
1931,6.375865483830369e-07,1.7493196772086098e-10,1.0075699203542549e-10,0.0
1932,8.27494580286319e-07,1.7493196772086098e-10,7.775181688961043e-11,0.0
1933,9.137422288014412e-07,1.5200900459001942e-10,7.775181688961043e-11,0.0
1934,9.068800141319246e-07,1.2927062594972734e-10,7.775181688961043e-11,0.0
1935,9.112876325291706e-07,1.5149295905038584e-10,7.775181688961043e-11,0.0
1936,9.04477953359414e-07,1.4279622920617844e-10,5.2466019624069253e-11,2.093743234343748e-11
1937,8.701261354612402e-07,1.4279622920617844e-10,7.490843659648964e-11,2.093743234343748e-11
1938,8.741612711154241e-07,8.584944858177782e-11,2.2442416972420378e-11,2.093743234343748e-11
1939,7.510037188954552e-07,8.584944858177782e-11,2.2442416972420378e-11,2.093743234343748e-11
1940,7.574231030308251e-07,1.1164271094900511e-10,4.8235679339647675e-11,2.093743234343748e-11
1941,8.239672614048946e-07,1.392212813287687e-10,4.8235679339647675e-11,2.093743234343748e-11
1942,8.947163589060178e-07,1.419069940920638e-10,4.8235679339647675e-11,2.093743234343748e-11
1943,1.0558987030760493e-06,1.6439210706994548e-10,4.8235679339647675e-11,0.0
1944,1.495177100098642e-06,2.4027739718514493e-10,4.4764584896027164e-11,0.0
1945,1.5624441240496317e-06,2.9360282855732985e-10,6.353400543763449e-11,0.0
1946,1.8885373102810782e-06,3.928914534981739e-10,6.353400543763449e-11,0.0
1947,2.1399016856906073e-06,5.161109773681766e-10,3.7740743070407183e-11,0.0
1948,2.3271677816540304e-06,6.25332406887859e-10,7.194074304526867e-11,0.0
1949,2.75437308313745e-06,6.51442848077975e-10,8.89469053966252e-11,0.0
1950,3.166707431643902e-06,7.05522699785886e-10,8.89469053966252e-11,0.0
1951,3.6772041442288483e-06,7.620301968801004e-10,6.997558286782533e-11,0.0
1952,4.618066863518574e-06,8.594759546922046e-10,1.1394195904251042e-10,0.0
1953,5.929786961392633e-06,1.0269043591661286e-09,1.296311956587383e-10,0.0
1954,7.698676979219141e-06,1.211758570469306e-09,1.296311956587383e-10,1.451595589761569e-11
1955,9.868565289902368e-06,1.6692228908622907e-09,1.3891395276141187e-10,1.451595589761569e-11
1956,1.246352667294559e-05,2.1973286444344963e-09,1.353757958907512e-10,1.451595589761569e-11
1957,1.5712824538890606e-05,2.6141253051115143e-09,1.4811952160829834e-10,4.000340733270999e-11
1958,1.9095143995530505e-05,3.1125283144512697e-09,2.671376027131776e-10,8.761063898164525e-11
1959,2.3472329823042465e-05,3.730580606336227e-09,2.7216544196922195e-10,1.3278639497484234e-10
1960,2.7404689197802717e-05,4.480298259374698e-09,3.5176695683298524e-10,1.6454997880150605e-10
1961,3.182106099432401e-05,5.114410165215791e-09,3.5176695683298524e-10,1.8380073058781628e-10
1962,3.719168073855274e-05,5.815768882350929e-09,3.79696488536244e-10,2.2460775501403114e-10
1963,4.30378347248604e-05,6.5934729422321786e-09,4.652670461204243e-10,3.335501735923785e-10
1964,4.904817615170032e-05,7.227366768550578e-09,5.334631149521232e-10,3.2604934228709833e-10
1965,5.498895864418175e-05,8.624039704585584e-09,5.025958538240616e-10,4.1948341625693987e-10
1966,6.005328551899376e-05,9.970180427286226e-09,1.0767264381682041e-09,5.589621583051191e-10
1967,6.591876964583727e-05,1.0934953831309713e-08,1.3086888001850078e-09,6.864027957131924e-10
1968,7.089318283500948e-05,1.1330882264206008e-08,1.4061107595735628e-09,8.829061608801275e-10
1969,7.48623039856154e-05,1.1444630259355953e-08,1.3975366697227543e-09,9.498217609252686e-10
1970,7.698780141903885e-05,1.1701391601702329e-08,1.3686541780863086e-09,1.033808538775105e-09
1971,7.842985152300181e-05,1.1991258018286186e-08,1.3414197887394253e-09,1.3828088356910533e-09
