ngram,computer,comuter,computr,comptuer
1972,7.945357148335981e-05,1.1589837534131675e-08,1.2967461945504306e-09,1.363503762278181e-09
1973,8.029369616581659e-05,1.1161719167976765e-08,7.456470361790122e-10,1.286152525751102e-09
1974,8.116266170483348e-05,1.0834454222674594e-08,5.487539708351871e-10,1.3143408663017298e-09
1975,8.22932893892617e-05,1.1789863942267078e-08,5.324270151747206e-10,1.367903306499179e-09
1976,8.363927086715453e-05,1.269498512661877e-08,7.347910415043759e-10,1.7102208141725077e-09
1977,8.638025090996442e-05,1.3071945430860005e-08,8.412160055838922e-10,1.886506530355904e-09
1978,8.957332881566669e-05,1.3824289395764872e-08,1.1302275980197761e-09,2.2783929584261185e-09
1979,9.478636742902122e-05,1.4295188017448318e-08,1.3061982923850174e-09,2.7418512222559296e-09
1980,0.00010230476722686685,1.5141395565925516e-08,1.4034870963820977e-09,3.7317038506908975e-09
1981,0.00011064623166540904,1.579165166885689e-08,1.5554296105081887e-09,4.360699706091558e-09
1982,0.00011789856424521921,1.550308427665316e-08,1.8004403840825895e-09,4.780959215823697e-09
1983,0.0001241875486032638,1.535752629828429e-08,1.912765945633055e-09,5.322854823575085e-09
1984,0.0001282009730597825,1.4807692595906831e-08,2.0081568788806894e-09,5.659296904119466e-09
1985,0.00013091727929090017,1.430359361112973e-08,1.867993981718996e-09,5.421276951165867e-09
1986,0.00013100966004588242,1.3498546534508802e-08,1.8281684896085233e-09,5.243687198738403e-09
1987,0.0001285031415006545,1.2287921918081274e-08,1.7738339685990923e-09,4.547779359447597e-09
1988,0.00012335582349416136,1.124523927943853e-08,1.6717480574460604e-09,3.9531960562198625e-09
1989,0.00011875822071618001,1.0318723526430468e-08,1.452074468602912e-09,3.488576459455471e-09
1990,0.0001145804614809874,9.208325784421895e-09,1.2210108559150358e-09,2.649762346048793e-09
1991,0.0001119160744045595,8.83840023391258e-09,1.0541471822429165e-09,2.062352185852997e-09
1992,0.00010974559492232012,8.429077118827471e-09,9.724776618900778e-10,1.7514562102226095e-09
1993,0.00010763244374954541,8.831254838526092e-09,9.410065028779358e-10,1.4920027356448072e-09
1994,0.00010625521619138973,8.29996503272566e-09,9.178103673893442e-10,1.3313704979748105e-09
1995,0.00010519548959564418,7.677161573127478e-09,8.65336342264251e-10,1.2564694126407768e-09
1996,0.0001038853224599734,7.222037698032377e-09,8.030184295293452e-10,1.0989234998172647e-09
1997,0.00010259880426539374,6.7330011407510224e-09,7.313370702683691e-10,1.0435947899496106e-09
1998,0.00010088098393420555,6.00887768114384e-09,6.782288619611165e-10,1.1333483040942838e-09
1999,9.912715592820729e-05,5.096009423967627e-09,6.332696985847771e-10,1.0264325262759095e-09
2000,9.731758057439168e-05,3.723862519931588e-09,5.110805766690112e-10,1.0807860003784038e-09
2001,9.447419558585222e-05,3.4180443237679422e-09,4.816590479636166e-10,1.002433548867389e-09
2002,9.14382835617289e-05,3.1229186221131452e-09,3.9149629768190207e-10,9.897433666290161e-10
2003,8.873816321803523e-05,2.8142456619052935e-09,3.680145711980133e-10,9.49081951917563e-10
2004,8.546192111680284e-05,2.4314679317579848e-09,3.386506709977612e-10,9.875457713486619e-10
2005,8.212533845965351e-05,2.2736072548466625e-09,3.1646214617074367e-10,8.987916720405918e-10
2006,7.960423993478929e-05,2.017221215463597e-09,2.7141616335387854e-10,9.141211954055706e-10
2007,7.742543675703928e-05,1.7972666688237382e-09,2.561883384004966e-10,7.545537409178341e-10
2008,7.60438633733429e-05,1.4171795641766088e-09,1.8563881681865624e-10,6.134546977541535e-10
2009,7.558980412016223e-05,1.1897551356808224e-09,1.6880233619628474e-10,5.414710406239007e-10
2010,7.423280268475147e-05,9.06632606291678e-10,2.382355037451005e-10,6.721495760768953e-10
2011,7.318196003325284e-05,7.477647786683203e-10,2.02101383247769e-10,5.730320166787348e-10
2012,7.163716873037629e-05,5.803176510761026e-10,1.9898910892062512e-10,5.285437781887836e-10
2013,6.947281976213812e-05,5.105145988488452e-10,2.2697092419817925e-10,5.33246135739748e-10
2014,6.628379196627066e-05,5.540195445265437e-10,2.2662810219723336e-10,5.007003472548962e-10
2015,6.20454089325254e-05,4.596176574254786e-10,2.4862996978696524e-10,5.066893858850032e-10
2016,5.806336672061921e-05,3.684885848834593e-10,2.278865746901155e-10,4.6323465400867544e-10
2017,5.6127535572159104e-05,3.630363787365809e-10,1.6079100088421208e-10,3.3983952342035256e-10
2018,5.382970339269377e-05,3.9664752038426343e-10,1.7995048923191704e-10,3.5581258078787315e-10
2019,5.22082900715759e-05,4.584303978094617e-10,1.7821435820131182e-10,3.13939209697911e-10
