ngram,variation,variation,varition,varation
1557,7.12746227041602e-06,7.12746227041602e-06,0.0,0.0
1558,7.12746227041602e-06,7.12746227041602e-06,0.0,0.0
1559,6.406351271185226e-06,6.406351271185226e-06,0.0,0.0
1560,6.406351271185226e-06,6.406351271185226e-06,0.0,0.0
1561,6.406351271185226e-06,6.406351271185226e-06,0.0,0.0
1562,5.204381263216159e-06,5.204381263216159e-06,0.0,0.0
1563,4.09159526628043e-06,4.09159526628043e-06,0.0,0.0
1564,4.09159526628043e-06,4.09159526628043e-06,0.0,0.0
1565,4.09159526628043e-06,4.09159526628043e-06,0.0,0.0
1566,4.09159526628043e-06,4.09159526628043e-06,0.0,0.0
1567,4.09159526628043e-06,4.09159526628043e-06,0.0,0.0
1568,4.09159526628043e-06,4.09159526628043e-06,0.0,0.0
1569,4.834300593107141e-06,4.834300593107141e-06,0.0,0.0
1570,7.427053268267108e-07,7.427053268267108e-07,0.0,0.0
1571,7.427053268267108e-07,7.427053268267108e-07,0.0,0.0
1572,7.427053268267108e-07,7.427053268267108e-07,0.0,0.0
1573,7.427053268267108e-07,7.427053268267108e-07,0.0,0.0
1574,1.2874168727908649e-06,1.2874168727908649e-06,0.0,0.0
1575,1.2874168727908649e-06,1.2874168727908649e-06,0.0,0.0
1576,1.4460724417274053e-06,1.4460724417274053e-06,0.0,0.0
1577,1.1651976072763709e-05,1.1651976072763709e-05,0.0,0.0
1578,1.1651976072763709e-05,1.1651976072763709e-05,0.0,0.0
1579,1.1651976072763709e-05,1.1651976072763709e-05,0.0,0.0
1580,1.1651976072763709e-05,1.1651976072763709e-05,0.0,0.0
1581,1.1107264526799554e-05,1.1107264526799554e-05,0.0,0.0
1582,1.1107264526799554e-05,1.1107264526799554e-05,0.0,0.0
1583,1.116714884119574e-05,1.116714884119574e-05,0.0,0.0
1584,9.61245210159437e-07,9.61245210159437e-07,0.0,0.0
1585,9.61245210159437e-07,9.61245210159437e-07,0.0,0.0
1586,9.61245210159437e-07,9.61245210159437e-07,0.0,0.0
1587,9.61245210159437e-07,9.61245210159437e-07,0.0,0.0
1588,9.61245210159437e-07,9.61245210159437e-07,0.0,0.0
1589,1.147971683427126e-06,1.147971683427126e-06,0.0,0.0
1590,1.4866047552329422e-06,1.4866047552329422e-06,0.0,0.0
1591,1.4866047552329422e-06,1.4866047552329422e-06,0.0,0.0
1592,2.083576548881995e-06,2.083576548881995e-06,0.0,0.0
1593,2.083576548881995e-06,2.083576548881995e-06,0.0,0.0
1594,2.251208132163031e-06,2.251208132163031e-06,0.0,0.0
1595,2.251208132163031e-06,2.251208132163031e-06,0.0,0.0
1596,2.906154561190176e-06,2.906154561190176e-06,0.0,0.0
1597,2.332648835233288e-06,2.332648835233288e-06,0.0,0.0
1598,7.286847335308266e-06,7.286847335308266e-06,0.0,0.0
1599,6.689875541659214e-06,6.689875541659214e-06,0.0,0.0
1600,8.18096066268481e-06,8.18096066268481e-06,0.0,0.0
1601,8.599300664562698e-06,8.599300664562698e-06,0.0,0.0
1602,8.912502835300984e-06,8.912502835300984e-06,0.0,0.0
1603,8.07082993300615e-06,8.07082993300615e-06,0.0,0.0
1604,8.025538655991632e-06,8.025538655991632e-06,0.0,0.0
1605,3.52108772208989e-06,3.52108772208989e-06,0.0,0.0
1606,6.243811347823274e-06,6.243811347823274e-06,0.0,0.0
1607,5.499223301999986e-06,5.499223301999986e-06,0.0,0.0
1608,4.913251716841062e-06,4.913251716841062e-06,0.0,0.0
1609,4.600049546102777e-06,4.600049546102777e-06,0.0,0.0
1610,4.727497810108616e-06,4.727497810108616e-06,0.0,0.0
1611,4.251241088175968e-06,4.251241088175968e-06,0.0,0.0
1612,3.8014935220027316e-06,3.8014935220027316e-06,0.0,0.0
1613,2.0376327500213975e-06,2.0376327500213975e-06,0.0,0.0
1614,1.2911356748190883e-06,1.2911356748190883e-06,0.0,0.0
1615,2.053022179942283e-06,2.053022179942283e-06,0.0,0.0
1616,2.053022179942283e-06,2.053022179942283e-06,0.0,0.0
1617,2.2961979116839108e-06,2.2961979116839108e-06,0.0,0.0
1618,2.583759039355625e-06,2.583759039355625e-06,0.0,0.0
1619,3.1464315140640664e-06,3.1464315140640664e-06,0.0,0.0
1620,2.590524315694763e-06,2.590524315694763e-06,0.0,0.0
1621,2.590524315694763e-06,2.590524315694763e-06,0.0,0.0
1622,2.180379851779435e-06,2.180379851779435e-06,0.0,0.0
1623,2.4497940427993725e-06,2.4497940427993725e-06,0.0,0.0
1624,1.0740437249166592e-05,1.0740437249166592e-05,0.0,0.0
1625,1.2739992208870327e-05,1.2739992208870327e-05,0.0,0.0
1626,1.2177319734161887e-05,1.2177319734161887e-05,0.0,0.0
1627,1.209390675934888e-05,1.209390675934888e-05,0.0,0.0
1628,1.261799976808626e-05,1.261799976808626e-05,0.0,0.0
1629,1.243131641461202e-05,1.243131641461202e-05,0.0,0.0
1630,1.3714384213666822e-05,1.3714384213666822e-05,0.0,0.0
1631,5.449876929170776e-06,5.449876929170776e-06,0.0,0.0
1632,3.782571492852834e-06,3.782571492852834e-06,0.0,0.0
1633,3.919664290411415e-06,3.919664290411415e-06,0.0,0.0
1634,6.808993800534933e-06,6.808993800534933e-06,0.0,0.0
1635,8.342893579538213e-06,8.342893579538213e-06,0.0,0.0
1636,9.13312336641476e-06,9.13312336641476e-06,0.0,0.0
1637,8.678043270395261e-06,8.678043270395261e-06,0.0,0.0
1638,8.819963649589876e-06,8.819963649589876e-06,0.0,0.0
1639,8.228939139241578e-06,8.228939139241578e-06,0.0,0.0
1640,8.503078561261646e-06,8.503078561261646e-06,0.0,0.0
1641,6.130315568952938e-06,6.130315568952938e-06,0.0,0.0
1642,5.043871267064658e-06,5.043871267064658e-06,0.0,0.0
1643,4.088582792454483e-06,4.088582792454483e-06,0.0,0.0
1644,3.357826764321154e-06,3.357826764321154e-06,0.0,0.0
1645,3.555898956619785e-06,3.555898956619785e-06,0.0,0.0
1646,5.4377948929738655e-06,5.4377948929738655e-06,0.0,0.0
1647,5.650836003821626e-06,5.650836003821626e-06,0.0,0.0
1648,5.273219163167856e-06,5.273219163167856e-06,0.0,0.0
1649,4.458126227291359e-06,4.458126227291359e-06,0.0,0.0
1650,4.941247734028106e-06,4.941247734028106e-06,0.0,0.0
1651,5.0046026802062575e-06,5.0046026802062575e-06,0.0,0.0
1652,5.492620971381257e-06,5.492620971381257e-06,0.0,0.0
1653,3.829369023021302e-06,3.829369023021302e-06,0.0,0.0
1654,3.6199275622753442e-06,3.6199275622753442e-06,0.0,0.0
1655,4.032980850102571e-06,4.032980850102571e-06,0.0,0.0
1656,4.918593926309508e-06,4.918593926309508e-06,0.0,0.0
1657,4.6579078798458795e-06,4.6579078798458795e-06,0.0,0.0
1658,4.603216520341188e-06,4.603216520341188e-06,0.0,0.0
1659,3.7644519547289486e-06,3.7644519547289486e-06,0.0,0.0
1660,3.873420853649025e-06,3.873420853649025e-06,0.0,0.0
1661,3.99607225582648e-06,3.99607225582648e-06,0.0,0.0
1662,4.098923243743359e-06,4.098923243743359e-06,0.0,0.0
1663,3.97658431795987e-06,3.97658431795987e-06,0.0,0.0
1664,5.562085951688849e-06,5.562085951688849e-06,0.0,0.0
1665,5.7158758863806725e-06,5.7158758863806725e-06,0.0,0.0
1666,6.128837640062557e-06,6.128837640062557e-06,0.0,0.0
1667,5.892137226380458e-06,5.892137226380458e-06,0.0,0.0
1668,5.74843290581027e-06,5.74843290581027e-06,0.0,0.0
1669,5.373118093692548e-06,5.373118093692548e-06,0.0,0.0
1670,4.685283394272639e-06,4.685283394272639e-06,0.0,0.0
1671,3.815990956874364e-06,3.815990956874364e-06,0.0,0.0
1672,3.754302984556749e-06,3.754302984556749e-06,0.0,0.0
1673,3.499678151846248e-06,3.499678151846248e-06,0.0,0.0
1674,4.11854018368883e-06,4.11854018368883e-06,0.0,0.0
1675,4.033627711968231e-06,4.033627711968231e-06,0.0,0.0
1676,4.207583060633624e-06,4.207583060633624e-06,0.0,0.0
1677,4.445894839071636e-06,4.445894839071636e-06,0.0,0.0
1678,3.865784460036334e-06,3.865784460036334e-06,0.0,0.0
1679,3.698306045407662e-06,3.698306045407662e-06,0.0,0.0
1680,3.7694284986043513e-06,3.7694284986043513e-06,0.0,0.0
1681,3.2959361046128573e-06,3.2959361046128573e-06,0.0,0.0
1682,3.470934416327509e-06,3.470934416327509e-06,0.0,2.016103297007378e-08
1683,2.962703985888636e-06,2.962703985888636e-06,0.0,2.016103297007378e-08
1684,3.5152525177701525e-06,3.5152525177701525e-06,0.0,2.016103297007378e-08
1685,3.358776552886411e-06,3.358776552886411e-06,0.0,2.016103297007378e-08
1686,3.804832155245614e-06,3.804832155245614e-06,0.0,2.016103297007378e-08
1687,3.6425675489226705e-06,3.6425675489226705e-06,0.0,2.016103297007378e-08
1688,4.15109790148043e-06,4.15109790148043e-06,0.0,2.016103297007378e-08
1689,4.046087155984424e-06,4.046087155984424e-06,0.0,0.0
1690,4.778254346352437e-06,4.778254346352437e-06,0.0,0.0
1691,5.468122773371371e-06,5.468122773371371e-06,0.0,0.0
1692,5.597417092368622e-06,5.597417092368622e-06,0.0,0.0
1693,5.415750008199081e-06,5.415750008199081e-06,0.0,0.0
1694,5.230790082220795e-06,5.230790082220795e-06,0.0,0.0
1695,4.717571024619767e-06,4.717571024619767e-06,0.0,0.0
1696,5.251981860965316e-06,5.251981860965316e-06,0.0,0.0
1697,5.548093067123513e-06,5.548093067123513e-06,0.0,0.0
1698,5.183734547894606e-06,5.183734547894606e-06,0.0,0.0
1699,5.205259494037559e-06,5.205259494037559e-06,0.0,0.0
1700,4.887897180846526e-06,4.887897180846526e-06,0.0,0.0
1701,5.0159932568151684e-06,5.0159932568151684e-06,0.0,0.0
1702,5.9051122564466955e-06,5.9051122564466955e-06,0.0,0.0
1703,5.356207290268296e-06,5.356207290268296e-06,0.0,0.0
1704,4.374945758302472e-06,4.374945758302472e-06,0.0,0.0
1705,3.5028863781657752e-06,3.5028863781657752e-06,0.0,0.0
1706,3.5376472007036293e-06,3.5376472007036293e-06,0.0,0.0
1707,3.448669888582247e-06,3.448669888582247e-06,0.0,0.0
1708,3.2066666335595073e-06,3.2066666335595073e-06,0.0,0.0
1709,1.9365186452497644e-06,1.9365186452497644e-06,0.0,0.0
1710,2.0025343181779524e-06,2.0025343181779524e-06,0.0,0.0
1711,1.9524035873733477e-06,1.9524035873733477e-06,0.0,0.0
1712,1.7586466550970466e-06,1.7586466550970466e-06,0.0,0.0
1713,1.5549145148595147e-06,1.5549145148595147e-06,0.0,0.0
1714,2.2679492011385653e-06,2.2679492011385653e-06,0.0,0.0
