ngram,trip,triip,trp,tipp
1889,1.612583894581933e-05,1.6654119749937024e-10,7.093701752986752e-09,3.0272325281442492e-09
1890,1.6587761430335896e-05,1.6654119749937024e-10,6.840314346691554e-09,3.255684515630313e-09
1891,1.695023924444935e-05,1.3603029020663778e-10,6.805370616242661e-09,3.2894227659190686e-09
1892,1.7362528524245135e-05,1.3603029020663778e-10,7.45710686851047e-09,3.1845956348165926e-09
1893,1.7359030347766486e-05,1.0844167429104244e-10,6.779861053526506e-09,3.1677687457281375e-09
1894,1.7773638319340535e-05,5.3173737238739907e-11,6.88400758619423e-09,3.891101028687314e-09
1895,1.8176228227925355e-05,2.6170894816347966e-11,7.472742995824028e-09,3.78613159871374e-09
1896,1.8686357049903434e-05,3.8760851671172854e-11,7.391110961358598e-09,3.7084635045354322e-09
1897,1.912790477425525e-05,5.733760688464429e-11,7.55238030844144e-09,3.5353512181249667e-09
1898,1.971903319437323e-05,7.537577506600002e-11,7.472583567797691e-09,3.45326180349405e-09
1899,2.0253487881356186e-05,1.1180358821289665e-10,6.816417081572419e-09,3.4579946208067115e-09
1900,2.0997870836124222e-05,1.2987419274944146e-10,6.568757284140605e-09,3.3301204968186735e-09
1901,2.1583579967097777e-05,1.6414756657098398e-10,6.5825961189805835e-09,2.649406154781835e-09
1902,2.2285728326616144e-05,2.502390179990956e-10,6.165599269231896e-09,2.4577256103291187e-09
1903,2.270084405608941e-05,3.0711303143439647e-10,6.302354765048384e-09,2.378576161429383e-09
1904,2.3361943801449214e-05,3.3609749705565406e-10,6.351971520197302e-09,2.318669827567581e-09
1905,2.4169788697950674e-05,3.485530534831836e-10,6.496724618593979e-09,2.19906496187353e-09
1906,2.483547593458622e-05,3.431552125787718e-10,6.828585252804942e-09,2.2071464973143814e-09
1907,2.539442721172236e-05,3.543849559044838e-10,7.02627004197812e-09,2.1939181582553147e-09
1908,2.5870384498765426e-05,3.338360361958083e-10,6.900697219996183e-09,2.2457058435065846e-09
1909,2.6499430012855945e-05,2.6152559383969225e-10,6.887458286237396e-09,2.276800795516668e-09
1910,2.7317478140633155e-05,1.9343850826691877e-10,6.8626212649089015e-09,2.282095480841763e-09
1911,2.8168237414709957e-05,2.1576694498553246e-10,7.244080510052495e-09,2.226849768075364e-09
1912,2.914669234347197e-05,2.285155427978707e-10,1.1303801577306721e-08,2.1117941839676746e-09
1913,2.980847628870314e-05,2.9757100256100344e-10,1.132356056540321e-08,1.8967116290267784e-09
1914,3.011955647837437e-05,3.1212012240639757e-10,1.1204304404900865e-08,1.7643211019142363e-09
1915,3.0496614012268503e-05,3.462118359855358e-10,1.0668631819247106e-08,1.6284131503547477e-09
1916,3.0969581920154656e-05,3.7758641253342924e-10,1.062486479749428e-08,1.6336949412324282e-09
1917,3.1226636045695546e-05,3.640043673226932e-10,1.0595053786691518e-08,1.6109432676714164e-09
1918,3.1327319188026846e-05,3.2287518789538995e-10,1.0743889524076979e-08,1.950137210445949e-09
1919,3.125123969636791e-05,2.7963286547416644e-10,6.637989523129915e-09,2.274785772447631e-09
1920,3.111928007066516e-05,1.7954743346854889e-10,9.260102970135416e-09,2.4887351386076214e-09
1921,3.139245823799034e-05,1.3569796576089795e-10,9.155622165175309e-09,2.7608802545740575e-09
1922,3.147554369726484e-05,8.788179806889268e-11,9.435336131450152e-09,2.795189825631285e-09
1923,3.11043162842647e-05,1.163865442513742e-10,9.622830849614111e-09,2.790392885008787e-09
1924,3.0876324152424263e-05,1.2684234020264385e-10,9.688483412365453e-09,2.783150963660473e-09
1925,3.08950160875351e-05,1.4409221236823455e-10,9.515760243264789e-09,2.3114566927162628e-09
1926,3.066024172377573e-05,1.4409221236823455e-10,9.86961522033068e-09,2.2323574258972403e-09
1927,3.076097969564476e-05,1.4409221236823455e-10,7.340672577730142e-09,2.111253108846459e-09
1928,3.0371564987165455e-05,1.897111852531909e-10,7.876497803189458e-09,1.901767473658619e-09
1929,3.0080450544898796e-05,2.1499698251873208e-10,7.892054057886559e-09,2.090113066748651e-09
1930,2.957694388377214e-05,1.413366507163616e-10,1.8434637625931927e-08,2.0597238200740063e-09
1931,2.9214509205693112e-05,1.431481302541623e-10,1.886892445465297e-08,2.321181596138493e-09
1932,2.879619985053848e-05,9.713777996253218e-11,1.887718476772144e-08,2.5620805477188924e-09
1933,2.9688323723218802e-05,9.713777996253218e-11,1.8565542753939164e-08,2.658900496602509e-09
1934,2.9909071080120547e-05,9.713777996253218e-11,1.848461396645819e-08,2.678392824988813e-09
1935,3.0595038749327485e-05,5.1518807077575805e-11,1.8272780368176556e-08,2.6485375004270395e-09
1936,3.0843873901176266e-05,8.904530485980594e-11,1.822527474968995e-08,2.5746152987338178e-09
1937,3.1543369134721744e-05,8.904530485980594e-11,7.548364346275451e-09,2.586005298788052e-09
1938,3.1973560388515967e-05,1.0631679663626009e-10,7.580872691497526e-09,2.2871776060386294e-09
1939,3.217454598468196e-05,1.3121082196944555e-10,8.513451657928987e-09,2.059500601804741e-09
1940,3.117625289762925e-05,1.3121082196944555e-10,8.381104191609471e-09,1.9083026904707724e-09
1941,3.101466635208843e-05,1.3121082196944555e-10,8.235206929084273e-09,2.272995347496476e-09
1942,3.048861123845979e-05,1.3121082196944555e-10,8.593664954251575e-09,2.3799480481605836e-09
1943,3.067750029523657e-05,1.1130517737648456e-10,9.000460567319481e-09,2.345811576733224e-09
1944,3.052890549172714e-05,1.1130517737648456e-10,9.464988665846313e-09,2.5232562864526844e-09
1945,3.0465304787087787e-05,6.780067578799581e-11,9.727536490597037e-09,2.51903550399898e-09
1946,3.032699143139845e-05,4.2906650454810347e-11,8.993382927258153e-09,2.5764507828794437e-09
1947,3.005935156709581e-05,5.946362648310912e-11,9.3050248141578e-09,2.489493008564888e-09
1948,2.981197264619238e-05,5.946362648310912e-11,1.0429831982199694e-08,2.4707858774825856e-09
1949,3.003469152775194e-05,7.646978883446565e-11,9.997633197502052e-09,2.454294592954146e-09
1950,3.0233920759720994e-05,3.35631383796553e-11,9.903898653565842e-09,2.521654139466177e-09
1951,3.0335134527246866e-05,8.32104325919149e-11,1.0291354942840566e-08,2.3408168578090536e-09
1952,3.060913747633874e-05,9.889438177098801e-11,1.022681025578517e-08,2.3855530091004037e-09
1953,3.08340869586183e-05,9.889438177098801e-11,9.764152216921015e-09,2.5461104653195274e-09
1954,3.0849919442386765e-05,8.233740574268924e-11,1.0998026806723665e-08,2.42839943392121e-09
1955,3.087979790247378e-05,9.683165777144406e-11,9.890758942024798e-09,2.102684455123389e-09
1956,3.065951256888054e-05,9.32935009007834e-11,1.0240587552548926e-08,2.0957231981557e-09
1957,3.0119820751549143e-05,1.3152467706215428e-10,1.2110292070742292e-08,1.961438281635911e-09
1958,2.9484035362007228e-05,9.37791907621285e-11,1.3078655872586102e-08,2.0841979253560794e-09
1959,2.880972247762007e-05,8.938918058135466e-11,1.5169497150476933e-08,2.032793457372252e-09
1960,2.8339722121017985e-05,9.997704152648573e-11,1.578927483996446e-08,1.831144045917808e-09
1961,2.82576064429512e-05,9.997704152648573e-11,1.5094044553925253e-08,1.9481229486727004e-09
1962,2.7623001577532185e-05,9.568454560428461e-11,1.590071097012924e-08,2.0459046361815628e-09
1963,2.7181414614980376e-05,8.221654012358875e-11,1.7019182127090256e-08,1.99285218486064e-09
1964,2.6507556218088473e-05,6.197198409203203e-11,2.1391420063870166e-08,1.998783662392002e-09
1965,2.6175584675261882e-05,8.533050258449241e-11,2.7386634801221784e-08,2.100558758679126e-09
1966,2.5915308339920428e-05,8.282963501590349e-11,3.56595965454533e-08,2.2113976205773156e-09
1967,2.545838028059474e-05,7.224177407077243e-11,5.0304761245456575e-08,2.348069231114128e-09
1968,2.4895860146248845e-05,9.881139755625007e-11,7.377933920947401e-08,2.3484298791335132e-09
1969,2.4944625952879767e-05,1.065634128557694e-10,9.307788317869381e-08,2.1762084039573485e-09
1970,2.4676684656047394e-05,1.065634128557694e-10,1.278338522021321e-07,2.2561816066206983e-09
1971,2.4998294715520126e-05,1.0647859379922916e-10,1.4314083480420387e-07,2.2280990227433304e-09
1972,2.500003288982303e-05,9.73046028672288e-11,1.6223585776385464e-07,2.0397521291063268e-09
1973,2.4834194586479237e-05,1.0501972505913163e-10,1.7499991652617348e-07,1.907656049000244e-09
1974,2.5012110979462576e-05,1.2131473107825285e-10,1.8753619355850658e-07,1.8085330217536872e-09
1975,2.5087203019731013e-05,1.0285460776732996e-10,1.8624848913922116e-07,1.811944372320795e-09
1976,2.4865312298061326e-05,1.009736986483973e-10,1.9335119207296104e-07,1.749191315601552e-09
1977,2.4785278583294712e-05,1.0900010953353499e-10,1.8118010863028238e-07,1.6450003740128442e-09
1978,2.4334139067962368e-05,9.925823704626247e-11,1.8899875848481835e-07,1.550995744535401e-09
1979,2.4063882717330542e-05,7.317190157356862e-11,1.9060353143426516e-07,1.4543896404666562e-09
1980,2.4014780657515595e-05,8.80110176206182e-11,2.013140618016353e-07,1.346577817505436e-09
1981,2.3578979900256464e-05,1.1749480505593039e-10,2.0061991636209443e-07,1.2863033019680108e-09
1982,2.322507810146947e-05,1.316197889765304e-10,2.0567288012378932e-07,1.235019166299724e-09
1983,2.3059052182361484e-05,1.1554692668939e-10,2.0643671762497563e-07,1.2895971274977975e-09
1984,2.3025753242628915e-05,1.663252625905276e-10,2.226711919612561e-07,1.2298663833375046e-09
1985,2.3059402207893853e-05,2.0880385912366454e-10,2.1904934856463244e-07,1.243063176202343e-09
1986,2.3376125162550515e-05,2.571637466467333e-10,2.0956068981701848e-07,1.3605088008564588e-09
1987,2.3600466582658036e-05,2.3250390452208717e-10,1.9534648743047e-07,1.3163098468359026e-09
1988,2.4002360338012556e-05,2.213821581410956e-10,1.87716539455453e-07,1.2662882409308907e-09
1989,2.4429591056624694e-05,2.5236376827561125e-10,1.842757931009536e-07,1.1260459747181833e-09
1990,2.5031736056137432e-05,2.9230854195483325e-10,1.7820484897258992e-07,1.1184996936578325e-09
1991,2.5628402779277947e-05,2.4007306361127437e-10,1.5307306000522658e-07,1.1155490697856152e-09
1992,2.5945073243097534e-05,2.4033330781841096e-10,1.4517473597866877e-07,1.1863156052743002e-09
1993,2.6331167776204112e-05,1.984147796460104e-10,1.4246287857336677e-07,1.1497052714621552e-09
1994,2.6601138025788324e-05,1.9823044198182974e-10,1.3679326522313723e-07,1.1854059757597314e-09
1995,2.698943483535134e-05,2.08283313215699e-10,1.3186593658279629e-07,1.5018969361830464e-09
1996,2.736391953866197e-05,1.6136925823362347e-10,1.2194636310271433e-07,1.7004124457693187e-09
1997,2.780355836356258e-05,1.5018710778992783e-10,1.1066899320764736e-07,1.8113248837333833e-09
1998,2.8292203101695384e-05,1.6672898924580919e-10,1.0527443095043054e-07,1.8553309365034109e-09
1999,2.907284942921251e-05,1.212534641145283e-10,9.73398834552037e-08,1.860425083829601e-09
2000,2.9804629385970266e-05,1.4077425187854408e-10,8.967172655210171e-08,1.7712296074279266e-09
2001,3.061516872548964e-05,1.444125820910485e-10,8.413809382545878e-08,1.7622056512424577e-09
2002,3.141380927575353e-05,1.0507121759952196e-10,8.187380931953417e-08,1.5050429949933379e-09
2003,3.2104918448437403e-05,9.876917835192702e-11,7.805854908480927e-08,1.4220360444738844e-09
2004,3.268223528201426e-05,7.505310113477468e-11,7.700429551147994e-08,1.3132615788486695e-09
2005,3.315012976859829e-05,6.18791382221508e-11,7.509939337069227e-08,1.3174058034946613e-09
2006,3.409054417196395e-05,6.674903834023662e-11,7.26822163090089e-08,1.20285413375752e-09
2007,3.516348442644812e-05,4.615405230620365e-11,7.164920085805144e-08,1.217956751326759e-09
2008,3.6561938551520666e-05,4.130367179230479e-11,7.364944869842865e-08,1.2349290479107822e-09
2009,3.7220119078743407e-05,4.0083797144580786e-11,7.959920976320842e-08,1.1656324397765365e-09
2010,3.755370874257226e-05,4.417769324963469e-11,8.059908245578689e-08,1.7025937088759641e-09
2011,3.8514766596823134e-05,4.377354431309552e-11,7.950776392817716e-08,1.7142821368792178e-09
2012,3.915674928326293e-05,4.4516072375940954e-11,7.926989046122149e-08,1.6641697147307915e-09
2013,3.9046426536515355e-05,3.422292806286111e-11,7.941002877487335e-08,1.7328798951332658e-09
2014,3.857536025212279e-05,2.8855766982210137e-11,7.535748533119399e-08,1.7334475521657566e-09
2015,3.728621387771065e-05,4.528737256235895e-11,6.707704740855596e-08,1.7920816180223247e-09
2016,3.699530809951414e-05,5.991415077360213e-11,5.460651588050171e-08,1.9157799315193203e-09
2017,3.728322311265705e-05,6.51236304466396e-11,4.8934777711432766e-08,1.4040156629905691e-09
2018,3.652811356005259e-05,7.164900062139878e-11,4.555403769757049e-08,1.3858484138040695e-09
2019,3.585641479730839e-05,7.087174944131469e-11,4.1794706806541626e-08,1.367865237744681e-09
