ngram,trip,triip,trp,tipp
1589,3.1186926727449257e-06,0.0,0.0,0.0
1590,3.417996984873233e-06,0.0,0.0,0.0
1591,3.6845304488711657e-06,0.0,0.0,0.0
1592,2.0168851213903897e-06,0.0,0.0,0.0
1593,3.133268819510704e-06,0.0,0.0,0.0
1594,3.133268819510704e-06,0.0,0.0,0.0
1595,4.0348630006649596e-06,0.0,0.0,0.0
1596,3.87182827970329e-06,0.0,0.0,0.0
1597,3.334025547831386e-06,0.0,0.0,0.0
1598,5.013784370281168e-06,0.0,0.0,0.0
1599,4.534723724905884e-06,0.0,0.0,0.0
1600,3.844364365639714e-06,0.0,0.0,0.0
1601,4.430335950798638e-06,0.0,0.0,0.0
1602,5.094752493407993e-06,0.0,1.0440071816576944e-07,0.0
1603,4.884334267834285e-06,0.0,1.0440071816576944e-07,0.0
1604,4.982750721995087e-06,0.0,2.746710379142314e-07,0.0
1605,3.3737691020568102e-06,0.0,2.746710379142314e-07,0.0
1606,3.6562584812470178e-06,0.0,2.746710379142314e-07,0.0
1607,5.469725303035895e-06,0.0,2.746710379142314e-07,0.0
1608,5.682464104341177e-06,0.0,2.746710379142314e-07,0.0
1609,4.116453380577566e-06,0.0,1.7027031974846197e-07,0.0
1610,4.243901644583405e-06,0.0,1.7027031974846197e-07,0.0
1611,4.00577328361708e-06,0.0,0.0,0.0
1612,3.668462617107642e-06,0.0,0.0,0.0
1613,3.587683051721667e-06,0.0,0.0,0.0
1614,1.348191891078646e-06,0.0,0.0,0.0
1615,9.304247571760373e-07,0.0,0.0,0.0
1616,9.304247571760373e-07,0.0,0.0,0.0
1617,9.265178277928499e-07,0.0,0.0,0.0
1618,9.225826878329306e-07,0.0,0.0,0.0
1619,1.485255162541372e-06,0.0,0.0,0.0
1620,1.5685898558461174e-06,0.0,1.0073891384568664e-07,0.0
1621,1.7470078513984584e-06,0.0,1.0073891384568664e-07,0.0
1622,1.5067614153200078e-06,0.0,1.0073891384568664e-07,0.0
1623,7.4338734228669116e-06,0.0,1.0073891384568664e-07,0.0
1624,8.355657420062406e-06,0.0,1.0073891384568664e-07,0.0
1625,8.257180281491725e-06,0.0,1.0073891384568664e-07,0.0
1626,1.1138834923128473e-05,0.0,1.0073891384568664e-07,0.0
1627,1.0735879267745726e-05,0.0,0.0,0.0
1628,1.0622972898285557e-05,0.0,0.0,0.0
1629,1.0564805425669224e-05,0.0,0.0,0.0
1630,4.637693418122321e-06,0.0,0.0,0.0
1631,4.045807973592933e-06,0.0,0.0,0.0
1632,4.1374341078283446e-06,0.0,0.0,1.8325226847082376e-07
1633,8.301997890417365e-07,0.0,2.741855951171601e-07,1.8325226847082376e-07
1634,8.301997890417365e-07,0.0,2.741855951171601e-07,1.8325226847082376e-07
1635,1.0116473033251947e-06,0.0,2.741855951171601e-07,1.8325226847082376e-07
1636,1.450184429683889e-06,0.0,2.741855951171601e-07,1.8325226847082376e-07
1637,1.96230530491448e-06,0.0,2.741855951171601e-07,1.8325226847082376e-07
1638,1.5762004547273785e-06,0.0,2.741855951171601e-07,1.8325226847082376e-07
1639,1.8739254617880112e-06,0.0,2.741855951171601e-07,0.0
1640,1.8396407191240932e-06,0.0,0.0,0.0
1641,2.1382511517588554e-06,0.0,0.0,0.0
1642,1.9992418458514294e-06,0.0,0.0,1.0794983446820489e-07
1643,1.4781753756259214e-06,0.0,0.0,1.0794983446820489e-07
1644,1.241038891716276e-06,0.0,0.0,1.0794983446820489e-07
1645,1.271937516581342e-06,0.0,0.0,1.0794983446820489e-07
1646,9.833247856607028e-07,0.0,1.007384103754053e-07,1.0794983446820489e-07
1647,8.805167307660408e-07,0.0,3.088295151038827e-07,1.0794983446820489e-07
1648,6.736047696774352e-07,0.0,3.088295151038827e-07,1.0794983446820489e-07
1649,7.221104851851123e-07,0.0,3.088295151038827e-07,0.0
1650,8.538708990662209e-07,0.0,3.088295151038827e-07,0.0
1651,5.788865077452751e-07,0.0,3.088295151038827e-07,0.0
1652,5.919956395570937e-07,0.0,3.088295151038827e-07,0.0
1653,5.666330074356145e-07,0.0,2.080911047284774e-07,0.0
1654,6.495993797476071e-07,0.0,0.0,0.0
1655,7.322100503058339e-07,0.0,1.162060893225966e-07,0.0
1656,5.757545003299518e-07,0.0,1.162060893225966e-07,0.0
1657,5.552118165854023e-07,0.0,1.162060893225966e-07,0.0
1658,7.696743539651964e-07,0.0,1.162060893225966e-07,0.0
1659,1.3016752404837462e-06,0.0,2.1270764299125794e-07,3.2167185232927816e-08
1660,1.3866490624942735e-06,0.0,2.1270764299125794e-07,3.2167185232927816e-08
1661,1.3036826901822809e-06,0.0,2.1270764299125794e-07,3.2167185232927816e-08
1662,1.2511731272622586e-06,0.0,9.650155366866134e-08,3.2167185232927816e-08
1663,1.3168681058622106e-06,0.0,9.650155366866134e-08,3.2167185232927816e-08
1664,1.5200742252220932e-06,0.0,1.3580453485571654e-07,3.2167185232927816e-08
1665,1.3937949217636612e-06,0.0,1.7989615181639757e-07,3.2167185232927816e-08
1666,7.903996390723478e-07,0.0,1.632913933592915e-07,0.0
1667,7.923116243091499e-07,0.0,1.632913933592915e-07,0.0
1668,9.2357127203156e-07,0.0,1.632913933592915e-07,0.0
1669,8.616798774190621e-07,0.0,1.632913933592915e-07,0.0
1670,9.119323993088204e-07,0.0,1.632913933592915e-07,0.0
1671,6.757289351558679e-07,0.0,1.2398841217223629e-07,0.0
1672,6.121463026634696e-07,0.0,7.989679521155527e-08,0.0
1673,7.453979995781472e-07,0.0,2.4742870355761885e-08,0.0
1674,6.156669383829337e-07,0.0,2.4742870355761885e-08,0.0
1675,6.55999788331688e-07,0.0,5.906136988999476e-08,0.0
1676,8.108241473792077e-07,0.0,5.906136988999476e-08,0.0
1677,7.620490427890607e-07,0.0,5.906136988999476e-08,0.0
1678,8.630957962298323e-07,0.0,5.906136988999476e-08,1.991857142716721e-08
1679,9.99997579599819e-07,0.0,8.213313914698769e-08,1.991857142716721e-08
1680,9.535109829325197e-07,0.0,7.549219763599727e-08,1.991857142716721e-08
1681,1.2789940179962805e-06,0.0,7.549219763599727e-08,1.991857142716721e-08
1682,1.510622163485615e-06,0.0,4.1173698101764396e-08,1.991857142716721e-08
1683,1.3400240764635133e-06,0.0,4.1173698101764396e-08,1.991857142716721e-08
1684,1.3605164213004173e-06,0.0,4.1173698101764396e-08,1.991857142716721e-08
1685,1.3024842766234151e-06,0.0,4.1173698101764396e-08,2.0205831674502406e-08
1686,1.2238695116398697e-06,0.0,1.8101928844771464e-08,2.0205831674502406e-08
1687,1.179556193164899e-06,0.0,0.0,2.0205831674502406e-08
1688,1.1476836659442467e-06,0.0,0.0,2.0205831674502406e-08
1689,9.65461205331459e-07,0.0,0.0,2.0205831674502406e-08
1690,1.0044079122703157e-06,0.0,0.0,2.0205831674502406e-08
1691,9.901413266431649e-07,0.0,0.0,2.0205831674502406e-08
1692,9.63578510696347e-07,0.0,2.3668044540110193e-08,0.0
1693,1.0687980583108064e-06,0.0,2.3668044540110193e-08,0.0
1694,1.0595545307166634e-06,0.0,2.3668044540110193e-08,0.0
1695,8.419611227899233e-07,0.0,2.3668044540110193e-08,0.0
1696,6.839467232566676e-07,0.0,2.3668044540110193e-08,0.0
1697,8.800544151199574e-07,0.0,2.3668044540110193e-08,0.0
1698,1.9786098245536517e-06,0.0,2.3668044540110193e-08,0.0
1699,1.9754244330475297e-06,0.0,0.0,0.0
1700,1.9822850601615627e-06,0.0,0.0,0.0
1701,2.102463594967828e-06,0.0,9.666759329515377e-09,0.0
1702,2.1137675665678605e-06,0.0,9.666759329515377e-09,0.0
1703,2.2053607234998448e-06,0.0,9.666759329515377e-09,0.0
1704,2.030113064068116e-06,0.0,9.666759329515377e-09,0.0
1705,1.0138421738962019e-06,0.0,9.666759329515377e-09,9.157804673317775e-09
1706,1.387521454684507e-06,0.0,3.181752512253817e-08,2.023318756982917e-08
1707,1.3019257413101774e-06,0.0,3.181752512253817e-08,3.238564058197621e-08
1708,1.397966562827995e-06,0.0,2.215076579302279e-08,3.238564058197621e-08
1709,1.3382400457625669e-06,0.0,2.215076579302279e-08,3.238564058197621e-08
1710,1.4591034788021976e-06,0.0,2.215076579302279e-08,3.238564058197621e-08
1711,1.4617778966956912e-06,0.0,2.215076579302279e-08,3.238564058197621e-08
1712,1.458183102645957e-06,0.0,2.215076579302279e-08,2.3227835908658434e-08
1713,1.1877413125408306e-06,0.0,1.0818015182069627e-08,1.2152453012147037e-08
1714,1.2123717770659174e-06,0.0,4.3196889164067086e-07,0.0
1715,1.1494428317096857e-06,0.0,4.432912449812777e-07,0.0
1716,2.0545082212005842e-06,0.0,4.432912449812777e-07,0.0
1717,1.9318959597772585e-06,0.0,4.509326504579089e-07,0.0
1718,2.0188242615404306e-06,0.0,4.5867440690017247e-07,0.0
1719,1.9786791897656386e-06,0.0,4.850138911446525e-07,0.0
1720,2.0104831151002145e-06,0.0,4.832570041912732e-07,0.0
1721,1.9553210920873554e-06,0.0,7.086618580842696e-08,0.0
1722,1.945246456866049e-06,0.0,5.954383246782007e-08,0.0
1723,1.1653112730008225e-06,0.0,5.954383246782007e-08,0.0
1724,1.212094429904807e-06,0.0,6.364426649188967e-08,0.0
1725,1.1361977629219057e-06,0.0,7.796137018496146e-08,0.0
1726,1.6757797344065954e-06,0.0,6.43968819856257e-08,0.0
1727,1.5655776987192179e-06,0.0,6.217846961119124e-08,0.0
1728,1.5515327780641591e-06,0.0,5.3418411535436205e-08,0.0
1729,1.5326916208583237e-06,0.0,5.97903882594762e-08,0.0
1730,1.5520172788845748e-06,0.0,6.797362621974961e-08,0.0
1731,1.4151066644834437e-06,0.0,5.623178671904887e-08,0.0
1732,1.4852151285335173e-06,0.0,3.41729265837135e-08,0.0
1733,9.53111428511225e-07,0.0,2.13979305385692e-08,0.0
1734,9.45181625411351e-07,0.0,3.004040952500223e-08,0.0
1735,9.70922988991723e-07,0.0,3.004040952500223e-08,0.0
1736,9.222245012097119e-07,0.0,2.9180757873551296e-08,1.1024650145178124e-08
1737,8.076247256992377e-07,0.0,2.0997519913277885e-08,1.1024650145178124e-08
1738,8.822194753780163e-07,0.0,2.0997519913277885e-08,1.1024650145178124e-08
1739,7.655439243795367e-07,0.0,2.4228436400010522e-08,1.425556663191076e-08
1740,8.48279366242163e-07,0.0,2.4228436400010522e-08,1.425556663191076e-08
1741,9.478302769951239e-07,0.0,8.743241559321696e-09,1.425556663191076e-08
1742,1.0486144869251542e-06,0.0,8.743241559321696e-09,1.425556663191076e-08
1743,1.0635153882633728e-06,0.0,3.2309164867326346e-09,3.2309164867326346e-09
1744,1.2145934858511152e-06,0.0,3.2309164867326346e-09,3.2309164867326346e-09
1745,1.1277906902965436e-06,0.0,3.2309164867326346e-09,3.2309164867326346e-09
1746,1.2807194959155562e-06,0.0,4.977977141606971e-09,0.0
1747,1.2740431064425399e-06,0.0,9.137128894768206e-09,0.0
1748,1.2335234933808742e-06,0.0,2.005632434734902e-08,0.0
1749,1.175994883949118e-06,0.0,2.5011604723853712e-08,0.0
1750,1.2299774709845224e-06,0.0,2.5011604723853712e-08,0.0
1751,1.206635663005987e-06,0.0,2.5011604723853712e-08,3.569138635433384e-09
1752,1.3861598680315573e-06,0.0,2.5011604723853712e-08,3.569138635433384e-09
1753,1.3834424115494976e-06,0.0,2.506298000883232e-08,3.569138635433384e-09
1754,1.3678772380184715e-06,0.0,2.508789696621859e-08,3.569138635433384e-09
1755,1.4277947327302951e-06,0.0,2.5728624817946055e-08,3.569138635433384e-09
1756,1.5398752728807658e-06,0.0,3.898616667592185e-08,3.569138635433384e-09
1757,1.5627237449474966e-06,0.0,4.8121536469888527e-08,3.569138635433384e-09
1758,1.5252462130125162e-06,0.0,6.36594606869981e-08,0.0
1759,1.4726479418771175e-06,0.0,6.713825558993644e-08,0.0
1760,1.3764406828288754e-06,0.0,7.541573841608948e-08,0.0
1761,1.4268978247855557e-06,5.551134916816279e-09,7.955837182700115e-08,0.0
1762,1.62340061901237e-06,5.551134916816279e-09,8.409394069985865e-08,0.0
1763,1.6784270136278273e-06,5.551134916816279e-09,7.72358167263779e-08,0.0
1764,1.8144933489695956e-06,5.551134916816279e-09,7.653248599938576e-08,0.0
1765,2.0026794637877695e-06,5.551134916816279e-09,6.983678701999452e-08,2.9474084125727782e-09
1766,2.2061787733816473e-06,5.551134916816279e-09,6.975904425538764e-08,2.9474084125727782e-09
1767,2.3549332419341747e-06,5.551134916816279e-09,6.528571588099957e-08,2.9474084125727782e-09
1768,2.741470033080467e-06,0.0,6.232343885415048e-08,2.9474084125727782e-09
1769,2.5826466623714495e-06,0.0,4.927420630248694e-08,5.993668038075027e-09
1770,2.5412100999996516e-06,0.0,4.9451194377476375e-08,5.993668038075027e-09
1771,2.456802495284397e-06,0.0,4.8917086508432865e-08,5.993668038075027e-09
1772,2.3704372032235758e-06,0.0,5.589135173725676e-08,3.046259625502249e-09
1773,2.2983470476642002e-06,0.0,5.2490299598925306e-08,3.046259625502249e-09
1774,2.2864097185707318e-06,0.0,5.434664527927323e-08,3.046259625502249e-09
1775,1.990145327519193e-06,0.0,5.475959850644228e-08,3.046259625502249e-09
1776,2.05874221137492e-06,0.0,5.4425708384542304e-08,0.0
1777,2.1815438588289126e-06,0.0,5.164817246899085e-08,0.0
1778,2.189683901373688e-06,0.0,4.375024127105982e-08,0.0
1779,2.243203994112264e-06,0.0,3.305712224589895e-08,0.0
1780,2.192781737773787e-06,0.0,4.0104542924674595e-08,0.0
1781,2.277045885940814e-06,0.0,3.8977274994879604e-08,0.0
1782,2.2844376742016592e-06,0.0,5.478123148756302e-08,0.0
1783,2.3705138119112235e-06,0.0,5.4243461024481935e-08,0.0
1784,2.256229241278821e-06,0.0,5.04827268242382e-08,1.664472115692206e-09
1785,2.266545217415634e-06,0.0,5.5337093891288143e-08,1.664472115692206e-09
1786,2.2217657260625856e-06,0.0,5.1553820767935576e-08,1.664472115692206e-09
1787,2.310139377316643e-06,0.0,4.7084683326862175e-08,1.664472115692206e-09
1788,2.17955492384395e-06,0.0,4.405485906236858e-08,1.664472115692206e-09
1789,2.1505085214812425e-06,0.0,2.7127063516120742e-08,1.664472115692206e-09
1790,2.0998302748661705e-06,0.0,2.7162161282084137e-08,2.769320518934494e-09
1791,2.085966359897741e-06,0.0,3.085647496245006e-08,1.1048484032422883e-09
1792,2.0571467465353114e-06,0.0,3.361994213183347e-08,1.1048484032422883e-09
1793,1.984256284361306e-06,0.0,3.52379101136486e-08,2.090870524337366e-09
1794,2.0306835202583377e-06,0.0,4.064351141356123e-08,3.0888560915392257e-09
1795,2.0717319070432235e-06,0.0,3.5024023173743246e-08,3.0888560915392257e-09
1796,1.9984044813879464e-06,0.0,3.226680713096032e-08,3.0888560915392257e-09
1797,2.1872379940240146e-06,0.0,3.289172870576554e-08,2.5509313391783704e-09
1798,2.2577482923225034e-06,0.0,2.7097282132412407e-08,3.708244695437608e-09
1799,2.3015055441127127e-06,0.0,2.5487143570249567e-08,4.909783881044762e-09
1800,2.373406053785792e-06,0.0,2.541072469901857e-08,4.747089578570142e-09
1801,2.2894504679373185e-06,0.0,2.067722348897405e-08,4.213444482203954e-09
1802,2.3249883400109994e-06,0.0,2.410521928096289e-08,5.515824907931233e-09
1803,2.46963083684802e-06,0.0,2.5367895720559578e-08,5.515824907931233e-09
1804,2.207398113439142e-06,0.0,2.6499285559517764e-08,5.559056358096979e-09
1805,2.2021750477766285e-06,0.0,2.5683422246101728e-08,4.921098005285427e-09
1806,2.1208877569733886e-06,0.0,2.3036877929070798e-08,4.236659023604261e-09
1807,2.1446989779048764e-06,0.0,2.2247442745180834e-08,3.831773660272526e-09
1808,2.0776369638042524e-06,0.0,2.1350691373608503e-08,4.073522725483209e-09
1809,2.0112637944943605e-06,0.0,1.863774683792079e-08,3.3139167600536113e-09
1810,1.918175517598034e-06,0.0,1.72222483893084e-08,3.749792064157629e-09
1811,1.8398292890456754e-06,0.0,1.5131311695678766e-08,3.1396369631104496e-09
1812,1.8001920482544977e-06,0.0,1.4724849530166142e-08,3.575114997695599e-09
1813,1.7923231000947583e-06,0.0,1.3497471711738335e-08,3.6399529739534434e-09
1814,1.7735404104054657e-06,0.0,1.2032133892400258e-08,4.266301185345307e-09
1815,1.8102468694840873e-06,0.0,1.1416768356095223e-08,3.7533523590736556e-09
1816,1.8695215950564098e-06,0.0,1.149999942892269e-08,5.11230505547847e-09
1817,1.9420253108494634e-06,0.0,1.164132143064275e-08,5.019124893479443e-09
1818,2.126147559725463e-06,0.0,1.066142425137124e-08,5.735264358668652e-09
1819,2.161855783404982e-06,0.0,1.0343143357666967e-08,5.231323659974205e-09
1820,2.335747954670556e-06,0.0,9.093751402693734e-09,5.238973223496503e-09
1821,2.464751397773008e-06,0.0,9.238202520427713e-09,5.222616593160621e-09
1822,2.552926324434728e-06,0.0,8.997162951171082e-09,5.902858202233574e-09
1823,2.6326392474272453e-06,0.0,9.111624534239939e-09,4.703444871673972e-09
1824,2.651212428515594e-06,0.0,8.031521416183653e-09,5.031349812968853e-09
1825,2.6083950420538064e-06,0.0,8.149281503579329e-09,5.328144782522161e-09
1826,2.660976276404524e-06,0.0,8.100085174029509e-09,5.114248929111958e-09
1827,2.6328287796267043e-06,0.0,8.784262714048704e-09,5.152084822260658e-09
1828,2.6455584897381153e-06,0.0,9.557547451878788e-09,4.675297323889335e-09
1829,3.5033690762377645e-06,0.0,8.552240566522024e-09,4.083012118881259e-09
1830,3.626546491172381e-06,0.0,7.965183560340198e-09,3.952525576674962e-09
1831,3.849991929070841e-06,9.289466021808072e-11,7.99651538636275e-09,3.653504134147413e-09
1832,4.010484255039566e-06,9.289466021808072e-11,8.431121705549621e-09,2.8960180761420216e-09
1833,4.107276189253233e-06,9.289466021808072e-11,7.78746717904661e-09,2.7414998525289646e-09
1834,4.222102818727892e-06,9.289466021808072e-11,7.298690540835651e-09,2.280196602961431e-09
1835,4.368997354374317e-06,9.289466021808072e-11,6.50813085962503e-09,2.231250485960702e-09
1836,3.7503107250813628e-06,9.289466021808072e-11,7.292250993527562e-09,2.4755816444407432e-09
1837,3.893808720282063e-06,9.289466021808072e-11,7.214913111397436e-09,2.05863718135849e-09
1838,3.884358810475013e-06,0.0,9.126588056724522e-09,2.3739902583435376e-09
1839,3.90333590465681e-06,0.0,8.436861685469564e-09,2.4216676283320535e-09
1840,4.037809568606983e-06,0.0,8.910825030231503e-09,2.6415332302473107e-09
1841,4.095839780607743e-06,0.0,8.880706709695524e-09,2.895278509004332e-09
1842,4.0720566890481024e-06,0.0,9.464595773778228e-09,3.54807143982632e-09
1843,4.088820625318996e-06,0.0,8.975450033992566e-09,3.547239406971008e-09
1844,4.05173084670553e-06,0.0,8.882354597870647e-09,4.126968005430902e-09
1845,4.025976295451983e-06,0.0,7.269186712883473e-09,3.5067750528813437e-09
1846,4.128002079336771e-06,6.52204996358969e-11,7.685341315725021e-09,3.529751816230434e-09
1847,4.170674596285348e-06,1.258259647267985e-10,9.521219558804108e-09,3.409224355202919e-09
1848,4.288598704858616e-06,1.258259647267985e-10,9.674684291789098e-09,3.4268600893458003e-09
1849,4.51754190830148e-06,1.258259647267985e-10,9.51901440211194e-09,2.4863248840719822e-09
1850,4.6326460635879944e-06,1.258259647267985e-10,1.025115712950862e-08,2.294018015230088e-09
1851,4.847854013080775e-06,1.258259647267985e-10,1.0807632249460702e-08,2.58083569594701e-09
1852,5.150562823733448e-06,1.258259647267985e-10,1.144272828871148e-08,2.7163432138520095e-09
1853,5.366126970329788e-06,6.060546509090159e-11,1.1426983549865457e-08,3.0658714931876473e-09
1854,5.5987245234843745e-06,0.0,9.467353060240872e-09,3.5405792583479266e-09
1855,6.078308940362019e-06,1.0500349796010206e-10,9.944280129506718e-09,3.628095347961237e-09
1856,6.2866392259560854e-06,1.5470230255562204e-10,1.0203275748109166e-08,3.860426454695341e-09
1857,6.543559655775815e-06,1.5470230255562204e-10,1.0031997010884197e-08,3.913210898178119e-09
1858,6.651838638000689e-06,1.5470230255562204e-10,9.443859408772174e-09,3.064592341799661e-09
1859,6.6891103155545096e-06,1.5470230255562204e-10,9.745803656155009e-09,3.106063612661509e-09
1860,6.829889896055517e-06,1.5470230255562204e-10,9.685493169391585e-09,2.979389703204406e-09
1861,7.005837947612495e-06,1.5470230255562204e-10,1.0426543120952862e-08,2.5488122564912683e-09
1862,6.876978789348089e-06,1.0541707586218609e-10,9.972289089737224e-09,2.2466678517574223e-09
1863,6.9100133259780705e-06,1.0345615237510636e-10,1.0154111646747716e-08,2.229019524513376e-09
1864,6.906241781377633e-06,1.0345615237510636e-10,1.0266302030714769e-08,2.456182321023245e-09
1865,7.0162124237478044e-06,1.0345615237510636e-10,1.0158196379299916e-08,2.8140903892851352e-09
1866,7.235066732391715e-06,1.4769577227902175e-10,1.1846964869428284e-08,2.8358105546339677e-09
1867,7.32812148791189e-06,1.4769577227902175e-10,1.2693611685575336e-08,2.7189782330389836e-09
1868,7.342084115537416e-06,1.4769577227902175e-10,1.2018005321071508e-08,2.8067133855153817e-09
1869,7.515805789028361e-06,9.197750101235564e-11,1.166309290415565e-08,3.0192850600637857e-09
1870,7.669996908329527e-06,4.4239619903915386e-11,1.105368000306076e-08,2.674117054774732e-09
1871,7.940944799754237e-06,4.4239619903915386e-11,1.0486404633525126e-08,2.3053368103376215e-09
1872,8.20866807771381e-06,4.4239619903915386e-11,1.1359522275203711e-08,2.102231880637565e-09
1873,8.487900621340877e-06,0.0,8.535364605575881e-09,2.4999429352031856e-09
1874,8.691869165236962e-06,3.974071468729587e-11,7.266396183171407e-09,2.3062626570385144e-09
1875,9.458056800732656e-06,7.985574503242634e-11,7.113561105244668e-09,2.4739611470536715e-09
1876,9.777305032392697e-06,7.985574503242634e-11,7.545959095673588e-09,2.5368321887597745e-09
1877,1.0142144544391027e-05,7.985574503242634e-11,7.4060758795521255e-09,2.9067310146148527e-09
1878,1.035338898093739e-05,7.985574503242634e-11,7.239109692644011e-09,3.0624135925551498e-09
1879,1.0676165792184683e-05,1.1476955893588833e-10,6.240252187999269e-09,3.083938057305399e-09
1880,1.1098421574778123e-05,1.4765624239172174e-10,7.14569641553047e-09,2.8483161543643323e-09
1881,1.1772969238726156e-05,1.3948112308005888e-10,7.66959683064426e-09,2.893962244446665e-09
1882,1.1789398870730241e-05,1.3177567172371696e-10,7.816467282952187e-09,2.833906411124433e-09
1883,1.2252916608953715e-05,1.3177567172371696e-10,7.348368072765002e-09,2.688939515493871e-09
1884,1.2768108847792195e-05,1.6228657901644945e-10,7.3288816285607285e-09,2.6617204630850567e-09
1885,1.346918751161346e-05,1.6228657901644945e-10,7.299733135417747e-09,2.7269539642255883e-09
1886,1.4423638666422839e-05,1.5496138102858278e-10,8.234798240128579e-09,2.901999529569821e-09
1887,1.4991730755095237e-05,1.7734263462505188e-10,7.526136666261403e-09,2.723178381204759e-09
1888,1.548580712551484e-05,1.7277988167181084e-10,7.325749277039709e-09,2.9251391784969526e-09
