ngram,average,averge,avarage,avergae
1566,2.1389066725013045e-05,0.0,0.0,0.0
1567,2.0940376478912575e-05,0.0,0.0,0.0
1568,2.0940376478912575e-05,0.0,0.0,0.0
1569,2.3168492459392708e-05,0.0,0.0,0.0
1570,2.3168492459392708e-05,0.0,0.0,0.0
1571,2.807219581362525e-05,0.0,0.0,0.0
1572,2.807219581362525e-05,0.0,0.0,0.0
1573,7.1318193347126775e-06,0.0,0.0,0.0
1574,7.1318193347126775e-06,0.0,0.0,0.0
1575,7.1318193347126775e-06,0.0,0.0,0.0
1576,8.50914693728555e-06,0.0,0.0,0.0
1577,1.36120987528037e-05,0.0,0.0,0.0
1578,8.708395398571156e-06,0.0,0.0,0.0
1579,8.708395398571156e-06,0.0,0.0,0.0
1580,8.708395398571156e-06,0.0,0.0,0.0
1581,8.708395398571156e-06,0.0,0.0,0.0
1582,8.708395398571156e-06,0.0,0.0,0.0
1583,1.7839451174950227e-05,0.0,0.0,0.0
1584,1.2736499359432076e-05,0.0,0.0,0.0
1585,1.2736499359432076e-05,0.0,0.0,0.0
1586,1.2736499359432076e-05,0.0,0.0,0.0
1587,1.2736499359432076e-05,0.0,0.0,0.0
1588,1.3406005174536923e-05,0.0,0.0,0.0
1589,1.7887440532961462e-05,0.0,0.0,0.0
1590,5.150941173529386e-06,0.0,0.0,0.0
1591,5.417474637527318e-06,0.0,0.0,0.0
1592,5.417474637527318e-06,0.0,0.0,0.0
1593,5.6407513641586e-06,0.0,0.0,0.0
1594,5.808382947439636e-06,0.0,1.67631583281036e-07,0.0
1595,5.138877132334788e-06,0.0,1.67631583281036e-07,0.0
1596,5.497061092033359e-06,0.0,1.67631583281036e-07,0.0
1597,1.2639724721858719e-05,0.0,1.67631583281036e-07,0.0
1598,1.9229448249851494e-05,0.0,1.67631583281036e-07,0.0
1599,2.4063805491485774e-05,0.0,1.67631583281036e-07,0.0
1600,2.7035711241296667e-05,0.0,1.67631583281036e-07,0.0
1601,2.7063403519735273e-05,0.0,0.0,0.0
1602,2.789860926506143e-05,0.0,0.0,0.0
1603,2.305898994693832e-05,0.0,0.0,0.0
1604,1.6086596636861422e-05,0.0,0.0,0.0
1605,9.45521342795733e-06,0.0,0.0,0.0
1606,6.9431791871465975e-06,0.0,0.0,0.0
1607,3.747996710704423e-06,0.0,0.0,0.0
1608,3.552672848984782e-06,0.0,0.0,0.0
1609,2.7174671036586266e-06,0.0,0.0,0.0
1610,2.7174671036586266e-06,0.0,0.0,0.0
1611,6.336451065180881e-06,0.0,0.0,0.0
1612,6.111577282094263e-06,0.0,0.0,0.0
1613,4.108875243348718e-06,0.0,0.0,0.0
1614,4.108875243348718e-06,0.0,0.0,0.0
1615,4.108875243348718e-06,0.0,0.0,0.0
1616,4.108875243348718e-06,0.0,0.0,0.0
1617,4.2324165779713696e-06,0.0,0.0,0.0
1618,2.708136459464835e-06,0.0,0.0,0.0
1619,2.708136459464835e-06,1.1253449981398132e-07,0.0,0.0
1620,1.6592702317146696e-05,1.1253449981398132e-07,0.0,0.0
1621,1.6592702317146696e-05,1.1253449981398132e-07,0.0,0.0
1622,1.8210715739184836e-05,1.1253449981398132e-07,0.0,0.0
1623,1.874954412122471e-05,1.1253449981398132e-07,0.0,0.0
1624,6.282833088075026e-05,1.1253449981398132e-07,0.0,0.0
1625,6.0563356717986085e-05,1.1253449981398132e-07,0.0,0.0
1626,6.0792978534404286e-05,0.0,0.0,0.0
1627,4.658879171464443e-05,0.0,0.0,0.0
1628,5.621900079079621e-05,0.0,0.0,0.0
1629,5.47660460564917e-05,0.0,0.0,0.0
1630,5.483096065615557e-05,0.0,0.0,0.0
1631,1.068531254791846e-05,0.0,0.0,0.0
1632,1.0776938682153872e-05,0.0,0.0,0.0
1633,1.054731686573567e-05,0.0,0.0,0.0
1634,3.362651305646328e-05,0.0,0.0,0.0
1635,2.3996303980311495e-05,0.0,0.0,0.0
1636,3.069195361149468e-05,0.0,0.0,0.0
1637,3.008821062979093e-05,0.0,0.0,0.0
1638,3.0166200718083148e-05,0.0,6.733503710165678e-08,0.0
1639,3.716076534893935e-05,0.0,6.733503710165678e-08,0.0
1640,3.736638145872868e-05,0.0,6.733503710165678e-08,0.0
1641,1.4406629442679072e-05,0.0,6.733503710165678e-08,0.0
1642,1.4514579277147277e-05,0.0,6.733503710165678e-08,0.0
1643,7.653870958230463e-06,0.0,6.733503710165678e-08,0.0
1644,7.74553242471094e-06,0.0,6.733503710165678e-08,0.0
1645,7.70909601247435e-06,0.0,0.0,0.0
1646,1.932504598503978e-06,0.0,0.0,0.0
1647,1.7268884887146539e-06,0.0,0.0,0.0
1648,1.9742382002212774e-06,0.0,0.0,0.0
1649,1.9445161407410135e-06,0.0,0.0,0.0
1650,3.7013215725372513e-06,0.0,0.0,0.0
1651,3.6526601872667797e-06,0.0,0.0,0.0
1652,1.268453512791114e-05,0.0,0.0,0.0
1653,1.1374935776789893e-05,0.0,0.0,0.0
1654,1.1374935776789893e-05,0.0,0.0,0.0
1655,1.1008141890605267e-05,0.0,0.0,0.0
1656,1.1790753384437786e-05,0.0,0.0,0.0
1657,1.0061752385175688e-05,0.0,0.0,0.0
1658,1.109106500710563e-05,0.0,0.0,0.0
1659,2.1217923245688197e-06,0.0,0.0,0.0
1660,2.1217923245688197e-06,0.0,0.0,0.0
1661,2.3905339604977726e-06,0.0,0.0,0.0
1662,2.3905339604977726e-06,0.0,0.0,0.0
1663,1.726779627477169e-06,0.0,0.0,0.0
1664,2.2492169559232674e-06,0.0,0.0,0.0
1665,1.1769042527833205e-06,0.0,0.0,0.0
1666,1.0560167303148255e-06,0.0,0.0,0.0
1667,4.917842192396295e-06,0.0,0.0,0.0
1668,4.649100556467342e-06,0.0,0.0,0.0
1669,4.649100556467342e-06,0.0,0.0,0.0
1670,4.645261465644321e-06,0.0,0.0,0.0
1671,4.095019704664082e-06,0.0,0.0,0.0
1672,4.14422090752201e-06,0.0,0.0,0.0
1673,4.104272509916232e-06,2.4742870355761885e-08,0.0,0.0
1674,3.075080964468465e-07,2.4742870355761885e-08,0.0,0.0
1675,3.075080964468465e-07,2.4742870355761885e-08,0.0,0.0
1676,3.075080964468465e-07,2.4742870355761885e-08,0.0,0.0
1677,1.1426225147001137e-07,2.4742870355761885e-08,0.0,0.0
1678,1.3418082289717859e-07,2.4742870355761885e-08,1.991857142716721e-08,0.0
1679,2.234102355812086e-07,2.4742870355761885e-08,1.991857142716721e-08,0.0
1680,3.682256663393803e-07,0.0,1.991857142716721e-08,0.0
1681,9.74440049666165e-07,0.0,1.991857142716721e-08,0.0
1682,1.0147621156063127e-06,0.0,1.991857142716721e-08,0.0
1683,1.0147621156063127e-06,0.0,1.991857142716721e-08,0.0
1684,5.923987401956765e-06,0.0,1.991857142716721e-08,0.0
1685,6.247567958845528e-06,2.0205831674502406e-08,0.0,0.0
1686,6.192024963118976e-06,2.0205831674502406e-08,0.0,0.0
1687,6.0472095323608044e-06,2.0205831674502406e-08,0.0,0.0
1688,5.422525678763382e-06,2.0205831674502406e-08,0.0,0.0
1689,5.382203612823235e-06,2.0205831674502406e-08,0.0,0.0
1690,6.379177542774934e-06,2.0205831674502406e-08,0.0,0.0
1691,1.4699522564244814e-06,2.0205831674502406e-08,0.0,0.0
1692,1.1737892171887715e-06,0.0,0.0,0.0
1693,1.2790087648032307e-06,0.0,0.0,0.0
1694,1.3277798659925923e-06,0.0,0.0,0.0
1695,1.7308856042421082e-06,0.0,0.0,0.0
1696,1.762377495749336e-06,0.0,0.0,0.0
1697,2.3376775897889146e-06,0.0,0.0,0.0
1698,4.73344098850248e-06,0.0,1.0371270572509924e-08,0.0
1699,4.803730758697254e-06,0.0,2.3440810943092013e-08,0.0
1700,4.628621443966299e-06,0.0,2.3440810943092013e-08,0.0
1701,4.618517380095e-06,0.0,2.3440810943092013e-08,0.0
1702,4.19279038307455e-06,0.0,2.3440810943092013e-08,0.0
1703,4.183380911269653e-06,0.0,2.3440810943092013e-08,0.0
1704,2.6111068872783757e-06,0.0,2.3440810943092013e-08,0.0
1705,5.908134669750455e-07,0.0,1.3069540370582087e-08,0.0
1706,7.38996789095836e-07,0.0,0.0,0.0
1707,7.381513894090728e-07,0.0,0.0,0.0
1708,7.862971561475465e-07,0.0,0.0,0.0
1709,8.465019517091475e-07,1.2025016157427411e-08,0.0,0.0
1710,2.6319969858182698e-06,2.924003946905681e-08,0.0,0.0
1711,2.6319969858182698e-06,2.924003946905681e-08,0.0,0.0
1712,2.2565270074080346e-06,2.924003946905681e-08,0.0,0.0
1713,2.0015358411943192e-06,2.924003946905681e-08,0.0,0.0
1714,3.1188334068994143e-06,2.924003946905681e-08,0.0,0.0
1715,3.032020602842879e-06,2.924003946905681e-08,0.0,0.0
1716,2.9567004458743085e-06,1.72150233116294e-08,0.0,0.0
1717,1.1873300199535412e-06,0.0,0.0,0.0
1718,1.1873300199535412e-06,0.0,0.0,0.0
1719,1.3453669213601773e-06,6.584871061120014e-09,0.0,0.0
1720,1.3617322898491174e-06,6.584871061120014e-09,0.0,0.0
1721,2.4104232920763025e-07,6.584871061120014e-09,0.0,0.0
1722,1.0215285856572467e-06,6.584871061120014e-09,0.0,0.0
1723,1.1176516230599581e-06,6.584871061120014e-09,0.0,0.0
1724,1.0970573539127924e-06,6.584871061120014e-09,0.0,0.0
1725,1.1264691660731581e-06,6.584871061120014e-09,0.0,0.0
1726,1.2622571635542305e-06,0.0,0.0,0.0
1727,1.2350737798832206e-06,0.0,0.0,0.0
1728,1.3170275597726037e-06,0.0,0.0,0.0
1729,6.703528145278272e-07,0.0,0.0,0.0
1730,5.73558056921846e-07,0.0,0.0,0.0
1731,5.90778993979159e-07,0.0,0.0,0.0
1732,8.617763351180332e-07,0.0,0.0,0.0
1733,2.4084410346704644e-06,0.0,0.0,0.0
1734,3.3323909853777423e-06,0.0,0.0,0.0
1735,3.306346406820434e-06,0.0,0.0,0.0
1736,3.1780472206881834e-06,0.0,0.0,0.0
1737,3.239080264957498e-06,0.0,1.3843256445917568e-08,0.0
1738,3.401951958993875e-06,0.0,2.4826888989082363e-08,0.0
1739,3.169392052423551e-06,0.0,2.4826888989082363e-08,0.0
1740,1.4112625181488575e-06,0.0,2.4826888989082363e-08,0.0
1741,1.039858208429223e-06,0.0,2.4826888989082363e-08,0.0
1742,9.943210653570337e-07,0.0,2.4826888989082363e-08,0.0
1743,1.5185353865782808e-06,0.0,2.4826888989082363e-08,0.0
1744,1.4582472250676152e-06,0.0,1.0983632543164795e-08,0.0
1745,1.273164987277856e-06,0.0,0.0,0.0
1746,1.3198092188661446e-06,0.0,0.0,0.0
1747,1.2748815204791493e-06,0.0,0.0,0.0
1748,1.2974135371125937e-06,0.0,0.0,0.0
1749,1.3030578226594765e-06,0.0,0.0,0.0
1750,1.4396749382480526e-06,3.298731446729367e-09,0.0,0.0
1751,1.5235444215428679e-06,3.298731446729367e-09,0.0,0.0
1752,2.087912633896849e-06,3.298731446729367e-09,0.0,0.0
1753,3.1452582537180466e-06,3.298731446729367e-09,0.0,0.0
1754,3.421631053665156e-06,3.298731446729367e-09,1.2552206385407771e-08,0.0
1755,3.3012437086199498e-06,3.298731446729367e-09,1.2552206385407771e-08,0.0
1756,4.199250375742329e-06,3.298731446729367e-09,1.2552206385407771e-08,0.0
1757,3.8130579420274965e-06,0.0,1.2552206385407771e-08,0.0
1758,3.853886482829694e-06,0.0,1.87673759707455e-08,0.0
1759,3.770883982464771e-06,0.0,1.87673759707455e-08,0.0
1760,2.6709017950971818e-06,0.0,1.87673759707455e-08,0.0
1761,3.842025250833103e-06,0.0,1.1766304502154007e-08,0.0
1762,4.32087349671357e-06,0.0,1.1766304502154007e-08,0.0
1763,3.934599923078557e-06,0.0,1.1766304502154007e-08,0.0
1764,5.090705867262711e-06,0.0,1.738766388013703e-08,0.0
1765,5.452244335759003e-06,0.0,1.1172494294799305e-08,0.0
1766,5.601054299729315e-06,0.0,1.1172494294799305e-08,0.0
1767,8.055580337895663e-06,0.0,1.1172494294799305e-08,0.0
1768,1.3077699122732156e-05,0.0,1.635020956720317e-08,0.0
1769,1.33657106938959e-05,0.0,1.635020956720317e-08,0.0
1770,1.531716241385896e-05,0.0,1.635020956720317e-08,0.0
1771,1.5965959034604437e-05,0.0,1.0728850189220144e-08,0.0
1772,1.785908463196912e-05,0.0,1.0728850189220144e-08,0.0
1773,2.0047638957164183e-05,2.5951908558649197e-09,1.0728850189220144e-08,0.0
1774,1.8699812244449276e-05,2.5951908558649197e-09,1.3401313328894763e-08,0.0
1775,1.4518159592366178e-05,8.372569177644046e-09,2.672463139674619e-09,0.0
1776,1.4275774836798e-05,8.372569177644046e-09,2.672463139674619e-09,0.0
1777,1.3874219543400354e-05,8.372569177644046e-09,2.672463139674619e-09,0.0
1778,1.3991831370471378e-05,8.372569177644046e-09,2.672463139674619e-09,0.0
1779,1.2761423152239462e-05,8.372569177644046e-09,2.672463139674619e-09,0.0
1780,1.1170416135947952e-05,5.777378321779127e-09,2.672463139674619e-09,0.0
1781,1.1984702463710814e-05,7.689895196806771e-09,7.650067500110578e-09,0.0
1782,1.2592211143263349e-05,1.9125168750276445e-09,7.650067500110578e-09,0.0
1783,1.3883327223343908e-05,1.9125168750276445e-09,9.82466654063176e-09,0.0
1784,1.3932439027744944e-05,1.9125168750276445e-09,9.82466654063176e-09,0.0
1785,1.366342959434925e-05,1.9125168750276445e-09,1.1442788938609283e-08,0.0
1786,1.529831245404369e-05,1.9125168750276445e-09,1.1442788938609283e-08,0.0
1787,1.7318205469304564e-05,1.9125168750276445e-09,1.2731930557460406e-08,0.0
1788,2.01491533776529e-05,0.0,1.5534279640405657e-08,0.0
1789,2.2753961535012684e-05,1.163384817053676e-09,1.9024434091566685e-08,0.0
1790,2.5837775605655873e-05,1.163384817053676e-09,1.905953185753008e-08,0.0
1791,2.9195075252833442e-05,1.163384817053676e-09,2.666129564740264e-08,0.0
1792,3.0864654555833635e-05,1.163384817053676e-09,2.5043173249425114e-08,0.0
1793,3.212148242580172e-05,5.1074733014339864e-09,2.8987261733805425e-08,0.0
1794,3.2188527256948873e-05,5.1074733014339864e-09,2.7698120114954302e-08,0.0
1795,3.0171222013970172e-05,6.020745426025899e-09,1.9072247781082297e-08,0.0
1796,2.848115036613308e-05,4.857360608972223e-09,2.032290145694203e-08,0.0
1797,2.8393775469989384e-05,5.424284259853656e-09,1.8113204650457452e-08,0.0
1798,2.6970650391636548e-05,5.424284259853656e-09,1.1668754216844133e-08,0.0
1799,2.723577017604839e-05,6.025053852657233e-09,1.3471062995254864e-08,0.0
1800,2.6556058271255877e-05,2.0809653682769228e-09,1.0761966302246556e-08,0.0
1801,2.685388036687592e-05,6.26002957407731e-09,1.3083668751586889e-08,0.0
1802,2.7812576913025362e-05,7.517391407775773e-09,1.2559504928130342e-08,0.0
1803,2.679996370196542e-05,7.517391407775773e-09,1.0275696484183885e-08,0.0
1804,2.4968416255433112e-05,7.25554530741793e-09,1.3021394502337508e-08,0.0
1805,2.43391911811029e-05,7.774900310865616e-09,1.4460856258478673e-08,0.0
1806,2.3643504131801558e-05,7.691230921988027e-09,1.4726948295771893e-08,0.0
1807,2.287026784740322e-05,8.10967337727675e-09,1.4538062626761367e-08,0.0
1808,2.231359160629966e-05,3.9306091714763625e-09,1.480535535439539e-08,0.0
1809,2.2166906221952688e-05,2.1218248428108868e-09,1.4226674187917915e-08,0.0
1810,2.360629072687256e-05,3.211513055489945e-09,1.3513175721259683e-08,0.0
1811,2.499825495760888e-05,3.140819445793649e-09,1.2173781348069821e-08,0.0
1812,2.658164157764986e-05,2.860172701854172e-09,9.815714495177628e-09,0.0
1813,2.7468768166727386e-05,2.9250106781120166e-09,9.881087218285448e-09,0.0
1814,2.943660521330977e-05,2.5065682228232943e-09,9.879771762604556e-09,0.0
1815,3.0539048956208194e-05,3.0859903204267472e-09,8.449620780837108e-09,0.0
1816,3.142650478236776e-05,3.104486128486477e-09,9.437475975307815e-09,0.0
1817,3.075827459854606e-05,2.5288406289649045e-09,8.379365043101724e-09,0.0
1818,2.960529075478137e-05,2.473491554434913e-09,7.68920086332717e-09,0.0
1819,2.8571834004001824e-05,2.385080736086057e-09,8.803169558392808e-09,0.0
1820,2.8389020631688515e-05,4.603684322646018e-09,8.880349979177384e-09,0.0
1821,2.7752000148341593e-05,5.503564112377798e-09,9.63531889196036e-09,0.0
1822,2.7115829652757384e-05,5.0489109163339865e-09,1.2344310526149878e-08,0.0
1823,2.668301671552139e-05,4.80902824705e-09,1.2177846477255474e-08,0.0
1824,2.7186809477695662e-05,4.831465600612412e-09,1.2297176293125339e-08,0.0
1825,2.8382971452499207e-05,6.93153310146347e-09,1.2973821636056267e-08,0.0
1826,2.878980714220753e-05,6.89973390326821e-09,1.2687628852298921e-08,0.0
1827,2.9750052687761907e-05,4.622045167236775e-09,1.0894957317272462e-08,0.0
1828,3.0603050098371955e-05,3.722165377504995e-09,1.0529478749227955e-08,0.0
1829,3.434658356127329e-05,4.089316441024948e-09,7.926579900388982e-09,0.0
1830,3.634339061266344e-05,4.3300718407682635e-09,7.239230358026459e-09,0.0
1831,3.812256649585574e-05,4.44385441143526e-09,7.920824821435905e-09,0.0
1832,4.162346470236246e-05,3.1865455512353994e-09,7.975580767245155e-09,0.0
1833,4.395852010929957e-05,4.387699505313338e-09,8.14627051529523e-09,0.0
1834,4.4918064044655436e-05,4.529328023750168e-09,9.140011350946712e-09,0.0
1835,4.6860888167949657e-05,5.618512258617361e-09,1.0470582559715273e-08,0.0
1836,4.5864296615556146e-05,6.552754719787604e-09,1.1082175114093421e-08,0.0
1837,4.608925259422644e-05,7.2557162817637226e-09,1.2625118093824637e-08,7.744141042717193e-11
1838,4.659398733305612e-05,7.063408144095515e-09,1.4878765267464393e-08,7.744141042717193e-11
1839,4.549438121362722e-05,6.799429019821446e-09,1.50984161046657e-08,7.744141042717193e-11
1840,4.517722533949252e-05,5.857706637207067e-09,1.4919445742326128e-08,7.744141042717193e-11
1841,4.6122657035344415e-05,5.5431131430948105e-09,1.4627064258222942e-08,7.744141042717193e-11
1842,4.7380123890304405e-05,4.575559788198648e-09,1.326096718149269e-08,7.744141042717193e-11
1843,4.834144783671945e-05,4.001866251078314e-09,1.2695928245217862e-08,7.744141042717193e-11
1844,4.9174747151222876e-05,3.0512522350026725e-09,1.136377011537856e-08,0.0
1845,5.0460759147037084e-05,2.8602527965152345e-09,9.025322457643727e-09,0.0
1846,5.093623829972265e-05,2.8198638979404222e-09,8.271217869345752e-09,0.0
1847,5.2780176442216285e-05,2.9267778042399837e-09,7.940279925630226e-09,0.0
1848,5.463356397480571e-05,3.178454198250945e-09,7.805016315793572e-09,0.0
1849,5.428678455895611e-05,4.400311686454066e-09,7.749749540510363e-09,0.0
1850,5.431155347780857e-05,4.8770002798142235e-09,8.242115434597963e-09,0.0
1851,5.4286555366291266e-05,5.5791493012792765e-09,8.009304457751959e-09,4.642859509549981e-11
1852,5.44767192747843e-05,6.020056199572212e-09,8.478568450495264e-09,4.642859509549981e-11
1853,5.406596911987955e-05,6.171298837033743e-09,8.868483598283611e-09,4.642859509549981e-11
1854,5.378962669055909e-05,6.443982997999293e-09,9.10075335726544e-09,4.642859509549981e-11
1855,5.297490081699964e-05,7.994990257133492e-09,9.218911919564983e-09,9.893034407555084e-11
1856,5.390284215016956e-05,7.496381547257767e-09,8.770002057900683e-09,9.893034407555084e-11
1857,5.444170580761108e-05,7.226177053557389e-09,7.832561646888995e-09,9.893034407555084e-11
1858,5.60270704487006e-05,7.542532630213015e-09,7.803296104518559e-09,5.250174898005103e-11
1859,5.6940346569587875e-05,7.626752753152135e-09,7.2729645163503525e-09,5.250174898005103e-11
1860,5.83975670451764e-05,7.734007973730123e-09,7.00688091675212e-09,5.250174898005103e-11
1861,5.940972187090665e-05,8.332160358496106e-09,9.662493091358978e-09,5.250174898005103e-11
1862,6.07825890516064e-05,6.848207905514008e-09,1.0008631447431883e-08,0.0
1863,6.161047973104619e-05,7.960581400417205e-09,1.0307499932947297e-08,0.0
1864,6.38264266724166e-05,8.361577144963154e-09,1.090103258454584e-08,0.0
1865,6.5387759864929e-05,8.005584766530255e-09,1.159828607758381e-08,1.3267965297864796e-10
1866,6.689982339074569e-05,8.40797247698382e-09,1.1540788578758208e-08,1.3267965297864796e-10
1867,6.849674537079409e-05,8.5123605941817e-09,1.1627393904843432e-08,1.3267965297864796e-10
1868,6.974742947412389e-05,8.052914271924498e-09,9.222162208491876e-09,1.7749135098174155e-10
1869,7.143971639119886e-05,8.730215090529164e-09,8.763134281711667e-09,1.7749135098174155e-10
1870,7.363892343294407e-05,8.46242041520538e-09,9.132436330970352e-09,1.7749135098174155e-10
1871,7.574959142532731e-05,8.01687326047938e-09,8.605737011890824e-09,1.7749135098174155e-10
1872,7.763413200986438e-05,9.02267054720645e-09,8.903909546173087e-09,4.4811698003093574e-11
1873,8.012416323513858e-05,1.0051699599651037e-08,8.986266905200831e-09,4.4811698003093574e-11
1874,8.210397520867576e-05,1.020335035509642e-08,9.094705242875177e-09,4.4811698003093574e-11
1875,8.484721391661359e-05,1.0229762116763043e-08,8.767320076279767e-09,0.0
1876,8.626934660631897e-05,1.014879754838002e-08,8.31432072396459e-09,0.0
1877,8.695026190252975e-05,1.0556439468599268e-08,8.114686890690694e-09,3.4951672508601714e-11
1878,8.706687367521226e-05,1.0703169398392935e-08,8.306283597444723e-09,3.4951672508601714e-11
1879,8.778776827966794e-05,1.0577157181858508e-08,8.04061623631875e-09,6.986548641206371e-11
1880,8.865251376326861e-05,9.504692271329013e-09,8.1223239562738e-09,6.986548641206371e-11
1881,9.100943550168137e-05,9.693181876205666e-09,7.868895186240771e-09,1.3299667716332968e-10
1882,9.262837245062525e-05,1.0391015159427752e-08,8.898529659161016e-09,1.6540625615211824e-10
1883,9.51900178084283e-05,1.1181907844104444e-08,1.0192871689542114e-08,1.6540625615211824e-10
1884,9.798152833744618e-05,1.1159549094332176e-08,1.0019681846123213e-08,2.2198730155663172e-10
1885,0.00010129435915067526,1.1884930626950206e-08,1.0084790145827225e-08,2.5101057938530554e-10
1886,0.00010406275915946546,1.2967929206654714e-08,1.0121133391700304e-08,2.1609676548184353e-10
1887,0.00010592930422197761,1.4110514534593221e-08,9.862379992041172e-09,3.5426660613005877e-10
1888,0.0001068260711950383,1.4715275854980194e-08,9.882951726833004e-09,3.181382578011847e-10
1889,0.00010865961771092511,1.4508025130461583e-08,9.619552900273578e-09,2.8572867881239613e-10
1890,0.00011071330352154161,1.3944622599483734e-08,9.179826042173187e-09,2.8572867881239613e-10
1891,0.00011259977535311399,1.2996503175242781e-08,9.21894319613362e-09,1.9419596089928096e-10
1892,0.00011375275997644556,1.2705472483633327e-08,9.017738365559223e-09,2.5505901160968337e-10
1893,0.0001147724490562853,1.1837668115585335e-08,8.759702614063208e-09,2.5505901160968337e-10
1894,0.00011567413353727066,1.1156748287126966e-08,8.322562258403617e-09,1.1688917096146818e-10
1895,0.00011633417826877641,1.025360913636015e-08,8.360846237565056e-09,8.988632853907624e-11
1896,0.00011523584856019755,1.05458582818788e-08,7.099688424462767e-09,8.988632853907624e-11
1897,0.00011513549855278273,1.0688167049823148e-08,7.083105372071177e-09,1.4561659417949054e-10
1898,0.00011528681872212993,1.1022636390935401e-08,7.026543759534678e-09,2.1776926690491345e-10
1899,0.00011696286674123257,1.0592844062224621e-08,7.1852703152432335e-09,1.4609684493928554e-10
1900,0.0001180420960216517,9.87637616134407e-09,7.153767895522784e-09,1.6416744947583036e-10
1901,0.00011970399126377223,9.514654841780157e-09,7.345165396545537e-09,2.3271419711891538e-10
1902,0.00012251654905932291,9.735607494779482e-09,7.272000493837741e-09,3.532422291182716e-10
1903,0.00012612411644243236,9.512470557280852e-09,7.808862382116137e-09,4.1699880849930896e-10
1904,0.0001291821775209558,8.749671844197695e-09,7.10003954042447e-09,4.0882976369362364e-10
1905,0.0001333844951919413,8.127157676999071e-09,7.254035594428387e-09,3.519239532726434e-10
1906,0.00013752517198944197,8.38884637945268e-09,6.8667937368007054e-09,3.957699911841647e-10
1907,0.00014188394873469536,8.693924627830744e-09,6.550692306055745e-09,4.6560043023439034e-10
1908,0.00014836314533438002,8.623249606439946e-09,6.610059674220078e-09,5.480226817979248e-10
