ngram,average,averge,avarage,avergae
1909,0.00015339596679301133,8.32757964173782e-09,6.927469264894626e-09,4.826186860865508e-10
1910,0.00016050030951321657,8.374140872799022e-09,7.642091784784303e-09,6.392443429751157e-10
1911,0.0001653938483546621,8.606441781466856e-09,8.122425145172331e-09,8.991976122030287e-10
1912,0.00016945548330633237,8.978649379542958e-09,8.136460267443063e-09,1.0569200395834803e-09
1913,0.00017334944277536124,9.152637568478537e-09,8.477165763005295e-09,1.2236267990913978e-09
1914,0.00017695868362872197,8.85690562161098e-09,8.971903220356126e-09,1.618069920114199e-09
1915,0.00017824749063168253,9.987717383300572e-09,9.40450308105158e-09,1.7061817554025233e-09
1916,0.0001806578178989834,1.091215473536522e-08,9.658159224760051e-09,2.0574579976237064e-09
1917,0.00018235605966765434,1.153397605995516e-08,9.98823487411268e-09,2.381739377150487e-09
1918,0.00018612176687124053,1.2442952953709404e-08,1.0697095273063236e-08,2.289928469068059e-09
1919,0.0001897435390024579,1.2965269112287712e-08,1.1203330200057086e-08,2.3016338834835892e-09
1920,0.0001925071659830532,1.363766433115643e-08,1.1633699590975409e-08,2.3744887009006075e-09
1921,0.00019757191434369555,1.5068108284919746e-08,1.171818908574096e-08,2.341930268759792e-09
1922,0.0002032575451136966,1.52204255548278e-08,1.1201453288732312e-08,2.5617240551056852e-09
1923,0.0002073362286734794,1.5556655265567898e-08,1.0623747659366245e-08,2.6954995537207894e-09
1924,0.00021126265346538275,1.6434201935818952e-08,9.436068053909302e-09,2.5415804223121493e-09
1925,0.00021498938232460723,1.642241859960742e-08,8.501224232507606e-09,2.8319906895747847e-09
1926,0.0002182547011346157,1.7806840446610295e-08,7.388012043410949e-09,3.014083395567825e-09
1927,0.0002225272494667609,1.8580021077241327e-08,7.175528806056621e-09,2.9625840352360503e-09
1928,0.0002245879960745307,1.8839636898145988e-08,6.724245731654881e-09,2.7865121480071966e-09
1929,0.00022685902201504047,1.8753069700291495e-08,6.489213039933312e-09,2.6057812891571483e-09
1930,0.00023054704070091248,1.930392227019898e-08,6.675179203036967e-09,2.3106520506490013e-09
1931,0.00023146317315487458,1.8767788593062766e-08,7.205340705037802e-09,2.1822376604165227e-09
1932,0.00023116968389201378,1.9367095356009097e-08,7.514582480082157e-09,1.8652697799024865e-09
1933,0.0002304134749075664,1.8334616618582393e-08,7.545563919718136e-09,1.5911710044796174e-09
1934,0.00022884935398386524,1.7264846822026162e-08,7.215324464888389e-09,1.3635167181843703e-09
1935,0.0002279924353518124,1.6501973121307856e-08,6.942695434426176e-09,1.400915532388604e-09
1936,0.0002271123812533915,1.665853740665365e-08,7.076538720087098e-09,1.3740209505889008e-09
1937,0.00022599720562409078,1.606634520661438e-08,6.9653393529124836e-09,1.2860713347448031e-09
1938,0.00022596085078216026,1.5966956772623623e-08,6.6542924186714055e-09,1.2412637485319828e-09
1939,0.00022510950345479484,1.5681344223139604e-08,6.545074767875089e-09,1.52510425518607e-09
1940,0.00022354460296420648,1.5324448503812553e-08,6.9412553165599485e-09,1.819334546111178e-09
1941,0.00022203176506861513,1.5856925423512232e-08,7.386754446209969e-09,2.0174952343664033e-09
1942,0.00021923836902715266,1.566372327082328e-08,7.660482153377351e-09,2.2792676159154114e-09
1943,0.00021489115689681576,1.521126665896385e-08,8.388561781710483e-09,2.221098368718596e-09
1944,0.00021044648019596934,1.5486739763608577e-08,8.13403484250281e-09,2.1398867360617705e-09
1945,0.00020678484829009643,1.5552786233489054e-08,8.447290803356315e-09,2.128827852094466e-09
1946,0.00020563810332013027,1.540544352402711e-08,8.303397778876485e-09,1.870966722819897e-09
1947,0.0002044686906239284,1.6342968121664725e-08,8.4838159989228e-09,1.9311061400755544e-09
1948,0.0002026947123730289,1.5663018184040667e-08,8.127030413719792e-09,1.8814775848419174e-09
1949,0.0002020888724863263,1.607494290059971e-08,8.306538504651177e-09,1.6997342660347264e-09
1950,0.00020222467927461757,1.663348633432601e-08,8.504656471127906e-09,1.6420141357720297e-09
1951,0.00020193708561626927,1.6011024506212834e-08,9.563782147178505e-09,1.681972537438879e-09
1952,0.00020201299048494548,1.5685247513528922e-08,9.253695397250437e-09,1.6637162996475346e-09
1953,0.00020067434733001783,1.5949277581179492e-08,1.001886250153104e-08,1.6368617968990203e-09
1954,0.00020063903398944864,1.588196050862832e-08,1.0811593081123355e-08,1.3204670610912827e-09
1955,0.00020071718816845014,1.637134085439941e-08,1.148809752089213e-08,1.3668808386744858e-09
1956,0.00020056887504844262,1.6910181699358873e-08,1.220590022705486e-08,1.2585672266267928e-09
1957,0.0002001254802702793,1.6386124076664795e-08,1.2412932840330119e-08,1.2379009563444144e-09
1958,0.00019987815799790302,1.654924502198745e-08,1.243266499275007e-08,1.3481916139035377e-09
1959,0.00019781694365000085,1.6245846065235777e-08,1.3439213424654944e-08,1.510096325763044e-09
1960,0.0001961044638717015,1.5910410766650784e-08,1.388939553846415e-08,1.5971098808544225e-09
1961,0.00019374503920386945,1.5709490851025165e-08,1.4231775123464883e-08,1.8153889106261749e-09
1962,0.0001906789465075625,1.4900270477775329e-08,1.5028409754742304e-08,1.904027800504947e-09
1963,0.000187500479764172,1.4200530021720884e-08,1.4609858085228616e-08,1.7301421089450336e-09
1964,0.00018322010873816907,1.4216486147030797e-08,1.497134860528604e-08,1.7773281655943306e-09
1965,0.00017880874968666052,1.40818028983501e-08,1.6261650692683816e-08,1.7539406990277735e-09
1966,0.0001756479053126116,1.4045971370129401e-08,1.633528740845642e-08,1.614862315297521e-09
1967,0.0001725325606197917,1.372735537939564e-08,1.6567042087396137e-08,1.5518502118259748e-09
1968,0.000170355720911175,1.295066631712416e-08,1.626066950929531e-08,1.397771493787709e-09
1969,0.0001698514388408512,1.3209252866123019e-08,1.6717487077195462e-08,1.2084183336520076e-09
1970,0.00016913857793302408,1.2934522151754533e-08,1.770347043564665e-08,1.336252656144613e-09
1971,0.00017035969774172242,1.2476926032028196e-08,1.7961098259482762e-08,1.3712928808346752e-09
1972,0.00017234416944640025,1.2728740601224736e-08,1.7014061778500685e-08,1.3685412406491286e-09
1973,0.00017428602690675428,1.3072765219541388e-08,1.7158710008402522e-08,1.3638599535451386e-09
1974,0.00017621910956222564,1.4415478334837774e-08,1.7366911464478108e-08,1.2982427117463097e-09
1975,0.00017681964631525,1.620883072206425e-08,1.7824537020974925e-08,1.3223552966909073e-09
1976,0.00017701296850905886,1.8217506868113886e-08,1.7276428161088527e-08,1.4869308800109187e-09
1977,0.0001774643418944574,2.056926438699845e-08,1.770155653803483e-08,1.4829200565915e-09
1978,0.00017715371879083769,2.4680835153390035e-08,1.7809104794050005e-08,1.571597756695147e-09
1979,0.0001750301578015621,2.767448847862397e-08,1.865704492485877e-08,1.6479443524072428e-09
1980,0.00017336712543120875,3.170426029644854e-08,1.9273207030323647e-08,1.7707386668064373e-09
1981,0.0001705719207945679,3.384069786298889e-08,1.9785040653427392e-08,1.8529775650374551e-09
1982,0.0001680744774473299,3.6051923097651136e-08,2.017404097744345e-08,1.7451934897216859e-09
1983,0.00016510048382250325,3.733811431467464e-08,2.0742518052380935e-08,1.6489810390168153e-09
1984,0.00016166552917898765,3.814935110670246e-08,2.1013005938438515e-08,1.5191234302238043e-09
1985,0.0001580974764822583,3.729760119800371e-08,2.125911561076269e-08,1.4505481577791507e-09
1986,0.00015487622918694148,3.590370540556316e-08,2.085029596595892e-08,1.3261945351418701e-09
1987,0.0001515577854921243,3.2805670053497645e-08,2.0613640064734033e-08,1.2043592948326624e-09
1988,0.0001493155806591468,3.0251988850490564e-08,2.0124892990176184e-08,1.1556819945468533e-09
1989,0.00014732452109456062,2.7360640990942945e-08,1.9928867445173637e-08,1.184201808041812e-09
1990,0.00014556089341307858,2.4341168065283066e-08,1.941776339720036e-08,1.1123160170711799e-09
1991,0.00014452532507545714,2.1202186165477802e-08,1.8020553557310644e-08,1.1802086847494714e-09
1992,0.00014303142961580306,1.7687350124211728e-08,1.7223010827040397e-08,1.2176802978634628e-09
1993,0.0001423130535321044,1.52789785902639e-08,1.6368199240446302e-08,1.175195187195856e-09
1994,0.00014150095479895493,1.3679138329994852e-08,1.541838504489793e-08,1.1499713165845954e-09
1995,0.00014031373263735856,1.231079885652012e-08,1.416882395537706e-08,1.0464002442311937e-09
1996,0.00013882773678882847,1.0641866689452075e-08,1.258987276336094e-08,9.823324772665183e-10
1997,0.00013634235490046973,9.771540782870553e-09,1.1402185100856904e-08,9.727010625531258e-10
1998,0.00013354011960992857,8.881760596831815e-09,1.051952823262679e-08,9.232336244708555e-10
1999,0.0001308922011438491,8.167979118464278e-09,9.1429123319894e-09,6.958559918755571e-10
2000,0.00012852496313696195,7.576279603682678e-09,8.199829323477355e-09,6.590468964213463e-10
2001,0.0001256732056000536,6.755625646194728e-09,7.297069995867592e-09,5.428787578206798e-10
2002,0.00012323326206699546,6.059573097262825e-09,6.600550138204296e-09,5.306558248374671e-10
2003,0.00012068689518075968,5.582556068211326e-09,5.8439132897904395e-09,5.375615468634314e-10
2004,0.00011874587549495377,4.994440416794532e-09,5.12571217216516e-09,5.097142985466263e-10
2005,0.00011566967233583065,4.358513137704887e-09,4.810089025499207e-09,4.281295080359777e-10
2006,0.0001120888492940659,4.116682867610117e-09,4.535165988782199e-09,5.399707347919502e-10
2007,0.00010803488839883357,3.853764862782327e-09,4.107263862351829e-09,4.941125306531394e-10
2008,0.00010357004898001573,3.6544531845095207e-09,3.849086541559846e-09,4.758127562589008e-10
2009,9.984819709123778e-05,3.5424775176754306e-09,4.065592909948837e-09,4.4457954381397057e-10
2010,9.630951847481941e-05,3.314712726520952e-09,4.194812402198116e-09,4.2755168453264703e-10
2011,9.089187161797392e-05,2.9985724062494714e-09,3.941644915223768e-09,3.889926674422688e-10
2012,8.689016041379156e-05,2.8677065484166472e-09,3.5798540005365406e-09,3.86622924151782e-10
2013,8.490088657708839e-05,2.84329892963342e-09,3.5879613883135366e-09,2.744205894268857e-10
2014,8.183828634043624e-05,2.5663703067430835e-09,3.5176094735435625e-09,3.203252881199349e-10
2015,7.879980382443006e-05,2.3773007530790225e-09,3.4547016993156733e-09,2.9985892737092815e-10
2016,7.572846308383825e-05,2.2759955348965785e-09,2.804919629895153e-09,2.9170343719884887e-10
2017,7.349918329661402e-05,2.2350214456956508e-09,2.5559744321057565e-09,2.639012827709841e-10
2018,7.317562267417088e-05,2.3050630959531306e-09,2.5667189262890134e-09,2.6468669200863103e-10
2019,7.288265078386758e-05,2.423436090692732e-09,2.685092592713545e-09,2.654451068673236e-10
