ngram,sale,sle,sale,salle
1657,1.1693217792136628e-05,3.7970862568467313e-07,1.1693217792136628e-05,1.310471751431968e-07
1658,1.964902483970426e-05,3.367085444746668e-07,1.964902483970426e-05,1.310471751431968e-07
1659,1.7409879416975726e-05,2.5753293592905333e-07,1.7409879416975726e-05,7.537577825392613e-08
1660,1.7319533071713522e-05,2.5753293592905333e-07,1.7319533071713522e-05,0.0
1661,1.7440386337901665e-05,1.330833815213087e-07,1.7440386337901665e-05,0.0
1662,1.847071780503029e-05,1.330833815213087e-07,1.847071780503029e-05,0.0
1663,2.1465494683070574e-05,8.777605030120737e-08,2.1465494683070574e-05,0.0
1664,2.5662143278688226e-05,3.2167185232927816e-08,2.5662143278688226e-05,0.0
1665,1.8639900905067668e-05,7.625880219360884e-08,1.8639900905067668e-05,0.0
1666,1.8109106024764644e-05,8.404001456645866e-08,1.8109106024764644e-05,3.9948397605777634e-08
1667,1.8410788275754646e-05,1.164923304486365e-07,1.8410788275754646e-05,7.240071348795546e-08
1668,1.869217144953187e-05,1.164923304486365e-07,1.869217144953187e-05,7.240071348795546e-08
1669,1.7368447775619904e-05,1.164923304486365e-07,1.7368447775619904e-05,7.240071348795546e-08
1670,1.429247315952255e-05,1.164923304486365e-07,1.429247315952255e-05,7.240071348795546e-08
1671,9.926564871420851e-06,1.5560252312038107e-07,9.926564871420851e-06,7.240071348795546e-08
1672,9.454618261120881e-06,1.1151090615970003e-07,9.454618261120881e-06,7.240071348795546e-08
1673,9.502847206022125e-06,7.15625085539224e-08,9.502847206022125e-06,3.245231588217783e-08
1674,6.096370628126481e-06,7.164071697778646e-08,6.096370628126481e-06,0.0
1675,4.9802504073730754e-06,7.164071697778646e-08,4.9802504073730754e-06,0.0
1676,4.71283291452502e-06,7.164071697778646e-08,4.71283291452502e-06,0.0
1677,5.0532570412542555e-06,7.164071697778646e-08,5.0532570412542555e-06,0.0
1678,4.906266586398747e-06,3.2530524306041893e-08,4.906266586398747e-06,0.0
1679,5.320308137665311e-06,3.2530524306041893e-08,5.320308137665311e-06,0.0
1680,4.540532846216852e-06,3.2530524306041893e-08,4.540532846216852e-06,0.0
1681,4.9231665246095095e-06,0.0,4.9231665246095095e-06,0.0
1682,5.408734198551558e-06,2.016103297007378e-08,5.408734198551558e-06,0.0
1683,5.646037737148747e-06,2.016103297007378e-08,5.646037737148747e-06,0.0
1684,4.980381520778922e-06,4.938261253885555e-08,4.980381520778922e-06,0.0
1685,5.351555273591657e-06,6.958844421335795e-08,5.351555273591657e-06,0.0
1686,5.0590296853312926e-06,6.958844421335795e-08,5.0590296853312926e-06,0.0
1687,5.582177923965251e-06,6.958844421335795e-08,5.582177923965251e-06,0.0
1688,4.963013744989959e-06,6.958844421335795e-08,4.963013744989959e-06,0.0
1689,4.58449942795726e-06,4.942741124328417e-08,4.58449942795726e-06,0.0
1690,5.179094776914488e-06,4.942741124328417e-08,5.179094776914488e-06,0.0
1691,5.822032920020449e-06,2.0205831674502406e-08,5.822032920020449e-06,0.0
1692,5.169656755502469e-06,2.3668044540110193e-08,5.169656755502469e-06,0.0
1693,5.257409156911308e-06,2.3668044540110193e-08,5.257409156911308e-06,0.0
1694,6.665962051296706e-06,2.3668044540110193e-08,6.665962051296706e-06,0.0
1695,7.472031159392957e-06,3.9174848000454535e-08,7.472031159392957e-06,0.0
1696,8.589121307522873e-06,3.9174848000454535e-08,8.589121307522873e-06,0.0
1697,9.64662951576299e-06,5.386899764354374e-08,9.64662951576299e-06,0.0
1698,1.291940910570182e-05,5.386899764354374e-08,1.291940910570182e-05,0.0
1699,1.3872056829963445e-05,4.3270493474015636e-08,1.3872056829963445e-05,0.0
1700,1.3407086076508026e-05,9.526190426965644e-08,1.3407086076508026e-05,1.29978526989102e-08
1701,1.1393868362574722e-05,9.526190426965644e-08,1.1393868362574722e-05,2.2664612028425576e-08
1702,1.0796943213011088e-05,1.0372542037982515e-07,1.0796943213011088e-05,2.2664612028425576e-08
1703,1.1187493490589467e-05,1.2580784008215623e-07,1.1187493490589467e-05,2.2664612028425576e-08
1704,9.320482441970463e-06,1.1111369043906702e-07,9.320482441970463e-06,2.2664612028425576e-08
1705,5.746602547722952e-06,1.2942929978570256e-07,5.746602547722952e-06,2.2664612028425576e-08
1706,6.739124890892916e-06,1.2743514231163188e-07,6.739124890892916e-06,2.2664612028425576e-08
1707,6.6575444829400765e-06,1.3620599657672627e-07,6.6575444829400765e-06,9.666759329515377e-09
1708,6.5119372395981505e-06,1.554977312626501e-07,6.5119372395981505e-06,9.645867342961928e-09
1709,6.874002987647795e-06,1.3152741169213706e-07,6.874002987647795e-06,2.1670883500389338e-08
1710,5.535530395458668e-06,1.610900639548163e-07,5.535530395458668e-06,2.1670883500389338e-08
1711,5.2317300287541e-06,1.7078239267220852e-07,5.2317300287541e-06,2.1670883500389338e-08
1712,4.698058465432301e-06,1.7419362308146447e-07,4.698058465432301e-06,2.1670883500389338e-08
1713,4.528358837368225e-06,1.7393625536702269e-07,4.528358837368225e-06,2.1670883500389338e-08
1714,4.390171316767269e-06,1.5146043251336649e-07,4.390171316767269e-06,2.1670883500389338e-08
1715,4.631269397188069e-06,1.774581111898702e-07,4.631269397188069e-06,1.2025016157427411e-08
1716,4.157052038473401e-06,1.951680275169565e-07,4.157052038473401e-06,0.0
1717,3.808712270776076e-06,1.664471714743091e-07,3.808712270776076e-06,1.5282810953262275e-08
1718,3.961112562527498e-06,1.877218685259712e-07,3.961112562527498e-06,1.5282810953262275e-08
1719,4.178445660077809e-06,1.9233451301455977e-07,4.178445660077809e-06,1.5282810953262275e-08
1720,2.4290675030767616e-06,1.905776260611804e-07,2.4290675030767616e-06,2.434393918195253e-08
1721,2.7113229472368924e-06,5.20213623035813e-07,2.7113229472368924e-06,4.18640553334626e-08
1722,4.93378797727928e-06,5.676552500436369e-07,4.93378797727928e-06,5.976650639029556e-06
1723,5.805187324118119e-06,5.561205098964755e-07,5.805187324118119e-06,5.976650639029556e-06
1724,6.259393866717541e-06,5.625508932333949e-07,6.259393866717541e-06,5.961367828076293e-06
1725,6.2650886677926924e-06,5.38936820504432e-07,6.2650886677926924e-06,5.990779640236659e-06
1726,6.07321209957133e-06,5.189848342825241e-07,6.07321209957133e-06,5.990779640236659e-06
1727,6.241530481280019e-06,5.236091377623455e-07,6.241530481280019e-06,5.981718512007969e-06
1728,6.04146162329146e-06,1.5568669858063394e-07,6.04146162329146e-06,5.9641983958564585e-06
1729,3.6103952132699694e-06,6.295565821038248e-08,3.6103952132699694e-06,3.5783788884405765e-08
1730,2.930265005878547e-06,6.496371999073095e-08,2.930265005878547e-06,3.5783788884405765e-08
1731,2.8374197589593157e-06,5.650933943002201e-08,2.8374197589593157e-06,4.27505284505969e-08
1732,2.6911796047508167e-06,6.167343410571188e-08,2.6911796047508167e-06,2.585576400601245e-08
1733,3.052584848514276e-06,5.528593608313973e-08,3.052584848514276e-06,4.69300717652134e-08
1734,4.572628313326277e-06,5.7085699215316965e-08,4.572628313326277e-06,5.2091803378776346e-08
1735,4.798250594311477e-06,7.001955129989515e-08,4.798250594311477e-06,5.8558729421065436e-08
1736,4.965595995340014e-06,8.104420144507327e-08,4.965595995340014e-06,5.76990777696145e-08
1737,5.04469845249592e-06,7.286096348479987e-08,5.04469845249592e-06,5.76990777696145e-08
1738,5.8112949058600605e-06,5.1960744786226446e-08,5.8112949058600605e-06,5.622415447500576e-08
1739,5.944845107868397e-06,5.559828001163883e-08,5.944845107868397e-06,4.3707106759224446e-08
1740,5.5728205714850835e-06,6.308555861827309e-08,5.5728205714850835e-06,2.2632799000023496e-08
1741,3.984108405217869e-06,5.354171455402528e-08,3.984108405217869e-06,1.7471067386460552e-08
1742,4.13530377889921e-06,4.06078624694471e-08,4.13530377889921e-06,1.7381513625228503e-08
1743,5.206385935707658e-06,3.9214605911703463e-08,5.206385935707658e-06,1.186918855263944e-08
1744,5.277624122105148e-06,5.707084734954801e-08,5.277624122105148e-06,1.6333248912100577e-08
1745,4.694763528537546e-06,6.969399939699932e-08,4.694763528537546e-06,1.0841432640518178e-08
1746,6.414843596758146e-06,8.838525644705442e-08,6.414843596758146e-06,1.581940978212515e-08
1747,6.964658496144693e-06,9.337543309990387e-08,6.964658496144693e-06,1.581940978212515e-08
1748,9.867075472616957e-06,1.019930095935706e-07,9.867075472616957e-06,1.581940978212515e-08
1749,1.0414251132065796e-05,1.1190357034657999e-07,1.0414251132065796e-05,9.442037501068107e-09
1750,1.0305142300889461e-05,1.1876583373902707e-07,1.0305142300889461e-05,2.5935694480949678e-08
1751,1.1314839347115984e-05,1.0447873093661591e-07,1.1314839347115984e-05,2.1471634121488544e-08
1752,1.2129878606564099e-05,1.035513498440618e-07,1.2129878606564099e-05,2.1471634121488544e-08
1753,1.185067113900524e-05,8.379356713256974e-08,1.185067113900524e-05,1.6493656979881573e-08
1754,1.3010158519526677e-05,8.38683182584938e-08,1.3010158519526677e-05,2.0677725690429075e-08
1755,1.2149783287895843e-05,8.857592982889986e-08,1.2149783287895843e-05,2.4531033458531837e-08
1756,1.3239299473103269e-05,1.0294913340861253e-07,1.3239299473103269e-05,3.970838667401365e-08
1757,1.425212329715058e-05,1.0777134029638091e-07,1.425212329715058e-05,2.3214729694132075e-08
1758,1.6076199634491267e-05,1.1041737124628526e-07,1.6076199634491267e-05,2.632231448680094e-08
1759,1.799543796161223e-05,1.2307316461195634e-07,1.799543796161223e-05,3.327990429267759e-08
1760,2.1954966411742915e-05,1.186305753313783e-07,2.1954966411742915e-05,3.327990429267759e-08
1761,2.9558734500564503e-05,1.1440507106742968e-07,2.9558734500564503e-05,3.187140304053823e-08
1762,3.9140046802848314e-05,1.2196435252219218e-07,3.9140046802848314e-05,2.801809527243547e-08
1763,4.296538359735028e-05,1.0051926275472007e-07,4.296538359735028e-05,1.2840742056953656e-08
1764,4.482540758285073e-05,9.044611764303617e-08,4.482540758285073e-05,1.565142174594517e-08
1765,4.3400377502881125e-05,9.896799012056232e-08,4.3400377502881125e-05,2.7280879016140195e-08
1766,4.21907841103218e-05,8.141853007665694e-08,4.21907841103218e-05,2.0323289210263543e-08
1767,3.813305543839566e-05,1.03162588313158e-07,3.813305543839566e-05,5.5657316723665776e-08
1768,3.2292014891156994e-05,1.0824694892822403e-07,3.2292014891156994e-05,5.556396181256267e-08
1769,2.3407330835263046e-05,8.751364788395222e-08,2.3407330835263046e-05,6.165648106356717e-08
1770,2.1053615715313106e-05,9.044081648669686e-08,2.1053615715313106e-05,6.453940264756447e-08
1771,1.94008252947242e-05,8.446338536519501e-08,1.94008252947242e-05,7.752458535443501e-08
1772,2.1065536332441426e-05,9.872324316769923e-08,2.1065536332441426e-05,1.3396175648137743e-07
1773,2.339517998604736e-05,9.451632974690125e-08,2.339517998604736e-05,1.521280929799624e-07
1774,2.5617330071067306e-05,7.816158285679973e-08,2.5617330071067306e-05,1.3282884481213841e-07
1775,2.596891421749855e-05,6.763920928116412e-08,2.596891421749855e-05,1.3881269974750206e-07
1776,2.458746413529817e-05,8.595801505504954e-08,2.458746413529817e-05,1.489943975181112e-07
1777,2.403623109005691e-05,8.31102221963777e-08,2.403623109005691e-05,1.519475765527594e-07
1778,2.4186364498746116e-05,9.175065278960964e-08,2.4186364498746116e-05,1.417140015494819e-07
1779,2.5472981958176077e-05,6.787712436562288e-08,2.5472981958176077e-05,7.566315980105693e-08
1780,2.5401700440852437e-05,7.702763531775808e-08,2.5401700440852437e-05,6.454424398124761e-08
1781,2.6332694557952762e-05,7.246795671481518e-08,2.6332694557952762e-05,5.4247015006987047e-08
1782,2.6064499122315154e-05,1.127419371828507e-07,2.6064499122315154e-05,4.558094752431836e-08
1783,2.9155069829097817e-05,9.485440953328959e-08,2.9155069829097817e-05,3.148132954322591e-08
1784,3.118979891171746e-05,1.0858108063465416e-07,3.118979891171746e-05,2.897417315596483e-08
1785,3.37227206078491e-05,1.0438409654105791e-07,3.37227206078491e-05,3.1502497880150515e-08
1786,3.552795845150415e-05,1.1400180710552377e-07,3.552795845150415e-05,4.3800404065612904e-08
1787,3.622049916884862e-05,1.1643666348553389e-07,3.622049916884862e-05,4.062040811650799e-08
1788,3.8329183943070734e-05,1.1672053139883636e-07,3.8329183943070734e-05,4.272217018248219e-08
1789,4.0705272632684295e-05,8.635509475750172e-08,4.0705272632684295e-05,5.4356018353018953e-08
1790,4.1472334227624484e-05,9.640402355768987e-08,4.1472334227624484e-05,6.322990309115539e-08
1791,4.1799857821648144e-05,9.387686361606029e-08,4.1799857821648144e-05,7.401852032882874e-08
1792,4.078974754000748e-05,9.831553577604219e-08,4.078974754000748e-05,7.681052898484658e-08
1793,4.375714395012308e-05,1.0033682989225262e-07,4.375714395012308e-05,6.826345000376932e-08
1794,4.52698217746469e-05,1.0910994063806356e-07,4.52698217746469e-05,6.738998184882153e-08
1795,4.302305855422414e-05,1.2748895272807204e-07,4.302305855422414e-05,7.142320715810716e-08
1796,4.176807851763442e-05,1.2701782026169894e-07,4.176807851763442e-05,6.832281381921998e-08
1797,4.193770915402898e-05,1.1894894872252085e-07,4.193770915402898e-05,7.541588686876821e-08
1798,4.201539091549681e-05,1.713769058093411e-07,4.201539091549681e-05,6.534892221005911e-08
1799,4.356057512008452e-05,1.7164796974254516e-07,4.356057512008452e-05,6.107476708499299e-08
1800,3.883261004895238e-05,1.7135214948536615e-07,3.883261004895238e-05,7.401875556922732e-08
1801,3.8345869792725095e-05,1.7486588684992706e-07,3.8345869792725095e-05,7.798990583499485e-08
1802,3.8868283029712203e-05,1.6947313343150328e-07,3.8868283029712203e-05,6.959038247243501e-08
1803,3.90747726279577e-05,1.894390300500553e-07,3.90747726279577e-05,6.842792694377359e-08
1804,4.013689301375832e-05,2.0534138047066464e-07,4.013689301375832e-05,6.035392934628752e-08
1805,4.1091067812106174e-05,1.7333296905722557e-07,4.1091067812106174e-05,6.409365761937482e-08
1806,4.1372843302919394e-05,1.790814069733772e-07,4.1372843302919394e-05,6.007069305472409e-08
1807,4.247540813854097e-05,2.8710148366631725e-07,4.247540813854097e-05,1.6273913848254195e-07
1808,4.4365642159911136e-05,2.942910128922449e-07,4.4365642159911136e-05,1.5906911622818954e-07
1809,4.609638926922344e-05,2.8944751509893e-07,4.609638926922344e-05,1.5686257550027805e-07
1810,4.8573778518142975e-05,2.8069278406357104e-07,4.8573778518142975e-05,1.5624764339504183e-07
1811,4.9231990747752464e-05,2.808968925397234e-07,4.9231990747752464e-05,1.6211819214057804e-07
1812,4.9572245188755915e-05,2.621145307151502e-07,4.9572245188755915e-05,1.6387619718370517e-07
1813,5.0789520173566416e-05,2.5824189212439054e-07,5.0789520173566416e-05,1.7234752165100937e-07
1814,5.361862505586552e-05,1.4733753874095002e-07,5.361862505586552e-05,6.938357774036571e-08
1815,5.341060230940846e-05,1.2874557902315636e-07,5.341060230940846e-05,7.999462451177156e-08
1816,5.6143370914339486e-05,1.2557904836642463e-07,5.6143370914339486e-05,9.204024107946549e-08
1817,5.540459096664563e-05,1.1814845432159668e-07,5.540459096664563e-05,1.0276162701724648e-07
1818,5.691595132313003e-05,1.2075144033880341e-07,5.691595132313003e-05,1.0777059904804836e-07
1819,5.796014842677063e-05,1.3926451052676774e-07,5.796014842677063e-05,1.2482491586394774e-07
1820,5.891843154261421e-05,1.3417240804106507e-07,5.891843154261421e-05,1.3101353094465855e-07
