ngram,aside,asid,asid,asid
1839,4.3753314197861724e-05,3.960856557024986e-08,3.960856557024986e-08,3.960856557024986e-08
1840,4.409027834688979e-05,3.832199903440271e-08,3.832199903440271e-08,3.832199903440271e-08
1841,4.451844870345667e-05,3.849512987739802e-08,3.849512987739802e-08,3.849512987739802e-08
1842,4.4576451078423164e-05,3.6488829227973186e-08,3.6488829227973186e-08,3.6488829227973186e-08
1843,4.52933506624374e-05,3.605777035683591e-08,3.605777035683591e-08,3.605777035683591e-08
1844,4.541754346324264e-05,3.588290578956535e-08,3.588290578956535e-08,3.588290578956535e-08
1845,4.5661552576348186e-05,3.681354725821555e-08,3.681354725821555e-08,3.681354725821555e-08
1846,4.5996551177397903e-05,3.786506321189011e-08,3.786506321189011e-08,3.786506321189011e-08
1847,4.5807718769148255e-05,3.910377164930066e-08,3.910377164930066e-08,3.910377164930066e-08
1848,4.5666594295263554e-05,3.867031215877757e-08,3.867031215877757e-08,3.867031215877757e-08
1849,4.606598668033257e-05,3.689787447009556e-08,3.689787447009556e-08,3.689787447009556e-08
1850,4.5797567768853954e-05,3.526404159158249e-08,3.526404159158249e-08,3.526404159158249e-08
1851,4.575465469055676e-05,3.64106441505133e-08,3.64106441505133e-08,3.64106441505133e-08
1852,4.580362656270154e-05,3.337314094916824e-08,3.337314094916824e-08,3.337314094916824e-08
1853,4.547722710412927e-05,3.4069190135710414e-08,3.4069190135710414e-08,3.4069190135710414e-08
1854,4.549859347337458e-05,3.3674939408407615e-08,3.3674939408407615e-08,3.3674939408407615e-08
1855,4.523141459295792e-05,3.194035385385112e-08,3.194035385385112e-08,3.194035385385112e-08
1856,4.483335058986475e-05,3.1061117106950016e-08,3.1061117106950016e-08,3.1061117106950016e-08
1857,4.46210937557875e-05,3.044237649265012e-08,3.044237649265012e-08,3.044237649265012e-08
1858,4.424510760665206e-05,2.8745013226836946e-08,2.8745013226836946e-08,2.8745013226836946e-08
1859,4.402112088947823e-05,3.099271772555312e-08,3.099271772555312e-08,3.099271772555312e-08
1860,4.3727538078590964e-05,3.194190994244244e-08,3.194190994244244e-08,3.194190994244244e-08
1861,4.363834211419869e-05,3.0326179916479694e-08,3.0326179916479694e-08,3.0326179916479694e-08
1862,4.3618994823191315e-05,2.987628404988689e-08,2.987628404988689e-08,2.987628404988689e-08
1863,4.370893397468275e-05,3.0669569994756785e-08,3.0669569994756785e-08,3.0669569994756785e-08
1864,4.3356129026506096e-05,3.130429858190707e-08,3.130429858190707e-08,3.130429858190707e-08
1865,4.379530790694324e-05,3.209383666761109e-08,3.209383666761109e-08,3.209383666761109e-08
1866,4.3918319923769946e-05,2.997240271846684e-08,2.997240271846684e-08,2.997240271846684e-08
1867,4.449624144139567e-05,2.6671736311608844e-08,2.6671736311608844e-08,2.6671736311608844e-08
1868,4.498845269803756e-05,2.641180150776888e-08,2.641180150776888e-08,2.641180150776888e-08
1869,4.533390892902389e-05,2.839815773013145e-08,2.839815773013145e-08,2.839815773013145e-08
1870,4.566892831852394e-05,2.8101257955524617e-08,2.8101257955524617e-08,2.8101257955524617e-08
1871,4.6215655727012616e-05,2.7472504779016812e-08,2.7472504779016812e-08,2.7472504779016812e-08
1872,4.641686661800902e-05,2.556100347257078e-08,2.556100347257078e-08,2.556100347257078e-08
1873,4.688102853833698e-05,2.609966769690735e-08,2.609966769690735e-08,2.609966769690735e-08
1874,4.720169246346424e-05,2.5419129150756296e-08,2.5419129150756296e-08,2.5419129150756296e-08
1875,4.7700576812660855e-05,2.4675508874289724e-08,2.4675508874289724e-08,2.4675508874289724e-08
1876,4.838150094396302e-05,2.359378800268327e-08,2.359378800268327e-08,2.359378800268327e-08
1877,4.863178401137702e-05,2.4059555110105587e-08,2.4059555110105587e-08,2.4059555110105587e-08
1878,4.8804476266793374e-05,2.5195417054289593e-08,2.5195417054289593e-08,2.5195417054289593e-08
1879,4.915073025456097e-05,2.7504706829566724e-08,2.7504706829566724e-08,2.7504706829566724e-08
1880,4.966756906859311e-05,2.6662293198650592e-08,2.6662293198650592e-08,2.6662293198650592e-08
1881,4.984622916838687e-05,2.783795314899505e-08,2.783795314899505e-08,2.783795314899505e-08
1882,4.943241375648151e-05,2.9960920601622224e-08,2.9960920601622224e-08,2.9960920601622224e-08
1883,4.991407591400535e-05,2.9019834408521613e-08,2.9019834408521613e-08,2.9019834408521613e-08
1884,5.0313247941500905e-05,2.905003551997457e-08,2.905003551997457e-08,2.905003551997457e-08
1885,5.067841526137532e-05,2.7924613478700977e-08,2.7924613478700977e-08,2.7924613478700977e-08
1886,5.0470188788105066e-05,2.6371001128820482e-08,2.6371001128820482e-08,2.6371001128820482e-08
1887,5.012606249822836e-05,2.6656249525152427e-08,2.6656249525152427e-08,2.6656249525152427e-08
1888,4.955941143894701e-05,2.5544727729912405e-08,2.5544727729912405e-08,2.5544727729912405e-08
1889,4.9851549452536604e-05,2.3848594971858413e-08,2.3848594971858413e-08,2.3848594971858413e-08
1890,4.908817780752932e-05,2.5191568450314402e-08,2.5191568450314402e-08,2.5191568450314402e-08
1891,4.8627831607258744e-05,2.4440499655854963e-08,2.4440499655854963e-08,2.4440499655854963e-08
1892,4.84205291806055e-05,2.418142943026526e-08,2.418142943026526e-08,2.418142943026526e-08
1893,4.8555958658523324e-05,2.4481570548573472e-08,2.4481570548573472e-08,2.4481570548573472e-08
1894,4.859232181583398e-05,2.4274892191605043e-08,2.4274892191605043e-08,2.4274892191605043e-08
1895,4.920192285291185e-05,2.3751818036186834e-08,2.3751818036186834e-08,2.3751818036186834e-08
1896,4.91764980584516e-05,2.296199522585799e-08,2.296199522585799e-08,2.296199522585799e-08
1897,4.921483611854326e-05,2.2306330750763792e-08,2.2306330750763792e-08,2.2306330750763792e-08
1898,4.931003318883346e-05,2.2465460856681474e-08,2.2465460856681474e-08,2.2465460856681474e-08
1899,4.9248308122124786e-05,2.2774640586119077e-08,2.2774640586119077e-08,2.2774640586119077e-08
1900,4.89980260941333e-05,2.2926413022007963e-08,2.2926413022007963e-08,2.2926413022007963e-08
1901,4.8713562136981636e-05,2.2651208147245986e-08,2.2651208147245986e-08,2.2651208147245986e-08
1902,4.8218397361259644e-05,2.312949070366293e-08,2.312949070366293e-08,2.312949070366293e-08
1903,4.8384799031607274e-05,2.367777999065116e-08,2.367777999065116e-08,2.367777999065116e-08
1904,4.827886264787854e-05,2.3109154209269685e-08,2.3109154209269685e-08,2.3109154209269685e-08
1905,4.79383857704566e-05,2.3028048801165824e-08,2.3028048801165824e-08,2.3028048801165824e-08
1906,4.761809343887892e-05,2.2526049597055523e-08,2.2526049597055523e-08,2.2526049597055523e-08
1907,4.758712072673786e-05,2.213399850705043e-08,2.213399850705043e-08,2.213399850705043e-08
1908,4.737915254996291e-05,2.256604071858094e-08,2.256604071858094e-08,2.256604071858094e-08
1909,4.764085783140867e-05,2.206114300763927e-08,2.206114300763927e-08,2.206114300763927e-08
1910,4.6972708722543235e-05,2.1837047471860516e-08,2.1837047471860516e-08,2.1837047471860516e-08
1911,4.725295678196874e-05,2.205918546240225e-08,2.205918546240225e-08,2.205918546240225e-08
1912,4.775635274459741e-05,2.3181576531377298e-08,2.3181576531377298e-08,2.3181576531377298e-08
1913,4.811735769700525e-05,2.479963383856492e-08,2.479963383856492e-08,2.479963383856492e-08
1914,4.867750093191197e-05,2.6663302423100632e-08,2.6663302423100632e-08,2.6663302423100632e-08
1915,4.919707914398584e-05,2.8485763335441205e-08,2.8485763335441205e-08,2.8485763335441205e-08
1916,4.878407396193195e-05,2.9772356516640945e-08,2.9772356516640945e-08,2.9772356516640945e-08
1917,4.886623823300137e-05,2.9999186373126056e-08,2.9999186373126056e-08,2.9999186373126056e-08
1918,4.845927261547851e-05,3.088866483226736e-08,3.088866483226736e-08,3.088866483226736e-08
1919,4.8011302299398396e-05,3.1167094555988635e-08,3.1167094555988635e-08,3.1167094555988635e-08
1920,4.75698325317353e-05,3.0514724715301004e-08,3.0514724715301004e-08,3.0514724715301004e-08
1921,4.663814927750666e-05,2.946500541968687e-08,2.946500541968687e-08,2.946500541968687e-08
1922,4.561579044093378e-05,2.8357790528486604e-08,2.8357790528486604e-08,2.8357790528486604e-08
1923,4.485525018286093e-05,2.8196186465022166e-08,2.8196186465022166e-08,2.8196186465022166e-08
1924,4.407125327686247e-05,2.877269241910848e-08,2.877269241910848e-08,2.877269241910848e-08
1925,4.338401049608365e-05,2.8576546843136645e-08,2.8576546843136645e-08,2.8576546843136645e-08
1926,4.235714316434626e-05,2.704556198044169e-08,2.704556198044169e-08,2.704556198044169e-08
1927,4.1273142414866015e-05,2.6536628894291425e-08,2.6536628894291425e-08,2.6536628894291425e-08
1928,4.038740527383717e-05,2.5697791830988796e-08,2.5697791830988796e-08,2.5697791830988796e-08
1929,4.0075731314053496e-05,2.4217256517593862e-08,2.4217256517593862e-08,2.4217256517593862e-08
1930,3.990910460873108e-05,2.2717291159324304e-08,2.2717291159324304e-08,2.2717291159324304e-08
1931,3.936311778878527e-05,2.2703200843108917e-08,2.2703200843108917e-08,2.2703200843108917e-08
1932,3.8849397242302075e-05,2.2628269543848286e-08,2.2628269543848286e-08,2.2628269543848286e-08
1933,3.870732741363879e-05,2.2915830503019866e-08,2.2915830503019866e-08,2.2915830503019866e-08
1934,3.857021095297698e-05,2.3550102566462427e-08,2.3550102566462427e-08,2.3550102566462427e-08
1935,3.827865449628527e-05,2.424744417948789e-08,2.424744417948789e-08,2.424744417948789e-08
1936,3.796187957050279e-05,2.546666471354391e-08,2.546666471354391e-08,2.546666471354391e-08
1937,3.77045403833368e-05,2.6804183000146102e-08,2.6804183000146102e-08,2.6804183000146102e-08
1938,3.754706267500296e-05,2.67449612932426e-08,2.67449612932426e-08,2.67449612932426e-08
1939,3.73678636346345e-05,2.797949960609003e-08,2.797949960609003e-08,2.797949960609003e-08
1940,3.717770076556397e-05,2.8798770098806666e-08,2.8798770098806666e-08,2.8798770098806666e-08
1941,3.690823463590017e-05,2.9537891878460088e-08,2.9537891878460088e-08,2.9537891878460088e-08
1942,3.672701339902622e-05,3.0497995494118054e-08,3.0497995494118054e-08,3.0497995494118054e-08
1943,3.6100041532855744e-05,3.121248681736688e-08,3.121248681736688e-08,3.121248681736688e-08
1944,3.526765067363158e-05,3.115359779672287e-08,3.115359779672287e-08,3.115359779672287e-08
1945,3.464412241425764e-05,3.113328363367275e-08,3.113328363367275e-08,3.113328363367275e-08
1946,3.39614915511837e-05,2.9248111742065574e-08,2.9248111742065574e-08,2.9248111742065574e-08
1947,3.30868959801072e-05,2.8414112459732418e-08,2.8414112459732418e-08,2.8414112459732418e-08
1948,3.256512198796762e-05,2.7237876969771994e-08,2.7237876969771994e-08,2.7237876969771994e-08
1949,3.227007826873367e-05,2.572071520847073e-08,2.572071520847073e-08,2.572071520847073e-08
1950,3.197688108359996e-05,2.4625498592659563e-08,2.4625498592659563e-08,2.4625498592659563e-08
1951,3.1890683853167244e-05,2.374871981609366e-08,2.374871981609366e-08,2.374871981609366e-08
1952,3.155443690567543e-05,2.2846742148934547e-08,2.2846742148934547e-08,2.2846742148934547e-08
1953,3.129918981617915e-05,2.240395729253513e-08,2.240395729253513e-08,2.240395729253513e-08
1954,3.1434438434579146e-05,2.220941043771875e-08,2.220941043771875e-08,2.220941043771875e-08
1955,3.1055882573127747e-05,2.158305508917887e-08,2.158305508917887e-08,2.158305508917887e-08
1956,3.0593580439537095e-05,2.176568132077656e-08,2.176568132077656e-08,2.176568132077656e-08
1957,3.0469397773101393e-05,2.155905041791227e-08,2.155905041791227e-08,2.155905041791227e-08
1958,3.0239618873955415e-05,2.1547842875081968e-08,2.1547842875081968e-08,2.1547842875081968e-08
1959,3.013183595612645e-05,2.1617894014574242e-08,2.1617894014574242e-08,2.1617894014574242e-08
1960,2.9771311216921147e-05,2.2003493630303898e-08,2.2003493630303898e-08,2.2003493630303898e-08
1961,2.8946600910525637e-05,2.1633656897636555e-08,2.1633656897636555e-08,2.1633656897636555e-08
1962,2.8580601013215657e-05,2.1984874111678565e-08,2.1984874111678565e-08,2.1984874111678565e-08
1963,2.8472056718393496e-05,2.108235592450975e-08,2.108235592450975e-08,2.108235592450975e-08
1964,2.8189600405832088e-05,2.0583931511656114e-08,2.0583931511656114e-08,2.0583931511656114e-08
1965,2.7835606618152398e-05,2.0853764937101005e-08,2.0853764937101005e-08,2.0853764937101005e-08
1966,2.752179196769638e-05,2.067981570113326e-08,2.067981570113326e-08,2.067981570113326e-08
1967,2.7429810870671645e-05,2.0015732563446624e-08,2.0015732563446624e-08,2.0015732563446624e-08
1968,2.739102092164103e-05,2.022026152863938e-08,2.022026152863938e-08,2.022026152863938e-08
1969,2.7268280973657966e-05,1.9747511054950858e-08,1.9747511054950858e-08,1.9747511054950858e-08
1970,2.6859026807609814e-05,1.9938306751652946e-08,1.9938306751652946e-08,1.9938306751652946e-08
1971,2.6483340791725952e-05,1.983624464685363e-08,1.983624464685363e-08,1.983624464685363e-08
1972,2.6149559874154094e-05,1.9584963238474173e-08,1.9584963238474173e-08,1.9584963238474173e-08
1973,2.586277696536854e-05,1.902417931124286e-08,1.902417931124286e-08,1.902417931124286e-08
1974,2.565017036561455e-05,1.9392104937716274e-08,1.9392104937716274e-08,1.9392104937716274e-08
1975,2.5748193365870975e-05,1.972423595881472e-08,1.972423595881472e-08,1.972423595881472e-08
1976,2.577964135395762e-05,2.1047077223914e-08,2.1047077223914e-08,2.1047077223914e-08
1977,2.568881817361606e-05,2.1938928134496953e-08,2.1938928134496953e-08,2.1938928134496953e-08
1978,2.5773372596761745e-05,2.2422624011499337e-08,2.2422624011499337e-08,2.2422624011499337e-08
1979,2.593434276475039e-05,2.2144728209890933e-08,2.2144728209890933e-08,2.2144728209890933e-08
1980,2.6057962064182254e-05,2.314438647082235e-08,2.314438647082235e-08,2.314438647082235e-08
1981,2.6095580324181356e-05,2.267660979628415e-08,2.267660979628415e-08,2.267660979628415e-08
1982,2.594300297330067e-05,2.2798757929162354e-08,2.2798757929162354e-08,2.2798757929162354e-08
1983,2.584874684024336e-05,2.234834539649455e-08,2.234834539649455e-08,2.234834539649455e-08
1984,2.5855521016637795e-05,2.2755883272956064e-08,2.2755883272956064e-08,2.2755883272956064e-08
1985,2.590211287107585e-05,2.255522118283742e-08,2.255522118283742e-08,2.255522118283742e-08
1986,2.5822499342861454e-05,2.3137981689355262e-08,2.3137981689355262e-08,2.3137981689355262e-08
1987,2.581036174628285e-05,2.296799474420043e-08,2.296799474420043e-08,2.296799474420043e-08
1988,2.5798849102492178e-05,2.2808883416912196e-08,2.2808883416912196e-08,2.2808883416912196e-08
1989,2.5917326378735845e-05,2.1219208993069775e-08,2.1219208993069775e-08,2.1219208993069775e-08
1990,2.5937983082258143e-05,1.9259279123876435e-08,1.9259279123876435e-08,1.9259279123876435e-08
1991,2.5876612718483167e-05,1.691867471517331e-08,1.691867471517331e-08,1.691867471517331e-08
1992,2.582155320851598e-05,1.5418138385062515e-08,1.5418138385062515e-08,1.5418138385062515e-08
1993,2.58530679794993e-05,1.3888256766847462e-08,1.3888256766847462e-08,1.3888256766847462e-08
1994,2.5931367677653077e-05,1.316860233556229e-08,1.316860233556229e-08,1.316860233556229e-08
1995,2.6157388804546956e-05,1.241073872242688e-08,1.241073872242688e-08,1.241073872242688e-08
1996,2.6310221593511024e-05,1.2111781038421604e-08,1.2111781038421604e-08,1.2111781038421604e-08
1997,2.671940481897244e-05,1.215048557006477e-08,1.215048557006477e-08,1.215048557006477e-08
1998,2.7265381244693083e-05,1.2113839328467942e-08,1.2113839328467942e-08,1.2113839328467942e-08
1999,2.757682757094569e-05,1.2544785147180652e-08,1.2544785147180652e-08,1.2544785147180652e-08
2000,2.798998866637703e-05,1.2404296129935638e-08,1.2404296129935638e-08,1.2404296129935638e-08
2001,2.8409832728877e-05,1.1041505487696668e-08,1.1041505487696668e-08,1.1041505487696668e-08
2002,2.8634341496009646e-05,1.084748506891791e-08,1.084748506891791e-08,1.084748506891791e-08
2003,2.888582743513065e-05,1.1138638456031913e-08,1.1138638456031913e-08,1.1138638456031913e-08
2004,2.9185542059297275e-05,1.1242659374894565e-08,1.1242659374894565e-08,1.1242659374894565e-08
2005,2.9719392581942623e-05,1.1288661941729775e-08,1.1288661941729775e-08,1.1288661941729775e-08
2006,3.065576882883241e-05,1.1301121562366591e-08,1.1301121562366591e-08,1.1301121562366591e-08
2007,3.155863279451816e-05,1.093367948560139e-08,1.093367948560139e-08,1.093367948560139e-08
2008,3.2691251492776375e-05,1.1692262777022019e-08,1.1692262777022019e-08,1.1692262777022019e-08
2009,3.346861558384262e-05,1.1265037220502855e-08,1.1265037220502855e-08,1.1265037220502855e-08
2010,3.421397351693096e-05,1.0189140832648848e-08,1.0189140832648848e-08,1.0189140832648848e-08
2011,3.558888524172029e-05,9.233445246487854e-09,9.233445246487854e-09,9.233445246487854e-09
2012,3.648312745748886e-05,8.890881301023716e-09,8.890881301023716e-09,8.890881301023716e-09
2013,3.672397308816601e-05,7.838110922213965e-09,7.838110922213965e-09,7.838110922213965e-09
2014,3.7543308280874044e-05,9.167739900561855e-09,9.167739900561855e-09,9.167739900561855e-09
2015,3.780851641619977e-05,1.3714448941572397e-08,1.3714448941572397e-08,1.3714448941572397e-08
2016,3.8354438791949565e-05,1.3632717684889225e-08,1.3632717684889225e-08,1.3632717684889225e-08
2017,3.898269763643233e-05,1.5011685598291063e-08,1.5011685598291063e-08,1.5011685598291063e-08
2018,3.875701077049598e-05,1.6766146426760997e-08,1.6766146426760997e-08,1.6766146426760997e-08
2019,3.869822103297338e-05,1.857477160971399e-08,1.857477160971399e-08,1.857477160971399e-08
