ngram,student,stuent,studnt,studdent
1681,6.364538234850312e-07,0.0,0.0,0.0
1682,6.626184228610197e-07,0.0,0.0,0.0
1683,6.638063691103266e-07,0.0,0.0,0.0
1684,6.302201711605449e-07,0.0,0.0,0.0
1685,2.086189100834547e-06,0.0,0.0,0.0
1686,2.0212466478954283e-06,0.0,0.0,0.0
1687,1.9850427902058854e-06,0.0,0.0,0.0
1688,2.4583180748192845e-06,0.0,0.0,0.0
1689,2.4609773155199425e-06,0.0,0.0,0.0
1690,2.541464600166624e-06,0.0,0.0,0.0
1691,2.6637948695094693e-06,0.0,0.0,0.0
1692,1.1281516541267983e-06,0.0,0.0,0.0
1693,1.2131859656554816e-06,0.0,0.0,0.0
1694,1.2619570668448432e-06,0.0,0.0,0.0
1695,6.872090198482641e-07,0.0,0.0,0.0
1696,6.713045195283485e-07,0.0,0.0,0.0
1697,3.044688193248086e-06,0.0,0.0,0.0
1698,3.1297833272349507e-06,0.0,0.0,0.0
1699,3.1297833272349507e-06,0.0,0.0,0.0
1700,2.9959544463054044e-06,0.0,0.0,0.0
1701,2.9568501044455582e-06,0.0,0.0,0.0
1702,2.963212206655693e-06,0.0,0.0,0.0
1703,3.0815925080267855e-06,0.0,0.0,0.0
1704,5.922488597320807e-07,0.0,0.0,0.0
1705,5.221905315774425e-07,0.0,0.0,0.0
1706,1.5522011419680633e-06,0.0,0.0,0.0
1707,1.483830283786704e-06,0.0,0.0,0.0
1708,1.5995597978855715e-06,0.0,0.0,0.0
1709,1.7681890237700567e-06,0.0,0.0,0.0
1710,1.964086386863073e-06,0.0,0.0,0.0
1711,2.06204023405527e-06,0.0,0.0,0.0
1712,1.94639999863609e-06,0.0,0.0,0.0
1713,9.163893882454691e-07,0.0,0.0,0.0
1714,1.3942181717701324e-06,0.0,0.0,0.0
1715,1.3141113117041771e-06,0.0,0.0,0.0
1716,1.0970057989620078e-06,0.0,0.0,0.0
1717,7.889801350659451e-07,0.0,0.0,0.0
1718,8.139743812307643e-07,0.0,0.0,0.0
1719,8.251718972880033e-07,0.0,0.0,0.0
1720,8.795386646300228e-07,0.0,0.0,0.0
1721,4.669808240415867e-07,0.0,0.0,0.0
1722,1.8899328832081404e-06,0.0,0.0,0.0
1723,1.9965420981244667e-06,0.0,0.0,0.0
1724,1.960665017008978e-06,0.0,0.0,0.0
1725,1.954055361709704e-06,0.0,0.0,0.0
1726,3.23056807717746e-06,6.3874980225721495e-09,0.0,0.0
1727,3.299370198257228e-06,6.3874980225721495e-09,0.0,0.0
1728,3.399314928336545e-06,6.3874980225721495e-09,0.0,0.0
1729,2.0011651997720037e-06,6.3874980225721495e-09,0.0,0.0
1730,1.9982511949885e-06,6.3874980225721495e-09,0.0,0.0
1731,2.1269399651048715e-06,6.3874980225721495e-09,0.0,0.0
1732,2.0457494258607767e-06,6.3874980225721495e-09,0.0,0.0
1733,8.978820582277487e-07,0.0,0.0,0.0
1734,9.502120446671012e-07,0.0,0.0,0.0
1735,1.1502698263094707e-06,0.0,0.0,0.0
1736,1.3668189800292957e-06,0.0,0.0,0.0
1737,1.463039296822899e-06,0.0,0.0,0.0
1738,1.6901812622498774e-06,0.0,0.0,0.0
1739,1.8143792561074536e-06,0.0,0.0,0.0
1740,1.8549660743311897e-06,0.0,0.0,0.0
1741,1.7269980056815776e-06,0.0,0.0,0.0
1742,1.4725490465090324e-06,0.0,0.0,0.0
1743,1.4941127436226713e-06,0.0,0.0,0.0
1744,1.468588213323788e-06,0.0,0.0,0.0
1745,1.227687818072809e-06,0.0,0.0,0.0
1746,2.000517866918017e-06,0.0,0.0,0.0
1747,1.968886566926033e-06,0.0,0.0,0.0
1748,2.379961967692777e-06,0.0,0.0,0.0
1749,2.522799750944874e-06,0.0,0.0,0.0
1750,2.8149643022905887e-06,0.0,0.0,0.0
1751,3.0013278709312933e-06,0.0,0.0,0.0
1752,3.473066239426511e-06,0.0,0.0,0.0
1753,3.321836889621669e-06,0.0,0.0,0.0
1754,3.502773454653964e-06,0.0,0.0,0.0
1755,3.487297655218364e-06,0.0,0.0,0.0
1756,4.074418419414931e-06,9.106411117240247e-09,0.0,0.0
1757,4.317548440927307e-06,9.106411117240247e-09,0.0,0.0
1758,4.850541894744051e-06,9.106411117240247e-09,0.0,0.0
1759,5.561244896463384e-06,9.106411117240247e-09,0.0,0.0
1760,5.2666507924316515e-06,9.106411117240247e-09,0.0,0.0
1761,5.395362190288974e-06,9.106411117240247e-09,0.0,0.0
1762,5.488748196772317e-06,9.106411117240247e-09,0.0,0.0
1763,5.37999082033431e-06,0.0,0.0,0.0
1764,5.55395766761129e-06,0.0,0.0,0.0
1765,5.196587056031733e-06,0.0,0.0,0.0
1766,4.64683934556628e-06,0.0,0.0,0.0
1767,5.064620804010442e-06,0.0,0.0,0.0
1768,5.517857614125075e-06,0.0,0.0,0.0
1769,6.14805867371615e-06,0.0,0.0,0.0
1770,6.759874265428932e-06,0.0,0.0,0.0
1771,6.658568314118643e-06,0.0,0.0,0.0
1772,7.415356256907606e-06,0.0,0.0,0.0
1773,7.88023992624533e-06,0.0,0.0,0.0
1774,7.646249871738422e-06,0.0,0.0,0.0
1775,8.021416046436311e-06,0.0,0.0,0.0
1776,7.779616550708721e-06,2.712369503602271e-09,0.0,0.0
1777,7.236318132137447e-06,2.712369503602271e-09,0.0,0.0
1778,7.888723173112209e-06,2.712369503602271e-09,0.0,0.0
1779,7.78718549554469e-06,2.712369503602271e-09,0.0,0.0
1780,7.86553625532958e-06,2.712369503602271e-09,0.0,0.0
1781,8.777944588343547e-06,2.712369503602271e-09,0.0,0.0
1782,8.708137102075852e-06,4.870502985048526e-09,0.0,0.0
1783,8.774836260272423e-06,2.1581334814462546e-09,0.0,0.0
1784,9.295544129729802e-06,2.1581334814462546e-09,0.0,0.0
1785,8.599147024922007e-06,2.1581334814462546e-09,0.0,0.0
1786,1.0266711927085583e-05,2.1581334814462546e-09,0.0,0.0
1787,9.896735848867269e-06,3.447275100297377e-09,0.0,0.0
1788,9.264531075002327e-06,3.447275100297377e-09,0.0,0.0
1789,9.096076415257162e-06,1.2891416188511228e-09,0.0,0.0
1790,9.147436165741446e-06,1.2891416188511228e-09,0.0,0.0
1791,8.948247211394897e-06,1.2891416188511228e-09,0.0,0.0
1792,9.236166598774226e-06,1.2891416188511228e-09,0.0,0.0
1793,7.340394599201058e-06,1.2891416188511228e-09,0.0,0.0
1794,7.506669460001701e-06,0.0,0.0,0.0
1795,7.937660354530505e-06,0.0,0.0,0.0
1796,8.481117349999425e-06,2.844484774706351e-09,0.0,0.0
1797,9.16442299317818e-06,3.411408425587784e-09,0.0,0.0
1798,9.467011360746775e-06,3.411408425587784e-09,0.0,0.0
1799,9.890552649137265e-06,3.411408425587784e-09,0.0,0.0
1800,1.0337064200679638e-05,3.823072334898013e-09,0.0,0.0
1801,1.1194132769430456e-05,3.823072334898013e-09,0.0,0.0
1802,1.1714290589484985e-05,4.25719913290022e-09,0.0,0.0
1803,1.181866433138826e-05,1.7637143174502918e-09,0.0,0.0
1804,1.1896000225013787e-05,1.5018682170924486e-09,0.0,0.0
1805,1.2135313357118451e-05,1.5018682170924486e-09,0.0,0.0
1806,1.2130650117926831e-05,1.7604183190554424e-09,0.0,0.0
1807,1.2457611124513538e-05,1.3487544097452136e-09,0.0,0.0
1808,1.1995506870984432e-05,1.5841175990008845e-09,0.0,0.0
1809,1.1379142311592919e-05,1.1499908009986776e-09,0.0,0.0
1810,1.1299670794479816e-05,7.989908417422547e-10,0.0,0.0
1811,1.1229790418708166e-05,4.939132912186648e-10,0.0,0.0
1812,1.1576792270976252e-05,7.326215507268736e-10,0.0,0.0
1813,1.1467220766852343e-05,6.680508527320431e-10,0.0,0.0
1814,1.1927834488493058e-05,1.0859671257484089e-09,0.0,0.0
1815,1.2065160912503156e-05,1.0437446462674416e-09,0.0,0.0
1816,1.2522858274418727e-05,1.233917365109757e-09,0.0,0.0
1817,1.2983364155973374e-05,1.233917365109757e-09,0.0,0.0
1818,1.3118392027016463e-05,2.4871614767718597e-09,0.0,0.0
1819,1.2975109452132269e-05,3.1502378959404253e-09,0.0,0.0
1820,1.3449586341656478e-05,2.956258491972262e-09,0.0,0.0
1821,1.3326363581914588e-05,2.666896473498984e-09,0.0,0.0
1822,1.3857786403345276e-05,2.598524665283922e-09,0.0,0.0
1823,1.4356228348333389e-05,2.5488147148422513e-09,0.0,0.0
1824,1.4639288955160218e-05,2.5488147148422513e-09,0.0,0.0
1825,1.4996952813817188e-05,1.6754210082784278e-09,0.0,0.0
1826,1.5612493890720153e-05,1.0106328155298376e-09,0.0,0.0
1827,1.6030245595694786e-05,1.1152034216723094e-09,0.0,0.0
1828,1.6509087799931876e-05,1.5382957051026024e-09,0.0,0.0
1829,1.6856845052513692e-05,1.554075360462751e-09,0.0,0.0
1830,1.735540016462827e-05,1.4136125920621063e-09,0.0,1.9060908407197985e-10
1831,1.746440934117085e-05,1.506507252280187e-09,0.0,1.9060908407197985e-10
1832,1.817222982936073e-05,1.5524041576041115e-09,0.0,1.9060908407197985e-10
1833,1.8438059019639956e-05,1.727798999111891e-09,0.0,1.9060908407197985e-10
1834,1.8744163753581233e-05,2.5368905547702117e-09,0.0,1.9060908407197985e-10
1835,1.8662333137139546e-05,2.1528108185009387e-09,0.0,1.9060908407197985e-10
1836,1.8707855425808312e-05,2.0122622615811483e-09,0.0,2.656702635661645e-10
1837,1.841565426730085e-05,2.167145082435492e-09,0.0,7.506117949418467e-11
1838,1.8705639377003536e-05,2.3795534114563158e-09,0.0,7.506117949418467e-11
1839,1.8583486702742187e-05,2.3327132923713278e-09,0.0,7.506117949418467e-11
1840,1.8463381430982345e-05,1.9959079309929605e-09,0.0,7.506117949418467e-11
1841,1.8281259014786754e-05,1.5720890462438725e-09,0.0,7.506117949418467e-11
1842,1.8479006030247547e-05,1.7085994523975095e-09,0.0,7.506117949418467e-11
1843,1.878521054875039e-05,1.970897572129664e-09,0.0,0.0
1844,1.9350647822388316e-05,2.149929044316577e-09,0.0,0.0
1845,1.957873142341019e-05,2.1115811163089202e-09,0.0,0.0
1846,1.9774538096888656e-05,1.8631149242434984e-09,0.0,0.0
1847,2.0083314926263745e-05,1.9087398883677054e-09,0.0,0.0
1848,2.0842821998355377e-05,1.582959628456036e-09,0.0,0.0
1849,2.132720978157262e-05,1.7625382661304707e-09,0.0,0.0
1850,2.1567476973619444e-05,2.0698790855914038e-09,0.0,0.0
1851,2.2226287131031442e-05,2.6181081033297258e-09,0.0,0.0
1852,2.2696111305517013e-05,2.4522761837048837e-09,0.0,0.0
1853,2.3132331469761474e-05,2.70790991217597e-09,0.0,0.0
1854,2.384758175009795e-05,2.8897101537036664e-09,0.0,0.0
1855,2.4308673216312726e-05,3.3556681243242436e-09,0.0,0.0
1856,2.4805585521140267e-05,2.971409887983104e-09,0.0,0.0
1857,2.5234831420155907e-05,2.883113216421508e-09,0.0,0.0
1858,2.5263502850845854e-05,2.1737804492946313e-09,0.0,0.0
1859,2.5212918574522648e-05,2.3163748617628853e-09,0.0,0.0
1860,2.5295781077667406e-05,2.113285760671094e-09,0.0,0.0
1861,2.5243010116225507e-05,2.2621680322616147e-09,5.648668041250257e-11,0.0
1862,2.5006049067347442e-05,1.7993018583010008e-09,5.648668041250257e-11,0.0
1863,2.4567655730477e-05,1.7953800113268414e-09,5.648668041250257e-11,0.0
1864,2.4801175511259187e-05,1.737893836776091e-09,5.648668041250257e-11,0.0
1865,2.516598708877739e-05,2.0515753461149343e-09,5.648668041250257e-11,0.0
1866,2.6040926968562417e-05,1.984816271655936e-09,5.648668041250257e-11,0.0
1867,2.694503200473264e-05,2.061105389536014e-09,5.648668041250257e-11,0.0
1868,2.764407353034975e-05,1.6988353422421808e-09,0.0,4.4811698003093574e-11
1869,2.87697631782586e-05,1.6108523007548774e-09,0.0,4.4811698003093574e-11
1870,3.0145089892487575e-05,1.599849459259823e-09,0.0,4.4811698003093574e-11
1871,3.100588764937129e-05,1.3788736819009273e-09,4.057606235135276e-11,4.4811698003093574e-11
1872,3.1366572459644105e-05,1.0971401882236315e-09,4.057606235135276e-11,4.4811698003093574e-11
1873,3.158988485146048e-05,1.037207970305027e-09,4.057606235135276e-11,4.4811698003093574e-11
1874,3.186361677113122e-05,8.176739404611563e-10,4.057606235135276e-11,4.4811698003093574e-11
1875,3.2588066720303944e-05,8.082806051452301e-10,4.057606235135276e-11,0.0
1876,3.294604903203435e-05,1.2657566383911245e-09,4.057606235135276e-11,0.0
1877,3.307608130853623e-05,1.390993744790744e-09,4.057606235135276e-11,0.0
1878,3.373973231646232e-05,1.3332548676192602e-09,0.0,3.6285359637590526e-11
1879,3.4316733945161104e-05,1.2332377460503148e-09,0.0,3.6285359637590526e-11
1880,3.481333208453309e-05,1.280644903614966e-09,0.0,1.0205872654925737e-10
1881,3.51889908155759e-05,1.5249945592036136e-09,0.0,1.0205872654925737e-10
1882,3.52752862714364e-05,1.606812397422378e-09,0.0,1.0205872654925737e-10
1883,3.5726779190424297e-05,1.2629003557204248e-09,0.0,1.6630398248983014e-10
1884,3.619474175918315e-05,1.2057448690277234e-09,0.0,2.273257970752951e-10
1885,3.632606499845029e-05,1.0606034304773614e-09,2.90232778286738e-11,2.2006371526637836e-10
1886,3.675574719506715e-05,1.1765709200568202e-09,2.90232778286738e-11,2.2006371526637836e-10
1887,3.7769421656516246e-05,1.0674054378474145e-09,5.665724635482507e-11,1.5429034835471152e-10
1888,3.903482294325451e-05,1.0533434799001436e-09,8.366008877721701e-11,1.5429034835471152e-10
1889,4.0158126856632794e-05,1.2838589913410914e-09,8.366008877721701e-11,2.0663213798740746e-10
1890,4.1094489071318617e-05,1.6223327165792207e-09,8.366008877721701e-11,1.423868820468347e-10
1891,4.2622188630048186e-05,1.8282488895809174e-09,8.366008877721701e-11,8.136506746136973e-11
1892,4.3798353414916035e-05,2.00802154665907e-09,5.4636810948543206e-11,5.234178963269593e-11
1893,4.509676468192733e-05,1.92568266491452e-09,5.4636810948543206e-11,5.234178963269593e-11
1894,4.571549184869842e-05,2.201791304834444e-09,4.909461527789562e-11,5.234178963269593e-11
1895,4.6500599897366813e-05,2.0376189307264828e-09,4.3262980499646024e-11,5.234178963269593e-11
1896,4.6614875567943924e-05,1.8000989270612016e-09,4.3262980499646024e-11,0.0
1897,4.742517246216137e-05,1.4918105005280934e-09,6.183973571311746e-11,1.857675521347143e-11
1898,4.785496275871992e-05,1.4399886521283228e-09,6.183973571311746e-11,3.6614923394827163e-11
1899,4.884472946287133e-05,1.3694994344908601e-09,8.005364228656577e-11,3.6614923394827163e-11
1900,4.960705233055965e-05,1.3937648337046328e-09,9.812424682311059e-11,3.6614923394827163e-11
1901,5.00196978724229e-05,1.148071693268804e-09,9.316916087837817e-11,3.6614923394827163e-11
1902,5.036518008897214e-05,1.2488351384755602e-09,7.199795323423582e-11,5.383321368044948e-11
1903,5.087233928082112e-05,1.2850614620038163e-09,8.793709807949516e-11,6.977235852570881e-11
1904,5.083574952940191e-05,1.2840927606941728e-09,8.52140828138432e-11,6.704934326005687e-11
1905,5.0891183491330594e-05,1.2213936925345843e-09,8.52140828138432e-11,9.47517610007585e-11
1906,5.0564194160480315e-05,1.1741701975788642e-09,9.80301484828797e-11,9.47517610007585e-11
1907,5.068587831504244e-05,1.2752378756150255e-09,9.460971787746329e-11,9.47517610007585e-11
1908,5.056435734981538e-05,1.3679723385808172e-09,9.119748507955907e-11,1.4964957745222662e-10
1909,5.072910841720711e-05,1.381849000305278e-09,1.4632152136754125e-10,1.599933053105954e-10
1910,5.134548648909133e-05,1.5211526165665695e-09,1.4415626628913206e-10,1.4405416046533607e-10
1911,5.169319878664932e-05,1.4948913059801124e-09,1.4228045824848934e-10,1.2820042051751657e-10
1912,5.2230734062114994e-05,1.4239107987939243e-09,2.287651030909364e-10,1.40116265812118e-10
1913,5.258342259496983e-05,1.6192133982834938e-09,1.977351308484516e-10,1.40116265812118e-10
1914,5.2592115805185e-05,1.5747576258868484e-09,1.8308495691732318e-10,1.40116265812118e-10
1915,5.2983656392565793e-05,1.5876043971526803e-09,2.3311539306046317e-10,8.521844936064988e-11
1916,5.280276621176329e-05,1.6380417815804143e-09,2.2314694239236995e-10,8.776015628494553e-11
1917,5.323675785413278e-05,1.3772971096948083e-09,2.3730452127144833e-10,1.2965736024510884e-10
1918,5.345394726776119e-05,1.411689884037567e-09,2.8084754561635046e-10,3.0222022900134553e-10
1919,5.365224985455695e-05,1.39498380307452e-09,2.369801398766873e-10,2.5876954448270494e-10
1920,5.459695083637988e-05,1.4624444116024498e-09,2.833834496428013e-10,3.2837450913187586e-10
1921,5.5773057413586814e-05,1.3837551025654348e-09,2.833834496428013e-10,4.127093339697677e-10
1922,5.721807091114377e-05,1.4581546842989163e-09,2.196285593867943e-10,5.57617102294104e-10
1923,5.980448934548933e-05,1.3836487114790179e-09,2.235798629568464e-10,5.766202664157585e-10
1924,6.227283925649576e-05,1.4603492225008706e-09,3.665991082130964e-10,6.079876552608379e-10
1925,6.465258879221178e-05,1.4603171529157878e-09,3.090781519610175e-10,4.584299616504163e-10
1926,6.713279799441807e-05,1.5332835794674387e-09,4.727675830183489e-10,4.4422421495239814e-10
1927,7.009782400148521e-05,1.4813209547881456e-09,5.400561704187773e-10,4.6557276486439546e-10
1928,7.195860858441197e-05,1.5460482893914218e-09,6.997225774986658e-10,4.724758857964164e-10
1929,7.439627474273689e-05,1.533242009545331e-09,7.25008374764207e-10,3.7813971200316235e-10
1930,7.485188897200195e-05,1.5546335964598613e-09,7.031288785335527e-10,3.562602157725081e-10
1931,7.519674961388643e-05,2.0114636147182198e-09,5.584111744434089e-10,3.092286327792999e-10
1932,7.575646512642769e-05,2.0178443202060035e-09,6.529841588078154e-10,3.0986670372458644e-10
1933,7.59002411671515e-05,1.950784803536213e-09,5.393461233182961e-10,3.0986670372458644e-10
1934,7.546310787022646e-05,1.9250708963422116e-09,4.256542261517536e-10,2.189131891634182e-10
1935,7.589410857430526e-05,1.9197865202309164e-09,2.659878190718652e-10,1.2767524339350545e-10
1936,7.604135212854349e-05,1.876302874974962e-09,2.6163945414976146e-10,1.1897851354929807e-10
