ngram,buyer,byer,buer,buyer
1851,2.112050294402122e-06,7.502777859309212e-09,1.4288643680947034e-09,2.112050294402122e-06
1852,2.20888218141876e-06,6.109383760793159e-09,2.1549335569938576e-09,2.20888218141876e-06
1853,2.2605087386701987e-06,7.600175029003659e-09,2.3283856192308453e-09,2.2605087386701987e-06
1854,2.2946697494522335e-06,8.650594336095147e-09,2.3182658411994137e-09,2.2946697494522335e-06
1855,2.2572969230947948e-06,8.781907962734131e-09,2.147645053859496e-09,2.2572969230947948e-06
1856,2.374505194373861e-06,9.273234561188052e-09,2.4377564173632446e-09,2.374505194373861e-06
1857,2.447680149738777e-06,9.622131853197807e-09,2.43974936285442e-09,2.447680149738777e-06
1858,2.5333547455375083e-06,1.1889289806634094e-08,2.519702716316122e-09,2.5333547455375083e-06
1859,2.562836698416504e-06,1.3943986029322072e-08,2.2694498819879935e-09,2.562836698416504e-06
1860,2.685581161391123e-06,1.2854809470854077e-08,2.0181014478585067e-09,2.685581161391123e-06
1861,2.663540271896636e-06,1.2118597490586223e-08,1.834048452791543e-09,2.663540271896636e-06
1862,2.7540677040503525e-06,1.1522920839723838e-08,1.7879797483847222e-09,2.7540677040503525e-06
1863,2.7523046160890123e-06,1.0493648109185675e-08,1.5813408360543235e-09,2.7523046160890123e-06
1864,2.772585081142357e-06,9.808338807815176e-09,1.4840332772182917e-09,2.772585081142357e-06
1865,2.9129671799767365e-06,7.92380551649176e-09,1.31122273356559e-09,2.9129671799767365e-06
1866,2.9758678985152594e-06,6.741229701440992e-09,9.673665678024334e-10,2.9758678985152594e-06
1867,3.0412645953349837e-06,7.547152966072953e-09,8.708058559950668e-10,3.0412645953349837e-06
1868,3.133815101006933e-06,7.855170196841804e-09,8.357809206620865e-10,3.133815101006933e-06
1869,3.1661599807973417e-06,7.1820804858901965e-09,1.238960886266024e-09,3.1661599807973417e-06
1870,3.2463435023341195e-06,8.856986350685198e-09,1.4703739813017235e-09,3.2463435023341195e-06
1871,3.2776986569972777e-06,8.866428829230294e-09,1.6261591755701537e-09,3.2776986569972777e-06
1872,3.174369177421405e-06,9.100693373501452e-09,1.7490143064006043e-09,3.174369177421405e-06
1873,3.1889997639414754e-06,1.007218292896945e-08,1.522585339554437e-09,3.1889997639414754e-06
1874,3.1466546001216296e-06,8.87072910365256e-09,1.6348640021122763e-09,3.1466546001216296e-06
1875,3.241587267309244e-06,8.807517445522502e-09,1.5806589648281744e-09,3.241587267309244e-06
1876,3.262157536352918e-06,9.126173340843837e-09,1.2193703943389318e-09,3.262157536352918e-06
1877,3.272642483612539e-06,7.60558409902095e-09,1.0416674784646013e-09,3.272642483612539e-06
1878,3.3983294542849762e-06,8.021514658856127e-09,9.839286012931175e-10,3.3983294542849762e-06
1879,3.4949099309804817e-06,8.895143574097882e-09,1.1403839816903627e-09,3.4949099309804817e-06
1880,3.5924016239213027e-06,7.689562542267936e-09,1.8577689704051587e-09,3.5924016239213027e-06
1881,3.955568445235258e-06,8.018164100929783e-09,1.8800245645981104e-09,3.955568445235258e-06
1882,4.0034336572197e-06,8.16503455323771e-09,1.8646136618854267e-09,4.0034336572197e-06
1883,4.2035258697329226e-06,7.882386045464175e-09,1.871898866071372e-09,4.2035258697329226e-06
1884,4.36385192058099e-06,7.753603854203967e-09,1.7492807916471724e-09,4.36385192058099e-06
1885,4.546898643249213e-06,7.187487081696174e-09,1.981441954956864e-09,4.546898643249213e-06
1886,4.7576967777526335e-06,5.978918344544988e-09,1.7848972934584951e-09,4.7576967777526335e-06
1887,4.801593214714168e-06,5.305655375360223e-09,1.194307367288364e-09,4.801593214714168e-06
1888,4.651255299644877e-06,5.119703486552599e-09,1.0813595653834186e-09,4.651255299644877e-06
1889,4.834620930133886e-06,4.756801460662327e-09,1.147394877522499e-09,4.834620930133886e-06
1890,4.988872465868813e-06,4.47129136890315e-09,1.113260182451979e-09,4.988872465868813e-06
1891,5.284169804196738e-06,4.764307519928528e-09,1.2216620255094718e-09,5.284169804196738e-06
1892,5.341916351296407e-06,5.443169280385161e-09,1.0016605005753426e-09,5.341916351296407e-06
1893,5.497904502200461e-06,5.159083160677369e-09,1.0572646964262284e-09,5.497904502200461e-06
1894,5.7417929123663015e-06,5.666654923075498e-09,1.0240115184372606e-09,5.7417929123663015e-06
1895,5.918552752908519e-06,6.121644873553172e-09,9.583425640359776e-10,5.918552752908519e-06
1896,6.0113944268128506e-06,5.802639257979081e-09,1.0019119343697623e-09,6.0113944268128506e-06
1897,6.046219433691087e-06,5.8710248091691545e-09,1.0426242884926345e-09,6.046219433691087e-06
1898,6.140611146422868e-06,5.522948130577885e-09,9.925604941126868e-10,6.140611146422868e-06
1899,6.308440073813212e-06,5.0678426534643356e-09,1.0173984829212453e-09,6.308440073813212e-06
1900,6.514176935265173e-06,5.594297628316472e-09,1.0597344906366451e-09,6.514176935265173e-06
1901,6.74148960959948e-06,5.204082466546213e-09,1.11568741546973e-09,6.74148960959948e-06
1902,7.113994277980444e-06,5.379879430833512e-09,1.1766547418951794e-09,7.113994277980444e-06
1903,7.505048740443142e-06,5.6617149698671e-09,1.1616223538624126e-09,7.505048740443142e-06
1904,8.062122625623097e-06,5.693239340282779e-09,1.1212614725586434e-09,8.062122625623097e-06
1905,8.49836091479769e-06,5.8545296229998e-09,9.866203806322256e-10,8.49836091479769e-06
1906,9.100406779387932e-06,6.106795006185653e-09,9.130862177464394e-10,9.100406779387932e-06
1907,9.702052661201119e-06,5.6676814987253826e-09,7.909808601753404e-10,9.702052661201119e-06
1908,1.0195570342018203e-05,5.696112216822615e-09,7.39721831407739e-10,1.0195570342018203e-05
1909,1.0730518624768592e-05,5.131632896393512e-09,6.915361259819872e-10,1.0730518624768592e-05
1910,1.1320605803380854e-05,5.095787791731254e-09,6.974313468014312e-10,1.1320605803380854e-05
1911,1.1819429216432451e-05,5.001150097224841e-09,7.103807423255607e-10,1.1819429216432451e-05
1912,1.2498188360560952e-05,4.370456758400516e-09,7.222965876201621e-10,1.2498188360560952e-05
1913,1.3071794975465828e-05,3.831686713949369e-09,6.851812767954308e-10,1.3071794975465828e-05
1914,1.3719405874975824e-05,3.816127033421221e-09,7.14279516486219e-10,1.3719405874975824e-05
1915,1.4485246928026235e-05,3.884789442512979e-09,6.726673186717238e-10,1.4485246928026235e-05
1916,1.5463454993940623e-05,3.9407069988125645e-09,7.379581826568885e-10,1.5463454993940623e-05
1917,1.643900720539802e-05,3.781943012727749e-09,7.123288585970349e-10,1.643900720539802e-05
1918,1.762104381798833e-05,3.59751657035596e-09,7.019716990226093e-10,1.762104381798833e-05
1919,1.854288958773915e-05,3.691747764632071e-09,8.005784765277976e-10,1.854288958773915e-05
1920,1.8808148524840362e-05,3.7252183560099184e-09,8.915004607550664e-10,1.8808148524840362e-05
1921,1.8980147485438336e-05,3.752247274795601e-09,8.600247418983592e-10,1.8980147485438336e-05
1922,1.8927278038713018e-05,3.174618472862838e-09,8.126949985991822e-10,1.8927278038713018e-05
1923,1.850652006396558e-05,2.757870947484824e-09,1.3061161913923464e-09,1.850652006396558e-05
1924,1.7894589421173024e-05,2.9179957497912514e-09,1.2153019027635485e-09,1.7894589421173024e-05
1925,1.7502435834363235e-05,2.9294422126164524e-09,1.1548952706861927e-09,1.7502435834363235e-05
1926,1.678549727200464e-05,3.1854702050740767e-09,1.0215550250951872e-09,1.678549727200464e-05
1927,1.6911612484753797e-05,3.110305917581562e-09,9.50096963405121e-10,1.6911612484753797e-05
1928,1.698242522252258e-05,3.030774076151488e-09,9.166832332890046e-10,1.698242522252258e-05
1929,1.712091761874035e-05,3.151203805832178e-09,8.683806412041711e-10,1.712091761874035e-05
1930,1.692286761161605e-05,3.395762433149636e-09,4.4513629687032667e-10,1.692286761161605e-05
1931,1.663221181453472e-05,3.3641618697138095e-09,5.799242990584779e-10,1.663221181453472e-05
1932,1.5939109289320186e-05,3.612079619535231e-09,6.527682521501837e-10,1.5939109289320186e-05
1933,1.586240146675014e-05,3.874488380921954e-09,7.68848241025236e-10,1.586240146675014e-05
1934,1.5231821505169916e-05,4.028517487851348e-09,7.677662255956008e-10,1.5231821505169916e-05
1935,1.476938086852897e-05,3.975265545313229e-09,9.449577390415902e-10,1.476938086852897e-05
1936,1.4239189372996666e-05,4.198011335379956e-09,1.133394624184904e-09,1.4239189372996666e-05
1937,1.4106139652929934e-05,4.291421091500476e-09,1.0325725433421189e-09,1.4106139652929934e-05
1938,1.4062628516902415e-05,4.1231069035165186e-09,9.359504837824772e-10,1.4062628516902415e-05
1939,1.3846712655712118e-05,4.1083406835237415e-09,9.185611319192536e-10,1.3846712655712118e-05
1940,1.338683965254209e-05,3.728565044016006e-09,9.60111022431574e-10,1.338683965254209e-05
1941,1.3416822184808552e-05,3.880825407063883e-09,9.253966640595682e-10,1.3416822184808552e-05
1942,1.325965461416802e-05,4.239544271200657e-09,9.993841785872958e-10,1.325965461416802e-05
1943,1.31831945639403e-05,3.7432366412864275e-09,8.753072711087384e-10,1.31831945639403e-05
1944,1.3200225501870072e-05,3.5960742320436825e-09,1.6013044858352389e-09,1.3200225501870072e-05
1945,1.3538651468739512e-05,3.480109375278825e-09,1.6081425873488391e-09,1.3538651468739512e-05
1946,1.3861253397148435e-05,3.6106256080208662e-09,1.7484421291743705e-09,1.3861253397148435e-05
1947,1.4023076671167343e-05,3.4975328982207135e-09,1.650674168780191e-09,1.4023076671167343e-05
1948,1.407019018578077e-05,3.82468288785885e-09,1.9375170436296075e-09,1.407019018578077e-05
1949,1.4291396967434724e-05,4.044387967385075e-09,1.7825716696379906e-09,1.4291396967434724e-05
1950,1.4290009468303261e-05,4.8021465851430125e-09,1.9550913507185695e-09,1.4290009468303261e-05
1951,1.4237419236451387e-05,5.0277701050102255e-09,1.271717255311801e-09,1.4237419236451387e-05
1952,1.3963216588308569e-05,5.477203452690966e-09,1.319025698189234e-09,1.3963216588308569e-05
1953,1.3752962461564624e-05,5.703553692829441e-09,1.3994192312897065e-09,1.3752962461564624e-05
1954,1.3969721294415649e-05,5.731459846407867e-09,1.4037300845513657e-09,1.3969721294415649e-05
1955,1.4046945320192858e-05,5.520883972209845e-09,1.1197070770574413e-09,1.4046945320192858e-05
1956,1.386918549022604e-05,5.353905985217011e-09,1.1757480108557213e-09,1.386918549022604e-05
1957,1.3983644359021647e-05,5.0778435741908166e-09,1.0663056112683984e-09,1.3983644359021647e-05
1958,1.4106703669572848e-05,5.3085152464303425e-09,1.0767345150407083e-09,1.4106703669572848e-05
1959,1.405193753661089e-05,5.228932049255215e-09,1.0372244214312027e-09,1.405193753661089e-05
1960,1.4694593768841255e-05,5.251843436328483e-09,9.461698924351225e-10,1.4694593768841255e-05
1961,1.4277937615198815e-05,5.565441504476862e-09,1.0504188273165381e-09,1.4277937615198815e-05
1962,1.4208871367113066e-05,5.818480681390221e-09,1.0842576281255845e-09,1.4208871367113066e-05
1963,1.4005294880397351e-05,5.662856469460362e-09,1.0478275469516518e-09,1.4005294880397351e-05
1964,1.3841460583665008e-05,5.535265452343603e-09,1.136229729351409e-09,1.3841460583665008e-05
1965,1.3967698578198906e-05,5.197979951227743e-09,1.2490454067862596e-09,1.3967698578198906e-05
1966,1.3673036976667521e-05,4.922324008711192e-09,1.279296026255951e-09,1.3673036976667521e-05
1967,1.2719918361524054e-05,4.434826918396441e-09,1.272838366452232e-09,1.2719918361524054e-05
1968,1.265336608672182e-05,4.339406802143588e-09,1.2231983600611125e-09,1.265336608672182e-05
1969,1.230534599017119e-05,3.767672713499743e-09,1.2301282928791783e-09,1.230534599017119e-05
1970,1.2243908843499543e-05,5.187330628534223e-09,1.3019425141155443e-09,1.2243908843499543e-05
1971,1.206554575868982e-05,5.21129945545746e-09,1.1845629794520513e-09,1.206554575868982e-05
1972,1.1700545136201462e-05,5.1776760656707665e-09,1.18978897369258e-09,1.1700545136201462e-05
1973,1.178939484296799e-05,5.14409013798099e-09,1.429327243864163e-09,1.178939484296799e-05
1974,1.1930305715525589e-05,5.003792332861476e-09,1.3527737977422509e-09,1.1930305715525589e-05
1975,1.2030187073313365e-05,4.926315958339192e-09,1.3489306338598794e-09,1.2030187073313365e-05
1976,1.2327398508205079e-05,5.63420494386386e-09,1.531459990568505e-09,1.2327398508205079e-05
1977,1.2546444850158878e-05,4.1353667791708764e-09,1.4734935811182887e-09,1.2546444850158878e-05
1978,1.296270576338949e-05,4.0955276630378586e-09,1.5545521060898538e-09,1.296270576338949e-05
1979,1.32004527456177e-05,3.963930580600358e-09,1.6187967791633388e-09,1.32004527456177e-05
1980,1.3294340273465163e-05,4.023104484472486e-09,1.4432831279315955e-09,1.3294340273465163e-05
1981,1.3683572433365043e-05,3.906179411673958e-09,1.4171517292993485e-09,1.3683572433365043e-05
1982,1.3942029519447325e-05,3.6502286272975327e-09,1.4868120861472838e-09,1.3942029519447325e-05
1983,1.3979144958804162e-05,2.987253270144866e-09,1.3239770787646217e-09,1.3979144958804162e-05
1984,1.4155873421779169e-05,3.0142111980982887e-09,1.325837733252249e-09,1.4155873421779169e-05
1985,1.3954128787320639e-05,2.8381127289581596e-09,1.2910008062583245e-09,1.3954128787320639e-05
1986,1.3882643543183804e-05,2.8555878296897065e-09,1.1247895392862972e-09,1.3882643543183804e-05
1987,1.4073033526074141e-05,3.145659478929831e-09,1.0358683276225277e-09,1.4073033526074141e-05
1988,1.3877220096349316e-05,3.5218408506969875e-09,1.0225989499623722e-09,1.3877220096349316e-05
1989,1.366677354651204e-05,4.033705211118185e-09,1.0013334209421236e-09,1.366677354651204e-05
1990,1.355738290190597e-05,4.364055593088421e-09,1.1092470434245376e-09,1.355738290190597e-05
1991,1.333152730304781e-05,4.443092211608197e-09,1.2110860568372216e-09,1.333152730304781e-05
1992,1.3729517507142322e-05,4.417981345840514e-09,1.6135662964497248e-09,1.3729517507142322e-05
1993,1.392917368190995e-05,4.4548304093236115e-09,1.5384071952847682e-09,1.392917368190995e-05
1994,1.3948818507612617e-05,4.01203413348737e-09,1.5159484064878166e-09,1.3948818507612617e-05
1995,1.389901314853757e-05,3.634583967127014e-09,1.7610923671743502e-09,1.389901314853757e-05
1996,1.4061873636299943e-05,3.158449026128908e-09,2.4004032095348293e-09,1.4061873636299943e-05
1997,1.4065494334707701e-05,2.757059818543033e-09,2.4731807554293337e-09,1.4065494334707701e-05
1998,1.4397123127959535e-05,2.5784229989207167e-09,2.2805349434281854e-09,1.4397123127959535e-05
1999,1.4361470675794408e-05,2.5690078635826855e-09,1.852684569251092e-09,1.4361470675794408e-05
2000,1.4367731637321413e-05,2.4257149622286533e-09,3.222827092498802e-09,1.4367731637321413e-05
2001,1.4479323259105773e-05,2.4083259513625013e-09,3.3664692541560524e-09,1.4479323259105773e-05
2002,1.4578212358173914e-05,2.4547739713958502e-09,3.22584486900368e-09,1.4578212358173914e-05
2003,1.4451051616301161e-05,2.387304925172933e-09,2.6427101538852226e-09,1.4451051616301161e-05
2004,1.456143153128713e-05,2.364426400701193e-09,2.6665578396161446e-09,1.456143153128713e-05
2005,1.4244242005848459e-05,2.309401209948143e-09,2.831557480550576e-09,1.4244242005848459e-05
2006,1.389884398252304e-05,2.315490339149002e-09,3.0158938521144105e-09,1.389884398252304e-05
2007,1.3441679974286152e-05,2.28268749933948e-09,2.1309327318570173e-09,1.3441679974286152e-05
2008,1.2944327993734208e-05,2.304948168837687e-09,3.796956320784821e-09,1.2944327993734208e-05
2009,1.2281584011881413e-05,2.238833166475932e-09,4.324096953516638e-09,1.2281584011881413e-05
2010,1.1631737184611016e-05,2.3485616150255494e-09,4.658903834149035e-09,1.1631737184611016e-05
2011,1.0943630124009879e-05,2.2572983799611687e-09,6.31358609837207e-09,1.0943630124009879e-05
2012,1.04682232111892e-05,2.2878841678318297e-09,7.062224741513237e-09,1.04682232111892e-05
2013,1.0321555497025006e-05,2.42114493533206e-09,9.58926810972522e-09,1.0321555497025006e-05
2014,9.732270362811895e-06,2.5138785497702543e-08,9.986758531255191e-09,9.732270362811895e-06
2015,9.222557049984711e-06,3.185877285792417e-08,8.809400700978846e-09,9.222557049984711e-06
2016,9.162172968249901e-06,3.212311887918722e-08,8.728218655765626e-09,9.162172968249901e-06
2017,9.238699628137207e-06,3.692770761398734e-08,9.509475873414885e-09,9.238699628137207e-06
2018,9.270071132050361e-06,4.398178199416236e-08,8.642645354939304e-09,9.270071132050361e-06
2019,9.094568213185994e-06,5.433243971397772e-08,9.093217290256916e-09,9.094568213185994e-06
