ngram,buyer,byer,buer,buyer
1538,3.7650956333631515e-07,0.0,0.0,3.7650956333631515e-07
1539,3.7650956333631515e-07,0.0,0.0,3.7650956333631515e-07
1540,3.7650956333631515e-07,0.0,0.0,3.7650956333631515e-07
1541,3.7650956333631515e-07,0.0,0.0,3.7650956333631515e-07
1542,0.0,0.0,0.0,0.0
1543,0.0,0.0,0.0,0.0
1544,2.782098493168762e-07,0.0,0.0,2.782098493168762e-07
1545,2.782098493168762e-07,0.0,0.0,2.782098493168762e-07
1546,2.782098493168762e-07,0.0,0.0,2.782098493168762e-07
1547,2.782098493168762e-07,0.0,0.0,2.782098493168762e-07
1548,5.754517847630527e-07,0.0,0.0,5.754517847630527e-07
1549,5.754517847630527e-07,0.0,0.0,5.754517847630527e-07
1550,5.754517847630527e-07,0.0,0.0,5.754517847630527e-07
1551,2.972419354461765e-07,0.0,0.0,2.972419354461765e-07
1552,2.972419354461765e-07,0.0,0.0,2.972419354461765e-07
1553,2.972419354461765e-07,0.0,0.0,2.972419354461765e-07
1554,2.972419354461765e-07,0.0,0.0,2.972419354461765e-07
1555,0.0,0.0,0.0,0.0
1556,0.0,0.0,0.0,0.0
1557,0.0,0.0,0.0,0.0
1558,0.0,0.0,0.0,0.0
1559,0.0,0.0,0.0,0.0
1560,4.4869024610047094e-07,0.0,0.0,4.4869024610047094e-07
1561,4.4869024610047094e-07,0.0,0.0,4.4869024610047094e-07
1562,4.4869024610047094e-07,0.0,0.0,4.4869024610047094e-07
1563,4.4869024610047094e-07,0.0,0.0,4.4869024610047094e-07
1564,4.4869024610047094e-07,6.361646748181167e-06,0.0,4.4869024610047094e-07
1565,4.4869024610047094e-07,6.361646748181167e-06,0.0,4.4869024610047094e-07
1566,4.4869024610047094e-07,6.361646748181167e-06,0.0,4.4869024610047094e-07
1567,0.0,6.361646748181167e-06,0.0,0.0
1568,0.0,6.361646748181167e-06,0.0,0.0
1569,5.1989372877869755e-06,6.361646748181167e-06,0.0,5.1989372877869755e-06
1570,5.1989372877869755e-06,6.361646748181167e-06,0.0,5.1989372877869755e-06
1571,1.010264064201952e-05,0.0,0.0,1.010264064201952e-05
1572,1.010264064201952e-05,0.0,0.0,1.010264064201952e-05
1573,1.010264064201952e-05,0.0,0.0,1.010264064201952e-05
1574,1.010264064201952e-05,0.0,0.0,1.010264064201952e-05
1575,1.1359920270998763e-05,0.0,0.0,1.1359920270998763e-05
1576,6.160982983211787e-06,0.0,0.0,6.160982983211787e-06
1577,6.160982983211787e-06,0.0,0.0,6.160982983211787e-06
1578,1.2572796289792417e-06,0.0,0.0,1.2572796289792417e-06
1579,1.9040344341192394e-06,0.0,0.0,1.9040344341192394e-06
1580,1.9040344341192394e-06,0.0,0.0,1.9040344341192394e-06
1581,1.9703255280286873e-05,0.0,0.0,1.9703255280286873e-05
1582,1.844597565130763e-05,0.0,0.0,1.844597565130763e-05
1583,1.868628695384749e-05,0.0,0.0,1.868628695384749e-05
1584,1.868628695384749e-05,0.0,0.0,1.868628695384749e-05
1585,1.9063723129875143e-05,0.0,0.0,1.9063723129875143e-05
1586,2.4887012809163673e-05,0.0,0.0,2.4887012809163673e-05
1587,2.800172891121682e-05,0.0,0.0,2.800172891121682e-05
1588,1.0202508065049187e-05,0.0,0.0,1.0202508065049187e-05
1589,1.1509593312959104e-05,0.0,0.0,1.1509593312959104e-05
1590,1.1529257660315904e-05,0.0,0.0,1.1529257660315904e-05
1591,1.1795791124313837e-05,0.0,0.0,1.1795791124313837e-05
1592,1.1418354948286183e-05,0.0,0.0,1.1418354948286183e-05
1593,5.1715871904889354e-06,0.0,0.0,5.1715871904889354e-06
1594,2.2245026717168263e-06,1.67631583281036e-07,0.0,2.2245026717168263e-06
1595,3.126096852871082e-06,1.67631583281036e-07,0.0,3.126096852871082e-06
1596,1.8190116049611658e-06,1.67631583281036e-07,0.0,1.8190116049611658e-06
1597,1.6800980477325668e-06,1.67631583281036e-07,0.0,1.6800980477325668e-06
1598,1.6347341735516757e-06,1.67631583281036e-07,0.0,1.6347341735516757e-06
1599,1.6347341735516757e-06,1.67631583281036e-07,0.0,1.6347341735516757e-06
1600,1.5179635316339305e-06,1.67631583281036e-07,0.0,1.5179635316339305e-06
1601,1.5456558100725358e-06,0.0,0.0,1.5456558100725358e-06
1602,7.484623470840493e-07,0.0,0.0,7.484623470840493e-07
1603,7.484623470840493e-07,0.0,0.0,7.484623470840493e-07
1604,9.679408939129125e-07,0.0,0.0,9.679408939129125e-07
1605,8.592081956391797e-07,0.0,0.0,8.592081956391797e-07
1606,9.392883027560726e-07,0.0,0.0,9.392883027560726e-07
1607,8.327822180425366e-07,0.0,0.0,8.327822180425366e-07
1608,1.236491129930073e-06,0.0,0.0,1.236491129930073e-06
1609,1.1320904117643034e-06,0.0,0.0,1.1320904117643034e-06
1610,1.2595386757701427e-06,0.0,0.0,1.2595386757701427e-06
1611,1.635883977866927e-06,0.0,0.0,1.635883977866927e-06
1612,1.523447086323618e-06,0.0,0.0,1.523447086323618e-06
1613,1.4433669792067252e-06,0.0,0.0,1.4433669792067252e-06
1614,1.4433669792067252e-06,0.0,0.0,1.4433669792067252e-06
1615,1.2252774581611448e-06,0.0,0.0,1.2252774581611448e-06
1616,1.5857019905394867e-06,0.0,0.0,1.5857019905394867e-06
1617,1.705336395778951e-06,0.0,0.0,1.705336395778951e-06
1618,1.3823590084679642e-06,0.0,0.0,1.3823590084679642e-06
1619,1.3823590084679642e-06,0.0,0.0,1.3823590084679642e-06
1620,1.4830979223136507e-06,0.0,0.0,1.4830979223136507e-06
1621,1.6615159178659918e-06,0.0,1.7841799555234112e-07,1.6615159178659918e-06
1622,1.4212694817875412e-06,0.0,1.7841799555234112e-07,1.4212694817875412e-06
1623,1.0608449494091993e-06,0.0,1.7841799555234112e-07,1.0608449494091993e-06
1624,8.137622801638957e-07,0.0,1.7841799555234112e-07,8.137622801638957e-07
1625,4.198537258811744e-07,0.0,5.937414471191005e-07,4.198537258811744e-07
1626,1.3383409915539751e-06,0.0,5.937414471191005e-07,1.3383409915539751e-06
1627,1.3973734179931592e-06,0.0,5.937414471191005e-07,1.3973734179931592e-06
1628,1.349978674625163e-06,0.0,4.1532345156675934e-07,1.349978674625163e-06
1629,1.374340545875644e-06,0.0,4.1532345156675934e-07,1.374340545875644e-06
1630,1.374340545875644e-06,0.0,4.1532345156675934e-07,1.374340545875644e-06
1631,1.4877005176978336e-06,0.0,4.7200343747785413e-07,1.4877005176978336e-06
1632,1.6709527861686574e-06,0.0,5.6679985911094784e-08,1.6709527861686574e-06
1633,1.3008367107301768e-06,0.0,5.6679985911094784e-08,1.3008367107301768e-06
1634,1.141065370445306e-06,1.2341816305446889e-07,5.6679985911094784e-08,1.141065370445306e-06
1635,1.1746815451780485e-06,1.2341816305446889e-07,5.6679985911094784e-08,1.1746815451780485e-06
1636,1.0964672664418425e-06,1.2341816305446889e-07,5.6679985911094784e-08,1.0964672664418425e-06
1637,1.8280685724546077e-06,1.2341816305446889e-07,5.6679985911094784e-08,1.8280685724546077e-06
1638,2.4553940046903984e-06,1.9075320015612567e-07,0.0,2.4553940046903984e-06
1639,3.2844547490640252e-06,1.9075320015612567e-07,0.0,3.2844547490640252e-06
1640,3.455739951212828e-06,1.9075320015612567e-07,0.0,3.455739951212828e-06
1641,3.455739951212828e-06,6.733503710165678e-08,0.0,3.455739951212828e-06
1642,3.938799514863993e-06,6.733503710165678e-08,0.0,3.938799514863993e-06
1643,3.942277552531388e-06,6.733503710165678e-08,0.0,3.942277552531388e-06
1644,3.2106762465186226e-06,6.733503710165678e-08,0.0,3.2106762465186226e-06
1645,2.617341327290238e-06,0.0,0.0,2.617341327290238e-06
1646,3.9220118018030396e-06,0.0,0.0,3.9220118018030396e-06
1647,3.6185376188768714e-06,0.0,0.0,3.6185376188768714e-06
1648,4.902316155559154e-06,0.0,0.0,4.902316155559154e-06
1649,4.332844939978843e-06,0.0,0.0,4.332844939978843e-06
1650,4.330362766527937e-06,0.0,0.0,4.330362766527937e-06
1651,4.373362847737943e-06,0.0,4.300008121000636e-08,4.373362847737943e-06
1652,4.949740498107401e-06,0.0,4.300008121000636e-08,4.949740498107401e-06
1653,3.2357632367815574e-06,0.0,4.300008121000636e-08,3.2357632367815574e-06
1654,3.026996962164828e-06,0.0,4.300008121000636e-08,3.026996962164828e-06
1655,2.440454993900078e-06,0.0,4.300008121000636e-08,2.440454993900078e-06
1656,2.634071206232745e-06,0.0,4.300008121000636e-08,2.634071206232745e-06
1657,2.6574486631553943e-06,0.0,4.300008121000636e-08,2.6574486631553943e-06
1658,3.2042205556795774e-06,0.0,0.0,3.2042205556795774e-06
1659,2.7699970896069966e-06,0.0,0.0,2.7699970896069966e-06
1660,2.1669908635755874e-06,0.0,0.0,2.1669908635755874e-06
1661,2.2283165646643155e-06,0.0,0.0,2.2283165646643155e-06
1662,1.6934794351592636e-06,0.0,0.0,1.6934794351592636e-06
1663,1.6187203836385119e-06,0.0,0.0,1.6187203836385119e-06
1664,1.6254115930028741e-06,0.0,0.0,1.6254115930028741e-06
1665,1.212006087111409e-06,0.0,0.0,1.212006087111409e-06
1666,1.162191795499114e-06,3.9948397605777634e-08,0.0,1.162191795499114e-06
1667,2.5900936699534734e-06,3.9948397605777634e-08,0.0,2.5900936699534734e-06
1668,2.6713777612842804e-06,3.9948397605777634e-08,0.0,2.6713777612842804e-06
1669,2.5988405971994714e-06,3.9948397605777634e-08,0.0,2.5988405971994714e-06
1670,2.749598179109723e-06,3.9948397605777634e-08,0.0,2.749598179109723e-06
1671,2.6316892396088017e-06,3.9948397605777634e-08,0.0,2.6316892396088017e-06
1672,2.5537251774819325e-06,3.9948397605777634e-08,0.0,2.5537251774819325e-06
1673,2.462492026162571e-06,0.0,0.0,2.462492026162571e-06
1674,1.0996512003202952e-06,0.0,0.0,1.0996512003202952e-06
1675,1.0928104684028637e-06,3.431849953423287e-08,0.0,1.0928104684028637e-06
1676,1.174734234967088e-06,3.431849953423287e-08,0.0,1.174734234967088e-06
1677,1.0284089130761589e-06,3.431849953423287e-08,0.0,1.0284089130761589e-06
1678,1.1877574844934965e-06,7.415564238856729e-08,0.0,1.1877574844934965e-06
1679,1.1124268480346342e-06,7.415564238856729e-08,0.0,1.1124268480346342e-06
1680,1.0544792701239203e-06,7.415564238856729e-08,0.0,1.0544792701239203e-06
1681,1.0565457638936744e-06,7.415564238856729e-08,2.237584746061267e-08,1.0565457638936744e-06
1682,7.940049004316409e-07,3.983714285433442e-08,2.237584746061267e-08,7.940049004316409e-07
1683,7.987566854288681e-07,3.983714285433442e-08,2.237584746061267e-08,7.987566854288681e-07
1684,1.1524494953261768e-06,3.983714285433442e-08,2.237584746061267e-08,1.1524494953261768e-06
1685,1.0133067555833414e-06,0.0,2.237584746061267e-08,1.0133067555833414e-06
1686,1.0454933995366185e-06,0.0,2.237584746061267e-08,1.0454933995366185e-06
1687,9.961838409416096e-07,0.0,2.237584746061267e-08,9.961838409416096e-07
1688,9.290562985597717e-07,0.0,0.0,9.290562985597717e-07
1689,8.484121666794766e-07,0.0,0.0,8.484121666794766e-07
1690,1.0041989944349034e-06,0.0,0.0,1.0041989944349034e-06
1691,7.670476662724468e-07,0.0,0.0,7.670476662724468e-07
1692,7.705098791380546e-07,0.0,0.0,7.705098791380546e-07
1693,7.466026598227213e-07,3.135119389493671e-08,0.0,7.466026598227213e-07
1694,9.248725254857553e-07,3.135119389493671e-08,0.0,9.248725254857553e-07
1695,9.713929358667883e-07,3.135119389493671e-08,0.0,9.713929358667883e-07
1696,1.0973605018956993e-06,3.135119389493671e-08,0.0,1.0973605018956993e-06
1697,9.119773523025287e-07,3.135119389493671e-08,0.0,9.119773523025287e-07
1698,7.391164668238812e-07,5.209373503995656e-08,0.0,7.391164668238812e-07
1699,7.677265837660993e-07,5.209373503995656e-08,0.0,7.677265837660993e-07
1700,7.753689479678931e-07,2.0742541145019848e-08,0.0,7.753689479678931e-07
1701,6.332330672518895e-07,2.0742541145019848e-08,0.0,6.332330672518895e-07
1702,5.98697816656113e-07,2.0742541145019848e-08,0.0,5.98697816656113e-07
1703,5.941835559448399e-07,2.0742541145019848e-08,0.0,5.941835559448399e-07
1704,4.472420513934594e-07,2.0742541145019848e-08,0.0,4.472420513934594e-07
1705,3.0204425931807624e-07,0.0,0.0,3.0204425931807624e-07
1706,7.924598648401115e-07,0.0,0.0,7.924598648401115e-07
1707,7.65618759755528e-07,1.2152453012147037e-08,1.2152453012147037e-08,7.65618759755528e-07
1708,7.558057585502606e-07,1.2152453012147037e-08,1.2152453012147037e-08,7.558057585502606e-07
1709,8.760957785268277e-07,1.2152453012147037e-08,1.2152453012147037e-08,8.760957785268277e-07
1710,8.062875451742002e-07,1.2152453012147037e-08,1.2152453012147037e-08,8.062875451742002e-07
1711,8.741338441658237e-07,1.2152453012147037e-08,1.2152453012147037e-08,8.741338441658237e-07
1712,9.06724104814722e-07,1.2152453012147037e-08,1.2152453012147037e-08,9.06724104814722e-07
1713,4.938465199951938e-07,1.2152453012147037e-08,1.2152453012147037e-08,4.938465199951938e-07
1714,5.582669513972048e-07,0.0,0.0,5.582669513972048e-07
1715,5.02068231306956e-07,0.0,0.0,5.02068231306956e-07
1716,3.6979305154513244e-07,0.0,0.0,3.6979305154513244e-07
1717,3.4107219550248503e-07,0.0,0.0,3.4107219550248503e-07
1718,3.041929222799159e-07,0.0,0.0,3.041929222799159e-07
1719,2.913572743068471e-07,0.0,0.0,2.913572743068471e-07
1720,1.7966334857939209e-07,0.0,0.0,1.7966334857939209e-07
1721,1.1185052224098918e-07,4.380029037877518e-08,0.0,1.1185052224098918e-07
1722,4.869075037764301e-07,4.380029037877518e-08,7.727586697520955e-09,4.869075037764301e-07
1723,6.474620814092955e-07,4.380029037877518e-08,7.727586697520955e-09,6.474620814092955e-07
1724,6.656343052619767e-07,4.380029037877518e-08,7.727586697520955e-09,6.656343052619767e-07
1725,6.714320436783185e-07,4.380029037877518e-08,7.727586697520955e-09,6.714320436783185e-07
1726,6.580649290250611e-07,4.380029037877518e-08,7.727586697520955e-09,6.580649290250611e-07
1727,6.467853884219364e-07,4.380029037877518e-08,7.727586697520955e-09,6.467853884219364e-07
1728,6.769026883140279e-07,0.0,7.727586697520955e-09,6.769026883140279e-07
1729,2.9689533016202016e-07,1.2743953448079992e-08,0.0,2.9689533016202016e-07
1730,2.672725598935293e-07,1.2743953448079992e-08,0.0,2.672725598935293e-07
1731,2.470763388170586e-07,1.2743953448079992e-08,0.0,2.470763388170586e-07
1732,2.9793090559694845e-07,1.9002477305970648e-08,0.0,2.9793090559694845e-07
1733,3.055929467572176e-07,1.9002477305970648e-08,0.0,3.055929467572176e-07
1734,3.658527418792801e-07,2.4164208919533588e-08,0.0,3.658527418792801e-07
1735,4.239792709930563e-07,2.4164208919533588e-08,0.0,4.239792709930563e-07
1736,4.506812436894896e-07,1.1420255471453596e-08,0.0,4.506812436894896e-07
1737,3.5435757743990895e-07,1.1420255471453596e-08,0.0,3.5435757743990895e-07
1738,6.684581360819461e-07,1.1420255471453596e-08,0.0,6.684581360819461e-07
1739,6.196098009273296e-07,5.161731613562941e-09,0.0,6.196098009273296e-07
1740,6.280220970568604e-07,5.161731613562941e-09,0.0,6.280220970568604e-07
1741,6.203330948600134e-07,0.0,0.0,6.203330948600134e-07
1742,6.1898979554696e-07,0.0,0.0,6.1898979554696e-07
1743,7.014925651154564e-07,0.0,0.0,7.014925651154564e-07
1744,7.3384532990011e-07,0.0,0.0,7.3384532990011e-07
1745,4.55648737280561e-07,0.0,0.0,4.55648737280561e-07
1746,5.413271659498215e-07,1.4933931424820912e-08,0.0,5.413271659498215e-07
1747,6.228441244664802e-07,1.4933931424820912e-08,0.0,6.228441244664802e-07
1748,8.509694444975529e-07,1.4933931424820912e-08,0.0,8.509694444975529e-07
1749,9.188331132138825e-07,1.4933931424820912e-08,0.0,9.188331132138825e-07
1750,1.0638561848606644e-06,1.4933931424820912e-08,0.0,1.0638561848606644e-06
1751,1.2003361860024597e-06,1.4933931424820912e-08,0.0,1.2003361860024597e-06
1752,1.3033742009481233e-06,1.4933931424820912e-08,0.0,1.3033742009481233e-06
1753,1.3398640541189316e-06,0.0,0.0,1.3398640541189316e-06
1754,1.503665657764941e-06,0.0,0.0,1.503665657764941e-06
1755,1.3818190609526937e-06,0.0,0.0,1.3818190609526937e-06
1756,1.3670328533927595e-06,0.0,0.0,1.3670328533927595e-06
1757,1.2800050918875577e-06,0.0,3.045123264655558e-09,1.2800050918875577e-06
1758,1.6110687641100543e-06,0.0,3.045123264655558e-09,1.6110687641100543e-06
1759,1.945215428479839e-06,0.0,3.045123264655558e-09,1.945215428479839e-06
1760,2.3351791144575273e-06,7.984100745618759e-09,3.045123264655558e-09,2.3351791144575273e-06
1761,2.7363105021192624e-06,7.984100745618759e-09,3.045123264655558e-09,2.7363105021192624e-06
1762,3.7241285813901674e-06,7.984100745618759e-09,3.045123264655558e-09,3.7241285813901674e-06
1763,3.984159677981682e-06,1.0822775310868695e-08,5.883797829905493e-09,3.984159677981682e-06
1764,4.572281860808809e-06,3.892957220078383e-08,2.8386745652499356e-09,4.572281860808809e-06
1765,4.385571466108169e-06,3.892957220078383e-08,2.8386745652499356e-09,4.385571466108169e-06
1766,4.156864666323859e-06,4.2330624339115275e-08,2.8386745652499356e-09,4.156864666323859e-06
1767,3.879800423029727e-06,3.434652359349652e-08,2.8386745652499356e-09,3.879800423029727e-06
1768,4.0450567147282916e-06,3.434652359349652e-08,2.8386745652499356e-09,4.0450567147282916e-06
1769,3.366762907067563e-06,3.7392783218998763e-08,2.8386745652499356e-09,3.366762907067563e-06
1770,3.226105474953199e-06,3.455410865374883e-08,2.8829215839972935e-09,3.226105474953199e-06
1771,2.7382062301382703e-06,6.447311763833698e-09,2.8829215839972935e-09,2.7382062301382703e-06
1772,2.8174572922320555e-06,1.69916390798822e-08,2.8829215839972935e-09,2.8174572922320555e-06
1773,2.9674057486772654e-06,1.359058694155075e-08,5.478112439862213e-09,2.9674057486772654e-06
1774,2.982193060623623e-06,1.6263050081225368e-08,5.478112439862213e-09,2.982193060623623e-06
1775,2.48889031289374e-06,1.6263050081225368e-08,5.478112439862213e-09,2.48889031289374e-06
1776,2.135730434409717e-06,1.321679045572312e-08,5.478112439862213e-09,2.135730434409717e-06
1777,2.0106031927623136e-06,1.321679045572312e-08,2.5951908558649197e-09,2.0106031927623136e-06
1778,1.9287071414250282e-06,1.59979341520154e-08,2.5951908558649197e-09,1.9287071414250282e-06
1779,1.7450220346810447e-06,5.453606835966898e-09,2.5951908558649197e-09,1.7450220346810447e-06
1780,1.7596841936600477e-06,1.4850168079354781e-08,0.0,1.7596841936600477e-06
1781,1.669959910291904e-06,1.982777243979074e-08,0.0,1.669959910291904e-06
1782,1.5880705989599977e-06,1.982777243979074e-08,0.0,1.5880705989599977e-06
1783,1.7900292245290724e-06,2.6351569815119547e-08,0.0,1.7900292245290724e-06
1784,2.078143032641882e-06,2.968051404650396e-08,1.664472115692206e-09,2.078143032641882e-06
1785,2.2163410936367915e-06,2.689937035021168e-08,3.2825945136697297e-09,2.2163410936367915e-06
1786,2.1726556107231384e-06,2.9579566986269257e-08,4.622692831698519e-09,2.1726556107231384e-06
1787,2.018639244332527e-06,2.4050430472552113e-08,5.911834450549642e-09,2.018639244332527e-06
1788,2.2770307168684667e-06,1.6400362972441533e-08,5.911834450549642e-09,2.2770307168684667e-06
1789,2.4205858478256104e-06,1.6400362972441533e-08,7.075219267603318e-09,2.4205858478256104e-06
1790,2.378306947191179e-06,1.2086262403597305e-08,7.075219267603318e-09,2.378306947191179e-06
1791,2.346844244779537e-06,1.2015217011805492e-08,5.410747151911112e-09,2.346844244779537e-06
1792,2.348667196981426e-06,1.2015217011805492e-08,4.880886805835871e-09,2.348667196981426e-06
1793,3.0847275281433084e-06,1.1307064617938067e-08,3.5407884878070816e-09,3.0847275281433084e-06
1794,3.1481663102437907e-06,1.143158215707477e-08,2.2516468689559588e-09,3.1481663102437907e-06
1795,2.9109716673961624e-06,1.3258126406258595e-08,2.2516468689559588e-09,2.9109716673961624e-06
1796,2.7341029798273146e-06,1.3258126406258595e-08,2.9845852773340606e-09,2.7341029798273146e-06
1797,2.7806154158887305e-06,1.1048429599774018e-08,3.5515089282154933e-09,2.7806154158887305e-06
1798,2.8884617384911896e-06,8.369187438311038e-09,5.287479026045665e-09,2.8884617384911896e-06
1799,2.8935735534625044e-06,1.0772265809525346e-08,4.799986566946959e-09,2.8935735534625044e-06
1800,2.3888506705459023e-06,9.623549385955649e-09,6.4466422041878755e-09,2.3888506705459023e-06
1801,2.3077088826539693e-06,6.560288058819554e-09,6.4466422041878755e-09,2.3077088826539693e-06
1802,2.3576371696825456e-06,8.206758193653383e-09,7.749022629915153e-09,2.3576371696825456e-06
1803,2.395926685494487e-06,9.259758039701995e-09,6.203699363739799e-09,2.395926685494487e-06
1804,2.384653466184058e-06,1.2310533671820525e-08,5.941853263381956e-09,2.384653466184058e-06
1805,2.2230619833862875e-06,1.2770587000586277e-08,7.322013249679214e-09,2.2230619833862875e-06
1806,2.2169743780458314e-06,1.243590944507592e-08,7.238343860801624e-09,2.2169743780458314e-06
1807,2.080127322707475e-06,1.747077606393889e-08,6.219351922354122e-09,2.080127322707475e-06
1808,2.3093911717556433e-06,2.0072542929381954e-08,6.690078300865463e-09,2.3093911717556433e-06
1809,2.3474792507321192e-06,1.7504152603566225e-08,5.387697875138185e-09,2.3474792507321192e-06
1810,2.393434605047722e-06,1.841259164184602e-08,5.036697915881762e-09,2.393434605047722e-06
1811,2.4146750742407415e-06,1.7002503595518548e-08,4.966004306185466e-09,2.4146750742407415e-06
1812,2.3652603106581538e-06,1.7396043209113747e-08,2.0885824815662447e-09,2.3652603106581538e-06
1813,2.2808639934217875e-06,1.6879477625155104e-08,1.7654616816084205e-09,2.2808639934217875e-06
1814,2.267747650616262e-06,1.6245236521074602e-08,1.7646724081998855e-09,2.267747650616262e-06
1815,2.0443338501406416e-06,1.38736329091671e-08,3.032212449381534e-09,2.0443338501406416e-06
1816,2.141476979237008e-06,1.6392117758406196e-08,3.4125578870661653e-09,2.141476979237008e-06
1817,2.195340536153318e-06,1.5972807076991558e-08,3.755253029171155e-09,2.195340536153318e-06
1818,2.2298750894021524e-06,1.4690189223795106e-08,3.520869088343862e-09,2.2298750894021524e-06
1819,2.231138669880498e-06,1.4009426793240972e-08,3.432458269995006e-09,2.231138669880498e-06
1820,2.3476294960086567e-06,1.3784163937253474e-08,3.828066609732974e-09,2.3476294960086567e-06
1821,2.3979936421320806e-06,1.1259849973045886e-08,3.201192184348096e-09,2.3979936421320806e-06
1822,2.44639162312004e-06,1.0724850309427682e-08,1.8372324772641946e-09,2.44639162312004e-06
1823,2.474882584075593e-06,8.144518044111188e-09,2.440126434244405e-09,2.474882584075593e-06
1824,2.4099310849123867e-06,1.8404951309035156e-08,3.1703914255792095e-09,2.4099310849123867e-06
1825,2.362205837666157e-06,2.425110474340337e-08,3.5502418306774887e-09,2.362205837666157e-06
1826,2.356446267575458e-06,2.586958234930746e-08,3.755439134270741e-09,2.356446267575458e-06
1827,2.3635875550098717e-06,2.506586300426201e-08,3.3749926028495534e-09,2.3635875550098717e-06
1828,2.407294362326086e-06,2.42418218514879e-08,3.705980538321845e-09,2.407294362326086e-06
1829,2.8607923598298967e-06,2.516401147773755e-08,3.542496661092441e-09,2.8607923598298967e-06
1830,2.699328401182096e-06,2.8228720979786966e-08,2.7498663504995793e-09,2.699328401182096e-06
1831,2.7608474023769044e-06,1.781957936763945e-08,1.6769062170597847e-09,2.7608474023769044e-06
1832,2.7316312818064555e-06,1.4851035607626223e-08,1.3822052708738803e-09,2.7316312818064555e-06
1833,2.7406972874034963e-06,1.363576645247682e-08,1.1091887884364026e-09,2.7406972874034963e-06
1834,2.6692018114512654e-06,1.3611274583626352e-08,1.5645291253006478e-09,2.6692018114512654e-06
1835,2.611537443694293e-06,1.3830261444017618e-08,1.31732459068041e-09,2.611537443694293e-06
1836,2.274742882946157e-06,1.4310879148382583e-08,2.0072359092309408e-09,2.274742882946157e-06
1837,2.2954186533752363e-06,1.1487572734328718e-08,1.8166268251589607e-09,2.2954186533752363e-06
1838,2.2489317481293777e-06,1.3528811404484031e-08,2.121929814397865e-09,2.2489317481293777e-06
1839,2.2788311265945334e-06,1.3854859418468583e-08,2.2641246575995565e-09,2.2788311265945334e-06
1840,2.254581269361162e-06,1.5043328677981956e-08,2.2572323613420255e-09,2.254581269361162e-06
1841,2.2425950711684502e-06,1.804384793960675e-08,1.8026836452149958e-09,2.2425950711684502e-06
1842,2.2452114275698217e-06,1.8016987774720812e-08,2.0837928684157093e-09,2.2452114275698217e-06
1843,2.097860423028968e-06,2.0121531361740252e-08,1.5109313641506868e-09,2.097860423028968e-06
1844,2.1715374519512158e-06,2.1508317285931104e-08,1.5109313641506868e-09,2.1715374519512158e-06
1845,2.137588353434694e-06,2.0276037991452866e-08,1.3391059055274062e-09,2.137588353434694e-06
1846,2.0813708618204274e-06,1.7105633576264268e-08,1.3726436019569276e-09,2.0813708618204274e-06
1847,2.1540261708910942e-06,1.5126101482465515e-08,1.66069044230507e-09,2.1540261708910942e-06
1848,2.219133713359562e-06,1.3595977391541884e-08,1.7788836435629817e-09,2.219133713359562e-06
1849,2.1737785768241987e-06,1.2925480463721328e-08,1.5214700927706254e-09,2.1737785768241987e-06
1850,2.2057809019315755e-06,9.64874335984689e-09,1.3360071779037038e-09,2.2057809019315755e-06
