ngram,mark,mrk,mrk,mrk
1857,4.628640194174035e-05,3.5624159019523714e-09,3.5624159019523714e-09,3.5624159019523714e-09
1858,4.635183203000841e-05,3.001814907754863e-09,3.001814907754863e-09,3.001814907754863e-09
1859,4.6858403948135674e-05,3.032918360901249e-09,3.032918360901249e-09,3.032918360901249e-09
1860,4.7129345538061375e-05,5.4653590542130814e-09,5.4653590542130814e-09,5.4653590542130814e-09
1861,4.7036549533783856e-05,4.832774117399399e-09,4.832774117399399e-09,4.832774117399399e-09
1862,4.716404509963468e-05,4.848856744692804e-09,4.848856744692804e-09,4.848856744692804e-09
1863,4.669556749701899e-05,4.495082353958171e-09,4.495082353958171e-09,4.495082353958171e-09
1864,4.6195777291099406e-05,4.723284224057116e-09,4.723284224057116e-09,4.723284224057116e-09
1865,4.5777426359044125e-05,4.483588881118042e-09,4.483588881118042e-09,4.483588881118042e-09
1866,4.52134949487767e-05,4.831676154409032e-09,4.831676154409032e-09,4.831676154409032e-09
1867,4.4575849252786224e-05,2.3970259586749064e-09,2.3970259586749064e-09,2.3970259586749064e-09
1868,4.4641630665864795e-05,2.5295728210496448e-09,2.5295728210496448e-09,2.5295728210496448e-09
1869,4.445620548462362e-05,2.844769768956772e-09,2.844769768956772e-09,2.844769768956772e-09
1870,4.4811265459949414e-05,2.9127384314010995e-09,2.9127384314010995e-09,2.9127384314010995e-09
1871,4.532065005540582e-05,2.5504772896819563e-09,2.5504772896819563e-09,2.5504772896819563e-09
1872,4.571611706134198e-05,2.7798133319022e-09,2.7798133319022e-09,2.7798133319022e-09
1873,4.612489751057832e-05,2.443981651976758e-09,2.443981651976758e-09,2.443981651976758e-09
1874,4.6866269258316606e-05,2.329782811116843e-09,2.329782811116843e-09,2.329782811116843e-09
1875,4.712481781358032e-05,2.292209469853138e-09,2.292209469853138e-09,2.292209469853138e-09
1876,4.713373397992525e-05,2.081741001802584e-09,2.081741001802584e-09,2.081741001802584e-09
1877,4.707684118849491e-05,2.4996887734321913e-09,2.4996887734321913e-09,2.4996887734321913e-09
1878,4.701632548988398e-05,2.550805979138561e-09,2.550805979138561e-09,2.550805979138561e-09
1879,4.741305799273375e-05,2.449475320988524e-09,2.449475320988524e-09,2.449475320988524e-09
1880,4.7024451175405246e-05,2.9450518849013665e-09,2.9450518849013665e-09,2.9450518849013665e-09
1881,4.689150072018882e-05,2.942782113229165e-09,2.942782113229165e-09,2.942782113229165e-09
1882,4.672407106097255e-05,4.825713194124757e-09,4.825713194124757e-09,4.825713194124757e-09
1883,4.670528661725777e-05,5.020600665365091e-09,5.020600665365091e-09,5.020600665365091e-09
1884,4.623302967437277e-05,8.144312177041764e-09,8.144312177041764e-09,8.144312177041764e-09
1885,4.588835404969619e-05,8.731989702732384e-09,8.731989702732384e-09,8.731989702732384e-09
1886,4.5437080448859236e-05,9.182921407407158e-09,9.182921407407158e-09,9.182921407407158e-09
1887,4.551393327087031e-05,9.266052179514515e-09,9.266052179514515e-09,9.266052179514515e-09
1888,4.544205512502231e-05,9.409444556851554e-09,9.409444556851554e-09,9.409444556851554e-09
1889,4.547521997925027e-05,8.016890992327116e-09,8.016890992327116e-09,8.016890992327116e-09
1890,4.5413434626035655e-05,7.818119009326909e-09,7.818119009326909e-09,7.818119009326909e-09
1891,4.597415422072767e-05,4.500563287125812e-09,4.500563287125812e-09,4.500563287125812e-09
1892,4.601246057843257e-05,3.973490393858827e-09,3.973490393858827e-09,3.973490393858827e-09
1893,4.5664926541836136e-05,3.450160633379694e-09,3.450160633379694e-09,3.450160633379694e-09
1894,4.5760306550489205e-05,3.339162692382404e-09,3.339162692382404e-09,3.339162692382404e-09
1895,4.590135774508651e-05,3.2400248833092907e-09,3.2400248833092907e-09,3.2400248833092907e-09
1896,4.60875676903275e-05,3.0876616184473603e-09,3.0876616184473603e-09,3.0876616184473603e-09
1897,4.619413656265741e-05,3.098338125744655e-09,3.098338125744655e-09,3.098338125744655e-09
1898,4.5635231279967616e-05,3.0598919588596475e-09,3.0598919588596475e-09,3.0598919588596475e-09
1899,4.6049541976702e-05,3.291707002211248e-09,3.291707002211248e-09,3.291707002211248e-09
1900,4.6614451483557264e-05,3.954638362811482e-09,3.954638362811482e-09,3.954638362811482e-09
1901,4.7570623012558955e-05,3.7717124344384595e-09,3.7717124344384595e-09,3.7717124344384595e-09
1902,4.7791019564361446e-05,3.893914048345794e-09,3.893914048345794e-09,3.893914048345794e-09
1903,4.7749738899126116e-05,3.6493973240173514e-09,3.6493973240173514e-09,3.6493973240173514e-09
1904,4.7766303136346065e-05,3.449530359768614e-09,3.449530359768614e-09,3.449530359768614e-09
1905,4.794944210776261e-05,3.3728747572681073e-09,3.3728747572681073e-09,3.3728747572681073e-09
1906,4.751596653867247e-05,3.2143322130957178e-09,3.2143322130957178e-09,3.2143322130957178e-09
1907,4.725341776585472e-05,2.5969645957500477e-09,2.5969645957500477e-09,2.5969645957500477e-09
1908,4.635102959582582e-05,2.4327998187396408e-09,2.4327998187396408e-09,2.4327998187396408e-09
1909,4.594396523316391e-05,2.2400888921580986e-09,2.2400888921580986e-09,2.2400888921580986e-09
1910,4.5439442536527554e-05,2.046053358485876e-09,2.046053358485876e-09,2.046053358485876e-09
1911,4.5147842424090155e-05,2.4149257355737016e-09,2.4149257355737016e-09,2.4149257355737016e-09
1912,4.4899402772508825e-05,2.6857200749067343e-09,2.6857200749067343e-09,2.6857200749067343e-09
1913,4.478158682884116e-05,2.6266975737345076e-09,2.6266975737345076e-09,2.6266975737345076e-09
1914,4.45915585649865e-05,2.669805979468468e-09,2.669805979468468e-09,2.669805979468468e-09
1915,4.392594304850458e-05,2.9757537227987588e-09,2.9757537227987588e-09,2.9757537227987588e-09
1916,4.320249666177135e-05,3.198115851508833e-09,3.198115851508833e-09,3.198115851508833e-09
1917,4.332744616216847e-05,3.564294446891024e-09,3.564294446891024e-09,3.564294446891024e-09
1918,4.3491204061345865e-05,3.4941053225371175e-09,3.4941053225371175e-09,3.4941053225371175e-09
1919,4.4387802128247654e-05,4.494170496067389e-09,4.494170496067389e-09,4.494170496067389e-09
1920,4.52639209730218e-05,4.466939865618461e-09,4.466939865618461e-09,4.466939865618461e-09
1921,4.59244147350546e-05,4.382643708262484e-09,4.382643708262484e-09,4.382643708262484e-09
1922,4.679810289027435e-05,4.316513305521344e-09,4.316513305521344e-09,4.316513305521344e-09
1923,4.7747797257865644e-05,4.222158527562263e-09,4.222158527562263e-09,4.222158527562263e-09
1924,4.804799599306924e-05,3.806548409812649e-09,3.806548409812649e-09,3.806548409812649e-09
1925,4.789564887427592e-05,3.547672029163047e-09,3.547672029163047e-09,3.547672029163047e-09
1926,4.766133445498001e-05,2.1170891547786906e-09,2.1170891547786906e-09,2.1170891547786906e-09
1927,4.7250333799248824e-05,1.9973746624911216e-09,1.9973746624911216e-09,1.9973746624911216e-09
1928,4.676328639366797e-05,2.035591393857926e-09,2.035591393857926e-09,2.035591393857926e-09
1929,4.58848215722745e-05,1.985827550018574e-09,1.985827550018574e-09,1.985827550018574e-09
1930,4.470774313501481e-05,1.8406929155493197e-09,1.8406929155493197e-09,1.8406929155493197e-09
1931,4.456500287882851e-05,2.1944023899576693e-09,2.1944023899576693e-09,2.1944023899576693e-09
1932,4.453725393562179e-05,2.0825668649899446e-09,2.0825668649899446e-09,2.0825668649899446e-09
1933,4.418101473545123e-05,2.3159478144764633e-09,2.3159478144764633e-09,2.3159478144764633e-09
1934,4.393946853399809e-05,2.3811874059833015e-09,2.3811874059833015e-09,2.3811874059833015e-09
1935,4.359466298150697e-05,2.528523580989729e-09,2.528523580989729e-09,2.528523580989729e-09
1936,4.374880518298596e-05,2.253119389474177e-09,2.253119389474177e-09,2.253119389474177e-09
1937,4.429799498341579e-05,2.295039317320605e-09,2.295039317320605e-09,2.295039317320605e-09
1938,4.3228740001463196e-05,2.0531583893352537e-09,2.0531583893352537e-09,2.0531583893352537e-09
1939,4.2759336793096736e-05,2.3830346109120016e-09,2.3830346109120016e-09,2.3830346109120016e-09
1940,4.200315015623346e-05,2.2729188214094212e-09,2.2729188214094212e-09,2.2729188214094212e-09
1941,4.173112029093318e-05,2.356715029477081e-09,2.356715029477081e-09,2.356715029477081e-09
1942,4.111438673654837e-05,2.2885747741341333e-09,2.2885747741341333e-09,2.2885747741341333e-09
1943,4.071428702445701e-05,2.3800629086626455e-09,2.3800629086626455e-09,2.3800629086626455e-09
1944,4.037538279330225e-05,2.3694102235793935e-09,2.3694102235793935e-09,2.3694102235793935e-09
1945,4.116299896850251e-05,2.4057111223742466e-09,2.4057111223742466e-09,2.4057111223742466e-09
1946,4.1448882776811456e-05,2.2885807534781375e-09,2.2885807534781375e-09,2.2885807534781375e-09
1947,4.157963693225091e-05,2.4684501744230504e-09,2.4684501744230504e-09,2.4684501744230504e-09
1948,4.113212136352169e-05,2.684707345324e-09,2.684707345324e-09,2.684707345324e-09
1949,4.113452035068933e-05,2.7113326821799025e-09,2.7113326821799025e-09,2.7113326821799025e-09
1950,4.090340371476486e-05,2.7617722394726994e-09,2.7617722394726994e-09,2.7617722394726994e-09
1951,4.0319153153437325e-05,3.0043513074165926e-09,3.0043513074165926e-09,3.0043513074165926e-09
1952,3.912102796935609e-05,3.155789629616379e-09,3.155789629616379e-09,3.155789629616379e-09
1953,3.793095623093125e-05,3.1699907460896223e-09,3.1699907460896223e-09,3.1699907460896223e-09
1954,3.686276249936782e-05,2.982198583317037e-09,2.982198583317037e-09,2.982198583317037e-09
1955,3.597727689858792e-05,2.7248836203292673e-09,2.7248836203292673e-09,2.7248836203292673e-09
1956,3.511765940597148e-05,2.528685641830667e-09,2.528685641830667e-09,2.528685641830667e-09
1957,3.449315928654479e-05,2.4368081520874186e-09,2.4368081520874186e-09,2.4368081520874186e-09
1958,3.425871909712441e-05,2.39056384211876e-09,2.39056384211876e-09,2.39056384211876e-09
1959,3.4076774941890366e-05,2.2927453586467958e-09,2.2927453586467958e-09,2.2927453586467958e-09
1960,3.4142509580955706e-05,2.2440422536058283e-09,2.2440422536058283e-09,2.2440422536058283e-09
1961,3.409671366430952e-05,2.3396728681441506e-09,2.3396728681441506e-09,2.3396728681441506e-09
1962,3.383805804852662e-05,2.3252352424460045e-09,2.3252352424460045e-09,2.3252352424460045e-09
1963,3.3681141628351596e-05,2.3933948473902386e-09,2.3933948473902386e-09,2.3933948473902386e-09
1964,3.320356959842944e-05,2.6706181076109813e-09,2.6706181076109813e-09,2.6706181076109813e-09
1965,3.2838644983712584e-05,2.690832001661647e-09,2.690832001661647e-09,2.690832001661647e-09
1966,3.250048601850202e-05,2.678647938379543e-09,2.678647938379543e-09,2.678647938379543e-09
1967,3.202056593311552e-05,3.125140844519235e-09,3.125140844519235e-09,3.125140844519235e-09
1968,3.167788132226893e-05,3.338238796501969e-09,3.338238796501969e-09,3.338238796501969e-09
1969,3.1590935187913214e-05,3.4398205871001763e-09,3.4398205871001763e-09,3.4398205871001763e-09
1970,3.1300432185941774e-05,3.6250278969061712e-09,3.6250278969061712e-09,3.6250278969061712e-09
1971,3.096623575921902e-05,3.595545797604619e-09,3.595545797604619e-09,3.595545797604619e-09
1972,3.0368972927265402e-05,3.423273791420505e-09,3.423273791420505e-09,3.423273791420505e-09
1973,2.9892349630245008e-05,3.921183948969136e-09,3.921183948969136e-09,3.921183948969136e-09
1974,2.961473260906392e-05,3.911506230025452e-09,3.911506230025452e-09,3.911506230025452e-09
1975,2.9238309382760364e-05,3.643245007266062e-09,3.643245007266062e-09,3.643245007266062e-09
1976,2.887495767416632e-05,3.812693145326713e-09,3.812693145326713e-09,3.812693145326713e-09
1977,2.8690891018153968e-05,3.828007625169708e-09,3.828007625169708e-09,3.828007625169708e-09
1978,2.8744809242198244e-05,3.854779638347492e-09,3.854779638347492e-09,3.854779638347492e-09
1979,2.896789581947295e-05,3.84832527749219e-09,3.84832527749219e-09,3.84832527749219e-09
1980,2.9780569613129565e-05,3.4992929823626386e-09,3.4992929823626386e-09,3.4992929823626386e-09
1981,2.9993379160129863e-05,3.2543248096317257e-09,3.2543248096317257e-09,3.2543248096317257e-09
1982,3.0110373960009644e-05,3.4568589578144936e-09,3.4568589578144936e-09,3.4568589578144936e-09
1983,3.011843156335609e-05,3.3397269394441764e-09,3.3397269394441764e-09,3.3397269394441764e-09
1984,3.021071851045625e-05,3.3125274269605954e-09,3.3125274269605954e-09,3.3125274269605954e-09
1985,3.0117450868211953e-05,3.2423353208648517e-09,3.2423353208648517e-09,3.2423353208648517e-09
1986,3.0001122598020758e-05,3.363845075503897e-09,3.363845075503897e-09,3.363845075503897e-09
1987,2.934508380089288e-05,3.2623868051473437e-09,3.2623868051473437e-09,3.2623868051473437e-09
1988,2.9273886996504318e-05,3.0859931435652956e-09,3.0859931435652956e-09,3.0859931435652956e-09
1989,2.9500399510392788e-05,2.9330491368995126e-09,2.9330491368995126e-09,2.9330491368995126e-09
1990,3.0012751397277627e-05,2.9297814016108046e-09,2.9297814016108046e-09,2.9297814016108046e-09
1991,3.0342473629778916e-05,3.1294088273118146e-09,3.1294088273118146e-09,3.1294088273118146e-09
1992,3.082258263020776e-05,3.083727685902561e-09,3.083727685902561e-09,3.083727685902561e-09
1993,3.14286293619911e-05,2.936481090033892e-09,2.936481090033892e-09,2.936481090033892e-09
1994,3.246115998730862e-05,3.178858573197171e-09,3.178858573197171e-09,3.178858573197171e-09
1995,3.328451046919716e-05,3.448174095461403e-09,3.448174095461403e-09,3.448174095461403e-09
1996,3.416197172815113e-05,3.6431949520679805e-09,3.6431949520679805e-09,3.6431949520679805e-09
1997,3.479125734884292e-05,3.4529708616202826e-09,3.4529708616202826e-09,3.4529708616202826e-09
1998,3.5216908664941525e-05,3.3433508659998422e-09,3.3433508659998422e-09,3.3433508659998422e-09
1999,3.575435299093702e-05,3.549715029852304e-09,3.549715029852304e-09,3.549715029852304e-09
2000,3.584045563392075e-05,3.779293513060468e-09,3.779293513060468e-09,3.779293513060468e-09
2001,3.54651414714421e-05,3.854094884506562e-09,3.854094884506562e-09,3.854094884506562e-09
2002,3.5146403596237565e-05,3.7130873296677335e-09,3.7130873296677335e-09,3.7130873296677335e-09
2003,3.474078039289452e-05,3.6319126119264767e-09,3.6319126119264767e-09,3.6319126119264767e-09
2004,3.441804957609358e-05,3.729131162596591e-09,3.729131162596591e-09,3.729131162596591e-09
2005,3.424342139624059e-05,3.382335284867517e-09,3.382335284867517e-09,3.382335284867517e-09
2006,3.389965110857572e-05,3.0251772674207344e-09,3.0251772674207344e-09,3.0251772674207344e-09
2007,3.386387782354307e-05,2.855673459605563e-09,2.855673459605563e-09,2.855673459605563e-09
2008,3.35951652752036e-05,2.3104557790785763e-09,2.3104557790785763e-09,2.3104557790785763e-09
2009,3.292088929031577e-05,2.04033020637492e-09,2.04033020637492e-09,2.04033020637492e-09
2010,3.24753688931066e-05,1.6752525160741121e-09,1.6752525160741121e-09,1.6752525160741121e-09
2011,3.202904554200359e-05,1.5278763571784688e-09,1.5278763571784688e-09,1.5278763571784688e-09
2012,3.1812561376552496e-05,2.029767726912419e-09,2.029767726912419e-09,2.029767726912419e-09
2013,3.1636672896898487e-05,1.934196509305914e-09,1.934196509305914e-09,1.934196509305914e-09
2014,3.13138791950353e-05,1.8130869900672459e-09,1.8130869900672459e-09,1.8130869900672459e-09
2015,3.121164315546464e-05,1.86670916026342e-09,1.86670916026342e-09,1.86670916026342e-09
2016,3.148039468214847e-05,2.122190352021087e-09,2.122190352021087e-09,2.122190352021087e-09
2017,3.1602390057135686e-05,2.342154803436358e-09,2.342154803436358e-09,2.342154803436358e-09
2018,3.173790537402965e-05,2.550611521989765e-09,2.550611521989765e-09,2.550611521989765e-09
2019,3.173226832586806e-05,1.9360678338298243e-09,1.9360678338298243e-09,1.9360678338298243e-09
