ngram,mark,mrk,mrk,mrk
1636,1.552106648107708e-05,1.6916412245596542e-07,1.6916412245596542e-07,1.6916412245596542e-07
1637,1.789842664428371e-05,1.6916412245596542e-07,1.6916412245596542e-07,1.6916412245596542e-07
1638,1.837746309060354e-05,3.03834196659279e-07,3.03834196659279e-07,3.03834196659279e-07
1639,1.8738823005800702e-05,3.03834196659279e-07,3.03834196659279e-07,3.03834196659279e-07
1640,1.9869572952302406e-05,3.03834196659279e-07,3.03834196659279e-07,3.03834196659279e-07
1641,2.0673890243675226e-05,3.03834196659279e-07,3.03834196659279e-07,3.03834196659279e-07
1642,2.5784900701962344e-05,2.215144832007354e-07,2.215144832007354e-07,2.215144832007354e-07
1643,2.4642117620844927e-05,1.3467007420331356e-07,1.3467007420331356e-07,1.3467007420331356e-07
1644,2.5090376116817685e-05,1.3467007420331356e-07,1.3467007420331356e-07,1.3467007420331356e-07
1645,2.7067006677888067e-05,4.9116830983361326e-08,4.9116830983361326e-08,4.9116830983361326e-08
1646,2.93506719961962e-05,4.9116830983361326e-08,4.9116830983361326e-08,4.9116830983361326e-08
1647,2.9275089088644434e-05,4.9116830983361326e-08,4.9116830983361326e-08,4.9116830983361326e-08
1648,3.39023194361029e-05,9.496606675643956e-08,9.496606675643956e-08,9.496606675643956e-08
1649,2.896966712536856e-05,9.496606675643956e-08,9.496606675643956e-08,9.496606675643956e-08
1650,3.458323901993156e-05,9.496606675643956e-08,9.496606675643956e-08,9.496606675643956e-08
1651,3.768814765083205e-05,1.8096622917645228e-07,1.8096622917645228e-07,1.8096622917645228e-07
1652,3.960429759380142e-05,1.3184939819309095e-07,1.3184939819309095e-07,1.3184939819309095e-07
1653,4.2178194624804224e-05,2.072251764470171e-07,2.072251764470171e-07,2.072251764470171e-07
1654,4.6319086063054525e-05,2.4870836260301334e-07,2.4870836260301334e-07,2.4870836260301334e-07
1655,4.4083612270437046e-05,2.0285912682993512e-07,2.0285912682993512e-07,2.0285912682993512e-07
1656,4.574111855098246e-05,2.0285912682993512e-07,2.0285912682993512e-07,2.0285912682993512e-07
1657,4.470920794119593e-05,2.0285912682993512e-07,2.0285912682993512e-07,2.0285912682993512e-07
1658,4.373699240594371e-05,1.168589644099224e-07,1.168589644099224e-07,1.168589644099224e-07
1659,4.49361091991055e-05,1.168589644099224e-07,1.168589644099224e-07,1.168589644099224e-07
1660,4.163000812695827e-05,4.1483186155996266e-08,4.1483186155996266e-08,4.1483186155996266e-08
1661,4.178428441394187e-05,0.0,0.0,0.0
1662,4.3569044854458685e-05,0.0,0.0,0.0
1663,4.119716894430374e-05,0.0,0.0,0.0
1664,4.167536410802443e-05,3.9302981187055204e-08,3.9302981187055204e-08,3.9302981187055204e-08
1665,3.890462098102684e-05,3.9302981187055204e-08,3.9302981187055204e-08,3.9302981187055204e-08
1666,3.813190596702043e-05,1.591481699441439e-07,1.591481699441439e-07,1.591481699441439e-07
1667,4.018986276475646e-05,1.9160048582632173e-07,1.9160048582632173e-07,1.9160048582632173e-07
1668,3.99499089585983e-05,1.9160048582632173e-07,1.9160048582632173e-07,1.9160048582632173e-07
1669,3.835502684523817e-05,1.9160048582632173e-07,1.9160048582632173e-07,1.9160048582632173e-07
1670,3.8320733178157494e-05,1.9160048582632173e-07,1.9160048582632173e-07,1.9160048582632173e-07
1671,3.5822667216832216e-05,1.914076973110111e-07,1.914076973110111e-07,1.914076973110111e-07
1672,3.828255596870024e-05,1.914076973110111e-07,1.914076973110111e-07,1.914076973110111e-07
1673,3.898814715544826e-05,9.630537890968429e-08,9.630537890968429e-08,9.630537890968429e-08
1674,3.7118895436703626e-05,9.638358733354835e-08,9.638358733354835e-08,9.638358733354835e-08
1675,3.6059728050271845e-05,9.638358733354835e-08,9.638358733354835e-08,9.638358733354835e-08
1676,3.7570102514499535e-05,9.638358733354835e-08,9.638358733354835e-08,9.638358733354835e-08
1677,3.84610918575033e-05,9.638358733354835e-08,9.638358733354835e-08,9.638358733354835e-08
1678,3.866347573680936e-05,5.727339466180378e-08,5.727339466180378e-08,5.727339466180378e-08
1679,3.6476943673083694e-05,5.727339466180378e-08,5.727339466180378e-08,5.727339466180378e-08
1680,3.538258092053833e-05,5.063245315081336e-08,5.063245315081336e-08,5.063245315081336e-08
1681,3.412204569031019e-05,1.8101928844771464e-08,1.8101928844771464e-08,1.8101928844771464e-08
1682,3.32925849631595e-05,1.8101928844771464e-08,1.8101928844771464e-08,1.8101928844771464e-08
1683,3.380840930081571e-05,6.223638544205252e-08,6.223638544205252e-08,6.223638544205252e-08
1684,3.3561115352702995e-05,6.223638544205252e-08,6.223638544205252e-08,6.223638544205252e-08
1685,3.1789603651434716e-05,6.223638544205252e-08,6.223638544205252e-08,6.223638544205252e-08
1686,3.4696943527835954e-05,6.223638544205252e-08,6.223638544205252e-08,6.223638544205252e-08
1687,3.346942711297223e-05,8.533454628637368e-08,8.533454628637368e-08,8.533454628637368e-08
1688,3.3662911976404886e-05,8.533454628637368e-08,8.533454628637368e-08,8.533454628637368e-08
1689,3.271172369880203e-05,8.533454628637368e-08,8.533454628637368e-08,8.533454628637368e-08
1690,2.915775725601374e-05,4.1200089689092627e-08,4.1200089689092627e-08,4.1200089689092627e-08
1691,3.04309342027409e-05,4.1200089689092627e-08,4.1200089689092627e-08,4.1200089689092627e-08
1692,3.066568206122611e-05,4.1200089689092627e-08,4.1200089689092627e-08,4.1200089689092627e-08
1693,2.8322342196978362e-05,4.1200089689092627e-08,4.1200089689092627e-08,4.1200089689092627e-08
1694,2.737333540738161e-05,0.0,0.0,0.0
1695,2.6436308741852243e-05,0.0,0.0,0.0
1696,2.671093586416516e-05,0.0,0.0,0.0
1697,2.7149548519186544e-05,0.0,0.0,0.0
1698,2.4685593806290334e-05,1.0371270572509924e-08,1.0371270572509924e-08,1.0371270572509924e-08
1699,2.4423641402141323e-05,1.0371270572509924e-08,1.0371270572509924e-08,1.0371270572509924e-08
1700,2.3492684704251587e-05,2.3369123271420123e-08,2.3369123271420123e-08,2.3369123271420123e-08
1701,2.2048102826894528e-05,2.3369123271420123e-08,2.3369123271420123e-08,2.3369123271420123e-08
1702,2.0521797653470587e-05,2.3369123271420123e-08,2.3369123271420123e-08,2.3369123271420123e-08
1703,2.009929864600833e-05,3.4410333122585664e-08,3.4410333122585664e-08,3.4410333122585664e-08
1704,1.9197142007344936e-05,3.4410333122585664e-08,3.4410333122585664e-08,3.4410333122585664e-08
1705,1.965123712060241e-05,2.403906255007574e-08,2.403906255007574e-08,2.403906255007574e-08
1706,2.209411624270225e-05,3.5114445446587135e-08,3.5114445446587135e-08,3.5114445446587135e-08
1707,2.105301791743841e-05,3.426904575982397e-08,3.426904575982397e-08,3.426904575982397e-08
1708,2.1125296240955193e-05,3.426904575982397e-08,3.426904575982397e-08,3.426904575982397e-08
1709,2.12277140495384e-05,3.426904575982397e-08,3.426904575982397e-08,3.426904575982397e-08
1710,2.074609502804898e-05,4.044285922028783e-08,4.044285922028783e-08,4.044285922028783e-08
1711,2.140750036362858e-05,5.013518793768006e-08,5.013518793768006e-08,5.013518793768006e-08
1712,2.0060622383815435e-05,5.013518793768006e-08,5.013518793768006e-08,5.013518793768006e-08
1713,1.7708832014510074e-05,3.905980504116867e-08,3.905980504116867e-08,3.905980504116867e-08
1714,1.8300815619503347e-05,2.690735202902163e-08,2.690735202902163e-08,2.690735202902163e-08
1715,1.8242308604905183e-05,2.690735202902163e-08,2.690735202902163e-08,2.690735202902163e-08
1716,1.8625624891553472e-05,3.576231019256479e-08,3.576231019256479e-08,3.576231019256479e-08
1717,1.9196989991801922e-05,1.8547286880935384e-08,1.8547286880935384e-08,1.8547286880935384e-08
1718,1.9738032018982006e-05,8.854958163543155e-09,8.854958163543155e-09,8.854958163543155e-09
1719,1.9871055233774575e-05,1.543982922466317e-08,1.543982922466317e-08,1.543982922466317e-08
1720,2.0850266602272833e-05,1.543982922466317e-08,1.543982922466317e-08,1.543982922466317e-08
1721,1.9977699854020363e-05,1.543982922466317e-08,1.543982922466317e-08,1.543982922466317e-08
1722,2.338168308467305e-05,1.543982922466317e-08,1.543982922466317e-08,1.543982922466317e-08
1723,2.526243497413816e-05,6.584871061120014e-09,6.584871061120014e-09,6.584871061120014e-09
1724,2.422910893074004e-05,1.8326710561820747e-08,1.8326710561820747e-08,1.8326710561820747e-08
1725,2.3710857021796983e-05,1.8326710561820747e-08,1.8326710561820747e-08,1.8326710561820747e-08
1726,2.3951803216602586e-05,1.1741839500700735e-08,1.1741839500700735e-08,1.1741839500700735e-08
1727,2.26331910328424e-05,1.1741839500700735e-08,1.1741839500700735e-08,1.1741839500700735e-08
1728,2.3329476139874066e-05,1.1741839500700735e-08,1.1741839500700735e-08,1.1741839500700735e-08
1729,2.0402393732053626e-05,1.1741839500700735e-08,1.1741839500700735e-08,1.1741839500700735e-08
1730,2.1076165856876677e-05,1.1741839500700735e-08,1.1741839500700735e-08,1.1741839500700735e-08
1731,2.2069953567032436e-05,0.0,0.0,0.0
1732,2.3547460711727452e-05,0.0,0.0,0.0
1733,2.4345173577395534e-05,0.0,0.0,0.0
1734,2.5561261021981147e-05,5.161731613562941e-09,5.161731613562941e-09,5.161731613562941e-09
1735,2.61768681022139e-05,1.1628657655852034e-08,1.1628657655852034e-08,1.1628657655852034e-08
1736,2.6318144851497243e-05,1.1628657655852034e-08,1.1628657655852034e-08,1.1628657655852034e-08
1737,2.4266834381186137e-05,1.1628657655852034e-08,1.1628657655852034e-08,1.1628657655852034e-08
1738,2.3507154245245537e-05,1.1628657655852034e-08,1.1628657655852034e-08,1.1628657655852034e-08
1739,2.1412500375715483e-05,1.1628657655852034e-08,1.1628657655852034e-08,1.1628657655852034e-08
1740,2.0852965462836437e-05,1.1628657655852034e-08,1.1628657655852034e-08,1.1628657655852034e-08
1741,2.0385765050637667e-05,6.466926042289092e-09,6.466926042289092e-09,6.466926042289092e-09
1742,2.152637352992315e-05,0.0,0.0,0.0
1743,2.1541083957085254e-05,0.0,0.0,0.0
1744,2.402593184212622e-05,0.0,0.0,0.0
1745,2.5247872534756815e-05,0.0,0.0,0.0
1746,2.679117564444563e-05,0.0,0.0,0.0
1747,2.875814425351564e-05,0.0,0.0,0.0
1748,2.8925879762807328e-05,0.0,0.0,0.0
1749,2.846278558925925e-05,4.955280376504691e-09,4.955280376504691e-09,4.955280376504691e-09
1750,3.061435849563817e-05,8.254011823234059e-09,8.254011823234059e-09,8.254011823234059e-09
1751,2.9967864715477583e-05,1.1823150458667442e-08,1.1823150458667442e-08,1.1823150458667442e-08
1752,3.073819061683025e-05,1.1823150458667442e-08,1.1823150458667442e-08,1.1823150458667442e-08
1753,3.247931480083415e-05,1.1823150458667442e-08,1.1823150458667442e-08,1.1823150458667442e-08
1754,3.4499984914353785e-05,1.1823150458667442e-08,1.1823150458667442e-08,1.1823150458667442e-08
1755,3.681491294368503e-05,1.1823150458667442e-08,1.1823150458667442e-08,1.1823150458667442e-08
1756,3.739893924960468e-05,6.867870082162751e-09,6.867870082162751e-09,6.867870082162751e-09
1757,3.9034911294168394e-05,3.569138635433384e-09,3.569138635433384e-09,3.569138635433384e-09
1758,4.0618353523314e-05,6.215169585337727e-09,6.215169585337727e-09,6.215169585337727e-09
1759,4.2122583441336504e-05,6.215169585337727e-09,6.215169585337727e-09,6.215169585337727e-09
1760,4.45967775054409e-05,6.215169585337727e-09,6.215169585337727e-09,6.215169585337727e-09
1761,4.542596070677973e-05,6.215169585337727e-09,6.215169585337727e-09,6.215169585337727e-09
1762,4.803062620339915e-05,6.215169585337727e-09,6.215169585337727e-09,6.215169585337727e-09
1763,5.0202240215315085e-05,6.215169585337727e-09,6.215169585337727e-09,6.215169585337727e-09
1764,5.0988043637646895e-05,9.02584927432924e-09,9.02584927432924e-09,9.02584927432924e-09
1765,5.119486065398503e-05,5.758088101564291e-09,5.758088101564291e-09,5.758088101564291e-09
1766,5.212209621926637e-05,5.758088101564291e-09,5.758088101564291e-09,5.758088101564291e-09
1767,5.067796207315821e-05,5.758088101564291e-09,5.758088101564291e-09,5.758088101564291e-09
1768,5.084010315061148e-05,5.758088101564291e-09,5.758088101564291e-09,5.758088101564291e-09
1769,4.903690829191224e-05,5.758088101564291e-09,5.758088101564291e-09,5.758088101564291e-09
1770,5.060337103454263e-05,5.758088101564291e-09,5.758088101564291e-09,5.758088101564291e-09
1771,5.116670113888436e-05,2.9474084125727782e-09,2.9474084125727782e-09,2.9474084125727782e-09
1772,5.149899880052544e-05,0.0,0.0,0.0
1773,5.1411869727806856e-05,0.0,0.0,0.0
1774,5.1823911365188125e-05,0.0,0.0,0.0
1775,5.197268131139156e-05,0.0,0.0,0.0
1776,5.407584675205206e-05,0.0,0.0,0.0
1777,5.377126789036473e-05,0.0,0.0,0.0
1778,5.213088245779675e-05,0.0,0.0,0.0
1779,5.340882749546186e-05,2.5616857206906776e-09,2.5616857206906776e-09,2.5616857206906776e-09
1780,5.3693408907357866e-05,2.5616857206906776e-09,2.5616857206906776e-09,2.5616857206906776e-09
1781,5.388103558548859e-05,2.5616857206906776e-09,2.5616857206906776e-09,2.5616857206906776e-09
1782,5.4125561291584745e-05,2.5616857206906776e-09,2.5616857206906776e-09,2.5616857206906776e-09
1783,5.36084891271977e-05,2.5616857206906776e-09,2.5616857206906776e-09,2.5616857206906776e-09
1784,5.335658715921454e-05,5.89062995207509e-09,5.89062995207509e-09,5.89062995207509e-09
1785,5.4747726868039793e-05,5.89062995207509e-09,5.89062995207509e-09,5.89062995207509e-09
1786,5.313765411431502e-05,3.328944231384412e-09,3.328944231384412e-09,3.328944231384412e-09
1787,5.385564665110516e-05,4.618085850235534e-09,4.618085850235534e-09,4.618085850235534e-09
1788,5.372422206814268e-05,4.618085850235534e-09,4.618085850235534e-09,4.618085850235534e-09
1789,5.228097922684226e-05,4.618085850235534e-09,4.618085850235534e-09,4.618085850235534e-09
1790,5.189900028718901e-05,4.618085850235534e-09,4.618085850235534e-09,4.618085850235534e-09
1791,5.135003708086775e-05,1.2891416188511228e-09,1.2891416188511228e-09,1.2891416188511228e-09
1792,5.1232700310980105e-05,1.2891416188511228e-09,1.2891416188511228e-09,1.2891416188511228e-09
1793,5.288982720230706e-05,1.2891416188511228e-09,1.2891416188511228e-09,1.2891416188511228e-09
1794,5.329465732627016e-05,0.0,0.0,0.0
1795,5.3849450133774166e-05,0.0,0.0,0.0
1796,5.429980176683914e-05,0.0,0.0,0.0
1797,5.3705371621098106e-05,5.66923650881433e-10,5.66923650881433e-10,5.66923650881433e-10
1798,5.4812840452151636e-05,5.66923650881433e-10,5.66923650881433e-10,5.66923650881433e-10
1799,5.4754825604114945e-05,5.66923650881433e-10,5.66923650881433e-10,5.66923650881433e-10
1800,5.3658792499585874e-05,9.78587560191662e-10,9.78587560191662e-10,9.78587560191662e-10
1801,5.3130407260531296e-05,9.78587560191662e-10,9.78587560191662e-10,9.78587560191662e-10
1802,5.326492672403609e-05,1.8468411561960757e-09,1.8468411561960757e-09,1.8468411561960757e-09
1803,5.3920462960377336e-05,2.197841115452499e-09,2.197841115452499e-09,2.197841115452499e-09
1804,5.447687622758427e-05,2.2410725656182453e-09,2.2410725656182453e-09,2.2410725656182453e-09
1805,5.371759211162238e-05,2.500750067342088e-09,2.500750067342088e-09,2.500750067342088e-09
1806,5.3753015630978295e-05,2.500750067342088e-09,2.500750067342088e-09,2.500750067342088e-09
1807,5.403268888975228e-05,2.507528613320582e-09,2.507528613320582e-09,2.507528613320582e-09
1808,5.348203974010955e-05,2.507528613320582e-09,2.507528613320582e-09,2.507528613320582e-09
1809,5.2275443782231635e-05,1.8201998321286185e-09,1.8201998321286185e-09,1.8201998321286185e-09
1810,5.226449814342361e-05,1.9050751769762134e-09,1.9050751769762134e-09,1.9050751769762134e-09
1811,5.172720817167179e-05,1.998071898410915e-09,1.998071898410915e-09,1.998071898410915e-09
1812,5.1750688206604014e-05,1.977102656195281e-09,1.977102656195281e-09,1.977102656195281e-09
1813,5.119958015192034e-05,2.559040836379113e-09,2.559040836379113e-09,2.559040836379113e-09
1814,5.099269037600607e-05,2.1405983810903908e-09,2.1405983810903908e-09,2.1405983810903908e-09
1815,5.1143425870187844e-05,2.3337390908650946e-09,2.3337390908650946e-09,2.3337390908650946e-09
1816,5.2015504479641095e-05,2.533159713737275e-09,2.533159713737275e-09,2.533159713737275e-09
1817,5.1104208978358656e-05,2.4399795517382472e-09,2.4399795517382472e-09,2.4399795517382472e-09
1818,5.177958051457868e-05,2.0948974618509706e-09,2.0948974618509706e-09,2.0948974618509706e-09
1819,5.182231793047062e-05,1.8561892023427617e-09,1.8561892023427617e-09,1.8561892023427617e-09
1820,5.218348451307975e-05,1.8638387658650603e-09,1.8638387658650603e-09,1.8638387658650603e-09
1821,5.2397368563106284e-05,2.2495015374244888e-09,2.2495015374244888e-09,2.2495015374244888e-09
1822,5.2127906591132546e-05,2.3058986307690687e-09,2.3058986307690687e-09,2.3058986307690687e-09
1823,5.163527800635036e-05,2.206478729885727e-09,2.206478729885727e-09,2.206478729885727e-09
1824,5.2083942656671365e-05,1.8637835877807365e-09,1.8637835877807365e-09,1.8637835877807365e-09
1825,5.0875803156356725e-05,1.6323306595289466e-09,1.6323306595289466e-09,1.6323306595289466e-09
1826,5.015000091849028e-05,1.7508289024930385e-09,1.7508289024930385e-09,1.7508289024930385e-09
1827,4.9782009487639046e-05,1.3703823710718511e-09,1.3703823710718511e-09,1.3703823710718511e-09
1828,4.983084207716664e-05,1.095048908693132e-09,1.095048908693132e-09,1.095048908693132e-09
1829,4.95535132358782e-05,1.0563339409535339e-09,1.0563339409535339e-09,1.0563339409535339e-09
1830,4.9172737947498846e-05,7.754084041522447e-10,7.754084041522447e-10,7.754084041522447e-10
1831,4.8424655687995255e-05,7.754084041522447e-10,7.754084041522447e-10,7.754084041522447e-10
1832,4.877965121912504e-05,7.339410587218051e-10,7.339410587218051e-10,7.339410587218051e-10
1833,4.86884725562829e-05,6.9792107807284e-10,6.9792107807284e-10,6.9792107807284e-10
1834,4.9353773127742375e-05,4.887798657878964e-10,4.887798657878964e-10,4.887798657878964e-10
1835,4.8497244279133156e-05,5.460173583112951e-10,5.460173583112951e-10,5.460173583112951e-10
1836,4.846070338057221e-05,6.354392409083484e-10,6.354392409083484e-10,6.354392409083484e-10
1837,4.845753522074249e-05,7.128806513355203e-10,7.128806513355203e-10,7.128806513355203e-10
1838,4.851682232193915e-05,1.0945093799539863e-09,1.0945093799539863e-09,1.0945093799539863e-09
1839,4.803979702826057e-05,1.0093599210416114e-09,1.0093599210416114e-09,1.0093599210416114e-09
1840,4.806796641787514e-05,1.304811473154136e-09,1.304811473154136e-09,1.304811473154136e-09
1841,4.6949977071822756e-05,1.4447666951689087e-09,1.4447666951689087e-09,1.4447666951689087e-09
1842,4.719684979396074e-05,1.520461653406865e-09,1.520461653406865e-09,1.520461653406865e-09
1843,4.686273937945121e-05,1.2857914653631651e-09,1.2857914653631651e-09,1.2857914653631651e-09
1844,4.690817097850543e-05,1.4754814830248669e-09,1.4754814830248669e-09,1.4754814830248669e-09
1845,4.6786068976091754e-05,1.3608078156376484e-09,1.3608078156376484e-09,1.3608078156376484e-09
1846,4.65764912535503e-05,1.6216898141812359e-09,1.6216898141812359e-09,1.6216898141812359e-09
1847,4.641142108344606e-05,1.546787317277928e-09,1.546787317277928e-09,1.546787317277928e-09
1848,4.6238362431592706e-05,1.844333495450355e-09,1.844333495450355e-09,1.844333495450355e-09
1849,4.627468920911529e-05,1.9235089552895245e-09,1.9235089552895245e-09,1.9235089552895245e-09
1850,4.61377104719369e-05,2.3801034318030443e-09,2.3801034318030443e-09,2.3801034318030443e-09
1851,4.598694379507963e-05,3.134401103745331e-09,3.134401103745331e-09,3.134401103745331e-09
1852,4.58877303961864e-05,3.019130754923692e-09,3.019130754923692e-09,3.019130754923692e-09
1853,4.5968688937136903e-05,3.1925828171606797e-09,3.1925828171606797e-09,3.1925828171606797e-09
1854,4.587545117828995e-05,3.748087158100028e-09,3.748087158100028e-09,3.748087158100028e-09
1855,4.600220563588664e-05,3.5730945028130836e-09,3.5730945028130836e-09,3.5730945028130836e-09
1856,4.6072871295369365e-05,3.747645321056885e-09,3.747645321056885e-09,3.747645321056885e-09
