ngram,score,sore,scre,scre
1769,7.666812507522991e-06,8.513619182589796e-06,8.30892738739359e-09,8.30892738739359e-09
1770,7.418788949767727e-06,8.421501531431983e-06,1.4074770555388178e-08,1.4074770555388178e-08
1771,7.871633767665895e-06,8.594399462578752e-06,1.4074770555388178e-08,1.4074770555388178e-08
1772,7.60429786948537e-06,8.442262761881076e-06,1.4074770555388178e-08,1.4074770555388178e-08
1773,7.865855423005996e-06,8.452046975954935e-06,1.4074770555388178e-08,1.4074770555388178e-08
1774,7.395889367346951e-06,8.056541966133019e-06,1.1130268262604659e-08,1.1130268262604659e-08
1775,6.821327977896934e-06,7.537683619115601e-06,8.654532328884151e-09,8.654532328884151e-09
1776,6.936732461326756e-06,8.258235214140899e-06,8.654532328884151e-09,8.654532328884151e-09
1777,6.774330878605335e-06,8.407889449050085e-06,2.8886891608895635e-09,2.8886891608895635e-09
1778,6.372033567458857e-06,8.020630892653052e-06,2.8886891608895635e-09,2.8886891608895635e-09
1779,6.480095375341729e-06,7.960578581592667e-06,2.8886891608895635e-09,2.8886891608895635e-09
1780,6.2889631148469305e-06,8.087095661072194e-06,2.8886891608895635e-09,2.8886891608895635e-09
1781,6.892480801720272e-06,8.510329865073021e-06,2.8886891608895635e-09,2.8886891608895635e-09
1782,6.893771829449438e-06,9.009754519086397e-06,0.0,0.0
1783,7.007915493366974e-06,8.443842878997592e-06,4.349198081042362e-09,4.349198081042362e-09
1784,7.156561618363152e-06,8.50623577467299e-06,6.013670196734568e-09,6.013670196734568e-09
1785,7.316301824695464e-06,9.027576327623268e-06,7.631792594712091e-09,7.631792594712091e-09
1786,7.078420237251391e-06,8.630615086856e-06,7.631792594712091e-09,7.631792594712091e-09
1787,7.057579231124171e-06,8.494232588418527e-06,7.631792594712091e-09,7.631792594712091e-09
1788,6.538877252231552e-06,8.4049512614521e-06,1.1551448813358028e-08,1.1551448813358028e-08
1789,6.772815270648737e-06,7.941825125661645e-06,1.387821844746538e-08,1.387821844746538e-08
1790,7.0613679261961285e-06,8.029734804689984e-06,1.0633868769665306e-08,1.0633868769665306e-08
1791,7.30496913092793e-06,7.768737240050022e-06,1.4399227714940416e-08,1.4399227714940416e-08
1792,7.779193505744583e-06,7.435049480721188e-06,1.3869367368865174e-08,1.3869367368865174e-08
1793,8.215048442902376e-06,8.589831720330818e-06,1.7813455853245485e-08,1.7813455853245485e-08
1794,8.527241724160766e-06,8.375364944056076e-06,1.7813455853245485e-08,1.7813455853245485e-08
1795,8.747677903946688e-06,8.120867667977499e-06,1.4807071759191461e-08,1.4807071759191461e-08
1796,8.538411358521053e-06,8.545123429420138e-06,1.4376625350515887e-08,1.4376625350515887e-08
1797,8.460518334426784e-06,8.842613689401852e-06,1.4972547899917898e-08,1.4972547899917898e-08
1798,8.887716571085288e-06,9.387111146809599e-06,1.1857343551469057e-08,1.1857343551469057e-08
1799,8.61745216492896e-06,9.282667113958659e-06,1.7377547147288752e-08,1.7377547147288752e-08
1800,8.627831578321223e-06,8.794447109851586e-06,1.5491778146018272e-08,1.5491778146018272e-08
1801,8.640521108255988e-06,9.154899998975452e-06,1.7813480595358603e-08,1.7813480595358603e-08
1802,8.889252447780954e-06,1.0036224661494739e-05,2.1675603280511624e-08,2.1675603280511624e-08
1803,9.273955973705078e-06,1.0171898273776086e-05,2.4693279421228453e-08,2.4693279421228453e-08
1804,9.48028783958372e-06,1.0631320557357477e-05,2.878898211885631e-08,2.878898211885631e-08
1805,9.766445275870086e-06,1.1168436425837821e-05,3.244693808872918e-08,3.244693808872918e-08
1806,9.915405826177448e-06,1.2043616931935372e-05,2.8941073537680495e-08,2.8941073537680495e-08
1807,1.0157061816633878e-05,1.3572236249664066e-05,3.0230293696880447e-08,3.0230293696880447e-08
1808,1.025600301675565e-05,1.3763895107591192e-05,3.0732949391725535e-08,3.0732949391725535e-08
1809,1.0246407327940688e-05,1.3300945413772882e-05,2.8490501894192936e-08,2.8490501894192936e-08
1810,1.0245178470670777e-05,1.3127314819679928e-05,2.7499380296701148e-08,2.7499380296701148e-08
1811,1.0144026548784626e-05,1.2528900827289493e-05,2.4749897877183813e-08,2.4749897877183813e-08
1812,9.451740749812285e-06,1.2191004446192113e-05,2.1880522536678526e-08,2.1880522536678526e-08
1813,9.339684506163134e-06,1.1444062563116728e-05,1.9941797800372896e-08,1.9941797800372896e-08
1814,9.25511488146315e-06,9.977654761834337e-06,1.847488143421775e-08,1.847488143421775e-08
1815,9.248605497954746e-06,1.0127269628615718e-05,1.8354493163436862e-08,1.8354493163436862e-08
1816,9.22639186943083e-06,1.0018930619740526e-05,1.8674136649719586e-08,1.8674136649719586e-08
1817,9.243670319847297e-06,1.0000928211541447e-05,1.680742973369271e-08,1.680742973369271e-08
1818,9.434959143358615e-06,1.008754874679393e-05,1.5371752252032626e-08,1.5371752252032626e-08
1819,9.607957378778207e-06,1.0357452343409282e-05,1.3921816715318463e-08,1.3921816715318463e-08
1820,9.899052851583942e-06,1.0467688688160187e-05,1.5411085106466415e-08,1.5411085106466415e-08
1821,1.0068337100424937e-05,1.0595705784258566e-05,1.5330221409775343e-08,1.5330221409775343e-08
1822,1.0263604703400883e-05,1.0585347289244445e-05,1.524639842947246e-08,1.524639842947246e-08
1823,1.0370489690103568e-05,1.0786521540597147e-05,1.3798435283263188e-08,1.3798435283263188e-08
1824,1.053105071540423e-05,1.0956408784425418e-05,1.2949344580753014e-08,1.2949344580753014e-08
1825,1.0385046672516702e-05,1.0936050005381861e-05,1.3490516513416293e-08,1.3490516513416293e-08
1826,1.049014437220259e-05,1.0392752821124824e-05,1.4325707731188686e-08,1.4325707731188686e-08
1827,1.0470623497634993e-05,1.0559213738555887e-05,1.3659404528100692e-08,1.3659404528100692e-08
1828,1.0373661228056466e-05,1.0838206175581685e-05,1.3073267294113781e-08,1.3073267294113781e-08
1829,1.0184873385047208e-05,1.0171900872332376e-05,1.2069428758008729e-08,1.2069428758008729e-08
1830,1.0341896475957973e-05,1.0032501969752567e-05,1.23802828306501e-08,1.23802828306501e-08
1831,1.0273780909691205e-05,9.796760423341766e-06,1.2659517244019623e-08,1.2659517244019623e-08
1832,1.026286320536331e-05,9.722606591822114e-06,1.2380319626613203e-08,1.2380319626613203e-08
1833,1.0125351894073123e-05,9.63745450072955e-06,1.2366204441402066e-08,1.2366204441402066e-08
1834,1.0049232904358568e-05,9.389329794170667e-06,1.2621988026190983e-08,1.2621988026190983e-08
1835,1.0184777368392264e-05,9.098021109821275e-06,1.3754300936292502e-08,1.3754300936292502e-08
1836,1.0368770485261588e-05,9.831535343047498e-06,1.3564155005545736e-08,1.3564155005545736e-08
1837,1.031545993360591e-05,9.958622935560665e-06,1.3087735847453326e-08,1.3087735847453326e-08
1838,1.046684376758224e-05,1.0060347839108935e-05,1.3814867979736586e-08,1.3814867979736586e-08
1839,1.0449613520384965e-05,1.0081329751951021e-05,1.338142726784294e-08,1.338142726784294e-08
1840,1.0717155808898887e-05,1.0110250903900514e-05,1.2494384701458979e-08,1.2494384701458979e-08
1841,1.0826656372436056e-05,1.0303406790106756e-05,1.2491043120478805e-08,1.2491043120478805e-08
1842,1.079097793470802e-05,1.0545861966550416e-05,1.2942618151815362e-08,1.2942618151815362e-08
1843,1.0883592429828631e-05,1.036576265635501e-05,1.4008287989903628e-08,1.4008287989903628e-08
1844,1.0864332060529186e-05,1.0340448170609307e-05,1.4639145387970335e-08,1.4639145387970335e-08
1845,1.0726897666505206e-05,1.061210137517524e-05,1.3693735288557361e-08,1.3693735288557361e-08
1846,1.076122927250773e-05,1.0613011129732644e-05,1.3688738904298653e-08,1.3688738904298653e-08
1847,1.064743641368945e-05,1.0805048597311334e-05,1.343475388080963e-08,1.343475388080963e-08
1848,1.0548395169150484e-05,1.0638412667114089e-05,1.2507974465693548e-08,1.2507974465693548e-08
1849,1.0567308891040739e-05,1.04298221361075e-05,1.1430129350945402e-08,1.1430129350945402e-08
1850,1.0561056894532936e-05,1.0431564727956097e-05,1.0172514767045219e-08,1.0172514767045219e-08
1851,1.0534759374942431e-05,1.0333985431186323e-05,9.602595417236768e-09,9.602595417236768e-09
1852,1.0543908761714452e-05,1.014025305526697e-05,9.952529086579683e-09,9.952529086579683e-09
1853,1.0630871266974801e-05,1.0031931716574555e-05,9.965458299835258e-09,9.965458299835258e-09
1854,1.074371890094231e-05,1.0034392679309739e-05,1.01976957671874e-08,1.01976957671874e-08
