ngram,history,hitory,hisory,histroy
1753,9.156131740642845e-05,0.0,7.2088704529603225e-09,0.0
1754,9.933339554533762e-05,0.0,7.2088704529603225e-09,0.0
1755,0.00010851543213772987,7.70661553620552e-09,3.569138635433384e-09,0.0
1756,0.00011328341913343008,1.0742086077795778e-08,3.569138635433384e-09,0.0
1757,0.00011877744379619668,1.987745587176245e-08,3.569138635433384e-09,0.0
1758,0.00011756202625942283,2.2985040664431315e-08,3.1075847926688637e-09,0.0
1759,0.0001244221067671398,2.2985040664431315e-08,3.1075847926688637e-09,0.0
1760,0.00012376247260752798,2.2985040664431315e-08,3.1075847926688637e-09,0.0
1761,0.00012670596645745848,2.5760608122839457e-08,3.1075847926688637e-09,0.0
1762,0.00012710992970304296,1.8053992586633934e-08,3.1075847926688637e-09,0.0
1763,0.00012323499374490763,1.5018522045043677e-08,5.946259357918799e-09,0.0
1764,0.00012507531833502332,5.8831522510770034e-09,8.756939046910312e-09,0.0
1765,0.0001318768668820017,1.751260952127203e-08,5.649354254241448e-09,0.0
1766,0.00013229520949867686,1.751260952127203e-08,5.649354254241448e-09,0.0
1767,0.0001386659184520665,2.3401614106839068e-08,8.593856547024968e-09,0.0
1768,0.00013998104363314008,2.062604664843093e-08,8.593856547024968e-09,2.682212547305036e-09
1769,0.00014343909320554564,2.062604664843093e-08,8.593856547024968e-09,2.682212547305036e-09
1770,0.00014590855737748955,2.062604664843093e-08,8.638103565772326e-09,2.682212547305036e-09
1771,0.00014950936643539796,2.062604664843093e-08,8.46006769401291e-09,2.682212547305036e-09
1772,0.00014399554804965322,4.2794151714328366e-08,1.3732231352037161e-08,2.682212547305036e-09
1773,0.000145411239438025,4.538934257019329e-08,1.632742220790208e-08,2.682212547305036e-09
1774,0.00014804837493492023,4.217280112430087e-08,1.3382919915118561e-08,2.682212547305036e-09
1775,0.00015423243374763324,4.217280112430087e-08,1.3382919915118561e-08,0.0
1776,0.00015619355794374963,4.217280112430087e-08,1.6095289418720833e-08,0.0
1777,0.0001590424861725686,4.8008901742946364e-08,1.6130418144046288e-08,2.9180503093227473e-09
1778,0.00015978104992037906,5.079004543923864e-08,1.3497774326814188e-08,2.9180503093227473e-09
1779,0.00016322469621497606,1.644658403116799e-08,8.225610668789938e-09,2.9180503093227473e-09
1780,0.000163590009573714,1.8549673796997013e-08,5.6304198129250185e-09,2.9180503093227473e-09
1781,0.0001623920792813546,1.5877210657322394e-08,5.6304198129250185e-09,2.9180503093227473e-09
1782,0.00015728983687170382,1.803534413876865e-08,5.6304198129250185e-09,2.9180503093227473e-09
1783,0.00016365863432708596,1.803534413876865e-08,2.9180503093227473e-09,2.9180503093227473e-09
1784,0.00016372799914928952,1.2199243520123154e-08,0.0,0.0
1785,0.00017238918891442672,1.2654344619785921e-08,0.0,0.0
1786,0.00017131846730730364,1.0092658899095243e-08,2.6801966360575793e-09,0.0
1787,0.00017090255278162658,6.683519896252424e-09,2.6801966360575793e-09,0.0
1788,0.00017347671590479358,6.683519896252424e-09,5.293300781821537e-09,0.0
1789,0.000172614845463873,4.52538641480617e-09,5.293300781821537e-09,0.0
1790,0.00016685128295128898,5.630234818048458e-09,8.607846118431034e-09,0.0
1791,0.00016374554252251983,7.802167293188437e-09,8.607846118431034e-09,1.0859662375699892e-09
1792,0.00015194408687031164,5.654184549135672e-09,8.607846118431034e-09,1.0859662375699892e-09
1793,0.00014961061450386687,5.654184549135672e-09,5.927649482373454e-09,4.044032537413906e-09
1794,0.00014935825103228645,9.354970893176479e-09,5.927649482373454e-09,5.042018104615766e-09
1795,0.00014780569056581174,1.3921331643018675e-08,8.79417783039571e-09,5.042018104615766e-09
1796,0.0001512659135706989,1.3921331643018675e-08,1.069050105582749e-08,5.990179717331654e-09
1797,0.0001512750459369272,1.2816483239776387e-08,7.942879370099426e-09,7.690950669975954e-09
1798,0.0001509783510950261,1.1223207442766027e-08,7.942879370099426e-09,6.6049844324059646e-09
1799,0.00015041078066652908,1.3739562947685208e-08,8.543648962903002e-09,6.6049844324059646e-09
1800,0.00015177200215735605,1.497455473905721e-08,9.36697678152346e-09,4.0585820418722764e-09
1801,0.0001552068383067048,1.1377648220392952e-08,1.0295657723194803e-08,3.060596474670417e-09
1802,0.0001558389319273244,8.547794662559584e-09,6.5525324214174165e-09,3.060596474670417e-09
1803,0.00015485760273544917,1.0302794490562356e-08,6.0602090330113305e-09,2.1124348619545278e-09
1804,0.00015742532351786003,1.2133259793703895e-08,6.408518033700667e-09,4.116639093102289e-10
1805,0.00015536392831044004,1.2333635636606135e-08,6.66819553542451e-09,4.116639093102289e-10
1806,0.00015498077430363213,9.763218487636647e-09,7.101626350472909e-09,6.702140112732227e-10
1807,0.0001556455432104745,9.992775305635502e-09,6.278298531852451e-09,2.5855010196299387e-10
1808,0.00014961275363540544,9.070480239919171e-09,5.8203439686924494e-09,2.5855010196299387e-10
1809,0.00014539013708209886,9.143221164314191e-09,4.988460834885546e-09,2.5855010196299387e-10
1810,0.0001432351834539856,8.042034276607118e-09,4.020336301963872e-09,2.5855010196299387e-10
1811,0.00014233819924161902,6.680336855120166e-09,3.1051036503931026e-09,2.5855010196299387e-10
1812,0.00014415926333250745,6.378720853104726e-09,3.5615509589145435e-09,2.5855010196299387e-10
1813,0.0001428128099567922,5.926458625436583e-09,2.915309358998895e-09,0.0
1814,0.00014369545221727873,4.670868152573908e-09,2.915309358998895e-09,0.0
1815,0.00014590136249483163,4.586423193611974e-09,2.6377236902622567e-09,0.0
1816,0.00014756854008218006,3.3476932495954006e-09,1.923272350902648e-09,0.0
1817,0.0001479487691540271,3.036575451404693e-09,2.172787331008611e-09,1.7134757105249524e-10
1818,0.0001450595716180812,3.283947034939315e-09,2.351822197305913e-09,1.7134757105249524e-10
1819,0.00014293468016798476,2.806530515922897e-09,2.23688715169804e-09,7.725373356899062e-10
1820,0.00014477831427939236,2.9615770312320576e-09,3.3228977347476985e-09,7.725373356899062e-10
1821,0.00014431339513976127,3.1382816662833032e-09,3.5800062438338743e-09,7.725373356899062e-10
1822,0.0001441540038545749,3.3758447783225976e-09,4.260247852906827e-09,1.1468440482989957e-09
1823,0.00014407572494487146,2.9457893743359673e-09,4.772388960207406e-09,1.2873068166996404e-09
1824,0.0001457628095522523,3.6760543656707714e-09,4.086998675997425e-09,1.2500792623271195e-09
1825,0.0001474584049511967,3.592998898405142e-09,4.287814214798402e-09,1.5033128710127487e-09
1826,0.0001528731663711369,3.948493643157747e-09,4.279115649121122e-09,1.0206213493394296e-09
1827,0.00015481047323971455,4.361785646952601e-09,3.746281681696725e-09,1.438903773909317e-09
1828,0.00015599594709263847,4.638098746337757e-09,3.8201611080828405e-09,1.6595623922707352e-09
1829,0.00015513738409416483,4.576448442428216e-09,3.227875903074765e-09,1.3555299581215407e-09
1830,0.00015748332953080535,5.10311748413983e-09,3.097389360868468e-09,1.215067189720896e-09
1831,0.00015817427109660848,4.49463063593011e-09,3.747651998255362e-09,1.1738418332590023e-09
1832,0.0001608166452829859,4.54274230930553e-09,3.793548903579287e-09,1.346355534995577e-09
1833,0.0001594006025698036,5.0945084341589924e-09,3.860883803140171e-09,1.5577703412919926e-09
1834,0.00015914556570351124,4.525653122097342e-09,3.5842299287277714e-09,1.3056083040094028e-09
1835,0.00016000879363023808,4.450161065047301e-09,3.923509200071911e-09,1.0849496856479846e-09
1836,0.00016233588602127775,4.1882115553448784e-09,4.017717967842925e-09,1.0146754071880893e-09
1837,0.0001626043813303113,4.295493865364668e-09,4.2203048040383754e-09,1.0146754071880893e-09
1838,0.00016419669762918993,4.365300819232841e-09,4.485951166088853e-09,1.3034094755884747e-09
1839,0.00016184094004399543,4.366138054276039e-09,4.81801823834108e-09,8.776621651662708e-10
1840,0.0001611539815452748,3.6100491167851648e-09,4.914051768675368e-09,1.0012649122513396e-09
1841,0.00016163385381722556,3.378515784595899e-09,4.389525441540952e-09,1.0450773579862016e-09
1842,0.00016055699753841118,3.339370906780508e-09,4.266597170803672e-09,1.2275236700125853e-09
1843,0.00016212441551033407,3.301424308535924e-09,4.415887528657387e-09,1.4242472598117013e-09
1844,0.00016311720329602913,3.3284044409498392e-09,4.242519097934811e-09,1.758161552852958e-09
1845,0.00016318632905105396,3.261295551076111e-09,3.5935651597286876e-09,2.1773979762075767e-09
1846,0.00016640784451738,3.6227906389082622e-09,3.3575147741414314e-09,2.6991619732947517e-09
1847,0.000169845884166924,5.047360783296182e-09,3.2683152692162108e-09,2.306251642040077e-09
1848,0.00017020939516701868,5.57247552863365e-09,3.4017984302486023e-09,2.205694159064718e-09
1849,0.00017161323298101446,5.831229626147254e-09,3.3381153397016305e-09,2.0769873836685396e-09
1850,0.00017095195445498184,6.4708597527892866e-09,3.3356881066838794e-09,1.9277337028254594e-09
1851,0.00017221284880568937,7.294466332550899e-09,3.1060711780384054e-09,1.7795337901662022e-09
1852,0.00017238539917993227,7.73740328950469e-09,3.5469780763313405e-09,1.180914921405929e-09
1853,0.00017222057379383062,7.852099542000296e-09,3.6525855038961807e-09,8.039289551524981e-10
1854,0.00017146175378002226,7.185390948905024e-09,3.490943978334826e-09,8.948290759163464e-10
1855,0.00017159431757006262,7.412924877111696e-09,3.585017838148019e-09,8.904572238296485e-10
1856,0.0001719390254168372,7.501410350028794e-09,3.3001572109979195e-09,1.2840069404543693e-09
1857,0.00017210606061520854,7.225227019854888e-09,3.740672739814345e-09,1.4290739385509304e-09
1858,0.0001711522594892553,6.176261343629871e-09,3.71486506635575e-09,1.3009630713981375e-09
1859,0.0001701666021420221,6.058235119914863e-09,3.311650049424892e-09,1.5861518963346454e-09
1860,0.00017039184915899699,5.936929424267743e-09,2.8672642514239654e-09,1.8683403276867747e-09
1861,0.00016914310149981508,5.649249449187924e-09,2.757652408012591e-09,1.886294775139368e-09
1862,0.0001687583842015426,5.6053598588131794e-09,3.0030411332252325e-09,2.0598826493729253e-09
1863,0.0001674306653772614,5.283635941464939e-09,3.1384110865673165e-09,2.1854479852796108e-09
1864,0.0001670066308828869,5.976554425960298e-09,2.222821672757748e-09,2.36967204985434e-09
1865,0.00016545764395102327,5.887011322869284e-09,2.186786434472359e-09,2.3562950876180164e-09
1866,0.0001658868942675846,5.935482010650211e-09,2.3245357067785174e-09,1.957339219276528e-09
1867,0.0001639365135425968,5.676387677360546e-09,2.400824824658595e-09,1.6167976719343763e-09
1868,0.0001635768504846575,5.547962851031636e-09,2.4983467517003533e-09,1.5369610346332203e-09
1869,0.0001624961753675182,5.3602052320554455e-09,2.2021328728781343e-09,1.4562990971863802e-09
1870,0.00016370486991945654,5.3364246355158684e-09,2.2903323206234306e-09,9.256809683856813e-10
1871,0.00016488810485628034,4.991586699532036e-09,2.486693565347967e-09,5.894960591097081e-10
1872,0.00016516835811281844,5.037466888069275e-09,2.6685282396497557e-09,6.681246389472761e-10
1873,0.00016584329257187034,4.821054159062246e-09,2.616219542593358e-09,7.74689158060988e-10
1874,0.00016595314082223922,4.6393406576734316e-09,3.191499826320816e-09,6.882642432172657e-10
1875,0.00016634255007375032,4.58767731740092e-09,3.17995150846327e-09,9.195610899721223e-10
1876,0.00016780902348857905,4.176771595254536e-09,3.2849162437794834e-09,7.21631655225303e-10
1877,0.00016799784914058234,3.942262643314669e-09,3.142165004378837e-09,7.842502084251127e-10
1878,0.0001686217084560277,3.4038615101142764e-09,3.3704183253848085e-09,7.799595057113504e-10
1879,0.00016856567734586342,3.3951964731723396e-09,3.053566875545398e-09,7.269320026878237e-10
1880,0.000167727329036487,3.231470012212055e-09,3.123892937979227e-09,6.963216630279894e-10
1881,0.00016676829129989658,3.0457120317858457e-09,2.5734282799965466e-09,9.172808346225025e-10
1882,0.00016588840350907828,2.7989041560618132e-09,2.5457820137678564e-09,7.584084907704839e-10
1883,0.0001657320889145402,2.531656122834696e-09,3.0556864181820386e-09,9.5114425462712e-10
1884,0.00016453574893863073,2.674754703438761e-09,3.203225732281315e-09,8.768001483591295e-10
1885,0.00016304130882157812,2.4715165945567362e-09,3.311981625461361e-09,8.985613443788867e-10
1886,0.00016346065759924904,2.5271703301450135e-09,3.4132987230301684e-09,1.0494426438967253e-09
1887,0.00016450856596098414,2.4259983387255245e-09,3.4779305467326692e-09,9.67911132196012e-10
1888,0.00016672060467369323,2.6097081162745894e-09,3.5178742775952644e-09,8.819661667658352e-10
1889,0.00016797335618840798,2.807814060621995e-09,3.5613871851580825e-09,7.984309562709362e-10
1890,0.00016862129476586624,3.2980619346645312e-09,3.3634059981579867e-09,7.574693412187067e-10
1891,0.00016965238942897746,3.3524993416276872e-09,3.2691189755240657e-09,9.317988483977961e-10
1892,0.0001701800210867077,3.771988975133565e-09,3.093141869620857e-09,1.008581789514145e-09
1893,0.00017077433169885938,3.930601590239137e-09,3.093995789730083e-09,9.954279305597019e-10
1894,0.00017032035352063498,4.167837852619982e-09,3.2096118144206034e-09,9.567095687097143e-10
1895,0.0001694643620534667,4.526479667278847e-09,3.139632205011773e-09,8.640377778336626e-10
1896,0.00016995087207760662,4.6378073445144506e-09,3.1075154195901534e-09,9.987097656808226e-10
1897,0.00016925595576010113,4.530703114267811e-09,2.949819785261606e-09,9.583961481572446e-10
1898,0.00016834549647423306,4.5056326288975666e-09,3.3745571733792954e-09,8.617847467386395e-10
1899,0.0001687770418357104,4.455015657965435e-09,3.625769335562674e-09,7.815969696852879e-10
1900,0.0001672950789465436,4.295301447854172e-09,4.071853457584698e-09,8.451009812583874e-10
1901,0.00016571495923147137,4.778434917592936e-09,4.288026378418408e-09,9.208742419402378e-10
1902,0.0001638580225907,4.445589039749263e-09,4.395555982686769e-09,1.1884610517931549e-09
