ngram,package,packge,packge,packge
1673,8.785037104124577e-08,0.0,0.0,0.0
1674,8.785037104124577e-08,0.0,0.0,0.0
1675,8.785037104124577e-08,0.0,0.0,0.0
1676,8.785037104124577e-08,0.0,0.0,0.0
1677,4.920120285792759e-08,0.0,0.0,0.0
1678,4.920120285792759e-08,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,4.032206594014756e-08,0.0,0.0,0.0
1683,4.032206594014756e-08,0.0,0.0,0.0
1684,4.032206594014756e-08,0.0,0.0,0.0
1685,4.032206594014756e-08,0.0,0.0,0.0
1686,4.032206594014756e-08,0.0,0.0,0.0
1687,4.032206594014756e-08,0.0,0.0,0.0
1688,4.032206594014756e-08,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,2.0770290884034433e-08,0.0,0.0,0.0
1691,2.0770290884034433e-08,0.0,0.0,0.0
1692,2.0770290884034433e-08,0.0,0.0,0.0
1693,2.0770290884034433e-08,0.0,0.0,0.0
1694,2.0770290884034433e-08,0.0,0.0,0.0
1695,2.0770290884034433e-08,0.0,0.0,0.0
1696,5.2262182391262154e-08,0.0,0.0,0.0
1697,1.5639216550360808e-07,0.0,0.0,0.0
1698,6.230993392364326e-07,0.0,0.0,0.0
1699,6.361688796070146e-07,0.0,0.0,0.0
1700,6.491667323059249e-07,0.0,0.0,0.0
1701,6.491667323059249e-07,0.0,0.0,0.0
1702,6.491667323059249e-07,0.0,0.0,0.0
1703,9.709935560359945e-07,0.0,0.0,0.0
1704,8.460932820396141e-07,0.0,0.0,0.0
1705,3.7938610830678954e-07,0.0,0.0,0.0
1706,3.6631656793620747e-07,0.0,0.0,0.0
1707,3.897760742737384e-07,0.0,0.0,0.0
1708,4.380054089584259e-07,0.0,0.0,0.0
1709,5.221805240905399e-07,0.0,0.0,0.0
1710,1.6886180885324264e-07,0.0,0.0,0.0
1711,1.6886180885324264e-07,0.0,0.0,0.0
1712,1.6886180885324264e-07,0.0,0.0,0.0
1713,1.904978392173819e-07,0.0,0.0,0.0
1714,1.2452040201489062e-06,9.571610551769742e-09,9.571610551769742e-09,9.571610551769742e-09
1715,1.1969746854642186e-06,9.571610551769742e-09,9.571610551769742e-09,9.571610551769742e-09
1716,1.1127995703321046e-06,9.571610551769742e-09,9.571610551769742e-09,9.571610551769742e-09
1717,1.1127995703321046e-06,9.571610551769742e-09,9.571610551769742e-09,9.571610551769742e-09
1718,1.1127995703321046e-06,9.571610551769742e-09,9.571610551769742e-09,9.571610551769742e-09
1719,1.1127995703321046e-06,9.571610551769742e-09,9.571610551769742e-09,9.571610551769742e-09
1720,1.0911635399679653e-06,9.571610551769742e-09,9.571610551769742e-09,9.571610551769742e-09
1721,3.5040232303020143e-08,0.0,0.0,0.0
1722,1.7413679285839733e-07,0.0,0.0,0.0
1723,1.7413679285839733e-07,0.0,0.0,0.0
1724,1.7413679285839733e-07,0.0,0.0,0.0
1725,1.7413679285839733e-07,0.0,0.0,0.0
1726,1.7413679285839733e-07,0.0,0.0,0.0
1727,1.7413679285839733e-07,0.0,0.0,0.0
1728,1.3909656055537717e-07,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,1.8775572081202492e-08,0.0,0.0,0.0
1733,1.8775572081202492e-08,0.0,0.0,0.0
1734,6.006942498970602e-08,0.0,0.0,0.0
1735,6.006942498970602e-08,0.0,0.0,0.0
1736,6.006942498970602e-08,0.0,0.0,0.0
1737,8.083430965858237e-08,0.0,0.0,0.0
1738,9.730975847332957e-08,0.0,0.0,0.0
1739,8.822693534479445e-08,0.0,0.0,0.0
1740,8.822693534479445e-08,0.0,0.0,0.0
1741,4.693308243629092e-08,0.0,0.0,0.0
1742,5.3310454717347966e-08,0.0,0.0,0.0
1743,7.257324189221695e-08,0.0,0.0,0.0
1744,5.1808357223340606e-08,0.0,0.0,0.0
1745,4.7956060456044725e-08,0.0,0.0,0.0
1746,6.31531972114122e-08,0.0,0.0,0.0
1747,7.56306524708959e-08,0.0,0.0,0.0
1748,1.739034145893064e-07,0.0,0.0,0.0
1749,1.7248132268475403e-07,0.0,0.0,0.0
1750,4.6000055066640145e-07,0.0,0.0,0.0
1751,5.028302153066631e-07,0.0,0.0,0.0
1752,4.980042435574563e-07,0.0,0.0,0.0
1753,5.737014023208888e-07,0.0,0.0,0.0
1754,6.030646336593495e-07,0.0,0.0,0.0
1755,5.625914860323584e-07,0.0,0.0,0.0
1756,5.879909120868174e-07,0.0,0.0,0.0
1757,3.421113622234121e-07,0.0,0.0,0.0
1758,3.583258094051546e-07,0.0,0.0,0.0
1759,3.609650138157251e-07,0.0,0.0,0.0
1760,4.1739862410850037e-07,0.0,0.0,0.0
1761,7.141771720041236e-07,0.0,0.0,0.0
1762,2.0540027431284865e-06,0.0,0.0,0.0
1763,2.4579652456882935e-06,0.0,0.0,0.0
1764,2.5966210383135798e-06,0.0,0.0,0.0
1765,2.6083147283933224e-06,0.0,0.0,0.0
1766,2.6522951778978106e-06,0.0,0.0,0.0
1767,2.5158860401981135e-06,0.0,0.0,0.0
1768,2.265779820780673e-06,0.0,0.0,0.0
1769,1.0996703606126954e-06,0.0,0.0,0.0
1770,7.374261891917351e-07,0.0,0.0,0.0
1771,5.77357590308176e-07,0.0,0.0,0.0
1772,7.491393116002396e-07,0.0,0.0,0.0
1773,7.23269577308981e-07,0.0,0.0,0.0
1774,7.748145683145984e-07,0.0,0.0,0.0
1775,7.642961646427336e-07,0.0,0.0,0.0
1776,5.870278272368523e-07,0.0,0.0,0.0
1777,6.754475541421405e-07,0.0,0.0,0.0
1778,6.609881881201675e-07,0.0,0.0,0.0
1779,6.56705442533426e-07,0.0,0.0,0.0
1780,6.704428666840354e-07,0.0,0.0,0.0
1781,7.570252600024625e-07,0.0,0.0,0.0
1782,7.653559878560503e-07,0.0,0.0,0.0
1783,8.959495119142957e-07,0.0,0.0,0.0
1784,9.335289234968513e-07,0.0,0.0,0.0
1785,9.683691603510982e-07,0.0,0.0,0.0
1786,8.882639852864876e-07,0.0,0.0,0.0
1787,9.387976587861755e-07,0.0,0.0,0.0
1788,8.571453276674999e-07,0.0,0.0,0.0
1789,8.196821527560263e-07,0.0,0.0,0.0
1790,6.668818437154706e-07,0.0,0.0,0.0
1791,6.425642616087706e-07,0.0,0.0,0.0
1792,7.08932132299976e-07,0.0,0.0,0.0
1793,6.996898633815363e-07,0.0,0.0,0.0
1794,8.813177012305979e-07,0.0,0.0,0.0
1795,9.211299629084481e-07,0.0,0.0,0.0
1796,9.60446826070438e-07,0.0,0.0,0.0
1797,1.0446255730909928e-06,0.0,0.0,0.0
1798,9.738718712729418e-07,0.0,0.0,0.0
1799,9.725935439876463e-07,0.0,0.0,0.0
1800,9.73138201386194e-07,0.0,0.0,0.0
1801,8.412446927000669e-07,0.0,0.0,0.0
1802,8.185513788053608e-07,0.0,0.0,0.0
1803,8.061883412275555e-07,0.0,0.0,0.0
1804,7.891191963998218e-07,0.0,0.0,0.0
1805,7.780441413680299e-07,0.0,0.0,0.0
1806,7.301320010810741e-07,0.0,0.0,0.0
1807,6.639680561550319e-07,0.0,0.0,0.0
1808,5.934366689481456e-07,0.0,0.0,0.0
1809,5.848085850500086e-07,0.0,0.0,0.0
1810,6.476009356707177e-07,2.17937652052009e-10,2.17937652052009e-10,2.17937652052009e-10
1811,6.916593114120977e-07,2.17937652052009e-10,2.17937652052009e-10,2.17937652052009e-10
1812,7.520293365814723e-07,2.17937652052009e-10,2.17937652052009e-10,2.17937652052009e-10
1813,7.973824105127798e-07,2.17937652052009e-10,2.17937652052009e-10,2.17937652052009e-10
1814,8.357260006570349e-07,2.17937652052009e-10,2.17937652052009e-10,2.17937652052009e-10
1815,9.133889144712677e-07,4.1107836182671266e-10,4.1107836182671266e-10,4.1107836182671266e-10
1816,1.0417557843668744e-06,4.1107836182671266e-10,4.1107836182671266e-10,4.1107836182671266e-10
1817,1.0253182592480568e-06,1.9314070977470366e-10,1.9314070977470366e-10,1.9314070977470366e-10
1818,1.094445037454404e-06,1.9314070977470366e-10,1.9314070977470366e-10,1.9314070977470366e-10
1819,1.0625374216033379e-06,1.9314070977470366e-10,1.9314070977470366e-10,1.9314070977470366e-10
1820,1.1349951673115096e-06,1.9314070977470366e-10,1.9314070977470366e-10,1.9314070977470366e-10
1821,1.1839730323767332e-06,1.9314070977470366e-10,1.9314070977470366e-10,1.9314070977470366e-10
1822,1.1785218297128658e-06,0.0,0.0,0.0
1823,1.119507966710184e-06,0.0,0.0,0.0
1824,1.1531846065996173e-06,0.0,0.0,0.0
1825,1.0832931544817775e-06,0.0,0.0,0.0
1826,1.1739502789558692e-06,0.0,0.0,0.0
1827,1.2180353548631371e-06,0.0,0.0,0.0
1828,1.2634686429789456e-06,0.0,0.0,0.0
1829,2.163230468405735e-06,7.027427845989515e-11,7.027427845989515e-11,7.027427845989515e-11
1830,2.2039602559483943e-06,1.6557882049588509e-10,1.6557882049588509e-10,1.6557882049588509e-10
1831,2.2702239285925837e-06,1.6557882049588509e-10,1.6557882049588509e-10,1.6557882049588509e-10
1832,2.304039396351852e-06,1.6557882049588509e-10,1.6557882049588509e-10,1.6557882049588509e-10
1833,2.281951716603154e-06,1.6557882049588509e-10,1.6557882049588509e-10,1.6557882049588509e-10
1834,2.278815778871441e-06,1.6557882049588509e-10,1.6557882049588509e-10,1.6557882049588509e-10
1835,2.248790143052507e-06,1.6557882049588509e-10,1.6557882049588509e-10,1.6557882049588509e-10
1836,1.4174437897703944e-06,9.530454203598993e-11,9.530454203598993e-11,9.530454203598993e-11
1837,1.5020440287116799e-06,0.0,0.0,0.0
1838,1.4881495319839035e-06,0.0,0.0,0.0
1839,1.5274125644282321e-06,0.0,0.0,0.0
1840,1.5686897216125674e-06,0.0,0.0,0.0
1841,1.568706384854782e-06,0.0,0.0,0.0
1842,1.6303476968460018e-06,0.0,0.0,0.0
1843,1.7681952450792387e-06,0.0,0.0,0.0
1844,1.798408269288692e-06,0.0,0.0,0.0
1845,1.8203069040672354e-06,0.0,0.0,0.0
1846,1.8579052526287602e-06,0.0,0.0,0.0
1847,1.898091990629577e-06,0.0,0.0,0.0
1848,1.9760653263542087e-06,0.0,0.0,0.0
1849,2.0398992189387044e-06,0.0,0.0,0.0
1850,1.9504878504709007e-06,0.0,0.0,0.0
1851,1.912225213475592e-06,2.321429715124168e-10,2.321429715124168e-10,2.321429715124168e-10
1852,2.0466588758998635e-06,2.8270454231561967e-10,2.8270454231561967e-10,2.8270454231561967e-10
1853,2.164218114687953e-06,2.8270454231561967e-10,2.8270454231561967e-10,2.8270454231561967e-10
1854,2.2510466968534663e-06,2.8270454231561967e-10,2.8270454231561967e-10,2.8270454231561967e-10
1855,2.315103902869201e-06,3.3520629129567073e-10,3.3520629129567073e-10,3.3520629129567073e-10
1856,2.369114538071569e-06,3.3520629129567073e-10,3.3520629129567073e-10,3.3520629129567073e-10
1857,2.4132972872134166e-06,3.8334051805881993e-10,3.8334051805881993e-10,3.8334051805881993e-10
1858,2.4761084530057687e-06,1.5119754654640312e-10,1.5119754654640312e-10,1.5119754654640312e-10
1859,2.5421475129405735e-06,1.0063597574320023e-10,1.0063597574320023e-10,1.0063597574320023e-10
1860,2.598982941240787e-06,1.0063597574320023e-10,1.0063597574320023e-10,1.0063597574320023e-10
1861,2.688316466706705e-06,2.7009600905054347e-10,2.7009600905054347e-10,2.7009600905054347e-10
1862,2.7745945772039704e-06,2.1759426007049243e-10,2.1759426007049243e-10,2.1759426007049243e-10
1863,2.9420075406960677e-06,2.653321411789327e-10,2.653321411789327e-10,2.653321411789327e-10
1864,3.1806418324517187e-06,2.171979144157835e-10,2.171979144157835e-10,2.171979144157835e-10
1865,3.4501525598378587e-06,2.171979144157835e-10,2.171979144157835e-10,2.171979144157835e-10
1866,3.626045522001472e-06,2.6143753431969886e-10,2.6143753431969886e-10,2.6143753431969886e-10
1867,3.6841949102901187e-06,2.6143753431969886e-10,2.6143753431969886e-10,2.6143753431969886e-10
1868,3.7871819001468665e-06,1.367891990154492e-10,1.367891990154492e-10,1.367891990154492e-10
1869,4.231623961459263e-06,4.5347628826622865e-10,4.5347628826622865e-10,4.5347628826622865e-10
1870,4.32137588696995e-06,4.479748675187015e-10,4.479748675187015e-10,4.479748675187015e-10
1871,4.440081446383763e-06,4.479748675187015e-10,4.479748675187015e-10,4.479748675187015e-10
1872,4.443845390207051e-06,4.889265777955184e-10,4.889265777955184e-10,4.889265777955184e-10
1873,4.510811550062499e-06,4.83695710468928e-10,4.83695710468928e-10,4.83695710468928e-10
1874,4.730941847291044e-06,4.83695710468928e-10,4.83695710468928e-10,4.83695710468928e-10
1875,4.804277328470821e-06,4.388840124658344e-10,4.388840124658344e-10,4.388840124658344e-10
1876,4.610900240160325e-06,1.9886089203906872e-10,1.9886089203906872e-10,1.9886089203906872e-10
1877,4.670367226416212e-06,1.5662443167815558e-10,1.5662443167815558e-10,1.5662443167815558e-10
1878,4.5967440850550445e-06,1.5662443167815558e-10,1.5662443167815558e-10,1.5662443167815558e-10
1879,4.6666132870346444e-06,1.1567272140133866e-10,1.1567272140133866e-10,1.1567272140133866e-10
1880,4.664021616918035e-06,1.0955065227984712e-10,1.0955065227984712e-10,1.0955065227984712e-10
1881,4.674733970335053e-06,1.411162476554801e-10,1.411162476554801e-10,1.411162476554801e-10
1882,4.793294140524397e-06,1.411162476554801e-10,1.411162476554801e-10,1.411162476554801e-10
1883,4.84643708529932e-06,1.9294279071261196e-10,1.9294279071261196e-10,1.9294279071261196e-10
1884,4.954491682188486e-06,1.9294279071261196e-10,1.9294279071261196e-10,1.9294279071261196e-10
1885,5.141416035517718e-06,1.9294279071261196e-10,1.9294279071261196e-10,1.9294279071261196e-10
1886,5.293584698457769e-06,2.757086404419391e-10,2.757086404419391e-10,2.757086404419391e-10
1887,5.422953693466427e-06,2.4282195698610565e-10,2.4282195698610565e-10,2.4282195698610565e-10
1888,5.625487964217817e-06,2.1125636161047267e-10,2.1125636161047267e-10,2.1125636161047267e-10
1889,5.863598224615478e-06,2.1125636161047267e-10,2.1125636161047267e-10,2.1125636161047267e-10
1890,6.034511378467349e-06,8.27658497293271e-11,8.27658497293271e-11,8.27658497293271e-11
1891,6.1790011126764255e-06,8.27658497293271e-11,8.27658497293271e-11,8.27658497293271e-11
1892,6.370404532520167e-06,1.2770901399886522e-10,1.2770901399886522e-10,1.2770901399886522e-10
1893,6.571042117034917e-06,4.494316426953812e-11,4.494316426953812e-11,4.494316426953812e-11
1894,6.875583104764311e-06,4.494316426953812e-11,4.494316426953812e-11,4.494316426953812e-11
1895,7.110033493518131e-06,6.611437191368047e-11,6.611437191368047e-11,6.611437191368047e-11
1896,7.299910521396669e-06,1.0487522358485331e-10,1.0487522358485331e-10,1.0487522358485331e-10
1897,7.5654888210660176e-06,2.163357548656819e-10,2.163357548656819e-10,2.163357548656819e-10
1898,7.867957395189609e-06,2.884884275911048e-10,2.884884275911048e-10,2.884884275911048e-10
1899,8.134892855845724e-06,2.435452633215667e-10,2.435452633215667e-10,2.435452633215667e-10
1900,8.33075215008908e-06,3.15827681467746e-10,3.15827681467746e-10,3.15827681467746e-10
1901,8.445296251531026e-06,3.15827681467746e-10,3.15827681467746e-10,3.15827681467746e-10
1902,8.687622019871405e-06,3.8074792525171526e-10,3.8074792525171526e-10,3.8074792525171526e-10
1903,8.90390167894241e-06,3.7386536327106105e-10,3.7386536327106105e-10,3.7386536327106105e-10
1904,9.135845955045494e-06,3.416735347031416e-10,3.416735347031416e-10,3.416735347031416e-10
1905,9.271436933236796e-06,3.15261447899776e-10,3.15261447899776e-10,3.15261447899776e-10
1906,9.51219941011264e-06,3.307764340210184e-10,3.307764340210184e-10,3.307764340210184e-10
1907,9.745726596780255e-06,3.0244453766822433e-10,3.0244453766822433e-10,3.0244453766822433e-10
1908,9.992778879157932e-06,3.4361790000682543e-10,3.4361790000682543e-10,3.4361790000682543e-10
1909,1.0314515748177655e-05,2.5752644857871386e-10,2.5752644857871386e-10,2.5752644857871386e-10
1910,1.0612971111965766e-05,2.6696982719747504e-10,2.6696982719747504e-10,2.6696982719747504e-10
1911,1.0945674668099465e-05,2.1565698829891947e-10,2.1565698829891947e-10,2.1565698829891947e-10
1912,1.1335482148362125e-05,1.987446179851915e-10,1.987446179851915e-10,1.987446179851915e-10
1913,1.1496912260814238e-05,1.9752755086350453e-10,1.9752755086350453e-10,1.9752755086350453e-10
1914,1.16882461692772e-05,1.9742649677777025e-10,1.9742649677777025e-10,1.9742649677777025e-10
1915,1.1797076435219164e-05,2.518854698231797e-10,2.518854698231797e-10,2.518854698231797e-10
1916,1.1695083230733871e-05,4.927152703694735e-10,4.927152703694735e-10,4.927152703694735e-10
1917,1.153863416090774e-05,4.793250707061222e-10,4.793250707061222e-10,4.793250707061222e-10
1918,1.1436542471139027e-05,5.088901631438475e-10,5.088901631438475e-10,5.088901631438475e-10
1919,1.1233052386419981e-05,5.368849343275908e-10,5.368849343275908e-10,5.368849343275908e-10
1920,1.1081425717358278e-05,5.921919799772063e-10,5.921919799772063e-10,5.921919799772063e-10
1921,1.103333176745634e-05,6.0456572882815e-10,6.0456572882815e-10,6.0456572882815e-10
1922,1.100780757821797e-05,5.089333934441395e-10,5.089333934441395e-10,5.089333934441395e-10
1923,1.0990012274955266e-05,3.1721048208778665e-10,3.1721048208778665e-10,3.1721048208778665e-10
1924,1.1035116975628106e-05,4.602297273440367e-10,4.602297273440367e-10,4.602297273440367e-10
1925,1.0931113917779709e-05,4.4871912138358793e-10,4.4871912138358793e-10,4.4871912138358793e-10
1926,1.0856796117358109e-05,4.606650220014988e-10,4.606650220014988e-10,4.606650220014988e-10
1927,1.0872738779913302e-05,4.137984359926199e-10,4.137984359926199e-10,4.137984359926199e-10
1928,1.0874608701020147e-05,3.5757521943402537e-10,3.5757521943402537e-10,3.5757521943402537e-10
1929,1.101175634435744e-05,3.828610166995665e-10,3.828610166995665e-10,3.828610166995665e-10
1930,1.1062363747831633e-05,4.1543630440494487e-10,4.1543630440494487e-10,4.1543630440494487e-10
1931,1.1244534107390791e-05,2.444855905027664e-10,2.444855905027664e-10,2.444855905027664e-10
1932,1.1378922603658534e-05,2.2211848630223789e-10,2.2211848630223789e-10,2.2211848630223789e-10
1933,1.1522251172989075e-05,2.2285107489520125e-10,2.2285107489520125e-10,2.2285107489520125e-10
1934,1.1654662687630792e-05,2.6751631862101787e-10,2.6751631862101787e-10,2.6751631862101787e-10
1935,1.1589446330617648e-05,2.897386517216763e-10,2.897386517216763e-10,2.897386517216763e-10
1936,1.1621614898363727e-05,3.482025838298851e-10,3.482025838298851e-10,3.482025838298851e-10
1937,1.1565508300139169e-05,3.114052408794064e-10,3.114052408794064e-10,3.114052408794064e-10
1938,1.1441586138971616e-05,3.7666199326213956e-10,3.7666199326213956e-10,3.7666199326213956e-10
1939,1.133600900565008e-05,4.028067978374088e-10,4.028067978374088e-10,4.028067978374088e-10
1940,1.1428576986613084e-05,4.3647837130337107e-10,4.3647837130337107e-10,4.3647837130337107e-10
1941,1.158429365334866e-05,4.242318896967896e-10,4.242318896967896e-10,4.242318896967896e-10
1942,1.180294813301381e-05,5.514578357449348e-10,5.514578357449348e-10,5.514578357449348e-10
1943,1.1735548339077337e-05,5.535214072808056e-10,5.535214072808056e-10,5.535214072808056e-10
1944,1.1886783795489464e-05,6.034931879625053e-10,6.034931879625053e-10,6.034931879625053e-10
1945,1.1997737601632252e-05,6.696223773884822e-10,6.696223773884822e-10,6.696223773884822e-10
1946,1.2334751642941097e-05,6.694786391925334e-10,6.694786391925334e-10,6.694786391925334e-10
