ngram,sport,sprt,sport,spot
1819,1.1373996390570287e-05,7.418817782323117e-09,1.1373996390570287e-05,5.82542888878379e-05
1820,1.2043466345598322e-05,6.557384698727528e-09,1.2043466345598322e-05,6.006545975521606e-05
1821,1.2318329286894628e-05,6.026811050219294e-09,1.2318329286894628e-05,6.116536522832965e-05
1822,1.2879338620613063e-05,5.92251517669443e-09,1.2879338620613063e-05,6.194883722595737e-05
1823,1.3276975031268584e-05,5.963558060072062e-09,1.3276975031268584e-05,6.258895674753668e-05
1824,1.328662580947691e-05,4.995137541692023e-09,1.328662580947691e-05,6.261931516097061e-05
1825,1.290496753166995e-05,4.047545179971682e-09,1.290496753166995e-05,6.311049634989883e-05
1826,1.2519358408878492e-05,3.833649326561479e-09,1.2519358408878492e-05,6.405434084756832e-05
1827,1.2288192530312309e-05,3.053838348865412e-09,1.2288192530312309e-05,6.479920245640512e-05
1828,1.24203920027607e-05,2.7602799490544783e-09,1.24203920027607e-05,6.47923443466425e-05
1829,1.1780666682170704e-05,1.7936879997166549e-09,1.1780666682170704e-05,6.325568964322363e-05
1830,1.1980301158993306e-05,1.562908762726372e-09,1.1980301158993306e-05,6.407476394088008e-05
1831,1.2012694501858537e-05,1.6250219979165236e-09,1.2012694501858537e-05,6.46103523779727e-05
1832,1.2069233759705509e-05,2.179600864872709e-09,1.2069233759705509e-05,6.498952955423322e-05
1833,1.2013381819997448e-05,2.272517428205033e-09,1.2013381819997448e-05,6.477853198053449e-05
1834,1.1880923271486868e-05,2.5001875966371554e-09,1.1880923271486868e-05,6.49543918760693e-05
1835,1.1714050482883717e-05,2.530879188762063e-09,1.1714050482883717e-05,6.544008179584384e-05
1836,1.2182467928921272e-05,2.6250879565330773e-09,1.2182467928921272e-05,6.778571696486324e-05
1837,1.189909640483425e-05,3.0540101558784727e-09,1.189909640483425e-05,6.757699884474277e-05
1838,1.189388577975998e-05,2.6658626179581243e-09,1.189388577975998e-05,6.789015086334465e-05
1839,1.184016556570506e-05,2.287792693384765e-09,1.184016556570506e-05,6.787062219310818e-05
1840,1.199618379489818e-05,2.260223508354642e-09,1.199618379489818e-05,6.735625668495362e-05
1841,1.201013037643861e-05,2.2778707888169792e-09,1.201013037643861e-05,6.726853254284444e-05
1842,1.2023584921345381e-05,2.148151458301685e-09,1.2023584921345381e-05,6.679416401311755e-05
1843,1.1771424916722545e-05,1.969569166490207e-09,1.1771424916722545e-05,6.597119499929249e-05
1844,1.1548338209520028e-05,1.3500378830728315e-09,1.1548338209520028e-05,6.576542364200577e-05
1845,1.137454806407082e-05,1.4739284237563766e-09,1.137454806407082e-05,6.49690700811334e-05
1846,1.1196222008688242e-05,1.4316846755743233e-09,1.1196222008688242e-05,6.396334980049037e-05
1847,1.103698572738462e-05,1.6747900209525467e-09,1.103698572738462e-05,6.371538308615397e-05
1848,1.0846197125959276e-05,1.4889649830556501e-09,1.0846197125959276e-05,6.321742642155317e-05
1849,1.0658131291815412e-05,1.904729501107332e-09,1.0658131291815412e-05,6.320994569770326e-05
1850,1.0637565667691109e-05,2.0877651829565025e-09,1.0637565667691109e-05,6.295972395621772e-05
1851,1.0676964588388468e-05,2.4127653367297543e-09,1.0676964588388468e-05,6.26122159051842e-05
1852,1.0602278702468279e-05,2.6170416151621065e-09,1.0602278702468279e-05,6.246726947470702e-05
1853,1.0596368675968343e-05,2.500937647452263e-09,1.0596368675968343e-05,6.286323852171856e-05
1854,1.0772549623132882e-05,2.258499609553155e-09,1.0772549623132882e-05,6.294790780105229e-05
1855,1.095984641454249e-05,2.0944365924131195e-09,1.095984641454249e-05,6.286124335019849e-05
1856,1.104964160601542e-05,2.004330447645332e-09,1.104964160601542e-05,6.225672768778168e-05
1857,1.1115663775334334e-05,1.9133765365759406e-09,1.1115663775334334e-05,6.193035109650477e-05
1858,1.097380728814252e-05,1.9916009793722165e-09,1.097380728814252e-05,6.129067436891742e-05
1859,1.0791848321137617e-05,1.7089671899839232e-09,1.0791848321137617e-05,6.144060898805037e-05
1860,1.068211713572964e-05,1.9911556213360525e-09,1.068211713572964e-05,6.025216602470859e-05
1861,1.0668006715215078e-05,2.2530112696119075e-09,1.0668006715215078e-05,5.956256583366277e-05
1862,1.0846310812796998e-05,2.531602641805567e-09,1.0846310812796998e-05,6.001661365319576e-05
1863,1.0762068995973095e-05,2.2752649129844015e-09,1.0762068995973095e-05,5.900652571913919e-05
1864,1.0623589462608965e-05,2.410315645486248e-09,1.0623589462608965e-05,5.8216866558983126e-05
1865,1.05662343880145e-05,2.3609034568597818e-09,1.05662343880145e-05,5.762778008439844e-05
1866,1.0802187197051743e-05,2.504482399245944e-09,1.0802187197051743e-05,5.645039865547525e-05
1867,1.0861040209420025e-05,2.5960654261224038e-09,1.0861040209420025e-05,5.57170512495629e-05
1868,1.0661397417217294e-05,2.3448804802634574e-09,1.0661397417217294e-05,5.475419883233761e-05
1869,1.0140510442267572e-05,2.422562087442007e-09,1.0140510442267572e-05,5.280989716993645e-05
1870,1.008117513785172e-05,2.6962116190481264e-09,1.008117513785172e-05,5.285717582280215e-05
1871,1.0018063351578479e-05,2.6781161574110766e-09,1.0018063351578479e-05,5.2888931220098e-05
1872,1.0169680925693164e-05,2.897627677483123e-09,1.0169680925693164e-05,5.2758140165159216e-05
1873,9.998525976178435e-06,3.1783124703516866e-09,9.998525976178435e-06,5.20791368866672e-05
1874,9.988265836519921e-06,2.9776886987877204e-09,9.988265836519921e-06,5.176384365768172e-05
1875,9.955187774072069e-06,2.8244669460418338e-09,9.955187774072069e-06,5.2208134418054086e-05
1876,1.0220006775593252e-05,2.6598538926947413e-09,1.0220006775593252e-05,5.212918092313755e-05
1877,1.0220133844995871e-05,2.5447695696710427e-09,1.0220133844995871e-05,5.1592338422778994e-05
1878,1.0227110968636615e-05,2.3567211039830583e-09,1.0227110968636615e-05,5.130578834463709e-05
1879,1.0004958052637189e-05,2.0277938693271024e-09,1.0004958052637189e-05,5.099330831269201e-05
1880,1.0252152476043972e-05,1.7118781471735035e-09,1.0252152476043972e-05,5.120938346538294e-05
1881,1.0192504695234156e-05,1.8990019556852644e-09,1.0192504695234156e-05,5.111815542997127e-05
1882,1.0207542280633269e-05,2.224685531031818e-09,1.0207542280633269e-05,5.0282305372612814e-05
1883,1.0024890668449058e-05,2.4184971327199735e-09,1.0024890668449058e-05,4.941319691299993e-05
1884,9.970167801449342e-06,2.2215349401325366e-09,9.970167801449342e-06,4.851353878621012e-05
1885,9.927637880277221e-06,2.352102116251079e-09,9.927637880277221e-06,4.7642211159524906e-05
1886,1.0083038172784395e-05,2.4111801920158526e-09,1.0083038172784395e-05,4.714930193066331e-05
1887,9.819674882497306e-06,2.3191432425256106e-09,9.819674882497306e-06,4.6320739264566714e-05
1888,9.686388823735928e-06,2.0841221288441555e-09,9.686388823735928e-06,4.5858273162074124e-05
1889,9.72974638508666e-06,1.8335164814991295e-09,9.72974638508666e-06,4.5579105062643066e-05
1890,9.765330105437897e-06,1.599819102590264e-09,9.765330105437897e-06,4.63151689993018e-05
1891,9.870118446997367e-06,1.62649991887674e-09,9.870118446997367e-06,4.637129625604887e-05
1892,9.99439323225358e-06,1.6827090514632508e-09,9.99439323225358e-06,4.6359874561728376e-05
1893,1.0100432648739246e-05,1.4714809767494126e-09,1.0100432648739246e-05,4.6195023709775084e-05
1894,1.022062159401165e-05,1.5763206375117379e-09,1.022062159401165e-05,4.544940696048018e-05
1895,1.0478819993815186e-05,1.539175509268631e-09,1.0478819993815186e-05,4.527007747258592e-05
1896,1.0566666787781287e-05,1.458680866571273e-09,1.0566666787781287e-05,4.481542159088089e-05
1897,1.0684624742550244e-05,1.5484045395070772e-09,1.0684624742550244e-05,4.42574117706889e-05
1898,1.079050356825714e-05,1.5856272088982897e-09,1.079050356825714e-05,4.3617917461753155e-05
1899,1.0833676891966856e-05,1.4361334264658053e-09,1.0833676891966856e-05,4.300016163532356e-05
1900,1.0755262597480656e-05,1.6510869972817333e-09,1.0755262597480656e-05,4.2007091126704055e-05
1901,1.0672039024939295e-05,1.6479911086569083e-09,1.0672039024939295e-05,4.1749647997286434e-05
1902,1.0549614541689931e-05,1.6906004691412996e-09,1.0549614541689931e-05,4.089397459340814e-05
1903,1.0311608483399531e-05,1.7587050863251567e-09,1.0311608483399531e-05,4.018679049165387e-05
1904,1.013236266901783e-05,1.7233058789502464e-09,1.013236266901783e-05,3.9145916941509184e-05
1905,9.789177446301827e-06,1.6898101965320426e-09,9.789177446301827e-06,3.888741100256864e-05
1906,9.519799147840655e-06,1.6675402963224023e-09,9.519799147840655e-06,3.8000877144181035e-05
1907,9.377314069882101e-06,1.5947428139944414e-09,9.377314069882101e-06,3.754362946243158e-05
1908,9.17118489139414e-06,1.6567671996219652e-09,9.17118489139414e-06,3.646722689154558e-05
1909,8.937249731388874e-06,1.560427675961762e-09,8.937249731388874e-06,3.575246020253482e-05
1910,8.739542603767145e-06,1.4887924385372946e-09,8.739542603767145e-06,3.488409285117606e-05
1911,8.559598167526669e-06,1.436451069203315e-09,8.559598167526669e-06,3.41315810926192e-05
1912,8.35561162862827e-06,1.3255592655271796e-09,8.35561162862827e-06,3.306275643158837e-05
1913,8.09474555093662e-06,1.278707425659117e-09,8.09474555093662e-06,3.261693460184948e-05
1914,7.760730763298593e-06,1.322017955424875e-09,7.760730763298593e-06,3.227089317598646e-05
1915,7.488318715331843e-06,1.1954059012505729e-09,7.488318715331843e-06,3.192699867733089e-05
1916,7.350418205273204e-06,1.2570825808871128e-09,7.350418205273204e-06,3.1814932819023465e-05
1917,7.346557010480735e-06,1.2312614023584396e-09,7.346557010480735e-06,3.2321156530607755e-05
1918,7.424154708652557e-06,1.379489165755286e-09,7.424154708652557e-06,3.302844977172624e-05
1919,7.676013410673477e-06,1.4068588516380487e-09,7.676013410673477e-06,3.362449258150134e-05
1920,7.999013178050518e-06,1.406599138751931e-09,7.999013178050518e-06,3.476862808124029e-05
1921,8.34846287034452e-06,1.269443867484605e-09,8.34846287034452e-06,3.492655741865747e-05
1922,8.716942894742325e-06,1.4080847757621688e-09,8.716942894742325e-06,3.5646242655015416e-05
1923,9.091622424810858e-06,1.2900222001732686e-09,9.091622424810858e-06,3.589852453192829e-05
1924,9.406565628263966e-06,1.2375951850631039e-09,9.406565628263966e-06,3.570422995835543e-05
1925,9.640145825479912e-06,1.0506360543465527e-09,9.640145825479912e-06,3.551728046399408e-05
1926,9.909474621443743e-06,1.2721173083183957e-09,9.909474621443743e-06,3.533397102728486e-05
1927,1.0046365267563878e-05,1.2229343331655279e-09,1.0046365267563878e-05,3.443357750906476e-05
1928,1.0044541210975564e-05,1.264852183308867e-09,1.0044541210975564e-05,3.390501400904863e-05
1929,1.0093284799950197e-05,1.2543148979788604e-09,1.0093284799950197e-05,3.332653120326411e-05
1930,9.963115969315237e-06,1.3221394217539333e-09,9.963115969315237e-06,3.2837968839365726e-05
1931,1.0030584235209972e-05,1.275107838760725e-09,1.0030584235209972e-05,3.2350634033459104e-05
1932,9.873131473016525e-06,1.396514421960125e-09,9.873131473016525e-06,3.173472474112974e-05
1933,9.675064445348522e-06,1.2377630606971328e-09,9.675064445348522e-06,3.1699750252300873e-05
1934,9.587772703006131e-06,1.2136721726825022e-09,9.587772703006131e-06,3.152613966709136e-05
1935,9.485379580707689e-06,1.1423079486285103e-09,9.485379580707689e-06,3.166101045540667e-05
1936,9.26446552641989e-06,9.645029715375587e-10,9.26446552641989e-06,3.144362329164453e-05
1937,9.171007539927295e-06,9.085657325697787e-10,9.171007539927295e-06,3.1399928047903813e-05
1938,8.686662567924941e-06,9.693417259347216e-10,8.686662567924941e-06,3.126758071760248e-05
1939,8.431664420121316e-06,1.0814256236533838e-09,8.431664420121316e-06,3.1460653969718676e-05
1940,7.949535886707184e-06,1.1513948604070988e-09,7.949535886707184e-06,3.1400129436016346e-05
1941,7.583395537429689e-06,1.3148411962379418e-09,7.583395537429689e-06,3.1725850671396726e-05
1942,7.236918528568432e-06,1.4279019395451493e-09,7.236918528568432e-06,3.178278452001645e-05
1943,7.216836755625471e-06,1.5382639289336047e-09,7.216836755625471e-06,3.230328599914044e-05
1944,7.1333882780371435e-06,1.5743513159804934e-09,7.1333882780371435e-06,3.262936687471145e-05
1945,7.273695311076673e-06,1.618728254612226e-09,7.273695311076673e-06,3.3032641243023265e-05
1946,7.392467913242788e-06,1.5018853541778503e-09,7.392467913242788e-06,3.30578041030094e-05
1947,7.664082594211713e-06,1.4187587850576578e-09,7.664082594211713e-06,3.311194814159535e-05
1948,7.73766194989938e-06,1.2797730732293034e-09,7.73766194989938e-06,3.2980916980055296e-05
1949,8.004179432776124e-06,1.1746438028608403e-09,8.004179432776124e-06,3.313700550019608e-05
1950,8.084505615053267e-06,1.0401770793906045e-09,8.084505615053267e-06,3.310375541332178e-05
1951,8.104851271387556e-06,1.0018279697884429e-09,8.104851271387556e-06,3.3164761719360414e-05
1952,8.072993750829482e-06,1.0900173224343795e-09,8.072993750829482e-06,3.312451112183875e-05
1953,8.120492111629574e-06,1.0623039352936863e-09,8.120492111629574e-06,3.331952861377171e-05
1954,8.11869495009887e-06,1.1019985796905424e-09,8.11869495009887e-06,3.3400234055339494e-05
1955,8.24242501299263e-06,1.1246353451685058e-09,8.24242501299263e-06,3.331518434736479e-05
1956,8.155884643201716e-06,1.1402722654985098e-09,8.155884643201716e-06,3.3332234514611105e-05
1957,8.156302880836717e-06,1.242652020965502e-09,8.156302880836717e-06,3.313107247647297e-05
1958,8.099023424230317e-06,1.2530809247378117e-09,8.099023424230317e-06,3.283260905716036e-05
1959,8.058962261462252e-06,1.2367965382001751e-09,8.058962261462252e-06,3.2552593308667254e-05
1960,8.011924624692515e-06,1.3822358654483731e-09,8.011924624692515e-06,3.181919834917478e-05
1961,7.987434920713505e-06,1.351106401362553e-09,7.987434920713505e-06,3.129937509324269e-05
1962,7.89952420226265e-06,1.5691346158927137e-09,7.89952420226265e-06,3.089826376318732e-05
1963,7.9878432838346e-06,2.8606098759606115e-09,7.9878432838346e-06,3.0241125257037182e-05
1964,7.907775268124948e-06,3.0344292951361193e-09,7.907775268124948e-06,2.960448260377494e-05
1965,7.996405396884906e-06,3.0767243197615812e-09,7.996405396884906e-06,2.925695350443545e-05
1966,7.985633081781479e-06,3.075674048780286e-09,7.985633081781479e-06,2.885438932155791e-05
1967,8.0361665563292e-06,2.912012900654507e-09,8.0361665563292e-06,2.852454105907652e-05
1968,8.04893547215865e-06,3.0378442618582214e-09,8.04893547215865e-06,2.8011414282705766e-05
1969,8.19817965488515e-06,2.7950325704700116e-09,8.19817965488515e-06,2.737503486319578e-05
1970,8.29841870394635e-06,1.509189392504392e-09,8.29841870394635e-06,2.6683068946502836e-05
1971,8.556324506311544e-06,1.2925865774552188e-09,8.556324506311544e-06,2.630686295950519e-05
1972,8.682054483090593e-06,2.177009620193563e-09,8.682054483090593e-06,2.5567134798620827e-05
1973,8.898078834006031e-06,2.4204902209541093e-09,8.898078834006031e-06,2.4871123709350025e-05
1974,9.013990815479442e-06,2.373259525409058e-09,9.013990815479442e-06,2.4333149277871208e-05
1975,9.405926773199877e-06,2.1952737009175596e-09,9.405926773199877e-06,2.395981859340931e-05
1976,9.515869740945554e-06,2.1811668820299293e-09,9.515869740945554e-06,2.3847975431376005e-05
1977,9.581066348930887e-06,2.410069651784649e-09,9.581066348930887e-06,2.3893104818333605e-05
1978,9.735706693650822e-06,2.4203119349966838e-09,9.735706693650822e-06,2.367022456642839e-05
1979,9.881379290683462e-06,1.4645599891568599e-09,9.881379290683462e-06,2.3623642066792983e-05
1980,9.969579098521666e-06,1.1363911637093542e-09,9.969579098521666e-06,2.3744251458473237e-05
1981,1.0108744131035305e-05,1.1123305847832959e-09,1.0108744131035305e-05,2.3943758476109777e-05
1982,9.96100724088527e-06,1.1329024940387455e-09,9.96100724088527e-06,2.400573222465547e-05
1983,9.993448137330624e-06,2.159744367473999e-09,9.993448137330624e-06,2.400690755166579e-05
1984,1.0130889417528774e-05,1.9448919141851206e-09,1.0130889417528774e-05,2.400782302304703e-05
1985,1.0113190780560086e-05,1.9037467634065918e-09,1.0113190780560086e-05,2.4132576332444193e-05
1986,1.0181076894306379e-05,1.8935872790417007e-09,1.0181076894306379e-05,2.432195469737053e-05
1987,1.036627132374893e-05,1.903096751616167e-09,1.036627132374893e-05,2.4259950285860604e-05
1988,1.0349134494650311e-05,1.892620925060738e-09,1.0349134494650311e-05,2.4245167099122356e-05
1989,1.0447999037361505e-05,1.8464496519067707e-09,1.0447999037361505e-05,2.4219867555075325e-05
1990,1.0495117619159697e-05,8.521829353291821e-10,1.0495117619159697e-05,2.406735178997873e-05
1991,1.0617258859773366e-05,8.226365779049973e-10,1.0617258859773366e-05,2.398400257724071e-05
1992,1.0620694411045406e-05,1.067801656619492e-09,1.0620694411045406e-05,2.3950530833514805e-05
1993,1.0734454917837866e-05,1.0865591601064546e-09,1.0734454917837866e-05,2.3983113351278007e-05
1994,1.0866659587398836e-05,1.115572396364379e-09,1.0866659587398836e-05,2.4207168410482283e-05
1995,1.1229282530881132e-05,1.1329567442938275e-09,1.1229282530881132e-05,2.449251639648407e-05
1996,1.1642188967795977e-05,1.2863080521365232e-09,1.1642188967795977e-05,2.483029909074373e-05
1997,1.2223006316552138e-05,1.2482369185892343e-09,1.2223006316552138e-05,2.556656467537063e-05
1998,1.2500362182826003e-05,1.2389765642011647e-09,1.2500362182826003e-05,2.6183961641176472e-05
1999,1.321155832556542e-05,9.395235541934506e-10,1.321155832556542e-05,2.6803276081669276e-05
2000,1.3731199292773713e-05,9.988727464208376e-10,1.3731199292773713e-05,2.7569379329049427e-05
2001,1.4434409812175935e-05,9.442122242805544e-10,1.4434409812175935e-05,2.840775752182318e-05
2002,1.5085602951460584e-05,9.946504493057213e-10,1.5085602951460584e-05,2.915150642885627e-05
2003,1.5493485599498464e-05,8.594796144631037e-10,1.5493485599498464e-05,3.005795718179018e-05
2004,1.59049585428355e-05,8.504065864199464e-10,1.59049585428355e-05,3.075607621992406e-05
2005,1.653861792354811e-05,1.0081234815194152e-09,1.653861792354811e-05,3.1805770049686544e-05
2006,1.687377139855276e-05,1.0814486607811448e-09,1.687377139855276e-05,3.3135332289800446e-05
2007,1.745772715366911e-05,1.023158343763494e-09,1.745772715366911e-05,3.462229921881642e-05
2008,1.739919311408552e-05,9.799456206811235e-10,1.739919311408552e-05,3.612705716347721e-05
2009,1.723310353034841e-05,8.537873701681369e-10,1.723310353034841e-05,3.7304943751743327e-05
2010,1.770085613575897e-05,8.212850954869566e-10,1.770085613575897e-05,3.817363020581459e-05
2011,1.7932964900475262e-05,8.127979717847162e-10,1.7932964900475262e-05,3.9609989991212e-05
2012,1.8083141185343266e-05,5.769043338282082e-10,1.8083141185343266e-05,4.0763553053173905e-05
2013,1.86112016048615e-05,5.025680585976236e-10,1.86112016048615e-05,4.120226887088003e-05
2014,1.8769696907838807e-05,4.6225535304295866e-10,1.8769696907838807e-05,4.1800172246959324e-05
2015,1.8988310330314562e-05,4.474988475016468e-10,1.8988310330314562e-05,4.2318456897711645e-05
2016,1.9209880390137967e-05,4.5193126225433796e-10,1.9209880390137967e-05,4.334314871812239e-05
2017,1.9190091431179706e-05,4.508337453357214e-10,1.9190091431179706e-05,4.4132097173132934e-05
2018,1.927434823301155e-05,4.0451401672747523e-10,1.927434823301155e-05,4.424753351486288e-05
2019,1.9415551378187956e-05,4.402292627658788e-10,1.9415551378187956e-05,4.442907174961874e-05
