ngram,east,est,est,east
1790,4.6522837302680795e-05,2.4616938000170713e-05,2.4616938000170713e-05,4.6522837302680795e-05
1791,4.741439365066721e-05,2.5509114363688112e-05,2.5509114363688112e-05,4.741439365066721e-05
1792,4.8732566938269883e-05,2.3593722939300017e-05,2.3593722939300017e-05,4.8732566938269883e-05
1793,5.051505494131041e-05,2.440136631776113e-05,2.440136631776113e-05,5.051505494131041e-05
1794,5.29300668858923e-05,2.493151649624841e-05,2.493151649624841e-05,5.29300668858923e-05
1795,5.512456326479358e-05,2.442144406294184e-05,2.442144406294184e-05,5.512456326479358e-05
1796,5.727357087640225e-05,2.3871217958263253e-05,2.3871217958263253e-05,5.727357087640225e-05
1797,5.7128011186640446e-05,2.3393297721798134e-05,2.3393297721798134e-05,5.7128011186640446e-05
1798,6.151883488720549e-05,2.2858925668905223e-05,2.2858925668905223e-05,6.151883488720549e-05
1799,6.461240471773115e-05,2.2158463252708316e-05,2.2158463252708316e-05,6.461240471773115e-05
1800,6.567901332995721e-05,2.257600889216909e-05,2.257600889216909e-05,6.567901332995721e-05
1801,6.544901095497022e-05,2.3388535087828393e-05,2.3388535087828393e-05,6.544901095497022e-05
1802,6.595120378603627e-05,2.391217198497283e-05,2.391217198497283e-05,6.595120378603627e-05
1803,6.478074750962801e-05,2.576688919881625e-05,2.576688919881625e-05,6.478074750962801e-05
1804,6.702658720314503e-05,2.6617301565628232e-05,2.6617301565628232e-05,6.702658720314503e-05
1805,6.57011176891891e-05,2.7612872145255096e-05,2.7612872145255096e-05,6.57011176891891e-05
1806,6.478036708098703e-05,2.818205237937426e-05,2.818205237937426e-05,6.478036708098703e-05
1807,6.760052617339949e-05,2.874300974196688e-05,2.874300974196688e-05,6.760052617339949e-05
1808,6.837640518954556e-05,2.8907113768842203e-05,2.8907113768842203e-05,6.837640518954556e-05
1809,6.669263478085798e-05,2.9105485217379673e-05,2.9105485217379673e-05,6.669263478085798e-05
1810,6.928790233879616e-05,2.773212327156216e-05,2.773212327156216e-05,6.928790233879616e-05
1811,7.010948892067452e-05,2.7904290878463405e-05,2.7904290878463405e-05,7.010948892067452e-05
1812,7.264245765067503e-05,2.6809009796124883e-05,2.6809009796124883e-05,7.264245765067503e-05
1813,7.017861727425563e-05,2.6948542914137113e-05,2.6948542914137113e-05,7.017861727425563e-05
1814,6.903639794992549e-05,2.6919843419039224e-05,2.6919843419039224e-05,6.903639794992549e-05
1815,7.007445882274104e-05,2.5877258719577056e-05,2.5877258719577056e-05,7.007445882274104e-05
1816,7.402303630702331e-05,2.6012294516216832e-05,2.6012294516216832e-05,7.402303630702331e-05
1817,7.18878057211571e-05,2.6499824473700884e-05,2.6499824473700884e-05,7.18878057211571e-05
1818,6.965820180734486e-05,2.5931571404466274e-05,2.5931571404466274e-05,6.965820180734486e-05
1819,7.102692481047208e-05,2.719257697338305e-05,2.719257697338305e-05,7.102692481047208e-05
1820,7.273376728075423e-05,2.782772935461253e-05,2.782772935461253e-05,7.273376728075423e-05
1821,7.299600942392967e-05,2.7943461775846246e-05,2.7943461775846246e-05,7.299600942392967e-05
1822,7.111702143447474e-05,2.8088279317931404e-05,2.8088279317931404e-05,7.111702143447474e-05
1823,6.783390147445192e-05,2.8786635604254635e-05,2.8786635604254635e-05,6.783390147445192e-05
1824,6.936274959506201e-05,2.9214246231796487e-05,2.9214246231796487e-05,6.936274959506201e-05
1825,6.99847431470906e-05,2.9356217315320725e-05,2.9356217315320725e-05,6.99847431470906e-05
1826,7.051717381857867e-05,2.87704432204399e-05,2.87704432204399e-05,7.051717381857867e-05
1827,7.190475506441934e-05,2.7657142709358595e-05,2.7657142709358595e-05,7.190475506441934e-05
1828,7.165610648891223e-05,2.6418732366957037e-05,2.6418732366957037e-05,7.165610648891223e-05
1829,7.434508526265355e-05,2.4437689717160538e-05,2.4437689717160538e-05,7.434508526265355e-05
1830,7.505105168092996e-05,2.2800213368360085e-05,2.2800213368360085e-05,7.505105168092996e-05
1831,7.430669938912615e-05,2.1413055167483564e-05,2.1413055167483564e-05,7.430669938912615e-05
1832,7.435671432176605e-05,2.024667420690613e-05,2.024667420690613e-05,7.435671432176605e-05
1833,7.061412283552013e-05,1.907391457020172e-05,1.907391457020172e-05,7.061412283552013e-05
1834,7.094892394629173e-05,1.8544664011902307e-05,1.8544664011902307e-05,7.094892394629173e-05
1835,7.224792768413733e-05,1.9529020002145054e-05,1.9529020002145054e-05,7.224792768413733e-05
1836,7.154263896934156e-05,2.1725867294922603e-05,2.1725867294922603e-05,7.154263896934156e-05
1837,7.203602477342688e-05,2.227524263227159e-05,2.227524263227159e-05,7.203602477342688e-05
1838,7.321609674753355e-05,2.3348742615780793e-05,2.3348742615780793e-05,7.321609674753355e-05
1839,7.622948552515092e-05,2.380636630862552e-05,2.380636630862552e-05,7.622948552515092e-05
1840,7.699396103687053e-05,2.4498738379666713e-05,2.4498738379666713e-05,7.699396103687053e-05
1841,7.64870211631725e-05,2.4883931733451652e-05,2.4883931733451652e-05,7.64870211631725e-05
1842,7.705600416686918e-05,2.528744049154089e-05,2.528744049154089e-05,7.705600416686918e-05
1843,7.643357301796121e-05,2.493152792989609e-05,2.493152792989609e-05,7.643357301796121e-05
1844,7.636251809474613e-05,2.510081009989205e-05,2.510081009989205e-05,7.636251809474613e-05
1845,7.459348957386933e-05,2.4912600305729677e-05,2.4912600305729677e-05,7.459348957386933e-05
1846,7.122688215791381e-05,2.5159805123361627e-05,2.5159805123361627e-05,7.122688215791381e-05
1847,7.115336380333506e-05,2.53057961734677e-05,2.53057961734677e-05,7.115336380333506e-05
1848,7.12823644529895e-05,2.5372323891912985e-05,2.5372323891912985e-05,7.12823644529895e-05
1849,6.942619386661266e-05,2.479214189016992e-05,2.479214189016992e-05,6.942619386661266e-05
1850,6.91657031503772e-05,2.4452981701220517e-05,2.4452981701220517e-05,6.91657031503772e-05
1851,7.027500916072833e-05,2.4271602472124088e-05,2.4271602472124088e-05,7.027500916072833e-05
1852,7.163351775878774e-05,2.4150396711775102e-05,2.4150396711775102e-05,7.163351775878774e-05
1853,7.312399871547573e-05,2.3794272107936975e-05,2.3794272107936975e-05,7.312399871547573e-05
1854,7.271934529334041e-05,2.3410655817964914e-05,2.3410655817964914e-05,7.271934529334041e-05
1855,7.201833276277674e-05,2.3383410734822974e-05,2.3383410734822974e-05,7.201833276277674e-05
1856,7.339218323717691e-05,2.290554376876181e-05,2.290554376876181e-05,7.339218323717691e-05
1857,7.375651018394689e-05,2.2331060400964426e-05,2.2331060400964426e-05,7.375651018394689e-05
1858,7.271431656720649e-05,2.1976056034743253e-05,2.1976056034743253e-05,7.271431656720649e-05
1859,7.167462380104033e-05,2.138246106499407e-05,2.138246106499407e-05,7.167462380104033e-05
1860,6.987432217491525e-05,2.108348183225774e-05,2.108348183225774e-05,6.987432217491525e-05
1861,6.813666914240457e-05,2.0486526669368948e-05,2.0486526669368948e-05,6.813666914240457e-05
1862,6.835546030613062e-05,1.957036329258699e-05,1.957036329258699e-05,6.835546030613062e-05
1863,6.801290510338731e-05,1.893376247608103e-05,1.893376247608103e-05,6.801290510338731e-05
1864,6.766131108244216e-05,1.8551273439827908e-05,1.8551273439827908e-05,6.766131108244216e-05
1865,6.730403245975529e-05,1.8172479810475905e-05,1.8172479810475905e-05,6.730403245975529e-05
1866,6.77107553721206e-05,1.8134499831441125e-05,1.8134499831441125e-05,6.77107553721206e-05
1867,6.915534374586838e-05,1.7721054453951573e-05,1.7721054453951573e-05,6.915534374586838e-05
1868,7.198288949439302e-05,1.7621843133903375e-05,1.7621843133903375e-05,7.198288949439302e-05
1869,7.257112468193685e-05,1.7681608629313166e-05,1.7681608629313166e-05,7.257112468193685e-05
1870,7.409736904914357e-05,1.8049560302253148e-05,1.8049560302253148e-05,7.409736904914357e-05
1871,7.598738323265155e-05,1.7995762131509503e-05,1.7995762131509503e-05,7.598738323265155e-05
1872,7.863513435170586e-05,1.8037371773971245e-05,1.8037371773971245e-05,7.863513435170586e-05
1873,8.177388164248052e-05,1.7713323748986503e-05,1.7713323748986503e-05,8.177388164248052e-05
1874,8.34011797061456e-05,1.778060296991108e-05,1.778060296991108e-05,8.34011797061456e-05
1875,8.538950351066887e-05,1.752345659562187e-05,1.752345659562187e-05,8.538950351066887e-05
1876,8.734661137818225e-05,1.70909048132931e-05,1.70909048132931e-05,8.734661137818225e-05
1877,8.860909916360729e-05,1.676911389430253e-05,1.676911389430253e-05,8.860909916360729e-05
1878,9.039221497784768e-05,1.6486723195287466e-05,1.6486723195287466e-05,9.039221497784768e-05
1879,9.08947321087388e-05,1.6451547838057324e-05,1.6451547838057324e-05,9.08947321087388e-05
1880,9.037746349349618e-05,1.6350739705168443e-05,1.6350739705168443e-05,9.037746349349618e-05
1881,9.141235724590453e-05,1.603595033624775e-05,1.603595033624775e-05,9.141235724590453e-05
1882,9.169289842247963e-05,1.583399210046212e-05,1.583399210046212e-05,9.169289842247963e-05
1883,9.324574784841388e-05,1.5746330583559548e-05,1.5746330583559548e-05,9.324574784841388e-05
1884,9.249771911916988e-05,1.5173740653803439e-05,1.5173740653803439e-05,9.249771911916988e-05
1885,9.129211061268247e-05,1.5023041669337545e-05,1.5023041669337545e-05,9.129211061268247e-05
1886,9.06363722086618e-05,1.473621900264074e-05,1.473621900264074e-05,9.06363722086618e-05
1887,9.084191073530487e-05,1.4221627420088875e-05,1.4221627420088875e-05,9.084191073530487e-05
1888,9.059770361220996e-05,1.3986641014136175e-05,1.3986641014136175e-05,9.059770361220996e-05
1889,8.994902808418763e-05,1.3781256062169892e-05,1.3781256062169892e-05,8.994902808418763e-05
1890,8.822051313472912e-05,1.3452238688062477e-05,1.3452238688062477e-05,8.822051313472912e-05
1891,8.749982953304425e-05,1.3332008425745048e-05,1.3332008425745048e-05,8.749982953304425e-05
1892,8.675194320468498e-05,1.3039023152876844e-05,1.3039023152876844e-05,8.675194320468498e-05
1893,8.631948626966082e-05,1.2625273744301272e-05,1.2625273744301272e-05,8.631948626966082e-05
1894,8.548318978033162e-05,1.2459308111699232e-05,1.2459308111699232e-05,8.548318978033162e-05
1895,8.462455610112687e-05,1.242190371288286e-05,1.242190371288286e-05,8.462455610112687e-05
1896,8.354077622893133e-05,1.2215308093540703e-05,1.2215308093540703e-05,8.354077622893133e-05
1897,8.287553126657648e-05,1.2026109158926244e-05,1.2026109158926244e-05,8.287553126657648e-05
1898,8.290473280274975e-05,1.1877782136642573e-05,1.1877782136642573e-05,8.290473280274975e-05
1899,8.341901723594804e-05,1.1751183202639887e-05,1.1751183202639887e-05,8.341901723594804e-05
1900,8.415121036315603e-05,1.1747770648591021e-05,1.1747770648591021e-05,8.415121036315603e-05
1901,8.436082966259814e-05,1.1522163471714261e-05,1.1522163471714261e-05,8.436082966259814e-05
1902,8.499843014370916e-05,1.1247673163390054e-05,1.1247673163390054e-05,8.499843014370916e-05
1903,8.74727702466771e-05,1.0888202268688474e-05,1.0888202268688474e-05,8.74727702466771e-05
1904,9.01998345008386e-05,1.0789598361173245e-05,1.0789598361173245e-05,9.01998345008386e-05
1905,9.21318112107526e-05,1.0605324080513259e-05,1.0605324080513259e-05,9.21318112107526e-05
1906,9.317894728155807e-05,1.0344798803479144e-05,1.0344798803479144e-05,9.317894728155807e-05
1907,9.409656195202842e-05,9.968023083014746e-06,9.968023083014746e-06,9.409656195202842e-05
1908,9.67227211471514e-05,9.758867625870543e-06,9.758867625870543e-06,9.67227211471514e-05
1909,9.749196552937584e-05,9.5384357337025e-06,9.5384357337025e-06,9.749196552937584e-05
1910,9.646673944579171e-05,9.379736703911995e-06,9.379736703911995e-06,9.646673944579171e-05
1911,9.559073389807184e-05,9.223480966673897e-06,9.223480966673897e-06,9.559073389807184e-05
1912,9.50463259609283e-05,8.999141495483595e-06,8.999141495483595e-06,9.50463259609283e-05
1913,9.44422250280955e-05,8.829451741933423e-06,8.829451741933423e-06,9.44422250280955e-05
1914,9.264773481325912e-05,8.540732129144349e-06,8.540732129144349e-06,9.264773481325912e-05
1915,8.869828577319692e-05,8.360824462475388e-06,8.360824462475388e-06,8.869828577319692e-05
1916,8.585458168194496e-05,8.082504077070293e-06,8.082504077070293e-06,8.585458168194496e-05
1917,8.342969418403559e-05,8.054664574176837e-06,8.054664574176837e-06,8.342969418403559e-05
1918,7.99685065950533e-05,7.841396771774661e-06,7.841396771774661e-06,7.99685065950533e-05
1919,7.706136031109574e-05,7.756602501883339e-06,7.756602501883339e-06,7.706136031109574e-05
1920,7.636301182044138e-05,7.949441364222107e-06,7.949441364222107e-06,7.636301182044138e-05
1921,7.616989647171326e-05,8.07304520224404e-06,8.07304520224404e-06,7.616989647171326e-05
1922,7.694361037075785e-05,8.191987230280315e-06,8.191987230280315e-06,7.694361037075785e-05
1923,7.816153915233112e-05,8.63859557804452e-06,8.63859557804452e-06,7.816153915233112e-05
1924,7.880738952995412e-05,8.86417845841996e-06,8.86417845841996e-06,7.880738952995412e-05
1925,8.052747684165038e-05,8.99845807517912e-06,8.99845807517912e-06,8.052747684165038e-05
1926,8.201950341962012e-05,9.153767937927374e-06,9.153767937927374e-06,8.201950341962012e-05
1927,8.139988806630884e-05,9.089752503704013e-06,9.089752503704013e-06,8.139988806630884e-05
1928,8.051487176479506e-05,9.085403949679208e-06,9.085403949679208e-06,8.051487176479506e-05
1929,7.956467847439594e-05,9.13749863684643e-06,9.13749863684643e-06,7.956467847439594e-05
1930,7.811214579435597e-05,8.93163256218291e-06,8.93163256218291e-06,7.811214579435597e-05
1931,7.782533170289494e-05,8.95271620850378e-06,8.95271620850378e-06,7.782533170289494e-05
1932,7.84003100956657e-05,9.042522054057503e-06,9.042522054057503e-06,7.84003100956657e-05
1933,7.72403966818404e-05,9.067156107838465e-06,9.067156107838465e-06,7.72403966818404e-05
1934,7.663507650639596e-05,8.956629894133325e-06,8.956629894133325e-06,7.663507650639596e-05
1935,7.66199581058962e-05,8.86776368653435e-06,8.86776368653435e-06,7.66199581058962e-05
1936,7.482235378120095e-05,8.727961488018212e-06,8.727961488018212e-06,7.482235378120095e-05
1937,7.410614905113886e-05,8.628195376201933e-06,8.628195376201933e-06,7.410614905113886e-05
1938,7.2398034847408e-05,8.100030364792993e-06,8.100030364792993e-06,7.2398034847408e-05
1939,6.949974028559933e-05,7.763337180222152e-06,7.763337180222152e-06,6.949974028559933e-05
1940,6.823238488453041e-05,7.378972895821789e-06,7.378972895821789e-06,6.823238488453041e-05
1941,6.694926352273407e-05,7.292958343896316e-06,7.292958343896316e-06,6.694926352273407e-05
1942,6.540704427087414e-05,7.162550446082605e-06,7.162550446082605e-06,6.540704427087414e-05
1943,6.480867211523998e-05,7.111873856047168e-06,7.111873856047168e-06,6.480867211523998e-05
1944,6.37317513922296e-05,6.934877611846397e-06,6.934877611846397e-06,6.37317513922296e-05
1945,6.359125680838977e-05,7.155911719434828e-06,7.155911719434828e-06,6.359125680838977e-05
1946,6.597552471378419e-05,7.194075156543736e-06,7.194075156543736e-06,6.597552471378419e-05
1947,6.662890778638289e-05,7.342356054453246e-06,7.342356054453246e-06,6.662890778638289e-05
1948,6.641906708994481e-05,7.332983776515383e-06,7.332983776515383e-06,6.641906708994481e-05
1949,6.633775410591625e-05,7.636350931404326e-06,7.636350931404326e-06,6.633775410591625e-05
1950,6.738301661763606e-05,7.74302420073322e-06,7.74302420073322e-06,6.738301661763606e-05
1951,6.7586284006081e-05,7.816419188852056e-06,7.816419188852056e-06,6.7586284006081e-05
1952,6.70877483831386e-05,7.758260185905133e-06,7.758260185905133e-06,6.70877483831386e-05
1953,6.44155178244026e-05,7.808647036914148e-06,7.808647036914148e-06,6.44155178244026e-05
1954,6.366218907974794e-05,7.877722379946914e-06,7.877722379946914e-06,6.366218907974794e-05
1955,6.322728846238792e-05,7.963717247808485e-06,7.963717247808485e-06,6.322728846238792e-05
1956,6.31245290735803e-05,7.858231323812756e-06,7.858231323812756e-06,6.31245290735803e-05
1957,6.219504523739618e-05,7.807925352868292e-06,7.807925352868292e-06,6.219504523739618e-05
1958,6.168873733258806e-05,7.886392852794546e-06,7.886392852794546e-06,6.168873733258806e-05
1959,6.158256240139184e-05,8.10562986381618e-06,8.10562986381618e-06,6.158256240139184e-05
1960,6.151145550705093e-05,8.245710107855433e-06,8.245710107855433e-06,6.151145550705093e-05
1961,6.111598954053729e-05,8.532559929465475e-06,8.532559929465475e-06,6.111598954053729e-05
1962,6.078422926033714e-05,8.704699861742224e-06,8.704699861742224e-06,6.078422926033714e-05
1963,6.0272633293477285e-05,8.846076265659317e-06,8.846076265659317e-06,6.0272633293477285e-05
1964,5.9269609794552836e-05,9.165359317973656e-06,9.165359317973656e-06,5.9269609794552836e-05
1965,5.861670225775535e-05,9.378782643969835e-06,9.378782643969835e-06,5.861670225775535e-05
1966,5.7506618239650766e-05,9.253085668855679e-06,9.253085668855679e-06,5.7506618239650766e-05
1967,5.623232677213049e-05,9.11467837535643e-06,9.11467837535643e-06,5.623232677213049e-05
1968,5.5253762444148636e-05,8.88329122972209e-06,8.88329122972209e-06,5.5253762444148636e-05
1969,5.415170224815873e-05,8.758685128538804e-06,8.758685128538804e-06,5.415170224815873e-05
1970,5.318395051290281e-05,8.4256178394883e-06,8.4256178394883e-06,5.318395051290281e-05
1971,5.241456009181482e-05,7.985700319425502e-06,7.985700319425502e-06,5.241456009181482e-05
1972,5.144777242094278e-05,7.648349830040907e-06,7.648349830040907e-06,5.144777242094278e-05
1973,5.089664253838626e-05,7.544475400728905e-06,7.544475400728905e-06,5.089664253838626e-05
1974,4.9694655899656937e-05,7.385178962847151e-06,7.385178962847151e-06,4.9694655899656937e-05
1975,4.8362635945003217e-05,7.1443330073504645e-06,7.1443330073504645e-06,4.8362635945003217e-05
1976,4.7285022966596966e-05,7.046776577876049e-06,7.046776577876049e-06,4.7285022966596966e-05
1977,4.614899340335147e-05,7.237805220938753e-06,7.237805220938753e-06,4.614899340335147e-05
1978,4.534631547617859e-05,7.2743211733593076e-06,7.2743211733593076e-06,4.534631547617859e-05
1979,4.423528090618285e-05,7.2555523859461705e-06,7.2555523859461705e-06,4.423528090618285e-05
1980,4.3453203293860755e-05,7.311781376172023e-06,7.311781376172023e-06,4.3453203293860755e-05
1981,4.316199712255704e-05,7.57944319827532e-06,7.57944319827532e-06,4.316199712255704e-05
1982,4.2782903619809076e-05,7.753048521408346e-06,7.753048521408346e-06,4.2782903619809076e-05
1983,4.210034447688875e-05,7.751161774649518e-06,7.751161774649518e-06,4.210034447688875e-05
1984,4.175321737420745e-05,7.650601479066868e-06,7.650601479066868e-06,4.175321737420745e-05
1985,4.1297343809024566e-05,7.752182292668814e-06,7.752182292668814e-06,4.1297343809024566e-05
1986,4.1238369054294056e-05,7.826201129189161e-06,7.826201129189161e-06,4.1238369054294056e-05
1987,4.0792294125172445e-05,7.837139362111753e-06,7.837139362111753e-06,4.0792294125172445e-05
1988,4.052634280274755e-05,8.075189206075656e-06,8.075189206075656e-06,4.052634280274755e-05
1989,4.043522130814381e-05,8.08315248182875e-06,8.08315248182875e-06,4.043522130814381e-05
1990,4.05680231259404e-05,8.480986447726277e-06,8.480986447726277e-06,4.05680231259404e-05
1991,4.048529081046581e-05,8.58322683987873e-06,8.58322683987873e-06,4.048529081046581e-05
1992,4.0393703654574763e-05,8.896314154428961e-06,8.896314154428961e-06,4.0393703654574763e-05
1993,4.085488607025971e-05,9.153955943475012e-06,9.153955943475012e-06,4.085488607025971e-05
1994,4.108692051626609e-05,9.776941364439803e-06,9.776941364439803e-06,4.108692051626609e-05
1995,4.1303371420196656e-05,9.383059737696645e-06,9.383059737696645e-06,4.1303371420196656e-05
1996,4.130946659383231e-05,9.297223836516163e-06,9.297223836516163e-06,4.130946659383231e-05
1997,4.152629740669259e-05,8.875272279900465e-06,8.875272279900465e-06,4.152629740669259e-05
1998,4.163117305974343e-05,8.700090607557545e-06,8.700090607557545e-06,4.163117305974343e-05
1999,4.151332853195656e-05,8.385350741134192e-06,8.385350741134192e-06,4.151332853195656e-05
2000,4.096196114135507e-05,8.384202698964924e-06,8.384202698964924e-06,4.096196114135507e-05
2001,4.0667355019000494e-05,7.880997470367998e-06,7.880997470367998e-06,4.0667355019000494e-05
2002,3.999605178250931e-05,8.231755405826594e-06,8.231755405826594e-06,3.999605178250931e-05
2003,3.952196233772806e-05,8.695724253422149e-06,8.695724253422149e-06,3.952196233772806e-05
2004,3.8965940932809773e-05,8.97872580805727e-06,8.97872580805727e-06,3.8965940932809773e-05
2005,3.829074401957249e-05,9.331974069937132e-06,9.331974069937132e-06,3.829074401957249e-05
2006,3.79830261018859e-05,9.32538543046186e-06,9.32538543046186e-06,3.79830261018859e-05
2007,3.818513557364765e-05,9.166188387358229e-06,9.166188387358229e-06,3.818513557364765e-05
2008,3.7810927356726355e-05,8.933296482739803e-06,8.933296482739803e-06,3.7810927356726355e-05
2009,3.7171271417589325e-05,8.723385105570611e-06,8.723385105570611e-06,3.7171271417589325e-05
2010,3.651848861149379e-05,8.3101500812128e-06,8.3101500812128e-06,3.651848861149379e-05
2011,3.606680028107283e-05,8.122516386980091e-06,8.122516386980091e-06,3.606680028107283e-05
2012,3.579114854801446e-05,7.768432104577577e-06,7.768432104577577e-06,3.579114854801446e-05
2013,3.532263924301203e-05,7.852742393359741e-06,7.852742393359741e-06,3.532263924301203e-05
2014,3.452291327578548e-05,8.767102112220268e-06,8.767102112220268e-06,3.452291327578548e-05
2015,3.376688982825726e-05,1.0289238096967373e-05,1.0289238096967373e-05,3.376688982825726e-05
2016,3.364296000134865e-05,1.0201483681677409e-05,1.0201483681677409e-05,3.364296000134865e-05
2017,3.369900575004673e-05,1.0610415074552293e-05,1.0610415074552293e-05,3.369900575004673e-05
2018,3.3464510488556697e-05,1.1127417110401439e-05,1.1127417110401439e-05,3.3464510488556697e-05
2019,3.314582318125758e-05,1.2157616538388538e-05,1.2157616538388538e-05,3.314582318125758e-05
