ngram,energy,enrgy,enegy,eneregy
1629,0.0003054390415075302,0.0,0.0,0.0
1630,0.0003089974964365995,0.0,0.0,0.0
1631,8.803830009388289e-06,0.0,0.0,0.0
1632,1.0911231096802762e-05,0.0,0.0,0.0
1633,8.84463474903896e-06,0.0,0.0,0.0
1634,2.340797842797266e-05,0.0,0.0,0.0
1635,2.303171675066551e-05,0.0,0.0,0.0
1636,2.238874222777148e-05,0.0,0.0,0.0
1637,1.7286962214971675e-05,0.0,0.0,0.0
1638,1.7510277432718014e-05,0.0,0.0,0.0
1639,1.641518935814799e-05,0.0,0.0,0.0
1640,1.6723613530952468e-05,0.0,0.0,0.0
1641,2.279714026696768e-06,0.0,0.0,0.0
1642,2.3053441477064292e-06,0.0,0.0,0.0
1643,1.957966511716742e-06,0.0,0.0,0.0
1644,1.9764678508441387e-06,0.0,0.0,0.0
1645,3.3097648659869653e-06,0.0,0.0,0.0
1646,4.916650555385006e-06,0.0,0.0,0.0
1647,4.608226382580531e-06,0.0,0.0,0.0
1648,5.405766923364094e-06,0.0,0.0,0.0
1649,5.297817088895889e-06,0.0,0.0,0.0
1650,5.385657362109798e-06,0.0,0.0,0.0
1651,5.594996480340342e-06,0.0,0.0,0.0
1652,3.980695672518257e-06,0.0,0.0,0.0
1653,1.4368727485296923e-06,0.0,0.0,0.0
1654,1.6028054931536775e-06,0.0,0.0,0.0
1655,6.858207776921128e-07,0.0,0.0,0.0
1656,2.498113961532259e-06,0.0,0.0,0.0
1657,2.549295848958926e-06,0.0,0.0,0.0
1658,4.124842429778905e-06,0.0,0.0,0.0
1659,4.487344451068306e-06,0.0,0.0,0.0
1660,5.5344158421836e-06,0.0,0.0,0.0
1661,5.905966369417521e-06,0.0,0.0,0.0
1662,6.271365090729627e-06,0.0,0.0,0.0
1663,4.656156842689338e-06,0.0,0.0,0.0
1664,5.263891353024519e-06,0.0,0.0,0.0
1665,3.6959855021580424e-06,0.0,0.0,0.0
1666,3.5574508794005463e-06,0.0,0.0,0.0
1667,2.7595268810338373e-06,0.0,0.0,0.0
1668,2.353303256898341e-06,0.0,0.0,0.0
1669,2.2275372738736872e-06,0.0,0.0,0.0
1670,2.300996511296814e-06,0.0,0.0,0.0
1671,1.6324602256645449e-06,0.0,0.0,0.0
1672,2.0372363646207044e-06,0.0,0.0,0.0
1673,1.9802834003712633e-06,0.0,0.0,0.0
1674,2.696737007162093e-06,0.0,0.0,0.0
1675,2.874343839006802e-06,0.0,0.0,0.0
1676,3.0212296857306294e-06,0.0,0.0,0.0
1677,2.9186164981963103e-06,0.0,0.0,0.0
1678,2.999744684270159e-06,0.0,0.0,0.0
1679,2.378614307677448e-06,0.0,0.0,0.0
1680,2.843801796968494e-06,0.0,0.0,0.0
1681,1.9147042524179725e-06,0.0,0.0,0.0
1682,1.8276091395819094e-06,0.0,0.0,0.0
1683,1.6617628456775231e-06,0.0,0.0,0.0
1684,3.890001413050673e-06,0.0,0.0,0.0
1685,4.256004461110154e-06,0.0,0.0,0.0
1686,4.992593565995256e-06,0.0,0.0,0.0
1687,4.428320510539509e-06,0.0,0.0,0.0
1688,5.0153149361774145e-06,0.0,0.0,0.0
1689,4.9829705923392405e-06,0.0,0.0,0.0
1690,5.904664314065096e-06,0.0,0.0,0.0
1691,3.6797571283386787e-06,0.0,0.0,0.0
1692,3.320081824702876e-06,0.0,0.0,0.0
1693,2.9614735532439747e-06,0.0,0.0,0.0
1694,3.008572142399706e-06,0.0,0.0,0.0
1695,3.1625726575969437e-06,0.0,0.0,0.0
1696,3.1778429274709197e-06,0.0,0.0,0.0
1697,3.5195860813733556e-06,0.0,0.0,0.0
1698,3.721689446527827e-06,0.0,0.0,0.0
1699,3.5952217517985574e-06,0.0,0.0,0.0
1700,3.3719130466839227e-06,0.0,0.0,0.0
1701,3.2785482671572808e-06,0.0,0.0,0.0
1702,2.449644412649832e-06,0.0,0.0,0.0
1703,2.311194381020089e-06,0.0,0.0,0.0
1704,8.963793476368664e-07,0.0,0.0,0.0
1705,8.252211642911789e-07,0.0,0.0,0.0
1706,1.3508570861274296e-06,0.0,0.0,0.0
1707,1.3590993981032234e-06,0.0,0.0,0.0
1708,1.329994658151788e-06,0.0,0.0,0.0
1709,1.4142494819679996e-06,0.0,0.0,0.0
1710,1.5980772047896608e-05,0.0,0.0,0.0
1711,1.5940554900696823e-05,0.0,0.0,0.0
1712,1.567093761220154e-05,0.0,0.0,0.0
1713,1.5268363294954463e-05,0.0,0.0,0.0
1714,1.9282100195385154e-05,0.0,0.0,0.0
1715,1.9358416748462203e-05,0.0,0.0,0.0
1716,1.931217631222028e-05,0.0,0.0,0.0
1717,4.7787447527980476e-06,0.0,0.0,0.0
1718,5.198689653492952e-06,0.0,0.0,0.0
1719,5.264872458253324e-06,0.0,0.0,0.0
1720,5.2928859182494695e-06,0.0,0.0,0.0
1721,1.172868487791285e-06,0.0,0.0,0.0
1722,2.6942985666015114e-06,0.0,0.0,0.0
1723,2.9842988981597174e-06,0.0,0.0,0.0
1724,3.0434754713886444e-06,0.0,0.0,0.0
1725,2.726806737233086e-06,0.0,0.0,0.0
1726,2.870758594651436e-06,0.0,0.0,0.0
1727,2.865228233466561e-06,0.0,0.0,0.0
1728,2.884775808200045e-06,0.0,0.0,0.0
1729,1.3025196088684815e-06,0.0,0.0,0.0
1730,1.1141993273408194e-06,0.0,0.0,0.0
1731,1.122886236056989e-06,0.0,0.0,0.0
1732,2.761695278812632e-06,0.0,0.0,0.0
1733,3.6640078146124973e-06,0.0,0.0,0.0
1734,3.897354758919391e-06,0.0,0.0,0.0
1735,3.948761689441328e-06,0.0,0.0,0.0
1736,4.033874704743669e-06,0.0,0.0,0.0
1737,4.029407396696375e-06,0.0,0.0,0.0
1738,4.241140962741545e-06,0.0,0.0,0.0
1739,2.64444825656288e-06,0.0,0.0,0.0
1740,1.7240291591796059e-06,0.0,0.0,0.0
1741,3.034861947526224e-06,0.0,0.0,0.0
1742,2.9871754999736107e-06,0.0,0.0,0.0
1743,3.0598647689268025e-06,0.0,0.0,0.0
1744,3.1461906441368877e-06,0.0,0.0,0.0
1745,3.417347654379098e-06,0.0,0.0,0.0
1746,3.7755217233227867e-06,0.0,0.0,0.0
1747,3.983455144407344e-06,0.0,0.0,0.0
1748,3.0079465886956314e-06,0.0,0.0,0.0
1749,3.658334110566232e-06,0.0,0.0,0.0
1750,5.488623011323008e-06,0.0,0.0,0.0
1751,6.124676929175621e-06,0.0,0.0,0.0
1752,6.433637801300003e-06,0.0,0.0,0.0
1753,7.80208945018655e-06,0.0,0.0,0.0
1754,8.022252391778498e-06,0.0,0.0,0.0
1755,8.56739260208477e-06,0.0,0.0,0.0
1756,8.676705484893838e-06,0.0,0.0,0.0
1757,7.526251010858687e-06,0.0,0.0,0.0
1758,7.3656334669587e-06,0.0,0.0,0.0
1759,8.539081591152353e-06,0.0,0.0,0.0
1760,7.71317867734719e-06,0.0,0.0,0.0
1761,1.0196855133212271e-05,0.0,0.0,0.0
1762,1.0193977491975861e-05,0.0,0.0,0.0
1763,1.0391880550741917e-05,0.0,0.0,0.0
1764,1.302635908879373e-05,0.0,0.0,0.0
1765,1.389699991705129e-05,0.0,0.0,0.0
1766,1.3978583410789724e-05,0.0,0.0,0.0
1767,1.4673037055347646e-05,0.0,0.0,0.0
1768,1.3108422405951257e-05,2.682212547305036e-09,0.0,0.0
1769,1.3217061028366775e-05,2.682212547305036e-09,0.0,0.0
1770,1.7662838997369234e-05,2.682212547305036e-09,0.0,0.0
1771,1.655166904259074e-05,2.682212547305036e-09,0.0,0.0
1772,1.6937129917745813e-05,2.682212547305036e-09,0.0,0.0
1773,1.7146953463712373e-05,2.682212547305036e-09,0.0,0.0
1774,1.7280101279279086e-05,2.682212547305036e-09,0.0,0.0
1775,1.753686501615448e-05,0.0,0.0,0.0
1776,1.8606220432307703e-05,0.0,0.0,0.0
1777,1.5589780170038076e-05,0.0,0.0,0.0
1778,1.5267659754109835e-05,0.0,2.7811436962922797e-09,0.0
1779,1.577543350452158e-05,0.0,2.7811436962922797e-09,0.0
1780,1.6696700965569888e-05,0.0,2.7811436962922797e-09,0.0
1781,1.6769537199122298e-05,0.0,2.7811436962922797e-09,0.0
1782,1.7614924347851358e-05,0.0,2.7811436962922797e-09,0.0
1783,1.7974745917724378e-05,0.0,2.7811436962922797e-09,0.0
1784,1.7839086987286074e-05,0.0,2.7811436962922797e-09,0.0
1785,1.9157252998931134e-05,0.0,3.236244795955047e-09,0.0
1786,2.7659884056317552e-05,0.0,3.236244795955047e-09,0.0
1787,2.7412515529639287e-05,0.0,3.236244795955047e-09,0.0
1788,2.8677134780861835e-05,0.0,3.236244795955047e-09,0.0
1789,2.9523609815182033e-05,0.0,3.236244795955047e-09,0.0
1790,3.0306276000503984e-05,0.0,3.236244795955047e-09,0.0
1791,3.2605671939173977e-05,0.0,3.236244795955047e-09,0.0
1792,3.3898224241316453e-05,1.0882620519022827e-09,0.0,0.0
1793,2.7199954274692573e-05,1.0882620519022827e-09,2.9580662998439168e-09,0.0
1794,2.8203867779146613e-05,1.0882620519022827e-09,2.9580662998439168e-09,0.0
1795,2.910804739388238e-05,1.0882620519022827e-09,2.9580662998439168e-09,0.0
1796,3.0361638761990305e-05,1.0882620519022827e-09,2.9580662998439168e-09,0.0
1797,3.1019507202602525e-05,1.0882620519022827e-09,2.9580662998439168e-09,0.0
1798,3.0277219203916112e-05,1.0882620519022827e-09,4.115379656103155e-09,0.0
1799,2.9279716077975797e-05,0.0,4.115379656103155e-09,0.0
1800,2.8712784894326304e-05,0.0,1.980641174879695e-09,0.0
1801,2.9476423670920277e-05,0.0,2.444981645715367e-09,0.0
1802,2.9474866875846472e-05,0.0,2.444981645715367e-09,0.0
1803,2.8999920687056147e-05,0.0,2.444981645715367e-09,0.0
1804,2.875412740520135e-05,0.0,3.6652918478097263e-09,0.0
1805,2.799302975680413e-05,0.0,2.507978491550489e-09,0.0
1806,2.7700990488353584e-05,0.0,3.0250786954764764e-09,0.0
1807,2.706871366951548e-05,0.0,2.201750876856019e-09,0.0
1808,2.5628594552732204e-05,0.0,1.972773595276018e-09,0.0
1809,2.486829284212685e-05,0.0,1.972773595276018e-09,0.0
1810,2.3438830404692063e-05,0.0,2.408648899380036e-09,0.0
1811,2.2796028133598156e-05,0.0,1.891490519767558e-09,0.0
1812,2.4157596531689967e-05,0.0,2.846323557800393e-09,0.0
1813,2.4280983260333805e-05,0.0,2.717182161810732e-09,0.0
1814,2.521197633801161e-05,0.0,3.135098434827098e-09,0.0
1815,2.6005894791783897e-05,0.0,5.410564377480601e-09,0.0
1816,2.635926752451009e-05,0.0,6.361427955831849e-09,0.0
1817,2.721340778017683e-05,0.0,5.925552651727831e-09,0.0
1818,2.7228196164027656e-05,0.0,6.296609995309106e-09,0.0
1819,2.618108997661953e-05,0.0,5.492074398435623e-09,0.0
1820,2.6401448329644544e-05,0.0,5.1041155904992965e-09,0.0
1821,2.594013442701128e-05,0.0,4.8147535720260186e-09,0.0
1822,2.5107827241299674e-05,0.0,2.3039244401168446e-09,0.0
1823,2.5587452650402804e-05,0.0,1.6339863985668858e-09,0.0
1824,2.5768363359800007e-05,0.0,1.6339863985668858e-09,0.0
1825,2.6325288282740595e-05,1.266168043428146e-10,5.5977723250373e-10,0.0
1826,2.6745867736670853e-05,1.266168043428146e-10,5.279780343084692e-10,0.0
1827,2.7233170840190724e-05,1.266168043428146e-10,5.279780343084692e-10,0.0
1828,2.7986165670362035e-05,1.266168043428146e-10,9.51070317738762e-10,0.0
1829,2.8896305073950706e-05,1.9689108280270976e-10,1.794361659257504e-09,0.0
1830,2.9227430526849014e-05,1.9689108280270976e-10,1.7040452065281946e-09,0.0
1831,2.9451776104646603e-05,2.897857430207905e-10,1.7040452065281946e-09,0.0
1832,3.0192231341581127e-05,1.6316893867797588e-10,1.8743441243529446e-09,0.0
1833,3.106796482045736e-05,1.6316893867797588e-10,1.8383241437039795e-09,0.0
1834,3.118357432997852e-05,2.462291323216245e-10,1.8383241437039795e-09,0.0
1835,3.1297692008333146e-05,8.327129462161662e-10,1.5380278162169247e-09,0.0
1836,3.125697003270034e-05,8.374998472504558e-10,7.697976541923676e-10,0.0
1837,3.0992476240498945e-05,8.374998472504558e-10,8.11512793471739e-10,0.0
1838,3.148646854762254e-05,7.44605187032375e-10,1.1168157827106435e-09,0.0
1839,3.125738658127375e-05,7.44605187032375e-10,1.0222983015673037e-09,0.0
1840,3.1083603451926524e-05,7.44605187032375e-10,1.015406005309773e-09,0.0
1841,3.133713575412652e-05,6.615449933887265e-10,1.8551373373984097e-09,1.3995522201477277e-10
1842,3.1618139993432646e-05,7.506117949418467e-11,1.6646025668975994e-09,1.3995522201477277e-10
1843,3.2458061208931864e-05,6.557452993303871e-11,1.7206904472694922e-09,1.3995522201477277e-10
1844,3.3375841407437944e-05,1.3235738695525712e-10,1.488366223918141e-09,3.403037851512636e-10
1845,3.4328958073664193e-05,1.3235738695525712e-10,1.7169733571417316e-09,3.403037851512636e-10
1846,3.5348343642129165e-05,1.3235738695525712e-10,2.2933969406097835e-09,3.403037851512636e-10
1847,3.600084840270158e-05,1.3235738695525712e-10,2.339021904733991e-09,3.403037851512636e-10
1848,3.696219001929941e-05,1.870450619786571e-10,1.827416606925425e-09,2.0034856313649081e-10
1849,3.752974745501498e-05,2.4078459860886273e-10,1.9815593134607313e-09,2.0034856313649081e-10
1850,3.7558076395985805e-05,1.75210068675824e-10,1.89788016255069e-09,2.0034856313649081e-10
1851,3.765388100873679e-05,1.0842721165360558e-10,1.9443087576461895e-09,0.0
1852,3.763622589758597e-05,1.0842721165360558e-10,1.612644918396506e-09,0.0
1853,3.7458383823312556e-05,2.0494589358932558e-10,1.105217929080788e-09,0.0
1854,3.7308524042600766e-05,2.0494589358932558e-10,1.0850107201587633e-09,0.0
1855,3.679562308077168e-05,1.5025821856592562e-10,8.093864348587435e-10,0.0
1856,3.6599250701588714e-05,9.651868193572e-11,6.44127092933441e-10,0.0
1857,3.64943610163339e-05,9.651868193572e-11,6.447914107405544e-10,0.0
1858,3.6153976127804655e-05,9.651868193572e-11,7.711733592977562e-10,0.0
1859,3.563184197576318e-05,1.574480704543849e-10,8.735740186782692e-10,0.0
1860,3.5293306739601705e-05,6.09293885186649e-11,1.0947672411467023e-09,0.0
1861,3.5129192318501214e-05,6.09293885186649e-11,2.0670104080736505e-09,5.648668041250257e-11
1862,3.516046750259453e-05,6.09293885186649e-11,3.128874147868237e-09,5.648668041250257e-11
1863,3.5431291637775886e-05,6.09293885186649e-11,3.6520299324343294e-09,5.648668041250257e-11
1864,3.519897550826759e-05,6.09293885186649e-11,3.6980859485780115e-09,5.648668041250257e-11
1865,3.5397162719164044e-05,1.0515593951154756e-10,3.834861253945324e-09,5.648668041250257e-11
1866,3.5761943893573645e-05,8.846617089679804e-11,3.6186935511598304e-09,5.648668041250257e-11
1867,3.57928111043293e-05,8.846617089679804e-11,3.339147212701375e-09,9.969913783436368e-11
1868,3.5883934677778075e-05,8.846617089679804e-11,2.445147116527023e-09,4.321245742186111e-11
1869,3.597508475650102e-05,1.2805205705314548e-10,1.449539282256345e-09,4.321245742186111e-11
1870,3.587460741982795e-05,1.2805205705314548e-10,1.087867002829463e-09,4.321245742186111e-11
1871,3.650918889824035e-05,1.2805205705314548e-10,1.1559810093280426e-09,8.378851977321387e-11
1872,3.6489758453431674e-05,1.2477721633707972e-10,9.692502911384793e-10,8.378851977321387e-11
1873,3.6488579228586915e-05,8.053759643316433e-11,1.8559898776590193e-09,8.378851977321387e-11
1874,3.699404000404424e-05,8.053759643316433e-11,2.087490680313664e-09,4.057606235135276e-11
1875,3.754331191885285e-05,1.6076765712342526e-10,2.3495092300278894e-09,4.057606235135276e-11
1876,3.811887914447912e-05,1.2118177096707783e-10,2.3840795131719564e-09,4.057606235135276e-11
1877,3.8306330679915845e-05,1.5613344347567955e-10,2.732123963574854e-09,7.552773485995447e-11
1878,3.886810944615198e-05,2.2870416275086062e-10,2.7875318799251504e-09,3.4951672508601714e-11
1879,3.980298580635073e-05,1.877524524740437e-10,2.8741596245853073e-09,3.4951672508601714e-11
1880,4.107648107622351e-05,2.2063913592987713e-10,2.0304875320802704e-09,3.4951672508601714e-11
1881,4.1686281162713256e-05,2.837703266811431e-10,1.9335209861764166e-09,3.4951672508601714e-11
1882,4.228282237558493e-05,2.683594239684593e-10,1.9135801752691505e-09,3.4951672508601714e-11
1883,4.218854727306669e-05,3.326046799090321e-10,1.8887427495022688e-09,1.9556481434257478e-10
1884,4.22901804475779e-05,3.586748219858953e-10,1.4820705297933857e-09,3.1316768226271764e-10
1885,4.247996080916242e-05,3.151273805393881e-10,1.4675213108209358e-09,3.421909600913915e-10
1886,4.2817997642227314e-05,3.151273805393881e-10,1.5615132044542536e-09,3.421909600913915e-10
1887,4.285116977241289e-05,2.8224069708355463e-10,2.2866195048543148e-09,3.421909600913915e-10
1888,4.3473792694775124e-05,2.461123487546806e-10,2.4707029676131397e-09,3.421909600913915e-10
1889,4.400943570154985e-05,3.1214766089376107e-10,2.2064038136220584e-09,4.2070364850551757e-10
1890,4.555027823828693e-05,2.731980950988953e-10,2.153800376143116e-09,2.600905066715445e-10
1891,4.7330953488459014e-05,2.1217628051343037e-10,2.15487615053332e-09,1.0753596624279993e-10
1892,4.7691583729049724e-05,2.280961669542947e-10,2.2663153576019113e-09,1.4592743680097442e-10
1893,4.7828263632254675e-05,2.742195141593383e-10,1.985902262080508e-09,1.92050784006018e-10
1894,4.766368510900065e-05,3.404948327258493e-10,1.2838916378456388e-09,1.92050784006018e-10
1895,4.7957785552301046e-05,3.770056132358844e-10,1.0693898722895818e-09,2.1322199165016035e-10
1896,4.8067171259650164e-05,2.655315689548132e-10,1.0092666246392617e-09,1.928505807427935e-10
1897,4.781057993698466e-05,2.7738938923604906e-10,1.1005703511233834e-09,4.715019049797828e-10
1898,4.7147119143379056e-05,3.675802281602866e-10,1.1633980624108681e-09,5.25616411506391e-10
1899,4.7684984955204914e-05,3.408509704641968e-10,1.2130740400279854e-09,5.128433828398877e-10
1900,4.869299508365137e-05,3.8508064990695953e-10,1.3165065942161952e-09,4.667200356348441e-10
1901,4.932716183247976e-05,4.044887678768459e-10,1.281820990620527e-09,5.181300943846168e-10
1902,4.925795084480862e-05,4.0984830608690817e-10,1.4528642178213147e-09,5.313954673117191e-10
1903,4.950203323720156e-05,5.817376104642693e-10,1.4834752474054573e-09,6.167064874646704e-10
1904,4.943431693910887e-05,6.872677585764312e-10,1.506529329858048e-09,3.856163840624102e-10
1905,4.98456834715658e-05,6.733112321656774e-10,1.3053181660560575e-09,3.9248932675357244e-10
1906,4.992693305082087e-05,7.792172145621684e-10,1.2047947986482122e-09,3.8439256539695473e-10
1907,4.9870187337676596e-05,9.086168008463704e-10,1.2687528279970677e-09,5.308942967780744e-10
1908,5.033085004210339e-05,9.327289972129093e-10,1.4919073704608036e-09,7.814222364415408e-10
1909,5.0690058872403044e-05,8.638558360704199e-10,1.4059434677978925e-09,8.572337284462606e-10
1910,5.0954277477493246e-05,7.414555556829936e-10,1.3610736456543776e-09,8.23972548921351e-10
1911,5.14524633347589e-05,8.224188076587171e-10,1.2826522175728756e-09,9.022127132686717e-10
1912,5.1817135889515544e-05,9.623961151815153e-10,1.5556875153168092e-09,1.2592343834327835e-09
1913,5.1888560327435176e-05,8.66872064210687e-10,1.534997367309237e-09,1.3127748570746738e-09
1914,5.1949423193166566e-05,7.494348772515583e-10,1.373778089302264e-09,1.4878359020999353e-09
1915,5.233049627609684e-05,7.512102983315521e-10,1.1741152474867685e-09,1.3134076841987102e-09
1916,5.277083930975225e-05,9.61936369844477e-10,1.2296360417980117e-09,1.3235745118958926e-09
1917,5.3433741933466603e-05,1.1165186691863838e-09,1.468204587668736e-09,1.4787323429236006e-09
1918,5.407690436446241e-05,9.360124758606148e-10,1.6727463838675912e-09,1.41045191399363e-09
1919,5.492609229155018e-05,7.48212349220369e-10,1.654373398195043e-09,1.2055289940907495e-09
1920,5.519175101653673e-05,7.892214758704291e-10,1.4345104370245514e-09,1.175048526734303e-09
1921,5.512491874729416e-05,7.150176581768467e-10,1.5739471075677208e-09,9.940437917244083e-10
1922,5.521886487258598e-05,7.483543725182531e-10,1.575406368850959e-09,1.0838956795592276e-09
1923,5.535145672703428e-05,6.112886328076986e-10,1.3179257130069288e-09,9.880342238810513e-10
1924,5.539259810965242e-05,5.343660692507563e-10,1.1676645444198235e-09,8.447929241071708e-10
1925,5.565810819721914e-05,8.132978159983547e-10,1.0353406941300746e-09,8.79292668438352e-10
1926,5.494528211004633e-05,9.453470625356682e-10,8.112774460159297e-10,7.120523952210332e-10
1927,5.545051785052887e-05,9.8943399505304e-10,8.562909230886667e-10,6.424474305718622e-10
1928,5.5571493118934866e-05,1.166607762773505e-09,7.332402462978393e-10,5.931273349452886e-10
1929,5.574520089014966e-05,1.1734147780424158e-09,8.15904661293538e-10,5.527662395270789e-10
1930,5.667924831089165e-05,1.2086640180771928e-09,7.694717224504544e-10,6.643497537809192e-10
1931,5.7305274302572275e-05,1.219532895303997e-09,7.034530477964143e-10,5.947081240163601e-10
