ngram,net,nett,nett,nnett
1841,1.3817394834144839e-05,2.091155351990892e-06,2.091155351990892e-06,2.688226688870746e-09
1842,1.3971391646399362e-05,2.118591981213415e-06,2.118591981213415e-06,2.550418891950861e-09
1843,1.432156256799187e-05,2.2041386955606868e-06,2.2041386955606868e-06,2.7186825330665395e-09
1844,1.3549171983738364e-05,2.1962307040926784e-06,2.1962307040926784e-06,2.8309311403010693e-09
1845,1.3821641264907417e-05,2.1352408988864876e-06,2.1352408988864876e-06,2.34421571043697e-09
1846,1.3482176785016367e-05,2.099956483497018e-06,2.099956483497018e-06,2.324948709743678e-09
1847,1.3736763451431346e-05,2.029124646339499e-06,2.029124646339499e-06,3.1741086267292727e-09
1848,1.4387677765625995e-05,1.8490057982489816e-06,1.8490057982489816e-06,3.729803228174384e-09
1849,1.4785840903641656e-05,1.766291412812799e-06,1.766291412812799e-06,3.902306002144331e-09
1850,1.4907083303634344e-05,1.5823881410272276e-06,1.5823881410272276e-06,4.173437563790929e-09
1851,1.5130180664917653e-05,1.43535895144201e-06,1.43535895144201e-06,4.231306289475307e-09
1852,1.5054682210445338e-05,1.281658374604636e-06,1.281658374604636e-06,4.840075134333282e-09
1853,1.545023224025499e-05,1.1321218136929799e-06,1.1321218136929799e-06,4.783943400151916e-09
1854,1.5544368060156038e-05,1.029723080137046e-06,1.029723080137046e-06,4.490971277399629e-09
1855,1.5682486783979194e-05,9.070158414812925e-07,9.070158414812925e-07,4.355364830692971e-09
1856,1.6527570551261306e-05,8.520980827597668e-07,8.520980827597668e-07,4.414355103676826e-09
1857,1.6847215972250395e-05,7.990500583738529e-07,7.990500583738529e-07,4.568058185684874e-09
1858,1.7190322068927344e-05,7.585263363450525e-07,7.585263363450525e-07,4.934300206522429e-09
1859,1.748077413919548e-05,7.134357247196021e-07,7.134357247196021e-07,4.612750181820502e-09
1860,1.796737875078439e-05,6.873594153538371e-07,6.873594153538371e-07,4.935830347615625e-09
1861,1.8375762010691687e-05,6.757740282280013e-07,6.757740282280013e-07,4.416218755766619e-09
1862,1.876274369091594e-05,6.616898856139284e-07,6.616898856139284e-07,4.343380512393326e-09
1863,1.821518084657977e-05,6.409404298730286e-07,6.409404298730286e-07,4.7017524476952335e-09
1864,1.8749917736775907e-05,6.272467203416454e-07,6.272467203416454e-07,4.68408772087108e-09
1865,1.955557023133484e-05,6.287420027157558e-07,6.287420027157558e-07,4.3908845131263826e-09
1866,2.040470099018421e-05,6.483454545299797e-07,6.483454545299797e-07,4.434324843824047e-09
1867,2.1027112390064368e-05,6.42454210719734e-07,6.42454210719734e-07,4.5310659985935735e-09
1868,2.1696463071358657e-05,6.278188087500374e-07,6.278188087500374e-07,5.13319158607877e-09
1869,2.2012547041023417e-05,6.07611923442164e-07,6.07611923442164e-07,5.367726580678729e-09
1870,2.322803447896149e-05,5.813214361946198e-07,5.813214361946198e-07,5.130988776715282e-09
1871,2.39762866840465e-05,6.101657602032771e-07,6.101657602032771e-07,5.182468993630047e-09
1872,2.4503994219620446e-05,5.798657696232112e-07,5.798657696232112e-07,5.644415950507258e-09
1873,2.5274149395824808e-05,5.506329695695708e-07,5.506329695695708e-07,5.581645558448502e-09
1874,2.605464292823204e-05,5.289437621870872e-07,5.289437621870872e-07,5.7039708194801216e-09
1875,2.6982260221432496e-05,5.559688531775464e-07,5.559688531775464e-07,5.36465062848736e-09
1876,2.8010756328252944e-05,5.593704608080381e-07,5.593704608080381e-07,5.22457664432961e-09
1877,2.8478436953654246e-05,5.604909176781803e-07,5.604909176781803e-07,5.135686923348917e-09
1878,2.8696245863102376e-05,5.238538156910571e-07,5.238538156910571e-07,5.227008984373274e-09
1879,2.9205542887211777e-05,5.496380757514479e-07,5.496380757514479e-07,5.065299354559524e-09
1880,2.9613372524701325e-05,5.575621863889475e-07,5.575621863889475e-07,5.320701339834548e-09
1881,3.06609537281994e-05,5.81480735815733e-07,5.81480735815733e-07,5.068407471497949e-09
1882,3.1126213278704586e-05,5.547561759807909e-07,5.547561759807909e-07,5.147283171120469e-09
1883,3.1538484368606336e-05,5.558584429568977e-07,5.558584429568977e-07,5.105969361604171e-09
1884,3.2203295372060635e-05,5.501299865175367e-07,5.501299865175367e-07,5.6057428540360175e-09
1885,3.2971232940326445e-05,5.566264422083935e-07,5.566264422083935e-07,5.76520799354187e-09
1886,3.354254035262524e-05,5.527149897131624e-07,5.527149897131624e-07,5.729058497446918e-09
1887,3.411475388150263e-05,5.482038553899266e-07,5.482038553899266e-07,5.751668601711961e-09
1888,3.420180655666627e-05,5.452781327416492e-07,5.452781327416492e-07,5.714045554177411e-09
1889,3.51745610324932e-05,5.430182170584885e-07,5.430182170584885e-07,5.740058523733589e-09
1890,3.658360947156325e-05,5.521453455717815e-07,5.521453455717815e-07,5.787416514278578e-09
1891,3.8439140813092566e-05,6.277566058088269e-07,6.277566058088269e-07,5.247429157861916e-09
1892,4.0187485865317285e-05,6.54728166539696e-07,6.54728166539696e-07,4.728805791387458e-09
1893,4.1903552171009195e-05,7.074692933071804e-07,7.074692933071804e-07,4.620159175873693e-09
1894,4.3528139420751745e-05,7.484447337446909e-07,7.484447337446909e-07,4.801896531197209e-09
1895,4.571782015513496e-05,7.81730290912362e-07,7.81730290912362e-07,4.6962927515080216e-09
1896,4.7227228995844985e-05,8.032413835020893e-07,8.032413835020893e-07,4.590471812195216e-09
1897,4.910744090531287e-05,8.200911614559508e-07,8.200911614559508e-07,5.010235654927848e-09
1898,5.12217146544052e-05,8.125066577641909e-07,8.125066577641909e-07,4.962464471093751e-09
1899,5.563607867640842e-05,8.669208974814475e-07,8.669208974814475e-07,4.997476147191751e-09
1900,5.950604463578202e-05,8.742271526378837e-07,8.742271526378837e-07,5.0945377440468425e-09
1901,6.350652204543752e-05,9.004932865406902e-07,9.004932865406902e-07,4.612237100179836e-09
1902,6.76401390852074e-05,8.987337553532728e-07,8.987337553532728e-07,4.347997422422216e-09
1903,7.212088270794734e-05,9.775869865994276e-07,9.775869865994276e-07,4.4485265947104475e-09
1904,7.585338296069364e-05,1.0707169378422674e-06,1.0707169378422674e-06,4.1320543494752624e-09
1905,7.850744025615443e-05,1.205848345112567e-06,1.205848345112567e-06,4.307511839282288e-09
1906,7.967244164319709e-05,1.2767616307688253e-06,1.2767616307688253e-06,4.308838460634742e-09
1907,8.200230929235528e-05,1.3960448005231489e-06,1.3960448005231489e-06,4.405455524190773e-09
1908,8.451485129106524e-05,1.4462272750798938e-06,1.4462272750798938e-06,4.6872977245625086e-09
1909,8.683878903476787e-05,1.5173504510000515e-06,1.5173504510000515e-06,4.880423176700788e-09
1910,9.068306930462963e-05,1.4738487022571332e-06,1.4738487022571332e-06,4.688734733804267e-09
1911,9.367832119875987e-05,1.4349604465938422e-06,1.4349604465938422e-06,4.263225582081174e-09
1912,9.641052643668704e-05,1.3087617714648201e-06,1.3087617714648201e-06,4.613266974778136e-09
1913,9.73577012440988e-05,1.2243146686939456e-06,1.2243146686939456e-06,4.5502863699198315e-09
1914,9.895264000598607e-05,1.0502899304550998e-06,1.0502899304550998e-06,4.987063143399187e-09
1915,9.926346475757393e-05,9.228677900604712e-07,9.228677900604712e-07,4.626257726109933e-09
1916,9.935677371686324e-05,8.257126101593062e-07,8.257126101593062e-07,6.518502372797132e-09
1917,9.849949024750717e-05,7.835073542342538e-07,7.835073542342538e-07,6.832846796303979e-09
1918,9.773999253021819e-05,7.309717001849744e-07,7.309717001849744e-07,7.892259607749402e-09
1919,9.685746980332104e-05,6.778315163761103e-07,6.778315163761103e-07,7.53590301272311e-09
1920,9.679365757619962e-05,6.152196760922379e-07,6.152196760922379e-07,7.906350368054e-09
1921,9.61100377026014e-05,6.268670793880509e-07,6.268670793880509e-07,7.425204958825102e-09
1922,9.623265941627324e-05,6.440323951600086e-07,6.440323951600086e-07,8.072968769669484e-09
1923,9.496893887574385e-05,6.395296817832527e-07,6.395296817832527e-07,6.2127492357027285e-09
1924,9.350194574965696e-05,6.219858132031472e-07,6.219858132031472e-07,5.974887632273099e-09
1925,9.383638618081542e-05,6.013099778101605e-07,6.013099778101605e-07,5.385185567316089e-09
1926,9.361187091729204e-05,5.810808342435589e-07,5.810808342435589e-07,5.270895275799603e-09
1927,9.387974569108337e-05,5.777507437544825e-07,5.777507437544825e-07,5.184149109993541e-09
1928,9.345210751884483e-05,5.554557641776878e-07,5.554557641776878e-07,5.234071969490677e-09
1929,9.44160097528116e-05,5.59214502767905e-07,5.59214502767905e-07,4.7254334730898304e-09
1930,9.611628359250193e-05,5.489751759211816e-07,5.489751759211816e-07,4.8494109363060394e-09
1931,9.81931111060216e-05,5.461764739525929e-07,5.461764739525929e-07,4.787954382174624e-09
1932,9.790198133227282e-05,5.273141344527435e-07,5.273141344527435e-07,4.4792814219667724e-09
1933,9.874066745396703e-05,5.248045381124809e-07,5.248045381124809e-07,4.4856305019586836e-09
1934,9.919970242273328e-05,5.212699006408781e-07,5.212699006408781e-07,4.43068607200051e-09
1935,0.00010030937534923266,5.130385878666337e-07,5.130385878666337e-07,4.277975973465686e-09
1936,0.00010103962371691264,4.772922547350131e-07,4.772922547350131e-07,4.295695830793176e-09
1937,0.00010188546210494158,4.446394054217048e-07,4.446394054217048e-07,4.094389240348408e-09
1938,0.0001035972683374504,4.110088330630138e-07,4.110088330630138e-07,4.505075836190388e-09
1939,0.00010448370864781152,3.791993005311919e-07,3.791993005311919e-07,4.680706330465309e-09
1940,0.00010557884836868783,3.452991096862336e-07,3.452991096862336e-07,4.774778318759689e-09
1941,0.00010569293746292325,3.087437485354323e-07,3.087437485354323e-07,4.650288376595313e-09
1942,0.00010470477198915822,2.7876383106623895e-07,2.7876383106623895e-07,4.747710700771433e-09
1943,0.00010184919145623488,2.72249408794778e-07,2.72249408794778e-07,4.824967980709971e-09
1944,9.9768399585238e-05,2.719166636617436e-07,2.719166636617436e-07,4.870989897146469e-09
1945,9.544229396851733e-05,2.824553726148744e-07,2.824553726148744e-07,4.423648051040832e-09
1946,9.322606846191255e-05,3.033396122223816e-07,3.033396122223816e-07,4.1983082090167406e-09
1947,9.056667788952057e-05,3.3570301281672853e-07,3.3570301281672853e-07,4.147612190205255e-09
1948,9.062176624346259e-05,3.507648987774051e-07,3.507648987774051e-07,4.323626504440117e-09
1949,8.93227760181097e-05,3.626537079526315e-07,3.626537079526315e-07,4.25542924707502e-09
1950,9.053146225466792e-05,3.681240627884108e-07,3.681240627884108e-07,4.128495481988839e-09
1951,9.051762234386323e-05,3.739564777203798e-07,3.739564777203798e-07,4.001337007762475e-09
1952,9.014679173040869e-05,3.673128828398019e-07,3.673128828398019e-07,4.062270297922055e-09
1953,8.977478968777827e-05,3.620292626952245e-07,3.620292626952245e-07,4.180283991977214e-09
1954,8.935898845915549e-05,3.4724316070163954e-07,3.4724316070163954e-07,4.565194761901077e-09
1955,8.763324149185792e-05,3.4141195166219926e-07,3.4141195166219926e-07,4.480995891802715e-09
1956,8.75877553231216e-05,3.400872036049155e-07,3.400872036049155e-07,4.525168113238871e-09
1957,8.562535575557766e-05,3.414219398629419e-07,3.414219398629419e-07,4.4337205652920735e-09
1958,8.441851865167596e-05,3.3546992231744556e-07,3.3546992231744556e-07,4.536985327112981e-09
1959,8.340576148059751e-05,3.4067674294289775e-07,3.4067674294289775e-07,4.383334964838273e-09
1960,8.26147640639517e-05,3.4182461052166347e-07,3.4182461052166347e-07,4.411442639755998e-09
1961,8.183355073145191e-05,3.3675084815903187e-07,3.3675084815903187e-07,3.786010267197477e-09
1962,8.05932650109753e-05,3.4100930942518713e-07,3.4100930942518713e-07,3.5219934587818867e-09
1963,7.95287497956971e-05,3.427861819156013e-07,3.427861819156013e-07,3.304170587930295e-09
1964,7.799999626253598e-05,3.3404167863539313e-07,3.3404167863539313e-07,3.965082801775972e-09
1965,7.629986274488536e-05,3.393447838919071e-07,3.393447838919071e-07,3.778572851434855e-09
1966,7.552548673369788e-05,3.3865830216330194e-07,3.3865830216330194e-07,4.130696070906278e-09
1967,7.431771103126396e-05,3.3326150271152854e-07,3.3326150271152854e-07,4.033077903388614e-09
1968,7.35101753629611e-05,3.2951144898366434e-07,3.2951144898366434e-07,3.999852163768683e-09
1969,7.301715231733397e-05,3.134431259305919e-07,3.134431259305919e-07,3.932081485810304e-09
1970,7.250795585735301e-05,3.007894641931281e-07,3.007894641931281e-07,3.879901511183448e-09
1971,7.300711981120653e-05,2.91447540640937e-07,2.91447540640937e-07,3.4005842903488723e-09
1972,7.430798203651128e-05,2.7571933612437404e-07,2.7571933612437404e-07,3.290855334268729e-09
1973,7.505988781174113e-05,2.614979125935081e-07,2.614979125935081e-07,2.9644031991032146e-09
1974,7.622156512557663e-05,2.470927792533725e-07,2.470927792533725e-07,2.7705587982548454e-09
1975,7.655040930590726e-05,2.384252216610808e-07,2.384252216610808e-07,2.7310735577807624e-09
1976,7.750218667622124e-05,2.320276268262335e-07,2.320276268262335e-07,2.6707993594499158e-09
1977,7.80008766534073e-05,2.344032310475086e-07,2.344032310475086e-07,2.636616861348021e-09
1978,7.814706207552393e-05,2.312233127505741e-07,2.312233127505741e-07,2.333827813545091e-09
1979,7.74000893995565e-05,2.2814401948575584e-07,2.2814401948575584e-07,2.2907091303179884e-09
1980,7.767457905824163e-05,2.2026105333290096e-07,2.2026105333290096e-07,2.0891813517260563e-09
1981,7.682829995506577e-05,2.1916552433205133e-07,2.1916552433205133e-07,2.0089878966749505e-09
1982,7.654341087410492e-05,2.1267952173989864e-07,2.1267952173989864e-07,2.1582455822510838e-09
1983,7.6364549126343e-05,2.0792178239454578e-07,2.0792178239454578e-07,2.0779013747735623e-09
1984,7.607127294509805e-05,1.913744033085355e-07,1.913744033085355e-07,2.0100607844852902e-09
1985,7.591892894457228e-05,1.78940904252808e-07,1.78940904252808e-07,2.060008306793902e-09
1986,7.548142977092149e-05,1.693254542293029e-07,1.693254542293029e-07,2.044159603491786e-09
1987,7.435426960000768e-05,1.6289290881234463e-07,1.6289290881234463e-07,2.0387273932545978e-09
1988,7.397882499000323e-05,1.5306348797951485e-07,1.5306348797951485e-07,1.956091415828658e-09
1989,7.414944515663333e-05,1.4648024253866814e-07,1.4648024253866814e-07,1.6339925127236858e-09
1990,7.33492394959155e-05,1.4090088435685694e-07,1.4090088435685694e-07,1.4991614774980837e-09
1991,7.289756363856473e-05,1.335481556452578e-07,1.335481556452578e-07,1.348880324896535e-09
1992,7.197165229756917e-05,1.2853562684053292e-07,1.2853562684053292e-07,1.1523373208025385e-09
1993,7.119247311493382e-05,1.2101147867887058e-07,1.2101147867887058e-07,1.1498025864753458e-09
1994,7.057297521636688e-05,1.1292117412559882e-07,1.1292117412559882e-07,1.1504069125883071e-09
1995,6.946134297842426e-05,1.0796180203799719e-07,1.0796180203799719e-07,1.1139728266813214e-09
1996,6.773204638323347e-05,1.0044528206013378e-07,1.0044528206013378e-07,1.1685938803930794e-09
1997,6.586711658331166e-05,9.467944193732234e-08,9.467944193732234e-08,1.200457963193965e-09
1998,6.436647735037175e-05,9.025760557993376e-08,9.025760557993376e-08,1.1649205409826534e-09
1999,6.281396157906524e-05,8.517076212553678e-08,8.517076212553678e-08,1.2076723906620908e-09
2000,6.14252447641255e-05,8.200977573226607e-08,8.200977573226607e-08,1.1276128285077546e-09
2001,5.9517948622150083e-05,7.805817858752562e-08,7.805817858752562e-08,1.0600607058819378e-09
2002,5.84065357023584e-05,7.311665888615998e-08,7.311665888615998e-08,1.0813433402669303e-09
2003,5.694033253738391e-05,7.121662700829542e-08,7.121662700829542e-08,9.702367560165165e-10
2004,5.60831514511457e-05,6.82596465700109e-08,6.82596465700109e-08,8.776997779363122e-10
2005,5.461605646165221e-05,6.554664823608749e-08,6.554664823608749e-08,8.565473092707926e-10
2006,5.271852881248508e-05,6.383714687022543e-08,6.383714687022543e-08,7.970580941295071e-10
2007,5.0615023480661747e-05,6.164335124887138e-08,6.164335124887138e-08,7.375446523357912e-10
2008,4.868885090607884e-05,6.029767517036686e-08,6.029767517036686e-08,6.486953632986062e-10
2009,4.66370942636526e-05,6.28834858470587e-08,6.28834858470587e-08,5.501107010395603e-10
2010,4.483031651553964e-05,6.281512554551227e-08,6.281512554551227e-08,4.5513574506439447e-10
2011,4.215623370587959e-05,5.995551027077844e-08,5.995551027077844e-08,4.0184124529869207e-10
2012,3.9805000207187345e-05,5.852368088556302e-08,5.852368088556302e-08,3.661764012048112e-10
2013,3.853246588343089e-05,5.753816572402164e-08,5.753816572402164e-08,2.897956245013449e-10
2014,3.687340566622359e-05,5.7291215581147167e-08,5.7291215581147167e-08,2.091167972911074e-10
2015,3.52364919048601e-05,5.6721211600623585e-08,5.6721211600623585e-08,1.6177626401190993e-10
2016,3.3712873118929565e-05,5.820124166738034e-08,5.820124166738034e-08,1.3688418949918202e-10
2017,3.269794675967811e-05,5.622838609535089e-08,5.622838609535089e-08,1.5014579683725326e-10
2018,3.2281548192258926e-05,5.760154166978282e-08,5.760154166978282e-08,1.3467946549661214e-10
2019,3.177872440573992e-05,5.851745221718829e-08,5.851745221718829e-08,6.555707105643238e-11
