ngram,employee,emplotee,employe,emploee
1620,9.064420542667254e-06,0.0,0.0,0.0
1621,9.064420542667254e-06,0.0,0.0,0.0
1622,1.1948705248089806e-05,0.0,0.0,0.0
1623,1.1948705248089806e-05,0.0,0.0,0.0
1624,1.2098037440669682e-05,0.0,0.0,0.0
1625,3.2350947256938004e-06,0.0,0.0,0.0
1626,3.2350947256938004e-06,0.0,0.0,0.0
1627,3.0336168980024273e-06,0.0,0.0,0.0
1628,3.0991285240946e-06,0.0,0.0,0.0
1629,2.148438186720471e-07,0.0,0.0,0.0
1630,2.148438186720471e-07,0.0,0.0,0.0
1631,6.55116260921724e-08,0.0,0.0,0.0
1632,6.55116260921724e-08,0.0,0.0,0.0
1633,6.55116260921724e-08,0.0,0.0,0.0
1634,6.55116260921724e-08,0.0,0.0,0.0
1635,0.0,0.0,0.0,0.0
1636,0.0,0.0,0.0,0.0
1637,0.0,0.0,0.0,0.0
1638,0.0,0.0,0.0,0.0
1639,0.0,0.0,0.0,0.0
1640,0.0,0.0,1.028080548946621e-07,0.0
1641,0.0,0.0,1.028080548946621e-07,0.0
1642,0.0,0.0,1.028080548946621e-07,0.0
1643,0.0,0.0,1.028080548946621e-07,0.0
1644,0.0,0.0,1.028080548946621e-07,0.0
1645,0.0,0.0,1.028080548946621e-07,0.0
1646,0.0,0.0,1.028080548946621e-07,0.0
1647,0.0,0.0,0.0,0.0
1648,2.5675570733645666e-06,0.0,9.169847154615646e-08,0.0
1649,2.5675570733645666e-06,0.0,9.169847154615646e-08,0.0
1650,2.5675570733645666e-06,0.0,9.169847154615646e-08,0.0
1651,2.5675570733645666e-06,0.0,9.169847154615646e-08,0.0
1652,2.623228470253837e-06,0.0,1.473698684354271e-07,0.0
1653,2.623228470253837e-06,0.0,1.473698684354271e-07,0.0
1654,2.623228470253837e-06,0.0,1.473698684354271e-07,0.0
1655,5.567139688927065e-08,0.0,1.1377444155056895e-07,0.0
1656,5.567139688927065e-08,0.0,1.1377444155056895e-07,0.0
1657,8.347582942341042e-08,0.0,1.1377444155056895e-07,0.0
1658,4.3191108898911675e-06,0.0,1.1377444155056895e-07,0.0
1659,4.263439493001897e-06,0.0,5.81030446612983e-08,0.0
1660,4.263439493001897e-06,0.0,5.81030446612983e-08,0.0
1661,4.263439493001897e-06,0.0,5.81030446612983e-08,0.0
1662,4.263439493001897e-06,0.0,0.0,0.0
1663,4.263439493001897e-06,0.0,0.0,0.0
1664,4.274938041654812e-06,0.0,0.0,0.0
1665,3.9302981187055204e-08,0.0,0.0,0.0
1666,3.9302981187055204e-08,0.0,0.0,0.0
1667,1.058630558402131e-05,0.0,0.0,0.0
1668,1.058630558402131e-05,0.0,0.0,0.0
1669,1.058630558402131e-05,0.0,0.0,0.0
1670,1.058630558402131e-05,0.0,0.0,0.0
1671,1.0547002602834255e-05,0.0,0.0,0.0
1672,1.0547002602834255e-05,0.0,0.0,0.0
1673,1.0547002602834255e-05,0.0,2.4742870355761885e-08,0.0
1674,0.0,0.0,5.727339466180378e-08,0.0
1675,0.0,0.0,5.727339466180378e-08,0.0
1676,0.0,0.0,5.727339466180378e-08,0.0
1677,0.0,0.0,5.727339466180378e-08,0.0
1678,0.0,0.0,5.727339466180378e-08,0.0
1679,9.228707702797173e-08,0.0,5.727339466180378e-08,0.0
1680,1.1038900587274319e-07,0.0,3.2530524306041893e-08,0.0
1681,1.1038900587274319e-07,0.0,6.712754238183802e-08,0.0
1682,1.3055003884281697e-07,0.0,6.712754238183802e-08,0.0
1683,1.3055003884281697e-07,0.0,6.712754238183802e-08,0.0
1684,1.3055003884281697e-07,0.0,6.712754238183802e-08,0.0
1685,1.5075587051731937e-07,0.0,6.712754238183802e-08,0.0
1686,5.846879348934765e-08,0.0,6.712754238183802e-08,0.0
1687,4.036686464457619e-08,0.0,6.712754238183802e-08,0.0
1688,4.036686464457619e-08,0.0,0.0,0.0
1689,2.0205831674502406e-08,0.0,0.0,0.0
1690,2.0205831674502406e-08,0.0,0.0,0.0
1691,2.0205831674502406e-08,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,3.135119389493671e-08,0.0
1694,0.0,0.0,3.135119389493671e-08,0.0
1695,0.0,0.0,4.685799735528105e-08,0.0
1696,0.0,0.0,6.260394310889491e-08,0.0
1697,8.669548411229958e-07,0.0,7.729809275198412e-08,0.0
1698,7.587538090904543e-06,0.0,1.8558901899723423e-05,0.0
1699,7.587538090904543e-06,0.0,1.8571971440094005e-05,0.0
1700,7.587538090904543e-06,0.0,1.854062024619907e-05,0.0
1701,7.587538090904543e-06,0.0,1.8569620524187614e-05,0.0
1702,7.719374845497182e-06,0.0,1.855411372072727e-05,0.0
1703,7.907075420072423e-06,0.0,1.8549408984824822e-05,0.0
1704,7.040120578949427e-06,0.0,1.8534714835181732e-05,0.0
1705,3.4701074420289455e-07,0.0,6.226883288361154e-08,0.0
1706,1.0336845061179441e-06,0.0,4.919929251302944e-08,0.0
1707,1.0336845061179441e-06,0.0,4.919929251302944e-08,0.0
1708,1.0336845061179441e-06,0.0,4.9136616553369095e-08,0.0
1709,9.13872767682733e-07,0.0,6.11616327107965e-08,0.0
1710,7.261721931074914e-07,0.0,6.733544617126036e-08,0.0
1711,7.261721931074914e-07,0.0,6.733544617126036e-08,0.0
1712,7.095621979504228e-07,0.0,7.990448125383409e-08,0.0
1713,2.288843603537316e-08,0.0,9.072249643590372e-08,0.0
1714,1.1860454358319267e-07,0.0,1.2900893864298268e-07,0.0
1715,1.2992689692379956e-07,0.0,1.000713366140969e-07,0.0
1716,1.1790188076637215e-07,0.0,9.690127862021264e-08,0.0
1717,1.1790188076637215e-07,0.0,8.732766078521439e-08,0.0
1718,1.1790188076637215e-07,0.0,9.506941722747797e-08,0.0
1719,1.0703846088842641e-07,0.0,7.992744853270648e-08,0.0
1720,1.0703846088842641e-07,0.0,6.910943335063685e-08,0.0
1721,2.8842469492116962e-08,0.0,3.0822991143557895e-08,0.0
1722,5.171820443397987e-06,0.0,3.855057784107885e-08,0.0
1723,5.1841707957578365e-06,0.0,5.4396324397235473e-08,0.0
1724,5.190041715508187e-06,0.0,7.02385979220058e-08,0.0
1725,5.190041715508187e-06,0.0,6.249684147974222e-08,0.0
1726,5.196429213530759e-06,0.0,5.59119704186222e-08,0.0
1727,5.196429213530759e-06,0.0,5.59119704186222e-08,0.0
1728,5.178909097379249e-06,0.0,6.239153041828363e-08,0.0
1729,2.4608770132772406e-08,0.0,7.377987389288267e-08,0.0
1730,1.2258417772922518e-08,0.0,4.907916917318289e-08,0.0
1731,6.3874980225721495e-09,0.0,2.559549017178142e-08,0.0
1732,6.3874980225721495e-09,0.0,3.811253788756273e-08,0.0
1733,7.024769591420668e-09,0.0,4.51373074789834e-08,0.0
1734,7.024769591420668e-09,0.0,4.51373074789834e-08,0.0
1735,1.816317712106346e-07,0.0,3.8657747479321965e-08,0.0
1736,1.816317712106346e-07,0.0,1.954181730720198e-08,0.0
1737,1.816317712106346e-07,0.0,1.5797438176637764e-07,0.0
1738,2.14582668840129e-07,0.0,2.9526978551075445e-07,0.0
1739,2.1781358532686162e-07,0.0,3.2798556759416897e-07,0.0
1740,2.1078881573544095e-07,0.0,3.209607980027483e-07,0.0
1741,2.1078881573544095e-07,0.0,3.209607980027483e-07,0.0
1742,4.2559186397284066e-08,0.0,3.3371554256486237e-07,0.0
1743,7.360195328130561e-07,0.0,4.5892365615632767e-07,0.0
1744,7.360195328130561e-07,0.0,3.294192124160743e-07,0.0
1745,7.030686351835616e-07,0.0,1.9212380867169747e-07,0.0
1746,6.99837718696829e-07,0.0,1.867147960053574e-07,0.0
1747,6.99837718696829e-07,0.0,1.991922512648411e-07,0.0
1748,2.192127790274461e-06,0.0,2.1011144671742192e-07,0.0
1749,2.185750417993404e-06,0.0,2.1222254328482189e-07,0.0
1750,2.142140147043392e-06,0.0,1.1010555007422746e-07,0.0
1751,2.84169131451303e-06,0.0,1.0474656799073858e-07,0.0
1752,4.6194483859705675e-06,0.0,1.2423951822881918e-07,0.0
1753,5.273264183155593e-06,0.0,8.9445053522549e-08,0.0
1754,5.281632320576689e-06,0.0,9.37038731052553e-08,0.0
1755,3.820168711143879e-06,0.0,8.278467765267448e-08,0.0
1756,6.388176893880525e-06,0.0,2.712953643322992e-07,0.0
1757,5.857086622691148e-06,0.0,2.6647498353936173e-07,0.0
1758,5.169965794392185e-06,0.0,2.6601342969659723e-07,0.0
1759,4.884611701783115e-06,0.0,2.4999927436145495e-07,0.0
1760,4.233457271597883e-06,0.0,2.5295402268048814e-07,0.0
1761,5.077188353804932e-06,0.0,2.5009558538410405e-07,0.0
1762,5.057092219778221e-06,0.0,2.6350849553174225e-07,0.0
1763,2.5117934335635743e-06,0.0,6.864799091082269e-08,0.0
1764,2.395844308976182e-06,0.0,6.724132945683842e-08,0.0
1765,2.383413969805507e-06,0.0,7.887078672703346e-08,0.0
1766,1.1903035771000856e-06,0.0,9.239725276951763e-08,0.0
1767,1.1905867123930745e-06,0.0,9.913566348781647e-08,0.0
1768,1.6903226084861802e-06,0.0,9.598667613123066e-08,0.0
1769,1.6917773188700785e-06,0.0,9.47588044856015e-08,0.0
1770,1.9804234615402753e-06,0.0,8.91257028813795e-08,0.0
1771,1.9960412883181433e-06,0.0,7.489426856466253e-08,0.0
1772,2.5601627829782307e-06,0.0,8.124588113389564e-08,0.0
1773,2.2686557694027798e-06,0.0,8.240695668705809e-08,0.0
1774,2.4314039863375977e-06,0.0,1.0777139054190294e-07,0.0
1775,1.085346248938127e-06,0.0,1.1437467531802018e-07,0.0
1776,1.1111343845016108e-06,0.0,1.1303911483042026e-07,0.0
1777,1.6226690579149557e-06,0.0,1.1599229386506846e-07,0.0
1778,1.6070216951443887e-06,0.0,1.3560879961817462e-07,0.0
1779,1.0608320010366664e-06,0.0,1.3757531596476319e-07,0.0
1780,1.1023783752506233e-06,0.0,1.3585296138834175e-07,0.0
1781,9.500732738944504e-07,0.0,1.1106615106980047e-07,0.0
1782,9.550865629799027e-07,0.0,1.0884095047458686e-07,0.0
1783,9.258117850764945e-07,0.0,1.0451526983550658e-07,0.0
1784,2.5605300051673954e-07,0.0,1.1532389062754841e-07,0.0
1785,2.5650810161640235e-07,0.0,1.0925596529075068e-07,0.0
1786,2.9562956270926373e-06,0.0,9.558148304579714e-08,0.0
1787,3.5012579865220265e-06,0.0,9.202891756591011e-08,0.0
1788,3.4917900248692443e-06,0.0,9.502051158603666e-08,0.0
1789,3.4891430511813885e-06,0.0,9.27108102035033e-08,0.0
1790,3.4870737456925227e-06,0.0,9.613064833047247e-08,0.0
1791,3.3372002164863294e-06,0.0,9.360348838884289e-08,0.0
1792,3.3361404957941787e-06,0.0,9.048140827059927e-08,0.0
1793,6.27295368411345e-07,0.0,9.884911682840019e-08,0.0
1794,3.898897534985021e-08,0.0,1.0292345515543794e-07,0.0
1795,2.560811765813956e-07,0.0,1.1202989063414342e-07,0.0
1796,2.5552277576374696e-07,0.0,1.1819589015463602e-07,0.0
1797,5.33489356564181e-07,0.0,1.422676731976935e-07,0.0
1798,7.825257752257033e-07,0.0,1.5534697541040388e-07,0.0
1799,8.8187931167129e-07,0.0,1.819386251814389e-07,0.0
1800,8.865900222230851e-07,0.0,1.8106844785441873e-07,0.0
1801,9.525748829730674e-07,0.0,1.7942592884472625e-07,0.0
1802,7.385090542909114e-07,0.0,1.6548569549611004e-07,0.0
1803,7.36890760728264e-07,0.0,1.6126446159400336e-07,0.0
1804,5.883596786913716e-07,0.0,1.3914706796315711e-07,0.0
1805,4.0306215558822647e-07,0.0,1.3869698786298352e-07,0.0
1806,3.1833785182503303e-07,0.0,1.212815021744973e-07,0.0
1807,3.064267124486264e-07,0.0,1.1653811376228467e-07,0.0
1808,3.4742826837685925e-07,0.0,1.1133549548958399e-07,0.0
1809,3.5712732238124545e-07,0.0,1.1434172262982298e-07,0.0
1810,4.3136137671341756e-07,0.0,1.207396757812213e-07,0.0
1811,2.9764062668492996e-07,0.0,1.2571729460627727e-07,0.0
1812,2.48546951274266e-07,0.0,1.1544138089902845e-07,0.0
1813,2.5288494866414014e-07,0.0,1.0930636307193708e-07,0.0
1814,3.7616814196894666e-07,0.0,1.1117172655466285e-07,0.0
1815,2.660909227561855e-07,0.0,1.2229658657198733e-07,0.0
1816,2.589544761479244e-07,0.0,1.170526187723096e-07,0.0
1817,1.804668981871974e-07,0.0,1.0927777793767746e-07,0.0
1818,1.8134568627711394e-07,0.0,1.0797816786732386e-07,0.0
1819,1.6629821875113748e-07,0.0,1.029299038382955e-07,0.0
1820,1.4957637249425814e-07,0.0,9.641041438206749e-08,0.0
1821,2.5776397651254357e-08,0.0,9.925082622430637e-08,0.0
1822,9.087833647518956e-08,0.0,9.397576811969494e-08,0.0
1823,2.5694815595857433e-07,0.0,9.371167359566763e-08,0.0
1824,2.583194406316888e-07,0.0,1.0167164532504103e-07,0.0
1825,2.7168361414555064e-07,0.0,1.0331549710989358e-07,0.0
1826,2.7179041886934587e-07,0.0,1.0433520714059341e-07,0.0
1827,3.089876137808899e-07,0.0,1.1713251524270163e-07,0.0
1828,5.176769737959473e-07,0.0,1.1761361053329113e-07,0.0
1829,4.8286792332216266e-06,0.0,4.343216387171976e-07,7.027427845989515e-11
1830,4.663107754916089e-06,0.0,4.3384904253278886e-07,7.027427845989515e-11
1831,4.672099300709728e-06,0.0,4.3500446825614094e-07,7.027427845989515e-11
1832,4.8835427491107045e-06,0.0,4.321748414375699e-07,7.027427845989515e-11
1833,4.88709607588638e-06,0.0,4.384550911546674e-07,7.027427845989515e-11
1834,4.849380802188616e-06,0.0,4.3459940611358304e-07,7.027427845989515e-11
1835,4.721139483164295e-06,0.0,4.3512356739938696e-07,7.027427845989515e-11
1836,3.4664184487910787e-07,0.0,1.1595613256888879e-07,0.0
1837,3.4871572727825294e-07,0.0,1.2351648186787706e-07,0.0
1838,3.5472862311028817e-07,0.0,2.918503493479615e-07,0.0
1839,1.535250019811331e-07,0.0,2.9443513227533913e-07,0.0
1840,1.5320726807845274e-07,0.0,2.8909128246823457e-07,0.0
1841,1.5630119979245398e-07,0.0,2.876433953247215e-07,0.0
1842,8.266299340269662e-08,0.0,2.856095459183702e-07,0.0
1843,8.432332876395776e-08,0.0,2.911807206779875e-07,0.0
1844,8.793644060541997e-08,0.0,2.92036419174175e-07,0.0
1845,7.645437654397419e-08,0.0,1.1637174322588959e-07,0.0
1846,6.123699744112595e-08,0.0,1.335722440590611e-07,0.0
1847,1.070384390646138e-07,0.0,1.4419329273453384e-07,0.0
1848,1.7682217797901752e-07,0.0,1.524391493035182e-07,0.0
1849,1.8777167148138168e-07,0.0,1.6145480178205878e-07,0.0
1850,2.1179852690725705e-07,0.0,1.6924058192963847e-07,0.0
1851,2.3970100520338225e-07,0.0,1.8423390863680262e-07,0.0
1852,2.7637457224370466e-07,0.0,2.021514770181706e-07,0.0
1853,3.159684821087337e-07,0.0,2.0503911051556705e-07,0.0
1854,3.481555970503385e-07,0.0,2.3063217164625322e-07,0.0
1855,3.4303898287037426e-07,0.0,2.550309342755749e-07,0.0
1856,4.470775069518952e-07,4.969880459551998e-11,3.045029838436416e-07,0.0
1857,4.922167136101052e-07,4.969880459551998e-11,3.2625058565827203e-07,0.0
1858,5.167076153611561e-07,4.969880459551998e-11,3.413206956435845e-07,0.0
1859,5.266791975243125e-07,4.969880459551998e-11,3.590685366816615e-07,0.0
1860,5.494022283463502e-07,4.969880459551998e-11,3.91295921125285e-07,0.0
1861,5.24018255581333e-07,4.969880459551998e-11,4.176211924849278e-07,0.0
1862,5.554878928900767e-07,4.969880459551998e-11,4.3721556965335496e-07,0.0
1863,5.477245598025807e-07,0.0,4.339020855630744e-07,0.0
1864,5.948889005529574e-07,0.0,4.6906873762964096e-07,0.0
1865,6.878746522228799e-07,0.0,5.094876119723526e-07,0.0
1866,7.70703439099764e-07,0.0,5.430816989766234e-07,0.0
1867,8.210994906221458e-07,0.0,6.275842728038177e-07,0.0
1868,9.04977298432641e-07,0.0,7.337361012105248e-07,0.0
1869,9.731309010671145e-07,0.0,8.878848965261048e-07,0.0
1870,1.0986872212015442e-06,0.0,9.920110366173113e-07,0.0
1871,1.2002944020293529e-06,0.0,1.1091614818984193e-06,0.0
1872,1.2321857525421365e-06,0.0,1.1900568292081256e-06,0.0
1873,1.3338240185995737e-06,0.0,1.34356201085341e-06,0.0
1874,1.412179423303834e-06,0.0,1.3989242526284734e-06,0.0
1875,1.5172494158832706e-06,0.0,1.4938486044359576e-06,0.0
1876,1.6304995987021748e-06,0.0,1.5879667541542273e-06,0.0
1877,1.6277027563254315e-06,0.0,1.7501729741655124e-06,0.0
1878,1.7867745652568244e-06,0.0,1.8174253974783433e-06,0.0
1879,1.882023655395772e-06,0.0,1.998276421285742e-06,0.0
1880,2.002012771689416e-06,0.0,2.0932081627376775e-06,0.0
1881,2.174018748389374e-06,0.0,2.3212362683417657e-06,0.0
1882,2.288186075410132e-06,0.0,2.5512250333901776e-06,0.0
1883,2.556092713997974e-06,0.0,2.7689039175779077e-06,0.0
1884,2.8319453966625067e-06,0.0,3.004702177479755e-06,0.0
1885,2.926204907842995e-06,0.0,3.3816464955244944e-06,0.0
1886,3.1346140271385333e-06,0.0,3.625825424283643e-06,0.0
1887,3.399250187742707e-06,2.7633968526151266e-11,3.887689964748071e-06,0.0
1888,3.515748273587503e-06,2.7633968526151266e-11,4.194029770587804e-06,0.0
1889,3.6422055862723416e-06,2.7633968526151266e-11,4.519307334963482e-06,0.0
1890,3.5695440081846234e-06,2.7633968526151266e-11,4.692554934341128e-06,0.0
1891,3.633083029594023e-06,2.7633968526151266e-11,4.860960351444581e-06,0.0
1892,3.912245834466635e-06,2.7633968526151266e-11,4.92424754026745e-06,0.0
1893,4.337444384613523e-06,2.7633968526151266e-11,4.919457621456656e-06,0.0
1894,4.633764059950149e-06,0.0,4.959819177331935e-06,0.0
1895,5.0654776129834185e-06,0.0,4.806591472775576e-06,0.0
1896,5.6678911083249006e-06,0.0,4.528843614285247e-06,0.0
1897,6.6179977693536784e-06,0.0,4.367886504041962e-06,0.0
1898,7.641867146698392e-06,0.0,4.25890870506659e-06,0.0
1899,8.12904441512988e-06,1.8213906573448314e-11,4.229889067833678e-06,0.0
1900,8.755169281877378e-06,1.8213906573448314e-11,4.337059830764442e-06,0.0
1901,9.738283097249223e-06,1.8213906573448314e-11,4.393641445078954e-06,0.0
1902,1.062420363138829e-05,1.8213906573448314e-11,4.507436187850544e-06,0.0
1903,1.125176640925929e-05,1.8213906573448314e-11,4.5719041606519435e-06,0.0
1904,1.1981456996831444e-05,1.8213906573448314e-11,4.838697545242862e-06,1.5853739947819482e-11
1905,1.2609183613676578e-05,1.8213906573448314e-11,5.055266098809495e-06,1.5853739947819482e-11
1906,1.3578701067932083e-05,0.0,5.301850056379667e-06,1.5548861503900113e-10
1907,1.4401329021243977e-05,0.0,5.590895203308069e-06,1.5548861503900113e-10
1908,1.5195898413367104e-05,0.0,5.948681778785872e-06,1.5548861503900113e-10
1909,1.699191891800313e-05,0.0,6.337122353475674e-06,2.3817467145351555e-10
1910,1.9622494229614468e-05,0.0,6.836829470557859e-06,2.657224509872158e-10
1911,2.1749414112751504e-05,0.0,7.266955500589185e-06,2.498687110393963e-10
1912,2.3875856641097926e-05,0.0,7.709418631358339e-06,2.498687110393963e-10
1913,2.662128463271074e-05,0.0,8.140510349871225e-06,1.1023383594821468e-10
1914,2.9162815605689373e-05,0.0,8.508798925634307e-06,1.1023383594821468e-10
1915,3.1601542234836544e-05,0.0,8.835619415289589e-06,1.1023383594821468e-10
1916,3.287126647982015e-05,0.0,9.167130234085821e-06,2.7547779533700277e-11
1917,3.321479873972878e-05,1.396573432296425e-11,9.34679480581378e-06,4.1897203960163305e-11
1918,3.4186749222239344e-05,1.396573432296425e-11,9.484079522995412e-06,4.1897203960163305e-11
1919,3.465021291049197e-05,1.396573432296425e-11,9.246214631275507e-06,5.6102950658181476e-11
1920,3.435873960760156e-05,1.396573432296425e-11,8.90017729813865e-06,5.6102950658181476e-11
1921,3.372235395155647e-05,1.396573432296425e-11,8.501118892516907e-06,5.6102950658181476e-11
1922,3.35313881285921e-05,1.396573432296425e-11,8.000342469521066e-06,1.2855683482034967e-10
1923,3.359673506305886e-05,1.396573432296425e-11,7.2298152450197705e-06,1.2855683482034967e-10
1924,3.4854142151224164e-05,0.0,6.862362754743247e-06,8.665963086018635e-11
1925,3.4223849330114066e-05,0.0,6.2359146925570845e-06,8.665963086018635e-11
1926,3.413591418523408e-05,0.0,6.030055049320383e-06,9.537684729300975e-11
1927,3.407898917170574e-05,0.0,5.669019044164868e-06,9.537684729300975e-11
1928,3.54259905829427e-05,0.0,5.463898430337265e-06,9.537684729300975e-11
1929,3.6366898712003604e-05,0.0,5.154562976323567e-06,4.820876039638275e-11
1930,3.829869508211102e-05,0.0,5.414228001297618e-06,4.820876039638275e-11
1931,3.933407632367951e-05,0.0,5.057962165925087e-06,4.820876039638275e-11
