ngram,university,unversity,univerity,univrsity
1541,3.1535862815092386e-06,0.0,0.0,0.0
1542,1.744563808512924e-05,0.0,0.0,0.0
1543,1.6551109313565705e-05,0.0,0.0,0.0
1544,1.794215859263204e-05,0.0,0.0,0.0
1545,1.8477998797347288e-05,0.0,0.0,0.0
1546,1.8477998797347288e-05,0.0,0.0,0.0
1547,1.8477998797347288e-05,0.0,0.0,0.0
1548,1.9964208507060122e-05,0.0,0.0,0.0
1549,3.4130991934944177e-06,0.0,0.0,0.0
1550,7.735864885814539e-06,5.40345711540015e-07,0.0,0.0
1551,6.344815606748203e-06,5.40345711540015e-07,0.0,0.0
1552,5.8089754020329565e-06,5.40345711540015e-07,0.0,0.0
1553,5.8089754020329565e-06,5.40345711540015e-07,0.0,0.0
1554,5.8089754020329565e-06,5.40345711540015e-07,0.0,0.0
1555,4.32276569232012e-06,5.40345711540015e-07,0.0,0.0
1556,4.32276569232012e-06,5.40345711540015e-07,0.0,0.0
1557,0.0,0.0,0.0,0.0
1558,2.6599896955303848e-05,6.820486565369979e-07,0.0,0.0
1559,2.8319120247033425e-05,6.820486565369979e-07,0.0,0.0
1560,4.312589875813241e-05,6.820486565369979e-07,0.0,0.0
1561,4.312589875813241e-05,6.820486565369979e-07,0.0,0.0
1562,4.312589875813241e-05,6.820486565369979e-07,0.0,0.0
1563,4.3580520468822215e-05,6.820486565369979e-07,0.0,0.0
1564,4.3580520468822215e-05,6.820486565369979e-07,0.0,0.0
1565,1.6980623513518367e-05,0.0,0.0,0.0
1566,1.526140022178879e-05,0.0,0.0,0.0
1567,4.5462171068980493e-07,0.0,0.0,0.0
1568,4.5462171068980493e-07,0.0,0.0,0.0
1569,1.9400323643432264e-06,0.0,0.0,0.0
1570,1.4854106536534215e-06,0.0,0.0,0.0
1571,1.4854106536534215e-06,0.0,0.0,0.0
1572,1.4854106536534215e-06,0.0,0.0,0.0
1573,1.4854106536534215e-06,0.0,0.0,0.0
1574,1.4854106536534215e-06,0.0,0.0,0.0
1575,1.4854106536534215e-06,0.0,0.0,0.0
1576,9.013608957632511e-07,0.0,0.0,0.0
1577,9.013608957632511e-07,0.0,0.0,0.0
1578,9.013608957632511e-07,0.0,0.0,0.0
1579,9.013608957632511e-07,0.0,0.0,0.0
1580,9.013608957632511e-07,0.0,0.0,0.0
1581,2.087975644826656e-06,0.0,0.0,0.0
1582,2.087975644826656e-06,0.0,0.0,0.0
1583,1.4269260516032643e-06,0.0,0.0,0.0
1584,1.4269260516032643e-06,0.0,0.0,0.0
1585,1.4269260516032643e-06,0.0,0.0,0.0
1586,3.5836075897220454e-06,0.0,0.0,0.0
1587,3.5836075897220454e-06,0.0,0.0,0.0
1588,2.3969928406586405e-06,0.0,0.0,0.0
1589,3.890804626800153e-06,0.0,0.0,0.0
1590,5.210347158676346e-06,0.0,0.0,0.0
1591,5.743414086672212e-06,0.0,0.0,0.0
1592,5.743414086672212e-06,0.0,0.0,0.0
1593,3.8100092751847114e-06,0.0,0.0,0.0
1594,3.8100092751847114e-06,0.0,0.0,0.0
1595,4.260806365761839e-06,0.0,0.0,0.0
1596,3.187831030767744e-06,0.0,0.0,0.0
1597,1.7490392890197524e-06,0.0,0.0,0.0
1598,4.489282251337759e-06,0.0,0.0,0.0
1599,4.843015696159065e-06,0.0,0.0,0.0
1600,5.258775477809e-06,0.0,0.0,0.0
1601,6.430718648126847e-06,0.0,0.0,0.0
1602,9.842748243370028e-06,0.0,0.0,0.0
1603,9.42191179222261e-06,0.0,0.0,0.0
1604,9.30084969955455e-06,0.0,0.0,0.0
1605,6.702161142259554e-06,0.0,0.0,0.0
1606,7.069148653369796e-06,0.0,0.0,0.0
1607,7.176609220290889e-06,0.0,0.0,0.0
1608,6.204343646589093e-06,0.0,0.0,0.0
1609,2.341516960768786e-06,0.0,0.0,0.0
1610,3.48855127997792e-06,0.0,0.0,0.0
1611,4.410261794873804e-06,0.0,0.0,0.0
1612,3.7356404618549277e-06,0.0,0.0,0.0
1613,3.8139719273593594e-06,0.0,0.0,0.0
1614,3.0674748521570498e-06,0.0,0.0,0.0
1615,2.8677972555409984e-06,0.0,0.0,0.0
1616,2.8677972555409984e-06,0.0,0.0,0.0
1617,1.7207629363318638e-06,0.0,0.0,0.0
1618,8.975295600066602e-07,0.0,0.0,0.0
1619,1.0100640598206416e-06,0.0,0.0,0.0
1620,4.124894660760349e-07,0.0,0.0,0.0
1621,4.124894660760349e-07,0.0,0.0,0.0
1622,1.8194576309075013e-06,0.0,0.0,0.0
1623,1.8194576309075013e-06,0.0,0.0,0.0
1624,5.702094670466197e-06,0.0,0.0,0.0
1625,5.603617531895517e-06,0.0,0.0,0.0
1626,6.8688139305907366e-06,0.0,0.0,0.0
1627,6.667336102899364e-06,0.0,0.0,0.0
1628,7.453475648487386e-06,0.0,0.0,0.0
1629,6.211566171389547e-06,0.0,0.0,0.0
1630,6.815309153093299e-06,0.0,0.0,0.0
1631,3.046032085356793e-06,0.0,0.0,0.0
1632,5.79481611241915e-06,0.0,0.0,0.0
1633,4.417085213909948e-06,0.0,0.0,0.0
1634,4.417085213909948e-06,0.0,0.0,0.0
1635,3.630945668321926e-06,0.0,0.0,0.0
1636,3.5527313895857205e-06,0.0,0.0,0.0
1637,3.461109283112559e-06,0.0,0.0,0.0
1638,3.953764665506501e-06,0.0,0.0,0.0
1639,2.061553142799052e-06,0.0,0.0,0.0
1640,2.061553142799052e-06,0.0,0.0,0.0
1641,2.1212752301380533e-06,0.0,0.0,0.0
1642,2.2292250646062584e-06,0.0,0.0,0.0
1643,2.413348003723773e-06,0.0,0.0,0.0
1644,2.909503284139906e-06,0.0,0.0,0.0
1645,2.7455394168945143e-06,0.0,0.0,0.0
1646,1.8889669125396073e-06,0.0,0.0,0.0
1647,1.993012464903846e-06,0.0,0.0,0.0
1648,2.208385792203314e-06,0.0,0.0,0.0
1649,2.4915748407953027e-06,0.0,0.0,0.0
1650,2.352367906561475e-06,0.0,0.0,0.0
1651,1.645092335625772e-06,0.0,0.0,0.0
1652,1.759754833788715e-06,0.0,0.0,0.0
1653,2.0612579468044193e-06,0.0,0.0,0.0
1654,2.3305610739043914e-06,0.0,0.0,0.0
1655,2.345980874451925e-06,0.0,0.0,0.0
1656,2.1360713162721368e-06,0.0,0.0,0.0
1657,2.504790700186277e-06,0.0,0.0,0.0
1658,2.6863308123990592e-06,0.0,0.0,0.0
1659,4.284818227720929e-06,0.0,0.0,0.0
1660,4.785063148509445e-06,0.0,0.0,0.0
1661,4.546085287009711e-06,0.0,0.0,0.0
1662,4.620968793135814e-06,0.0,0.0,0.0
1663,5.490859125854643e-06,0.0,0.0,0.0
1664,5.186894238054915e-06,0.0,0.0,0.0
1665,4.83662838795291e-06,0.0,0.0,0.0
1666,3.2407045783397085e-06,0.0,0.0,0.0
1667,3.0555505564474776e-06,0.0,0.0,0.0
1668,3.052439386205411e-06,0.0,0.0,0.0
1669,2.7769029397209773e-06,0.0,0.0,0.0
1670,1.919029127098578e-06,0.0,0.0,0.0
1671,1.9180651764015366e-06,0.0,0.0,0.0
1672,2.2286011471805978e-06,0.0,0.0,0.0
1673,1.8920093875099804e-06,0.0,0.0,0.0
1674,1.503129039649918e-06,0.0,0.0,0.0
1675,1.5777803891329053e-06,3.431849953423287e-08,0.0,0.0
1676,2.0032762384809236e-06,3.431849953423287e-08,0.0,0.0
1677,1.9107889914136777e-06,3.431849953423287e-08,0.0,0.0
1678,1.7351566035423666e-06,3.431849953423287e-08,0.0,0.0
1679,1.3384893244554924e-06,3.431849953423287e-08,0.0,0.0
1680,1.206313141567859e-06,3.431849953423287e-08,0.0,0.0
1681,9.785994775159322e-07,3.431849953423287e-08,0.0,0.0
1682,9.138157151612956e-07,0.0,0.0,0.0
1683,3.984575909856046e-07,0.0,0.0,0.0
1684,3.561421522135788e-07,0.0,0.0,0.0
1685,3.9684107784004094e-07,0.0,0.0,0.0
1686,6.822480185876754e-07,0.0,0.0,0.0
1687,7.565387290599444e-07,0.0,0.0,0.0
1688,1.082679761209095e-06,0.0,0.0,0.0
1689,9.415525263583342e-07,0.0,0.0,0.0
1690,1.0454039828086285e-06,0.0,0.0,0.0
1691,1.1582231910064626e-06,0.0,0.0,0.0
1692,1.192277872113274e-06,0.0,0.0,0.0
1693,1.1115369440111472e-06,0.0,0.0,0.0
1694,1.117435439417542e-06,0.0,0.0,0.0
1695,8.533216211097689e-07,0.0,0.0,0.0
1696,9.320513478477161e-07,0.0,0.0,0.0
1697,2.664968617084794e-06,0.0,0.0,0.0
1698,2.8878145355650176e-06,0.0,0.0,0.0
1699,2.8062118977751586e-06,0.0,0.0,0.0
1700,3.1403057302473566e-06,0.0,0.0,0.0
1701,2.979273635414107e-06,0.0,0.0,0.0
1702,2.9891573823143906e-06,0.0,0.0,0.0
1703,2.9545924949811057e-06,0.0,0.0,0.0
1704,1.126485535962729e-06,0.0,0.0,0.0
1705,1.492475039047544e-06,0.0,0.0,0.0
1706,1.6344608653184878e-06,0.0,0.0,0.0
1707,1.1224721997596783e-06,0.0,0.0,0.0
1708,1.2189099832328663e-06,0.0,0.0,0.0
1709,1.20712410124822e-06,0.0,0.0,0.0
1710,1.2834644270550858e-06,0.0,0.0,0.0
1711,1.3038796465382672e-06,0.0,0.0,0.0
1712,6.198257977985122e-07,0.0,0.0,0.0
1713,5.080424918852649e-07,0.0,0.0,0.0
1714,1.0477108491256461e-06,0.0,0.0,0.0
1715,1.0321851330477979e-06,0.0,0.0,0.0
1716,1.025189803272042e-06,0.0,0.0,0.0
1717,9.581744779195236e-07,0.0,0.0,0.0
1718,1.3239270718453814e-06,0.0,0.0,0.0
1719,1.2939772286050096e-06,0.0,0.0,0.0
1720,1.422866603206785e-06,0.0,0.0,0.0
1721,1.2307663155297632e-06,0.0,0.0,0.0
1722,1.2483737025702015e-06,0.0,0.0,0.0
1723,4.418685989548976e-06,0.0,3.087588140715525e-08,0.0
1724,4.78790235953446e-06,0.0,3.087588140715525e-08,0.0
1725,4.415131639591761e-06,0.0,3.087588140715525e-08,0.0
1726,5.23134980312534e-06,0.0,3.087588140715525e-08,0.0
1727,5.3260542845886704e-06,0.0,3.087588140715525e-08,0.0
1728,4.9898057779630885e-06,0.0,3.087588140715525e-08,0.0
1729,4.977199215058395e-06,0.0,3.087588140715525e-08,0.0
1730,2.637546897078989e-06,8.18323796027341e-09,0.0,0.0
1731,2.751279631801091e-06,8.18323796027341e-09,0.0,0.0
1732,2.7667719158281604e-06,8.18323796027341e-09,0.0,0.0
1733,2.8036301630761173e-06,8.18323796027341e-09,0.0,0.0
1734,4.436281480073896e-06,8.18323796027341e-09,0.0,0.0
1735,5.716568596523887e-06,8.18323796027341e-09,0.0,0.0
1736,6.839212793303366e-06,8.18323796027341e-09,0.0,0.0
1737,7.699673322544445e-06,0.0,0.0,0.0
1738,7.904629577686656e-06,0.0,0.0,0.0
1739,8.513261751172e-06,0.0,0.0,0.0
1740,8.677284833018867e-06,0.0,0.0,0.0
1741,7.027304328793045e-06,0.0,0.0,0.0
1742,6.797955230857562e-06,6.377372281057043e-09,0.0,0.0
1743,6.668078867733129e-06,6.377372281057043e-09,0.0,0.0
1744,5.0800707315699715e-06,6.377372281057043e-09,0.0,0.0
1745,4.755239534201142e-06,6.377372281057043e-09,0.0,0.0
1746,5.771700622452565e-06,6.377372281057043e-09,0.0,0.0
1747,5.46963183621431e-06,6.377372281057043e-09,0.0,0.0
1748,5.8643276231253235e-06,6.377372281057043e-09,0.0,0.0
1749,6.190963030608795e-06,0.0,0.0,0.0
1750,7.725107138867315e-06,0.0,0.0,0.0
1751,1.0306394447720127e-05,0.0,0.0,0.0
1752,1.2404421145869751e-05,0.0,0.0,0.0
1753,1.2733400321199692e-05,0.0,0.0,0.0
1754,1.396807627835577e-05,0.0,0.0,0.0
1755,1.5316003815054762e-05,0.0,0.0,0.0
1756,1.6315962836545494e-05,0.0,0.0,0.0
1757,1.6227013735000844e-05,0.0,0.0,0.0
1758,1.949333792643821e-05,6.215169585337727e-09,0.0,0.0
1759,2.282312276033086e-05,6.215169585337727e-09,0.0,0.0
1760,2.3282618063344023e-05,1.1537903584927075e-08,0.0,0.0
1761,2.3759847993330497e-05,1.1537903584927075e-08,0.0,0.0
1762,2.4638050620394226e-05,1.1537903584927075e-08,0.0,0.0
1763,2.4983732925777857e-05,1.1537903584927075e-08,0.0,0.0
1764,2.3970768130051772e-05,1.1537903584927075e-08,0.0,0.0
1765,2.0920217658775592e-05,5.322733999589348e-09,0.0,0.0
1766,1.8510904867850642e-05,5.322733999589348e-09,0.0,0.0
1767,1.7655706220206673e-05,0.0,0.0,0.0
1768,1.7443780702056495e-05,0.0,2.682212547305036e-09,0.0
1769,1.6836788875350195e-05,0.0,2.682212547305036e-09,0.0
1770,1.6776764044022586e-05,0.0,2.682212547305036e-09,0.0
1771,1.7335974916932173e-05,0.0,2.682212547305036e-09,0.0
1772,1.7770036980177144e-05,0.0,2.682212547305036e-09,0.0
1773,1.7226016747632196e-05,0.0,2.682212547305036e-09,0.0
1774,1.798988133876784e-05,5.344926279349238e-09,2.682212547305036e-09,0.0
1775,1.8337262580254382e-05,5.344926279349238e-09,0.0,0.0
1776,1.8327870878108244e-05,5.344926279349238e-09,2.712369503602271e-09,0.0
1777,1.8241708468329826e-05,5.344926279349238e-09,2.712369503602271e-09,0.0
1778,1.8506423917382824e-05,5.344926279349238e-09,2.712369503602271e-09,0.0
1779,1.7235011130521472e-05,5.344926279349238e-09,2.712369503602271e-09,0.0
1780,1.659914336674514e-05,5.344926279349238e-09,2.712369503602271e-09,0.0
1781,2.2549244282085317e-05,3.825033750055289e-09,2.712369503602271e-09,0.0
1782,2.1749273790711804e-05,3.825033750055289e-09,2.712369503602271e-09,0.0
1783,2.1097974110619232e-05,3.825033750055289e-09,0.0,0.0
1784,2.1815590636314092e-05,3.825033750055289e-09,0.0,0.0
1785,2.156817325677756e-05,3.825033750055289e-09,0.0,0.0
1786,2.0934369526262992e-05,3.825033750055289e-09,0.0,0.0
1787,2.0579389586470954e-05,3.825033750055289e-09,0.0,0.0
1788,1.4979292895337234e-05,1.3065520728819786e-09,0.0,0.0
1789,1.53986588234797e-05,1.3065520728819786e-09,0.0,0.0
1790,1.7090637161995153e-05,1.3065520728819786e-09,0.0,0.0
1791,1.5979256464301477e-05,1.3065520728819786e-09,0.0,0.0
1792,1.6842242725293284e-05,1.3065520728819786e-09,0.0,0.0
1793,1.7019569245998616e-05,1.3065520728819786e-09,0.0,0.0
1794,1.732691842854755e-05,2.3045376400838383e-09,4.98992796289193e-09,0.0
1795,1.842364768630692e-05,9.979855672018596e-10,7.729744209785037e-09,0.0
1796,1.875106136139948e-05,9.979855672018596e-10,7.729744209785037e-09,0.0
1797,1.7161709885320825e-05,9.979855672018596e-10,8.29666786066647e-09,0.0
1798,1.7919429410540033e-05,9.979855672018596e-10,8.29666786066647e-09,5.786566781296187e-10
1799,1.8067137586643056e-05,9.979855672018596e-10,1.1901285417487933e-08,5.786566781296187e-10
1800,1.9102825977565123e-05,9.979855672018596e-10,1.2312949326798162e-08,5.786566781296187e-10
1801,1.9672502276080195e-05,0.0,7.323021363906232e-09,5.786566781296187e-10
1802,1.852501048103607e-05,0.0,5.885585542740403e-09,5.786566781296187e-10
1803,1.909536968014436e-05,1.052999846048611e-09,7.640585370743175e-09,5.786566781296187e-10
1804,2.0650122158778167e-05,2.2733100481429703e-09,7.3787392703853325e-09,5.786566781296187e-10
1805,2.0326589687361514e-05,2.532987549866813e-09,7.3787392703853325e-09,0.0
1806,1.9645301238467384e-05,2.532987549866813e-09,4.291221917489858e-09,0.0
1807,2.1027231663798114e-05,2.7422087775111746e-09,5.7625490411185504e-09,0.0
1808,2.0550922012522017e-05,3.6836615345338585e-09,5.7625490411185504e-09,0.0
1809,2.153499761854099e-05,3.864586349346309e-09,6.812191192092801e-09,0.0
1810,2.3578823986879017e-05,3.247461807401716e-09,5.4930666681940465e-09,0.0
1811,2.3962263575023307e-05,2.0271516053073567e-09,5.656756999325044e-09,0.0
1812,2.577073298328157e-05,1.7674741035835139e-09,5.895465258833253e-09,0.0
1813,2.6911715654672923e-05,1.961453507551677e-09,7.706117775642594e-09,0.0
1814,2.7590717633886796e-05,1.752232279907316e-09,6.032084879211855e-09,0.0
1815,2.7269113031382274e-05,8.10779522884632e-10,6.032084879211855e-09,0.0
1816,2.676823480994374e-05,6.298547080721814e-10,3.8702350213526415e-09,0.0
1817,2.4522628726637257e-05,3.653269750206586e-10,3.6057072883011188e-09,0.0
1818,2.2791043712848997e-05,3.653269750206586e-10,3.6740439896781093e-09,0.0
1819,2.040444217397765e-05,1.1168141649570934e-09,3.585633171329253e-09,0.0
1820,1.917689327716029e-05,1.3650255529081993e-09,1.8474681943000552e-09,0.0
1821,1.764532368854686e-05,1.4935798074512873e-09,2.152727075964224e-09,0.0
1822,1.8142306154394256e-05,1.618348709010929e-09,2.776571607552926e-09,0.0
1823,1.7249031640988376e-05,1.7588114774115736e-09,3.5696382833754522e-09,0.0
1824,1.646302968895595e-05,1.5874639063590784e-09,3.80065076236288e-09,0.0
1825,1.684845158576666e-05,1.5874639063590784e-09,4.02324698952786e-09,0.0
1826,1.7101499906857498e-05,9.544749593867356e-10,3.872949548368508e-09,0.0
1827,1.684577026545802e-05,7.214253797524098e-10,4.015356079380337e-09,0.0
1828,1.615914905934395e-05,9.238590606816136e-10,4.163114932152569e-09,0.0
1829,1.547640074152566e-05,1.71265576324028e-09,4.031190365643462e-09,0.0
1830,1.533415823879685e-05,1.5721929948396352e-09,3.42916913912258e-09,0.0
1831,1.513248857268731e-05,1.665087655057716e-09,4.234439656057378e-09,0.0
1832,1.527817637127425e-05,1.665087655057716e-09,3.815336681510319e-09,0.0
1833,1.5123787306947634e-05,1.7115459367238778e-09,3.980293206140573e-09,0.0
1834,1.5688712405140643e-05,2.000765886300826e-09,3.4144193187099094e-09,0.0
1835,1.5596025800082964e-05,2.00491155423675e-09,3.0875770511735415e-09,0.0
1836,1.6423546964818214e-05,1.6918353860719192e-09,2.970962967704541e-09,0.0
1837,1.6788072831072247e-05,2.388808087846631e-09,2.8220690229119327e-09,0.0
1838,1.7285897618941298e-05,2.6012164168674546e-09,1.9197414451761166e-09,0.0
1839,1.7782133259710724e-05,2.676997853548865e-09,1.806487911640683e-09,0.0
1840,1.7885928433055858e-05,2.5120413289186114e-09,2.0194612014380807e-09,0.0
1841,1.73820401739379e-05,2.083657778064106e-09,2.2732064801951016e-09,0.0
1842,1.7138340548886583e-05,2.2350476945400187e-09,2.18133463672895e-09,0.0
1843,1.6347202030634173e-05,2.2247290279838896e-09,1.9371778149844333e-09,0.0
1844,1.592840687538098e-05,1.527756326209178e-09,2.1055507179060638e-09,0.0
1845,1.5582968314577427e-05,1.2891921022780854e-09,2.0672027898984068e-09,0.0
1846,1.4225241492178092e-05,1.278631165232572e-09,2.165960997859072e-09,0.0
1847,1.38847301838853e-05,1.4604475684354412e-09,1.9698475866342893e-09,0.0
1848,1.3841472017312689e-05,1.4451576324514548e-09,1.878107954870042e-09,0.0
1849,1.3535561395526332e-05,1.012373649197532e-09,2.0110229354790884e-09,0.0
1850,1.4101539688583995e-05,5.171426977122553e-10,2.2596331472612974e-09,0.0
1851,1.410704953741515e-05,7.492856692246721e-10,1.9982218102398974e-09,0.0
1852,1.3797620470411078e-05,8.847931871296716e-10,2.3380055986470846e-09,0.0
1853,1.4055831213356993e-05,8.195726874937748e-10,2.8323119088164664e-09,0.0
1854,1.4269590662609386e-05,7.38760005550684e-10,2.953506677323097e-09,0.0
1855,1.3976037994975091e-05,6.840723305272839e-10,2.782885889983179e-09,0.0
1856,1.3912079079351056e-05,6.800315984925983e-10,2.506106758623109e-09,0.0
1857,1.3226820296300243e-05,5.850917805805267e-10,2.2707501672642697e-09,0.0
1858,1.3128947622525239e-05,5.833628619849357e-10,2.246671404471101e-09,0.0
1859,1.2882222108601127e-05,3.8111657877212425e-10,1.8227207203886613e-09,0.0
1860,1.3488936279567757e-05,3.8111657877212425e-10,1.246292735679333e-09,0.0
1861,1.255752470439932e-05,2.8011285751234587e-10,1.2822016305845197e-09,0.0
1862,1.2061378713821926e-05,2.8011285751234587e-10,1.4590060112443633e-09,0.0
1863,1.1644632390276197e-05,3.258898151337064e-10,1.5505599264870845e-09,0.0
1864,1.1985594807941067e-05,4.2008005804053793e-10,1.92420358218521e-09,0.0
1865,1.2382618219167593e-05,4.5502531108100794e-10,1.8532231067196798e-09,0.0
1866,1.2901751298548853e-05,4.5502531108100794e-10,2.2013103800106696e-09,0.0
1867,1.2898310810019861e-05,5.414502259247302e-10,2.6487288632256625e-09,0.0
1868,1.356252362581602e-05,5.414502259247302e-10,2.578678992559702e-09,0.0
1869,1.4336977203908776e-05,6.602078804286902e-10,2.4422987997065248e-09,0.0
1870,1.5614859746295095e-05,6.914414992945492e-10,2.673711894742224e-09,0.0
1871,1.5965844795573503e-05,6.378273187390704e-10,2.6831543732873187e-09,0.0
1872,1.61305937841202e-05,4.543714333354083e-10,2.92558978630199e-09,0.0
1873,1.6517852860228493e-05,8.834677156510651e-10,2.4727318526096553e-09,0.0
1874,1.6257475960758582e-05,7.970428008073429e-10,2.1389989700106226e-09,0.0
1875,1.6823021464266015e-05,9.173878918427342e-10,2.1910490168229403e-09,0.0
1876,1.717148370516952e-05,8.75294206162788e-10,2.108115531347059e-09,0.0
1877,1.6699562235901665e-05,7.835364975886502e-10,1.7207025843862007e-09,0.0
1878,1.6666914494375567e-05,8.155311545124785e-10,1.3383552084038947e-09,0.0
1879,1.607346205543893e-05,8.732829895726926e-10,1.226262317878733e-09,0.0
1880,1.589993540359761e-05,5.42846755641995e-10,1.3126782319857914e-09,0.0
1881,1.5882885236351285e-05,9.531994915601416e-10,1.112839768748129e-09,0.0
1882,1.562604912968319e-05,1.2541789313440838e-09,1.0511961578973938e-09,0.0
1883,1.5713735592726152e-05,1.4344959862823613e-09,1.0325680905547735e-09,0.0
1884,1.5955406784736885e-05,1.5826097495999898e-09,1.2111927651302169e-09,0.0
1885,1.637338274511941e-05,1.7132019771080665e-09,1.1531211620484173e-09,0.0
1886,1.7035007268922137e-05,1.6839011851566e-09,1.0337293203972158e-09,0.0
1887,1.7993789567429174e-05,1.6681430443326357e-09,1.0350997162574975e-09,0.0
1888,1.9360901205800474e-05,1.5008158921985576e-09,1.012285949508751e-09,0.0
1889,1.999019280317173e-05,1.4197129900266653e-09,8.576928968638344e-10,5.234178963269593e-11
1890,2.089533518301323e-05,1.542167306554733e-09,1.1660560572668288e-09,1.0293316992411e-10
1891,2.1891325429481056e-05,1.4103119743464581e-09,1.1573201246546055e-09,1.0293316992411e-10
1892,2.2590659812392134e-05,1.4992796012628214e-09,1.3174376867208792e-09,1.0293316992411e-10
1893,2.3250214975892698e-05,1.6195418696605758e-09,1.585123873429747e-09,1.0293316992411e-10
1894,2.31306668346016e-05,1.8238330250814577e-09,1.5297789225852755e-09,1.2502494277961366e-10
1895,2.3397244928803828e-05,1.7290058948063854e-09,1.7546752305110301e-09,1.46196150423756e-10
1896,2.4026711149157825e-05,1.5825885245148085e-09,1.9213175970835194e-09,9.385436079106008e-11
1897,2.4472556106047705e-05,1.481804508461439e-09,1.739507617313864e-09,9.899324614006031e-11
1898,2.501964029631511e-05,2.1160447679794257e-09,1.895430558538992e-09,1.1703141432141606e-10
1899,2.5486554087755004e-05,2.2428340454691156e-09,2.048949105620019e-09,1.898870406152093e-10
1900,2.6325164851316784e-05,2.48205303928931e-09,1.888721131873946e-09,2.0795764515175412e-10
1901,2.6793783555539058e-05,2.537593722453023e-09,2.189542737594609e-09,1.8586587229625044e-10
1902,2.6752775219003005e-05,2.8542891066558288e-09,2.191216319502587e-09,3.19659277222709e-10
1903,2.672851119963785e-05,3.2183549159015e-09,2.318368988848566e-09,3.19659277222709e-10
1904,2.6492808631571408e-05,3.5738532133677836e-09,2.269839062739111e-09,2.639290115822947e-10
1905,2.5757284934765528e-05,3.0866120611808665e-09,2.1987661056956297e-09,3.0687829261870954e-10
1906,2.5460637126733282e-05,3.210716755955697e-09,2.0928448973833724e-09,2.495376524461587e-10
1907,2.5869234897462385e-05,3.1950364100451013e-09,2.135311895555349e-09,2.3146704790961385e-10
1908,2.63995560609536e-05,3.4836275610215596e-09,2.0396938741181916e-09,2.4519150202248087e-10
1909,2.6512605212961455e-05,3.4735070216943396e-09,1.871043907110602e-09,9.022688945188001e-11
1910,2.6986485214105676e-05,3.246210300567043e-09,1.885781990879869e-09,9.022688945188001e-11
1911,2.7548018936483588e-05,2.961508990420977e-09,2.1447067455326874e-09,9.022688945188001e-11
1912,2.8484070363837028e-05,3.1380665685024465e-09,2.100056176576207e-09,5.806765584243883e-11
1913,2.8585045843751038e-05,2.952489998518461e-09,2.134123592131435e-09,8.54464257285922e-11
1914,2.843101200206937e-05,2.9514457861828144e-09,2.0898025373686633e-09,8.54464257285922e-11
1915,2.8084023402438367e-05,2.5751404500847943e-09,2.3319953745826183e-09,7.172197161572517e-11
1916,2.8920083423145115e-05,2.6020267527927997e-09,2.4099947751718022e-09,1.1687755723561414e-10
1917,2.866469912987668e-05,2.620596755471232e-09,2.304024241236594e-09,1.308432915585784e-10
1918,2.8404568833398764e-05,2.860738217742258e-09,2.4171574583168163e-09,3.60927116566894e-10
1919,2.8033159001747015e-05,2.6706461328121887e-09,2.427821071166696e-09,3.6051039435460094e-10
1920,2.8136766299472322e-05,3.1716593954353047e-09,2.4237920718103314e-09,3.6401994811331914e-10
