ngram,log,lgo,lg,logg
1694,2.4009147685839185e-07,0.0,1.6354956195690257e-07,2.3668044540110193e-08
1695,4.7269352876355697e-07,0.0,1.1695798361545582e-07,2.3668044540110193e-08
1696,5.355980375400447e-07,0.0,1.7994176662991128e-07,2.3668044540110193e-08
1697,5.346056245311306e-07,0.0,2.2529515116990036e-07,2.3668044540110193e-08
1698,1.678369668768807e-06,0.0,2.9417053123584734e-07,2.3668044540110193e-08
1699,1.7175782898805534e-06,0.0,2.729735228967911e-07,0.0
1700,2.219139052580691e-06,0.0,3.509606390902523e-07,0.0
1701,2.2334205393040714e-06,0.0,3.555753664841177e-07,0.0
1702,2.0847146069107632e-06,0.0,4.035160056251438e-07,1.1985159785256525e-08
1703,1.9902389283288358e-06,0.0,3.515734324618539e-07,1.1985159785256525e-08
1704,1.9220269515634366e-06,8.66176666899524e-09,2.8544975703783037e-07,2.9308693123247006e-08
1705,8.117510463177626e-07,1.7819571342313012e-08,2.836863686184188e-07,3.846649779656478e-08
1706,8.611454883781075e-07,1.7819571342313012e-08,2.796980536702774e-07,3.846649779656478e-08
1707,3.4038598479518054e-07,1.7819571342313012e-08,2.5032074952540437e-07,3.846649779656478e-08
1708,3.595941515348906e-07,1.7819571342313012e-08,2.6954980622154577e-07,3.846649779656478e-08
1709,3.358231107800488e-07,1.7819571342313012e-08,2.57684217582924e-07,2.6481338011308253e-08
1710,8.006287259831879e-07,3.5034594653942415e-08,2.466430077317584e-07,2.6481338011308253e-08
1711,8.338279582988304e-07,2.6372827984947174e-08,2.8541232260132734e-07,9.157804673317775e-09
1712,9.360858582242924e-07,2.807844318957515e-08,2.2642453854717003e-07,0.0
1713,9.015728729926715e-07,2.807844318957515e-08,2.69181863846565e-07,0.0
1714,1.3775725692864529e-06,2.807844318957515e-08,2.301436623497466e-07,0.0
1715,1.331019718569288e-06,2.807844318957515e-08,2.0455903434627283e-07,0.0
1716,1.3328793469570753e-06,2.807844318957515e-08,1.9504885833449797e-07,0.0
1717,9.36846383581269e-07,1.086341987794575e-08,2.1033166928776025e-07,1.5282810953262275e-08
1718,8.767418410319092e-07,1.086341987794575e-08,1.870458673027185e-07,3.076632383778945e-08
1719,8.040065045479748e-07,0.0,1.873799624669508e-07,3.076632383778945e-08
1720,7.861609395222655e-07,0.0,1.5871638428929406e-07,3.076632383778945e-08
1721,3.0676884829209226e-07,0.0,1.7542494796478942e-07,3.076632383778945e-08
1722,5.040913357845511e-07,7.727586697520955e-09,1.6823541467861754e-07,3.076632383778945e-08
1723,5.903108528977035e-07,7.727586697520955e-09,1.6637124490768785e-07,3.694150001771439e-08
1724,5.802473995889354e-07,1.3598506447871322e-08,1.8044303321370796e-07,3.3400528565152854e-08
1725,7.636824201589272e-07,1.3598506447871322e-08,2.090772405998515e-07,1.791701568062568e-08
1726,7.347770869208554e-07,1.3598506447871322e-08,1.9531537783937632e-07,1.791701568062568e-08
1727,7.259034374231175e-07,1.3598506447871322e-08,1.727562966331269e-07,2.4759731534881472e-08
1728,7.884185383285772e-07,1.3598506447871322e-08,1.529556824055232e-07,2.4759731534881472e-08
1729,6.307495112878314e-07,5.870919750350367e-09,1.4387248573452131e-07,2.4759731534881472e-08
1730,8.917071718477538e-07,5.870919750350367e-09,1.3553825693536835e-07,1.8584555354956526e-08
1731,8.608649315939536e-07,0.0,1.0618365767608598e-07,6.842715854255792e-09
1732,8.511853418927526e-07,0.0,8.084150948661772e-08,6.842715854255792e-09
1733,1.5338477530641676e-06,7.024769591420668e-09,8.275332419316328e-08,6.842715854255792e-09
1734,1.609711521918403e-06,7.024769591420668e-09,9.48765505524664e-08,0.0
1735,1.6807087328223652e-06,7.024769591420668e-09,1.2719854782160057e-07,0.0
1736,1.6738315196107578e-06,7.024769591420668e-09,1.4287587138791684e-07,0.0
1737,1.2854345194617572e-06,7.024769591420668e-09,1.3343102369032878e-07,0.0
1738,1.6914210578176738e-06,7.024769591420668e-09,1.7187373657634453e-07,0.0
1739,1.571311283247009e-06,1.0255686078153303e-08,1.6925274743633573e-07,0.0
1740,9.029460151006268e-07,3.2309164867326346e-09,1.7064027498950703e-07,0.0
1741,9.660692025395941e-07,3.2309164867326346e-09,1.9830377441719194e-07,1.7824051821792508e-08
1742,9.194574204229866e-07,3.2309164867326346e-09,1.913890790612121e-07,3.057879638390659e-08
1743,9.33147179336759e-07,3.2309164867326346e-09,3.5233625185680596e-07,3.057879638390659e-08
1744,1.1088009443938063e-06,3.2309164867326346e-09,3.7666304665760565e-07,3.057879638390659e-08
1745,7.696210876214796e-07,3.2309164867326346e-09,3.8871294196139517e-07,3.057879638390659e-08
1746,9.42198604596862e-07,0.0,4.074041990114503e-07,3.555677352551356e-08
1747,9.779568423644896e-07,0.0,4.057381224648842e-07,3.555677352551356e-08
1748,8.771141973998706e-07,0.0,3.631851604219654e-07,1.7732721703721055e-08
1749,9.54888418748721e-07,0.0,4.105827845332247e-07,4.977977141606971e-09
1750,1.1346087213886285e-06,3.298731446729367e-09,2.737685522090162e-07,1.4874171735560334e-08
1751,1.1380618291566082e-06,3.298731446729367e-09,2.639349615053886e-07,1.4874171735560334e-08
1752,1.3084923174184432e-06,3.298731446729367e-09,2.524282537917445e-07,3.046853233204924e-08
1753,2.6990082265651187e-06,3.298731446729367e-09,2.3769982350683806e-07,2.5490555190442266e-08
1754,2.9341134190222614e-06,3.298731446729367e-09,2.503766144254119e-07,2.5490555190442266e-08
1755,3.1498897214987664e-06,3.298731446729367e-09,2.6257726558144766e-07,2.5490555190442266e-08
1756,3.210186150681693e-06,3.298731446729367e-09,2.1971842402633358e-07,2.5490555190442266e-08
1757,3.380724008041268e-06,0.0,1.9789716938183638e-07,1.5594360596488903e-08
1758,3.3890604364777185e-06,0.0,1.9823543035662234e-07,1.8701945389157767e-08
1759,3.266586905478367e-06,0.0,1.7316470949221445e-07,1.3543969501483843e-08
1760,1.7938039848429201e-06,0.0,1.8498370276834715e-07,1.3543969501483843e-08
1761,2.147253472425551e-06,2.7755674584081393e-09,1.875935282669161e-07,1.3543969501483843e-08
1762,2.1154421249645694e-06,2.7755674584081393e-09,1.9129950195357586e-07,1.3543969501483843e-08
1763,2.037837995365927e-06,2.7755674584081393e-09,1.7758325400661435e-07,1.3543969501483843e-08
1764,1.8321604134793494e-06,2.7755674584081393e-09,1.8413974446827653e-07,1.3543969501483843e-08
1765,1.9687989996392778e-06,2.7755674584081393e-09,1.830185100613692e-07,1.043638470881498e-08
1766,2.570998828689751e-06,2.7755674584081393e-09,1.7930648661084498e-07,0.0
1767,3.064146881115448e-06,5.720069751191659e-09,1.7387060324836057e-07,0.0
1768,2.7931110610422494e-06,2.9445022927835194e-09,1.5924592844385188e-07,0.0
1769,2.7446840736696946e-06,2.9445022927835194e-09,1.5374392603462184e-07,0.0
1770,3.0873023888489115e-06,2.9445022927835194e-09,1.6562958852058989e-07,0.0
1771,3.91692981338565e-06,2.9445022927835194e-09,1.505079743375453e-07,7.89793119793103e-09
1772,4.075574663277491e-06,2.9445022927835194e-09,1.615090963826203e-07,1.317009485595528e-08
1773,3.7641411024326643e-06,8.13488400451336e-09,1.7466265741664495e-07,2.355085827941496e-08
1774,3.3330921788936914e-06,5.190381711729839e-09,1.7221430579996066e-07,2.355085827941496e-08
1775,3.102020839053564e-06,5.190381711729839e-09,1.709774295477473e-07,2.355085827941496e-08
1776,3.912681547392692e-06,1.0615120718934382e-08,1.7406493668659095e-07,2.355085827941496e-08
1777,3.6590523515250036e-06,1.0615120718934382e-08,1.5697817851949886e-07,2.355085827941496e-08
1778,3.3640590442830998e-06,1.0615120718934382e-08,1.8011832837925924e-07,1.565292708148393e-08
1779,3.219203433348282e-06,1.317680643962506e-08,1.8434894855090533e-07,1.2942449144150357e-08
1780,2.924405846118004e-06,7.98642472789522e-09,1.86832774521203e-07,2.5616857206906776e-09
1781,3.1179748865335048e-06,9.898941602922865e-09,1.7808074151811786e-07,4.474202595718322e-09
1782,3.243735867337299e-06,9.898941602922865e-09,1.7944125220635344e-07,6.632336077164577e-09
1783,2.490799309790808e-06,4.474202595718322e-09,1.8112511668277875e-07,8.806935117685758e-09
1784,2.555274883369358e-06,4.474202595718322e-09,1.785970645024853e-07,8.806935117685758e-09
1785,2.27134609888578e-06,4.474202595718322e-09,1.590785205150626e-07,8.806935117685758e-09
1786,2.183409947065229e-06,1.9125168750276445e-09,1.406361970371758e-07,6.24524939699508e-09
1787,2.444444557373312e-06,1.9125168750276445e-09,1.418676285019111e-07,6.24524939699508e-09
1788,2.3192937013456164e-06,2.6131041457639573e-09,1.5269853495932954e-07,5.639284594849414e-09
1789,2.3067203918409566e-06,6.103258596924986e-09,1.543848964859405e-07,3.4811511134031595e-09
1790,2.6810212472940165e-06,7.208107000167274e-09,1.7579818997351788e-07,3.5162488793665555e-09
1791,2.805815938700107e-06,7.208107000167274e-09,1.9339692869380087e-07,6.774147718959154e-09
1792,2.706426844919666e-06,7.208107000167274e-09,2.044507973713345e-07,7.862409770861437e-09
1793,2.77689062906055e-06,8.194129121262352e-09,2.0674996140509654e-07,7.862409770861437e-09
1794,2.8632757026311343e-06,8.194129121262352e-09,2.1560546770160727e-07,8.860395338063296e-09
1795,3.048655798920663e-06,5.581024975498394e-09,2.2235222323680709e-07,9.380387514365144e-09
1796,3.539880188847227e-06,3.987193749769144e-09,2.2278856753083736e-07,1.0328549127081033e-08
1797,3.4533164320496975e-06,2.8823453465268554e-09,2.3367322147091078e-07,9.252699622359323e-09
1798,3.882864348270232e-06,3.461002024656474e-09,2.392855731971265e-07,5.994800782766723e-09
1799,4.175006487067938e-06,4.061771617460051e-09,2.310427110582428e-07,4.90653873086444e-09
1800,4.35871431493849e-06,3.899077314985431e-09,2.463137016255652e-07,5.7298665494848984e-09
1801,4.66207412890591e-06,4.363417785821103e-09,2.438187343451708e-07,5.660561923954382e-09
1802,4.713260328311922e-06,4.79754458382331e-09,2.500123506316803e-07,4.70227127077497e-09
1803,4.581479808101514e-06,3.954221204440143e-09,2.6667330489869657e-07,4.807109504107692e-09
1804,4.859284964758055e-06,4.564376305487323e-09,2.4000823373171443e-07,5.808804992568639e-09
1805,4.499903947622183e-06,5.543784669421419e-09,2.3167980803659054e-07,6.5878375136004965e-09
1806,4.908185409086789e-06,6.235765618153469e-09,2.446141483655343e-07,8.139138061937144e-09
1807,5.185468126001069e-06,7.086207620687901e-09,2.322186085328732e-07,8.361916365678163e-09
1808,4.968021910047225e-06,7.092593528363571e-09,2.2585286225356477e-07,9.080777717075859e-09
1809,4.933757021977467e-06,8.10586524886097e-09,2.1771959219612264e-07,8.393448935883896e-09
1810,4.811492090084357e-06,7.924616011020395e-09,2.02199489405887e-07,8.430137302514344e-09
1811,4.691496282508264e-06,7.314460909973215e-09,1.943785861158176e-07,7.935282098081586e-09
1812,4.869887204352251e-06,6.233812386925917e-09,1.922058316949915e-07,7.633666096066146e-09
1813,4.197917860437883e-06,5.5230000255741226e-09,1.851700294050066e-07,6.470324355665826e-09
1814,3.960995400120737e-06,5.102979055188988e-09,1.930820242738004e-07,5.842134506320715e-09
1815,4.024495800487264e-06,5.597956257271822e-09,1.92475533416265e-07,6.898562086656211e-09
1816,4.329956644661641e-06,5.101421317123465e-09,1.8816157064195848e-07,8.809537131528243e-09
1817,4.280603564309006e-06,5.086408564177905e-09,1.88504770903819e-07,1.0290062421195297e-08
1818,4.582813841937293e-06,5.981582911524746e-09,1.9181090798221184e-07,9.544549182751081e-09
1819,4.784670539135862e-06,5.955058731846716e-09,1.89070123367076e-07,1.0119214767710462e-08
1820,5.1420215640973765e-06,6.110105247155875e-09,1.87769353081941e-07,1.1205225350760121e-08
1821,5.225603152731699e-06,5.113464905472296e-09,1.8130111202806022e-07,1.3872611250219182e-08
1822,5.233104340212387e-06,5.0211436437257765e-09,1.7942030946674743e-07,1.216679258929178e-08
1823,5.223538015083509e-06,4.772593891517423e-09,1.820123856077771e-07,1.0636743803209875e-08
1824,5.290161555292018e-06,4.1840960696148954e-09,1.8190473635318734e-07,9.675970501023455e-09
1825,5.028134377685742e-06,3.922005720191635e-09,1.7406380793870214e-07,9.667113776146152e-09
1826,4.843065523475941e-06,4.182102870358457e-09,1.6854814483784658e-07,1.0037010651180772e-08
1827,4.836824181048931e-06,3.8634005994353515e-09,1.617994586565276e-07,9.295035534912749e-09
1828,4.87028728457517e-06,4.5992558967660506e-09,1.5706744095820925e-07,7.533685104326487e-09
1829,5.190110771634084e-06,3.93669641329808e-09,1.5019708549906291e-07,1.1735830719926201e-08
1830,5.261436334486851e-06,4.092123449618766e-09,1.3737321020406463e-07,1.2603547729282485e-08
1831,5.470459005404596e-06,4.381251409287959e-09,1.3328696013559238e-07,1.1737264810867437e-08
1832,5.614657051670033e-06,4.599662032208787e-09,1.3171082611864093e-07,1.2128189119664512e-08
1833,5.91192214674915e-06,4.301063870139541e-09,1.285253320913528e-07,1.1778427503169756e-08
1834,6.001467292142999e-06,5.294804705791023e-09,1.3112320829122837e-07,1.1960095390252588e-08
1835,6.223381335855395e-06,4.972108106190579e-09,1.279857763896481e-07,1.1809111276152505e-08
1836,6.1854524834156365e-06,4.9864688092934475e-09,1.279910953095558e-07,8.485343983011262e-09
1837,6.3012687730536395e-06,4.515935006895891e-09,1.291779148410959e-07,8.759486977031169e-09
1838,6.675447626288847e-06,4.8744760133041205e-09,1.2459375702584502e-07,9.695496088519512e-09
1839,6.9111119306139046e-06,4.477669996687845e-09,1.2612178526946343e-07,1.0085445748383596e-08
1840,6.8744343479920644e-06,4.745552347909918e-09,1.288456457716945e-07,9.46674418221351e-09
1841,6.995078235507078e-06,3.89334997574764e-09,1.2723347505730738e-07,1.282171622842197e-08
1842,7.0704420847635315e-06,3.709606288815337e-09,1.2936872500241797e-07,1.274342647279119e-08
1843,7.175985891600638e-06,4.468040699328364e-09,1.3427750137192822e-07,1.171936582698509e-08
1844,7.126830756273453e-06,4.4815307655353214e-09,1.3392827773779053e-07,1.3288014656863214e-08
1845,6.91942542679109e-06,3.9660543420844925e-09,1.3727291608185104e-07,1.3611011270445568e-08
1846,6.90745712615483e-06,4.294011749347451e-09,1.372539181992189e-07,1.3769993684980314e-08
1847,6.9613092819054145e-06,4.401609108940972e-09,1.5464511956711897e-07,1.489221996513785e-08
1848,7.034405630942534e-06,4.7714787042098445e-09,1.6743352862899234e-07,1.1553276240456561e-08
1849,7.341913260461297e-06,5.6284435524998705e-09,1.8126432418544676e-07,1.121095184940048e-08
1850,7.288471416749027e-06,5.8315733194750206e-09,1.9495558944981894e-07,1.1972459848915865e-08
1851,7.435795526232271e-06,6.034447925478454e-09,2.1491491557818726e-07,1.0510815202329532e-08
1852,7.676996249626558e-06,6.7463698754417174e-09,2.3727803214309722e-07,9.772691481454591e-09
1853,7.781985459587304e-06,7.363244744088401e-09,2.5658023819882405e-07,9.587335116277375e-09
