ngram,log,lgo,lg,logg
1854,7.976777656689851e-06,7.5854109025743e-09,2.5925489564672587e-07,9.072132124897183e-09
1855,8.159908117834544e-06,7.233239658026897e-09,2.6330948596101476e-07,9.297480119130341e-09
1856,7.988882576423098e-06,6.983124935443032e-09,2.699383117032994e-07,1.107976554948209e-08
1857,8.173141915384413e-06,6.759061754735285e-09,2.7001330847399784e-07,1.196876832563833e-08
1858,8.19843041556721e-06,6.789128687805552e-09,2.6853818521236204e-07,1.2577400581343617e-08
1859,8.029994725282969e-06,6.529785601117055e-09,2.63770110515387e-07,1.570027752251235e-08
1860,7.868797638366232e-06,5.801212018699939e-09,2.6682236661404855e-07,1.6987229908441544e-08
1861,7.758951466842387e-06,5.525501643534523e-09,2.584566983289603e-07,1.897697161317475e-08
1862,7.632253267989394e-06,5.895193032147615e-09,2.607790280860302e-07,2.0384973709042242e-08
1863,7.542151641765875e-06,6.043004319167267e-09,2.608725964137193e-07,2.0714607679955018e-08
1864,7.482422266288527e-06,6.022222212972597e-09,2.627714548810088e-07,2.099024014918476e-08
1865,7.500879032055049e-06,6.273114599204226e-09,2.658439594175174e-07,2.0782220135272056e-08
1866,7.480262671119167e-06,6.5703332933050464e-09,2.6543432543998537e-07,2.0022952692702996e-08
1867,7.432216274797351e-06,6.8932724924967e-09,2.622336836566319e-07,2.076824147577229e-08
1868,7.366949116008722e-06,7.055179615126203e-09,2.6893437166108924e-07,2.0406662518520794e-08
1869,7.4907824065511316e-06,7.2559596426507204e-09,2.7502126645880966e-07,2.2514756281566406e-08
1870,7.693210656205857e-06,7.2818685684491615e-09,2.7181020202858364e-07,2.3578474284136064e-08
1871,7.903290030039248e-06,7.47609593279971e-09,2.697157169352847e-07,2.6886271748643205e-08
1872,7.948374332045205e-06,7.451550804964718e-09,2.7794159710278367e-07,3.1800541882327186e-08
1873,8.21722505861544e-06,7.90067953916816e-09,2.7802082058769884e-07,3.1605663356312364e-08
1874,8.437424185103737e-06,8.09901447494456e-09,2.870518877833612e-07,3.301941602679952e-08
1875,8.708475304177097e-06,8.245771303856081e-09,2.9617225192980966e-07,3.458290745835971e-08
1876,8.879973782833467e-06,8.094412251580252e-09,2.9367022388474394e-07,3.370663951126776e-08
1877,9.187282427904262e-06,7.80596520755239e-09,2.980772697875571e-07,3.39029459744162e-08
1878,9.477305606456607e-06,7.794681535143257e-09,3.0705869237733297e-07,3.010251400529082e-08
1879,9.988422269608626e-06,7.877368598688657e-09,3.0805261985733523e-07,2.6258814805097634e-08
1880,1.0182179461740556e-05,7.429043665955046e-09,3.168115776069109e-07,2.6114712931806546e-08
1881,1.043274499222337e-05,7.594142838383635e-09,3.1370264861964513e-07,2.3616280232983755e-08
1882,1.0450640209975453e-05,7.685487357633747e-09,3.1501345785857537e-07,2.231335877971625e-08
1883,1.0392366675660014e-05,7.813147779549873e-09,3.295346938817342e-07,2.5489102891843426e-08
1884,1.0138244631109825e-05,8.024426329760509e-09,3.4076891048633637e-07,2.502611451404846e-08
1885,9.904867770923634e-06,8.060511369478718e-09,3.435981414310975e-07,2.6019767166271127e-08
1886,9.65402653361837e-06,8.221383066394798e-09,3.421336438285445e-07,2.6324388764058833e-08
1887,9.53317937403751e-06,8.037538000240017e-09,3.449082644887572e-07,2.5384607685704656e-08
1888,9.468703995350683e-06,7.895345329903388e-09,3.4767400133465086e-07,2.5550518906974114e-08
1889,9.493472524419693e-06,7.232086136304312e-09,3.4823368569699855e-07,2.5689412755777345e-08
1890,9.518731141205145e-06,7.195508791976327e-09,3.41780451305697e-07,2.1728989401432434e-08
1891,9.624104807569114e-06,7.157810820247943e-09,3.3765612426707647e-07,2.0372135216868107e-08
1892,9.63115676963103e-06,6.356424973676309e-09,3.409991872363857e-07,1.9654265262910745e-08
1893,9.692392268334515e-06,5.944730485651917e-09,3.453081823019082e-07,1.8950454412041447e-08
1894,9.723005080429306e-06,5.662386559635024e-09,3.4495954537305806e-07,1.878865266543731e-08
1895,9.612249803987133e-06,5.399962952980429e-09,3.503383498225178e-07,1.844788042961097e-08
1896,9.681722856060202e-06,5.76224518893704e-09,3.4860384192013173e-07,1.753032233661348e-08
1897,9.972982817479143e-06,5.621945036488845e-09,3.5131946723205534e-07,1.676792266940603e-08
1898,9.85383615313497e-06,5.353587890460127e-09,3.5558177760971634e-07,1.7223307732397838e-08
1899,1.0111092056571838e-05,5.977593531270031e-09,3.546503048060653e-07,1.7120424696973454e-08
1900,1.0096706578873896e-05,6.424191401066537e-09,3.5764971682640733e-07,1.7074800494145037e-08
1901,1.0138307516172063e-05,6.664727563483146e-09,3.585934881097533e-07,1.737253464893586e-08
1902,1.0263142290308938e-05,6.435191427353207e-09,3.562073840969658e-07,1.7317922588030602e-08
1903,1.0335664618261425e-05,6.574120930175858e-09,3.5675794509058635e-07,1.7617882517941197e-08
1904,1.0171073621937207e-05,6.609638297001246e-09,3.489135411070622e-07,1.862011167474975e-08
1905,1.039761147174951e-05,6.915023347581999e-09,3.464291507628202e-07,1.865044753555724e-08
1906,1.0293793301181203e-05,6.955461476617789e-09,3.465298529395763e-07,1.805336857785278e-08
1907,1.025026774316627e-05,6.564172253372849e-09,3.47881305222992e-07,1.75456611779217e-08
1908,1.0347288999972598e-05,6.530880661667229e-09,3.5037840819183786e-07,1.781945664041424e-08
1909,1.0476785584095133e-05,6.620791978154525e-09,3.512973835638279e-07,1.7789541522412426e-08
1910,1.061159322749258e-05,6.530033085689573e-09,3.533867202674758e-07,1.77707263507695e-08
1911,1.0771542032931133e-05,6.329865393744123e-09,3.568986812751973e-07,1.7567898881663624e-08
1912,1.091883586923359e-05,5.803659077128844e-09,3.608848585047651e-07,1.7415504974646216e-08
1913,1.0901750101766083e-05,5.694736809098393e-09,3.5858064555733496e-07,1.86134612485083e-08
1914,1.1092406436676225e-05,5.6784024466643194e-09,3.5604200223003447e-07,1.9426628940420543e-08
1915,1.121043130426967e-05,5.965778347518023e-09,3.677692421076374e-07,1.9090699560868936e-08
1916,1.1114015381151279e-05,6.1160180412197664e-09,3.754128670152568e-07,1.95161997039252e-08
1917,1.1080232200453923e-05,6.030535943628885e-09,3.811686570186014e-07,1.9159307537311828e-08
1918,1.1009857969059209e-05,6.182487284028022e-09,3.9028002366389304e-07,1.927577107453869e-08
1919,1.1091733410596913e-05,6.158696917525828e-09,3.9171681009975146e-07,1.9734842077972255e-08
1920,1.1377134407147033e-05,5.916478101093097e-09,3.827150253852908e-07,1.950568925427173e-08
1921,1.150821026385529e-05,5.6916625698225485e-09,3.6564110977061706e-07,1.8471514603593927e-08
1922,1.1574389645829797e-05,4.922769176423409e-09,3.339310978844878e-07,1.863301741471852e-08
1923,1.189878665692439e-05,4.52417919000985e-09,3.034161884280755e-07,1.818655042435629e-08
1924,1.2077174817802319e-05,3.97234764129958e-09,2.762805816506183e-07,1.9168803179679472e-08
1925,1.2352419616945554e-05,3.313694192057832e-09,2.453849796373626e-07,1.869675588953409e-08
1926,1.2403723303577863e-05,3.178740778534258e-09,2.2279081487600445e-07,1.901542466344251e-08
1927,1.2425097338564228e-05,2.9606603676616115e-09,2.1839247413676537e-07,1.9095335344689246e-08
1928,1.2426284618933486e-05,2.8880316709540513e-09,2.2139683153454826e-07,2.0317149867261312e-08
1929,1.2418986053879572e-05,2.95788979024333e-09,2.2212558852580904e-07,2.0008682964446833e-08
1930,1.2354118163265021e-05,2.883253651703959e-09,2.2508637138279092e-07,2.031448888471589e-08
1931,1.2319671181363187e-05,3.268630604275862e-09,2.3596937280347318e-07,1.9257317772160476e-08
1932,1.2614667736800453e-05,3.512719924460482e-09,2.4406506733092623e-07,1.9095539625725777e-08
1933,1.2750846508424729e-05,3.796098102526457e-09,2.543190658700821e-07,1.8877086053034224e-08
1934,1.2868245773591167e-05,4.015366769242032e-09,2.7408107834097404e-07,1.83931041825807e-08
1935,1.315416271349282e-05,4.048655506088445e-09,2.8839880274387853e-07,1.7240707655170288e-08
1936,1.3407679164499444e-05,4.1335360214032695e-09,3.1465344615558675e-07,1.8984972831909934e-08
1937,1.3825967211492493e-05,4.361600287288476e-09,3.4335923666211396e-07,1.9355984751509174e-08
1938,1.417954795864976e-05,4.362823308972403e-09,3.5792336916529166e-07,1.9881056293310654e-08
1939,1.422044793538849e-05,4.2907643470004226e-09,3.7676136750113595e-07,2.038830006410665e-08
1940,1.4371085593925922e-05,3.941566438316256e-09,3.8784446993694086e-07,2.0002697656959104e-08
1941,1.4526990006353507e-05,3.929415840328179e-09,3.915711001159902e-07,2.008581694618832e-08
1942,1.4528488463838585e-05,4.259804318808489e-09,3.87155690110116e-07,2.0697729498562823e-08
1943,1.4679737432743423e-05,4.1450135070318444e-09,3.901667996940107e-07,1.9659754713075017e-08
1944,1.456646142677138e-05,4.166737716764552e-09,3.8227532529942566e-07,1.929295555060305e-08
1945,1.4590871095216634e-05,4.267929850801774e-09,3.808737899037494e-07,1.943196943037557e-08
1946,1.498855830764764e-05,4.4652134688151685e-09,3.7929067226676647e-07,1.9390105267445634e-08
1947,1.5318758674506432e-05,4.50688029753264e-09,3.8062168122061326e-07,1.9194641812500128e-08
1948,1.5431655940899092e-05,4.323794623926704e-09,3.806315800959835e-07,1.9968191925353755e-08
1949,1.565199662374133e-05,4.240995967106999e-09,3.8675940621552787e-07,1.962737807202432e-08
1950,1.5776290638314094e-05,4.1796355582895166e-09,3.949312851351091e-07,2.187363839263006e-08
1951,1.607308422535425e-05,3.886579661279857e-09,4.314072116682967e-07,2.2300630167900896e-08
1952,1.6314226221376365e-05,3.6094067734637747e-09,4.42647173518448e-07,2.2910232187557866e-08
1953,1.617126820617289e-05,3.4347077880271725e-09,4.5538562127538693e-07,2.2284100152449226e-08
1954,1.6186964265736087e-05,3.535193756779417e-09,4.846307685316528e-07,2.2019682839007667e-08
1955,1.6459668456393827e-05,3.4187500766843672e-09,4.866883297641575e-07,2.1345448329514382e-08
1956,1.6513129594386555e-05,3.458699580706691e-09,5.040779618476725e-07,2.130733405587242e-08
1957,1.669071934884414e-05,3.948857209477654e-09,5.173765446540659e-07,1.8334701122414898e-08
1958,1.6710742784198374e-05,4.156630975923495e-09,4.934340600876957e-07,1.7789046680150022e-08
1959,1.6864236645882818e-05,4.322963130322575e-09,5.076000085019976e-07,1.8979111108105177e-08
1960,1.6963171219686046e-05,4.381679083057374e-09,5.252464266699722e-07,1.94687587955806e-08
1961,1.701142225231576e-05,4.2962858350291205e-09,5.134737729609437e-07,1.967218819588977e-08
1962,1.6892175543554394e-05,4.535833137658025e-09,5.304141227822714e-07,1.9552451086773156e-08
1963,1.6941924643885742e-05,4.979991435100877e-09,5.453169405557543e-07,1.9865238596951584e-08
1964,1.6818378104030023e-05,4.649266273558185e-09,5.352962416184579e-07,2.1818468301911968e-08
1965,1.6944334285134183e-05,4.646982893723768e-09,5.488050029660891e-07,2.2651189368616542e-08
1966,1.68113019753946e-05,4.896330293594328e-09,5.56457938013669e-07,2.2414549200837948e-08
1967,1.6562055472084986e-05,5.162958346563837e-09,5.670658944317048e-07,2.2819513136239167e-08
1968,1.6487801466220325e-05,5.2079623788107e-09,5.934262503615173e-07,2.4807904556009167e-08
1969,1.6580925408301743e-05,5.171602574754226e-09,6.217573351412804e-07,2.5882499699036998e-08
1970,1.6629681600274387e-05,5.0606551330442275e-09,6.528611444472128e-07,2.6754437903215537e-08
1971,1.6754605634819848e-05,5.9621091555836105e-09,7.013256565967043e-07,2.71284297882955e-08
1972,1.67227242075439e-05,6.1271649341522655e-09,7.466050208547261e-07,2.7631020265468057e-08
1973,1.6868051066662053e-05,5.983011356188886e-09,7.717043298985768e-07,2.9244375556101787e-08
1974,1.7059327676958803e-05,5.822495501612528e-09,8.221586459252908e-07,2.8905642577927082e-08
1975,1.7194500157659475e-05,6.052648985185474e-09,8.439395011399548e-07,2.731409511268014e-08
1976,1.721512567850628e-05,6.588096227285892e-09,8.534696007700404e-07,2.6739824069263055e-08
1977,1.7335339569919078e-05,6.014367353352717e-09,8.565841410147966e-07,2.6346863230790925e-08
1978,1.757703284965828e-05,5.633272071037254e-09,8.539929256455383e-07,2.489741466961602e-08
1979,1.7657136465589118e-05,5.579904157774049e-09,8.433913519313916e-07,2.512657383744811e-08
1980,1.759813156760564e-05,5.402121607188195e-09,8.425984430817022e-07,2.3529399127499217e-08
1981,1.778731685979957e-05,5.3922598449876855e-09,7.991170930056666e-07,2.372503336646657e-08
1982,1.8034682528065916e-05,5.385241268791268e-09,7.909924469069145e-07,2.388600301677408e-08
1983,1.8308165506044005e-05,4.9208656831873606e-09,7.820779209006494e-07,2.36797926029502e-08
1984,1.8514294424676336e-05,5.120182944295948e-09,7.713051348088941e-07,2.3932033497788196e-08
1985,1.8481855607076015e-05,4.774639794646873e-09,7.713836193293641e-07,2.4408424487936438e-08
1986,1.8617048616371384e-05,5.233450117714256e-09,7.899429955874179e-07,2.3239258644431563e-08
1987,1.8926983102574013e-05,5.400431213331558e-09,8.166457925134247e-07,2.147045005277245e-08
1988,1.9077985208631227e-05,5.315437677312827e-09,8.756854624282693e-07,2.1240260344208243e-08
1989,1.900955768568175e-05,5.330339090749346e-09,9.091367912463153e-07,2.2251679863773332e-08
1990,1.906405071037755e-05,5.186375836733045e-09,9.302917354554146e-07,2.3695826253547888e-08
1991,1.907564261013509e-05,5.097448812258725e-09,9.251564685135756e-07,2.5279676510844444e-08
1992,1.9141189373580607e-05,5.131160512356863e-09,8.973341079711515e-07,2.472379913496882e-08
1993,1.9265798203247997e-05,4.9389637776390114e-09,8.712668042270317e-07,2.586140546156912e-08
1994,1.9348175296077636e-05,4.795680170437728e-09,8.199475343774663e-07,2.7067260940530754e-08
1995,1.938913348047728e-05,4.893743378784978e-09,7.583096329913783e-07,2.7836689144221183e-08
1996,1.9570009369220186e-05,4.852796577279963e-09,6.845021727843102e-07,2.8180587768084868e-08
1997,1.9726373076472165e-05,5.027437196706128e-09,6.165670112880304e-07,2.7744012801430732e-08
1998,2.005571358105434e-05,4.934913113073338e-09,5.798245865662466e-07,2.54324995349212e-08
1999,2.0506525418438416e-05,4.627923187529502e-09,5.513897138241321e-07,2.5621673417828916e-08
2000,2.1057257981738076e-05,4.080201605154749e-09,5.195686461385256e-07,2.558236061085089e-08
2001,2.1231927478636082e-05,3.86287728788253e-09,5.072239202620819e-07,2.4432656786643747e-08
2002,2.1347609747733388e-05,3.664385556894396e-09,4.6932889777703425e-07,2.4493238421590443e-08
2003,2.1636478777509183e-05,3.417070023762189e-09,4.662876449401665e-07,2.296007244646197e-08
2004,2.1616668423770795e-05,3.1131285168787113e-09,4.713323846772255e-07,2.2252598494024563e-08
2005,2.1335175915737636e-05,3.2076148404058813e-09,4.567972585586436e-07,2.316249312985162e-08
2006,2.1200744803146726e-05,3.2258236399534165e-09,4.5029958885476974e-07,2.2585317489236852e-08
2007,2.0807508657786195e-05,3.0649573989904866e-09,4.3369312915534207e-07,2.0486947249764853e-08
2008,2.080541318199331e-05,3.3237715119887365e-09,4.070584428258631e-07,1.9756501450680323e-08
2009,2.0952074139911148e-05,3.3813916111569142e-09,4.083543469083192e-07,2.2528776304804003e-08
2010,2.060576584231707e-05,3.349884940868313e-09,3.8240394977557504e-07,2.434271577962071e-08
2011,2.029537011237283e-05,3.2000838962835995e-09,3.575438581395117e-07,2.3687250002727263e-08
2012,2.009552788097478e-05,2.6327795578571867e-09,3.314582467542745e-07,2.1048792930855598e-08
2013,1.9674404029501602e-05,2.2875150107459774e-09,2.9996743933224934e-07,1.9725975265925755e-08
2014,1.935409012990671e-05,2.1057705975760908e-09,2.699317990715956e-07,1.8990019588573303e-08
2015,1.9059564302941518e-05,1.736385582936809e-09,2.534281731771314e-07,1.875564427576494e-08
2016,1.865293623788083e-05,1.357455298960681e-09,2.1456093130771998e-07,1.3552209640213927e-08
2017,1.847287361063839e-05,1.0487620864344886e-09,2.0064370431782663e-07,1.0270505187056264e-08
2018,1.8491178707336076e-05,9.595441219367728e-10,1.8524844733747158e-07,8.92544296249298e-09
2019,1.8587189060781384e-05,1.0966378916066333e-09,1.827996491954309e-07,9.40933531090593e-09
