ngram,virus,virs,virs,vrs
1629,7.466609791403503e-07,0.0,0.0,0.0
1630,7.466609791403503e-07,0.0,0.0,0.0
1631,0.0,0.0,0.0,0.0
1632,0.0,0.0,0.0,0.0
1633,2.741855951171601e-07,0.0,0.0,0.0
1634,2.741855951171601e-07,0.0,0.0,0.0
1635,2.741855951171601e-07,0.0,0.0,0.0
1636,2.741855951171601e-07,0.0,0.0,0.0
1637,2.741855951171601e-07,0.0,0.0,0.0
1638,2.741855951171601e-07,0.0,0.0,0.0
1639,2.741855951171601e-07,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,9.166146648047808e-08,0.0,0.0,0.0
1645,1.407782974638394e-07,0.0,0.0,0.0
1646,1.407782974638394e-07,0.0,0.0,0.0
1647,2.4482384982807813e-07,0.0,0.0,1.040455523642387e-07
1648,2.4482384982807813e-07,0.0,0.0,1.040455523642387e-07
1649,2.4482384982807813e-07,0.0,0.0,1.040455523642387e-07
1650,2.4482384982807813e-07,0.0,0.0,1.040455523642387e-07
1651,2.821626269776191e-07,4.300008121000636e-08,4.300008121000636e-08,1.040455523642387e-07
1652,2.330457959942578e-07,4.300008121000636e-08,4.300008121000636e-08,1.040455523642387e-07
1653,2.330457959942578e-07,4.300008121000636e-08,4.300008121000636e-08,1.040455523642387e-07
1654,1.7048342978601534e-07,4.300008121000636e-08,4.300008121000636e-08,0.0
1655,1.7048342978601534e-07,1.0110312587130466e-07,1.0110312587130466e-07,0.0
1656,1.7048342978601534e-07,1.0110312587130466e-07,1.0110312587130466e-07,0.0
1657,1.7048342978601534e-07,1.0110312587130466e-07,1.0110312587130466e-07,0.0
1658,9.509882050094478e-08,5.81030446612983e-08,5.81030446612983e-08,0.0
1659,9.509882050094478e-08,5.81030446612983e-08,5.81030446612983e-08,0.0
1660,1.7527362063317143e-07,5.81030446612983e-08,5.81030446612983e-08,0.0
1661,1.3379043447717516e-07,5.81030446612983e-08,5.81030446612983e-08,0.0
1662,1.3379043447717516e-07,0.0,0.0,0.0
1663,1.3379043447717516e-07,0.0,0.0,0.0
1664,1.3379043447717516e-07,0.0,0.0,0.0
1665,1.6835803405358873e-07,0.0,0.0,0.0
1666,1.6835803405358873e-07,0.0,0.0,0.0
1667,8.818323392136205e-08,0.0,0.0,0.0
1668,8.818323392136205e-08,0.0,0.0,0.0
1669,8.818323392136205e-08,0.0,0.0,0.0
1670,8.818323392136205e-08,0.0,0.0,0.0
1671,1.664036192648512e-07,0.0,0.0,0.0
1672,1.520221936906247e-07,0.0,0.0,0.0
1673,1.520221936906247e-07,0.0,0.0,0.0
1674,1.8455271799666662e-07,0.0,0.0,0.0
1675,1.8455271799666662e-07,0.0,0.0,0.0
1676,1.8455271799666662e-07,0.0,0.0,4.2946510347974254e-08
1677,2.181389159464483e-07,0.0,0.0,7.653270829775596e-08
1678,1.3991853060295917e-07,1.991857142716721e-08,1.991857142716721e-08,7.653270829775596e-08
1679,1.3533203002680239e-07,1.991857142716721e-08,1.991857142716721e-08,7.653270829775596e-08
1680,1.5343395887157385e-07,1.991857142716721e-08,1.991857142716721e-08,7.653270829775596e-08
1681,4.3416530713459777e-07,4.229441888777988e-08,4.229441888777988e-08,7.653270829775596e-08
1682,4.3416530713459777e-07,4.229441888777988e-08,4.229441888777988e-08,7.653270829775596e-08
1683,4.3416530713459777e-07,4.229441888777988e-08,4.229441888777988e-08,3.35861979497817e-08
1684,4.298006887535978e-07,4.229441888777988e-08,4.229441888777988e-08,0.0
1685,4.298006887535978e-07,2.237584746061267e-08,2.237584746061267e-08,0.0
1686,3.6058538098261904e-07,2.237584746061267e-08,2.237584746061267e-08,0.0
1687,3.424834521378476e-07,2.237584746061267e-08,2.237584746061267e-08,0.0
1688,2.9221579568781764e-08,0.0,0.0,0.0
1689,2.9221579568781764e-08,0.0,0.0,0.0
1690,4.99918704528162e-08,0.0,0.0,0.0
1691,2.0770290884034433e-08,0.0,0.0,0.0
1692,2.0770290884034433e-08,0.0,0.0,0.0
1693,2.0770290884034433e-08,0.0,0.0,0.0
1694,4.515584147871518e-08,0.0,0.0,0.0
1695,4.018123048256582e-07,0.0,0.0,0.0
1696,4.17558250579272e-07,0.0,0.0,0.0
1697,4.188291841598714e-07,0.0,0.0,0.0
1698,4.395717253048913e-07,0.0,0.0,0.0
1699,4.657108060460554e-07,0.0,0.0,0.0
1700,4.657108060460554e-07,1.29978526989102e-08,1.29978526989102e-08,2.59957053978204e-08
1701,4.413252554513747e-07,1.29978526989102e-08,1.29978526989102e-08,2.59957053978204e-08
1702,8.46687921044317e-08,1.29978526989102e-08,1.29978526989102e-08,3.798086518307693e-08
1703,1.4621131632403766e-07,1.29978526989102e-08,1.29978526989102e-08,3.798086518307693e-08
1704,1.3283185852839908e-07,1.29978526989102e-08,1.29978526989102e-08,3.798086518307693e-08
1705,2.0366736208643488e-07,1.29978526989102e-08,1.29978526989102e-08,3.798086518307693e-08
1706,1.775282813452707e-07,1.29978526989102e-08,1.29978526989102e-08,3.798086518307693e-08
1707,1.775282813452707e-07,0.0,0.0,1.1985159785256525e-08
1708,1.9682001603119455e-07,9.645867342961928e-09,9.645867342961928e-09,1.1985159785256525e-08
1709,2.208700483460494e-07,9.645867342961928e-09,9.645867342961928e-09,0.0
1710,1.4358157837282954e-07,9.645867342961928e-09,9.645867342961928e-09,1.72150233116294e-08
1711,1.5430446913861878e-07,9.645867342961928e-09,9.645867342961928e-09,1.72150233116294e-08
1712,7.358984431350888e-08,9.645867342961928e-09,9.645867342961928e-09,2.807844318957515e-08
1713,9.522587467764814e-08,9.645867342961928e-09,9.645867342961928e-09,2.807844318957515e-08
1714,1.4735378103734677e-06,9.645867342961928e-09,9.645867342961928e-09,2.807844318957515e-08
1715,1.4882131367244256e-06,0.0,0.0,2.807844318957515e-08
1716,1.481873020736657e-06,0.0,0.0,2.807844318957515e-08
1717,1.481873020736657e-06,0.0,0.0,1.086341987794575e-08
1718,1.493455389070927e-06,3.0967025769054346e-08,3.0967025769054346e-08,1.8605176320209338e-08
1719,1.4825919691929812e-06,3.0967025769054346e-08,3.0967025769054346e-08,2.0911498564503616e-08
1720,1.4700170670575323e-06,3.0967025769054346e-08,3.0967025769054346e-08,2.0911498564503616e-08
1721,1.2674536366473278e-07,3.0967025769054346e-08,3.0967025769054346e-08,2.0911498564503616e-08
1722,1.3914382281297678e-07,3.0967025769054346e-08,3.0967025769054346e-08,2.0911498564503616e-08
1723,1.2760908266581543e-07,3.0967025769054346e-08,3.0967025769054346e-08,2.0911498564503616e-08
1724,1.334800024161658e-07,3.0967025769054346e-08,3.0967025769054346e-08,2.0911498564503616e-08
1725,3.745722381154337e-07,0.0,0.0,1.3169742122240028e-08
1726,3.937347311680891e-07,0.0,0.0,1.2774996045144299e-08
1727,3.846736029393989e-07,0.0,0.0,1.2774996045144299e-08
1728,3.8203117164974696e-07,0.0,0.0,1.2774996045144299e-08
1729,3.420376281886612e-07,0.0,0.0,1.9146972769184297e-08
1730,3.5222892792928307e-07,0.0,0.0,1.9146972769184297e-08
1731,3.463580081789327e-07,6.966739566191141e-09,6.966739566191141e-09,2.611371233537544e-08
1732,9.933284214217305e-08,6.966739566191141e-09,6.966739566191141e-09,3.2372236193266094e-08
1733,1.2231896460791957e-07,6.966739566191141e-09,6.966739566191141e-09,1.9597240148121793e-08
1734,1.5845108590286016e-07,6.966739566191141e-09,6.966739566191141e-09,2.4758971761684734e-08
1735,1.5838791459340689e-07,3.930136927010608e-08,3.930136927010608e-08,2.4758971761684734e-08
1736,1.63040588014545e-07,3.930136927010608e-08,3.930136927010608e-08,1.8386995037644738e-08
1737,1.5359574031695695e-07,3.930136927010608e-08,3.930136927010608e-08,1.8386995037644738e-08
1738,1.6457937286012176e-07,3.7826445975497336e-08,3.7826445975497336e-08,1.1420255471453596e-08
1739,1.3954527742855915e-07,4.1057362462229973e-08,4.1057362462229973e-08,1.162356458702821e-08
1740,1.3483305545085906e-07,4.1057362462229973e-08,4.1057362462229973e-08,1.162356458702821e-08
1741,1.0464228493235948e-07,4.1057362462229973e-08,4.1057362462229973e-08,1.240318374990628e-08
1742,1.5521349741983874e-07,8.722732758315033e-09,8.722732758315033e-09,1.240318374990628e-08
1743,2.2123999597413656e-07,8.722732758315033e-09,8.722732758315033e-09,1.240318374990628e-08
1744,2.5449491047879746e-07,1.7650853477237305e-08,1.7650853477237305e-08,1.240318374990628e-08
1745,2.687575820305353e-07,3.7405341300557534e-08,3.7405341300557534e-08,1.240318374990628e-08
1746,2.7871353631374926e-07,3.41744248138249e-08,3.41744248138249e-08,1.0919327918047981e-08
1747,2.87027812057821e-07,3.41744248138249e-08,3.41744248138249e-08,1.5078479671209218e-08
1748,3.32042704696635e-07,3.41744248138249e-08,3.41744248138249e-08,1.2776860712295144e-08
1749,2.9373438589378307e-07,3.41744248138249e-08,3.41744248138249e-08,1.2776860712295144e-08
1750,6.620119908770253e-07,4.077188770728364e-08,4.077188770728364e-08,1.9374323605753878e-08
1751,7.289096097500598e-07,3.898204425922813e-08,3.898204425922813e-08,2.2943462241187262e-08
1752,7.270548475649516e-07,1.763433031344773e-08,1.763433031344773e-08,2.684205239030949e-08
1753,7.774511224007645e-07,6.289850113765689e-08,6.289850113765689e-08,2.6893427675288095e-08
1754,8.572225129098245e-07,6.289850113765689e-08,6.289850113765689e-08,2.273427592212686e-08
1755,8.409460414376164e-07,6.675180890575965e-08,6.675180890575965e-08,1.9094544104599923e-08
1756,8.570579309110014e-07,7.585822002299989e-08,7.585822002299989e-08,1.9094544104599923e-08
1757,4.787218910808276e-07,7.230588039419672e-08,7.230588039419672e-08,1.5542204475796747e-08
1758,4.058311609307046e-07,7.75979422940054e-08,7.75979422940054e-08,2.129581996460469e-08
1759,4.7636708343036715e-07,7.369935214488318e-08,7.369935214488318e-08,2.0876024718420793e-08
1760,5.144854315273863e-07,2.843518132067402e-08,2.843518132067402e-08,1.5846672291835214e-08
1761,4.639036969170515e-07,2.843518132067402e-08,2.843518132067402e-08,1.8622239750243352e-08
1762,5.231142949924106e-07,2.4581873552571258e-08,2.4581873552571258e-08,2.1304821779770984e-08
1763,4.964689748833604e-07,1.547546243533101e-08,1.547546243533101e-08,2.6982170910270853e-08
1764,5.868743236143408e-07,1.2430339170675455e-08,1.2430339170675455e-08,2.6747727334606808e-08
1765,8.0322061129274e-07,2.9474084125727782e-09,2.9474084125727782e-09,1.742497321036548e-08
1766,7.909183961731157e-07,2.9474084125727782e-09,2.9474084125727782e-09,2.0748282584090053e-08
1767,8.220059238997887e-07,2.0614422169273894e-08,2.0614422169273894e-08,2.3692784876873574e-08
1768,9.1336277461908e-07,2.0614422169273894e-08,2.0614422169273894e-08,2.359942996577047e-08
1769,2.3822036203975065e-06,2.3660681794776143e-08,2.3660681794776143e-08,2.0916847936242837e-08
1770,2.5557098816924347e-06,2.9426524962770728e-08,2.9426524962770728e-08,1.812242038974026e-08
1771,3.3750226618524593e-06,3.2059168780002826e-08,3.2059168780002826e-08,1.5311740700748747e-08
1772,3.2879300176448723e-06,3.174784219644218e-08,3.174784219644218e-08,1.794782252976087e-08
1773,3.3620162217370568e-06,3.174784219644218e-08,3.174784219644218e-08,1.1145718253097975e-08
1774,3.416858070132938e-06,2.2098218112530177e-08,2.2098218112530177e-08,8.201215960314454e-09
1775,3.3978840454957596e-06,2.2098218112530177e-08,2.2098218112530177e-08,5.5190034130094185e-09
1776,2.17419900699107e-06,1.905195848702793e-08,1.905195848702793e-08,5.5190034130094185e-09
1777,2.4510250113962684e-06,1.9122215937678836e-08,1.9122215937678836e-08,2.6360818290121254e-09
1778,1.8330816991302917e-06,1.927071581673902e-08,1.927071581673902e-08,5.417225525304405e-09
1779,1.7746737382497355e-06,1.919631970841757e-08,1.919631970841757e-08,7.904515137673635e-09
1780,1.9196522446561304e-06,1.919631970841757e-08,1.919631970841757e-08,1.0253655448520606e-08
1781,2.1005430101338007e-06,2.074151466453194e-08,2.074151466453194e-08,1.0253655448520606e-08
1782,2.268307347159342e-06,2.074151466453194e-08,2.074151466453194e-08,1.241178892996686e-08
1783,2.6316566520888174e-06,2.074151466453194e-08,2.074151466453194e-08,1.458638797048804e-08
1784,3.0960093714124274e-06,1.4905414045886445e-08,1.4905414045886445e-08,1.6250860086180248e-08
1785,3.0009957916783085e-06,1.3742392747571687e-08,1.3742392747571687e-08,1.8324083456937908e-08
1786,3.2953159916360164e-06,1.2520805344909799e-08,1.2520805344909799e-08,1.722100696964292e-08
1787,3.264056626254127e-06,1.3809946963760922e-08,1.3809946963760922e-08,1.8739291388466687e-08
1788,3.0281145606230505e-06,6.860466480621394e-09,6.860466480621394e-09,1.8739291388466687e-08
1789,3.0015464988407203e-06,8.02385129767507e-09,8.02385129767507e-09,1.658115790702043e-08
1790,2.892454623244183e-06,9.128699700917359e-09,9.128699700917359e-09,1.7721104203108747e-08
1791,2.2358304688298503e-06,1.1300632176057337e-08,1.1300632176057337e-08,1.931453092700914e-08
1792,2.037372240693003e-06,1.1859033881884379e-08,1.1859033881884379e-08,1.9901474246353246e-08
1793,1.7819821493958443e-06,1.1504957684950666e-08,1.1504957684950666e-08,1.9825267776647186e-08
1794,1.6961809064598908e-06,1.819970060371442e-08,1.819970060371442e-08,1.994978531578389e-08
1795,1.7503999539972677e-06,1.832641270484357e-08,1.832641270484357e-08,2.634269006104465e-08
1796,1.8193374436188087e-06,1.905935111322167e-08,1.905935111322167e-08,2.8239013286476426e-08
1797,1.469811012709345e-06,2.135604461526798e-08,2.135604461526798e-08,2.6058315251629794e-08
1798,1.4699077114853156e-06,2.439202243361852e-08,2.439202243361852e-08,2.5693699739243973e-08
1799,2.033016958843551e-06,2.341703751542111e-08,2.341703751542111e-08,2.2655467724064238e-08
1800,2.2554386142863744e-06,2.5312662822938947e-08,2.5312662822938947e-08,1.994637103105593e-08
1801,2.2821554921392817e-06,1.9186140168666758e-08,1.9186140168666758e-08,1.8740471650703838e-08
1802,2.341264673434905e-06,1.8616957880064026e-08,1.8616957880064026e-08,1.4952327756897636e-08
1803,2.153691736696471e-06,1.847563448263502e-08,1.847563448263502e-08,1.4109004377514469e-08
1804,2.1915011367517375e-06,1.995533338572386e-08,1.995533338572386e-08,1.4195467277845962e-08
1805,2.0291182636356098e-06,1.7344198204633747e-08,1.7344198204633747e-08,1.3379603964429926e-08
1806,1.6070362757350916e-06,2.0020910643633475e-08,2.0020910643633475e-08,1.2269276134751245e-08
1807,1.4371141300476405e-06,2.006836043376227e-08,2.006836043376227e-08,3.0701080027435116e-08
1808,1.360218829761704e-06,1.9858540843488626e-08,1.9858540843488626e-08,2.956257943204881e-08
1809,1.25594943613448e-06,1.931623026609129e-08,1.931623026609129e-08,2.7862442638796177e-08
1810,1.306618360428859e-06,2.104823287092066e-08,2.104823287092066e-08,2.7245318096851586e-08
1811,1.1830065643282848e-06,1.780767964833428e-08,1.780767964833428e-08,2.7196927598893694e-08
1812,1.1782509464605288e-06,1.5927029346179163e-08,1.5927029346179163e-08,2.6074340623135787e-08
1813,1.0772587789428404e-06,1.3600612953317587e-08,1.3600612953317587e-08,2.8661178287846057e-08
1814,1.0684444597635384e-06,1.2343180826641337e-08,1.2343180826641337e-08,1.7352707937234868e-08
1815,1.1049573507599625e-06,1.3013326923986109e-08,1.3013326923986109e-08,1.8409135517570363e-08
1816,1.3073393785946661e-06,1.2145694418462329e-08,1.2145694418462329e-08,1.845537503771969e-08
1817,1.2516228399103317e-06,1.0200820188543958e-08,1.0200820188543958e-08,1.921893266754182e-08
1818,1.2277451771426838e-06,1.1245655517910791e-08,1.1245655517910791e-08,1.8405082695999956e-08
1819,1.265734770835739e-06,1.1882207662239352e-08,1.1882207662239352e-08,1.790114199730551e-08
1820,1.2991044806247892e-06,1.1509547917906308e-08,1.1509547917906308e-08,1.5200729278471873e-08
1821,1.2364148054595198e-06,1.1123425418852711e-08,1.1123425418852711e-08,8.513609214436509e-09
1822,1.2128049076766599e-06,1.0427732772504733e-08,1.0427732772504733e-08,6.433483872620676e-09
1823,1.0126186274257115e-06,1.0088430218197736e-08,1.0088430218197736e-08,5.904008615331691e-09
1824,9.970578389584261e-07,9.351022115363809e-09,9.351022115363809e-09,5.509295781485386e-09
1825,9.970479157215908e-07,7.045349605304198e-09,7.045349605304198e-09,5.40445965757641e-09
1826,1.0202544363632375e-06,6.996153275754377e-09,6.996153275754377e-09,6.494044524352205e-09
1827,1.0557685478878348e-06,7.90838991119155e-09,7.90838991119155e-09,5.942292673794774e-09
1828,1.1189252810644185e-06,7.615811124596559e-09,7.615811124596559e-09,4.712404641108289e-09
1829,1.1183202072321104e-06,6.626283870809451e-09,6.626283870809451e-09,2.4889747421826972e-08
1830,1.114669592945055e-06,6.776722833683786e-09,6.776722833683786e-09,2.523079543705263e-08
1831,1.0810478719187294e-06,6.5293707266330816e-09,6.5293707266330816e-09,2.5076337974359675e-08
1832,1.1355667360086436e-06,7.086164353710598e-09,7.086164353710598e-09,2.5844897872622548e-08
1833,1.1377503191007626e-06,6.937379369377692e-09,6.937379369377692e-09,2.4634333715768874e-08
1834,1.088125973832835e-06,5.593508957600437e-09,5.593508957600437e-09,2.4422211047132284e-08
1835,1.0397652171637413e-06,5.941079564816423e-09,5.941079564816423e-09,2.4316027413817665e-08
1836,1.0869236055961146e-06,6.434528719369479e-09,6.434528719369479e-09,4.34051309180664e-09
1837,1.1747059553662048e-06,7.488971094054314e-09,7.488971094054314e-09,4.197608038936096e-09
1838,1.220557375550665e-06,7.847512100462545e-09,7.847512100462545e-09,4.005299901267887e-09
1839,1.1868485785271332e-06,7.289775259623963e-09,7.289775259623963e-09,4.196009381221952e-09
1840,1.122346735168581e-06,7.042111211623998e-09,7.042111211623998e-09,4.54637001061948e-09
1841,1.1528968002494366e-06,8.323920156324708e-09,8.323920156324708e-09,5.4606437149828935e-09
1842,1.1778343004412558e-06,9.416003405553802e-09,9.416003405553802e-09,5.855295359680213e-09
1843,1.1509617690665306e-06,9.208129179784561e-09,9.208129179784561e-09,6.406687434536349e-09
1844,1.077089263747309e-06,8.450036670382133e-09,8.450036670382133e-09,6.4549847372014875e-09
1845,1.1404936312179155e-06,8.40173162787648e-09,8.40173162787648e-09,8.399625693402056e-09
1846,1.1709530310456882e-06,9.653336923471606e-09,9.653336923471606e-09,7.708886703586667e-09
1847,1.2181418794300823e-06,9.594781857913404e-09,9.594781857913404e-09,7.937694977501662e-09
1848,1.2338458158670359e-06,8.659184734329171e-09,8.659184734329171e-09,7.920624442040288e-09
1849,1.2579445995340523e-06,7.032660105059969e-09,7.032660105059969e-09,8.158150884999112e-09
1850,1.2690675898089206e-06,6.636785692443985e-09,6.636785692443985e-09,9.439400784825937e-09
1851,1.2889230609809083e-06,6.6043232787344715e-09,6.6043232787344715e-09,1.0396573031050999e-08
1852,1.2109453401925357e-06,7.0007586077431534e-09,7.0007586077431534e-09,8.853524294646523e-09
1853,1.1567093127138963e-06,6.142395576296573e-09,6.142395576296573e-09,9.82779990721383e-09
1854,1.2049900663311876e-06,6.152450707627313e-09,6.152450707627313e-09,1.0433773718026324e-08
1855,1.2793814383777708e-06,6.056230406059626e-09,6.056230406059626e-09,1.2376378017669204e-08
1856,1.2995779213399925e-06,6.4926074992501165e-09,6.4926074992501165e-09,1.2651536453388092e-08
1857,1.326605619007231e-06,6.403646533671901e-09,6.403646533671901e-09,1.3795825434418215e-08
1858,1.3941358117465695e-06,6.259173972773218e-09,6.259173972773218e-09,1.3150084323042068e-08
1859,1.4284688144731002e-06,5.360711017944806e-09,5.360711017944806e-09,1.3387266660304574e-08
1860,1.4921668837684723e-06,5.259508860179705e-09,5.259508860179705e-09,1.2928145601672928e-08
1861,1.540822089347265e-06,4.965844021701368e-09,4.965844021701368e-09,1.2655796854943446e-08
1862,1.5796381863505564e-06,4.469775248340722e-09,4.469775248340722e-09,1.1072236524459607e-08
1863,1.7283069025454876e-06,4.2298006050093105e-09,4.2298006050093105e-09,1.073678612684148e-08
1864,1.826095415578623e-06,4.220448657221709e-09,4.220448657221709e-09,7.923179763074423e-09
1865,1.9448439973400255e-06,4.369510943545509e-09,4.369510943545509e-09,9.464833551829445e-09
1866,2.223759614545478e-06,4.534810051280504e-09,4.534810051280504e-09,9.562574287969028e-09
1867,2.3084822942109895e-06,4.209562412934734e-09,4.209562412934734e-09,9.649179614054252e-09
1868,2.336915518493957e-06,4.361682760998877e-09,4.361682760998877e-09,1.0826304297495426e-08
1869,2.3990027589856515e-06,4.810279539770233e-09,4.810279539770233e-09,1.0223575129332727e-08
1870,2.3403002355085585e-06,4.863695541550734e-09,4.863695541550734e-09,1.092154087802198e-08
1871,2.360175650600078e-06,5.819425544625492e-09,5.819425544625492e-09,1.8981005592674397e-08
1872,2.2873019003912176e-06,5.921010443848169e-09,5.921010443848169e-09,1.8835291294903656e-08
1873,2.125187230766252e-06,6.053283778990297e-09,6.053283778990297e-09,1.9084145311662074e-08
1874,2.45574528889847e-06,6.383176273264521e-09,6.383176273264521e-09,1.9272064959758543e-08
1875,2.424627317460753e-06,6.468489680396974e-09,6.468489680396974e-09,1.8416719451051578e-08
1876,2.383150915972822e-06,6.515060047007637e-09,6.515060047007637e-09,2.0989439139132822e-08
1877,2.470557027273961e-06,6.26303700964773e-09,6.26303700964773e-09,2.0293197154432263e-08
1878,2.7997033547373055e-06,5.645443477776877e-09,5.645443477776877e-09,1.4401561023090283e-08
1879,3.288991170588166e-06,5.611313255319114e-09,5.611313255319114e-09,1.3981535358047786e-08
1880,3.7157806868240835e-06,5.7703315776385415e-09,5.7703315776385415e-09,2.1154522768439066e-08
1881,3.7207999931914467e-06,5.947010503096603e-09,5.947010503096603e-09,2.0979440724338312e-08
1882,4.039711224582529e-06,5.8901302248313775e-09,5.8901302248313775e-09,2.5410726792581987e-08
1883,4.50226548309729e-06,5.5680738115475896e-09,5.5680738115475896e-09,2.8193713585977775e-08
1884,4.738850878181568e-06,5.404914420787626e-09,5.404914420787626e-09,2.878000453827261e-08
1885,4.6489913074765354e-06,5.107294301761758e-09,5.107294301761758e-09,2.9570344268441725e-08
1886,4.480433355118814e-06,4.723718876371257e-09,4.723718876371257e-09,3.053956389363423e-08
