ngram,virus,virs,virs,vrs
1887,4.293307353821417e-06,4.647668916391012e-09,4.647668916391012e-09,2.593017800478492e-08
1888,4.182520699812033e-06,4.22744331604211e-09,4.22744331604211e-09,2.776412928134115e-08
1889,4.02400889600228e-06,3.796073772781889e-09,3.796073772781889e-09,2.5144402369749386e-08
1890,3.5866984425021135e-06,3.753890817240599e-09,3.753890817240599e-09,2.0465279629685743e-08
1891,3.5965861440802527e-06,3.599657746481252e-09,3.599657746481252e-09,2.2682977654905504e-08
1892,3.4338936854640323e-06,3.472359035226548e-09,3.472359035226548e-09,2.7746915749154207e-08
1893,3.165441479982941e-06,3.5016555052383833e-09,3.5016555052383833e-09,3.044957086473232e-08
1894,2.94479530436677e-06,2.998547870320627e-09,2.998547870320627e-09,3.2782984327184295e-08
1895,2.7848129125881575e-06,3.0110977362290167e-09,3.0110977362290167e-09,3.4237454141613655e-08
1896,2.6582074497127905e-06,3.49164444976172e-09,3.49164444976172e-09,3.6229786535914495e-08
1897,2.7218310216475013e-06,3.1936338177171055e-09,3.1936338177171055e-09,3.810685100802402e-08
1898,2.4571070298406994e-06,3.013786696394659e-09,3.013786696394659e-09,4.005810337405689e-08
1899,2.5129546819308805e-06,3.1138467201533413e-09,3.1138467201533413e-09,3.889719327584576e-08
1900,2.615380611002495e-06,2.7591431837694e-09,2.7591431837694e-09,4.098629296273819e-08
1901,2.6899563830998626e-06,2.9102774793240573e-09,2.9102774793240573e-09,3.9564183294617446e-08
1902,2.7722070561659554e-06,3.0166674237973113e-09,3.0166674237973113e-09,3.873802332878183e-08
1903,2.9872885534132365e-06,2.4930354288902177e-09,2.4930354288902177e-09,3.8517989559799e-08
1904,2.9669873323915193e-06,2.5391435937953996e-09,2.5391435937953996e-09,4.7927296417274845e-08
1905,3.01440517042855e-06,2.781381759829417e-09,2.781381759829417e-09,4.7797922826069746e-08
1906,2.9844798064004863e-06,2.6080027661277784e-09,2.6080027661277784e-09,5.789856797174967e-08
1907,3.148141656440982e-06,2.8633815001606014e-09,2.8633815001606014e-09,5.635014309137075e-08
1908,3.360344927776688e-06,2.8809713345115793e-09,2.8809713345115793e-09,5.818434521488923e-08
1909,3.552553185467592e-06,2.7985403518369724e-09,2.7985403518369724e-09,6.11592640658338e-08
1910,3.751158114287786e-06,2.803052678856943e-09,2.803052678856943e-09,6.528074791845029e-08
1911,4.099777697774698e-06,2.6741656825432105e-09,2.6741656825432105e-09,5.8762690205834845e-08
1912,4.444022611746082e-06,2.3847325860058633e-09,2.3847325860058633e-09,6.653230043087075e-08
1913,4.733351618467298e-06,2.5070216220462224e-09,2.5070216220462224e-09,5.344275371450229e-08
1914,4.788385987402373e-06,2.3159630562525582e-09,2.3159630562525582e-09,7.53679232039823e-08
1915,4.836082747975265e-06,2.07955536917532e-09,2.07955536917532e-09,8.385291039303411e-08
1916,4.820101237003525e-06,1.8819345922896755e-09,1.8819345922896755e-09,1.0020335545440113e-07
1917,4.7576459759771495e-06,1.899737208813487e-09,1.899737208813487e-09,1.0992692572082368e-07
1918,4.604938762245833e-06,1.9932601759618608e-09,1.9932601759618608e-09,1.4176530578018693e-07
1919,4.435263625574797e-06,2.1173613973246574e-09,2.1173613973246574e-09,1.3515199118582393e-07
1920,4.5948093949326515e-06,1.9169308362876336e-09,1.9169308362876336e-09,1.6741334515505253e-07
1921,4.5537179695592e-06,2.0473965380217253e-09,2.0473965380217253e-09,1.421597250076242e-07
1922,4.738156089193321e-06,2.355096530491453e-09,2.355096530491453e-09,1.5740124226226726e-07
1923,4.972331355799854e-06,2.6979990939781017e-09,2.6979990939781017e-09,1.5632982096138092e-07
1924,5.735301264004582e-06,2.5268263275408334e-09,2.5268263275408334e-09,1.417567198862863e-07
1925,6.320605799763663e-06,2.4577626838479763e-09,2.4577626838479763e-09,1.0844275674263112e-07
1926,6.895504157000687e-06,2.3492830775977733e-09,2.3492830775977733e-09,1.0468598914720978e-07
1927,7.3030708205936075e-06,2.459268748961867e-09,2.459268748961867e-09,7.32479374931927e-08
1928,8.062735754979908e-06,2.4534675164516226e-09,2.4534675164516226e-09,7.647598846257811e-08
1929,8.628633752648187e-06,3.0577308225104058e-09,3.0577308225104058e-09,4.8298060408212355e-08
1930,9.86673993403591e-06,2.8795330167926838e-09,2.8795330167926838e-09,3.2980069469041543e-08
1931,1.0425121737560922e-05,3.0459884773189773e-09,3.0459884773189773e-09,3.283575316410341e-08
1932,1.1039450977737683e-05,3.384650781868004e-09,3.384650781868004e-09,3.153325270740684e-08
1933,1.1360100480877528e-05,4.476437538108209e-09,4.476437538108209e-09,3.3047207890847726e-08
1934,1.2077046708977182e-05,4.742535475443788e-09,4.742535475443788e-09,3.14292985288083e-08
1935,1.260322655330778e-05,4.6658868514880075e-09,4.6658868514880075e-09,2.900643763276938e-08
1936,1.3375495395199063e-05,4.206720559198272e-09,4.206720559198272e-09,3.099760346815726e-08
1937,1.3879693792010325e-05,4.66877891902584e-09,4.66877891902584e-09,2.8368009655618413e-08
1938,1.4181374094083107e-05,5.18504908849796e-09,5.18504908849796e-09,2.8616497108454756e-08
1939,1.4877904374900805e-05,5.1179932672848085e-09,5.1179932672848085e-09,2.8540286070973967e-08
1940,1.5927457882623586e-05,4.2927894889593125e-09,4.2927894889593125e-09,2.734214277211322e-08
1941,1.6602040107370287e-05,4.448135447278543e-09,4.448135447278543e-09,2.5564478787844436e-08
1942,1.7183644169043483e-05,4.884264167718097e-09,4.884264167718097e-09,2.802248769536878e-08
1943,1.7525568962030646e-05,4.942647624517349e-09,4.942647624517349e-09,2.6476339850692706e-08
1944,1.7182829261790694e-05,4.614090633379777e-09,4.614090633379777e-09,2.477203280599432e-08
1945,1.826091387816372e-05,4.484956469700105e-09,4.484956469700105e-09,2.370113806802822e-08
1946,1.880663564536787e-05,4.367538584761275e-09,4.367538584761275e-09,2.2308806738432655e-08
1947,1.940514760333047e-05,4.504716092209751e-09,4.504716092209751e-09,2.2734504310863357e-08
1948,1.9430576295625152e-05,4.2835732738666366e-09,4.2835732738666366e-09,2.3968083137252246e-08
1949,1.993343747536918e-05,4.080529089226356e-09,4.080529089226356e-09,2.1164807303567353e-08
1950,2.108294289168303e-05,3.7493421700673935e-09,3.7493421700673935e-09,2.1802776726888495e-08
1951,2.2120548497436437e-05,3.5773808677268856e-09,3.5773808677268856e-09,2.364008341463172e-08
1952,2.2005200402678122e-05,3.152624938884685e-09,3.152624938884685e-09,2.3684030736603745e-08
1953,2.2051064401499127e-05,3.05184821858262e-09,3.05184821858262e-09,2.4554787663484083e-08
1954,2.284527467314287e-05,2.750427044847673e-09,2.750427044847673e-09,2.892097837405215e-08
1955,2.355728299465097e-05,2.6313776078725125e-09,2.6313776078725125e-09,2.9210366443115683e-08
1956,2.5021272969232606e-05,2.3565405341382675e-09,2.3565405341382675e-09,3.372261428832449e-08
1957,2.543720100740237e-05,2.472738886665533e-09,2.472738886665533e-09,3.227566556875315e-08
1958,2.5638986958905923e-05,2.2183822239491794e-09,2.2183822239491794e-09,3.311742651541343e-08
1959,2.6195816514830638e-05,2.3514329531134794e-09,2.3514329531134794e-09,3.1969045061990594e-08
1960,2.6958888026586336e-05,2.3290069555465767e-09,2.3290069555465767e-09,3.787323064687241e-08
1961,2.709915107906064e-05,2.323025866906343e-09,2.323025866906343e-09,3.189116031571919e-08
1962,2.7045317308095817e-05,2.2522279914077056e-09,2.2522279914077056e-09,3.084384798362245e-08
1963,2.634993039204606e-05,2.3295028445906904e-09,2.3295028445906904e-09,2.562721501675469e-08
1964,2.611316501445669e-05,2.3076505151209403e-09,2.3076505151209403e-09,2.6316215111827594e-08
1965,2.697691499114236e-05,2.5350622553535882e-09,2.5350622553535882e-09,2.3393422183508912e-08
1966,2.6797253927465397e-05,2.458825841346522e-09,2.458825841346522e-09,2.3365653665864883e-08
1967,2.6803066118320983e-05,2.5497884121555056e-09,2.5497884121555056e-09,1.657016910984664e-08
1968,2.6535078307331007e-05,2.709747125097449e-09,2.709747125097449e-09,1.782274645328081e-08
1969,2.7287725190814983e-05,2.951284486637665e-09,2.951284486637665e-09,1.7912720196022747e-08
1970,2.8050431865267456e-05,3.1834370695094094e-09,3.1834370695094094e-09,1.986928463030121e-08
1971,2.859473118275803e-05,3.011249471995825e-09,3.011249471995825e-09,1.999116478706193e-08
1972,2.9202217774582095e-05,3.180133616759966e-09,3.180133616759966e-09,2.0268946140536822e-08
1973,3.0469048267280285e-05,3.2025399792396617e-09,3.2025399792396617e-09,2.0902541919554096e-08
1974,3.139653511295494e-05,3.203757069160572e-09,3.203757069160572e-09,2.2118682250850596e-08
1975,3.265834233648742e-05,3.26435808542921e-09,3.26435808542921e-09,2.2366406377776523e-08
1976,3.2901789381867275e-05,3.0060795757386974e-09,3.0060795757386974e-09,2.287902134412434e-08
1977,3.324377809933919e-05,2.828612550536442e-09,2.828612550536442e-09,2.0567015011709244e-08
1978,3.335356814204715e-05,2.779612635300006e-09,2.779612635300006e-09,2.168689456587864e-08
1979,3.241423135997528e-05,2.45181529047654e-09,2.45181529047654e-09,2.306899204995716e-08
1980,3.121783239683802e-05,2.3645930768978474e-09,2.3645930768978474e-09,2.3381982572345805e-08
1981,3.0314391811511348e-05,2.217148797889479e-09,2.217148797889479e-09,2.1903041539214233e-08
1982,2.939083866034967e-05,1.943849573368287e-09,1.943849573368287e-09,2.1263100106036096e-08
1983,2.9735022118464777e-05,1.854405692495017e-09,1.854405692495017e-09,2.0760605298367603e-08
1984,2.9887888428804998e-05,1.6809535509563845e-09,1.6809535509563845e-09,2.421059606762453e-08
1985,2.9930696005716788e-05,1.9009882081176345e-09,1.9009882081176345e-09,2.3482378581312398e-08
1986,3.057819464759502e-05,1.8416561926264713e-09,1.8416561926264713e-09,2.3969233328305758e-08
1987,3.154153429412483e-05,2.0868996848071627e-09,2.0868996848071627e-09,2.3476575223518078e-08
1988,3.201253951244455e-05,2.3480406666617373e-09,2.3480406666617373e-09,2.425152878515746e-08
1989,3.198880897668589e-05,2.381903008163988e-09,2.381903008163988e-09,2.4271588929179544e-08
1990,3.101602461746162e-05,2.3950741548769574e-09,2.3950741548769574e-09,2.4735550242991977e-08
1991,3.0147367786932072e-05,2.554792615556372e-09,2.554792615556372e-09,2.1713313813620516e-08
1992,2.8956850915814618e-05,2.3289620708157243e-09,2.3289620708157243e-09,2.181852159261715e-08
1993,2.7618497499913375e-05,2.6922826032052936e-09,2.6922826032052936e-09,2.0903312858422396e-08
1994,2.6226452713932042e-05,2.444713273089657e-09,2.444713273089657e-09,2.2420079760974787e-08
1995,2.5134046934129272e-05,2.1425642688604238e-09,2.1425642688604238e-09,2.6438125086006688e-08
1996,2.4221265838215394e-05,1.9664647529385857e-09,1.9664647529385857e-09,2.7045983992073682e-08
1997,2.354304758357882e-05,1.914496640585485e-09,1.914496640585485e-09,2.5908964624526172e-08
1998,2.269043839727861e-05,1.6944656312998875e-09,1.6944656312998875e-09,2.7320959716803372e-08
1999,2.240782175379406e-05,1.8297176472360987e-09,1.8297176472360987e-09,2.7465690927946136e-08
2000,2.1953341794349918e-05,1.6467243759064688e-09,1.6467243759064688e-09,2.6831893151779695e-08
2001,2.195326539679497e-05,1.5835841209772233e-09,1.5835841209772233e-09,2.4654321758735672e-08
2002,2.195693455827755e-05,1.4962855240544366e-09,1.4962855240544366e-09,1.9874677269017737e-08
2003,2.179604260683326e-05,1.4487818563882878e-09,1.4487818563882878e-09,1.8472414074567822e-08
2004,2.1792886660218107e-05,1.4542471988525968e-09,1.4542471988525968e-09,1.779971268790957e-08
2005,2.1597937250459965e-05,1.5251838522293122e-09,1.5251838522293122e-09,1.562853465689581e-08
2006,2.155769600774095e-05,1.3782591893171263e-09,1.3782591893171263e-09,1.3520503446987472e-08
2007,2.1369161653897857e-05,1.2284271853703542e-09,1.2284271853703542e-09,1.1856776957078604e-08
2008,2.1157064111321233e-05,1.1514821397971632e-09,1.1514821397971632e-09,1.024493502731007e-08
2009,2.2856164962701898e-05,1.3806431315670815e-09,1.3806431315670815e-09,8.8867296061628e-09
2010,2.329966732109564e-05,1.3499432048393244e-09,1.3499432048393244e-09,7.604756665661024e-09
2011,2.2846265762512174e-05,1.3876726593206205e-09,1.3876726593206205e-09,6.902808261496521e-09
2012,2.2351244427097428e-05,1.2506374586734076e-09,1.2506374586734076e-09,5.747788181916949e-09
2013,2.2180245650815777e-05,1.1359464004355247e-09,1.1359464004355247e-09,5.081659379005796e-09
2014,2.1732744114290525e-05,1.0365949289413224e-09,1.0365949289413224e-09,4.824592186076464e-09
2015,2.1275338440318592e-05,1.6366209815948147e-09,1.6366209815948147e-09,4.881298793739981e-09
2016,1.8944717989402955e-05,1.4967717700185646e-09,1.4967717700185646e-09,4.830699840141506e-09
2017,1.8036869429730967e-05,1.6316046384338516e-09,1.6316046384338516e-09,4.628035732423541e-09
2018,1.8020124480244702e-05,1.6719538975529247e-09,1.6719538975529247e-09,4.40975620463746e-09
2019,1.797223421817762e-05,1.912392105785088e-09,1.912392105785088e-09,4.194585456751554e-09
