ngram,crew,cre,crow,crw
1830,1.999823065749037e-05,7.455118650666139e-07,2.7738133862190547e-06,5.838117481512686e-09
1831,2.0172047827925e-05,7.459390271183761e-07,2.8352257816420334e-06,7.55199705945334e-09
1832,2.0533435547674473e-05,7.208467179355336e-07,2.922390519545713e-06,7.556426595556331e-09
1833,2.113849846604613e-05,7.041372457803976e-07,2.88994283437205e-06,7.113748574332541e-09
1834,2.2608506177285953e-05,6.959850387439863e-07,2.845184228915189e-06,7.049217336836071e-09
1835,2.2286722534252995e-05,7.121455334007416e-07,2.8187847159902698e-06,6.4975707988626905e-09
1836,2.23127260271992e-05,6.555848618258356e-07,2.8867706467800806e-06,5.045745472236669e-09
1837,2.242350352129766e-05,6.574035182893567e-07,2.792057622562944e-06,4.819410124947053e-09
1838,2.2239169993554242e-05,6.662627600105355e-07,2.726786728349647e-06,2.3378734028055094e-09
1839,2.2216035306753058e-05,6.78653382887465e-07,2.7145290459884563e-06,2.281665253559392e-09
1840,2.21987086531174e-05,6.912689270523385e-07,2.71560101542231e-06,1.9928766732084976e-09
1841,2.121401199214493e-05,6.928527471115688e-07,2.782938833791247e-06,2.6534050353735748e-09
1842,2.1404287898414104e-05,6.753049806970271e-07,2.7413078506859686e-06,3.2007439714527256e-09
1843,2.1389397651156677e-05,6.639472920661709e-07,2.756725280050887e-06,3.2188852694403636e-09
1844,2.1180615866407087e-05,6.646769747931103e-07,2.736369424383156e-06,3.5314824398113842e-09
1845,2.0978805228618773e-05,6.35894585749546e-07,2.7221557112560343e-06,3.960305861028246e-09
1846,2.0433862768446227e-05,6.211392441660532e-07,2.6702756323564766e-06,3.7012787596728866e-09
1847,1.988329391419289e-05,5.967350976529165e-07,2.660138599302237e-06,3.5507902808516535e-09
1848,1.9431271669288564e-05,5.754551507054982e-07,2.64507873128293e-06,3.023895054989266e-09
1849,1.9620469434552694e-05,5.451512135680657e-07,2.6854174198628504e-06,3.121430558472582e-09
1850,1.9448172939259427e-05,5.242236267934329e-07,2.7096898195720442e-06,3.5349718231967942e-09
1851,1.9495715865299905e-05,4.977609364686941e-07,2.7901850054539475e-06,3.57820638198701e-09
1852,1.9517098345594214e-05,4.812606359142332e-07,2.827049131935512e-06,3.956434497481049e-09
1853,1.9828509851192522e-05,4.583543703314977e-07,2.8553489041119714e-06,4.67770048092778e-09
1854,2.01253509918128e-05,4.546639250487975e-07,2.9221329376533892e-06,4.9806955068224366e-09
1855,2.0327268170409036e-05,4.487791898100113e-07,2.9194741923025243e-06,5.2279027773494136e-09
1856,2.00340314872197e-05,4.482852205001109e-07,2.919425501854026e-06,5.278811578333733e-09
1857,1.9966531389010405e-05,4.437535129194917e-07,2.886473404422369e-06,5.434507669274272e-09
1858,1.9896944130388355e-05,4.347069843138992e-07,2.8184611307681607e-06,5.211810697299971e-09
1859,2.0106537704123184e-05,4.2629090606689193e-07,2.856326643398331e-06,4.465032502462155e-09
1860,2.0209076735357356e-05,4.146837966345629e-07,2.8436138563847635e-06,4.036066687212221e-09
1861,2.0663977920776233e-05,4.040808018349448e-07,2.8195310213569817e-06,3.8254510987505745e-09
1862,2.124545296412959e-05,4.063268720853687e-07,2.8299904702829996e-06,4.031204164129625e-09
1863,2.1705515402053216e-05,4.0646992666942036e-07,2.8113882828100552e-06,4.242440652747957e-09
1864,2.1366879601763295e-05,4.0973615357740657e-07,2.8304324522261074e-06,4.174563393379214e-09
1865,2.0820710103310246e-05,4.1668675976325176e-07,2.846687851030895e-06,4.549944104021668e-09
1866,2.074029076279008e-05,4.215295591945635e-07,2.905104370906234e-06,4.8037224357041654e-09
1867,2.0340706604266806e-05,4.3362472216098726e-07,2.9202636986675704e-06,5.050372564596728e-09
1868,1.9308239643578418e-05,4.293263324533265e-07,2.9647277252869183e-06,5.909693306145008e-09
1869,1.899382602589737e-05,4.1570185008562734e-07,3.0005376499632675e-06,5.390606342256124e-09
1870,1.8788893222725684e-05,4.0112756697193876e-07,3.0222941274717286e-06,4.863714764269389e-09
1871,1.864035454803213e-05,3.8372471067305014e-07,3.002326073848443e-06,5.064461231337905e-09
1872,1.8515512627865454e-05,3.6615837270151784e-07,3.0306514093224124e-06,4.851531747768994e-09
1873,1.8062479024852758e-05,3.520803569959493e-07,2.945928372355411e-06,4.622264602817592e-09
1874,1.7575351583738147e-05,3.393288758551145e-07,2.8926530961013796e-06,4.8811706422822814e-09
1875,1.761188416691896e-05,3.3779361225632396e-07,2.8248768363222813e-06,3.86713332784743e-09
1876,1.6642194168525748e-05,3.344900108004367e-07,2.756216320319384e-06,5.160389528389788e-09
1877,1.6100934642184128e-05,3.286785467285621e-07,2.7494966161611956e-06,5.793859852205279e-09
1878,1.573642306798969e-05,3.272065539152079e-07,2.78246674107712e-06,5.3514425747889865e-09
1879,1.5896672656318905e-05,3.217261946377091e-07,2.7531080247302142e-06,5.285025734507493e-09
1880,1.623335694083445e-05,3.2848056110066993e-07,2.8068278814836437e-06,5.947312087251078e-09
1881,1.6766512609527645e-05,3.24227093934886e-07,2.854049918304164e-06,5.332581408192181e-09
1882,1.6630952164372763e-05,3.126711151578222e-07,2.9045073201164736e-06,5.253939125030424e-09
1883,1.6889517870108e-05,3.0979073731681896e-07,2.9082567769884397e-06,3.997344740927897e-09
1884,1.695668951080214e-05,3.1300314974812083e-07,2.859562982848729e-06,3.3803880647046267e-09
1885,1.7087025428606595e-05,3.0632007711314403e-07,2.8295439408663825e-06,3.1916240444169422e-09
1886,1.6875215286355732e-05,2.987542058820379e-07,2.8349675176286837e-06,3.1662240765736473e-09
1887,1.61083669029592e-05,2.877390232112832e-07,2.796758475856872e-06,2.500725753457849e-09
1888,1.5517881755451007e-05,2.8412977063193725e-07,2.792616734430859e-06,2.6079897606580614e-09
1889,1.5570362718010854e-05,2.8253407435840927e-07,2.737035759180019e-06,3.492777622682297e-09
1890,1.5378565746816874e-05,2.7439457588635765e-07,2.7342241212733953e-06,3.4935683869617507e-09
1891,1.534405873826472e-05,2.6637604426988606e-07,2.7499931353044564e-06,4.4795993581203675e-09
1892,1.5992396713824875e-05,2.704672965592181e-07,2.773530305993128e-06,4.3747722270178915e-09
1893,1.639209702781435e-05,2.7286098510817934e-07,2.7735049051053854e-06,4.5696004123487094e-09
1894,1.693624134142218e-05,2.726333596975954e-07,2.7889630343582084e-06,4.735019202125759e-09
1895,1.760069673244808e-05,2.710320156243792e-07,2.818847016377341e-06,4.714734602728754e-09
1896,1.82897330367788e-05,2.7279753567199805e-07,2.8802516161314477e-06,4.094268194318065e-09
1897,1.8527038004581948e-05,2.7842989831177487e-07,2.8734656487878444e-06,4.278854413643427e-09
1898,1.8399270110031856e-05,2.8078514040836513e-07,2.874147152657055e-06,3.2028305087448773e-09
1899,1.805511445646906e-05,2.7745080290385105e-07,2.848896428986336e-06,3.4989858312327117e-09
1900,1.7914150833218757e-05,2.810910229657436e-07,2.8305670249600164e-06,3.306917755503085e-09
1901,1.7767361246764528e-05,2.782444547782299e-07,2.7901342036784627e-06,3.2173139707936116e-09
1902,1.7603738212658626e-05,2.8331043771296596e-07,2.7163202633216443e-06,3.0270400471924373e-09
1903,1.713362793712544e-05,2.834440075665563e-07,2.6319168487784087e-06,3.0788450519228914e-09
1904,1.6865420418201082e-05,2.8232718867522113e-07,2.579427148573034e-06,2.857193973479103e-09
1905,1.678218138424979e-05,2.7930441806997154e-07,2.497967963271159e-06,2.748754319397457e-09
1906,1.6402343784907964e-05,2.819054795314254e-07,2.398888260099089e-06,2.3568084468144387e-09
1907,1.624480293165626e-05,2.795972307012562e-07,2.341568525870181e-06,2.25909946305336e-09
1908,1.609994407252608e-05,2.8214753504991155e-07,2.2320613847374e-06,2.1257958092237216e-09
1909,1.5861487814358304e-05,2.777954770343578e-07,2.169031388023411e-06,2.236171422634722e-09
1910,1.5509277156005347e-05,2.7975371657313577e-07,2.0969457474555905e-06,2.04724873561649e-09
1911,1.579713625687873e-05,2.8235571595100086e-07,2.0581714222446734e-06,1.9118870455057747e-09
1912,1.599250767217849e-05,2.898082779470964e-07,2.0251439666805837e-06,1.929889454593032e-09
1913,1.625964172749913e-05,2.915666316636946e-07,2.0123336038782976e-06,2.037880594433058e-09
1914,1.6442584248060094e-05,3.025990703723177e-07,1.9325914958504394e-06,1.9641918409212575e-09
1915,1.6799105391588194e-05,3.05884989464695e-07,1.933946204449707e-06,1.9057632139052316e-09
1916,1.699457763087204e-05,3.1525613865466896e-07,1.8908830108037883e-06,1.7005172984038301e-09
1917,1.7220748174752642e-05,3.197667857486002e-07,1.9196659520405646e-06,1.6766145773315445e-09
1918,1.692316930400141e-05,3.232515187586874e-07,1.9135420318759444e-06,1.9119283775229488e-09
1919,1.6604653215576297e-05,3.249357567775795e-07,1.8999926234235836e-06,1.9088029569656685e-09
1920,1.6450435396109242e-05,3.237243260757948e-07,1.975316682286835e-06,1.9314851940066546e-09
1921,1.6229444034771795e-05,3.124827726099154e-07,2.036075069814355e-06,1.9101404743640924e-09
1922,1.614382992037073e-05,3.190255962895857e-07,2.0830957185223397e-06,1.928997739319982e-09
1923,1.6214456081797834e-05,3.122717982608135e-07,2.129727996751691e-06,1.87114262179782e-09
1924,1.5981250466471204e-05,3.055973455242825e-07,2.1152657641973098e-06,1.947695100439668e-09
1925,1.6251053888741547e-05,2.9999203223139504e-07,2.137722974891533e-06,1.7147095806738628e-09
1926,1.6487541090879987e-05,2.960832919792925e-07,2.1820956460162833e-06,1.6620841211282107e-09
1927,1.652040581185637e-05,3.0732022894751155e-07,2.1145849262081484e-06,1.585993273220002e-09
1928,1.6378026105355404e-05,3.13786634771012e-07,2.1059931246522216e-06,1.668227968463855e-09
1929,1.600459550640413e-05,3.110326645128225e-07,2.064290258983549e-06,1.6059846151352174e-09
1930,1.5436624640382695e-05,3.1834536327681106e-07,2.0405252598720836e-06,1.6193543490266344e-09
1931,1.5248666386469267e-05,3.3313822151675207e-07,2.003631558571734e-06,1.3299189408463467e-09
1932,1.5047309716464952e-05,3.492989679086479e-07,1.9749406387096054e-06,1.3113802623175376e-09
1933,1.7905160348163918e-05,3.702770763019154e-07,1.957036098636828e-06,1.5215940610665717e-09
1934,1.8851669145598343e-05,3.7858685329540875e-07,1.9990508235423476e-06,1.4054676351309731e-09
1935,1.9659000697304562e-05,3.914324914993423e-07,1.9923064655813505e-06,1.6434546303210696e-09
1936,2.0305441596844632e-05,4.076725466412816e-07,1.9624689002739615e-06,1.6043193321443487e-09
1937,2.0944206750885185e-05,4.281751557755342e-07,1.9459085933704046e-06,1.9170306968836162e-09
1938,2.1574499571995277e-05,4.362735970581915e-07,1.8776317217218872e-06,2.256105191555946e-09
1939,2.237342180576109e-05,4.587388429756954e-07,1.8351681124581124e-06,2.2150725936016205e-09
1940,2.0520732765102627e-05,4.6889271386265007e-07,1.770836092873651e-06,1.947571104388146e-09
1941,2.0832074109681082e-05,4.873984624152529e-07,1.6722632705880512e-06,2.269353086400575e-09
1942,2.1067273337394e-05,5.063813586860176e-07,1.6059880181273911e-06,2.178990480114099e-09
1943,2.1333961610382956e-05,5.14526257282861e-07,1.6491153473907616e-06,2.1621801967900265e-09
1944,2.155466297283835e-05,5.22925522058618e-07,1.628487163023757e-06,2.1307009648704624e-09
1945,2.177842205648111e-05,5.292515652399743e-07,1.6577210674638212e-06,1.964393489143187e-09
1946,2.1384313835629394e-05,5.15743238338473e-07,1.662787959893259e-06,2.071596822655104e-09
1947,2.0444602341740392e-05,5.086736710576847e-07,1.6568162501633715e-06,2.216778411628135e-09
1948,1.9374952119375977e-05,4.916922153240324e-07,1.6348573451198587e-06,2.017685574173811e-09
1949,1.891805264416949e-05,4.818379985798466e-07,1.6529770618944895e-06,2.061317053555659e-09
1950,1.8707510857244154e-05,4.6521154623795677e-07,1.5949939812084527e-06,2.228089950635186e-09
1951,1.846720754526489e-05,4.48467448320246e-07,1.5776681883445626e-06,2.1913501330977122e-09
1952,1.830559033675984e-05,4.3771224714613967e-07,1.55811570883608e-06,2.2641121200095427e-09
1953,1.832571693479882e-05,4.258024140264232e-07,1.5383305610937117e-06,2.2991556912290078e-09
1954,1.8573110147761846e-05,4.2014597007827046e-07,1.5297603762779284e-06,2.791114831321043e-09
1955,1.8911727498302105e-05,4.163585905254357e-07,1.528394818706147e-06,3.0025021516674346e-09
1956,1.8959267306075033e-05,4.0756965193265516e-07,1.4791373814659892e-06,3.112530138389096e-09
1957,1.884463199530728e-05,4.0893527852858824e-07,1.4310254365617375e-06,3.130954955616565e-09
1958,1.8944157220955405e-05,4.05470115895566e-07,1.4218736623661243e-06,3.1311835346770067e-09
1959,1.9018862855903406e-05,4.062928959618668e-07,1.439681227566325e-06,3.2397703250300734e-09
1960,1.8958694324412916e-05,4.090591890612164e-07,1.437942208732628e-06,3.364804149593884e-09
1961,1.8647550729968187e-05,4.0561496104731175e-07,1.4297566589708107e-06,2.973413007875284e-09
1962,1.8352030435510513e-05,3.987613540955083e-07,1.42879352032261e-06,2.783985391425452e-09
1963,1.8106710350756267e-05,3.8248206075357824e-07,1.438481750223478e-06,2.6972784323524887e-09
1964,1.78605205292115e-05,3.72996278688983e-07,1.4594782149807933e-06,2.736159743221833e-09
1965,1.776733785975791e-05,3.66703700040359e-07,1.4680577058762928e-06,2.9723576298680753e-09
1966,1.7599582601438408e-05,3.6285955015305914e-07,1.446924605781013e-06,2.943877871633812e-09
1967,1.7474351677395005e-05,3.555408828300902e-07,1.4383683719643159e-06,2.9501375628119118e-09
1968,1.74641273978133e-05,3.498797980228119e-07,1.4159399890039431e-06,2.973189662723387e-09
1969,1.7181246481153982e-05,3.438181863657519e-07,1.382298900612763e-06,3.847186378992871e-09
1970,1.6799851047315834e-05,3.4683841525812955e-07,1.3655372055966706e-06,3.750024513138328e-09
1971,1.6475348145052392e-05,3.514119636552745e-07,1.3262043369520273e-06,4.070390913213373e-09
1972,1.6045093486484673e-05,3.5190089420211734e-07,1.2762214964823215e-06,4.157666243033629e-09
1973,1.5537667552832447e-05,3.4532914128249104e-07,1.2310081111926202e-06,4.283064093866886e-09
1974,1.525051590890923e-05,3.5289263321049346e-07,1.179106480516826e-06,4.267986186690109e-09
1975,1.5027742717523194e-05,3.534597396992467e-07,1.1688777021845453e-06,4.479895438740706e-09
1976,1.4910878365169213e-05,3.5741774289428055e-07,1.1406011058820046e-06,3.6046055346921388e-09
1977,1.4885769425226109e-05,3.630298530359661e-07,1.1276051411966494e-06,3.870372593845721e-09
1978,1.5013698820049675e-05,3.5862960398195097e-07,1.1234267763679133e-06,3.627576429719527e-09
1979,1.4978724201292997e-05,3.56617935689688e-07,1.116020517396724e-06,3.2727364945068463e-09
1980,1.5165265332533246e-05,3.6364143949997795e-07,1.1138038027118974e-06,3.09054651711652e-09
1981,1.5155873760314925e-05,3.599832528574812e-07,1.1214292174242603e-06,3.0738442267720855e-09
1982,1.5289790098904632e-05,3.676292570682043e-07,1.112820102987046e-06,2.8679464834725975e-09
1983,1.5500524178995484e-05,3.7592387310983864e-07,1.1231581018884235e-06,2.899907742508796e-09
1984,1.5743530769084047e-05,3.8017222030768086e-07,1.1261508916504681e-06,2.6921557364342365e-09
1985,1.5909145596586833e-05,3.8221077553706504e-07,1.1199257739592992e-06,2.812074002227811e-09
1986,1.607259101937026e-05,3.743375275787132e-07,1.1267406664826143e-06,3.3192437052877365e-09
1987,1.6084671187854838e-05,3.567413671135e-07,1.1394853670156278e-06,3.5663685338249707e-09
1988,1.6196157438181607e-05,3.432607026557629e-07,1.1514555516051978e-06,4.0665644185367e-09
1989,1.6098811361838932e-05,3.181065518934442e-07,1.1615143518741076e-06,4.3936914106978975e-09
1990,1.5963830264809076e-05,2.9702833005883023e-07,1.172203448212323e-06,4.582047915694229e-09
1991,1.5762410190031266e-05,2.782732662711039e-07,1.1731444016861912e-06,5.292196902928481e-09
1992,1.550160543826808e-05,2.688308679158321e-07,1.18677801960335e-06,5.309787974385114e-09
1993,1.539229560876265e-05,2.683030645909769e-07,1.2034350252828778e-06,5.200324805697067e-09
1994,1.54227480899343e-05,2.74058168413051e-07,1.2276380760210616e-06,5.5683407726040255e-09
1995,1.5342261316878387e-05,2.747815293397642e-07,1.2511891002629585e-06,5.4236603779551325e-09
1996,1.556168522906124e-05,2.8460364579327037e-07,1.2921282664787474e-06,5.518906094031146e-09
1997,1.603155214979779e-05,2.918440681501774e-07,1.3298205690911606e-06,5.6605822886167195e-09
1998,1.66273439390352e-05,3.000244492211225e-07,1.389521977606429e-06,5.332989097947152e-09
1999,1.7170152074998312e-05,3.0365362541877925e-07,1.4353167573842387e-06,5.589923000672213e-09
2000,1.7749608040113734e-05,3.084828798754253e-07,1.4950698609287168e-06,5.76178533456024e-09
2001,1.8253780191506458e-05,3.1175127495381663e-07,1.550370338268944e-06,5.707641660888742e-09
2002,1.8796380702821936e-05,3.1510888577811003e-07,1.602617040979177e-06,5.844864465436623e-09
2003,1.9232288780455876e-05,3.174822203228749e-07,1.6691732785797545e-06,5.823384251004069e-09
2004,1.9463684501325978e-05,3.2085204436173497e-07,1.7260251589894843e-06,5.7617816549639295e-09
2005,1.9615993421341826e-05,3.179441746072241e-07,1.7996432656478386e-06,5.727991985488805e-09
2006,2.013612070835994e-05,3.151833262953525e-07,1.911310391733423e-06,5.3080246547360895e-09
2007,2.0635210863214786e-05,3.1130023460588875e-07,1.993741031063629e-06,5.1725701499805155e-09
2008,2.1398264964643333e-05,3.0586657625722833e-07,2.0789013563314384e-06,4.866990778649795e-09
2009,2.2047350544848348e-05,3.0801555388799376e-07,2.1302646798306213e-06,4.327470445478607e-09
2010,2.244710646794244e-05,3.157490969637625e-07,2.1503766285085087e-06,3.896572873886482e-09
2011,2.3244760866093982e-05,2.944433573150361e-07,2.2228643631803735e-06,3.751993858460066e-09
2012,2.393484802658869e-05,2.8120008112507223e-07,2.2787885427533183e-06,3.4254413274124674e-09
2013,2.4147128767383818e-05,2.627156366738096e-07,2.2756418859769056e-06,3.309452965640146e-09
2014,2.4479672772161264e-05,2.4033766164523384e-07,2.3169503882464985e-06,3.081792725773929e-09
2015,2.430207132420037e-05,2.146730742375829e-07,2.4075799111804893e-06,2.8689200221825625e-09
2016,2.42891234977703e-05,1.8845874905082383e-07,2.5058694258664867e-06,3.081443005521172e-09
2017,2.456336278555682e-05,1.5602969109333267e-07,2.577898082260314e-06,3.189038810802458e-09
2018,2.4340250820387155e-05,1.497538434591661e-07,2.617562358864234e-06,3.1249161480673136e-09
2019,2.4103178475343157e-05,1.3684278776793235e-07,2.6474619403416e-06,3.121186142873711e-09
