ngram,crew,cre,crow,crw
1565,4.4869024610047094e-07,1.7777145850621828e-06,3.373553499841364e-05,0.0
1566,4.4869024610047094e-07,1.7777145850621828e-06,2.789515227569999e-06,0.0
1567,0.0,1.7777145850621828e-06,2.789515227569999e-06,0.0
1568,0.0,1.7777145850621828e-06,2.789515227569999e-06,0.0
1569,0.0,0.0,1.7545059693345268e-06,0.0
1570,0.0,1.5110122798692567e-06,1.7545059693345268e-06,0.0
1571,0.0,1.5110122798692567e-06,1.7545059693345268e-06,0.0
1572,2.0798431380951243e-06,1.5110122798692567e-06,1.782626895874273e-06,0.0
1573,2.0798431380951243e-06,1.5110122798692567e-06,1.782626895874273e-06,0.0
1574,2.0798431380951243e-06,1.5110122798692567e-06,1.782626895874273e-06,0.0
1575,2.0798431380951243e-06,1.5110122798692567e-06,1.782626895874273e-06,0.0
1576,3.4318844492580477e-06,1.5110122798692567e-06,1.4906020169291878e-06,0.0
1577,3.4318844492580477e-06,0.0,1.4906020169291878e-06,0.0
1578,3.4318844492580477e-06,0.0,1.972428240800842e-06,0.0
1579,1.9987961163029207e-06,0.0,1.5792614768932772e-06,0.0
1580,2.9892569598035024e-06,1.980921687001163e-06,1.5792614768932772e-06,0.0
1581,2.9892569598035024e-06,1.980921687001163e-06,1.5792614768932772e-06,0.0
1582,2.9892569598035024e-06,1.980921687001163e-06,1.5792614768932772e-06,0.0
1583,1.6372156486405792e-06,1.980921687001163e-06,1.6092036340913701e-06,0.0
1584,1.6372156486405792e-06,1.980921687001163e-06,1.6092036340913701e-06,0.0
1585,2.7695242092054935e-06,1.980921687001163e-06,2.8258401861031805e-06,0.0
1586,2.84166325010509e-06,1.980921687001163e-06,2.1790853809631827e-06,0.0
1587,2.543361525957672e-06,0.0,2.1790853809631827e-06,0.0
1588,2.543361525957672e-06,0.0,3.518097011172878e-06,0.0
1589,4.970805743401538e-06,0.0,3.704823484440567e-06,0.0
1590,7.830537989710657e-06,0.0,4.264103478947488e-06,0.0
1591,9.962805701694119e-06,0.0,5.063703870941286e-06,0.0
1592,1.002444072842731e-05,0.0,4.559184682355928e-06,0.0
1593,2.0246106032573152e-05,2.2327672663128135e-07,5.675568380476241e-06,0.0
1594,2.1397894280588453e-05,3.909083099123174e-07,5.843199963757277e-06,0.0
1595,2.4102676953979036e-05,3.909083099123174e-07,6.307376695856094e-06,0.0
1596,2.840861595489384e-05,6.013265354860258e-07,6.541486673735822e-06,0.0
1597,2.712269088078756e-05,7.223886281540867e-07,6.227956630157548e-06,0.0
1598,4.277245820308703e-05,8.550903771720186e-07,5.5168240708423714e-06,0.0
1599,4.2875537214318425e-05,2.1521129757015193e-06,4.440791631818034e-06,0.0
1600,3.57691972437481e-05,1.928836249070238e-06,3.32440793369772e-06,0.0
1601,3.7441079387333177e-05,1.9565285275088433e-06,4.914691105893455e-06,0.0
1602,3.870352403672379e-05,1.9565285275088433e-06,3.1115027435849437e-06,0.0
1603,3.238225092770465e-05,2.1582204112746695e-06,3.1027764017770617e-06,0.0
1604,3.8640878561376925e-05,2.8885099335898952e-06,3.057485124762544e-06,0.0
1605,2.142102799293103e-05,3.205555750745199e-06,3.4187648582571583e-06,0.0
1606,2.2206088228163674e-05,1.988613259332591e-06,4.101654764911343e-06,0.0
1607,2.210435448952402e-05,1.988613259332591e-06,4.101654764911343e-06,0.0
1608,1.8788202575186525e-05,1.79328939761295e-06,2.343740009434571e-06,0.0
1609,1.5198323207446915e-05,3.491355244022998e-06,2.721087964476153e-06,0.0
1610,1.618814396156917e-05,3.079245134683463e-06,2.4364261191424575e-06,0.0
1611,8.662945983165368e-06,3.0471917479449725e-06,2.0625816676199193e-06,0.0
1612,8.638762973792577e-06,3.4044463664680994e-06,3.226838470839409e-06,0.0
1613,7.835163988342434e-06,3.484176740390207e-06,3.0652793400674583e-06,0.0
1614,7.728385672375485e-06,4.14339623538191e-06,3.0652793400674583e-06,0.0
1615,8.671537800962272e-06,5.667169245628299e-06,3.0652793400674583e-06,0.0
1616,8.29418984592069e-06,4.329527931596593e-06,2.687931385025877e-06,0.0
1617,7.015800317081552e-06,4.576610600841897e-06,2.5604831210200374e-06,0.0
1618,6.708563489610242e-06,4.151220926879822e-06,2.450200570690088e-06,0.0
1619,1.0671941830813531e-05,4.019425724826371e-06,2.0740756586487156e-06,0.0
1620,9.997891465575646e-06,4.6655265545528635e-06,2.1400061638944734e-06,0.0
1621,7.621110260710598e-06,5.076815065357161e-06,2.3184241594468143e-06,0.0
1622,6.618977351990907e-06,3.834435688077065e-06,2.3887725676883875e-06,0.0
1623,7.157805734030782e-06,4.282253761240489e-06,2.927600949728263e-06,0.0
1624,7.33292878456788e-06,4.18450328457506e-06,3.0769331423081373e-06,1.493321925798747e-07
1625,7.74825223613464e-06,4.621241633425857e-06,4.125949187385101e-06,1.493321925798747e-07
1626,5.31346878623091e-06,5.094143732873947e-06,3.117691546451949e-06,1.493321925798747e-07
1627,5.028577983726531e-06,4.288232422108454e-06,2.5722904573350595e-06,1.493321925798747e-07
1628,3.7796520635830736e-06,3.807329043021517e-06,2.590407348179724e-06,1.493321925798747e-07
1629,4.464248669527089e-06,3.773523449776154e-06,2.850176315405406e-06,1.493321925798747e-07
1630,4.011669286033534e-06,3.4827748192713315e-06,2.9150909150692835e-06,1.493321925798747e-07
1631,4.279804727502778e-06,3.730202544310097e-06,3.162518640108049e-06,0.0
1632,4.1393596786422544e-06,3.2660601781182256e-06,1.9165483178897247e-06,0.0
1633,2.072763330878453e-06,2.255043893585805e-06,1.9611120965886845e-06,0.0
1634,2.000056976417649e-06,2.625298374628723e-06,1.8013407563038136e-06,0.0
1635,2.4116555599513438e-06,2.2826528882952905e-06,2.345683307274677e-06,0.0
1636,1.93373977351387e-06,2.382442484564048e-06,2.1892547498022656e-06,0.0
1637,2.2864515390860366e-06,2.0844288915863477e-06,1.9513124211048956e-06,0.0
1638,2.0563269020255703e-06,1.8896740812124335e-06,1.9585627179757078e-06,0.0
1639,2.015059197089743e-06,2.1461313833372387e-06,1.9585627179757078e-06,0.0
1640,2.117867251984405e-06,2.317462758583133e-06,2.0956093424371957e-06,0.0
1641,2.4085297241072112e-06,2.0666524522182172e-06,2.0956093424371957e-06,0.0
1642,2.644630131141769e-06,2.3594424923040994e-06,1.462681739537532e-06,0.0
1643,2.387574941816898e-06,2.4636770815180043e-06,1.6502827082019524e-06,0.0
1644,2.4069215182212896e-06,2.427519632419717e-06,1.467804988156526e-06,0.0
1645,2.3158304916900567e-06,2.765799657871477e-06,1.4076125824301146e-06,0.0
1646,2.787388650306509e-06,2.2435762291804295e-06,1.7098277973153536e-06,0.0
1647,2.9967172606250514e-06,2.7675164752898648e-06,1.5066866824651827e-06,0.0
1648,2.8718616005919884e-06,2.6939215363849404e-06,1.6900836255574956e-06,0.0
1649,2.3023903850116767e-06,2.388855672766762e-06,1.6603615660772318e-06,0.0
1650,2.38774848477468e-06,2.02508372077708e-06,1.7821932861547144e-06,0.0
1651,1.929441144251801e-06,2.1857614374961746e-06,1.7278705968237773e-06,0.0
1652,2.240570966348189e-06,2.3135330349889827e-06,1.439724184950007e-06,0.0
1653,1.8369052229770335e-06,2.3635461811214294e-06,1.137508970064768e-06,0.0
1654,2.1055331558272883e-06,1.9045304416717305e-06,1.3442497350167417e-06,0.0
1655,1.809096106951204e-06,1.9167842505599505e-06,1.4513680071104318e-06,0.0
1656,2.3651709852856584e-06,2.089866906577039e-06,1.599676880102509e-06,0.0
1657,2.5509480597715343e-06,2.419093131525837e-06,1.3111863950143743e-06,0.0
1658,2.9798731345311225e-06,2.4504019344411584e-06,1.7719581251185446e-06,0.0
1659,4.642694956861046e-06,2.264852996956636e-06,1.8127882818979352e-06,0.0
1660,4.742065860747451e-06,2.8356746578798005e-06,2.0533126822946154e-06,0.0
1661,4.967526154229875e-06,2.46232597841559e-06,1.7728516305786407e-06,0.0
1662,5.988116202258555e-06,2.444822793482412e-06,1.6853357140332394e-06,0.0
1663,6.7334081320171076e-06,2.5626166494216055e-06,1.458799066053221e-06,0.0
1664,8.297796577088385e-06,2.2634590907598195e-06,1.539288924894728e-06,0.0
1665,8.089329591192446e-06,2.284974194870821e-06,1.0817917979823375e-06,0.0
1666,6.109484161243017e-06,2.0421567796802265e-06,1.2249806218278536e-06,0.0
1667,5.903324043694218e-06,1.839820616364055e-06,1.2440747484885963e-06,0.0
1668,5.5346313274640124e-06,2.189846343623815e-06,1.3722232259689399e-06,0.0
1669,5.146687466809194e-06,2.4787415051313085e-06,1.1991780196142697e-06,0.0
1670,3.998987884707665e-06,2.4169716782905326e-06,1.3537746923475424e-06,0.0
1671,2.112252011394438e-06,2.533723902940567e-06,1.1959843939329012e-06,0.0
1672,2.1131993313312184e-06,2.555109566466334e-06,1.1867125501956771e-06,0.0
1673,2.3436234844861507e-06,2.7360479829699865e-06,1.1202222672019552e-06,0.0
1674,2.636867459874078e-06,2.639707742803564e-06,1.0232563596446198e-06,0.0
1675,3.228890303067341e-06,2.632867010886132e-06,8.293740632682654e-07,0.0
1676,2.9095031136096494e-06,2.475158031042416e-06,1.0141525146017166e-06,0.0
1677,2.8791253084494073e-06,2.145712820882701e-06,9.939006336675708e-07,0.0
1678,3.019282254561923e-06,2.0305630852947487e-06,1.0956743413511764e-06,0.0
1679,3.1900969231303733e-06,1.958429403917502e-06,1.180317261579538e-06,0.0
1680,2.9191036056935057e-06,1.6102083252787582e-06,1.1157287401277114e-06,0.0
1681,2.5654008157159425e-06,1.4558216808576878e-06,1.5124723355646502e-06,0.0
1682,2.039871617398603e-06,1.4352132130365395e-06,1.7059287610468995e-06,0.0
1683,1.6104065301598375e-06,1.3958305414364856e-06,1.5794651306220788e-06,0.0
1684,1.701105142209209e-06,1.2907073292061405e-06,1.7081145529118658e-06,0.0
1685,1.744102153874597e-06,1.4338717103815464e-06,1.691068575837562e-06,0.0
1686,1.8768369938827943e-06,1.1430535847369226e-06,1.5663102723400307e-06,0.0
1687,1.9661164206549335e-06,1.3178463993719042e-06,1.6636991517771094e-06,0.0
1688,2.623918183936829e-06,1.422068856576126e-06,1.2906692502058701e-06,0.0
1689,2.1514635335506682e-06,1.2889193519478276e-06,1.1548605048769138e-06,0.0
1690,2.442247601866906e-06,1.2603674386062785e-06,1.5858488495723577e-06,0.0
1691,2.1989639001113962e-06,1.4024082263728945e-06,1.3962527905927606e-06,0.0
1692,2.1660441059826293e-06,1.2580726352747921e-06,1.4072068747087281e-06,0.0
1693,1.891898739765046e-06,1.3909213894943865e-06,1.3870216426831966e-06,0.0
1694,3.7250410502208197e-06,1.3144197136430843e-06,1.3517200443402544e-06,0.0
1695,3.5067359464489656e-06,1.0502347111339207e-06,1.3669421759589438e-06,0.0
1696,3.884559362177242e-06,9.080455275320023e-07,1.3666250627660962e-06,0.0
1697,3.843575841853765e-06,9.070531145230884e-07,1.0824741991655173e-06,0.0
1698,9.249932239591934e-06,8.083896432253823e-07,1.1542738361315839e-06,0.0
1699,9.191283286976873e-06,7.946057475497323e-07,9.935396008131647e-07,1.3069540370582087e-08
1700,9.824327703102296e-06,7.234792503498153e-07,1.1777964183628292e-06,1.3069540370582087e-08
1701,7.77045206794875e-06,6.397812301526886e-07,1.084431638836187e-06,1.3069540370582087e-08
1702,7.340522245158354e-06,6.510852017527213e-07,9.907096309039583e-07,2.5054700155838613e-08
1703,7.074663382614485e-06,7.473830854516044e-07,1.0193190048214871e-06,2.5054700155838613e-08
1704,6.911480503341798e-06,8.350829148184857e-07,9.401244126040962e-07,2.5054700155838613e-08
1705,2.6833378602272466e-06,8.449042638858373e-07,9.872405257738137e-07,3.421250482915639e-08
1706,2.829527042130004e-06,8.068002362701268e-07,1.3669022840596362e-06,5.4369112133047433e-08
1707,2.055045156014655e-06,8.113440961616496e-07,1.3022298698420594e-06,5.4369112133047433e-08
1708,2.13206584476211e-06,8.304478049987145e-07,1.3310003380086397e-06,5.4369112133047433e-08
1709,2.180644181797626e-06,8.66921425313194e-07,1.4395841877298414e-06,4.238395234779091e-08
1710,2.295333802391854e-06,8.783209182183782e-07,1.5604476207694721e-06,4.238395234779091e-08
1711,2.3444087316550266e-06,7.07146702844901e-07,1.511151432558628e-06,5.207628106518314e-08
1712,1.410575204577721e-06,7.11633816763424e-07,1.384018048611324e-06,4.291847639186537e-08
1713,1.3500509307310234e-06,7.749977035993132e-07,1.2117104932128444e-06,9.692328717392229e-09
1714,1.4416826681034372e-06,8.736202151534858e-07,1.1729978674728564e-06,9.692328717392229e-09
1715,1.478152317499085e-06,8.24127438038756e-07,1.1235050903581265e-06,9.692328717392229e-09
1716,1.7373549293811915e-06,7.740617198643511e-07,1.1638485862671847e-06,9.692328717392229e-09
1717,2.243270143610841e-06,7.031819637047323e-07,1.0488777206774103e-06,9.692328717392229e-09
1718,2.3630555006093346e-06,7.766983815469887e-07,1.081613715671535e-06,0.0
1719,2.2607044261998714e-06,7.688094732267408e-07,1.2008095820549767e-06,0.0
1720,2.2708723171100635e-06,7.477268257259441e-07,1.1133386530153594e-06,0.0
1721,2.262589776234693e-06,6.064203067320964e-07,1.0310848941636713e-06,0.0
1722,2.313259723710611e-06,6.734499282044583e-07,1.3453972899567037e-06,7.727586697520955e-09
1723,2.4174226902167514e-06,6.968691325580169e-07,1.422063015914838e-06,1.39027628774459e-08
1724,1.8294097279587213e-06,7.595866609985283e-07,1.396624660238948e-06,1.39027628774459e-08
1725,2.044520767542833e-06,8.358035107188957e-07,1.3528614398897583e-06,2.125571591753734e-08
1726,2.409271814940439e-06,8.525975333993432e-07,1.3026225116975963e-06,2.125571591753734e-08
1727,2.4153959462377576e-06,8.122911562428012e-07,1.4657541588089122e-06,2.809843177179313e-08
1728,2.501295739421039e-06,8.176849145716655e-07,1.8450438200748716e-06,2.809843177179313e-08
1729,2.543463129508642e-06,8.087391084440501e-07,1.582443262902546e-06,2.0370845074272178e-08
1730,2.3313932940384674e-06,7.445263098101609e-07,1.7727109837194024e-06,1.4195668894347234e-08
1731,2.2946004816861077e-06,6.883209339646003e-07,1.7352141899859167e-06,2.1162408460538373e-08
1732,1.992991623670345e-06,5.692711998303171e-07,1.940034954779029e-06,1.3809455420446933e-08
1733,1.7252948834668911e-06,6.631275125203371e-07,1.9393681165118844e-06,1.3809455420446933e-08
1734,1.7352439272144693e-06,7.289053769454767e-07,1.8621616147486617e-06,1.2128471179754082e-08
1735,1.702366051046868e-06,7.416749830164398e-07,1.5961585485716308e-06,1.8595397222043175e-08
1736,1.6598887181576823e-06,7.482505566258624e-07,1.5705198198442564e-06,1.8595397222043175e-08
1737,1.4823117940717826e-06,8.904334996324386e-07,1.2959712064132743e-06,1.8595397222043175e-08
1738,1.9635522708735413e-06,9.975712771392864e-07,1.2808140955452733e-06,1.1628657655852034e-08
1739,2.0788927810956792e-06,1.0315069159462707e-06,1.0385614400222818e-06,1.1628657655852034e-08
1740,1.9481100577779997e-06,9.316854711219744e-07,1.1222218948400301e-06,1.1628657655852034e-08
1741,1.9728694594180396e-06,9.281901692962233e-07,1.095847993935552e-06,6.466926042289092e-09
1742,2.4222598215471536e-06,9.459789842886883e-07,1.3357701951528206e-06,0.0
1743,3.047936177478862e-06,9.402845486355156e-07,1.4168190034524741e-06,0.0
1744,3.48000118525046e-06,8.620934538937166e-07,1.6943995149176772e-06,4.464060359461135e-09
1745,3.6294381808537376e-06,8.095543161549099e-07,2.0033399964956644e-06,4.464060359461135e-09
1746,4.509964177097052e-06,8.00220147669149e-07,2.0845668586844113e-06,9.442037501068107e-09
1747,5.4008375757673226e-06,7.561234757044336e-07,2.0920299773154383e-06,9.442037501068107e-09
1748,5.8177463740451326e-06,6.581713429503517e-07,1.925832472287376e-06,9.442037501068107e-09
1749,5.816352053703408e-06,5.929314446413108e-07,1.5955430399117176e-06,1.4397317877572796e-08
1750,5.8959977390519014e-06,5.895115983938532e-07,1.6198370563610557e-06,1.4397317877572796e-08
1751,6.118715516225036e-06,6.028193898341019e-07,1.3357793510035014e-06,9.933257518111662e-09
1752,7.099170293908433e-06,5.668136639412426e-07,1.2056671688956807e-06,1.3831847667233887e-08
1753,7.131309497968427e-06,5.625549387592141e-07,1.3076927254067933e-06,1.3883222952212496e-08
1754,7.635492693225387e-06,6.381422638566749e-07,1.275565685838436e-06,1.3883222952212496e-08
1755,8.662091788989659e-06,7.248372152649349e-07,1.6377676794426016e-06,1.3883222952212496e-08
1756,1.0745808010272282e-05,8.118805924693464e-07,1.793330089380366e-06,8.927942575707805e-09
1757,1.2287698674689246e-05,7.819420488885953e-07,1.867182991840569e-06,8.927942575707805e-09
1758,1.2597957720572595e-05,7.759102313035068e-07,1.8109366562514749e-06,1.5143112161045532e-08
1759,1.1918959509265343e-05,7.641559623802355e-07,1.7236708507490611e-06,1.1244522011923306e-08
1760,1.1996768470063606e-05,7.895542353253404e-07,1.6419439491853285e-06,6.215169585337727e-09
1761,1.188777410529188e-05,7.542588329150541e-07,1.6132352779355382e-06,6.215169585337727e-09
1762,1.175694628078158e-05,7.367444092259185e-07,1.7032564463599037e-06,8.897751614865359e-09
1763,1.0237023681319052e-05,7.278885862303599e-07,1.6820322019027247e-06,1.1736426180115295e-08
1764,9.96748765049103e-06,7.946362805861489e-07,1.793971981507119e-06,1.1736426180115295e-08
1765,1.0398453144132094e-05,7.286403566857709e-07,2.0643652110915615e-06,8.468665007350345e-09
1766,1.0292883156840357e-05,7.094583013765389e-07,2.1897180561479346e-06,1.8671821168579428e-08
1767,1.0078109166248136e-05,7.461516945893112e-07,2.3127082613427774e-06,1.8671821168579428e-08
1768,1.0244141581746849e-05,7.888553048880047e-07,2.575421587737635e-06,1.8671821168579428e-08
1769,1.0044056385335612e-05,7.813512346339329e-07,2.4019105921979644e-06,1.903549876455405e-08
1770,1.1032319564817175e-05,7.545131341300606e-07,2.610005042567666e-06,1.6196824199304112e-08
1771,1.0708098216127837e-05,6.87159066663818e-07,2.5968568674475786e-06,1.882946801653621e-08
1772,1.0290031306275133e-05,7.13956288629041e-07,2.6329558490293233e-06,1.8518141432975555e-08
1773,1.1114814112391156e-05,7.23968574740346e-07,2.613943869229323e-06,8.314985271746472e-09
1774,1.2160694235977384e-05,7.063818868248615e-07,2.7294686658154077e-06,8.314985271746472e-09
1775,1.1909050694417342e-05,6.787398092455987e-07,2.652528239975384e-06,8.314985271746472e-09
1776,1.3868021856719029e-05,7.172118736369677e-07,2.658196568258323e-06,5.268725646244223e-09
1777,1.3874960781582299e-05,6.86342819530442e-07,2.7888717600684946e-06,8.18677595556697e-09
1778,1.4273306728033017e-05,7.549126215573259e-07,2.664596763679583e-06,5.554132138334873e-09
1779,1.4653450177450264e-05,8.059553644151103e-07,2.4969835489433275e-06,2.9180503093227473e-09
1780,1.4464882172303208e-05,8.539690108071747e-07,2.4868540841842853e-06,5.267190620169718e-09
1781,1.4122321772447322e-05,8.499790737914736e-07,2.473072965715671e-06,9.092224370225007e-09
1782,1.5712648226846276e-05,8.330421548764986e-07,2.540061343227405e-06,9.092224370225007e-09
1783,1.4015543716336002e-05,8.11040592907375e-07,2.5228793317312792e-06,9.092224370225007e-09
1784,1.3392326893933517e-05,8.758296335794771e-07,2.3600116329751993e-06,6.17417406090226e-09
1785,1.2932631891869408e-05,8.421526851114842e-07,2.623614234055692e-06,6.17417406090226e-09
1786,1.3201480474630703e-05,7.914020930651791e-07,2.4657924443870016e-06,7.51427237893105e-09
1787,1.4239528874376056e-05,7.776204142828647e-07,2.681647694251816e-06,5.165132068084079e-09
1788,1.4247872968553565e-05,7.934299901535269e-07,2.663066360193105e-06,1.3400983180287896e-09
1789,1.3376504414606774e-05,8.186209551500465e-07,2.5094715608377427e-06,1.3400983180287896e-09
1790,1.3403003192381999e-05,8.23725494163747e-07,2.592180911571112e-06,6.8643402073576e-09
1791,1.3261258832894132e-05,8.192191996516028e-07,2.49959964548907e-06,6.8643402073576e-09
1792,1.3578246320581197e-05,8.365706207769108e-07,2.3609028403370758e-06,9.040864311162165e-09
1793,1.4495769651797932e-05,8.738284772594593e-07,2.579911210887076e-06,8.686788114228453e-09
1794,1.4500269311871047e-05,8.371867790758967e-07,2.560962051185405e-06,8.686788114228453e-09
1795,1.5172500882597109e-05,8.940189266987935e-07,2.5640894136813586e-06,9.600060238820366e-09
1796,1.6689391616507366e-05,9.060254423535039e-07,2.686118055602752e-06,1.2444545013526716e-08
1797,1.8453793277980628e-05,8.943303068268246e-07,2.655069270726277e-06,8.054150425960773e-09
1798,2.025857611442916e-05,8.594927131915548e-07,2.857759292445345e-06,8.632807104090392e-09
1799,2.2014556244747447e-05,8.722242585333464e-07,2.884553428624973e-06,7.65782218589298e-09
1800,2.17089218494948e-05,8.696950024906463e-07,2.8751169013828204e-06,7.49512788341836e-09
1801,2.176950770912559e-05,9.501021297962455e-07,2.767459201485118e-06,8.423808825089703e-09
1802,2.241093066654035e-05,9.232542035013986e-07,2.8209026368131163e-06,7.51053670049779e-09
1803,2.1828626683730234e-05,9.773894963213285e-07,2.886632988260577e-06,6.070051762817132e-09
1804,2.1036655328186627e-05,1.0442240474211367e-06,3.0169246006802756e-06,5.851437112625035e-09
1805,1.9965899420120487e-05,1.111044127810601e-06,2.963395770296172e-06,6.051812955527274e-09
1806,1.8197950859238127e-05,1.1325139195962817e-06,3.030088269692247e-06,5.884474177772095e-09
1807,1.8378775556422105e-05,1.1834451600277265e-06,3.1247980132320663e-06,5.68881005794505e-09
1808,1.7804741738863023e-05,1.2019713722111192e-06,3.1504526499962334e-06,5.466218652320062e-09
1809,1.6926504291145e-05,1.2088076378599259e-06,3.074699244669838e-06,5.647143467132512e-09
1810,1.7289822218507262e-05,1.1686469422654357e-06,3.061634093423241e-06,5.114894238314857e-09
1811,1.797005695282548e-05,1.1763333905686783e-06,2.87159001085716e-06,4.1996615867440875e-09
1812,1.936898323557606e-05,1.147472874306134e-06,2.7270316097980995e-06,3.6593373252204385e-09
1813,1.9898440119244958e-05,1.1441038135931843e-06,2.5756257530572057e-06,3.2070750975522954e-09
1814,2.154324127851786e-05,1.0985291640151575e-06,2.3924030756461434e-06,2.579411398758883e-09
1815,2.2587647046228604e-05,1.0541823647664778e-06,2.339164633927534e-06,2.645884701811342e-09
1816,2.308404067922051e-05,1.0421939740418956e-06,2.4578653210483026e-06,2.655132605841207e-09
1817,2.2856977791109655e-05,1.0290255058212746e-06,2.4869973133588374e-06,2.640119852895647e-09
1818,2.288161626243631e-05,9.622663859382946e-07,2.7231127595379282e-06,2.640119852895647e-09
1819,2.2765975830095287e-05,9.441066026738554e-07,2.8018237117066747e-06,2.4014115933874383e-09
1820,2.3327467196005663e-05,9.293207848973648e-07,2.9020127385592787e-06,2.7038549970421447e-09
1821,2.2066118617658503e-05,8.970800178888437e-07,2.9777642924143166e-06,3.089517768601573e-09
1822,2.168931522256961e-05,8.604744477582114e-07,3.040966898229921e-06,6.184790758899185e-09
1823,2.226113065262325e-05,8.382730080873963e-07,2.947278744613868e-06,6.275543576858159e-09
1824,2.1990118901677696e-05,8.153510049981248e-07,2.839835458092109e-06,6.491765855035478e-09
1825,2.1425632439786568e-05,8.13431792526639e-07,2.6312195911616854e-06,6.998233072406736e-09
1826,2.0510443521613653e-05,7.98166175692521e-07,2.659092095720033e-06,8.183215470326997e-09
1827,1.986496239883958e-05,7.432135963166989e-07,2.6560246949104893e-06,7.612545704915874e-09
1828,1.9856873093106386e-05,7.326458606777513e-07,2.743721129913216e-06,7.778529471329826e-09
1829,2.020016056901243e-05,7.825279746092357e-07,2.6723861148119406e-06,5.7378248501700165e-09
