ngram,muscle,musle,mscle,mscle
1627,0.0,0.0,0.0,0.0
1628,0.0,0.0,0.0,0.0
1629,0.0,0.0,0.0,0.0
1630,0.0,0.0,0.0,0.0
1631,0.0,0.0,0.0,0.0
1632,0.0,0.0,0.0,0.0
1633,0.0,0.0,0.0,0.0
1634,0.0,0.0,0.0,0.0
1635,0.0,0.0,0.0,0.0
1636,0.0,0.0,0.0,0.0
1637,7.316012735308114e-08,0.0,0.0,0.0
1638,7.316012735308114e-08,0.0,0.0,0.0
1639,7.316012735308114e-08,0.0,0.0,0.0
1640,7.316012735308114e-08,0.0,0.0,0.0
1641,7.316012735308114e-08,0.0,0.0,0.0
1642,7.316012735308114e-08,0.0,0.0,0.0
1643,7.316012735308114e-08,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,1.007384103754053e-07,0.0,0.0,0.0
1647,1.007384103754053e-07,0.0,0.0,0.0
1648,1.4658764614848353e-07,0.0,0.0,0.0
1649,1.4658764614848353e-07,0.0,0.0,0.0
1650,4.540285902164344e-07,0.0,0.0,0.0
1651,4.970286714264407e-07,0.0,0.0,0.0
1652,4.970286714264407e-07,0.0,0.0,0.0
1653,3.962902610510355e-07,0.0,0.0,0.0
1654,4.79256633363028e-07,0.0,0.0,0.0
1655,6.077165396943331e-07,0.0,0.0,0.0
1656,7.436385333546371e-07,0.0,0.0,0.0
1657,4.6400202182082596e-07,0.0,0.0,0.0
1658,5.282332093007167e-07,0.0,0.0,0.0
1659,5.282332093007167e-07,0.0,0.0,0.0
1660,5.282332093007167e-07,0.0,0.0,0.0
1661,5.796376549532007e-07,0.0,0.0,0.0
1662,4.865282323050581e-07,0.0,0.0,0.0
1663,4.1630121724470624e-07,0.0,0.0,0.0
1664,4.2779976589762167e-07,0.0,0.0,0.0
1665,3.2056849720772463e-07,0.0,0.0,0.0
1666,3.2056849720772463e-07,0.0,0.0,0.0
1667,3.2056849720772463e-07,0.0,0.0,0.0
1668,2.2995089515071803e-07,0.0,0.0,0.0
1669,2.086593602663405e-07,0.0,0.0,0.0
1670,1.8161354984970656e-07,0.0,0.0,0.0
1671,1.4231056866265135e-07,0.0,0.0,0.0
1672,1.9151177152057892e-07,0.0,0.0,0.0
1673,3.6471186604103423e-07,0.0,0.0,0.0
1674,4.62303440989282e-07,0.0,0.0,0.0
1675,4.871872241502777e-07,0.0,0.0,0.0
1676,5.131720602743631e-07,0.0,0.0,0.0
1677,4.745228920910449e-07,0.0,0.0,0.0
1678,4.745228920910449e-07,0.0,0.0,0.0
1679,5.868240740320678e-07,0.0,0.0,0.0
1680,4.860316948906984e-07,0.0,0.0,0.0
1681,4.108159674030633e-07,0.0,0.0,0.0
1682,3.421789683345976e-07,0.0,0.0,0.0
1683,2.5628594763864907e-07,0.0,0.0,0.0
1684,2.5628594763864907e-07,0.0,0.0,0.0
1685,3.371092743366587e-07,0.0,0.0,0.0
1686,1.7560688953770815e-07,0.0,0.0,0.0
1687,1.0319917415862229e-07,0.0,0.0,0.0
1688,1.2741490503945636e-07,0.0,0.0,0.0
1689,1.58986074844896e-07,0.0,0.0,0.0
1690,1.7975636572893044e-07,0.0,0.0,0.0
1691,1.7975636572893044e-07,0.0,0.0,0.0
1692,1.462691281111412e-07,0.0,0.0,0.0
1693,1.462691281111412e-07,0.0,0.0,0.0
1694,1.462691281111412e-07,0.0,0.0,0.0
1695,9.967754976969445e-08,0.0,0.0,0.0
1696,8.385232571786868e-08,0.0,0.0,0.0
1697,1.365527871095245e-07,0.0,0.0,0.0
1698,1.88409137941952e-07,0.0,0.0,0.0
1699,1.4107304886173161e-07,0.0,0.0,0.0
1700,2.4505587045301323e-07,0.0,0.0,0.0
1701,2.4505587045301323e-07,0.0,0.0,0.0
1702,2.5704103023826974e-07,0.0,0.0,0.0
1703,2.4129508448465587e-07,0.0,0.0,0.0
1704,2.111331665690029e-07,0.0,0.0,0.0
1705,1.7759242508321093e-07,0.0,0.0,0.0
1706,2.1081857275768406e-07,0.0,0.0,0.0
1707,1.189882041785495e-07,0.0,0.0,0.0
1708,1.189882041785495e-07,0.0,0.0,0.0
1709,1.1902806055072038e-07,2.4050032314854823e-08,0.0,0.0
1710,1.5345810717397918e-07,2.4050032314854823e-08,0.0,0.0
1711,1.1984160153133416e-07,2.4050032314854823e-08,0.0,0.0
1712,1.0152599218469862e-07,2.4050032314854823e-08,0.0,0.0
1713,6.829984451022548e-08,2.4050032314854823e-08,0.0,0.0
1714,7.261601199713498e-07,2.4050032314854823e-08,0.0,0.0
1715,7.374824733119567e-07,2.4050032314854823e-08,0.0,0.0
1716,7.431673734816156e-07,0.0,0.0,0.0
1717,7.316615427807196e-07,0.0,0.0,0.0
1718,8.071285323905743e-07,0.0,0.0,0.0
1719,8.071285323905743e-07,0.0,0.0,0.0
1720,9.430454588661113e-07,0.0,0.0,0.0
1721,1.0789580733623033e-06,0.0,0.0,0.0
1722,1.114001240206822e-06,0.0,0.0,0.0
1723,1.2568459015126012e-06,0.0,0.0,0.0
1724,1.245663525090939e-06,0.0,0.0,0.0
1725,1.175210112843875e-06,0.0,0.0,0.0
1726,1.1815976108664472e-06,0.0,0.0,0.0
1727,1.1277932766721018e-06,0.0,0.0,0.0
1728,5.680912116596508e-07,0.0,0.0,0.0
1729,5.727015052668451e-07,0.0,0.0,0.0
1730,4.530631169278162e-07,0.0,0.0,0.0
1731,8.66292388934653e-07,0.0,0.0,0.0
1732,9.955325341236078e-07,0.0,0.0,0.0
1733,1.108566116110004e-06,0.0,0.0,0.0
1734,1.2329227883713299e-06,0.0,0.0,0.0
1735,1.0319679932178718e-06,0.0,0.0,0.0
1736,1.1794358840688801e-06,0.0,0.0,0.0
1737,3.311910989266055e-06,0.0,0.0,0.0
1738,2.914398960131491e-06,0.0,0.0,0.0
1739,3.4101743965818187e-06,0.0,0.0,0.0
1740,5.147598358234973e-06,0.0,0.0,0.0
1741,4.982718548620012e-06,5.9413507764410105e-09,0.0,0.0
1742,5.230809205970997e-06,5.9413507764410105e-09,0.0,0.0
1743,5.090153860822154e-06,5.9413507764410105e-09,0.0,0.0
1744,2.979259412378659e-06,5.9413507764410105e-09,0.0,0.0
1745,3.2105749434257243e-06,5.9413507764410105e-09,0.0,0.0
1746,2.640545135688756e-06,5.9413507764410105e-09,0.0,0.0
1747,1.8692386691197629e-06,5.9413507764410105e-09,0.0,0.0
1748,2.639309440967606e-06,3.639731817526938e-09,0.0,0.0
1749,2.930673409602085e-06,3.639731817526938e-09,0.0,0.0
1750,3.245641713484864e-06,3.639731817526938e-09,3.298731446729367e-09,3.298731446729367e-09
1751,5.677972767768681e-06,3.639731817526938e-09,3.298731446729367e-09,3.298731446729367e-09
1752,5.586837533298551e-06,3.639731817526938e-09,3.298731446729367e-09,3.298731446729367e-09
1753,7.725031553361208e-06,3.639731817526938e-09,3.298731446729367e-09,3.298731446729367e-09
1754,7.045347648012726e-06,3.639731817526938e-09,3.298731446729367e-09,3.298731446729367e-09
1755,6.453325957928817e-06,0.0,3.298731446729367e-09,3.298731446729367e-09
1756,6.232859310070385e-06,3.035470541590257e-09,3.298731446729367e-09,3.298731446729367e-09
1757,6.1280735021032995e-06,3.035470541590257e-09,0.0,0.0
1758,3.869422049059981e-06,3.035470541590257e-09,0.0,0.0
1759,3.920946742904821e-06,3.035470541590257e-09,0.0,0.0
1760,2.365095984454716e-06,3.035470541590257e-09,0.0,0.0
1761,2.8751785521308193e-06,3.035470541590257e-09,0.0,0.0
1762,2.9559891865054463e-06,3.035470541590257e-09,0.0,0.0
1763,2.855729462680756e-06,0.0,0.0,0.0
1764,3.391613030804105e-06,2.810679688991513e-09,0.0,0.0
1765,4.44934884009334e-06,2.810679688991513e-09,0.0,0.0
1766,4.512472108737191e-06,2.810679688991513e-09,0.0,0.0
1767,4.260889470840214e-06,2.810679688991513e-09,0.0,0.0
1768,5.825998950318276e-06,2.810679688991513e-09,0.0,0.0
1769,5.994673772745175e-06,5.8569393144937615e-09,0.0,0.0
1770,8.267648062038851e-06,8.739860898491055e-09,0.0,0.0
1771,7.927138962518906e-06,5.929181209499543e-09,0.0,0.0
1772,6.923195704595335e-06,8.565263038511667e-09,0.0,0.0
1773,7.435036780277317e-06,8.565263038511667e-09,0.0,0.0
1774,7.379332211192897e-06,1.1237726178186286e-08,0.0,0.0
1775,5.048497330660341e-06,1.1237726178186286e-08,0.0,0.0
1776,5.2927265414837166e-06,8.191466552684038e-09,0.0,0.0
