ngram,hotel,hoel,hotl,hottel
1587,2.403113025398592e-07,0.0,0.0,0.0
1588,2.403113025398592e-07,0.0,0.0,0.0
1589,2.403113025398592e-07,0.0,0.0,0.0
1590,0.0,0.0,0.0,0.0
1591,0.0,0.0,0.0,0.0
1592,0.0,0.0,0.0,0.0
1593,0.0,0.0,0.0,0.0
1594,0.0,0.0,0.0,0.0
1595,0.0,0.0,0.0,0.0
1596,0.0,0.0,0.0,0.0
1597,0.0,0.0,0.0,0.0
1598,4.423391633931065e-08,0.0,0.0,0.0
1599,7.517008059819221e-07,0.0,0.0,0.0
1600,9.64712975408994e-07,0.0,0.0,0.0
1601,9.64712975408994e-07,0.0,0.0,0.0
1602,9.64712975408994e-07,0.0,0.0,0.0
1603,9.64712975408994e-07,0.0,0.0,0.0
1604,9.64712975408994e-07,0.0,0.0,0.0
1605,9.204790590696835e-07,0.0,0.0,0.0
1606,2.9309227654396507e-07,0.0,0.0,0.0
1607,8.008010711689297e-08,0.0,0.0,0.0
1608,2.797577037329445e-07,0.0,0.0,0.0
1609,2.797577037329445e-07,0.0,0.0,0.0
1610,2.797577037329445e-07,0.0,0.0,0.0
1611,2.797577037329445e-07,0.0,0.0,0.0
1612,2.797577037329445e-07,0.0,0.0,0.0
1613,1.996775966160515e-07,0.0,0.0,0.0
1614,5.29287344111903e-07,0.0,0.0,0.0
1615,3.296097474958515e-07,0.0,0.0,0.0
1616,3.296097474958515e-07,0.0,0.0,0.0
1617,3.296097474958515e-07,0.0,0.0,0.0
1618,4.280868860665318e-07,0.0,0.0,0.0
1619,4.280868860665318e-07,0.0,0.0,0.0
1620,4.280868860665318e-07,0.0,0.0,0.0
1621,9.847713857068032e-08,0.0,0.0,0.0
1622,9.847713857068032e-08,0.0,0.0,0.0
1623,6.373055206105554e-07,0.0,0.0,0.0
1624,6.373055206105554e-07,0.0,0.0,0.0
1625,5.388283820398751e-07,0.0,0.0,0.0
1626,7.684501984580752e-07,0.0,0.0,0.0
1627,7.684501984580752e-07,0.0,0.0,0.0
1628,7.684501984580752e-07,0.0,0.0,0.0
1629,7.684501984580752e-07,0.0,0.0,0.0
1630,2.296218164182002e-07,0.0,0.0,0.0
1631,2.296218164182002e-07,0.0,0.0,0.0
1632,4.12874084889024e-07,0.0,0.0,0.0
1633,1.8325226847082376e-07,0.0,0.0,0.0
1634,1.8325226847082376e-07,0.0,0.0,0.0
1635,1.8325226847082376e-07,0.0,0.0,0.0
1636,1.8325226847082376e-07,0.0,0.0,0.0
1637,1.8325226847082376e-07,0.0,0.0,0.0
1638,1.8325226847082376e-07,0.0,0.0,0.0
1639,0.0,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,4.584923577307823e-08,0.0,0.0,0.0
1649,4.584923577307823e-08,0.0,0.0,0.0
1650,2.2152978220089737e-07,0.0,0.0,0.0
1651,2.2152978220089737e-07,0.0,0.0,0.0
1652,2.2152978220089737e-07,0.0,0.0,0.0
1653,2.2152978220089737e-07,0.0,0.0,0.0
1654,2.2152978220089737e-07,0.0,0.0,0.0
1655,1.7568054642781915e-07,0.0,0.0,0.0
1656,1.7568054642781915e-07,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,7.506189051907443e-07,0.0,0.0,0.0
1659,7.506189051907443e-07,0.0,0.0,0.0
1660,7.506189051907443e-07,0.0,0.0,0.0
1661,7.506189051907443e-07,0.0,0.0,0.0
1662,7.912187649188647e-07,0.0,0.0,0.0
1663,7.912187649188647e-07,0.0,0.0,0.0
1664,7.912187649188647e-07,0.0,0.0,0.0
1665,4.059985972812033e-08,0.0,0.0,0.0
1666,4.059985972812033e-08,0.0,0.0,0.0
1667,4.059985972812033e-08,0.0,0.0,0.0
1668,4.059985972812033e-08,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,1.007585979095893e-07,0.0,0.0,0.0
1678,1.007585979095893e-07,0.0,0.0,0.0
1679,1.007585979095893e-07,0.0,0.0,0.0
1680,1.007585979095893e-07,0.0,0.0,0.0
1681,1.2313444537020197e-07,0.0,0.0,0.0
1682,1.2313444537020197e-07,0.0,0.0,0.0
1683,1.2313444537020197e-07,0.0,0.0,0.0
1684,2.237584746061267e-08,0.0,0.0,0.0
1685,2.237584746061267e-08,0.0,0.0,0.0
1686,2.237584746061267e-08,0.0,0.0,0.0
1687,2.237584746061267e-08,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,2.446605305652026e-08,0.0,0.0,0.0
1692,4.8134097596630454e-08,0.0,0.0,0.0
1693,1.4218768131156268e-07,0.0,0.0,0.0
1694,1.4218768131156268e-07,0.0,0.0,0.0
1695,1.5769448477190702e-07,0.0,0.0,0.0
1696,1.734404305255209e-07,0.0,0.0,0.0
1697,3.3507607253925797e-07,0.0,0.0,0.0
1698,4.6617907198002027e-07,0.0,0.0,0.0
1699,4.425110274399101e-07,0.0,0.0,0.0
1700,3.484574437249778e-07,0.0,0.0,0.0
1701,3.581242030544932e-07,0.0,0.0,0.0
1702,3.9055803873517494e-07,0.0,0.0,0.0
1703,3.748120929815611e-07,0.0,0.0,0.0
1704,2.2183821763681927e-07,0.0,0.0,0.0
1705,1.761628252795942e-07,0.0,0.0,0.0
1706,2.204643568656398e-07,0.0,0.0,0.0
1707,2.204643568656398e-07,0.0,0.0,0.0
1708,2.2044346487908634e-07,0.0,0.0,0.0
1709,1.8452784189548765e-07,0.0,0.0,0.0
1710,2.0174286520711705e-07,0.0,0.0,0.0
1711,1.9308109853812182e-07,0.0,0.0,0.0
1712,8.318743839806433e-08,0.0,0.0,0.0
1713,3.888590681201874e-08,0.0,0.0,0.0
1714,4.845751736378848e-08,0.0,0.0,0.0
1715,3.881165002082655e-08,0.0,0.0,0.0
1716,2.678663386339914e-08,0.0,8.854958163543155e-09,0.0
1717,9.571610551769742e-09,7.641405476631137e-09,8.854958163543155e-09,0.0
1718,1.731336699403333e-08,7.641405476631137e-09,1.6596714605806743e-08,0.0
1719,1.731336699403333e-08,7.641405476631137e-09,1.6596714605806743e-08,0.0
1720,1.731336699403333e-08,7.641405476631137e-09,2.5657842834497e-08,0.0
1721,2.526187259377366e-08,7.641405476631137e-09,2.5657842834497e-08,0.0
1722,6.389980608137843e-08,7.641405476631137e-09,2.5657842834497e-08,0.0
1723,6.389980608137843e-08,7.641405476631137e-09,1.6802884670953844e-08,0.0
1724,6.389980608137843e-08,0.0,1.6802884670953844e-08,0.0
1725,5.6158049639114845e-08,0.0,9.061128228690255e-09,0.0
1726,1.4558301992500284e-07,0.0,9.061128228690255e-09,0.0
1727,1.4558301992500284e-07,0.0,0.0,0.0
1728,1.2806290377349277e-07,0.0,0.0,0.0
1729,8.9424970285888e-08,0.0,0.0,0.0
1730,9.76082082461614e-08,0.0,0.0,0.0
1731,9.76082082461614e-08,0.0,0.0,0.0
1732,9.76082082461614e-08,0.0,0.0,0.0
1733,8.18323796027341e-09,0.0,0.0,0.0
1734,2.3668432800962236e-08,0.0,0.0,0.0
1735,1.0773846881306781e-07,0.0,6.466926042289092e-09,0.0
1736,1.2978776910342405e-07,0.0,6.466926042289092e-09,0.0
1737,1.2160453114315066e-07,0.0,6.466926042289092e-09,0.0
1738,1.3258816368631544e-07,0.0,6.466926042289092e-09,0.0
1739,1.45511829633246e-07,0.0,6.466926042289092e-09,0.0
1740,1.45511829633246e-07,0.0,6.466926042289092e-09,0.0
1741,1.3596798556899818e-07,0.0,6.466926042289092e-09,0.0
1742,5.18979495568926e-08,0.0,0.0,0.0
1743,7.800561821876986e-08,0.0,0.0,0.0
1744,7.800561821876986e-08,0.0,0.0,0.0
1745,7.333356169933073e-08,0.0,0.0,0.0
1746,7.036585003561413e-08,0.0,0.0,0.0
1747,9.532076055458155e-08,4.159151753161236e-09,0.0,0.0
1748,2.9320438343916067e-07,4.159151753161236e-09,0.0,0.0
1749,3.4275718720420757e-07,4.159151753161236e-09,4.955280376504691e-09,0.0
1750,3.3418499662778753e-07,4.159151753161236e-09,4.955280376504691e-09,0.0
1751,3.6987638247459085e-07,4.159151753161236e-09,4.955280376504691e-09,0.0
1752,3.9475352764384297e-07,4.159151753161236e-09,4.955280376504691e-09,0.0
1753,7.0164678537107e-07,4.159151753161236e-09,4.955280376504691e-09,0.0
1754,8.231342779449083e-07,0.0,4.955280376504691e-09,0.0
1755,6.616956877028965e-07,0.0,4.955280376504691e-09,0.0
1756,8.79264287537548e-07,0.0,0.0,0.0
1757,8.701307418082901e-07,0.0,0.0,0.0
1758,9.028062188625492e-07,0.0,0.0,0.0
1759,1.0351208520173065e-06,0.0,0.0,0.0
1760,8.8061503130835e-07,0.0,2.661366999794674e-09,0.0
1761,8.063373785814422e-07,0.0,2.661366999794674e-09,0.0
1762,8.229677977819197e-07,2.6825820295276313e-09,2.661366999794674e-09,0.0
1763,7.942950515728496e-07,2.6825820295276313e-09,2.661366999794674e-09,0.0
1764,9.268632408878017e-07,2.6825820295276313e-09,2.661366999794674e-09,0.0
1765,1.669033703624986e-06,2.6825820295276313e-09,5.608775412367452e-09,0.0
1766,1.648374531474214e-06,2.6825820295276313e-09,5.608775412367452e-09,0.0
1767,1.8128708916265168e-06,2.6825820295276313e-09,2.9474084125727782e-09,0.0
1768,1.8614057028441624e-06,2.6825820295276313e-09,2.9474084125727782e-09,0.0
1769,1.8876841717688616e-06,0.0,2.9474084125727782e-09,0.0
1770,1.851040029318288e-06,0.0,5.830329996570072e-09,0.0
1771,2.090815119767545e-06,0.0,5.830329996570072e-09,0.0
1772,1.5597024685121141e-06,0.0,2.8829215839972935e-09,0.0
1773,1.5440226418052459e-06,0.0,5.478112439862213e-09,0.0
1774,1.5565857194945108e-06,0.0,5.478112439862213e-09,0.0
1775,1.6063188224636958e-06,0.0,5.478112439862213e-09,0.0
1776,1.6159564860832428e-06,0.0,5.478112439862213e-09,0.0
1777,1.962745402904277e-06,2.9180503093227473e-09,2.5951908558649197e-09,0.0
1778,1.7546309436511365e-06,2.9180503093227473e-09,2.5951908558649197e-09,0.0
1779,1.7826085598114462e-06,2.9180503093227473e-09,2.5951908558649197e-09,0.0
1780,1.951435876890173e-06,2.9180503093227473e-09,0.0,0.0
1781,1.8243224287419122e-06,2.9180503093227473e-09,0.0,0.0
1782,2.0488281912938485e-06,2.9180503093227473e-09,0.0,0.0
1783,2.2866089141513968e-06,2.9180503093227473e-09,0.0,0.0
1784,1.8844890356766491e-06,0.0,0.0,3.328944231384412e-09
1785,1.917964238730617e-06,0.0,0.0,3.328944231384412e-09
1786,1.8504395516824194e-06,0.0,0.0,3.328944231384412e-09
1787,2.0945982117024997e-06,0.0,0.0,3.328944231384412e-09
1788,2.2037206528174077e-06,0.0,0.0,3.328944231384412e-09
1789,2.382330957776243e-06,1.163384817053676e-09,2.326769634107352e-09,3.328944231384412e-09
1790,2.489346976679891e-06,2.2682332202959644e-09,3.4316180373496407e-09,3.328944231384412e-09
1791,2.8815126630174096e-06,2.2682332202959644e-09,4.51758427491963e-09,0.0
1792,3.1539579400227273e-06,3.356495272198247e-09,4.51758427491963e-09,0.0
1793,3.3577902870872222e-06,3.356495272198247e-09,5.503606396014707e-09,0.0
1794,3.150967131659854e-06,3.356495272198247e-09,5.503606396014707e-09,0.0
1795,3.2460074115598606e-06,3.356495272198247e-09,5.503606396014707e-09,0.0
1796,3.192051248593738e-06,2.193110455144571e-09,3.176836761907355e-09,0.0
1797,3.6180139691818373e-06,1.0882620519022827e-09,2.0719883586650667e-09,0.0
1798,3.467653349226956e-06,2.24557540816152e-09,9.860221210950775e-10,0.0
1799,3.4056146042920384e-06,1.7580829490628146e-09,2.1875613067022316e-09,0.0
1800,3.3892118023816564e-06,1.7580829490628146e-09,2.4365309769791565e-09,0.0
1801,3.347490454481366e-06,1.7580829490628146e-09,3.8295524212068295e-09,0.0
1802,3.389042116655868e-06,2.1922097470650215e-09,4.697806017211243e-09,0.0
1803,3.4261354682842338e-06,2.1922097470650215e-09,5.048805976467666e-09,0.0
1804,2.958264206297047e-06,2.4972872975886115e-09,5.658961077514846e-09,0.0
1805,3.1887970765507945e-06,1.8593289447770595e-09,6.1783160809625315e-09,0.0
1806,3.147109704774006e-06,1.2585593519734824e-09,4.976776895355377e-09,0.0
1807,3.1282023818286168e-06,1.2585593519734824e-09,4.160227559272098e-09,2.092212276443612e-10
1808,3.2303591654324137e-06,1.4939225412291535e-09,3.0025693043000956e-09,2.092212276443612e-10
1809,3.023298112176625e-06,1.4216453728518479e-09,2.496165337920583e-09,2.092212276443612e-10
1810,2.6899982848200513e-06,2.511333585530906e-09,2.363103030716169e-09,6.450965317483792e-10
1811,2.7044585034933074e-06,2.9094078574891976e-09,1.987331870496283e-09,6.450965317483792e-10
1812,2.582637599906385e-06,2.390052854041512e-09,1.4679768670485975e-09,6.450965317483792e-10
1813,2.5424913019378437e-06,3.1659704699141653e-09,2.04991504723243e-09,6.450965317483792e-10
1814,2.891982636096405e-06,3.1659704699141653e-09,1.84043072845189e-09,4.35875304104018e-10
1815,2.9862865825894654e-06,2.930607280658494e-09,1.7982082489709228e-09,4.35875304104018e-10
1816,3.227701037238668e-06,3.1392758234208682e-09,1.4363586193460215e-09,4.35875304104018e-10
1817,3.608486492469508e-06,2.04958761074181e-09,1.3897685383465079e-09,0.0
1818,3.884415166664569e-06,1.704505520854533e-09,1.3344194638165163e-09,0.0
1819,3.8810013783014644e-06,1.704505520854533e-09,1.484716904975869e-09,0.0
1820,4.15527951450453e-06,2.8447480878871343e-09,1.3449695167113062e-09,0.0
1821,3.874581742430954e-06,3.358965106059486e-09,1.2645656347462113e-09,0.0
1822,4.162328195889131e-06,3.6085029091787693e-09,1.4457316375805972e-09,0.0
1823,4.280422250043817e-06,3.0379847367914945e-09,1.5861944059812417e-09,1.4046276840064464e-10
1824,4.495858092923299e-06,3.4403447868314174e-09,1.6830868682886952e-09,1.4046276840064464e-10
1825,4.45276071202118e-06,3.2088918585796276e-09,1.7572856106770222e-09,1.4046276840064464e-10
1826,4.651213625298364e-06,3.3273901015437193e-09,1.6069881695176695e-09,1.4046276840064464e-10
1827,4.715811071166952e-06,1.6203711309234085e-09,1.4785091960258156e-09,1.4046276840064464e-10
1828,5.007061320481755e-06,1.2164834219317656e-09,1.791272178205564e-09,1.4046276840064464e-10
1829,5.413191372229319e-06,1.0372198972723773e-09,1.5575140225162647e-09,1.4046276840064464e-10
1830,5.980799544756467e-06,1.0372198972723773e-09,1.7029648960839187e-09,0.0
1831,6.058461687124301e-06,9.135438437470254e-10,1.6205141831601315e-09,0.0
1832,6.368470492036847e-06,8.720764983165858e-10,1.537579492299252e-09,0.0
1833,6.643085985810363e-06,1.0010130422978746e-09,1.537579492299252e-09,0.0
1834,6.949354363834053e-06,7.91871830012931e-10,1.4730482548027827e-09,0.0
1835,7.374907974216123e-06,8.491093225363297e-10,1.1992978197840542e-09,8.37834008520539e-11
1836,7.45789585770191e-06,8.538962235706191e-10,1.208871621852633e-09,6.092116731716755e-10
1837,7.287968726034576e-06,8.538962235706191e-10,1.3101650399503585e-09,1.228742956589051e-09
1838,7.496659301458359e-06,1.414795423672542e-09,1.2007014668239231e-09,1.305068703898777e-09
1839,7.655221907043597e-06,1.4054274014415773e-09,1.2577468511132395e-09,1.305068703898777e-09
1840,7.798103069944773e-06,1.2335785805537925e-09,1.3333328171708354e-09,1.305068703898777e-09
1841,7.906145843402815e-06,1.5834666355907245e-09,1.3640626802694352e-09,1.305068703898777e-09
1842,7.675647598911642e-06,1.8416079058550645e-09,1.7438348146444786e-09,1.221285303046723e-09
1843,7.438138384584038e-06,1.963270316159996e-09,1.9871596352543416e-09,6.958570307271015e-10
1844,7.489783261657326e-06,2.0300531731822146e-09,1.7335182892327543e-09,7.632574730972611e-11
1845,7.474935240939626e-06,1.5241638110349447e-09,1.8574088299162993e-09,1.8019466553807563e-09
1846,7.4298238489843375e-06,1.709264372897122e-09,1.825726030675006e-09,1.93238765465255e-09
1847,7.364347831233837e-06,1.9973112132452643e-09,2.2349837853446228e-09,2.114204057855419e-09
1848,7.355022392273115e-06,1.8114861753483679e-09,2.3378870585487122e-09,3.043894541183383e-09
1849,7.72023343285712e-06,1.654475802391277e-09,2.381683009541494e-09,3.5275503867155625e-09
1850,8.080452062131371e-06,1.5526920305042324e-09,2.178115465767405e-09,3.6699601215138345e-09
1851,8.426625624581772e-06,1.6716235538640133e-09,2.36954990549622e-09,3.809245910765416e-09
1852,8.758164507785945e-06,1.489614431804398e-09,2.927757163690663e-09,2.00729925538466e-09
1853,9.14630001196721e-06,1.8078445565957883e-09,3.021651722485379e-09,2.1181549530220015e-09
1854,9.579833074115283e-06,1.8482266352291633e-09,3.092328456791701e-09,2.087844135673882e-09
1855,9.830113672900812e-06,1.894170614009332e-09,3.339535727318678e-09,1.2631571503060206e-09
1856,9.871450596879835e-06,1.923665750501259e-09,3.344786511253314e-09,9.285977225254832e-10
1857,9.971157851396129e-06,1.924994386115486e-09,3.491846462771215e-09,8.343222144903604e-10
1858,1.0004142885528771e-05,2.3729186710801694e-09,3.627674414831615e-09,7.526399384679852e-10
1859,1.0365321681352466e-05,2.4649515127452203e-09,3.1129684227185604e-09,1.0572868810613097e-09
1860,1.07568903331412e-05,2.3738010604798123e-09,3.067393196585856e-09,1.1819614374543518e-09
1861,1.0864323225437797e-05,2.5911396837687205e-09,2.737819463202332e-09,1.764782673171642e-09
1862,1.1245901467711e-05,2.7711605708548502e-09,2.6092629327020435e-09,1.6597791752115398e-09
1863,1.1612463172891044e-05,3.284511710229968e-09,2.203828786129236e-09,1.558420638568338e-09
1864,1.1960553690317153e-05,4.083050532597911e-09,2.2436501704145175e-09,1.6986668976188518e-09
1865,1.2276925580018932e-05,4.289716328185835e-09,2.1808610314469743e-09,1.685289935382528e-09
1866,1.2541390268389868e-05,4.444155361176578e-09,2.291060436603638e-09,1.5576014724048649e-09
1867,1.2678207375366973e-05,4.906867769248282e-09,2.349566810952045e-09,1.2348426765245485e-09
1868,1.3211126315582078e-05,4.868066362716052e-09,2.5269253832251236e-09,8.590094389772571e-10
1869,1.3615247033677796e-05,5.111412658211277e-09,2.460905685579868e-09,1.0569388737240765e-09
1870,1.3893739898256691e-05,4.764469739372755e-09,2.734555217185987e-09,1.1359103736983757e-09
1871,1.4074607471619466e-05,4.478303410644051e-09,2.722978794825589e-09,9.881059502360655e-10
1872,1.4523443626655666e-05,4.33417800062484e-09,2.7344569465879788e-09,1.0667345300736336e-09
1873,1.4625350559072103e-05,4.677187716493693e-09,2.731618772447827e-09,1.006802312155029e-09
1874,1.4734433274757716e-05,4.044439354850786e-09,2.747057280063002e-09,9.63589854733168e-10
1875,1.4996723361296713e-05,3.983382639611526e-09,2.5443271299354008e-09,6.853263313986804e-10
1876,1.5135464309423696e-05,4.154980106006536e-09,2.4922022223705653e-09,5.257288810638678e-10
1877,1.5381071924431516e-05,4.179702457156915e-09,2.4819729129075897e-09,4.689228449983318e-10
1878,1.5812649118223427e-05,4.405624785621041e-09,2.4796419520864023e-09,6.460589484026866e-10
1879,1.609569556291847e-05,4.0934976995389755e-09,2.314521526817056e-09,5.930314453791599e-10
1880,1.6598495936445295e-05,3.779858267652766e-09,2.5554030637562975e-09,5.74665232067062e-10
1881,1.6974642806287322e-05,3.809154103251444e-09,2.6162645066258553e-09,6.06230827442695e-10
1882,1.704960517859685e-05,3.871031114702614e-09,2.707375561834218e-09,5.584103457412226e-10
1883,1.735769339055488e-05,3.3230404935683364e-09,2.613159371429268e-09,5.843236172697885e-10
1884,1.7745544547714026e-05,3.4134243526955696e-09,2.4944076011073388e-09,5.144202722525851e-10
1885,1.796748386238635e-05,2.956163678925959e-09,4.540485987192255e-09,2.967081064968775e-10
1886,1.8116330725855994e-05,2.8755864832165555e-09,4.82027300614212e-09,2.544690946055488e-10
1887,1.7978406893754645e-05,2.6967653348514934e-09,4.532286324021584e-09,1.8344301474674093e-10
1888,1.835410200458552e-05,2.970609139626593e-09,4.747561677120871e-09,2.5988878906067573e-10
1889,1.8668370622825542e-05,2.5966039001496758e-09,4.822268013476056e-09,2.2747921007188713e-10
1890,1.8746180233262877e-05,2.643171173996198e-09,5.064373840925538e-09,2.1382533442272844e-10
1891,1.8896021564225e-05,2.3451194636996728e-09,5.138434693614207e-09,2.6503543804068386e-10
1892,1.8826700657622757e-05,2.237475855387012e-09,3.089048033239854e-09,2.875070201754529e-10
1893,1.8810077693030636e-05,2.2338028569736578e-09,2.9338510985711862e-09,3.060417514649012e-10
1894,1.8881725346935646e-05,2.051372452857184e-09,3.0717129157713838e-09,4.993255114937867e-10
1895,1.867086575657595e-05,1.6420191714264627e-09,2.9434169704753035e-09,4.1248534944836127e-10
1896,1.8559492933231274e-05,1.6458366891569653e-09,3.0033937876388403e-09,4.3186577528394766e-10
1897,1.862108027645653e-05,1.4909024332559235e-09,2.918026423667389e-09,4.1842790541947647e-10
1898,1.8308771229515385e-05,1.4437430616100399e-09,2.760879953227808e-09,3.6721780180152107e-10
1899,1.8292422672467573e-05,1.3926509469440263e-09,2.7656127705404695e-09,3.9938793938709694e-10
1900,1.834409678329913e-05,1.2916258221703662e-09,2.884532311421749e-09,3.5326459218205335e-10
1901,1.8532554739587276e-05,1.39671737667665e-09,2.973934162423372e-09,1.3234686362701657e-10
1902,1.8744577703598354e-05,1.2366601710920934e-09,2.8697516902503092e-09,1.4561223655411888e-10
1903,1.892372581226352e-05,1.3103800901502284e-09,2.68246951635425e-09,1.4217095556379178e-10
1904,1.9061944320648244e-05,1.3995721407208554e-09,2.553702202082572e-09,1.367249250324879e-10
1905,1.9511360733304173e-05,1.302297714111944e-09,2.621351945032911e-09,1.8246551095454525e-10
1906,1.9839013995286742e-05,1.223365710321746e-09,2.505313591503823e-09,1.4333877735544272e-10
1907,2.0007041582305517e-05,1.1417904558338625e-09,2.2371598859142037e-09,1.5798895128657112e-10
1908,2.0286880369115223e-05,1.135117032115472e-09,1.8706160271569114e-09,1.7171340539943814e-10
1909,2.05618824631009e-05,1.99300875802777e-09,1.81221414065545e-09,1.648388429721846e-10
1910,2.08916262636194e-05,2.1881903114869974e-09,1.8072830850915774e-09,1.4889969812692527e-10
1911,2.1056024187211214e-05,2.1320973399495203e-09,1.6998772548301337e-09,1.8708187578462899e-10
1912,2.1253594500844235e-05,2.1966730973892776e-09,1.6679753134241082e-09,1.7016950547090103e-10
1913,2.134768276716516e-05,2.1571236543037132e-09,1.6913960073797592e-09,1.546545193496586e-10
1914,2.1487670632528273e-05,2.3614850392610673e-09,1.793206170854132e-09,1.8385381312618117e-10
1915,2.1252734378711985e-05,2.4677498615994456e-09,1.9472871886400914e-09,1.7012935901331413e-10
1916,2.121875591650938e-05,1.8291367944099436e-09,1.915038508723147e-09,1.576192034034664e-10
1917,2.111065337625665e-05,1.5844681281304167e-09,1.904334134827934e-09,1.7158493772643065e-10
1918,2.138776445852792e-05,1.632838832397811e-09,2.0541711347783168e-09,1.5921623642516687e-10
