ngram,account,acount,accunt,accont
1553,0.00012799951322709342,0.0,0.0,0.0
1554,0.00012799951322709342,0.0,0.0,0.0
1555,9.209174874870638e-05,0.0,0.0,0.0
1556,0.00012331803632800335,0.0,0.0,0.0
1557,8.927625666339216e-05,0.0,0.0,0.0
1558,0.00010700952199320974,0.0,0.0,0.0
1559,5.780686426857885e-05,0.0,0.0,0.0
1560,0.00010985493229652223,0.0,0.0,0.0
1561,0.00011751319003191643,0.0,0.0,0.0
1562,0.00011210432525591127,0.0,0.0,0.0
1563,0.00011633853137027472,0.0,0.0,0.0
1564,0.00011633853137027472,0.0,0.0,0.0
1565,0.00011175867465291438,0.0,0.0,0.0
1566,0.0001197422508474639,0.0,0.0,0.0
1567,9.089569201543262e-05,0.0,0.0,0.0
1568,8.32374342800384e-05,0.0,0.0,0.0
1569,0.0001136883521602223,0.0,0.0,0.0
1570,7.973887074643114e-05,0.0,0.0,0.0
1571,0.00011406479318663645,0.0,0.0,0.0
1572,0.00010507107085036946,0.0,0.0,0.0
1573,9.490745742368745e-05,0.0,0.0,0.0
1574,7.606364059548858e-05,0.0,0.0,0.0
1575,8.612187762732251e-05,0.0,0.0,0.0
1576,7.234613661109637e-05,0.0,0.0,0.0
1577,8.359250361016686e-05,0.0,0.0,0.0
1578,8.395806850915375e-05,2.40913111935827e-07,0.0,0.0
1579,9.596725223153564e-05,2.40913111935827e-07,0.0,0.0
1580,0.00010857529429943367,2.40913111935827e-07,0.0,0.0
1581,0.000122610131386734,2.40913111935827e-07,0.0,0.0
1582,0.0001267972610159112,2.40913111935827e-07,0.0,0.0
1583,0.00012189733804137046,2.40913111935827e-07,0.0,0.0
1584,0.0001217275213483455,2.40913111935827e-07,0.0,0.0
1585,9.684937478076401e-05,0.0,0.0,0.0
1586,0.0001029662141393471,0.0,0.0,0.0
1587,0.00010328902447197055,0.0,0.0,0.0
1588,0.00011904129184715982,6.695058151048475e-07,0.0,0.0
1589,0.00013691287936775813,6.695058151048475e-07,0.0,0.0
1590,0.0001350167003693059,6.695058151048475e-07,0.0,0.0
1591,0.00013335700974234248,6.695058151048475e-07,0.0,0.0
1592,0.0001295133869072223,6.695058151048475e-07,0.0,0.0
1593,0.00011258631898921781,6.695058151048475e-07,0.0,0.0
1594,0.0001121428472937883,6.695058151048475e-07,0.0,0.0
1595,8.83663836118233e-05,0.0,0.0,0.0
1596,7.539748808734917e-05,0.0,0.0,0.0
1597,7.956161633566288e-05,0.0,0.0,0.0
1598,0.00011419467669579067,0.0,0.0,0.0
1599,0.00013051016503595747,0.0,0.0,0.0
1600,0.0001538016606770855,0.0,0.0,0.0
1601,0.0001699404217236276,1.953238617196413e-07,0.0,0.0
1602,0.00020738761564384082,5.085260324579264e-07,0.0,0.0
1603,0.00019771808937158703,5.085260324579264e-07,0.0,0.0
1604,0.00022828571153305738,5.085260324579264e-07,0.0,0.0
1605,0.00019430577854758928,5.085260324579264e-07,0.0,0.0
1606,0.0001947633219450446,5.886061395748194e-07,8.008010711689297e-08,0.0
1607,0.00017432465288688296,5.886061395748194e-07,8.008010711689297e-08,0.0
1608,0.00015262688300156566,3.932822778551781e-07,8.008010711689297e-08,0.0
1609,0.00011405638101028412,8.008010711689297e-08,8.008010711689297e-08,0.0
1610,0.00011400901972332836,8.008010711689297e-08,8.008010711689297e-08,0.0
1611,9.438679106616681e-05,1.8249238564749248e-07,8.008010711689297e-08,0.0
1612,0.00010486385092787844,1.8249238564749248e-07,8.008010711689297e-08,0.0
1613,9.554518172600572e-05,1.0241227853059951e-07,0.0,0.0
1614,9.75516153890307e-05,1.0241227853059951e-07,0.0,0.0
1615,0.00010460256453370675,1.0241227853059951e-07,0.0,0.0
1616,0.00011193706762112145,1.0241227853059951e-07,0.0,0.0
1617,0.00012004876667301037,1.0241227853059951e-07,0.0,0.0
1618,0.00013287539227998683,0.0,0.0,0.0
1619,0.00012893538847233037,0.0,0.0,0.0
1620,0.00012830515022090237,0.0,0.0,0.0
1621,0.0001303980898228474,0.0,0.0,0.0
1622,0.00013035561590056335,0.0,0.0,0.0
1623,0.0001409869219060056,0.0,0.0,0.0
1624,0.00014942785388224626,1.493321925798747e-07,0.0,0.0
1625,0.00012448765898755352,1.493321925798747e-07,0.0,0.0
1626,0.00015826413229141117,1.493321925798747e-07,0.0,0.0
1627,0.00015889108284942007,1.493321925798747e-07,0.0,0.0
1628,0.00016027217186222385,1.493321925798747e-07,0.0,0.0
1629,0.00016397613425007357,1.493321925798747e-07,0.0,0.0
1630,0.00014763267349085903,1.493321925798747e-07,0.0,0.0
1631,0.00013972978610711704,1.1335997182218957e-07,0.0,0.0
1632,0.00015452585129034041,1.5793781195887796e-06,0.0,0.0
1633,0.00011661478804723759,1.5793781195887796e-06,0.0,0.0
1634,0.00011430163015445163,1.5793781195887796e-06,0.0,0.0
1635,0.00011723828148595723,1.5793781195887796e-06,0.0,0.0
1636,0.00011692376678443647,1.5793781195887796e-06,0.0,0.0
1637,0.0001156403699756733,1.725698374294942e-06,0.0,0.0
1638,0.00010941042169828766,1.6123384024727524e-06,0.0,0.0
1639,9.598958110603104e-05,2.2419048458946884e-07,0.0,0.0
1640,9.07448006078734e-05,2.2419048458946884e-07,0.0,0.0
1641,8.668437190603331e-05,2.2419048458946884e-07,0.0,0.0
1642,8.732776404940523e-05,2.2419048458946884e-07,0.0,0.0
1643,8.256239431960109e-05,2.2419048458946884e-07,0.0,0.0
1644,0.00010231008751101658,7.787022988330656e-08,0.0,0.0
1645,0.00010386801555536554,7.787022988330656e-08,0.0,0.0
1646,0.0001022100649216944,0.0,0.0,0.0
1647,0.00011282385353946925,0.0,0.0,0.0
1648,0.00012512502559859837,0.0,0.0,0.0
1649,0.00012342037890838192,0.0,0.0,0.0
1650,0.0001253683731192723,4.392013660695479e-08,0.0,0.0
1651,0.00012196575283139412,8.692021781696115e-08,0.0,0.0
1652,0.00013294093098790784,8.692021781696115e-08,0.0,0.0
1653,0.00014394124861740108,4.637991009661034e-07,0.0,0.0
1654,0.00014462515329276876,4.637991009661034e-07,0.0,0.0
1655,0.00014700731428872262,4.637991009661034e-07,0.0,0.0
1656,0.00015264381779291268,4.637991009661034e-07,0.0,0.0
1657,0.00016201169637497514,4.476833968932884e-07,0.0,0.0
1658,0.00015785059492502893,4.04683315683282e-07,0.0,0.0
1659,0.00015710940351709723,4.368505009162098e-07,0.0,0.0
1660,0.00016574705451993004,5.997161776706759e-08,0.0,0.0
1661,0.0001688224562842931,5.997161776706759e-08,0.0,0.0
1662,0.0001853775860841519,5.997161776706759e-08,0.0,0.0
1663,0.00020378782729884342,1.9136157496697187e-07,0.0,0.0
1664,0.00021469345249767815,2.028601236198873e-07,0.0,0.0
1665,0.00022326053710587855,2.028601236198873e-07,0.0,0.0
1666,0.00023109699291775802,2.106413359927371e-07,0.0,0.0
1667,0.00022171315296353505,2.106413359927371e-07,0.0,0.0
1668,0.00023027870130525635,2.543945519002071e-07,0.0,0.0
1669,0.00023350940526662662,2.543945519002071e-07,0.0,0.0
1670,0.00022183868194198503,1.6165376288362105e-07,0.0,3.864916818331819e-08
1671,0.0002148176115172516,1.6146097436831042e-07,0.0,3.864916818331819e-08
1672,0.0002140279019451035,2.10662177226238e-07,0.0,3.864916818331819e-08
1673,0.00021780715698176728,1.9545664997622225e-07,0.0,3.864916818331819e-08
1674,0.00022680811110019152,2.6051769858830607e-07,0.0,3.864916818331819e-08
1675,0.00021760940061150386,2.510829822150689e-07,0.0,3.864916818331819e-08
1676,0.00020400825971072272,2.510829822150689e-07,0.0,3.864916818331819e-08
1677,0.0002005828365716817,2.124338140317507e-07,0.0,0.0
1678,0.0002019388962902927,2.52997907068675e-07,0.0,0.0
1679,0.00019532691138530417,2.2686847346774031e-07,0.0,0.0
1680,0.00019033474382013083,2.202275319567499e-07,0.0,0.0
1681,0.00019073095505258867,2.2229402572650413e-07,0.0,0.0
1682,0.0001953890875613849,3.4926378995286153e-07,0.0,0.0
1683,0.00021302061421530588,3.9339824655014256e-07,0.0,0.0
1684,0.0002145391169636111,4.2261982611892434e-07,0.0,0.0
1685,0.00020578353516092257,4.035630374638848e-07,0.0,0.0
1686,0.00021277262671251914,3.8049126820689186e-07,0.0,0.0
1687,0.00021715547856209532,3.623893393621204e-07,0.0,0.0
1688,0.00022218514641281217,3.884449536631759e-07,0.0,0.0
1689,0.00022106303991417268,2.2715668990258564e-07,0.0,0.0
1690,0.00019757432996162346,1.830222333053046e-07,0.0,0.0
1691,0.00019842609513684044,1.538006537365228e-07,0.0,0.0
1692,0.0002022490038403443,9.31831566828935e-08,0.0,0.0
1693,0.00020944638942767466,9.31831566828935e-08,0.0,0.0
1694,0.00022164175710973462,9.31831566828935e-08,0.0,0.0
1695,0.0002127769569467221,1.550680346034434e-08,0.0,0.0
1696,0.00021894702721121057,4.699869496757206e-08,0.0,0.0
1697,0.00022186168644111603,6.169284461066127e-08,0.0,0.0
1698,0.0002323619243855189,7.206411518317119e-08,0.0,0.0
1699,0.00023720090186023817,8.513365555375327e-08,0.0,0.0
1700,0.00022446505733699138,9.813150825266348e-08,0.0,0.0
1701,0.00020619535436188535,1.2713178624120962e-07,0.0,0.0
1702,0.00020236845427591885,1.3559530235137833e-07,0.0,0.0
1703,0.00019775364073991244,1.1514462069531614e-07,0.0,0.0
1704,0.00019296284881420434,1.0911223772122217e-07,0.0,8.66176666899524e-09
1705,0.00018417424247932753,1.1705657649534779e-07,0.0,8.66176666899524e-09
1706,0.00017109218606492504,1.039870361247657e-07,0.0,8.66176666899524e-09
1707,0.00016494904723783423,1.1529408945014958e-07,0.0,8.66176666899524e-09
1708,0.00015488452481804416,9.593967880456538e-08,0.0,8.66176666899524e-09
1709,0.00014919426238131045,7.196935923405232e-08,0.0,8.66176666899524e-09
1710,0.00013603333666521524,7.814317269451618e-08,0.0,8.66176666899524e-09
1711,0.00013508100112501,6.948140602552095e-08,0.0,0.0
1712,0.0001188002944607953,7.28926364347769e-08,0.0,0.0
1713,0.00012094283634464123,7.28926364347769e-08,0.0,0.0
1714,0.00011884931154781953,5.815934096225257e-08,0.0,0.0
1715,0.0001203907813760452,5.983582695989753e-08,0.0,0.0
1716,0.00011692481764060046,5.983582695989753e-08,0.0,0.0
1717,0.00012194029633454713,4.262080364826813e-08,0.0,7.641405476631137e-09
1718,0.00012187156348123349,5.036256009053172e-08,0.0,7.641405476631137e-09
1719,0.00012624509378968338,2.863572033464022e-08,0.0,7.641405476631137e-09
1720,0.0001240551978948393,2.863572033464022e-08,0.0,7.641405476631137e-09
1721,0.00013083296341522197,1.906410978287048e-08,0.0,7.641405476631137e-09
1722,0.0001403313664403478,5.4107276627389315e-08,0.0,7.641405476631137e-09
1723,0.0001586163167043456,5.4107276627389315e-08,0.0,7.641405476631137e-09
1724,0.0001693683900936906,5.4107276627389315e-08,0.0,0.0
1725,0.00017790611725234027,5.371847322521717e-08,0.0,0.0
1726,0.00019070454644471674,6.010597124778932e-08,0.0,0.0
1727,0.00020032737769984772,7.37914029563009e-08,0.0,0.0
1728,0.0001964846097897472,8.027096295596234e-08,0.0,0.0
1729,0.0001958057442347386,3.390544277083661e-08,0.0,0.0
1730,0.00018411655037198216,3.390544277083661e-08,0.0,0.0
1731,0.00017614999004373594,4.087218233702775e-08,0.0,0.0
1732,0.0001643605823379143,3.9777753154826967e-08,0.0,0.0
1733,0.00015816364092253416,4.0415024723675485e-08,0.0,0.0
1734,0.00015591148050069542,5.7699982696541545e-08,0.0,0.0
1735,0.00015820236564780186,5.122042269688011e-08,0.0,0.0
1736,0.00015313316024340956,6.224507284205824e-08,0.0,0.0
1737,0.0001602521214018842,6.916670106501702e-08,0.0,0.0
1738,0.00017379387801546336,6.769177777040828e-08,0.0,0.0
1739,0.00018526672751509717,1.0666608371171346e-07,0.0,0.0
1740,0.00018239788810855577,9.964131412029279e-08,0.0,0.0
1741,0.00017983373462422087,7.461227521535615e-08,0.0,0.0
1742,0.00018530928147291497,8.098964749641319e-08,0.0,0.0
1743,0.00018403489126025567,6.996499735123507e-08,0.0,0.0
1744,0.00018037569368191595,6.304336912827629e-08,0.0,0.0
1745,0.000178245736086475,8.279785695159652e-08,0.0,0.0
1746,0.00018648114512741034,3.756502715240069e-08,0.0,0.0
1747,0.0001937142078531906,3.756502715240069e-08,0.0,0.0
1748,0.00020427961758936623,5.3462067281121306e-08,0.0,0.0
1749,0.00021079973833236312,4.708469500006426e-08,0.0,0.0
1750,0.00022894196653006866,6.687708418797098e-08,0.0,3.298731446729367e-09
1751,0.0002539537152707843,7.75845003480364e-08,3.569138635433384e-09,3.298731446729367e-09
1752,0.0002649630103925509,5.233819625313377e-08,3.569138635433384e-09,3.298731446729367e-09
1753,0.00028011187012972575,6.239690110630494e-08,3.569138635433384e-09,3.298731446729367e-09
1754,0.0002999970830777394,9.586945079068495e-08,3.569138635433384e-09,3.298731446729367e-09
1755,0.0003222510630231617,8.173767542172885e-08,3.569138635433384e-09,3.298731446729367e-09
1756,0.000345967265145321,8.477314596331911e-08,3.569138635433384e-09,3.298731446729367e-09
1757,0.0003608737523401422,8.325149636334572e-08,6.614261900088942e-09,3.045123264655558e-09
1758,0.0003576506195323808,7.875924978861804e-08,3.045123264655558e-09,3.045123264655558e-09
1759,0.0003618722756592823,9.9632019206248e-08,3.045123264655558e-09,3.045123264655558e-09
1760,0.0003600698213891259,1.0554151584431435e-07,3.045123264655558e-09,3.045123264655558e-09
1761,0.0003709186359109091,1.1092691210023986e-07,3.045123264655558e-09,3.045123264655558e-09
1762,0.00036744707696405906,1.1395062468214487e-07,3.045123264655558e-09,5.7277052941831894e-09
1763,0.0003666160295584372,1.3646322573533455e-07,3.045123264655558e-09,5.7277052941831894e-09
1764,0.00037047411647758314,1.5754200179328238e-07,0.0,5.493261718519144e-09
1765,0.0003809650079347193,1.5722164903309022e-07,2.9474084125727782e-09,5.493261718519144e-09
1766,0.00038504626718349755,1.6355729672211184e-07,6.348460550904227e-09,5.493261718519144e-09
1767,0.00039201914582268467,1.7408961485086495e-07,9.292962843687746e-09,8.437764011302664e-09
1768,0.00038706448062189987,1.6205379438360978e-07,1.4657387938297819e-08,8.437764011302664e-09
1769,0.00039229599393105933,1.8178606150546068e-07,1.4657387938297819e-08,1.184770123277953e-08
1770,0.0003882516923892711,1.735355194146645e-07,1.4657387938297819e-08,1.4730622816776823e-08
1771,0.00038741181404995065,1.4471657903771173e-07,1.4657387938297819e-08,1.191994312778531e-08
1772,0.0003846585709002933,1.440939258705904e-07,1.170997952572504e-08,1.191994312778531e-08
1773,0.00039290881250053644,1.3505184526252378e-07,8.30892738739359e-09,1.191994312778531e-08
1774,0.00039720140297764113,1.2725856787402075e-07,5.364425094610072e-09,8.975440835001791e-09
1775,0.00040009889718411226,1.0621382072274952e-07,0.0,8.975440835001791e-09
1776,0.00039398326771333814,9.202544250440172e-08,2.712369503602271e-09,2.8829215839972935e-09
1777,0.00040551544848962555,1.0974451468216882e-07,8.548470122247766e-09,5.836100618645495e-09
1778,0.0004090514433171068,1.0477622680582499e-07,1.1329613818540046e-08,8.617244314937774e-09
1779,0.00041569897439330816,1.0975080603056345e-07,1.1329613818540046e-08,8.617244314937774e-09
1780,0.0004172743896820715,1.0098103077536638e-07,1.1329613818540046e-08,8.617244314937774e-09
1781,0.00042192913575230965,9.948644067289284e-08,1.1329613818540046e-08,8.617244314937774e-09
1782,0.000422480158574347,1.1097413020268374e-07,1.34877472999863e-08,1.2933511277830284e-08
1783,0.0004345508392101952,1.1644590307875141e-07,1.0775377796384028e-08,1.2933511277830284e-08
1784,0.0004452607868837991,9.308060658749387e-08,9.93269339793252e-09,7.0974106591847885e-09
1785,0.00044497305810052367,1.1664452159720895e-07,8.769672099617765e-09,5.934389360870032e-09
1786,0.0004326983471401036,1.1309827030459019e-07,1.0109770417646554e-08,5.934389360870032e-09
1787,0.0004314617087532367,1.1143655852054377e-07,1.26880536553488e-08,5.934389360870032e-09
1788,0.0004251882824714163,1.0859597919323147e-07,1.3994605728230778e-08,5.934389360870032e-09
1789,0.00042316029014598044,1.0994506841452026e-07,1.1836472246784524e-08,2.7815072150311995e-09
1790,0.000413470681191289,1.0366695641599627e-07,1.5151017583394022e-08,3.886355618273488e-09
1791,0.00039722337636963597,1.0939111102662277e-07,1.3415500202792633e-08,4.9723218558434775e-09
1792,0.0003884875456736024,1.0855972121248669e-07,1.1797377804815109e-08,4.442461509768236e-09
1793,0.0003889608820567706,1.0580331810672305e-07,1.2429323728976475e-08,4.442461509768236e-09
1794,0.0003800327249336988,1.0904631026724993e-07,1.084902605847609e-08,4.442461509768236e-09
1795,0.00038044049038684795,1.0472023070917658e-07,1.0455746110186022e-08,5.355733634360149e-09
1796,0.00038389702759949226,1.0032849801738003e-07,1.0455746110186022e-08,4.192348817306473e-09
1797,0.00038033939615291146,9.619909364338192e-08,8.841971726220826e-09,3.6544240649456175e-09
1798,0.0003766923494237874,9.618333380550276e-08,6.162729564757845e-09,2.5684578273756286e-09
1799,0.0003768127436550068,7.810160467564791e-08,6.162729564757845e-09,1.4801957754733458e-09
1800,0.00037628915327201994,8.115580283986543e-08,5.014013141188148e-09,2.3035235940938037e-09
1801,0.00037768271951270956,8.45725155938583e-08,4.016027573986289e-09,3.6965450383214763e-09
1802,0.00037078950637286264,9.449635436047693e-08,3.5368822473965824e-09,3.6515265097339775e-09
1803,0.00036526792350092104,9.220792865757435e-08,7.0468819034021274e-09,4.353526428246823e-09
1804,0.00036694141869832365,9.368271187375804e-08,5.651188501281419e-09,3.7866027773653906e-09
1805,0.00035946813711364357,9.008591916881414e-08,5.332209324875643e-09,4.565635298397248e-09
1806,0.00035942404896819165,9.56443914544382e-08,5.84930952880163e-09,5.599835706249223e-09
1807,0.00035960635536217263,1.0203626337507948e-07,6.49053031955203e-09,4.985729115273127e-09
1808,0.00035967875737696886,9.399651495251809e-08,7.902709391644741e-09,5.004886743138164e-09
1809,0.0003612991089799574,8.50630966299702e-08,9.096905974535576e-09,4.498482776758652e-09
1810,0.0003623343280716134,8.337216732862934e-08,6.2407192588257286e-09,4.014420510297814e-09
1811,0.00036527024764966754,8.36844112736149e-08,6.170025649129432e-09,4.248804451125108e-09
1812,0.00036785550348992856,8.090208426990233e-08,6.626472957650873e-09,3.7084801896014596e-09
1813,0.0003669442209814276,7.773918956185558e-08,6.109372753724886e-09,2.6742797817494844e-09
1814,0.0003708118373262031,7.584172883363343e-08,5.8985729951237835e-09,2.8829748271214886e-09
1815,0.00036750647788202126,7.95302394099703e-08,4.4863939230310734e-09,1.857077174578186e-09
1816,0.0003639119718822518,7.781228918344953e-08,3.6187614175072926e-09,2.4460911233045326e-09
1817,0.00035904526261479726,7.44231226487305e-08,5.021119329841537e-09,3.4275864051786745e-09
1818,0.0003542308695614338,7.02493651821052e-08,5.860944555077399e-09,3.372237330648683e-09
1819,0.0003502566375703152,6.91884162660829e-08,5.144819744832116e-09,3.4341239534591797e-09
1820,0.00034677767377745895,6.483398351520009e-08,5.292216680758648e-09,4.318505537297719e-09
1821,0.00034212861126954,6.311140867053058e-08,4.552684848161245e-09,4.543360560787286e-09
1822,0.0003350521354669971,6.117807060945779e-08,4.677453749720886e-09,4.406616944357162e-09
1823,0.0003290776429431779,6.113014957723603e-08,3.916762874351625e-09,3.877141687068177e-09
1824,0.0003248755362749632,6.232344773593468e-08,1.9947120384016567e-09,3.6165488699018464e-09
1825,0.0003212619589508644,5.8436376499620176e-08,9.205028723385006e-10,3.9439812209758026e-09
1826,0.00031975282971481126,5.882609193414672e-08,1.0390011153025925e-09,3.761884581621189e-09
1827,0.00031560087726185363,5.8832941566119446e-08,8.916041793760598e-10,3.1912148162100654e-09
1828,0.00030995999363117984,5.557224775592269e-08,1.2600216346493808e-09,2.7691021380655504e-09
1829,0.00030717749281653335,6.039273614533158e-08,1.2758012900095294e-09,2.519564334946267e-09
1830,0.0003049179046813931,6.093856187914883e-08,1.9429331001217876e-09,2.479394182027964e-09
1831,0.00030310730965408893,6.245951108699696e-08,1.8088130834418133e-09,1.726343385704305e-09
1832,0.00030044911545701325,6.429194548169497e-08,1.9791120012665633e-09,1.3901750861577966e-09
1833,0.0002979493417244937,6.272529416508275e-08,2.5204398568234865e-09,1.2716768431937047e-09
1834,0.00029521482065320015,6.052761035237251e-08,2.769620437754432e-09,1.5393864119924876e-09
1835,0.00029438592277334204,6.281543818431601e-08,1.9707693651608136e-09,2.4079120284982635e-09
1836,0.000295473649332832,5.919255739529815e-08,1.8302208082410232e-09,3.008401464451741e-09
1837,0.0002956097970517086,5.7584978817106144e-08,1.3179718189831086e-09,2.782066117162125e-09
1838,0.00029274997151722867,5.992364496673222e-08,1.7759263187017942e-09,2.6726025440356895e-09
1839,0.00028978225808324557,5.886170941136827e-08,1.6814088375584545e-09,2.5023036262109397e-09
1840,0.00028781212417275777,5.7828782270722256e-08,1.2483406372102275e-09,3.4093352189020922e-09
1841,0.0002854502568620124,5.8483238823165655e-08,1.3490481113162138e-09,3.1078242757054397e-09
1842,0.0002829136501532048,5.716628085191847e-08,1.326080150449676e-09,2.1402709208092776e-09
1843,0.00028025751401271137,5.428499859151868e-08,1.522803740248792e-09,1.8020796045879551e-09
1844,0.00027808100899814496,5.1218489005577794e-08,1.568269482530939e-09,1.9811110767748677e-09
1845,0.0002764648566621223,4.49844677063993e-08,1.3105312708055245e-09,2.105001617458413e-09
1846,0.00027562292026621956,5.0628104629270506e-08,1.2999703337600111e-09,2.4311041275331443e-09
1847,0.00027297757333144546,5.0554624867312925e-08,1.1944233657690262e-09,2.1907326587720733e-09
1848,0.0002714394483648773,5.1875862335951494e-08,9.539106607788943e-10,2.1295729148361276e-09
1849,0.0002690842042544058,5.272519132404341e-08,1.3767510663255577e-09,2.4378583279067404e-09
1850,0.0002692292702184724,5.512829050400926e-08,2.0344858218747574e-09,2.3179699429728575e-09
1851,0.0002671207725403032,5.704315699160491e-08,2.1591374125115183e-09,2.5411988069379277e-09
1852,0.00026683522654431205,5.8651228381937215e-08,2.1611674077310586e-09,2.644351943763874e-09
1853,0.0002642115287017077,5.373569119829621e-08,2.3372436050042975e-09,2.6078054953566313e-09
1854,0.0002644882728678307,5.3573677811462924e-08,2.468541974006858e-09,2.39566211313047e-09
1855,0.0002633029071148485,5.314734354198793e-08,2.516671870900211e-09,2.5969254048772784e-09
1856,0.0002632803059116538,5.232223492563597e-08,2.1821124431196738e-09,2.962189985363953e-09
1857,0.00026053398115826506,4.8354388683589736e-08,1.4720567780608057e-09,3.0604513843814273e-09
1858,0.00025932731140138846,4.8036853225344855e-08,1.4350742023288327e-09,2.7913258054163795e-09
1859,0.0002562016431641366,4.745821970329546e-08,1.354686696153351e-09,2.914462100227817e-09
1860,0.00025558719893784395,4.772641253631653e-08,1.2963756258953042e-09,4.027795779444026e-09
1861,0.00025276200904045254,4.70305389553362e-08,1.1568396875359456e-09,3.912199104354792e-09
1862,0.00025080590941278,5.111862222406671e-08,1.1107709831291247e-09,4.383677452781041e-09
1863,0.0002473466655439032,5.048835762165384e-08,1.0571503275943632e-09,3.970399628120244e-09
1864,0.0002446329495536962,5.189045180843875e-08,9.127476473049154e-10,3.965204101571576e-09
1865,0.00024178380096730377,5.249244848317046e-08,7.131831712494017e-10,4.030998931473359e-09
1866,0.0002414962717531515,5.397454521422722e-08,5.913243942120719e-10,3.958410171074027e-09
1867,0.00024121818881082748,5.518059913762434e-08,9.268882566233166e-10,2.7715827093694703e-09
1868,0.00024326334200200757,5.848482942383271e-08,1.037973381848697e-09,3.1496498108042813e-09
1869,0.00024461554546308307,5.351359279513547e-08,1.5599110178169236e-09,2.6144304499098325e-09
1870,0.00024697757908143103,5.500215698767923e-08,1.5489081763218694e-09,2.992783703399076e-09
1871,0.00024844160569565635,5.494664380632587e-08,1.8329406246765855e-09,3.2036447780317954e-09
1872,0.00025108667822288614,5.485348860848457e-08,2.031149486698374e-09,3.3003011752035557e-09
1873,0.00025264853528434675,5.731854813006976e-08,2.3432195073169737e-09,3.6095329899613458e-09
1874,0.0002542377125272261,5.6434359407830925e-08,2.2618178917101416e-09,3.6319149909758153e-09
1875,0.00025356913933397403,5.4976458687048894e-08,2.4389096932507316e-09,3.1556180049971007e-09
1876,0.00025374423213569183,6.308133596430057e-08,1.9588634523972003e-09,3.4126567762170014e-09
1877,0.0002535258286765644,6.279235315836168e-08,2.0841005587968198e-09,3.66599894885411e-09
1878,0.00025387894960918596,6.420414117818446e-08,2.090350987542828e-09,4.3807937753572085e-09
1879,0.0002529266639612615,6.36940547289149e-08,1.943344279149122e-09,4.838084107941906e-09
1880,0.00025198313440861445,6.360129134463932e-08,1.7957076777922305e-09,4.734008946754338e-09
1881,0.0002507995564623603,7.159944814816299e-08,1.6110845673417933e-09,4.969048585299975e-09
1882,0.0002505319259528603,7.347542104899471e-08,1.4043917457533845e-09,5.084863768140784e-09
1883,0.0002512155707725989,6.609339310768649e-08,1.3474316900336752e-09,4.985514065073257e-09
1884,0.0002507598879414478,6.793560203277593e-08,1.2597652920831592e-09,4.582133751794361e-09
