ngram,health,heath,helt,helath
1646,2.4337907494295257e-05,6.836400124094715e-07,0.0,0.0
1647,2.58316704275785e-05,7.901605678333519e-07,1.040455523642387e-07,0.0
1648,3.146876458361346e-05,8.360098036064301e-07,1.040455523642387e-07,0.0
1649,3.18741598935698e-05,1.3053764372930994e-06,1.040455523642387e-07,0.0
1650,3.321430891186797e-05,1.6567375301487379e-06,1.040455523642387e-07,0.0
1651,3.574552335651658e-05,1.5594147596077943e-06,1.040455523642387e-07,0.0
1652,3.63845509647425e-05,1.320385186837874e-06,1.040455523642387e-07,0.0
1653,4.1576221909573565e-05,1.3957609650918e-06,1.7942133061816484e-07,0.0
1654,4.2142132380312045e-05,1.1251074860345916e-06,7.537577825392613e-08,0.0
1655,4.8209472359823326e-05,1.7183917496562832e-06,7.537577825392613e-08,0.0
1656,4.921214245509223e-05,1.294332447189715e-06,1.2068310947402745e-07,0.0
1657,5.076550067834822e-05,1.2488200979987596e-06,1.4848754200816723e-07,0.0
1658,5.4417534556705505e-05,1.323666834553348e-06,1.4848754200816723e-07,0.0
1659,5.661255844253381e-05,1.6861688558427495e-06,1.4848754200816723e-07,0.0
1660,5.2783626285547924e-05,1.6909678777210502e-06,7.311176375424111e-08,0.0
1661,5.5298847915504924e-05,1.6494846915650539e-06,2.0748258171871775e-07,0.0
1662,4.950494725822604e-05,1.335150069995247e-06,2.0748258171871775e-07,0.0
1663,5.124467601750179e-05,1.8154025675747626e-06,1.6217525049861641e-07,0.0
1664,5.039033723213444e-05,1.784674704400199e-06,1.7367379915153185e-07,0.0
1665,4.345415514503007e-05,1.8883774990691954e-06,1.7367379915153185e-07,0.0
1666,4.359921071487146e-05,1.6299976713136338e-06,1.7367379915153185e-07,0.0
1667,5.459873630440727e-05,1.7120844566826626e-06,1.7367379915153185e-07,0.0
1668,5.232124515584603e-05,1.7558376725901326e-06,3.9302981187055204e-08,0.0
1669,5.069786883333498e-05,1.490946979337033e-06,3.9302981187055204e-08,0.0
1670,5.164960254790328e-05,1.7383705304447567e-06,3.9302981187055204e-08,0.0
1671,4.966459632019645e-05,1.4632496499546375e-06,0.0,0.0
1672,4.986860689574054e-05,1.2725017646581754e-06,0.0,0.0
1673,4.754090436368382e-05,1.4343654949503356e-06,0.0,0.0
1674,3.674750041682273e-05,1.3371649580611639e-06,0.0,0.0
1675,3.7646140429257813e-05,1.3620487412221597e-06,3.431849953423287e-08,0.0
1676,3.701749717168111e-05,1.3450870669982708e-06,3.431849953423287e-08,0.0
1677,3.633199282506082e-05,6.728622850005195e-07,3.431849953423287e-08,0.0
1678,3.559020738716104e-05,7.525365707091883e-07,5.4237070961400084e-08,0.0
1679,3.577130935030125e-05,7.940936086470174e-07,5.4237070961400084e-08,0.0
1680,3.605237179726828e-05,5.086401456212895e-07,5.4237070961400084e-08,0.0
1681,3.5208889780083806e-05,8.015926563790085e-07,7.661291842201276e-08,0.0
1682,3.2698717404855415e-05,1.0353711559218937e-06,4.229441888777988e-08,0.0
1683,3.11558459153665e-05,1.6103070216948773e-06,4.229441888777988e-08,0.0
1684,2.619094266265165e-05,1.5972131645217554e-06,4.229441888777988e-08,0.0
1685,2.5733194758816224e-05,1.5579505421620915e-06,4.258167913511508e-08,0.0
1686,2.5537802295210505e-05,1.608366935507937e-06,4.258167913511508e-08,0.0
1687,2.2211541623359414e-05,1.6957633428254276e-06,4.258167913511508e-08,0.0
1688,2.1797198704527026e-05,1.4775245184799651e-06,2.0205831674502406e-08,0.0
1689,2.001606935664313e-05,1.2382513594794936e-06,5.1777001479942035e-08,0.0
1690,2.007077234468722e-05,8.073016033449676e-07,5.1777001479942035e-08,0.0
1691,2.0274136919137425e-05,8.419671319513457e-07,5.1777001479942035e-08,0.0
1692,2.0214481602514362e-05,8.015554686023409e-07,3.157116980543963e-08,0.0
1693,1.914667206749852e-05,6.984826167614042e-07,3.157116980543963e-08,0.0
1694,1.9973406129533293e-05,5.992679023490512e-07,3.157116980543963e-08,0.0
1695,1.7098171286176823e-05,6.765884157695317e-07,3.157116980543963e-08,0.0
1696,1.7455333623469676e-05,6.606839154496161e-07,1.5745945753613862e-08,0.0
1697,1.6897129171411507e-05,5.472220477388743e-07,1.5745945753613862e-08,0.0
1698,2.0060308867998954e-05,5.389757567237601e-07,1.5745945753613862e-08,0.0
1699,1.8676519045714356e-05,5.912539182060885e-07,1.5745945753613862e-08,0.0
1700,1.8188504587409886e-05,5.93540793910766e-07,2.874379845252406e-08,0.0
1701,1.7704188524346266e-05,6.561560772817237e-07,2.874379845252406e-08,0.0
1702,1.8065452812671928e-05,4.870014679779291e-07,2.874379845252406e-08,0.0
1703,1.736444703835462e-05,4.72887259255523e-07,1.29978526989102e-08,0.0
1704,1.639415885230327e-05,4.513871049636821e-07,1.29978526989102e-08,0.0
1705,1.6339339708792977e-05,4.5635458637402084e-07,1.29978526989102e-08,0.0
1706,1.77560402465003e-05,5.923579392076915e-07,1.29978526989102e-08,0.0
1707,1.7078037672035862e-05,5.395211287252875e-07,0.0,0.0
1708,1.609879096317205e-05,4.81457896788535e-07,9.645867342961928e-09,0.0
1709,1.6260855513142553e-05,4.6959230814991315e-07,9.645867342961928e-09,0.0
1710,1.6750378173518194e-05,5.053287708278731e-07,9.645867342961928e-09,0.0
1711,1.5980239822965814e-05,5.890507708272708e-07,9.645867342961928e-09,0.0
1712,1.0997922215340492e-05,4.917261508450923e-07,9.645867342961928e-09,0.0
1713,1.1397982949087496e-05,3.575347144695635e-07,2.0463882525031555e-08,0.0
1714,1.3290705347961712e-05,4.602415840184092e-07,2.0463882525031555e-08,0.0
1715,1.2968941648848289e-05,4.765933953519509e-07,2.214036852267652e-08,0.0
1716,1.2834295765579945e-05,4.405183448495466e-07,2.214036852267652e-08,0.0
1717,1.2533570173088395e-05,5.092035552576948e-07,3.742317947593879e-08,0.0
1718,1.4486698936317615e-05,4.973790603506651e-07,4.516493591820238e-08,0.0
1719,1.4597801120024606e-05,6.271042504327593e-07,5.1749806979322395e-08,0.0
1720,1.3923723404981761e-05,7.089310989678259e-07,4.093179179725277e-08,0.0
1721,1.3311857726096474e-05,6.641522410128735e-07,4.093179179725277e-08,0.0
1722,1.7277139314891038e-05,6.884111079281346e-07,3.733702515416683e-08,0.0
1723,1.8870803095134242e-05,7.563380474299006e-07,3.733702515416683e-08,0.0
1724,1.8598530394748586e-05,1.5640108383000291e-06,2.2054214200904554e-08,0.0
1725,1.7586601643415634e-05,1.5872017919653963e-06,1.4312457758640967e-08,0.0
1726,1.909302734150385e-05,1.480462247270355e-06,7.727586697520955e-09,0.0
1727,1.8118268988993285e-05,1.4608714877795137e-06,7.727586697520955e-09,0.0
1728,1.852836768583594e-05,1.4296683811413198e-06,7.727586697520955e-09,0.0
1729,1.5525759018990876e-05,1.4238398681040313e-06,0.0,0.0
1730,1.5918553409781972e-05,1.4950279713892606e-06,0.0,0.0
1731,1.6871881728418104e-05,5.707100955630397e-07,0.0,0.0
1732,1.6879770295677838e-05,5.550800393296283e-07,6.258523857890655e-09,0.0
1733,1.61563094869572e-05,6.22763867649415e-07,6.258523857890655e-09,0.0
1734,1.7519391414160574e-05,1.0019639355667614e-06,6.258523857890655e-09,0.0
1735,1.8077200365951285e-05,1.202362842686203e-06,6.258523857890655e-09,0.0
1736,1.8565037212933282e-05,1.226840276607228e-06,1.1770848930479718e-08,0.0
1737,1.7427829464265544e-05,1.2815308240630787e-06,1.1770848930479718e-08,0.0
1738,1.855391071460742e-05,1.3539914789362228e-06,1.1770848930479718e-08,0.0
1739,1.938833429449005e-05,1.416417473722374e-06,1.1974158046054332e-08,0.0
1740,1.965454495283276e-05,1.4163303408817489e-06,1.1974158046054332e-08,0.0
1741,2.0130677902281085e-05,1.081220570345717e-06,1.1974158046054332e-08,0.0
1742,2.200197832280537e-05,1.058774955708941e-06,1.1974158046054332e-08,0.0
1743,2.247966313007055e-05,1.1728370168384572e-06,1.6093226560899765e-08,0.0
1744,2.339481073119844e-05,1.0995610588387145e-06,2.9485408146813696e-08,0.0
1745,2.311149507607167e-05,1.1513664373654007e-06,2.9485408146813696e-08,0.0
1746,2.4388569857235e-05,1.0670269391864297e-06,2.3023575173348424e-08,0.0
1747,2.5737567609342348e-05,1.2250626225198045e-06,2.3023575173348424e-08,0.0
1748,3.10330958330139e-05,1.3594644201475603e-06,3.0303038808402305e-08,0.0
1749,3.305780098474186e-05,1.390397796642771e-06,3.0303038808402305e-08,0.0
1750,3.686309797298496e-05,1.5048167613583376e-06,2.067164522096781e-08,0.0
1751,4.1415240567792875e-05,1.6127120017829708e-06,7.279463635053876e-09,0.0
1752,4.5262076517766605e-05,1.8301146431960141e-06,7.279463635053876e-09,0.0
1753,4.91269745128063e-05,1.9871548277348794e-06,7.279463635053876e-09,0.0
1754,5.499725791326325e-05,2.0933761431609e-06,7.279463635053876e-09,0.0
1755,5.59193675664054e-05,2.1569154893898357e-06,0.0,0.0
1756,5.6461062610781353e-05,2.2157339734414042e-06,6.070941083180514e-09,0.0
1757,5.853941703597749e-05,3.418572191549174e-06,6.070941083180514e-09,0.0
1758,5.666301149176434e-05,3.615886433700715e-06,9.178525875849378e-09,0.0
1759,5.737267513593126e-05,4.429150229563155e-06,1.2657320778787704e-08,0.0
1760,5.5909367282375957e-05,4.809306736725765e-06,1.2657320778787704e-08,2.661366999794674e-09
1761,5.625294735572035e-05,5.148836992572926e-06,1.5432888237195845e-08,2.661366999794674e-09
1762,5.451081129389682e-05,6.20956526680467e-06,1.5432888237195845e-08,2.661366999794674e-09
1763,5.870786428983722e-05,6.5132978111900485e-06,1.2200621719265264e-08,2.661366999794674e-09
1764,6.075152590970642e-05,5.6880192654976525e-06,1.2200621719265264e-08,2.661366999794674e-09
1765,6.603826477658004e-05,5.9873426445327434e-06,9.093036926596402e-09,2.661366999794674e-09
1766,6.757893165091186e-05,5.6821793025717075e-06,1.581739818488716e-08,2.661366999794674e-09
1767,7.071445465304091e-05,5.615534064418171e-06,2.4650905063237716e-08,0.0
1768,7.165112817477035e-05,5.8623519570184205e-06,3.260418779404972e-08,0.0
1769,7.653171113426132e-05,5.082980611145363e-06,3.565044741955197e-08,0.0
1770,7.466660359308921e-05,5.934306825240908e-06,3.569469443829933e-08,0.0
1771,7.65156520563843e-05,5.753434477030948e-06,3.832733825553143e-08,0.0
1772,7.5260858076425e-05,6.109165529518837e-06,4.3599501913555675e-08,0.0
1773,7.764000370765903e-05,6.717755013596616e-06,3.3396345752326595e-08,0.0
1774,7.766115387702095e-05,7.356331317558735e-06,2.7235302013650653e-08,0.0
1775,7.76229249562935e-05,7.43912249033331e-06,2.8061208467988763e-08,0.0
1776,7.560717494925484e-05,7.680928027704275e-06,2.5014948842486514e-08,0.0
1777,7.611756154801697e-05,9.081894047215297e-06,2.213202725848922e-08,0.0
1778,7.370369296820302e-05,9.091383520041876e-06,2.5061670833841683e-08,0.0
1779,7.213682900848133e-05,8.410212948157486e-06,2.235119289650811e-08,0.0
1780,6.932815553487412e-05,7.915243908688094e-06,2.470033320735508e-08,0.0
1781,7.366954793854217e-05,7.742747389524343e-06,2.2027870067680462e-08,0.0
1782,7.369251709730764e-05,7.612090485054068e-06,2.3421914312799734e-08,0.0
1783,7.245179585879669e-05,7.619981391014465e-06,2.3421914312799734e-08,0.0
1784,7.069563486896056e-05,5.612912770759847e-06,2.508638642849194e-08,0.0
1785,7.063674118918633e-05,5.779377878362928e-06,2.437846610295732e-08,0.0
1786,9.502640802695948e-05,6.04310356980672e-06,2.3156878700295432e-08,0.0
1787,9.68813656072598e-05,5.718854286637257e-06,2.080773838944846e-08,0.0
1788,9.245943147107027e-05,5.91262544600925e-06,2.211429046233044e-08,0.0
1789,9.183723419222847e-05,6.891567344220155e-06,1.032887439070659e-08,0.0
1790,9.10513148742861e-05,7.629597998207568e-06,1.1433722793948879e-08,0.0
1791,9.143950956058688e-05,8.886263718263113e-06,1.0855216915826662e-08,0.0
1792,9.053469849667246e-05,9.58883077016383e-06,1.1442160235170767e-08,0.0
1793,6.782497543359309e-05,1.0023910687907898e-05,1.1088084038237054e-08,0.0
1794,6.72398398039929e-05,1.0551473029149097e-05,1.4082040612960002e-08,0.0
1795,6.749414803510132e-05,1.0612967863770401e-05,1.2775488540078023e-08,0.0
1796,6.93286040456899e-05,9.89754231081211e-06,1.4456588497730699e-08,0.0
1797,7.148578983365692e-05,9.181713916664844e-06,1.8454053079303937e-08,0.0
1798,7.53112108213827e-05,8.142917652419004e-06,1.794674351986357e-08,0.0
1799,7.634471278704171e-05,7.930341195917987e-06,1.5509280970604777e-08,0.0
1800,7.613814315326246e-05,7.964400083437795e-06,1.5758250640881703e-08,4.116639093102289e-10
1801,7.712175387756101e-05,7.673438696136664e-06,1.5085996515499086e-08,8.760043801459005e-10
1802,7.853117650873693e-05,7.948774444750078e-06,1.7256630473789462e-08,8.760043801459005e-10
1803,7.754187182789403e-05,8.080492404717785e-06,1.5114145617595957e-08,8.760043801459005e-10
1804,7.78766573473279e-05,8.379731947830546e-06,1.3367685625098602e-08,8.760043801459005e-10
1805,7.597158297098108e-05,8.449943509601456e-06,2.083903151626844e-08,8.760043801459005e-10
1806,7.552118560332539e-05,8.285441903613641e-06,1.8869384086985164e-08,8.760043801459005e-10
1807,7.500616733783058e-05,8.341540186458068e-06,2.3283365394429926e-08,4.643404708356716e-10
1808,7.39943508441294e-05,8.31032918670514e-06,2.3786021089275015e-08,0.0
1809,7.211307716456108e-05,7.588812292981727e-06,2.306278564948424e-08,0.0
1810,7.064945800396214e-05,7.28147844191491e-06,2.3450473943650455e-08,0.0
1811,6.990082017312358e-05,6.80776312427562e-06,2.126654065546875e-08,0.0
1812,6.870718373517905e-05,6.460951616255832e-06,1.5842328972480246e-08,0.0
1813,6.858451940518404e-05,6.024783033353742e-06,1.7523840156741244e-08,0.0
1814,6.965608398396788e-05,5.462862710763667e-06,1.375549033407911e-08,0.0
1815,7.019413481300165e-05,5.334843470856347e-06,1.4407665029279672e-08,0.0
1816,7.087495656118595e-05,5.5810922146650095e-06,1.3340611948464698e-08,0.0
1817,7.226368636890714e-05,5.368398173491837e-06,1.345035666971179e-08,0.0
1818,7.265775223329131e-05,5.35760513490199e-06,1.4068785660269003e-08,0.0
1819,7.360796215445069e-05,5.507069675201949e-06,1.3998051384689347e-08,0.0
1820,7.45788960817403e-05,5.609697771952986e-06,1.36406907674009e-08,1.4739693592653273e-10
1821,7.560022744915582e-05,5.704093122663575e-06,1.4074044057161522e-08,1.4739693592653273e-10
1822,7.54386991112759e-05,5.6502907292659595e-06,1.2344275855470852e-08,1.4739693592653273e-10
1823,7.589400463205363e-05,5.19802928725507e-06,1.4211334712196536e-08,1.4739693592653273e-10
1824,7.648015785629727e-05,5.099431226491495e-06,1.4353101945070129e-08,1.4739693592653273e-10
1825,7.647799066035077e-05,5.0169332358304274e-06,1.4588622119861481e-08,1.4739693592653273e-10
1826,7.652092608623207e-05,4.901096222706006e-06,1.4285032077866942e-08,1.4739693592653273e-10
1827,7.722875618908023e-05,4.942724184989597e-06,1.5691222797288773e-08,1.0457060614247179e-10
1828,7.685490189552573e-05,4.976426225766772e-06,1.558383238326704e-08,1.0457060614247179e-10
1829,7.554372028347902e-05,4.7529733819828834e-06,1.7139958912488444e-08,2.451191630622621e-10
1830,7.669261893689898e-05,4.771839355401296e-06,1.6226818238302647e-08,2.451191630622621e-10
1831,7.630728422165183e-05,4.774384186540763e-06,1.6371932634992196e-08,2.451191630622621e-10
1832,7.771144529605018e-05,4.75664169893467e-06,1.579360451943655e-08,2.451191630622621e-10
1833,7.831499637437187e-05,4.536627589654277e-06,1.4614355313215453e-08,2.451191630622621e-10
1834,7.79842833123569e-05,4.4326955373565265e-06,1.234489704111346e-08,1.405485569197903e-10
1835,7.810425969572472e-05,4.384561894507247e-06,1.2568029537719992e-08,1.405485569197903e-10
1836,8.015020492686225e-05,4.528573364431006e-06,1.0841423124320824e-08,0.0
1837,7.961471939259874e-05,4.461821065758288e-06,1.1598077545979128e-08,0.0
1838,7.933274277352862e-05,4.418754217892586e-06,1.16382778969637e-08,7.632574730972611e-11
1839,7.892011178358058e-05,4.4621792767429724e-06,1.2009491559946842e-08,7.632574730972611e-11
1840,7.964053345079134e-05,4.497564142574058e-06,1.3356025111274254e-08,7.632574730972611e-11
1841,8.003627174600427e-05,4.553883562558829e-06,1.2630695410211144e-08,7.632574730972611e-11
1842,7.96372551121749e-05,4.5261371529444915e-06,1.1478100945895773e-08,7.632574730972611e-11
1843,7.944806878055845e-05,4.521517634462466e-06,1.2196924803475895e-08,7.632574730972611e-11
1844,8.032584238597857e-05,4.6740967393686465e-06,1.057348675281844e-08,7.632574730972611e-11
1845,8.162097011726084e-05,4.572955991274544e-06,1.0315008434704152e-08,0.0
1846,8.134513960352965e-05,4.516173573522662e-06,1.2996468314239808e-08,0.0
1847,8.173223821878699e-05,4.448179619690304e-06,1.5062522055028386e-08,0.0
1848,8.133162815024011e-05,4.2958738829059125e-06,1.6261524666510193e-08,0.0
1849,8.167179995715352e-05,4.1264956637730525e-06,1.9122344818711667e-08,0.0
1850,8.148042044402766e-05,4.07702902651051e-06,1.8963382197867418e-08,0.0
1851,8.076295801272084e-05,3.855467639368726e-06,2.086376049703631e-08,0.0
1852,8.051117973601711e-05,3.7648758929468125e-06,2.2477733452319626e-08,5.0561570803202876e-11
1853,8.023649674474395e-05,3.6476562205020206e-06,2.1403932340799007e-08,5.0561570803202876e-11
1854,7.99119786409262e-05,3.6114256545261014e-06,1.8232176022893653e-08,5.050783125071234e-10
1855,8.040562534006312e-05,3.5338722617390365e-06,1.8415991398512688e-08,7.150853084273276e-10
1856,8.072370006370225e-05,3.4491433780203806e-06,1.820425270843933e-08,7.150853084273276e-10
1857,8.099264856095292e-05,3.334580566973143e-06,1.914869723102746e-08,7.150853084273276e-10
1858,8.093121037485876e-05,3.281952331235516e-06,1.8393737326911312e-08,7.150853084273276e-10
